uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,p4frac_drift_vs_9e,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue,cyc_p4_peer_wait,frac_p4_peer_wait,us_p4_peer_wait,cyc_p4_dsmem_gather,frac_p4_dsmem_gather,us_p4_dsmem_gather,cyc_p4_minmax,frac_p4_minmax,us_p4_minmax,cyc_p4_coarse_hist,frac_p4_coarse_hist,us_p4_coarse_hist,cyc_p4_coarse_search,frac_p4_coarse_search,us_p4_coarse_search,cyc_p4_fine,frac_p4_fine,us_p4_fine,cyc_p4_scatter,frac_p4_scatter,us_p4_scatter,cyc_p4_tail,frac_p4_tail,us_p4_tail,p4share_p4_peer_wait,p4share_p4_dsmem_gather,p4share_p4_minmax,p4share_p4_coarse_hist,p4share_p4_coarse_search,p4share_p4_fine,p4share_p4_scatter,p4share_p4_tail
flash_64k_L14,flash,64k,14,512,16387,4,0.311,1,512,True,1,False,2,10.459,10.681,0.0213,17143.5,True,True,10.29,-0.00146,2752.0,0.16078,1.6815,165.0,0.00964,0.1008,864.0,0.05048,0.5279,3550.5,0.20743,2.1694,3191.0,0.18642,1.9498,6574.5,0.38409,4.0172,20.0,0.00117,0.0122,23.0,0.00134,0.0141,30.0,0.00175,0.0183,596.0,0.03482,0.3642,564.5,0.03298,0.3449,1371.0,0.0801,0.8377,2456.0,0.14348,1.5007,793.5,0.04636,0.4848,741.5,0.04332,0.4531,0.0035,0.00456,0.09065,0.08586,0.20853,0.37356,0.12069,0.11278
flash_64k_L16,flash,64k,16,512,16387,4,0.227,1,512,True,1,False,3,10.2,10.818,0.0606,18712.5,True,True,10.1,0.02308,3013.0,0.16261,1.6586,128.0,0.00691,0.0705,837.5,0.0452,0.461,3505.5,0.1892,1.9298,3199.0,0.17265,1.761,7825.5,0.42235,4.3079,20.0,0.00108,0.011,23.0,0.00124,0.0127,28.0,0.00151,0.0154,592.5,0.03198,0.3262,693.5,0.03743,0.3818,1378.5,0.0744,0.7589,3287.5,0.17743,1.8098,1123.0,0.06061,0.6182,682.5,0.03684,0.3757,0.00294,0.00358,0.07571,0.08862,0.17615,0.4201,0.14351,0.08721
flash_64k_L18,flash,64k,18,512,16387,4,0.412,1,512,True,1,False,4,10.48,10.627,0.014,16883.0,True,True,11.36,0.01017,2577.0,0.1527,1.6003,165.0,0.00978,0.1025,858.0,0.05084,0.5328,3539.5,0.20974,2.198,3195.0,0.18932,1.9841,6521.5,0.38644,4.0498,20.0,0.00119,0.0124,23.0,0.00136,0.0143,28.0,0.00166,0.0174,593.0,0.03514,0.3682,562.0,0.0333,0.349,1466.0,0.08687,0.9104,2504.0,0.14838,1.555,855.0,0.05066,0.5309,483.0,0.02862,0.2999,0.00353,0.00429,0.09093,0.08618,0.22479,0.38396,0.1311,0.07406
flash_64k_L20,flash,64k,20,512,16387,4,0.178,1,512,True,1,False,5,10.71,10.819,0.0102,18480.5,True,True,10.41,-0.00263,2923.0,0.15896,1.7025,130.0,0.00707,0.0757,874.5,0.04756,0.5093,3370.0,0.18327,1.9628,3233.5,0.17584,1.8833,7835.5,0.42611,4.5637,22.0,0.0012,0.0128,23.0,0.00125,0.0134,30.0,0.00163,0.0175,658.5,0.03581,0.3835,816.0,0.04438,0.4753,1357.0,0.0738,0.7904,2711.5,0.14746,1.5793,1899.5,0.1033,1.1063,333.0,0.01811,0.194,0.00294,0.00383,0.08404,0.10414,0.17319,0.34605,0.24242,0.0425
flash_64k_L22,flash,64k,22,512,16387,4,0.076,1,512,True,1,False,6,12.053,12.501,0.0372,21898.5,True,True,11.98,0.02097,2884.5,0.13176,1.588,128.0,0.00585,0.0705,854.5,0.03903,0.4704,7425.5,0.33919,4.0881,3204.5,0.14638,1.7642,7375.0,0.33688,4.0603,20.0,0.00091,0.011,23.0,0.00105,0.0127,29.5,0.00135,0.0162,594.0,0.02713,0.327,570.0,0.02604,0.3138,1364.0,0.06231,0.7509,3274.0,0.14955,1.8025,797.5,0.03643,0.4391,709.0,0.03239,0.3903,0.00312,0.004,0.08054,0.07729,0.18495,0.44393,0.10814,0.09614
flash_64k_L24,flash,64k,24,512,16387,4,0.107,1,512,True,1,False,7,12.611,13.187,0.0457,23238.0,True,True,11.35,0.02973,2855.0,0.12314,1.5529,122.0,0.00526,0.0664,818.5,0.0353,0.4452,9348.0,0.40319,5.0847,3165.5,0.13653,1.7218,6856.0,0.29571,3.7292,20.0,0.00086,0.0109,23.0,0.00099,0.0125,30.0,0.00129,0.0163,592.0,0.02553,0.322,574.0,0.02476,0.3122,1371.0,0.05913,0.7457,2939.5,0.12678,1.5989,802.0,0.03459,0.4362,518.0,0.02234,0.2818,0.00335,0.00438,0.08635,0.08372,0.19997,0.42875,0.11698,0.07555
flash_64k_L26,flash,64k,26,512,16387,4,0.156,1,512,True,1,False,0,10.878,11.179,0.0276,19412.0,True,True,10.89,-0.0055,2887.0,0.14995,1.6312,122.0,0.00634,0.0689,820.0,0.04259,0.4633,3422.0,0.17774,1.9335,3447.5,0.17907,1.9479,8532.0,0.44316,4.8208,22.0,0.00114,0.0124,23.0,0.00119,0.013,29.5,0.00153,0.0167,660.0,0.03428,0.3729,1045.0,0.05428,0.5905,1398.5,0.07264,0.7902,2702.5,0.14037,1.527,2408.0,0.12507,1.3606,268.5,0.01395,0.1517,0.0027,0.00346,0.07736,0.12248,0.16391,0.31675,0.28223,0.03147
flash_64k_L28,flash,64k,28,512,16387,4,0.41,1,512,True,1,False,1,11.621,11.813,0.0165,19443.5,True,True,11.42,0.01362,2627.5,0.13591,1.5794,165.0,0.00854,0.0992,852.0,0.04407,0.5121,5724.0,0.29609,3.4408,3193.0,0.16517,1.9194,6750.5,0.34919,4.0578,20.0,0.00103,0.012,23.0,0.00119,0.0138,29.5,0.00153,0.0177,590.5,0.03055,0.355,564.5,0.0292,0.3393,1458.0,0.07542,0.8764,2511.0,0.12989,1.5094,1203.0,0.06223,0.7231,367.0,0.01898,0.2206,0.00341,0.00437,0.08748,0.08362,0.21598,0.37197,0.17821,0.05437
flash_64k_L30,flash,64k,30,512,16387,4,0.256,1,512,True,1,False,2,10.593,10.76,0.0157,17274.0,True,True,10.36,0.00268,2555.5,0.14797,1.5675,165.0,0.00955,0.1012,845.0,0.04893,0.5183,3538.0,0.20486,2.1702,3208.0,0.18576,1.9678,6936.5,0.40165,4.2549,22.0,0.00127,0.0135,23.0,0.00133,0.0141,29.5,0.00171,0.0181,596.0,0.03451,0.3656,679.5,0.03935,0.4168,1365.5,0.07907,0.8376,2552.0,0.14777,1.5654,1090.5,0.06314,0.6689,592.5,0.03431,0.3634,0.00332,0.00425,0.08592,0.09796,0.19686,0.36791,0.15721,0.08542
flash_64k_L32,flash,64k,32,512,16387,4,0.148,1,512,True,1,False,3,10.976,11.537,0.0512,19896.0,True,True,10.41,0.02299,2789.5,0.14015,1.5382,128.0,0.00643,0.0706,815.0,0.04095,0.4494,3455.5,0.17361,1.9055,3303.5,0.16597,1.8217,9392.5,0.47189,5.1794,20.0,0.001,0.011,23.0,0.00116,0.0127,30.0,0.00151,0.0165,663.5,0.03334,0.3659,1048.0,0.05265,0.5779,1379.0,0.06928,0.7604,3659.0,0.18383,2.0177,2302.0,0.11566,1.2694,292.0,0.01467,0.161,0.00245,0.00319,0.07064,0.11158,0.14682,0.38957,0.24509,0.03109
flash_64k_L34,flash,64k,34,512,16387,4,0.145,1,512,True,1,False,4,11.062,11.166,0.0094,18070.0,True,True,10.51,0.00756,2503.0,0.13892,1.5368,165.0,0.00916,0.1013,856.0,0.04751,0.5256,3550.5,0.19706,2.1799,3260.0,0.18094,2.0015,7661.0,0.4252,4.7036,22.0,0.00122,0.0135,23.0,0.00128,0.0141,29.5,0.00164,0.0181,662.5,0.03677,0.4068,810.5,0.04498,0.4976,1411.0,0.07831,0.8663,2677.0,0.14858,1.6436,1690.0,0.0938,1.0376,365.5,0.02029,0.2244,0.003,0.00385,0.08648,0.1058,0.18418,0.34943,0.2206,0.04771
flash_64k_L36,flash,64k,36,512,16387,4,0.779,1,512,True,1,False,5,9.715,9.808,0.0096,16566.5,True,True,9.78,-0.01037,2849.0,0.17264,1.6772,128.0,0.00776,0.0754,837.0,0.05072,0.4927,3525.5,0.21363,2.0754,3180.0,0.19269,1.872,5963.5,0.36136,3.5106,20.0,0.00121,0.0118,23.0,0.00139,0.0135,29.0,0.00176,0.0171,593.0,0.03593,0.3491,559.5,0.0339,0.3294,1414.0,0.08568,0.8324,2180.0,0.1321,1.2833,768.0,0.04654,0.4521,405.5,0.02457,0.2387,0.00386,0.00486,0.09944,0.09382,0.23711,0.36556,0.12878,0.068
flash_64k_L38,flash,64k,38,512,16387,4,0.336,1,512,True,1,False,6,9.824,10.102,0.0283,17298.0,True,True,10.06,-0.01533,2761.5,0.1634,1.6052,128.0,0.00757,0.0744,842.5,0.04985,0.4897,3465.5,0.20505,2.0144,3433.0,0.20313,1.9955,6250.0,0.36981,3.633,20.0,0.00118,0.0116,23.0,0.00136,0.0134,30.0,0.00178,0.0174,592.5,0.03506,0.3444,569.0,0.03367,0.3307,1379.5,0.08162,0.8019,2302.0,0.13621,1.3381,865.0,0.05118,0.5028,487.5,0.02885,0.2834,0.00368,0.0048,0.0948,0.09104,0.22072,0.36832,0.1384,0.078
flash_64k_L40,flash,64k,40,512,16387,4,0.406,1,512,True,1,False,7,10.552,10.747,0.0185,18563.0,True,True,10.75,-0.00457,2872.0,0.1555,1.6408,122.0,0.00661,0.0697,831.0,0.04499,0.4748,3406.5,0.18444,1.9461,3473.0,0.18804,1.9841,7745.0,0.41934,4.4247,20.0,0.00108,0.0114,23.0,0.00125,0.0131,30.0,0.00162,0.0171,660.0,0.03573,0.3771,925.5,0.05011,0.5287,1367.5,0.07404,0.7813,2437.5,0.13197,1.3926,1781.5,0.09646,1.0178,512.0,0.02772,0.2925,0.00297,0.00387,0.08522,0.1195,0.17657,0.31472,0.23002,0.06611
flash_64k_L42,flash,64k,42,512,16387,4,0.779,1,512,True,1,False,0,9.587,9.832,0.0256,16822.5,True,True,9.97,0.00053,2791.5,0.16816,1.6122,122.0,0.00735,0.0705,805.0,0.04849,0.4649,3399.0,0.20476,1.963,3382.5,0.20377,1.9535,6078.0,0.36614,3.5102,22.0,0.00133,0.0127,23.0,0.00139,0.0133,30.0,0.00181,0.0173,591.0,0.0356,0.3413,564.5,0.03401,0.326,1404.0,0.08458,0.8108,2087.0,0.12572,1.2053,722.5,0.04352,0.4173,651.0,0.03922,0.376,0.00378,0.00494,0.09724,0.09288,0.231,0.34337,0.11887,0.10711
flash_8k_L02,flash,8k,2,512,2051,4,0.84,1,512,False,0,False,5,8.192,8.297,0.0129,13302.5,True,True,8.25,0.01755,2370.5,0.17918,1.4678,126.0,0.00952,0.078,849.0,0.06417,0.5257,2192.5,0.16573,1.3576,1388.5,0.10495,0.8598,6281.0,0.47477,3.8893,22.0,0.00166,0.0136,23.0,0.00174,0.0142,30.0,0.00227,0.0186,583.0,0.04407,0.361,564.0,0.04263,0.3492,1484.5,0.11221,0.9192,2385.0,0.18028,1.4768,945.0,0.07143,0.5852,270.0,0.02041,0.1672,0.00366,0.00478,0.09282,0.08979,0.23635,0.37972,0.15045,0.04299
flash_8k_L04,flash,8k,4,512,2051,4,0.844,1,512,False,0,False,6,8.065,8.209,0.0179,13152.0,True,True,8.35,0.01283,2403.5,0.18498,1.492,124.0,0.00954,0.077,856.0,0.06588,0.5314,2219.5,0.17082,1.3778,1383.5,0.10648,0.8588,5986.5,0.46075,3.7161,20.0,0.00154,0.0124,23.0,0.00177,0.0143,30.0,0.00231,0.0186,583.5,0.04491,0.3622,700.0,0.05388,0.4345,1342.5,0.10332,0.8334,2270.5,0.17475,1.4094,689.5,0.05307,0.428,330.0,0.0254,0.2048,0.00384,0.00501,0.09747,0.11693,0.22425,0.37927,0.11518,0.05512
flash_8k_L06,flash,8k,6,512,2051,4,0.75,1,512,False,0,False,7,8.0,8.139,0.0174,13076.5,True,True,8.42,0.00645,2287.5,0.17654,1.4123,122.0,0.00942,0.0753,818.0,0.06313,0.505,2494.5,0.19251,1.5401,1348.0,0.10403,0.8322,5866.5,0.45275,3.6219,21.0,0.00162,0.013,23.0,0.00178,0.0142,29.0,0.00224,0.0179,590.0,0.04553,0.3643,568.0,0.04384,0.3507,1459.0,0.1126,0.9008,2197.5,0.16959,1.3567,766.5,0.05915,0.4732,251.0,0.01937,0.155,0.00392,0.00494,0.10057,0.09682,0.2487,0.37458,0.13066,0.04279
flash_8k_L08,flash,8k,8,512,2051,4,0.631,1,512,False,0,False,0,8.117,8.2,0.0103,13141.5,True,True,8.4,0.00406,2329.0,0.17775,1.4427,122.0,0.00931,0.0756,832.0,0.0635,0.5154,2169.5,0.16558,1.3439,1356.5,0.10353,0.8403,6273.5,0.4788,3.8862,20.0,0.00153,0.0124,23.0,0.00176,0.0142,28.0,0.00214,0.0173,589.5,0.04499,0.3652,572.5,0.04369,0.3546,1421.0,0.10845,0.8803,2190.0,0.16714,1.3566,783.0,0.05976,0.485,671.0,0.05121,0.4157,0.00367,0.00446,0.09397,0.09126,0.22651,0.34909,0.12481,0.10696
flash_8k_L10,flash,8k,10,512,2051,4,0.672,1,512,False,0,False,1,8.566,8.625,0.0069,13569.0,True,True,8.09,-0.00764,2790.0,0.20616,1.766,163.0,0.01204,0.1032,847.0,0.06259,0.5361,1770.5,0.13082,1.1207,1386.5,0.10245,0.8776,6554.5,0.48432,4.1488,22.0,0.00163,0.0139,23.0,0.0017,0.0146,29.0,0.00214,0.0184,587.5,0.04341,0.3719,574.0,0.04241,0.3633,1498.5,0.11073,0.9485,2482.5,0.18343,1.5713,781.0,0.05771,0.4943,586.5,0.04334,0.3712,0.00351,0.00442,0.08963,0.08757,0.22862,0.37875,0.11915,0.08948
flash_8k_L12,flash,8k,12,512,2051,4,0.477,1,512,False,0,False,2,8.921,8.979,0.0065,14240.0,True,True,8.13,0.00538,2788.5,0.19592,1.7479,163.0,0.01145,0.1022,853.5,0.05997,0.535,2214.5,0.15559,1.3881,1378.5,0.09685,0.8641,6813.0,0.47868,4.2705,22.0,0.00155,0.0138,23.0,0.00162,0.0144,29.0,0.00204,0.0182,588.5,0.04135,0.3689,694.0,0.04876,0.435,1482.5,0.10416,0.9292,2394.5,0.16824,1.5009,1226.5,0.08617,0.7688,369.0,0.02593,0.2313,0.00338,0.00426,0.08638,0.10186,0.2176,0.35146,0.18002,0.05416
flash_8k_L14,flash,8k,14,512,2051,4,0.416,1,512,False,0,False,3,7.848,7.957,0.0139,12599.5,True,True,8.69,0.00217,2389.0,0.19083,1.4976,124.0,0.0099,0.0777,846.5,0.06762,0.5307,1802.0,0.14394,1.1297,1366.5,0.10915,0.8566,5971.0,0.47696,3.7431,20.0,0.0016,0.0125,23.0,0.00184,0.0144,26.0,0.00208,0.0163,586.5,0.04685,0.3677,700.5,0.05595,0.4391,1343.0,0.10728,0.8419,2245.0,0.17933,1.4074,775.5,0.06195,0.4862,270.0,0.02157,0.1693,0.00385,0.00435,0.09822,0.11732,0.22492,0.37598,0.12988,0.04522
flash_8k_L16,flash,8k,16,512,2051,4,0.498,1,512,False,0,False,4,9.002,9.15,0.0165,14621.0,True,True,8.34,-0.02861,3002.0,0.20582,1.8527,163.0,0.01118,0.1006,850.0,0.05828,0.5246,2218.0,0.15207,1.3688,1387.0,0.09509,0.856,6945.5,0.47619,4.2864,20.0,0.00137,0.0123,23.0,0.00158,0.0142,30.0,0.00206,0.0185,587.5,0.04028,0.3626,694.5,0.04762,0.4286,1499.5,0.10281,0.9254,2509.5,0.17205,1.5487,1103.5,0.07566,0.681,512.0,0.0351,0.316,0.00331,0.00432,0.08459,0.09999,0.2159,0.36131,0.15888,0.07372
flash_8k_L18,flash,8k,18,512,2051,4,0.586,1,512,False,0,False,5,8.633,8.761,0.0148,14332.5,True,True,8.72,0.01139,2352.5,0.16787,1.4493,125.0,0.00892,0.077,868.0,0.06194,0.5347,2189.5,0.15624,1.3489,1384.0,0.09876,0.8526,7075.0,0.50485,4.3586,20.0,0.00143,0.0123,23.0,0.00164,0.0142,27.0,0.00193,0.0166,588.0,0.04196,0.3622,681.0,0.04859,0.4195,1484.5,0.10593,0.9145,2494.5,0.178,1.5368,1038.0,0.07407,0.6395,741.5,0.05291,0.4568,0.00325,0.00382,0.08311,0.09625,0.20982,0.35258,0.14671,0.10481
flash_8k_L20,flash,8k,20,512,2051,4,0.488,1,512,False,0,False,6,8.545,8.673,0.015,14068.5,True,True,8.66,0.03263,2372.0,0.17018,1.4542,125.0,0.00897,0.0766,838.0,0.06012,0.5138,1802.5,0.12932,1.1051,1387.5,0.09954,0.8507,7393.5,0.53044,4.5328,20.0,0.00143,0.0123,23.0,0.00165,0.0141,30.0,0.00215,0.0184,585.0,0.04197,0.3587,694.0,0.04979,0.4255,1428.0,0.10245,0.8755,2627.0,0.18847,1.6106,1120.0,0.08035,0.6867,879.0,0.06306,0.5389,0.00311,0.00406,0.07912,0.09387,0.19314,0.35531,0.15148,0.11889
flash_8k_L22,flash,8k,22,512,2051,4,0.334,1,512,False,0,False,7,7.774,7.905,0.0169,12529.5,True,True,8.17,0.00273,2296.0,0.184,1.4304,120.0,0.00962,0.0748,826.0,0.06619,0.5146,1811.5,0.14517,1.1286,1363.0,0.10923,0.8492,6042.0,0.48419,3.7642,20.0,0.0016,0.0125,23.0,0.00184,0.0143,26.5,0.00212,0.0165,590.5,0.04732,0.3679,573.0,0.04592,0.357,1440.0,0.1154,0.8971,2149.5,0.17226,1.3392,777.0,0.06227,0.4841,464.0,0.03718,0.2891,0.00381,0.00439,0.09773,0.09484,0.23833,0.35576,0.1286,0.0768
flash_8k_L24,flash,8k,24,512,2051,4,0.48,1,512,False,0,False,0,8.288,8.395,0.0129,13511.5,True,True,8.63,0.00526,2299.5,0.17067,1.4145,120.0,0.00891,0.0738,825.0,0.06123,0.5075,2156.5,0.16005,1.3265,1363.0,0.10116,0.8384,6687.5,0.49634,4.1136,22.0,0.00163,0.0135,23.0,0.00171,0.0141,29.0,0.00215,0.0178,586.5,0.04353,0.3608,691.0,0.05129,0.425,1424.5,0.10573,0.8762,2281.5,0.16933,1.4034,1098.0,0.08149,0.6754,556.5,0.0413,0.3423,0.00344,0.00434,0.0877,0.10333,0.21301,0.34116,0.16419,0.08321
flash_8k_L26,flash,8k,26,512,2051,4,0.439,1,512,False,0,False,1,8.608,8.674,0.0076,13675.5,True,True,8.97,-0.00608,2751.0,0.20336,1.7505,163.0,0.01205,0.1037,847.5,0.06265,0.5393,2274.0,0.1681,1.4469,1382.0,0.10216,0.8794,6090.5,0.45021,3.8754,20.0,0.00148,0.0127,23.0,0.0017,0.0146,29.0,0.00214,0.0185,585.5,0.04328,0.3726,562.0,0.04154,0.3576,1539.0,0.11376,0.9793,2293.0,0.1695,1.459,718.0,0.05308,0.4569,341.0,0.02521,0.217,0.00378,0.00476,0.09613,0.09227,0.25269,0.37649,0.11789,0.05599
flash_8k_L28,flash,8k,28,512,2051,4,0.639,1,512,False,0,False,2,9.008,9.043,0.0039,14430.0,True,True,8.47,0.00357,2822.0,0.19576,1.7634,163.0,0.01131,0.1019,843.0,0.05848,0.5268,2259.0,0.15671,1.4116,1395.0,0.09677,0.8717,6913.5,0.47959,4.3201,20.0,0.00139,0.0125,23.0,0.0016,0.0144,29.0,0.00201,0.0181,585.0,0.04058,0.3656,683.5,0.04741,0.4271,1536.0,0.10655,0.9598,2475.0,0.17169,1.5466,1060.5,0.07357,0.6627,519.5,0.03604,0.3246,0.00333,0.00419,0.08462,0.09886,0.22217,0.358,0.1534,0.07514
flash_8k_L30,flash,8k,30,512,2051,4,0.492,1,512,False,0,False,3,8.41,8.475,0.0078,13679.0,True,True,8.73,0.00469,2314.5,0.17055,1.4342,124.0,0.00914,0.0768,828.5,0.06105,0.5134,2183.0,0.16086,1.3527,1356.5,0.09996,0.8406,6744.5,0.49698,4.1794,20.0,0.00147,0.0124,23.0,0.00169,0.0143,27.0,0.00199,0.0167,591.0,0.04355,0.3662,698.0,0.05143,0.4325,1431.0,0.10545,0.8868,2373.0,0.17486,1.4705,1175.0,0.08658,0.7281,426.0,0.03139,0.264,0.00341,0.004,0.08763,0.10349,0.21217,0.35184,0.17422,0.06316
flash_8k_L32,flash,8k,32,512,2051,4,0.309,1,512,False,0,False,4,8.72,8.795,0.0086,13836.5,True,True,8.27,-0.0073,2701.5,0.196,1.7091,163.0,0.01183,0.1031,834.0,0.06051,0.5276,2284.0,0.16571,1.4449,1378.0,0.09997,0.8718,6401.0,0.4644,4.0495,22.0,0.0016,0.0139,23.0,0.00167,0.0146,29.0,0.0021,0.0183,583.5,0.04233,0.3691,569.0,0.04128,0.36,1509.0,0.10948,0.9546,2376.0,0.17238,1.5031,770.0,0.05586,0.4871,534.0,0.03874,0.3378,0.00359,0.00453,0.09116,0.08889,0.23574,0.37119,0.12029,0.08342
flash_8k_L34,flash,8k,34,512,2051,4,0.611,1,512,False,0,False,5,8.403,8.389,-0.0017,13492.5,True,True,8.38,0.0065,2341.5,0.17387,1.461,124.0,0.00921,0.0774,850.0,0.06312,0.5304,2208.0,0.16396,1.3777,1393.0,0.10344,0.8692,6528.5,0.48478,4.0736,22.0,0.00163,0.0137,23.0,0.00171,0.0144,27.0,0.002,0.0168,587.5,0.04363,0.3666,823.5,0.06115,0.5138,1341.5,0.09961,0.8371,2398.0,0.17806,1.4963,1051.0,0.07804,0.6558,271.0,0.02012,0.1691,0.00352,0.00414,0.08999,0.12614,0.20548,0.36731,0.16099,0.04151
flash_8k_L36,flash,8k,36,512,2051,4,0.865,1,512,False,0,False,6,8.309,8.385,0.0092,13461.0,True,True,8.39,0.00333,2428.5,0.18066,1.501,126.0,0.00937,0.0779,848.5,0.06312,0.5244,2218.5,0.16504,1.3712,1381.0,0.10273,0.8536,6418.0,0.47744,3.9669,22.0,0.00164,0.0136,23.0,0.00171,0.0142,30.0,0.00223,0.0185,581.5,0.04326,0.3594,697.0,0.05185,0.4308,1346.0,0.10013,0.8319,2768.0,0.20591,1.7109,694.5,0.05166,0.4293,282.0,0.02098,0.1743,0.00358,0.00467,0.0906,0.1086,0.20972,0.43129,0.10821,0.04394
flash_8k_L38,flash,8k,38,512,2051,4,0.51,1,512,False,0,False,7,8.206,8.267,0.0074,13284.0,True,True,8.36,0.00231,2292.5,0.17278,1.4178,122.0,0.00919,0.0755,828.5,0.06244,0.5124,2120.5,0.15981,1.3115,1357.0,0.10227,0.8393,6526.0,0.49184,4.0362,22.0,0.00166,0.0136,23.0,0.00173,0.0142,28.0,0.00211,0.0173,590.0,0.04447,0.3649,692.0,0.05215,0.428,1357.5,0.10231,0.8396,2296.0,0.17304,1.42,1056.0,0.07959,0.6531,490.0,0.03693,0.3031,0.00352,0.00429,0.09041,0.10604,0.20801,0.35182,0.16181,0.07508
flash_8k_L40,flash,8k,40,512,2051,4,0.529,1,512,False,0,False,0,8.299,8.4,0.0122,13453.0,True,True,8.86,0.00317,2275.5,0.16954,1.407,122.0,0.00909,0.0754,819.5,0.06106,0.5067,2202.5,0.1641,1.3618,1357.5,0.10114,0.8394,6625.0,0.49359,4.0963,20.0,0.00149,0.0124,23.0,0.00171,0.0142,27.0,0.00201,0.0167,592.0,0.04411,0.366,687.0,0.05118,0.4248,1445.5,0.1077,0.8938,2234.5,0.16648,1.3816,1306.0,0.0973,0.8075,310.0,0.0231,0.1917,0.00347,0.00408,0.08936,0.1037,0.21819,0.33728,0.19713,0.04679
flash_8k_L42,flash,8k,42,512,2051,4,0.848,1,512,False,0,False,1,8.72,8.699,-0.0024,13783.0,True,True,8.25,-0.00284,2745.5,0.20109,1.7535,163.0,0.01194,0.1041,833.5,0.06105,0.5323,2260.0,0.16553,1.4434,1378.5,0.10097,0.8804,6252.5,0.45796,3.9933,20.0,0.00146,0.0128,23.0,0.00168,0.0147,30.0,0.0022,0.0192,583.5,0.04274,0.3727,700.0,0.05127,0.4471,1396.0,0.10225,0.8916,2382.5,0.1745,1.5216,687.5,0.05036,0.4391,451.0,0.03303,0.288,0.00368,0.0048,0.09332,0.11196,0.22327,0.38105,0.10996,0.07213
pro_1024k_L02,pro,1024k,2,1024,262127,4,0.93,8,512,True,1,False,5,24.222,24.398,0.0073,44561.5,True,True,24.7,0.0292,2756.5,0.06194,1.5004,125.0,0.00281,0.068,1066.0,0.02395,0.5802,15202.5,0.34162,8.2747,5962.5,0.13399,3.2454,19256.0,0.43271,10.481,132.5,0.00298,0.0721,3514.5,0.07898,1.9129,5673.5,0.12749,3.0881,768.5,0.01727,0.4183,890.5,0.02001,0.4847,1437.0,0.03229,0.7822,5009.5,0.11257,2.7267,1664.0,0.03739,0.9057,277.0,0.00622,0.1508,0.18251,0.29464,0.03991,0.04625,0.07463,0.26015,0.08641,0.01439
pro_1024k_L04,pro,1024k,4,1024,262127,4,0.886,8,512,True,1,False,6,24.486,24.553,0.0027,44911.5,True,True,24.82,0.02233,3156.5,0.07026,1.7203,125.0,0.00278,0.0681,1065.0,0.0237,0.5804,15334.0,0.3413,8.357,5896.5,0.13124,3.2136,19203.5,0.42742,10.4659,148.0,0.00329,0.0807,3621.5,0.08061,1.9737,5432.5,0.12091,2.9607,1120.0,0.02493,0.6104,874.0,0.01945,0.4763,1447.0,0.03221,0.7886,4427.5,0.09855,2.413,1719.0,0.03826,0.9368,525.0,0.01169,0.2861,0.18859,0.28289,0.05832,0.04551,0.07535,0.23056,0.08951,0.02734
pro_1024k_L06,pro,1024k,6,1024,262127,4,0.922,8,512,True,1,False,7,24.34,24.516,0.0072,44899.0,True,True,24.85,0.02569,2770.5,0.06174,1.5028,125.0,0.00279,0.0678,1065.5,0.02374,0.5779,15077.0,0.33599,8.178,5922.0,0.13197,3.2122,19750.5,0.44014,10.713,163.0,0.00363,0.0884,3429.0,0.07641,1.86,5945.5,0.13249,3.2249,732.5,0.01632,0.3973,891.0,0.01986,0.4833,1461.0,0.03256,0.7925,5128.0,0.11428,2.7815,1605.0,0.03577,0.8706,482.0,0.01074,0.2614,0.17362,0.30103,0.03709,0.04511,0.07397,0.25964,0.08126,0.0244
pro_1024k_L08,pro,1024k,8,1024,262127,4,0.871,8,512,True,1,False,0,25.164,25.196,0.0013,46140.0,True,True,25.83,0.01558,3107.5,0.06723,1.6918,125.0,0.0027,0.0681,1064.0,0.02302,0.5793,15161.5,0.32802,8.2544,5964.0,0.12903,3.247,20649.5,0.44675,11.2422,150.0,0.00325,0.0817,3364.0,0.07278,1.8315,6023.5,0.13032,3.2794,789.5,0.01708,0.4298,1165.0,0.0252,0.6343,1396.0,0.0302,0.76,4920.0,0.10644,2.6786,2661.5,0.05758,1.449,276.0,0.00597,0.1503,0.16291,0.2917,0.03823,0.05642,0.0676,0.23826,0.12889,0.01337
