cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_1024k_L22_bs64,flash_1024k_L22,64,flash,1024k,22,262127,512,0.422,36.38146666666667,90.82766666666667,0.40055489700274877,24.4605,83.4037,True
flash_1024k_L22_bs8,flash_1024k_L22,8,flash,1024k,22,262127,512,0.422,20.865866666666665,30.3168,0.6882608542678207,18.6494,28.838,True
flash_1024k_L34_bs1024,flash_1024k_L34,1024,flash,1024k,34,262127,512,0.379,379.733,1040.0664666666667,0.36510455068993347,366.9106,1023.0435,True
flash_1024k_L34_bs128,flash_1024k_L34,128,flash,1024k,34,262127,512,0.379,63.66213333333333,231.08613333333332,0.27549092805799397,54.185,221.48520000000002,True
flash_1024k_L34_bs16,flash_1024k_L34,16,flash,1024k,34,262127,512,0.379,22.696466666666666,40.279333333333334,0.5634767208990549,19.833299999999998,38.313199999999995,True
flash_1024k_L34_bs2,flash_1024k_L34,2,flash,1024k,34,262127,512,0.379,19.677733333333332,18.811400000000003,1.0460536341438347,17.5422,17.561400000000003,True
flash_1024k_L34_bs256,flash_1024k_L34,256,flash,1024k,34,262127,512,0.379,108.9928,445.72906666666665,0.24452701910398186,95.05810000000001,435.7547,True
flash_1024k_L34_bs32,flash_1024k_L34,32,flash,1024k,34,262127,512,0.379,25.766266666666667,53.50546666666667,0.481563254595792,20.4704,49.3498,True
flash_1024k_L34_bs4,flash_1024k_L34,4,flash,1024k,34,262127,512,0.379,20.276866666666663,25.121733333333335,0.8071444114790379,18.028599999999997,24.0638,True
flash_1024k_L34_bs512,flash_1024k_L34,512,flash,1024k,34,262127,512,0.379,200.1704,565.9876666666667,0.35366565702550645,186.16389999999998,553.702,True
flash_1024k_L34_bs64,flash_1024k_L34,64,flash,1024k,34,262127,512,0.379,37.678333333333335,91.50606666666667,0.41175776323755586,25.9389,82.0086,True
flash_1024k_L34_bs8,flash_1024k_L34,8,flash,1024k,34,262127,512,0.379,21.924,30.552933333333335,0.717574308195176,19.6447,28.9756,True
flash_128k_L10_bs1024,flash_128k_L10,1024,flash,128k,10,32771,512,0.523,68.09086666666667,130.29813333333334,0.5225774531433554,61.279300000000006,122.6224,True
flash_128k_L10_bs128,flash_128k_L10,128,flash,128k,10,32771,512,0.523,15.428133333333333,27.267933333333335,0.5657976768805361,11.916799999999999,23.1486,True
flash_128k_L10_bs16,flash_128k_L10,16,flash,128k,10,32771,512,0.523,13.435533333333332,25.565533333333335,0.5255330744778777,11.478399999999999,22.6174,True
flash_128k_L10_bs2,flash_128k_L10,2,flash,128k,10,32771,512,0.523,12.6036,24.748466666666666,0.5092679142411517,10.9118,22.0574,True
flash_128k_L10_bs256,flash_128k_L10,256,flash,128k,10,32771,512,0.523,20.927733333333332,52.413133333333334,0.3992841488838039,16.2942,44.777,True
flash_128k_L10_bs32,flash_128k_L10,32,flash,128k,10,32771,512,0.523,13.808866666666667,25.887666666666668,0.5334148822476598,11.475200000000001,22.7325,True
flash_128k_L10_bs4,flash_128k_L10,4,flash,128k,10,32771,512,0.523,12.914933333333332,25.102533333333334,0.5144872496268637,11.1967,22.307,True
flash_128k_L10_bs512,flash_128k_L10,512,flash,128k,10,32771,512,0.523,39.163133333333334,78.2476,0.5005026778244104,30.2235,69.1094,True
flash_128k_L10_bs64,flash_128k_L10,64,flash,128k,10,32771,512,0.523,14.120466666666667,26.435866666666666,0.5341404859055122,11.6926,22.934099999999997,True
flash_128k_L10_bs8,flash_128k_L10,8,flash,128k,10,32771,512,0.523,12.881,25.192133333333334,0.5113104090694979,10.934299999999999,22.1117,True
flash_128k_L22_bs1024,flash_128k_L22,1024,flash,128k,22,32771,512,0.701,63.40186666666667,128.12453333333335,0.49484563976298057,57.535199999999996,120.20339999999999,True
flash_128k_L22_bs128,flash_128k_L22,128,flash,128k,22,32771,512,0.701,14.3786,26.866866666666667,0.5351796388612492,11.0272,22.4988,True
