cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_256k_L10_bs1024,flash_256k_L10,1024,flash,256k,10,65538,512,0.193,104.38266666666667,171.21079999999998,0.6096733773025222,89.4229,160.6636,True
flash_256k_L10_bs128,flash_256k_L10,128,flash,256k,10,65538,512,0.193,21.670133333333336,36.691199999999995,0.5906084656084658,16.2558,32.233200000000004,True
flash_256k_L10_bs16,flash_256k_L10,16,flash,256k,10,65538,512,0.193,15.756533333333334,21.075,0.7476409648082246,13.5836,19.5422,True
flash_256k_L10_bs2,flash_256k_L10,2,flash,256k,10,65538,512,0.193,14.504133333333334,12.528933333333333,1.1576510902763737,12.9856,11.843,True
flash_256k_L10_bs256,flash_256k_L10,256,flash,256k,10,65538,512,0.193,33.076800000000006,50.60013333333333,0.6536899771015098,22.95,40.4602,True
flash_256k_L10_bs32,flash_256k_L10,32,flash,256k,10,65538,512,0.193,16.483933333333333,29.243333333333332,0.5636817508263992,14.0383,26.895599999999998,True
flash_256k_L10_bs4,flash_256k_L10,4,flash,256k,10,65538,512,0.193,14.978133333333334,12.840533333333333,1.1664728360192724,13.4109,12.2559,True
flash_256k_L10_bs512,flash_256k_L10,512,flash,256k,10,65538,512,0.193,62.75346666666667,95.6426,0.6561246418088453,52.0058,86.5558,True
flash_256k_L10_bs64,flash_256k_L10,64,flash,256k,10,65538,512,0.193,19.208466666666666,29.776799999999998,0.6450816295460449,15.673399999999999,26.8414,True
flash_256k_L10_bs8,flash_256k_L10,8,flash,256k,10,65538,512,0.193,15.317,13.1562,1.1642419543637221,13.5389,12.3614,True
flash_256k_L22_bs1024,flash_256k_L22,1024,flash,256k,22,65538,512,0.279,102.42873333333334,168.67646666666667,0.6072496973496007,87.3846,158.4334,True
flash_256k_L22_bs128,flash_256k_L22,128,flash,256k,22,65538,512,0.279,20.910666666666668,36.74406666666667,0.5690896126540158,15.622200000000001,32.3037,True
flash_256k_L22_bs16,flash_256k_L22,16,flash,256k,22,65538,512,0.279,14.965133333333334,24.691066666666664,0.6060950519216127,12.940700000000001,23.2605,True
flash_256k_L22_bs2,flash_256k_L22,2,flash,256k,22,65538,512,0.279,13.8026,14.945933333333333,0.9235020451494053,12.3935,14.3134,True
flash_256k_L22_bs256,flash_256k_L22,256,flash,256k,22,65538,512,0.279,31.999533333333332,50.214,0.6372631802551745,22.1822,40.153,True
flash_256k_L22_bs32,flash_256k_L22,32,flash,256k,22,65538,512,0.279,15.7374,34.111666666666665,0.4613494894219964,13.4495,32.0508,True
flash_256k_L22_bs4,flash_256k_L22,4,flash,256k,22,65538,512,0.279,14.212266666666666,15.312866666666666,0.9281258027018673,12.8125,14.767700000000001,True
flash_256k_L22_bs512,flash_256k_L22,512,flash,256k,22,65538,512,0.279,60.939800000000005,94.59506666666667,0.6442175279049084,50.3482,85.391,True
flash_256k_L22_bs64,flash_256k_L22,64,flash,256k,22,65538,512,0.279,18.6238,29.200733333333332,0.6377853524226561,15.0591,26.1467,True
flash_256k_L22_bs8,flash_256k_L22,8,flash,256k,22,65538,512,0.279,14.787933333333333,15.6158,0.9469853182887418,12.8702,14.7936,True
flash_256k_L34_bs1024,flash_256k_L34,1024,flash,256k,34,65538,512,0.631,99.88993333333333,158.3556,0.6307950797656245,85.56389999999999,146.57760000000002,True
