cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_128k_L22_bs16,flash_128k_L22,16,flash,128k,22,32771,512,0.701,12.403,,,10.3774,,
flash_128k_L22_bs2,flash_128k_L22,2,flash,128k,22,32771,512,0.701,11.600933333333332,,,9.9614,,
flash_128k_L22_bs256,flash_128k_L22,256,flash,128k,22,32771,512,0.701,19.681866666666664,,,15.2382,,
flash_128k_L22_bs32,flash_128k_L22,32,flash,128k,22,32771,512,0.701,12.853133333333334,,,10.6591,,
flash_128k_L22_bs4,flash_128k_L22,4,flash,128k,22,32771,512,0.701,12.238733333333334,,,10.3165,,
flash_128k_L22_bs512,flash_128k_L22,512,flash,128k,22,32771,512,0.701,37.074666666666666,,,28.358,,
flash_128k_L22_bs64,flash_128k_L22,64,flash,128k,22,32771,512,0.701,13.361,,,10.6974,,
flash_128k_L22_bs8,flash_128k_L22,8,flash,128k,22,32771,512,0.701,12.021133333333333,,,10.0896,,
flash_128k_L34_bs1024,flash_128k_L34,1024,flash,128k,34,32771,512,0.688,63.6494,,,57.9673,,
flash_128k_L34_bs128,flash_128k_L34,128,flash,128k,34,32771,512,0.688,14.440333333333333,,,11.072,,
flash_128k_L34_bs16,flash_128k_L34,16,flash,128k,34,32771,512,0.688,12.5374,,,10.6143,,
flash_128k_L34_bs2,flash_128k_L34,2,flash,128k,34,32771,512,0.688,11.908066666666668,,,10.3392,,
flash_128k_L34_bs256,flash_128k_L34,256,flash,128k,34,32771,512,0.688,19.8888,,,15.203,,
flash_128k_L34_bs32,flash_128k_L34,32,flash,128k,34,32771,512,0.688,12.804066666666667,,,10.5821,,
flash_128k_L34_bs4,flash_128k_L34,4,flash,128k,34,32771,512,0.688,12.004,,,10.1117,,
flash_128k_L34_bs512,flash_128k_L34,512,flash,128k,34,32771,512,0.688,37.18186666666667,,,28.348599999999998,,
flash_128k_L34_bs64,flash_128k_L34,64,flash,128k,34,32771,512,0.688,13.3992,,,10.6912,,
