cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_1024k_L10_bs1024,flash_1024k_L10,1024,flash,1024k,10,262127,512,0.385,374.3872666666667,741.054,0.5052091570474847,361.532,725.3871,True
flash_1024k_L10_bs128,flash_1024k_L10,128,flash,1024k,10,262127,512,0.385,62.83873333333333,123.92386666666667,0.5070753118312425,53.1865,113.80030000000001,True
flash_1024k_L10_bs16,flash_1024k_L10,16,flash,1024k,10,262127,512,0.385,21.621133333333336,34.29073333333333,0.6305240871683508,18.7775,30.9723,True
flash_1024k_L10_bs2,flash_1024k_L10,2,flash,1024k,10,262127,512,0.385,18.724066666666666,15.822933333333333,1.1833499056222192,16.4574,15.206100000000001,True
flash_1024k_L10_bs256,flash_1024k_L10,256,flash,1024k,10,262127,512,0.385,107.9262,198.28266666666667,0.5443047635698531,93.7653,186.58339999999998,True
flash_1024k_L10_bs32,flash_1024k_L10,32,flash,1024k,10,262127,512,0.385,24.833866666666665,30.901,0.8036589970119629,19.6095,26.1501,True
flash_1024k_L10_bs4,flash_1024k_L10,4,flash,1024k,10,262127,512,0.385,19.560333333333332,16.275133333333333,1.2018539530654127,16.8959,15.203100000000001,True
flash_1024k_L10_bs512,flash_1024k_L10,512,flash,1024k,10,262127,512,0.385,197.5188,380.7615333333333,0.5187467291426322,183.82520000000002,368.3765,True
flash_1024k_L10_bs64,flash_1024k_L10,64,flash,1024k,10,262127,512,0.385,36.82533333333333,54.6746,0.6735364014246713,24.707099999999997,44.345,True
flash_1024k_L10_bs8,flash_1024k_L10,8,flash,1024k,10,262127,512,0.385,20.863533333333333,25.977266666666665,0.8031458275055883,18.6303,24.028599999999997,True
flash_1024k_L22_bs1024,flash_1024k_L22,1024,flash,1024k,22,262127,512,0.422,373.0987333333333,734.1421333333333,0.50821049003045,359.7655,718.1584,True
flash_1024k_L22_bs128,flash_1024k_L22,128,flash,1024k,22,262127,512,0.422,62.45053333333333,122.68666666666667,0.5090246155518122,52.8377,112.0435,True
flash_1024k_L22_bs16,flash_1024k_L22,16,flash,1024k,22,262127,512,0.422,21.6274,32.1746,0.6721886208375552,18.7132,28.9885,True
flash_1024k_L22_bs2,flash_1024k_L22,2,flash,1024k,22,262127,512,0.422,18.583333333333332,17.437733333333334,1.0656966119449776,16.2847,16.7712,True
flash_1024k_L22_bs256,flash_1024k_L22,256,flash,1024k,22,262127,512,0.422,107.64046666666665,196.8106,0.5469241324738945,93.75580000000001,185.7163,True
flash_1024k_L22_bs32,flash_1024k_L22,32,flash,1024k,22,262127,512,0.422,24.806066666666666,29.6978,0.8352829727005592,19.4879,24.767799999999998,True
flash_1024k_L22_bs4,flash_1024k_L22,4,flash,1024k,22,262127,512,0.422,18.864733333333334,17.8816,1.0549801658315439,16.732599999999998,16.7904,True
flash_1024k_L22_bs512,flash_1024k_L22,512,flash,1024k,22,262127,512,0.422,196.91513333333333,377.8816,0.5211027298850575,183.25879999999998,365.5894,True
flash_1024k_L22_bs64,flash_1024k_L22,64,flash,1024k,22,262127,512,0.422,36.63746666666667,50.32053333333333,0.7280818433296945,24.4957,40.518,True
flash_1024k_L22_bs8,flash_1024k_L22,8,flash,1024k,22,262127,512,0.422,20.793333333333333,28.200200000000002,0.7373470164514199,18.6719,26.3006,True
flash_1024k_L34_bs1024,flash_1024k_L34,1024,flash,1024k,34,262127,512,0.379,379.9467333333333,739.3602,0.5138858344462325,365.9703,724.376,True
flash_1024k_L34_bs128,flash_1024k_L34,128,flash,1024k,34,262127,512,0.379,63.628,123.96013333333333,0.5132940590576971,54.0793,113.4675,True
flash_1024k_L34_bs16,flash_1024k_L34,16,flash,1024k,34,262127,512,0.379,22.7132,33.7532,0.6729199009279121,19.779,30.4123,True
