scenario,K,dtype,N,BS,hit_rate,layer,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,op25_hls_cold_us,op25_hls_warm_us,op27_hls_cold_us,op27_hls_warm_us,op26_r0auto_cold_us,op26_r0auto_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_radix_cutedsl,speedup_vs_base_radix_single_cuda,speedup_vs_base_radix_multi_cuda,speedup_vs_base_op25_hls,speedup_vs_base_op27_hls,speedup_vs_base_op26_r0auto,speedup_vs_base_sglang_v2,speedup_vs_base_flashinfer_topk,mc_cluster_size,op25_ms_path,op27_ms_path,r0_arm,sglang_v2_cold_span_us
best,2048,fp16,65536,256,0.1499,21,31.285,25.151,31.459,25.359,52.795,49.598,52.928,50.459,108.453,105.586,47.418,34.824,50.443,37.436,35.456,27.797,,,,,0.994,0.593,0.591,0.288,0.66,0.62,0.882,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,65536,512,0.1499,21,55.514,43.724,55.68,44.096,103.97,97.13,97.97,92.537,190.081,188.577,86.37,63.444,92.607,68.386,64.28,49.402,,,,,0.997,0.534,0.567,0.292,0.643,0.599,0.864,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,65536,1024,0.1499,21,88.264,82.18,88.364,82.504,181.572,175.674,160.052,157.231,357.096,356.806,140.673,133.919,148.445,141.421,101.876,95.026,,,,,0.999,0.486,0.551,0.247,0.627,0.595,0.866,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,65536,2048,0.1499,21,157.903,152.357,158.828,153.446,354.789,348.924,304.942,302.599,706.163,706.445,261.817,254.949,276.948,269.983,185.717,178.881,,,,,0.994,0.445,0.518,0.224,0.603,0.57,0.85,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,131072,1,0.1499,1,22.002,20.262,16.186,14.854,14.486,13.662,58.964,52.404,48.856,44.403,21.654,19.595,16.539,14.808,16.986,15.354,,,,,1.359,1.519,0.373,0.45,1.016,1.33,1.295,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,131072,2,0.1499,1,21.821,20.266,16.31,14.904,14.976,14.038,58.995,52.533,48.967,44.773,21.694,19.635,16.381,14.669,16.846,15.42,,,,,1.338,1.457,0.37,0.446,1.006,1.332,1.295,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,131072,4,0.1499,1,22.01,20.28,16.307,14.944,15.546,14.362,58.904,52.623,48.517,44.755,21.637,19.643,16.56,14.838,16.787,15.455,,,,,1.35,1.416,0.374,0.454,1.017,1.329,1.311,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,131072,8,0.1499,1,21.859,20.348,16.512,15.145,15.795,14.623,58.987,52.619,48.384,44.833,24.974,22.166,18.386,16.154,17.061,15.638,,,,,1.324,1.384,0.371,0.452,0.875,1.189,1.281,,,4,msc_C4,msc_C4,mc,
best,2048,fp16,131072,16,0.1499,1,22.03,20.339,16.866,15.421,18.637,17.356,58.914,52.718,47.658,45.237,25.053,22.501,18.798,16.484,17.499,15.87,,,,,1.306,1.182,0.374,0.462,0.879,1.172,1.259,,,4,msc_C4,msc_C4,mc,
best,2048,fp16,131072,32,0.1499,1,22.536,20.39,19.77,17.522,23.891,22.359,59.759,53.407,55.987,54.486,25.682,22.853,19.662,16.834,20.853,18.684,,,,,1.14,0.943,0.377,0.403,0.878,1.146,1.081,,,2,msc_C4,msc_C4,mc,
best,2048,fp16,131072,64,0.1499,1,23.637,20.533,20.851,17.84,34.735,32.653,60.008,53.596,79.952,78.477,30.43,27.66,30.759,28.084,21.862,18.976,,,,,1.134,0.681,0.394,0.296,0.777,0.768,1.081,,,2,ms_1cta,ms_1cta,mc,
best,2048,fp16,131072,128,0.1499,1,25.931,20.869,26.6,21.178,66.062,62.871,61.197,53.757,72.788,70.045,32.435,28.05,33.072,28.446,27.997,23.164,,,,,0.975,0.393,0.424,0.356,0.799,0.784,0.926,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,131072,256,0.1499,1,46.744,35.608,47.109,36.235,128.887,123.438,80.618,74.409,136.165,129.965,67.319,51.397,70.275,53.939,52.65,39.661,,,,,0.992,0.363,0.58,0.343,0.694,0.665,0.888,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,131072,512,0.1499,1,88.279,73.893,93.279,77.625,223.054,221.194,153.839,147.032,234.634,232.549,122.7,112.921,130.22,120.206,97.472,85.253,,,,,0.946,0.396,0.574,0.376,0.719,0.678,0.906,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,131072,1024,0.1499,1,137.018,124.169,153.346,128.585,441.784,440.283,246.074,239.619,437.83,436.333,202.414,194.532,212.455,204.333,154.317,143.882,,,,,0.894,0.31,0.557,0.313,0.677,0.645,0.888,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,131072,2048,0.1499,1,241.247,229.16,251.9,235.685,879.363,878.561,462.941,457.332,861.342,860.189,383.246,375.468,398.657,390.387,282.799,272.58,,,,,0.958,0.274,0.521,0.28,0.629,0.605,0.853,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,262144,1,0.1499,1,32.307,30.157,19.502,17.661,14.381,13.492,97.675,85.223,54.408,49.405,25.71,22.171,17.723,15.577,20.709,18.784,,,,,1.657,2.247,0.331,0.594,1.257,1.823,1.56,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,262144,2,0.1499,1,31.994,30.133,19.427,17.716,14.778,13.877,97.89,85.514,54.655,50.017,25.082,22.196,17.712,15.589,20.531,18.847,,,,,1.647,2.165,0.327,0.585,1.276,1.806,1.558,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,262144,4,0.1499,1,31.887,30.168,19.512,17.772,15.397,14.183,97.84,85.545,53.899,49.658,25.102,22.234,18.01,15.676,20.658,18.879,,,,,1.634,2.071,0.326,0.592,1.27,1.771,1.544,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,262144,8,0.1499,1,32.015,30.218,19.826,17.989,18.197,16.954,97.647,85.483,54.096,50.062,25.323,22.521,18.338,16.01,20.989,19.094,,,,,1.615,1.759,0.328,0.592,1.264,1.746,1.525,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,262144,16,0.1499,1,32.344,30.226,20.355,18.227,23.27,21.749,97.73,85.587,54.887,51.681,29.65,26.284,20.962,17.784,21.627,19.338,,,,,1.589,1.39,0.331,0.589,1.091,1.543,1.496,,,4,msc_C4,msc_C4,mc,
best,2048,fp16,262144,32,0.1499,1,33.091,30.276,26.147,22.877,33.797,31.679,99.245,87.457,65.219,63.066,30.496,26.894,22.202,18.514,27.855,24.816,,,,,1.266,0.979,0.333,0.507,1.085,1.49,1.188,,,2,msc_C4,msc_C4,mc,
best,2048,fp16,262144,64,0.1499,1,34.664,30.454,27.994,23.235,64.38,60.951,99.904,87.612,96.981,94.553,45.845,42.594,45.93,42.707,29.376,25.208,,,,,1.238,0.538,0.347,0.357,0.756,0.755,1.18,,,2,ms_1cta,ms_1cta,mc,
best,2048,fp16,262144,128,0.1499,1,40.536,30.867,42.123,31.624,117.748,110.018,105.156,87.749,102.404,94.87,48.994,43.088,50.007,43.177,42.207,34.627,,,,,0.962,0.344,0.385,0.396,0.827,0.811,0.96,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,262144,256,0.1499,1,81.163,67.793,88.49,75.333,231.047,227.713,140.733,135.85,193.076,187.793,111.008,102.423,116.679,108.21,88.997,76.371,,,,,0.917,0.351,0.577,0.42,0.731,0.696,0.912,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,262144,512,0.1499,1,145.849,133.105,159.601,141.642,418.386,414.73,249.582,243.271,324.708,320.205,194.351,184.589,202.378,193.23,156.661,143.945,,,,,0.914,0.349,0.584,0.449,0.75,0.721,0.931,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,262144,1024,0.1499,1,238.908,227.169,252.15,238.226,796.133,793.237,412.173,406.991,604.511,600.272,323.915,314.062,339.107,330.081,259.169,247.079,,,,,0.947,0.3,0.58,0.395,0.738,0.705,0.922,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp16,262144,2048,0.1499,1,432.965,421.701,465.379,452.937,1587.814,1584.474,771.541,766.755,1182.982,1179.49,607.775,598.031,634.735,625.25,474.869,462.719,,,,,0.93,0.273,0.561,0.366,0.712,0.682,0.912,,,1,ms_1cta,ms_1cta,1cta,
best,2048,fp32,8192,1,0.1499,1,10.822,9.491,10.869,9.487,8.096,7.373,16.715,15.073,24.638,21.459,13.501,11.718,12.155,11.083,9.603,8.172,5.746,4.708,11.848,11.062,0.996,1.337,0.647,0.439,0.802,0.89,1.127,1.884,0.913,1,ms_1cta,ms_1cta,plain,5.746
best,2048,fp32,8192,2,0.1499,1,10.792,9.497,10.837,9.503,7.968,7.407,16.715,15.115,24.405,21.539,13.483,11.7,12.125,11.007,9.44,8.145,5.547,4.736,11.882,11.123,0.996,1.354,0.646,0.442,0.8,0.89,1.143,1.945,0.908,1,ms_1cta,ms_1cta,plain,5.547
best,2048,fp32,8192,4,0.1499,1,11.085,9.751,10.922,9.737,8.0,7.473,16.93,15.183,24.845,22.284,13.68,11.978,12.398,11.323,9.658,8.406,5.6,4.779,12.197,11.461,1.015,1.386,0.655,0.446,0.81,0.894,1.148,1.979,0.909,1,ms_1cta,ms_1cta,plain,5.6
best,2048,fp32,8192,8,0.1499,1,11.144,9.784,10.994,9.774,8.045,7.473,17.01,15.202,25.091,22.515,13.766,12.013,12.499,11.364,9.811,8.43,5.597,4.79,12.314,11.57,1.014,1.385,0.655,0.444,0.81,0.892,1.136,1.991,0.905,1,ms_1cta,ms_1cta,plain,5.597
best,2048,fp32,8192,16,0.1499,1,11.352,10.104,11.341,10.099,8.531,7.846,17.157,15.597,24.848,22.632,13.704,12.332,12.794,11.695,9.942,8.765,5.853,5.174,15.424,14.725,1.001,1.331,0.662,0.457,0.828,0.887,1.142,1.94,0.736,1,ms_1cta,ms_1cta,plain,5.853
best,2048,fp32,8192,32,0.1499,1,11.542,10.356,11.701,10.342,8.606,7.926,17.184,15.685,25.179,22.899,13.96,12.635,13.149,11.906,10.194,8.951,5.995,5.238,16.136,15.493,0.986,1.341,0.672,0.458,0.827,0.878,1.132,1.925,0.715,1,ms_1cta,ms_1cta,plain,5.995
best,2048,fp32,8192,64,0.1499,1,11.923,10.484,11.926,10.46,8.819,7.975,17.475,15.755,37.083,34.095,14.147,12.743,13.374,12.032,10.387,9.041,6.13,5.284,15.44,14.692,1.0,1.352,0.682,0.322,0.843,0.891,1.148,1.945,0.772,1,ms_1cta,ms_1cta,plain,6.13
best,2048,fp32,8192,128,0.1499,1,12.547,10.81,12.779,10.808,9.421,8.124,17.882,15.947,43.862,41.972,14.869,13.134,14.09,12.345,11.298,9.336,6.715,5.441,15.365,14.439,0.982,1.332,0.702,0.286,0.844,0.891,1.111,1.868,0.817,1,ms_1cta,ms_1cta,plain,6.715
best,2048,fp32,8192,256,0.1499,1,16.955,14.381,15.998,13.649,16.71,14.861,25.955,24.045,80.256,77.908,19.291,16.942,17.85,15.339,14.493,12.121,9.21,7.88,15.222,13.76,1.06,1.015,0.653,0.211,0.879,0.95,1.17,1.841,1.114,1,ms_1cta,ms_1cta,plain,9.21
best,2048,fp32,8192,512,0.1499,1,29.299,25.622,29.066,25.835,30.749,28.067,45.43,43.258,142.173,139.914,35.565,32.216,32.534,28.874,25.526,21.745,15.382,13.923,27.523,25.363,1.008,0.953,0.645,0.206,0.824,0.901,1.148,1.905,1.065,1,ms_1cta,ms_1cta,plain,15.382
best,2048,fp32,8192,1024,0.1499,1,45.634,40.883,50.536,44.993,52.459,48.001,74.149,71.69,259.554,257.347,62.99,57.67,58.541,52.566,39.533,34.511,25.067,23.164,46.285,42.349,0.903,0.87,0.615,0.176,0.724,0.78,1.154,1.82,0.986,1,ms_1cta,ms_1cta,plain,25.067
best,2048,fp32,8192,2048,0.1499,1,82.149,79.031,92.229,88.81,101.714,94.428,140.947,138.323,518.166,518.146,115.974,112.829,105.838,101.943,71.085,67.94,46.114,44.017,88.061,87.366,0.891,0.808,0.583,0.159,0.708,0.776,1.156,1.781,0.933,1,ms_1cta,ms_1cta,plain,46.114
best,2048,fp32,16384,1,0.1499,20,13.082,11.626,13.021,11.629,12.562,11.803,20.974,18.314,27.766,24.669,15.678,14.1,14.856,13.578,11.098,9.603,8.339,7.088,11.749,10.769,1.005,1.041,0.624,0.471,0.834,0.881,1.179,1.569,1.113,1,ms_1cta,ms_1cta,plain,8.339
best,2048,fp32,16384,2,0.1499,20,12.99,11.625,12.942,11.631,12.667,11.84,21.066,18.392,28.026,25.277,15.69,14.084,14.866,13.494,10.982,9.491,8.344,7.122,11.893,10.826,1.004,1.026,0.617,0.464,0.828,0.874,1.183,1.557,1.092,1,ms_1cta,ms_1cta,plain,8.344
best,2048,fp32,16384,4,0.1499,20,13.342,11.868,13.294,11.859,12.766,11.887,21.278,18.472,28.451,25.846,15.918,14.348,15.082,13.811,11.141,9.739,8.35,7.223,12.194,11.208,1.004,1.045,0.627,0.469,0.838,0.885,1.198,1.598,1.094,1,ms_1cta,ms_1cta,plain,8.35
best,2048,fp32,16384,8,0.1499,20,13.413,11.932,13.411,11.924,12.842,11.934,21.298,18.506,28.496,25.95,16.389,14.418,15.195,13.886,11.238,9.779,8.414,7.235,12.403,11.276,1.0,1.044,0.63,0.471,0.818,0.883,1.193,1.594,1.081,1,ms_1cta,ms_1cta,plain,8.414
best,2048,fp32,16384,16,0.1499,20,13.605,12.23,13.614,12.228,12.93,12.293,21.507,18.879,28.763,26.469,16.078,14.711,15.37,14.173,11.536,10.138,8.451,7.599,14.762,13.846,0.999,1.052,0.633,0.473,0.846,0.885,1.179,1.61,0.922,1,ms_1cta,ms_1cta,plain,8.451
best,2048,fp32,16384,32,0.1499,20,13.946,12.491,13.821,12.496,13.131,12.367,21.685,19.021,38.394,35.644,16.298,14.98,15.658,14.385,11.75,10.368,8.555,7.684,15.72,14.753,1.009,1.062,0.643,0.363,0.856,0.891,1.187,1.63,0.887,1,ms_1cta,ms_1cta,plain,8.555
best,2048,fp32,16384,64,0.1499,20,14.584,12.684,14.542,12.679,13.571,12.441,22.072,19.082,39.293,35.711,16.781,15.151,16.214,14.536,12.232,10.451,9.005,7.764,14.754,13.665,1.003,1.075,0.661,0.371,0.869,0.899,1.192,1.62,0.989,1,ms_1cta,ms_1cta,plain,9.005
best,2048,fp32,16384,128,0.1499,20,15.507,13.067,15.482,13.075,14.411,12.632,22.674,19.322,46.778,44.165,17.802,15.576,17.16,14.897,13.387,10.787,9.765,8.076,18.65,16.838,1.002,1.076,0.684,0.332,0.871,0.904,1.158,1.588,0.832,1,ms_1cta,ms_1cta,plain,9.765
best,2048,fp32,16384,256,0.1499,20,22.491,17.471,20.005,16.596,26.091,23.765,31.882,28.899,85.486,82.16,25.691,21.793,24.029,20.094,18.197,14.607,14.326,12.3,20.786,18.356,1.124,0.862,0.705,0.263,0.875,0.936,1.236,1.57,1.082,1,ms_1cta,ms_1cta,plain,14.326
best,2048,fp32,16384,512,0.1499,20,39.808,31.663,37.045,31.656,49.611,45.676,56.499,52.309,150.227,147.038,47.554,41.764,44.509,38.245,31.216,25.46,24.424,22.336,37.731,33.508,1.075,0.802,0.705,0.265,0.837,0.894,1.275,1.63,1.055,1,ms_1cta,ms_1cta,plain,24.424
best,2048,fp32,16384,1024,0.1499,20,62.518,51.215,64.592,55.708,86.722,78.76,91.738,87.29,275.514,274.893,83.734,75.484,79.114,70.031,50.174,41.407,40.277,37.429,64.078,57.702,0.968,0.721,0.681,0.227,0.747,0.79,1.246,1.552,0.976,1,ms_1cta,ms_1cta,plain,40.277
best,2048,fp32,16384,2048,0.1499,20,110.181,105.778,116.414,112.754,168.966,165.007,173.763,172.884,546.44,546.512,152.026,148.313,142.011,137.901,87.942,83.143,75.192,74.448,120.821,119.108,0.946,0.652,0.634,0.202,0.725,0.776,1.253,1.465,0.912,1,ms_1cta,ms_1cta,plain,75.192
best,2048,fp32,32768,1,0.1499,1,14.256,12.33,14.163,12.346,19.781,18.934,29.722,25.232,43.15,38.478,17.403,15.498,19.256,17.652,13.174,11.13,12.522,10.287,11.702,10.993,1.007,0.721,0.48,0.33,0.819,0.74,1.082,1.139,1.218,1,ms_1cta,ms_1cta,plain,12.522
best,2048,fp32,32768,2,0.1499,1,14.222,12.3,14.059,12.312,20.091,19.393,29.859,25.528,44.066,39.398,17.416,15.49,19.003,17.556,12.92,10.986,12.445,10.317,11.747,11.022,1.012,0.708,0.476,0.323,0.817,0.748,1.101,1.143,1.211,1,ms_1cta,ms_1cta,plain,12.445
best,2048,fp32,32768,4,0.1499,1,14.536,12.612,14.406,12.606,20.312,19.516,30.176,25.704,43.971,39.715,17.578,15.791,19.322,17.889,13.37,11.317,12.454,10.413,12.074,11.397,1.009,0.716,0.482,0.331,0.827,0.752,1.087,1.167,1.204,1,ms_1cta,ms_1cta,plain,12.454
best,2048,fp32,32768,8,0.1499,1,14.712,12.651,14.491,12.644,20.69,19.76,30.23,25.897,43.946,39.968,17.739,15.83,19.358,17.937,13.411,11.381,12.538,10.445,12.227,11.459,1.015,0.711,0.487,0.335,0.829,0.76,1.097,1.173,1.203,1,ms_1cta,ms_1cta,plain,12.538
best,2048,fp32,32768,16,0.1499,1,14.883,12.964,14.843,12.963,21.118,20.055,30.483,26.499,42.931,40.506,17.864,16.137,19.782,18.264,13.614,11.709,12.818,10.821,15.272,14.291,1.003,0.705,0.488,0.347,0.833,0.752,1.093,1.161,0.975,1,ms_1cta,ms_1cta,plain,12.818
best,2048,fp32,32768,32,0.1499,1,15.469,13.207,15.411,13.215,21.746,20.345,30.957,26.74,49.802,48.377,18.253,16.401,20.36,18.458,14.154,11.943,13.27,10.897,16.802,15.84,1.004,0.711,0.5,0.311,0.847,0.76,1.093,1.166,0.921,1,ms_1cta,ms_1cta,plain,13.27
best,2048,fp32,32768,64,0.1499,1,16.134,13.407,16.072,13.415,21.421,19.707,31.424,26.675,68.49,67.171,18.866,16.587,20.946,18.634,14.738,12.068,13.834,11.008,19.128,17.718,1.004,0.753,0.513,0.236,0.855,0.77,1.095,1.166,0.843,1,ms_1cta,ms_1cta,plain,13.834
best,2048,fp32,32768,128,0.1499,1,17.76,13.827,17.768,13.818,22.477,19.957,32.037,26.969,52.885,48.934,20.578,17.069,22.565,19.064,16.368,12.459,14.814,11.359,26.442,23.793,1.0,0.79,0.554,0.336,0.863,0.787,1.085,1.199,0.672,1,ms_1cta,ms_1cta,plain,14.814
best,2048,fp32,32768,256,0.1499,1,28.056,19.503,24.781,18.534,42.17,38.209,43.803,37.913,96.771,91.299,32.286,25.095,33.419,26.347,24.427,17.31,21.491,19.078,37.093,32.747,1.132,0.665,0.641,0.29,0.869,0.84,1.149,1.305,0.756,1,ms_1cta,ms_1cta,plain,21.491
best,2048,fp32,32768,512,0.1499,1,52.739,35.994,46.4,35.745,82.84,74.372,78.602,69.84,168.01,163.472,61.176,48.78,64.059,51.377,43.992,31.64,40.277,35.407,69.416,61.562,1.137,0.637,0.671,0.314,0.862,0.823,1.199,1.309,0.76,1,ms_1cta,ms_1cta,plain,40.277
best,2048,fp32,32768,1024,0.1499,1,83.338,74.963,80.051,72.399,144.6,137.968,125.71,122.287,310.477,309.668,105.782,99.334,113.888,106.925,68.989,61.695,66.442,62.447,117.539,114.333,1.041,0.576,0.663,0.268,0.788,0.732,1.208,1.254,0.709,1,ms_1cta,ms_1cta,plain,66.442
best,2048,fp32,32768,2048,0.1499,1,145.317,137.05,139.072,131.841,278.627,272.671,233.818,230.527,610.453,610.115,187.274,181.247,199.978,193.683,116.507,109.126,123.987,120.036,223.558,220.478,1.045,0.522,0.621,0.238,0.776,0.727,1.247,1.172,0.65,1,ms_1cta,ms_1cta,plain,123.987
best,2048,fp32,65536,1,0.1499,21,18.35,16.353,17.248,15.298,19.506,18.946,47.422,38.446,45.71,40.444,23.144,20.937,16.666,14.73,15.974,13.964,11.472,10.225,12.88,11.852,1.064,0.941,0.387,0.401,0.793,1.101,1.149,1.6,1.425,4,msc_C4,msc_C4,mc,11.472
best,2048,fp32,65536,2,0.1499,21,18.315,16.346,17.218,15.326,20.155,19.356,47.493,38.638,46.338,41.326,23.198,20.943,16.563,14.769,15.934,14.025,11.421,10.264,12.944,11.955,1.064,0.909,0.386,0.395,0.79,1.106,1.149,1.604,1.415,4,msc_C4,msc_C4,mc,11.421
best,2048,fp32,65536,4,0.1499,21,18.445,16.57,17.382,15.708,20.176,19.395,47.835,38.932,46.765,41.81,23.426,21.426,17.186,15.255,15.88,14.365,11.653,10.686,13.264,12.282,1.061,0.914,0.386,0.394,0.787,1.073,1.162,1.583,1.391,4,msc_C4,msc_C4,mc,11.653
best,2048,fp32,65536,8,0.1499,21,18.77,16.601,17.813,15.866,20.498,19.576,47.96,39.104,46.888,42.082,23.614,21.655,17.466,15.411,16.322,14.54,11.792,10.762,13.47,12.397,1.054,0.916,0.391,0.4,0.795,1.075,1.15,1.592,1.393,4,msc_C4,msc_C4,mc,11.792
best,2048,fp32,65536,16,0.1499,21,19.104,16.935,18.069,15.941,21.594,20.132,48.296,39.544,45.947,42.813,23.882,21.645,17.774,15.376,16.56,14.622,21.56,18.074,18.05,16.547,1.057,0.885,0.396,0.416,0.8,1.075,1.154,0.886,1.058,4,msc_C4,msc_C4,mc,21.56
best,2048,fp32,65536,32,0.1499,21,19.696,17.112,18.757,16.605,25.842,23.987,48.805,39.896,53.298,51.093,25.034,22.355,18.95,15.94,17.963,15.631,22.23,18.229,19.39,17.793,1.05,0.762,0.404,0.37,0.787,1.039,1.096,0.886,1.016,2,msc_C4,msc_C4,mc,22.23
best,2048,fp32,65536,64,0.1499,21,20.725,17.312,20.272,17.137,33.829,31.398,49.413,40.007,73.827,71.713,25.042,22.09,24.398,21.406,19.107,16.122,22.827,18.385,23.859,21.139,1.022,0.613,0.419,0.281,0.828,0.849,1.085,0.908,0.869,2,ms_1cta,ms_1cta,mc,22.827
best,2048,fp32,65536,128,0.1499,21,23.754,18.019,23.824,18.061,63.736,60.383,50.789,40.315,65.085,58.488,27.531,22.617,26.955,21.935,24.835,19.325,24.562,18.804,35.686,31.121,0.997,0.373,0.468,0.365,0.863,0.881,0.956,0.967,0.666,1,ms_1cta,ms_1cta,1cta,24.562
best,2048,fp32,65536,256,0.1499,21,42.914,27.139,38.528,26.326,123.474,118.207,66.765,54.044,119.662,110.732,47.797,35.357,49.475,37.039,46.235,31.626,37.291,31.821,56.645,46.578,1.114,0.348,0.643,0.359,0.898,0.867,0.928,1.151,0.758,1,ms_1cta,ms_1cta,1cta,37.291
best,2048,fp32,65536,512,0.1499,21,94.547,79.857,71.165,60.843,214.006,211.017,127.534,119.206,204.651,201.527,89.101,80.848,92.918,83.857,103.33,89.556,68.402,62.803,106.774,100.964,1.329,0.442,0.741,0.462,1.061,1.018,0.915,1.382,0.885,1,ms_1cta,ms_1cta,1cta,68.402
best,2048,fp32,65536,1024,0.1499,21,143.355,127.674,118.234,105.923,422.416,419.129,198.784,190.753,375.31,372.723,153.698,145.729,164.707,156.35,157.182,145.267,113.312,106.42,184.378,178.216,1.212,0.339,0.721,0.382,0.933,0.87,0.912,1.265,0.778,1,ms_1cta,ms_1cta,1cta,113.312
best,2048,fp32,65536,2048,0.1499,21,237.638,224.504,205.13,194.14,838.005,835.366,361.891,353.921,734.53,732.907,275.997,268.906,293.53,285.573,258.95,246.737,211.882,204.81,354.698,348.675,1.158,0.284,0.657,0.324,0.861,0.81,0.918,1.122,0.67,1,ms_1cta,ms_1cta,1cta,211.882
best,2048,fp32,131072,1,0.1499,1,22.182,19.782,16.637,15.12,19.858,19.093,76.246,59.436,48.984,43.003,24.312,22.53,17.914,16.063,16.523,15.02,13.314,11.572,15.512,13.847,1.333,1.117,0.291,0.453,0.912,1.238,1.343,1.666,1.43,4,msc_C4,msc_C4,mc,13.314
best,2048,fp32,131072,2,0.1499,1,22.368,19.753,16.797,15.159,19.979,19.129,76.426,59.409,49.717,43.825,24.541,22.623,18.248,16.218,16.696,15.027,13.426,11.619,15.651,13.959,1.332,1.12,0.293,0.45,0.911,1.226,1.34,1.666,1.429,4,msc_C4,msc_C4,mc,13.426
best,2048,fp32,131072,4,0.1499,1,22.555,20.0,17.194,15.505,20.55,19.777,77.101,59.77,49.598,44.085,24.904,23.079,18.456,16.486,17.051,15.43,13.47,12.024,16.082,14.33,1.312,1.098,0.293,0.455,0.906,1.222,1.323,1.674,1.403,4,msc_C4,msc_C4,mc,13.47
best,2048,fp32,131072,8,0.1499,1,22.83,20.061,17.522,15.661,21.453,20.127,77.208,60.317,49.813,44.626,25.301,23.242,18.805,16.753,17.411,15.596,13.766,12.094,16.435,14.413,1.303,1.064,0.296,0.458,0.902,1.214,1.311,1.658,1.389,4,msc_C4,msc_C4,mc,13.766
best,2048,fp32,131072,16,0.1499,1,23.408,20.371,17.952,15.766,25.573,23.911,77.517,60.713,49.886,46.029,25.65,23.292,19.312,16.906,17.821,15.675,17.429,16.227,22.077,19.848,1.304,0.915,0.302,0.469,0.913,1.212,1.314,1.343,1.06,4,msc_C4,msc_C4,mc,17.429
best,2048,fp32,131072,32,0.1499,1,24.182,20.57,21.218,17.894,33.192,30.853,78.33,61.43,58.552,55.469,26.886,24.392,20.37,17.475,21.562,18.376,51.432,44.929,24.197,21.712,1.14,0.729,0.309,0.413,0.899,1.187,1.122,0.47,0.999,2,msc_C4,msc_C4,mc,28.638
best,2048,fp32,131072,64,0.1499,1,26.29,20.854,24.022,18.767,62.997,59.675,79.469,61.645,84.614,80.396,32.702,28.985,32.816,29.1,23.752,18.934,36.29,28.289,33.45,28.934,1.094,0.417,0.331,0.311,0.804,0.801,1.107,0.724,0.786,2,ms_1cta,ms_1cta,mc,37.758
best,2048,fp32,131072,128,0.1499,1,33.976,22.132,34.035,22.148,108.621,101.971,86.293,61.869,86.965,73.873,37.112,29.626,38.261,29.709,35.635,24.743,41.691,28.734,56.045,45.071,0.998,0.313,0.394,0.391,0.915,0.888,0.953,0.815,0.606,1,ms_1cta,ms_1cta,1cta,42.958
best,2048,fp32,131072,256,0.1499,1,74.394,59.896,69.32,53.734,212.341,208.164,117.291,108.781,165.819,158.35,82.314,69.926,86.245,73.967,78.971,64.666,61.246,52.629,104.229,93.466,1.073,0.35,0.634,0.449,0.904,0.863,0.942,1.215,0.714,1,ms_1cta,ms_1cta,1cta,62.81
best,2048,fp32,131072,512,0.1499,1,147.251,133.023,122.408,109.043,384.264,380.213,201.654,192.135,273.568,267.093,151.706,141.348,159.634,148.963,161.37,147.237,110.902,101.354,189.283,180.42,1.203,0.383,0.73,0.538,0.971,0.922,0.913,1.328,0.778,1,ms_1cta,ms_1cta,1cta,112.046
best,2048,fp32,131072,1024,0.1499,1,234.61,221.598,223.357,210.932,729.211,724.712,323.867,313.95,497.29,490.883,271.706,259.088,284.85,273.741,254.915,241.632,190.309,179.855,329.387,320.956,1.05,0.322,0.724,0.472,0.863,0.824,0.92,1.233,0.712,1,ms_1cta,ms_1cta,1cta,190.309
best,2048,fp32,131072,2048,0.1499,1,419.931,405.87,404.629,392.524,1455.058,1450.73,594.003,584.301,963.701,958.02,502.696,493.645,527.096,516.442,453.24,439.388,357.256,346.778,634.294,625.761,1.038,0.289,0.707,0.436,0.835,0.797,0.927,1.175,0.662,1,ms_1cta,ms_1cta,1cta,357.256
