scenario,K,dtype,N,BS,hit_rate,layer,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,op25_hls_cold_us,op25_hls_warm_us,op27_hls_cold_us,op27_hls_warm_us,op26_r0auto_cold_us,op26_r0auto_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_radix_cutedsl,speedup_vs_base_radix_single_cuda,speedup_vs_base_radix_multi_cuda,speedup_vs_base_op25_hls,speedup_vs_base_op27_hls,speedup_vs_base_op26_r0auto,speedup_vs_base_sglang_v2,speedup_vs_base_flashinfer_topk,mc_cluster_size,op25_ms_path,op27_ms_path,r0_arm,sglang_v2_cold_span_us
best,512,bf16,4096,1,0.3008,22,7.44,6.028,7.32,6.241,5.283,4.429,13.755,13.005,35.211,31.117,9.405,8.45,9.626,8.471,7.005,5.942,,,,,1.016,1.408,0.541,0.211,0.791,0.773,1.062,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,2,0.3008,22,6.976,6.025,7.243,6.234,5.208,4.451,13.714,13.053,34.878,31.108,9.333,8.426,9.406,8.414,6.904,5.938,,,,,0.963,1.339,0.509,0.2,0.747,0.742,1.01,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,4,0.3008,22,7.229,6.04,7.366,6.241,5.197,4.46,13.76,13.055,34.483,31.056,9.382,8.424,9.51,8.424,7.062,5.944,,,,,0.981,1.391,0.525,0.21,0.77,0.76,1.024,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,8,0.3008,22,7.138,6.048,7.432,6.236,5.274,4.472,13.803,13.066,33.96,31.423,9.464,8.438,9.557,8.451,7.061,5.951,,,,,0.96,1.353,0.517,0.21,0.754,0.747,1.011,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,16,0.3008,22,7.544,6.387,7.722,6.595,5.645,4.851,14.096,13.435,34.662,32.196,9.706,8.76,9.853,8.792,7.47,6.307,,,,,0.977,1.336,0.535,0.218,0.777,0.766,1.01,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,32,0.3008,22,7.682,6.52,7.84,6.678,5.682,4.901,14.259,13.517,34.546,32.456,9.99,8.915,9.95,8.908,7.602,6.442,,,,,0.98,1.352,0.539,0.222,0.769,0.772,1.011,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,64,0.3008,22,7.771,6.561,7.995,6.741,5.83,4.954,14.358,13.568,34.741,32.394,10.086,8.957,10.117,8.955,7.634,6.472,,,,,0.972,1.333,0.541,0.224,0.77,0.768,1.018,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,128,0.3008,22,8.115,6.687,8.283,6.899,6.184,5.166,14.589,13.72,40.784,39.835,10.362,9.11,10.326,9.107,8.037,6.586,,,,,0.98,1.312,0.556,0.199,0.783,0.786,1.01,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,256,0.3008,22,9.558,8.292,9.454,8.308,10.438,8.964,21.813,21.169,75.294,73.514,11.179,9.774,11.155,9.773,9.25,7.969,,,,,1.011,0.916,0.438,0.127,0.855,0.857,1.033,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,512,0.3008,22,15.923,13.83,16.216,13.833,18.979,16.593,38.606,38.168,133.405,132.12,20.496,17.358,20.406,17.364,16.138,13.469,,,,,0.982,0.839,0.412,0.119,0.777,0.78,0.987,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,1024,0.3008,22,24.76,21.777,24.325,21.773,32.081,28.137,64.147,63.738,244.859,243.018,30.624,27.206,30.586,27.112,24.098,21.04,,,,,1.018,0.772,0.386,0.101,0.809,0.81,1.027,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,4096,2048,0.3008,22,43.293,39.811,43.173,39.81,62.738,54.698,123.107,122.605,482.362,480.002,52.104,47.935,52.059,47.936,41.806,38.188,,,,,1.003,0.69,0.352,0.09,0.831,0.832,1.036,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,1,0.3008,10,8.138,6.762,8.408,7.038,6.49,5.857,15.542,14.47,35.272,31.441,10.842,9.59,10.862,9.591,7.933,6.685,,,,,0.968,1.254,0.524,0.231,0.751,0.749,1.026,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,2,0.3008,10,7.923,6.808,8.464,7.028,6.744,5.891,15.587,14.514,34.819,31.321,10.89,9.585,11.078,9.613,8.187,6.703,,,,,0.936,1.175,0.508,0.228,0.728,0.715,0.968,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,4,0.3008,10,8.32,6.808,8.49,7.027,6.57,5.898,15.624,14.577,34.221,31.693,10.981,9.597,10.899,9.604,8.21,6.716,,,,,0.98,1.266,0.533,0.243,0.758,0.763,1.013,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,8,0.3008,10,8.038,6.81,8.622,7.028,6.608,5.914,15.76,14.578,34.245,32.088,11.147,9.597,10.896,9.622,8.227,6.721,,,,,0.932,1.216,0.51,0.235,0.721,0.738,0.977,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,16,0.3008,10,8.493,7.162,8.851,7.382,7.011,6.283,15.875,14.936,34.766,32.494,11.237,9.949,11.235,9.964,8.4,7.081,,,,,0.959,1.211,0.535,0.244,0.756,0.756,1.011,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,32,0.3008,10,8.619,7.292,8.893,7.451,7.141,6.348,15.973,15.043,34.811,32.776,11.384,10.071,11.394,10.107,8.51,7.202,,,,,0.969,1.207,0.54,0.248,0.757,0.756,1.013,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,64,0.3008,10,8.771,7.338,8.981,7.546,7.219,6.385,15.987,15.079,34.629,32.253,11.461,10.129,11.477,10.132,8.734,7.247,,,,,0.977,1.215,0.549,0.253,0.765,0.764,1.004,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,128,0.3008,10,9.163,7.46,9.224,7.704,7.496,6.493,16.23,15.248,40.986,40.09,11.693,10.301,11.798,10.319,8.981,7.363,,,,,0.993,1.222,0.565,0.224,0.784,0.777,1.02,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,256,0.3008,10,11.003,9.198,10.918,9.205,13.149,11.619,24.117,23.204,75.445,74.276,12.934,11.171,12.987,11.155,10.787,8.952,,,,,1.008,0.837,0.456,0.146,0.851,0.847,1.02,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,512,0.3008,10,18.474,15.656,18.338,15.663,24.222,21.814,42.654,41.798,134.811,133.775,23.816,20.422,23.653,20.457,18.483,15.208,,,,,1.007,0.763,0.433,0.137,0.776,0.781,0.999,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,1024,0.3008,10,28.069,24.746,28.038,24.753,41.0,37.138,70.352,69.529,247.238,246.146,36.008,31.778,36.166,31.804,27.422,23.844,,,,,1.001,0.685,0.399,0.114,0.78,0.776,1.024,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,8192,2048,0.3008,10,49.614,45.156,49.547,45.148,79.382,72.575,135.107,133.88,486.865,485.971,61.587,57.009,61.568,57.006,48.022,43.267,,,,,1.001,0.625,0.367,0.102,0.806,0.806,1.033,,,1,ms_1cta,ms_1cta,plain,
best,512,bf16,16384,1,0.3008,22,9.445,7.772,8.76,7.478,9.314,8.797,18.093,16.819,35.282,31.85,13.133,11.549,13.058,11.529,10.093,8.562,,,,,1.078,1.014,0.522,0.268,0.719,0.723,0.936,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,2,0.3008,22,9.478,7.747,8.998,7.436,9.32,8.811,18.162,16.81,35.064,32.303,13.186,11.527,13.165,11.489,10.187,8.518,,,,,1.053,1.017,0.522,0.27,0.719,0.72,0.93,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,4,0.3008,22,9.378,7.759,8.987,7.434,9.432,8.829,18.486,16.892,34.883,32.535,13.562,11.528,13.344,11.521,10.202,8.543,,,,,1.043,0.994,0.507,0.269,0.691,0.703,0.919,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,8,0.3008,22,9.63,7.783,9.002,7.453,9.416,8.833,18.254,16.914,34.814,32.619,13.395,11.55,13.421,11.519,10.266,8.553,,,,,1.07,1.023,0.528,0.277,0.719,0.718,0.938,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,16,0.3008,22,9.882,8.111,9.37,7.77,9.848,9.212,18.582,17.292,35.403,33.048,13.661,11.871,13.629,11.889,10.525,8.86,,,,,1.055,1.003,0.532,0.279,0.723,0.725,0.939,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,32,0.3008,22,10.03,8.253,9.518,7.894,9.923,9.275,18.749,17.409,34.68,32.722,13.877,11.975,13.694,11.983,10.678,8.997,,,,,1.054,1.011,0.535,0.289,0.723,0.732,0.939,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,64,0.3008,22,10.181,8.304,9.648,7.984,10.125,9.327,18.88,17.453,36.17,33.78,14.038,12.054,13.902,12.07,10.872,9.048,,,,,1.055,1.006,0.539,0.281,0.725,0.732,0.936,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,128,0.3008,22,10.733,8.477,10.2,8.193,10.638,9.461,19.334,17.633,43.368,42.149,14.597,12.236,14.405,12.232,11.419,9.235,,,,,1.052,1.009,0.555,0.247,0.735,0.745,0.94,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,256,0.3008,22,13.139,10.663,12.918,10.538,19.082,17.515,27.774,26.536,79.833,78.033,16.465,14.076,16.371,14.115,13.979,11.622,,,,,1.017,0.689,0.473,0.165,0.798,0.803,0.94,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,512,0.3008,22,22.514,18.494,21.189,17.878,35.931,33.473,49.304,47.912,141.371,139.829,28.373,24.73,28.565,24.708,23.816,20.127,,,,,1.063,0.627,0.457,0.159,0.793,0.788,0.945,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,1024,0.3008,22,34.787,29.221,32.657,28.69,61.216,57.386,80.819,79.249,259.909,257.94,43.795,38.653,43.392,38.678,37.147,31.847,,,,,1.065,0.568,0.43,0.134,0.794,0.802,0.936,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,16384,2048,0.3008,22,61.467,54.152,58.443,53.281,119.95,112.719,154.317,152.239,512.137,510.361,77.366,71.501,77.286,71.756,65.734,59.004,,,,,1.052,0.512,0.398,0.12,0.794,0.795,0.935,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,1,0.3008,12,10.389,8.927,10.99,9.005,12.075,11.095,23.083,20.811,37.05,33.327,20.37,15.707,20.277,15.691,11.608,9.929,,,,,0.945,0.86,0.45,0.28,0.51,0.512,0.895,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,2,0.3008,12,10.637,8.931,10.894,8.992,12.171,11.229,22.979,20.823,36.323,34.18,20.064,15.656,20.134,15.659,11.322,9.875,,,,,0.976,0.874,0.463,0.293,0.53,0.528,0.94,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,4,0.3008,12,10.592,8.902,10.854,8.985,14.814,13.887,23.352,20.887,36.312,34.218,20.03,15.679,19.882,15.656,11.632,9.919,,,,,0.976,0.715,0.454,0.292,0.529,0.533,0.911,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,8,0.3008,12,10.574,8.918,11.056,9.004,15.05,14.067,23.258,20.95,36.285,34.515,19.856,15.688,19.637,15.706,11.448,9.894,,,,,0.956,0.703,0.455,0.291,0.533,0.538,0.924,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,16,0.3008,12,11.122,9.267,11.35,9.332,15.518,14.444,23.514,21.306,36.673,34.572,19.715,15.988,19.733,16.012,11.813,10.211,,,,,0.98,0.717,0.473,0.303,0.564,0.564,0.941,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,32,0.3008,12,11.307,9.418,11.458,9.466,15.718,14.458,23.656,21.52,43.13,42.452,19.95,16.174,19.941,16.182,11.931,10.366,,,,,0.987,0.719,0.478,0.262,0.567,0.567,0.948,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,64,0.3008,12,11.683,9.503,11.965,9.56,14.962,13.917,23.978,21.588,61.059,60.698,20.085,16.244,19.997,16.256,12.363,10.458,,,,,0.976,0.781,0.487,0.191,0.582,0.584,0.945,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,128,0.3008,12,12.48,9.764,12.712,9.802,15.755,14.148,24.482,21.819,47.194,45.423,20.432,16.464,20.373,16.466,13.107,10.733,,,,,0.982,0.792,0.51,0.264,0.611,0.613,0.952,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,256,0.3008,12,16.293,13.151,16.666,13.482,28.685,26.656,34.525,32.584,86.419,84.054,21.4,18.0,21.232,18.018,17.446,14.476,,,,,0.978,0.568,0.472,0.189,0.761,0.767,0.934,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,512,0.3008,12,27.488,22.388,27.713,22.811,55.118,51.606,61.224,58.411,151.552,149.447,36.578,31.72,36.67,31.761,29.092,24.817,,,,,0.992,0.499,0.449,0.181,0.751,0.75,0.945,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,1024,0.3008,12,43.659,36.236,43.614,37.008,96.041,88.854,99.901,96.536,278.707,276.16,57.68,50.73,57.517,50.537,46.181,40.222,,,,,1.001,0.455,0.437,0.157,0.757,0.759,0.945,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,32768,2048,0.3008,12,76.722,72.713,77.894,74.618,187.195,183.26,189.473,188.467,552.276,552.101,103.379,100.212,103.278,100.304,82.722,80.168,,,,,0.985,0.41,0.405,0.139,0.742,0.743,0.927,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,65536,1,0.3008,32,13.117,11.661,12.299,10.678,12.267,11.171,32.301,28.864,38.115,34.466,13.552,11.875,13.525,11.895,13.222,11.555,,,,,1.066,1.069,0.406,0.344,0.968,0.97,0.992,,,4,msc_C8,msc_C8,mc,
best,512,bf16,65536,2,0.3008,32,13.125,11.661,12.757,10.739,13.717,13.007,32.685,29.355,37.653,35.209,13.459,11.722,13.746,11.915,13.217,11.599,,,,,1.029,0.957,0.402,0.349,0.975,0.955,0.993,,,4,msc_C8,msc_C8,mc,
best,512,bf16,65536,4,0.3008,32,13.163,11.676,12.986,11.067,14.502,13.835,32.867,29.405,37.605,35.358,13.795,12.272,13.813,12.18,13.622,11.927,,,,,1.014,0.908,0.4,0.35,0.954,0.953,0.966,,,4,msc_C4,msc_C4,mc,
best,512,bf16,65536,8,0.3008,32,13.299,11.704,12.87,11.179,15.19,14.159,33.117,29.424,37.374,35.736,13.934,12.369,13.835,12.399,13.624,12.071,,,,,1.033,0.876,0.402,0.356,0.954,0.961,0.976,,,4,msc_C4,msc_C4,mc,
best,512,bf16,65536,16,0.3008,32,13.55,12.03,13.085,11.227,15.682,14.454,33.293,29.894,38.174,36.082,13.978,12.42,14.064,12.34,13.77,12.098,,,,,1.036,0.864,0.407,0.355,0.969,0.963,0.984,,,4,msc_C4,msc_C4,mc,
best,512,bf16,65536,32,0.3008,32,13.928,12.159,13.526,11.633,18.229,16.854,33.611,30.203,45.251,44.351,14.558,12.754,14.483,12.79,14.472,12.627,,,,,1.03,0.764,0.414,0.308,0.957,0.962,0.962,,,2,msc_C4,msc_C4,mc,
best,512,bf16,65536,64,0.3008,32,14.512,12.273,14.427,11.917,23.314,21.641,33.984,30.437,64.651,63.677,21.982,18.659,22.064,18.646,15.354,12.969,,,,,1.006,0.622,0.427,0.224,0.66,0.658,0.945,,,2,ms_1cta,ms_1cta,mc,
best,512,bf16,65536,128,0.3008,32,15.638,12.577,15.702,12.597,24.234,22.335,34.568,30.686,53.97,51.531,22.451,18.98,22.333,18.972,16.72,13.972,,,,,0.996,0.645,0.452,0.29,0.697,0.7,0.935,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,65536,256,0.3008,32,23.355,18.562,24.51,19.477,46.008,42.781,47.136,44.261,99.245,95.723,29.926,26.022,29.904,26.033,24.701,20.847,,,,,0.953,0.508,0.495,0.235,0.78,0.781,0.946,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,65536,512,0.3008,32,40.877,32.231,42.192,33.732,90.377,83.538,85.355,79.379,172.333,168.288,51.707,44.616,51.67,44.454,42.402,36.385,,,,,0.969,0.452,0.479,0.237,0.791,0.791,0.964,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,65536,1024,0.3008,32,64.693,57.729,66.553,59.932,157.635,151.09,138.646,135.513,318.396,317.416,82.107,77.784,82.083,77.769,67.27,63.16,,,,,0.972,0.41,0.467,0.203,0.788,0.788,0.962,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,65536,2048,0.3008,32,112.504,106.114,115.926,110.273,306.148,299.115,260.489,257.595,627.998,627.78,146.95,142.767,147.035,142.886,120.87,117.176,,,,,0.97,0.367,0.432,0.179,0.766,0.765,0.931,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,131072,1,0.3008,14,18.611,16.79,13.261,11.766,13.669,12.817,53.133,45.348,41.051,36.819,14.157,12.055,14.165,12.055,14.264,12.8,,,,,1.403,1.362,0.35,0.453,1.315,1.314,1.305,,,4,msc_C8,msc_C8,mc,
best,512,bf16,131072,2,0.3008,14,18.442,16.767,13.414,11.805,14.63,13.857,53.235,45.643,40.563,37.528,14.032,12.076,14.264,12.068,14.232,12.833,,,,,1.375,1.26,0.346,0.455,1.314,1.293,1.296,,,4,msc_C8,msc_C8,mc,
best,512,bf16,131072,4,0.3008,14,18.586,16.776,13.587,12.125,14.683,13.809,53.421,45.597,40.213,37.759,14.107,12.405,14.21,12.326,14.586,13.136,,,,,1.368,1.266,0.348,0.462,1.317,1.308,1.274,,,4,msc_C8,msc_C8,mc,
best,512,bf16,131072,8,0.3008,14,18.645,16.811,13.822,12.259,15.44,14.175,53.424,45.77,40.202,37.948,15.158,13.247,14.989,13.283,14.827,13.294,,,,,1.349,1.208,0.349,0.464,1.23,1.244,1.257,,,4,msc_C4,msc_C4,mc,
best,512,bf16,131072,16,0.3008,14,18.976,17.131,14.198,12.291,17.902,16.696,53.699,46.328,40.789,38.184,15.355,13.252,15.334,13.325,15.133,13.318,,,,,1.336,1.06,0.353,0.465,1.236,1.237,1.254,,,4,msc_C4,msc_C4,mc,
best,512,bf16,131072,32,0.3008,14,19.413,17.275,16.901,14.328,22.974,21.423,55.016,47.821,48.63,47.426,15.84,13.686,15.864,13.704,18.09,15.833,,,,,1.149,0.845,0.353,0.399,1.226,1.224,1.073,,,2,msc_C4,msc_C4,mc,
best,512,bf16,131072,64,0.3008,14,20.283,17.46,18.021,14.69,32.987,30.904,55.629,47.988,71.04,69.602,28.123,24.346,28.054,24.353,19.142,16.246,,,,,1.126,0.615,0.365,0.286,0.721,0.723,1.06,,,2,ms_1cta,ms_1cta,mc,
best,512,bf16,131072,128,0.3008,14,22.202,17.834,22.694,18.047,62.6,59.405,56.597,48.193,65.941,62.906,29.293,24.745,29.141,24.74,23.504,20.143,,,,,0.978,0.355,0.392,0.337,0.758,0.762,0.945,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,131072,256,0.3008,14,38.112,28.792,39.805,30.644,121.942,116.351,72.921,68.128,122.078,115.71,47.672,41.08,47.821,41.137,39.342,32.942,,,,,0.957,0.313,0.523,0.312,0.799,0.797,0.969,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,131072,512,0.3008,14,78.873,61.489,86.435,70.247,211.03,208.452,140.662,133.551,209.227,206.34,88.019,79.791,87.971,79.897,76.824,62.499,,,,,0.913,0.374,0.561,0.377,0.896,0.897,1.027,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,131072,1024,0.3008,14,124.102,101.161,132.373,112.42,417.243,415.178,222.721,215.733,388.422,386.218,143.03,136.487,142.349,136.301,114.875,104.787,,,,,0.938,0.297,0.557,0.32,0.868,0.872,1.08,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,131072,2048,0.3008,14,199.425,184.064,213.331,197.104,829.465,827.161,415.499,409.823,760.554,758.503,265.182,258.823,265.23,259.013,207.243,197.575,,,,,0.935,0.24,0.48,0.262,0.752,0.752,0.962,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,262144,1,0.3008,22,28.686,26.542,16.306,14.499,13.946,13.145,93.96,78.678,44.334,39.812,15.432,13.448,15.425,13.453,17.762,16.058,,,,,1.759,2.057,0.305,0.647,1.859,1.86,1.615,,,4,msc_C8,msc_C8,mc,
best,512,bf16,262144,2,0.3008,22,28.43,26.508,16.454,14.587,14.098,13.18,94.003,79.122,43.938,40.517,15.347,13.476,15.536,13.489,17.69,16.105,,,,,1.728,2.017,0.302,0.647,1.852,1.83,1.607,,,4,msc_C8,msc_C8,mc,
best,512,bf16,262144,4,0.3008,22,28.637,26.517,16.736,14.913,15.168,14.118,94.307,79.317,43.818,40.778,15.696,13.815,15.702,13.759,18.024,16.425,,,,,1.711,1.888,0.304,0.654,1.824,1.824,1.589,,,4,msc_C8,msc_C8,mc,
best,512,bf16,262144,8,0.3008,22,28.651,26.548,16.944,15.032,17.826,16.529,94.254,79.639,43.846,41.233,15.963,13.955,15.822,13.977,18.304,16.6,,,,,1.691,1.607,0.304,0.653,1.795,1.811,1.565,,,4,msc_C8,msc_C8,mc,
best,512,bf16,262144,16,0.3008,22,29.096,26.891,17.518,15.085,22.971,21.571,94.843,80.55,44.952,41.977,18.546,16.008,18.581,16.035,18.685,16.638,,,,,1.661,1.267,0.307,0.647,1.569,1.566,1.557,,,4,msc_C4,msc_C4,mc,
best,512,bf16,262144,32,0.3008,22,29.827,27.041,22.946,19.669,33.35,31.086,97.899,83.834,54.488,52.434,19.198,16.451,19.245,16.424,24.565,21.937,,,,,1.3,0.894,0.305,0.547,1.554,1.55,1.214,,,2,msc_C4,msc_C4,mc,
best,512,bf16,262144,64,0.3008,22,31.019,27.271,24.92,20.14,63.131,59.89,98.705,84.051,81.993,78.962,45.283,39.62,45.459,39.668,26.026,22.422,,,,,1.245,0.491,0.314,0.378,0.685,0.682,1.192,,,2,ms_1cta,ms_1cta,mc,
best,512,bf16,262144,128,0.3008,22,37.053,27.734,38.971,28.408,115.617,108.0,102.757,84.151,92.374,87.167,49.901,40.116,49.606,40.089,37.648,31.622,,,,,0.951,0.32,0.361,0.401,0.743,0.747,0.984,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,262144,256,0.3008,22,71.581,61.131,79.278,68.1,226.841,223.417,135.142,130.378,177.627,170.622,89.19,86.941,89.347,87.24,72.422,64.429,,,,,0.903,0.316,0.53,0.403,0.803,0.801,0.988,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,262144,512,0.3008,22,125.851,114.15,144.952,126.31,412.1,408.718,241.339,234.823,295.475,289.923,151.102,148.642,151.218,148.308,127.513,115.582,,,,,0.868,0.305,0.521,0.426,0.833,0.832,0.987,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,262144,1024,0.3008,22,213.705,197.973,230.76,218.317,782.423,779.41,394.691,389.516,546.85,542.02,253.656,251.984,254.443,252.128,211.483,199.875,,,,,0.926,0.273,0.541,0.391,0.843,0.84,1.011,,,1,ms_1cta,ms_1cta,1cta,
best,512,bf16,262144,2048,0.3008,22,377.255,366.219,405.972,394.498,1562.88,1560.036,737.556,733.048,1066.843,1062.457,476.107,473.875,476.537,473.818,385.312,374.118,,,,,0.929,0.241,0.511,0.354,0.792,0.792,0.979,,,1,ms_1cta,ms_1cta,1cta,
best,512,fp16,4096,1,0.3008,22,8.838,7.153,8.867,7.465,5.445,4.826,14.355,13.475,35.814,31.98,10.229,8.876,10.008,8.895,8.582,7.122,,,,,0.997,1.623,0.616,0.247,0.864,0.883,1.03,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,2,0.3008,22,8.376,7.119,8.814,7.427,5.634,4.845,14.362,13.476,35.451,31.968,10.171,8.856,9.997,8.859,8.477,7.098,,,,,0.95,1.487,0.583,0.236,0.824,0.838,0.988,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,4,0.3008,22,8.29,7.119,8.656,7.434,5.693,4.845,14.437,13.482,35.32,31.878,10.053,8.851,9.931,8.836,8.349,7.094,,,,,0.958,1.456,0.574,0.235,0.825,0.835,0.993,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,8,0.3008,22,8.238,7.132,8.627,7.443,5.67,4.861,14.378,13.513,34.941,32.051,10.003,8.881,9.95,8.881,8.299,7.124,,,,,0.955,1.453,0.573,0.236,0.824,0.828,0.993,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,16,0.3008,22,8.275,7.14,8.536,7.446,5.677,4.854,14.293,13.524,34.474,32.248,9.976,8.868,9.909,8.872,8.357,7.124,,,,,0.969,1.458,0.579,0.24,0.83,0.835,0.99,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,32,0.3008,22,8.163,7.16,8.624,7.458,5.734,4.888,14.312,13.537,34.429,32.345,9.914,8.894,10.019,8.904,8.328,7.14,,,,,0.947,1.424,0.57,0.237,0.823,0.815,0.98,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,64,0.3008,22,8.358,7.197,8.651,7.501,5.813,4.911,14.318,13.594,34.47,32.355,10.11,8.937,10.154,8.945,8.427,7.165,,,,,0.966,1.438,0.584,0.242,0.827,0.823,0.992,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,128,0.3008,22,8.558,7.284,8.896,7.583,6.144,5.094,14.563,13.724,40.91,39.741,10.278,9.03,10.301,9.038,8.626,7.259,,,,,0.962,1.393,0.588,0.209,0.833,0.831,0.992,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,256,0.3008,22,10.098,8.778,10.008,8.802,10.309,8.805,21.798,21.148,75.158,73.386,11.03,9.723,11.088,9.711,9.194,7.94,,,,,1.009,0.98,0.463,0.134,0.915,0.911,1.098,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,512,0.3008,22,17.122,14.973,17.299,14.963,18.672,16.275,38.541,38.144,133.279,131.88,20.488,17.258,20.384,17.261,16.01,13.482,,,,,0.99,0.917,0.444,0.128,0.836,0.84,1.069,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,1024,0.3008,22,26.648,23.471,26.174,23.47,31.714,27.566,64.074,63.605,244.578,242.711,30.472,27.028,30.426,26.985,24.328,21.041,,,,,1.018,0.84,0.416,0.109,0.875,0.876,1.095,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,4096,2048,0.3008,22,46.451,42.951,46.464,42.949,61.286,53.607,122.999,122.451,481.738,479.435,51.835,47.569,51.741,47.565,41.893,38.069,,,,,1.0,0.758,0.378,0.096,0.896,0.898,1.109,,,1,ms_1cta,ms_1cta,plain,
best,512,fp16,8192,1,0.3008,10,11.421,9.947,11.858,10.389,7.016,6.186,15.933,14.929,35.632,32.336,11.296,10.009,11.325,10.009,11.534,9.976,,,,,0.963,1.628,0.717,0.321,1.011,1.008,0.99,,,1,ms_1cta,ms_1cta,plain,
