scenario,K,dtype,N,BS,hit_rate,layer,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,op25_hls_cold_us,op25_hls_warm_us,op27_hls_cold_us,op27_hls_warm_us,op26_r0auto_cold_us,op26_r0auto_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_radix_cutedsl,speedup_vs_base_radix_single_cuda,speedup_vs_base_radix_multi_cuda,speedup_vs_base_op25_hls,speedup_vs_base_op27_hls,speedup_vs_base_op26_r0auto,speedup_vs_base_sglang_v2,speedup_vs_base_flashinfer_topk,mc_cluster_size,op25_ms_path,op27_ms_path,r0_arm,sglang_v2_cold_span_us
best,512,bf16,1048576,32,0.3008,12,91.586,85.206,61.01,50.206,119.01,112.911,355.624,298.947,91.024,84.691,56.013,43.436,56.066,43.358,64.458,57.364,,,,,1.501,0.77,0.258,1.006,1.635,1.634,1.421,,,2,msc_C8,msc_C8,mc,
best,512,bf16,1048576,64,0.3008,12,104.64,96.919,80.206,69.861,215.701,212.841,400.591,392.159,153.677,146.096,141.653,135.356,141.802,135.406,81.552,73.029,,,,,1.305,0.485,0.261,0.681,0.739,0.738,1.283,,,2,ms_1cta,ms_1cta,mc,
best,512,fp16,524288,2,0.3008,2,47.378,44.475,22.117,20.014,14.541,13.302,174.995,152.404,50.803,46.44,15.909,13.576,15.859,13.63,23.731,21.732,,,,,2.142,3.258,0.271,0.933,2.978,2.987,1.996,,,4,msc_C8,msc_C8,mc,
best,512,fp16,524288,4,0.3008,2,47.206,44.73,22.653,20.35,17.176,16.152,175.472,152.795,51.019,46.74,16.267,14.024,16.219,13.914,24.046,22.024,,,,,2.084,2.748,0.269,0.925,2.902,2.911,1.963,,,4,msc_C8,msc_C8,mc,
best,512,fp16,524288,8,0.3008,2,47.326,44.726,23.19,20.509,22.352,20.765,176.4,153.972,51.374,47.11,16.779,14.082,16.848,14.129,24.672,22.241,,,,,2.041,2.117,0.268,0.921,2.821,2.809,1.918,,,4,msc_C8,msc_C8,mc,
best,512,fp16,524288,16,0.3008,2,48.067,45.074,23.774,20.572,31.797,29.665,176.939,154.651,54.126,49.493,29.178,24.396,29.387,24.646,25.045,22.282,,,,,2.022,1.512,0.272,0.888,1.647,1.636,1.919,,,4,msc_C8,msc_C8,mc,
best,512,fp16,524288,32,0.3008,2,49.002,45.269,34.49,29.817,60.256,57.197,184.456,161.98,66.898,63.099,22.027,16.961,22.048,16.923,36.912,33.306,,,,,1.421,0.813,0.266,0.732,2.225,2.222,1.328,,,2,msc_C4,msc_C4,mc,
best,512,fp16,524288,64,0.3008,2,53.381,45.497,41.626,30.349,117.52,112.168,186.737,162.077,104.974,98.573,44.205,32.055,44.331,32.058,42.453,33.882,,,,,1.282,0.454,0.286,0.509,1.208,1.204,1.257,,,2,ms_1cta,ms_1cta,mc,
best,512,fp16,1048576,2,0.3008,12,85.131,81.453,32.714,29.661,16.533,15.361,338.462,293.375,69.042,61.396,19.424,16.002,19.811,16.09,35.68,32.919,,,,,2.602,5.149,0.252,1.233,4.383,4.297,2.386,,,4,msc_C8,msc_C8,mc,
best,512,fp16,1048576,4,0.3008,12,85.171,81.766,33.302,30.004,21.773,20.257,339.22,293.767,70.229,62.53,19.96,16.468,20.181,16.555,36.158,33.253,,,,,2.558,3.912,0.251,1.213,4.267,4.22,2.355,,,4,msc_C8,msc_C8,mc,
best,512,fp16,1048576,8,0.3008,12,85.488,81.844,33.899,30.161,31.312,29.202,341.078,296.854,70.374,62.771,20.61,16.693,20.701,16.781,36.632,33.448,,,,,2.522,2.73,0.251,1.215,4.148,4.13,2.334,,,4,msc_C8,msc_C8,mc,
best,512,fp16,1048576,16,0.3008,12,86.322,82.102,34.653,30.284,59.25,55.944,341.526,297.401,75.475,66.374,36.886,29.634,37.322,29.865,37.2,33.528,,,,,2.491,1.457,0.253,1.144,2.34,2.313,2.32,,,4,msc_C8,msc_C8,mc,
best,512,fp16,1048576,32,0.3008,12,89.144,82.298,60.507,49.52,115.781,109.654,356.012,311.87,90.454,83.344,55.864,43.314,55.901,43.203,63.989,55.967,,,,,1.473,0.77,0.25,0.986,1.596,1.595,1.393,,,2,msc_C8,msc_C8,mc,
best,512,fp16,1048576,64,0.3008,12,102.99,94.865,79.989,69.734,209.689,206.821,397.886,390.168,153.318,145.607,139.645,133.362,139.593,133.528,81.15,73.039,,,,,1.288,0.491,0.259,0.672,0.738,0.738,1.269,,,2,ms_1cta,ms_1cta,mc,
best,512,fp32,524288,2,0.3008,2,51.218,45.256,23.096,20.318,20.09,18.731,243.837,176.046,63.083,52.31,19.262,17.893,19.086,17.839,24.197,21.747,21.054,17.359,26.272,21.423,2.218,2.549,0.21,0.812,2.659,2.683,2.117,2.433,1.95,4,msc_C8,msc_C8,mc,21.054
best,512,fp32,524288,4,0.3008,2,50.93,45.346,23.24,20.348,23.901,22.023,244.405,176.694,63.066,52.1,19.466,17.796,19.29,17.794,24.653,21.753,21.491,17.411,26.744,21.431,2.191,2.131,0.208,0.808,2.616,2.64,2.066,2.37,1.904,4,msc_C8,msc_C8,mc,21.491
best,512,fp32,524288,8,0.3008,2,51.182,45.397,23.99,20.631,30.302,27.829,243.802,176.59,63.309,52.348,19.91,18.04,19.861,18.037,25.206,22.057,22.144,17.611,27.293,21.587,2.133,1.689,0.21,0.808,2.571,2.577,2.031,2.311,1.875,4,msc_C8,msc_C8,mc,22.144
best,512,fp32,524288,16,0.3008,2,52.296,45.446,26.317,20.739,57.094,53.527,243.778,176.755,66.714,55.178,25.083,22.877,25.072,22.933,26.843,22.184,27.197,26.732,38.643,31.218,1.987,0.916,0.215,0.784,2.085,2.086,1.948,1.923,1.353,4,msc_C4,msc_C4,mc,27.197
best,512,fp32,524288,32,0.3008,2,58.645,45.569,42.466,30.391,111.032,104.967,256.215,177.905,80.05,66.584,27.859,23.585,27.832,23.537,43.286,32.956,95.984,71.815,44.683,33.15,1.381,0.528,0.229,0.733,2.105,2.107,1.355,0.611,1.312,2,msc_C4,msc_C4,mc,50.758
best,512,fp32,524288,64,0.3008,2,79.343,68.711,64.075,53.064,194.701,191.088,317.66,307.799,133.552,123.999,60.17,58.88,60.106,58.898,64.136,53.237,147.179,127.984,78.138,67.706,1.238,0.408,0.25,0.594,1.319,1.32,1.237,0.539,1.015,2,ms_1cta,ms_1cta,mc,76.504
best,512,fp32,1048576,2,0.3008,12,91.192,81.857,33.28,29.279,23.886,21.941,471.573,337.296,88.122,68.771,25.589,24.052,25.458,24.101,36.346,32.762,32.056,25.485,41.912,32.677,2.74,3.818,0.193,1.035,3.564,3.582,2.509,2.845,2.176,4,msc_C8,msc_C8,mc,32.056
best,512,fp32,1048576,4,0.3008,12,91.258,81.978,33.581,29.333,30.89,28.319,471.42,337.52,87.97,69.167,25.837,24.05,25.741,24.076,36.773,32.822,32.662,25.529,42.229,32.751,2.718,2.954,0.194,1.037,3.532,3.545,2.482,2.794,2.161,4,msc_C8,msc_C8,mc,32.662
best,512,fp32,1048576,8,0.3008,12,91.843,82.039,34.818,29.593,58.786,54.707,471.605,337.422,89.301,69.146,26.248,24.292,26.349,24.285,37.75,33.08,34.067,25.763,43.538,33.02,2.638,1.562,0.195,1.028,3.499,3.486,2.433,2.696,2.11,4,msc_C8,msc_C8,mc,34.067
best,512,fp32,1048576,16,0.3008,12,97.248,82.075,43.082,29.797,115.714,107.379,488.769,337.792,99.946,73.378,37.65,34.674,37.498,34.649,43.872,33.293,44.13,41.189,67.429,52.326,2.257,0.84,0.199,0.973,2.583,2.593,2.217,2.204,1.442,4,msc_C4,msc_C4,mc,44.13
best,512,fp32,1048576,32,0.3008,12,124.09,115.239,81.053,70.766,228.339,218.81,608.85,598.772,131.179,123.431,41.403,38.225,41.442,38.034,84.319,74.466,175.778,154.41,81.33,70.927,1.531,0.543,0.204,0.946,2.997,2.994,1.472,0.706,1.526,2,msc_C4,msc_C4,mc,90.854
best,512,fp32,1048576,64,0.3008,12,141.506,127.734,108.058,93.608,445.234,434.475,612.775,603.296,208.546,205.17,195.447,194.685,195.245,194.598,108.435,94.12,275.807,249.164,137.493,126.401,1.31,0.318,0.231,0.679,0.724,0.725,1.305,0.513,1.029,2,ms_1cta,ms_1cta,mc,140.792
best,1024,bf16,524288,2,0.1504,48,49.742,47.148,22.982,20.693,14.678,13.454,175.482,145.912,55.099,50.288,17.416,14.786,17.533,14.782,24.758,22.982,,,,,2.164,3.389,0.283,0.903,2.856,2.837,2.009,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,524288,4,0.1504,48,49.568,47.181,23.382,21.005,17.432,16.347,175.534,146.278,55.211,50.709,17.749,15.213,17.744,15.23,25.056,23.312,,,,,2.12,2.844,0.282,0.898,2.793,2.794,1.978,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,524288,8,0.1504,48,49.778,47.208,23.814,21.143,22.434,20.951,175.827,146.683,55.234,50.921,18.173,15.429,18.158,15.388,25.424,23.466,,,,,2.09,2.219,0.283,0.901,2.739,2.741,1.958,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,524288,16,0.1504,48,50.478,47.576,24.384,21.212,32.368,30.291,176.349,148.168,57.838,52.743,31.936,26.644,31.973,26.796,25.989,23.539,,,,,2.07,1.56,0.286,0.873,1.581,1.579,1.942,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,524288,32,0.1504,48,51.437,47.73,35.392,30.887,61.677,58.586,183.12,154.86,71.768,68.806,23.635,18.653,23.594,18.566,38.701,34.74,,,,,1.453,0.834,0.281,0.717,2.176,2.18,1.329,,,2,msc_C4,msc_C4,mc,
best,1024,bf16,524288,64,0.1504,48,55.358,48.003,42.165,31.376,119.186,113.779,186.858,155.326,112.813,106.587,74.421,59.036,74.554,59.067,43.418,35.221,,,,,1.313,0.464,0.296,0.491,0.744,0.743,1.275,,,2,ms_1cta,ms_1cta,mc,
best,1024,bf16,1048576,2,0.1504,24,89.616,86.364,34.302,30.861,16.821,15.704,339.082,280.123,73.654,65.054,21.382,17.88,21.422,17.841,37.243,34.943,,,,,2.613,5.328,0.264,1.217,4.191,4.183,2.406,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,1048576,4,0.1504,24,89.643,86.408,34.643,31.215,22.309,20.662,339.272,280.691,74.142,65.715,21.726,18.17,21.933,18.287,37.504,35.325,,,,,2.588,4.018,0.264,1.209,4.126,4.087,2.39,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,1048576,8,0.1504,24,89.723,86.425,35.222,31.358,31.989,29.815,339.736,282.567,74.325,66.141,22.443,18.388,22.365,18.391,38.118,35.48,,,,,2.547,2.805,0.264,1.207,3.998,4.012,2.354,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,1048576,16,0.1504,24,90.702,86.851,35.984,31.505,60.654,57.265,341.568,285.322,78.883,69.168,40.214,32.618,40.346,32.613,38.706,35.597,,,,,2.521,1.495,0.266,1.15,2.255,2.248,2.343,,,4,msc_C8,msc_C8,mc,
best,1024,bf16,1048576,32,0.1504,24,92.963,87.037,62.154,51.54,118.707,112.394,356.874,298.54,96.464,89.512,60.36,47.395,60.166,47.304,67.403,59.045,,,,,1.496,0.783,0.26,0.964,1.54,1.545,1.379,,,2,msc_C8,msc_C8,mc,
best,1024,bf16,1048576,64,0.1504,24,106.323,98.817,81.267,70.966,215.019,212.089,401.973,393.884,160.714,153.746,146.41,140.348,146.435,140.189,83.402,76.033,,,,,1.308,0.494,0.265,0.662,0.726,0.726,1.275,,,2,ms_1cta,ms_1cta,mc,
best,1024,fp16,524288,2,0.1504,48,48.899,46.457,22.971,20.822,14.989,13.817,176.742,153.026,56.8,50.833,17.878,15.528,17.917,15.423,24.728,22.73,,,,,2.129,3.262,0.277,0.861,2.735,2.729,1.977,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,524288,4,0.1504,48,48.579,46.488,23.131,20.818,17.064,16.018,176.885,153.289,56.805,50.873,18.219,15.623,18.168,15.604,24.786,22.751,,,,,2.1,2.847,0.275,0.855,2.666,2.674,1.96,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,524288,8,0.1504,48,49.024,46.526,23.629,21.051,22.122,20.552,176.92,153.354,56.696,50.655,18.603,15.763,18.616,15.761,25.243,22.998,,,,,2.075,2.216,0.277,0.865,2.635,2.633,1.942,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,524288,16,0.1504,48,49.234,46.547,24.16,21.124,31.682,29.646,176.854,153.543,58.139,52.872,32.688,27.393,32.933,27.411,25.709,23.044,,,,,2.038,1.554,0.278,0.847,1.506,1.495,1.915,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,524288,32,0.1504,48,50.099,46.605,35.038,30.677,60.35,57.007,183.656,160.733,71.509,68.159,24.142,18.938,24.248,18.979,37.971,34.463,,,,,1.43,0.83,0.273,0.701,2.075,2.066,1.319,,,2,msc_C4,msc_C4,mc,
best,1024,fp16,524288,64,0.1504,48,54.387,46.797,42.24,31.003,118.258,111.898,187.459,161.192,112.402,105.567,74.344,57.376,74.104,57.473,44.285,37.376,,,,,1.288,0.46,0.29,0.484,0.732,0.734,1.228,,,2,ms_1cta,ms_1cta,mc,
best,1024,fp16,1048576,2,0.1504,24,87.874,84.778,34.438,31.382,17.098,15.947,342.218,295.648,75.232,65.639,21.896,18.361,22.038,18.481,36.736,34.168,,,,,2.552,5.14,0.257,1.168,4.013,3.987,2.392,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,1048576,4,0.1504,24,88.083,84.85,34.771,31.421,21.813,20.29,342.763,295.804,75.206,65.805,22.288,18.493,22.059,18.367,36.808,34.203,,,,,2.533,4.038,0.257,1.171,3.952,3.993,2.393,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,1048576,8,0.1504,24,88.274,84.889,35.216,31.64,31.405,29.204,342.327,295.731,75.435,65.991,22.776,18.68,22.856,18.742,37.461,34.463,,,,,2.507,2.811,0.258,1.17,3.876,3.862,2.356,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,1048576,16,0.1504,24,88.696,84.881,36.098,31.732,59.411,56.193,342.115,296.689,78.856,69.402,41.262,33.255,41.424,33.254,38.061,34.58,,,,,2.457,1.493,0.259,1.125,2.15,2.141,2.33,,,4,msc_C8,msc_C8,mc,
best,1024,fp16,1048576,32,0.1504,24,91.122,84.952,61.886,51.432,116.648,110.384,356.496,311.473,95.846,87.946,61.947,48.468,61.877,48.532,65.525,57.834,,,,,1.472,0.781,0.256,0.951,1.471,1.473,1.391,,,2,msc_C8,msc_C8,mc,
best,1024,fp16,1048576,64,0.1504,24,105.347,97.525,81.688,71.352,230.01,225.148,400.327,392.268,159.8,152.588,145.469,139.305,145.32,138.685,82.93,74.86,,,,,1.29,0.458,0.263,0.659,0.724,0.725,1.27,,,2,ms_1cta,ms_1cta,mc,
best,1024,fp32,524288,2,0.1504,48,53.181,47.581,24.958,22.429,20.083,18.712,246.361,177.849,66.573,55.858,20.745,19.147,21.045,19.249,24.809,22.646,20.645,16.893,27.658,22.892,2.131,2.648,0.216,0.799,2.563,2.527,2.144,2.576,1.923,4,msc_C8,msc_C8,mc,20.645
best,1024,fp32,524288,4,0.1504,48,53.154,47.679,25.274,22.439,24.23,22.509,246.328,178.319,66.731,55.65,20.962,19.209,21.043,19.193,25.237,22.681,21.299,16.95,28.013,22.879,2.103,2.194,0.216,0.797,2.536,2.526,2.106,2.496,1.897,4,msc_C8,msc_C8,mc,21.299
best,1024,fp32,524288,8,0.1504,48,53.494,47.722,26.12,22.702,30.985,28.397,246.289,178.229,67.085,55.972,21.714,19.436,21.872,19.54,25.966,22.974,21.922,17.158,28.682,23.13,2.048,1.726,0.217,0.797,2.464,2.446,2.06,2.44,1.865,4,msc_C8,msc_C8,mc,21.922
best,1024,fp32,524288,16,0.1504,48,54.517,47.747,28.518,23.103,58.609,55.095,246.23,178.457,70.419,58.648,26.739,24.273,26.739,24.243,27.675,23.356,27.504,26.697,41.39,34.56,1.912,0.93,0.221,0.774,2.039,2.039,1.97,1.982,1.317,4,msc_C4,msc_C4,mc,27.504
best,1024,fp32,524288,32,0.1504,48,60.761,47.842,44.542,32.189,113.68,107.366,259.092,178.849,84.435,71.278,29.266,24.811,29.36,24.669,44.013,33.979,93.552,69.467,47.656,36.627,1.364,0.534,0.235,0.72,2.076,2.07,1.381,0.649,1.275,2,msc_C4,msc_C4,mc,49.363
best,1024,fp32,524288,64,0.1504,48,81.787,70.792,66.113,54.84,197.326,192.782,321.219,311.173,139.313,130.445,109.39,107.944,109.39,107.868,64.921,53.691,145.153,124.513,84.726,74.609,1.237,0.414,0.255,0.587,0.748,0.748,1.26,0.563,0.965,2,ms_1cta,ms_1cta,mc,75.481
best,1024,fp32,1048576,2,0.1504,24,93.747,84.916,35.496,31.9,23.646,21.786,474.694,338.686,93.057,73.041,27.48,25.604,27.392,25.566,36.987,34.009,31.845,24.843,42.824,33.592,2.641,3.965,0.197,1.007,3.411,3.422,2.535,2.944,2.189,4,msc_C8,msc_C8,mc,31.845
best,1024,fp32,1048576,4,0.1504,24,93.73,85.024,35.942,31.903,30.821,28.356,474.388,338.739,92.587,72.953,27.587,25.59,27.597,25.527,37.429,34.022,32.318,24.929,43.219,33.624,2.608,3.041,0.198,1.012,3.398,3.396,2.504,2.9,2.169,4,msc_C8,msc_C8,mc,32.318
best,1024,fp32,1048576,8,0.1504,24,94.331,85.114,37.27,32.178,58.529,54.754,474.678,339.349,93.462,73.291,28.376,25.781,28.418,25.914,38.507,34.31,33.613,25.179,44.453,34.037,2.531,1.612,0.199,1.009,3.324,3.319,2.45,2.806,2.122,4,msc_C8,msc_C8,mc,33.613
best,1024,fp32,1048576,16,0.1504,24,101.454,85.16,45.971,32.593,114.544,107.459,492.022,338.796,103.547,77.451,39.219,36.053,39.266,36.042,45.515,34.775,43.246,40.857,68.654,53.595,2.207,0.886,0.206,0.98,2.587,2.584,2.229,2.346,1.478,4,msc_C4,msc_C4,mc,43.246
best,1024,fp32,1048576,32,0.1504,24,127.054,118.239,83.955,73.336,224.723,218.043,612.615,601.848,135.577,128.161,43.035,39.473,43.096,39.451,85.608,75.556,174.777,153.406,82.488,72.159,1.513,0.565,0.207,0.937,2.952,2.948,1.484,0.727,1.54,2,msc_C4,msc_C4,mc,90.051
best,1024,fp32,1048576,64,0.1504,24,144.969,130.469,110.592,96.193,439.878,433.346,616.703,607.342,215.497,211.965,202.432,201.166,202.449,201.228,109.838,95.403,273.092,246.482,140.619,129.977,1.311,0.33,0.235,0.673,0.716,0.716,1.32,0.531,1.031,2,ms_1cta,ms_1cta,mc,139.363
best,2048,bf16,524288,2,0.1499,21,53.461,50.992,26.691,24.454,15.846,14.694,177.515,148.288,64.213,57.424,30.962,26.85,24.885,22.054,27.573,25.483,,,,,2.003,3.374,0.301,0.833,1.727,2.148,1.939,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,524288,4,0.1499,21,53.288,51.041,26.734,24.459,18.29,17.124,177.468,148.301,64.208,57.422,29.968,26.874,25.146,22.12,27.614,25.478,,,,,1.993,2.914,0.3,0.83,1.778,2.119,1.93,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,524288,8,0.1499,21,53.493,51.087,27.29,24.753,24.456,22.683,177.51,148.233,63.85,57.841,30.286,27.217,25.498,22.424,28.122,25.765,,,,,1.96,2.187,0.301,0.838,1.766,2.098,1.902,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,524288,16,0.1499,21,53.733,51.064,27.8,25.11,35.368,33.218,177.382,148.659,64.976,60.015,58.571,52.809,41.483,35.81,28.701,26.148,,,,,1.933,1.519,0.303,0.827,0.917,1.295,1.872,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,524288,32,0.1499,21,54.845,51.139,39.418,34.726,67.573,64.067,181.878,153.269,80.086,77.344,41.757,36.452,32.55,27.291,41.549,37.83,,,,,1.391,0.812,0.302,0.685,1.313,1.685,1.32,,,2,msc_C4,msc_C4,mc,
best,2048,bf16,524288,64,0.1499,21,59.133,51.382,46.13,35.058,132.029,125.881,187.998,154.119,125.512,119.549,79.224,75.371,84.67,79.225,46.096,38.126,,,,,1.282,0.448,0.315,0.471,0.746,0.698,1.283,,,2,ms_1cta,ms_1cta,mc,
best,2048,bf16,1048576,2,0.1499,1,92.939,89.796,37.33,34.376,18.514,17.227,340.385,281.256,83.454,73.7,41.582,33.755,27.808,23.953,40.243,37.602,,,,,2.49,5.02,0.273,1.114,2.235,3.342,2.309,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,1048576,4,0.1499,1,92.984,89.87,37.739,34.404,23.907,22.086,340.406,281.744,83.403,73.803,40.102,33.744,28.049,24.006,40.346,37.627,,,,,2.464,3.889,0.273,1.115,2.319,3.315,2.305,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,1048576,8,0.1499,1,93.387,89.926,38.165,34.648,34.706,32.587,340.412,281.702,83.456,74.368,41.152,34.093,28.893,24.471,40.814,37.89,,,,,2.447,2.691,0.274,1.119,2.269,3.232,2.288,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,1048576,16,0.1499,1,93.753,89.928,39.193,35.064,66.201,62.948,340.07,283.578,86.584,77.469,77.913,66.603,47.848,39.208,41.584,38.312,,,,,2.392,1.416,0.276,1.083,1.203,1.959,2.255,,,4,msc_C8,msc_C8,mc,
best,2048,bf16,1048576,32,0.1499,1,96.177,89.992,65.405,55.057,129.939,123.812,354.54,296.012,106.457,99.564,116.813,99.725,68.709,54.738,69.165,62.078,,,,,1.47,0.74,0.271,0.903,0.823,1.4,1.391,,,2,msc_C8,msc_C8,mc,
best,2048,bf16,1048576,64,0.1499,1,110.299,102.056,85.368,74.236,256.038,252.407,405.676,397.689,174.875,169.208,149.446,146.665,160.606,157.551,86.275,77.782,,,,,1.292,0.431,0.272,0.631,0.738,0.687,1.278,,,2,ms_1cta,ms_1cta,mc,
best,2048,fp16,524288,2,0.1499,21,52.539,50.115,26.155,23.908,15.44,14.303,178.496,154.175,64.909,58.183,30.181,26.356,20.499,17.905,26.741,24.701,,,,,2.009,3.403,0.294,0.809,1.741,2.563,1.965,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,524288,4,0.1499,21,52.302,50.157,26.246,23.921,17.778,16.621,178.532,154.503,64.325,57.905,29.278,26.399,20.736,17.932,27.126,24.739,,,,,1.993,2.942,0.293,0.813,1.786,2.522,1.928,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,524288,8,0.1499,21,52.633,50.202,26.736,24.205,23.152,21.536,178.156,154.274,64.257,58.23,29.656,26.655,21.171,18.18,27.531,24.966,,,,,1.969,2.273,0.295,0.819,1.775,2.486,1.912,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,524288,16,0.1499,21,52.84,50.178,27.334,24.584,33.405,31.306,178.438,154.72,65.189,60.201,57.529,51.782,36.944,31.352,28.122,25.373,,,,,1.933,1.582,0.296,0.811,0.918,1.43,1.879,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,524288,32,0.1499,21,53.837,50.226,38.579,33.878,63.755,60.363,182.059,159.117,79.897,76.886,43.509,35.707,28.277,22.961,40.293,36.483,,,,,1.395,0.844,0.296,0.674,1.237,1.904,1.336,,,2,msc_C4,msc_C4,mc,
best,2048,fp16,524288,64,0.1499,21,58.174,50.468,45.469,34.246,124.536,118.493,188.635,159.588,124.933,118.891,76.31,72.446,78.56,72.185,45.187,36.791,,,,,1.279,0.467,0.308,0.466,0.762,0.741,1.287,,,2,ms_1cta,ms_1cta,mc,
best,2048,fp16,1048576,2,0.1499,1,91.622,88.448,36.569,33.544,18.224,16.877,340.012,291.762,82.798,73.53,40.44,33.196,23.901,20.038,39.648,36.666,,,,,2.505,5.028,0.269,1.107,2.266,3.833,2.311,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,1048576,4,0.1499,1,91.344,88.51,36.976,33.594,23.014,21.282,339.847,292.276,82.878,73.79,40.417,33.194,24.117,20.026,39.765,36.728,,,,,2.47,3.969,0.269,1.102,2.26,3.788,2.297,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,1048576,8,0.1499,1,91.814,88.563,37.392,33.835,33.155,31.073,340.001,292.503,82.929,74.29,40.68,33.522,24.762,20.407,40.35,36.943,,,,,2.455,2.769,0.27,1.107,2.257,3.708,2.275,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,1048576,16,0.1499,1,92.193,88.584,38.387,34.264,63.339,59.946,339.756,294.944,86.582,77.394,76.913,65.432,43.909,35.129,41.038,37.382,,,,,2.402,1.456,0.271,1.065,1.199,2.1,2.247,,,4,msc_C8,msc_C8,mc,
best,2048,fp16,1048576,32,0.1499,1,94.384,88.615,64.187,53.611,123.926,117.802,354.169,308.378,105.585,98.322,115.057,98.04,64.926,50.591,67.539,60.123,,,,,1.47,0.762,0.266,0.894,0.82,1.454,1.397,,,2,msc_C8,msc_C8,mc,
best,2048,fp16,1048576,64,0.1499,1,109.008,100.783,84.739,73.559,244.077,240.27,403.678,395.637,173.531,167.593,144.755,142.089,152.283,150.032,85.541,76.724,,,,,1.286,0.447,0.27,0.628,0.753,0.716,1.274,,,2,ms_1cta,ms_1cta,mc,
best,2048,fp32,524288,2,0.1499,21,53.952,48.893,25.792,23.344,20.339,18.961,252.784,184.765,74.541,63.136,31.174,28.899,22.549,20.304,26.168,23.946,23.266,19.553,35.33,30.564,2.092,2.653,0.213,0.724,1.731,2.393,2.062,2.319,1.527,4,msc_C8,msc_C8,mc,23.266
best,2048,fp32,524288,4,0.1499,21,54.115,48.961,26.154,23.36,24.834,22.876,252.928,185.148,74.216,62.906,31.546,29.016,22.758,20.379,26.386,24.004,23.758,19.636,35.906,30.623,2.069,2.179,0.214,0.729,1.715,2.378,2.051,2.278,1.507,4,msc_C8,msc_C8,mc,23.758
best,2048,fp32,524288,8,0.1499,21,54.467,49.01,26.894,23.604,32.469,30.077,252.578,185.065,74.186,63.328,42.763,39.653,30.226,27.244,27.202,24.281,24.39,19.848,36.394,30.813,2.025,1.678,0.216,0.734,1.274,1.802,2.002,2.233,1.497,4,msc_C4,msc_C4,mc,24.39
best,2048,fp32,524288,16,0.1499,21,55.464,49.018,29.088,23.713,61.205,57.573,252.208,185.086,77.467,65.926,43.37,39.877,31.006,27.281,28.514,24.404,30.907,30.369,55.747,49.42,1.907,0.906,0.22,0.716,1.279,1.789,1.945,1.795,0.995,4,msc_C4,msc_C4,mc,30.907
best,2048,fp32,524288,32,0.1499,21,61.432,49.121,45.262,33.197,119.551,113.03,265.367,185.954,92.918,80.134,47.672,42.251,33.806,28.117,44.583,35.563,103.485,80.878,63.042,52.604,1.357,0.514,0.231,0.661,1.289,1.817,1.378,0.594,0.974,2,msc_C4,msc_C4,mc,54.602
best,2048,fp32,524288,64,0.1499,21,82.954,71.327,67.725,55.628,214.539,210.787,326.659,316.322,150.032,142.196,95.173,90.38,102.64,97.711,66.739,54.86,158.968,141.309,117.925,110.958,1.225,0.387,0.254,0.553,0.872,0.808,1.243,0.522,0.703,2,ms_1cta,ms_1cta,mc,83.482
best,2048,fp32,1048576,2,0.1499,1,95.733,87.443,37.416,33.665,24.259,22.276,477.714,342.957,100.437,81.441,43.662,40.369,29.304,26.598,38.08,35.541,33.68,26.886,54.565,45.603,2.559,3.946,0.2,0.953,2.193,3.267,2.514,2.842,1.754,4,msc_C8,msc_C8,mc,33.68
