cell,BS,arm_us,pr_us,x_arm,x_v3,exact
flash_16k_L22,128,17.23,9.54235,0.5538,1.3903,OK
flash_16k_L22,256,21.255,10.961549999999999,0.5157,0.9202,OK
flash_16k_L22,512,37.886,19.926099999999998,0.5259,0.9269,OK
flash_16k_L22,1024,59.448,35.79475,0.6021,0.9181,OK
flash_16k_L34,2,15.11,8.51665,0.5637,1.3724,OK
flash_16k_L34,4,15.293,8.61585,0.5634,1.3907,OK
flash_16k_L34,8,15.353,8.73745,0.5691,1.4092,OK
flash_16k_L34,16,15.382,8.7711,0.5702,1.4104,OK
flash_16k_L34,32,15.549,9.02225,0.5803,1.4392,OK
flash_16k_L34,64,15.62,9.251,0.5922,1.4462,OK
flash_16k_L34,128,15.918,9.52465,0.5984,1.4452,OK
flash_16k_L34,256,19.984,10.9566,0.5483,0.922,OK
flash_16k_L34,512,35.415,19.78855,0.5588,0.9254,OK
flash_16k_L34,1024,55.653,35.564099999999996,0.639,0.9149,OK
flash_256k_L10,2,23.436,14.06705,0.6002,1.3909,OK
flash_256k_L10,4,22.876,14.307,0.6254,1.3647,OK
flash_256k_L10,8,24.257,14.61895,0.6027,1.3495,OK
flash_256k_L10,16,25.172,14.9888,0.5954,1.1135,OK
flash_256k_L10,32,26.253,15.8542,0.6039,0.9483,OK
flash_256k_L10,64,29.015,18.2238,0.6281,0.9947,OK
flash_256k_L10,128,33.489,20.356450000000002,0.6079,0.9697,OK
flash_256k_L10,256,42.441,31.7261,0.7475,0.9393,OK
flash_256k_L10,512,77.11,60.22005,0.781,0.9615,OK
flash_256k_L10,1024,125.595,100.51065,0.8003,0.9983,OK
flash_256k_L22,2,22.91,13.26705,0.5791,1.1542,OK
flash_256k_L22,4,23.533,13.42855,0.5706,1.1617,OK
flash_256k_L22,8,24.62,13.74385,0.5582,1.1557,OK
flash_256k_L22,16,25.095,14.052700000000002,0.56,1.042,OK
flash_256k_L22,32,25.767,14.9806,0.5814,0.9461,OK
flash_256k_L22,64,27.97,17.699,0.6328,1.0236,OK
flash_256k_L22,128,31.88,19.811,0.6214,0.881,OK
flash_256k_L22,256,41.587,31.057599999999997,0.7468,0.8414,OK
flash_256k_L22,512,75.331,58.86645,0.7814,0.8576,OK
flash_256k_L22,1024,122.595,98.39245,0.8026,0.8887,OK
flash_256k_L34,2,24.739,13.8094,0.5582,1.4586,OK
flash_256k_L34,4,23.2,13.9502,0.6013,1.4563,OK
flash_256k_L34,8,24.896,14.3919,0.5781,1.4556,OK
flash_256k_L34,16,23.971,14.6814,0.6125,1.1968,OK
flash_256k_L34,32,26.547,15.647950000000002,0.5894,1.0271,OK
flash_256k_L34,64,28.986,18.10705,0.6247,1.0945,OK
flash_256k_L34,128,35.74,20.236549999999998,0.5662,1.0133,OK
flash_256k_L34,256,41.429,31.5598,0.7618,0.9643,OK
flash_256k_L34,512,74.884,59.455349999999996,0.794,0.9815,OK
flash_256k_L34,1024,121.686,99.66755,0.8191,1.0248,OK
flash_32k_L10,2,20.812,8.9424,0.4297,1.1381,OK
flash_32k_L10,4,21.474,8.763200000000001,0.4081,1.1049,OK
flash_32k_L10,8,21.91,9.13115,0.4168,1.1449,OK
flash_32k_L10,16,22.037,9.2608,0.4202,1.1613,OK
flash_32k_L10,32,22.308,9.366299999999999,0.4199,1.1545,OK
flash_32k_L10,64,22.624,9.683200000000001,0.428,1.165,OK
flash_32k_L10,128,25.01,10.235149999999999,0.4092,1.1653,OK
flash_32k_L10,256,27.919,12.3757,0.4433,0.9084,OK
flash_32k_L10,512,45.742,22.095650000000003,0.483,0.9223,OK
flash_32k_L10,1024,70.007,39.53385,0.5647,0.945,OK
flash_32k_L22,2,20.845,9.032,0.4333,1.2037,OK
flash_32k_L22,4,21.065,8.870149999999999,0.4211,1.1782,OK
flash_32k_L22,8,21.802,9.17905,0.421,1.2161,OK
flash_32k_L22,16,21.417,9.337549999999998,0.436,1.2249,OK
flash_32k_L22,32,22.125,9.60625,0.4342,1.2395,OK
flash_32k_L22,64,22.249,9.7488,0.4382,1.2356,OK
flash_32k_L22,128,24.135,10.3264,0.4279,1.2232,OK
flash_32k_L22,256,27.378,12.5022,0.4567,1.0515,OK
flash_32k_L22,512,43.455,22.29255,0.513,1.0938,OK
flash_32k_L22,1024,67.735,40.1356,0.5925,1.1321,OK
flash_32k_L34,2,20.441,9.23985,0.452,1.3185,OK
flash_32k_L34,4,21.413,8.996649999999999,0.4201,1.2828,OK
flash_32k_L34,8,21.252,9.3087,0.438,1.3195,OK
flash_32k_L34,16,21.497,9.2815,0.4318,1.2664,OK
flash_32k_L34,32,21.735,9.5695,0.4403,1.2596,OK
flash_32k_L34,64,22.252,9.68795,0.4354,1.2425,OK
flash_32k_L34,128,24.165,10.22065,0.423,1.2333,OK
flash_32k_L34,256,27.471,12.40925,0.4517,1.1063,OK
flash_32k_L34,512,44.603,22.0861,0.4952,1.1519,OK
flash_32k_L34,1024,68.339,39.83175,0.5829,1.2056,OK
flash_4k_L10,2,9.126,7.69435,0.8432,1.7005,OK
flash_4k_L10,4,9.287,7.50535,0.8081,1.6655,OK
flash_4k_L10,8,9.378,7.5855500000000005,0.8088,1.6769,OK
flash_4k_L10,16,9.406,7.93915,0.8441,1.7563,OK
flash_4k_L10,32,9.436,8.0496,0.8531,1.7648,OK
flash_4k_L10,64,9.54,8.0448,0.8433,1.7345,OK
flash_4k_L10,128,9.705,8.327950000000001,0.8581,1.7596,OK
flash_4k_L10,256,11.11,9.343950000000001,0.841,1.4391,OK
flash_4k_L10,512,19.22,17.1677,0.8932,1.5039,OK
flash_4k_L10,1024,29.774,31.7323,1.0658,1.5359,OK
flash_4k_L22,2,8.596,7.6223,0.8868,1.9071,OK
flash_4k_L22,4,8.916,7.44475,0.835,1.8756,OK
flash_4k_L22,8,8.985,7.56155,0.8415,1.8748,OK
flash_4k_L22,16,9.27,7.95665,0.8583,1.8094,OK
flash_4k_L22,32,9.385,7.95185,0.8473,1.7801,OK
flash_4k_L22,64,9.439,8.04945,0.8528,1.7835,OK
flash_4k_L22,128,9.598,8.3632,0.8714,1.8059,OK
flash_4k_L22,256,11.163,9.33105,0.8359,1.5889,OK
flash_4k_L22,512,19.246,17.166150000000002,0.8919,1.6854,OK
flash_4k_L22,1024,29.76,31.5517,1.0602,1.7352,OK
flash_4k_L34,2,8.849,7.89595,0.8923,1.9405,OK
flash_4k_L34,4,8.906,7.75835,0.8712,1.89,OK
flash_4k_L34,8,9.101,7.7166999999999994,0.8479,1.8778,OK
flash_4k_L34,16,9.243,8.02395,0.8681,1.8265,OK
flash_4k_L34,32,9.382,8.1824,0.8722,1.8107,OK
flash_4k_L34,64,9.508,8.14705,0.8569,1.7702,OK
flash_4k_L34,128,9.708,8.3455,0.8597,1.7739,OK
flash_4k_L34,256,11.222,9.43515,0.8408,1.4537,OK
flash_4k_L34,512,19.369,17.2845,0.8924,1.5133,OK
flash_4k_L34,1024,30.012,31.91755,1.0635,1.5402,OK
flash_512k_L10,2,25.108,17.79495,0.7087,1.8626,OK
flash_512k_L10,4,25.72,18.29895,0.7115,1.8351,OK
flash_512k_L10,8,26.658,19.623849999999997,0.7361,1.5881,OK
flash_512k_L10,16,28.549,20.145349999999997,0.7056,1.2913,OK
flash_512k_L10,32,30.412,21.19655,0.697,1.255,OK
flash_512k_L10,64,34.276,26.743650000000002,0.7802,1.2019,OK
flash_512k_L10,128,41.78,37.76275,0.9038,1.1565,OK
flash_512k_L10,256,58.324,83.08535,1.4246,1.3226,OK
flash_512k_L10,512,102.684,149.5068,1.456,1.288,OK
flash_512k_L10,1024,163.807,272.31,1.6624,1.3526,OK
flash_512k_L22,2,24.78,20.9773,0.8465,2.113,OK
flash_512k_L22,4,24.745,21.382150000000003,0.8641,2.0564,OK
flash_512k_L22,8,26.726,24.10845,0.9021,2.0546,OK
flash_512k_L22,16,28.917,24.6365,0.852,1.5043,OK
flash_512k_L22,32,29.763,25.9324,0.8713,1.4939,OK
flash_512k_L22,64,33.125,34.8605,1.0524,1.4193,OK
flash_512k_L22,128,40.349,46.07465,1.1419,1.3769,OK
flash_512k_L22,256,56.468,120.3377,2.1311,1.8729,OK
flash_512k_L22,512,99.842,219.29175,2.1964,1.8426,OK
flash_512k_L22,1024,158.58,406.25584999999995,2.5618,1.9666,OK
flash_512k_L34,2,23.074,14.804649999999999,0.6416,1.3569,OK
flash_512k_L34,4,22.815,15.30545,0.6708,1.3511,OK
flash_512k_L34,8,24.129,16.68625,0.6915,1.475,OK
flash_512k_L34,16,26.439,17.2078,0.6509,1.1081,OK
flash_512k_L34,32,28.611,18.31015,0.64,1.0768,OK
flash_512k_L34,64,32.451,24.13415,0.7437,1.0087,OK
flash_512k_L34,128,39.683,32.4088,0.8167,0.9631,OK
flash_512k_L34,256,55.823,63.6361,1.14,0.9875,OK
flash_512k_L34,512,98.182,113.4851,1.1559,0.9484,OK
flash_512k_L34,1024,155.536,202.4279,1.3015,0.9764,OK
flash_64k_L10,2,22.52,10.1631,0.4513,1.0694,OK
flash_64k_L10,4,23.035,10.4719,0.4546,1.102,OK
flash_64k_L10,8,22.43,10.4848,0.4674,1.0984,OK
flash_64k_L10,16,22.906,10.6784,0.4662,1.1093,OK
flash_64k_L10,32,22.489,10.908700000000001,0.4851,1.105,OK
flash_64k_L10,64,24.612,11.33895,0.4607,1.093,OK
flash_64k_L10,128,27.027,12.25105,0.4533,1.0839,OK
flash_64k_L10,256,31.137,15.289299999999999,0.491,0.9921,OK
flash_64k_L10,512,51.853,27.5117,0.5306,1.0367,OK
flash_64k_L10,1024,79.506,49.22175,0.6191,1.1116,OK
flash_64k_L22,2,21.064,11.4863,0.5453,1.279,OK
flash_64k_L22,4,22.498,11.83825,0.5262,1.3124,OK
flash_64k_L22,8,22.517,11.878200000000001,0.5275,1.3018,OK
flash_64k_L22,16,23.002,12.108649999999999,0.5264,1.2793,OK
flash_64k_L22,32,23.361,12.337399999999999,0.5281,1.2668,OK
flash_64k_L22,64,24.707,12.76305,0.5166,1.2465,OK
flash_64k_L22,128,27.304,13.705549999999999,0.502,1.2163,OK
flash_64k_L22,256,31.231,17.787,0.5695,1.0793,OK
flash_64k_L22,512,51.071,32.4672,0.6357,1.1362,OK
flash_64k_L22,1024,80.797,57.79285,0.7153,1.1949,OK
flash_64k_L34,2,20.162,10.33595,0.5126,1.1957,OK
flash_64k_L34,4,21.815,10.6318,0.4874,1.2155,OK
flash_64k_L34,8,21.895,10.673549999999999,0.4875,1.2137,OK
flash_64k_L34,16,22.876,10.65595,0.4658,1.1695,OK
flash_64k_L34,32,22.384,10.959850000000001,0.4896,1.1613,OK
flash_64k_L34,64,24.365,11.348600000000001,0.4658,1.1435,OK
flash_64k_L34,128,26.487,12.2462,0.4624,1.1178,OK
flash_64k_L34,256,30.677,15.48615,0.5048,1.0289,OK
flash_64k_L34,512,50.362,27.79005,0.5518,1.0803,OK
flash_64k_L34,1024,78.472,49.8234,0.6349,1.1645,OK
flash_8k_L10,2,12.024,8.07675,0.6717,1.7621,OK
flash_8k_L10,4,12.226,7.8527,0.6423,1.7006,OK
flash_8k_L10,8,12.271,8.0591,0.6568,1.717,OK
flash_8k_L10,16,12.594,8.184,0.6498,1.6451,OK
flash_8k_L10,32,12.699,8.357700000000001,0.6581,1.6491,OK
flash_8k_L10,64,12.841,8.389850000000001,0.6534,1.6321,OK
flash_8k_L10,128,13.069,8.8464,0.6769,1.667,OK
flash_8k_L10,256,15.324,9.9229,0.6475,1.2155,OK
flash_8k_L10,512,26.914,18.19975,0.6762,1.2695,OK
flash_8k_L10,1024,41.464,32.665099999999995,0.7878,1.2502,OK
flash_8k_L22,2,12.792,8.03345,0.628,1.7896,OK
flash_8k_L22,4,12.784,7.90715,0.6185,1.7512,OK
flash_8k_L22,8,12.853,8.0111,0.6233,1.759,OK
flash_8k_L22,16,13.093,8.15185,0.6226,1.6749,OK
flash_8k_L22,32,13.278,8.2958,0.6248,1.67,OK
flash_8k_L22,64,13.387,8.4255,0.6294,1.6629,OK
flash_8k_L22,128,13.537,8.79825,0.65,1.6716,OK
flash_8k_L22,256,16.116,9.8879,0.6135,1.2187,OK
flash_8k_L22,512,28.413,17.8959,0.6298,1.2485,OK
flash_8k_L22,1024,44.131,32.21405,0.73,1.2355,OK
flash_8k_L34,2,12.137,8.3695,0.6896,1.7108,OK
flash_8k_L34,4,12.002,8.1982,0.6831,1.6643,OK
flash_8k_L34,8,12.104,8.3632,0.6909,1.6993,OK
flash_8k_L34,16,12.433,8.5007,0.6837,1.7331,OK
flash_8k_L34,32,12.516,8.5118,0.6801,1.7275,OK
flash_8k_L34,64,12.712,8.62065,0.6781,1.7046,OK
flash_8k_L34,128,12.898,9.0255,0.6997,1.7378,OK
flash_8k_L34,256,15.264,10.271799999999999,0.6729,1.3829,OK
flash_8k_L34,512,26.619,18.6494,0.7006,1.4418,OK
flash_8k_L34,1024,41.439,33.1742,0.8005,1.4276,OK
pro_1024k_L14,2,33.42,19.7516,0.591,1.8257,OK
pro_1024k_L14,4,34.926,20.02855,0.5735,1.7687,OK
pro_1024k_L14,8,36.905,22.011,0.5964,1.4747,OK
pro_1024k_L14,16,40.401,23.0688,0.571,0.9164,OK
pro_1024k_L14,32,43.143,26.2016,0.6073,1.0112,OK
pro_1024k_L14,64,48.933,38.04285,0.7774,1.0323,OK
pro_1024k_L14,128,61.512,62.78635,1.0207,1.0028,OK
pro_1024k_L14,256,88.844,110.46435000000001,1.2434,0.9382,OK
pro_1024k_L14,512,155.416,202.297,1.3016,0.9082,OK
pro_1024k_L14,1024,259.651,381.7207,1.4701,0.9412,OK
pro_1024k_L30,2,28.58,19.814,0.6933,1.6467,OK
pro_1024k_L30,4,29.795,20.145349999999997,0.6761,1.6082,OK
pro_1024k_L30,8,31.678,22.198,0.7007,1.3756,OK
pro_1024k_L30,16,33.685,23.020400000000002,0.6834,0.8798,OK
pro_1024k_L30,32,37.168,26.44275,0.7114,0.985,OK
pro_1024k_L30,64,43.488,38.39785,0.883,1.0078,OK
pro_1024k_L30,128,54.522,62.68225,1.1497,1.001,OK
pro_1024k_L30,256,79.98,110.32639999999999,1.3794,0.939,OK
pro_1024k_L30,512,138.194,201.757,1.46,0.909,OK
pro_1024k_L30,1024,232.058,380.0281,1.6376,0.9384,OK
pro_1024k_L46,2,29.203,20.71025,0.7092,1.9134,OK
pro_1024k_L46,4,30.207,21.131,0.6995,1.8403,OK
pro_1024k_L46,8,31.631,22.953400000000002,0.7257,1.5386,OK
pro_1024k_L46,16,34.24,23.7662,0.6941,0.9525,OK
pro_1024k_L46,32,37.154,27.11495,0.7298,1.0465,OK
pro_1024k_L46,64,43.311,38.847699999999996,0.897,1.0479,OK
pro_1024k_L46,128,54.986,63.27,1.1507,0.7412,OK
pro_1024k_L46,256,82.19,111.54485000000001,1.3572,0.6823,OK
pro_1024k_L46,512,141.944,204.16639999999998,1.4384,0.6525,OK
pro_1024k_L46,1024,241.168,384.35225,1.5937,0.672,OK
pro_128k_L14,2,23.769,12.69585,0.5341,1.4968,OK
pro_128k_L14,4,23.707,12.6607,0.5341,1.4829,OK
pro_128k_L14,8,23.915,12.9888,0.5431,1.4841,OK
pro_128k_L14,16,24.395,12.97245,0.5318,1.102,OK
pro_128k_L14,32,25.783,13.3584,0.5181,1.0927,OK
pro_128k_L14,64,28.254,14.172799999999999,0.5016,1.0868,OK
pro_128k_L14,128,31.33,15.03325,0.4798,1.0216,OK
pro_128k_L14,256,37.238,20.2542,0.5439,0.8552,OK
pro_128k_L14,512,64.051,38.153150000000004,0.5957,0.9326,OK
pro_128k_L14,1024,101.68,66.2345,0.6514,1.007,OK
pro_128k_L30,2,24.14,12.98205,0.5378,1.4266,OK
pro_128k_L30,4,24.346,12.84125,0.5274,1.3578,OK
pro_128k_L30,8,26.017,12.6589,0.4866,1.3174,OK
pro_128k_L30,16,25.116,13.0398,0.5192,1.1108,OK
pro_128k_L30,32,26.827,13.402899999999999,0.4996,1.0928,OK
pro_128k_L30,64,28.085,14.118049999999998,0.5027,1.0835,OK
pro_128k_L30,128,31.888,15.15985,0.4754,1.0376,OK
pro_128k_L30,256,37.406,20.974,0.5607,0.8875,OK
pro_128k_L30,512,64.773,39.23955,0.6058,0.962,OK
pro_128k_L30,1024,102.982,68.30455,0.6633,1.0393,OK
pro_128k_L46,2,23.607,14.2463,0.6035,1.6063,OK
pro_128k_L46,4,23.825,13.9871,0.5871,1.5599,OK
pro_128k_L46,8,24.443,13.7391,0.5621,1.4637,OK
pro_128k_L46,16,24.859,14.16625,0.5699,1.1247,OK
pro_128k_L46,32,26.215,14.51825,0.5538,1.1096,OK
pro_128k_L46,64,27.791,15.2127,0.5474,1.0964,OK
pro_128k_L46,128,31.771,16.08955,0.5064,1.0442,OK
pro_128k_L46,256,38.256,22.27665,0.5823,0.8778,OK
pro_128k_L46,512,65.931,41.846,0.6347,0.9364,OK
pro_128k_L46,1024,105.514,73.11460000000001,0.6929,1.0116,OK
pro_16k_L14,2,15.028,9.5183,0.6334,1.5645,OK
pro_16k_L14,4,15.104,9.4719,0.6271,1.5373,OK
pro_16k_L14,8,15.12,9.739049999999999,0.6441,1.5725,OK
pro_16k_L14,16,15.414,9.539,0.6189,1.458,OK
pro_16k_L14,32,15.623,9.671850000000001,0.6191,1.4652,OK
pro_16k_L14,64,15.778,9.8479,0.6241,1.4677,OK
pro_16k_L14,128,16.061,10.12945,0.6307,1.4429,OK
pro_16k_L14,256,19.979,11.913450000000001,0.5963,0.9949,OK
pro_16k_L14,512,35.288,21.59655,0.612,1.0005,OK
pro_16k_L14,1024,55.504,39.46515,0.711,1.002,OK
pro_16k_L30,2,14.064,9.20305,0.6544,1.6026,OK
pro_16k_L30,4,14.28,9.3567,0.6553,1.5589,OK
pro_16k_L30,8,14.294,9.196549999999998,0.6434,1.5212,OK
pro_16k_L30,16,14.578,9.56465,0.6561,1.5052,OK
pro_16k_L30,32,14.708,9.7503,0.6629,1.5036,OK
pro_16k_L30,64,14.898,9.883149999999999,0.6634,1.4873,OK
pro_16k_L30,128,15.223,10.19195,0.6695,1.4743,OK
pro_16k_L30,256,19.136,11.9982,0.627,0.9975,OK
pro_16k_L30,512,33.459,21.730900000000002,0.6495,1.0009,OK
pro_16k_L30,1024,52.515,39.783449999999995,0.7576,1.0076,OK
pro_16k_L46,2,15.386,8.9871,0.5841,1.2202,OK
pro_16k_L46,4,15.371,9.2095,0.5991,1.2422,OK
pro_16k_L46,8,15.404,8.9743,0.5826,1.208,OK
pro_16k_L46,16,15.526,9.377450000000001,0.604,1.2661,OK
pro_16k_L46,32,15.704,9.5039,0.6052,1.2688,OK
pro_16k_L46,64,15.861,9.70075,0.6116,1.2744,OK
pro_16k_L46,128,16.095,10.007950000000001,0.6218,1.2697,OK
pro_16k_L46,256,19.91,11.73915,0.5896,0.9694,OK
pro_16k_L46,512,35.308,21.17105,0.5996,0.9695,OK
pro_16k_L46,1024,55.373,38.906949999999995,0.7026,0.9761,OK
pro_256k_L14,2,24.645,14.492700000000001,0.5881,1.4037,OK
pro_256k_L14,4,24.747,14.54385,0.5877,1.362,OK
pro_256k_L14,8,25.129,14.948649999999999,0.5949,1.3608,OK
pro_256k_L14,16,26.782,15.33105,0.5724,0.9881,OK
pro_256k_L14,32,28.549,16.18225,0.5668,1.1088,OK
pro_256k_L14,64,31.251,18.6158,0.5957,1.0366,OK
pro_256k_L14,128,35.756,20.86695,0.5836,0.9291,OK
pro_256k_L14,256,45.217,32.5373,0.7196,0.9025,OK
pro_256k_L14,512,82.251,61.887449999999994,0.7524,0.933,OK
pro_256k_L14,1024,133.136,103.7718,0.7794,0.9719,OK
pro_256k_L30,2,25.44,13.6591,0.5369,1.1871,OK
pro_256k_L30,4,25.82,14.21425,0.5505,1.2162,OK
pro_256k_L30,8,27.875,14.59825,0.5237,1.1996,OK
pro_256k_L30,16,27.553,14.823649999999999,0.538,0.9518,OK
pro_256k_L30,32,29.281,15.844299999999999,0.5411,1.0553,OK
pro_256k_L30,64,32.066,18.5422,0.5783,1.0306,OK
pro_256k_L30,128,36.182,20.58205,0.5688,0.9264,OK
pro_256k_L30,256,45.509,32.313,0.71,0.8704,OK
pro_256k_L30,512,81.206,61.3527,0.7555,0.8924,OK
pro_256k_L30,1024,134.395,101.69765,0.7567,0.9164,OK
pro_256k_L46,2,26.264,14.08625,0.5363,1.3452,OK
pro_256k_L46,4,26.254,14.6031,0.5562,1.383,OK
pro_256k_L46,8,26.924,15.01595,0.5577,1.3787,OK
pro_256k_L46,16,28.374,15.27015,0.5382,0.9977,OK
pro_256k_L46,32,29.578,16.2381,0.549,1.1178,OK
pro_256k_L46,64,32.375,18.8831,0.5833,1.06,OK
pro_256k_L46,128,36.959,20.75025,0.5614,0.9829,OK
pro_256k_L46,256,47.031,32.68775,0.695,0.9591,OK
pro_256k_L46,512,83.991,62.484300000000005,0.7439,0.9937,OK
pro_256k_L46,1024,136.504,103.71435000000001,0.7598,1.0081,OK
pro_32k_L14,2,22.648,11.3903,0.5029,1.4847,OK
pro_32k_L14,4,24.407,11.444700000000001,0.4689,1.4888,OK
pro_32k_L14,8,24.953,11.44155,0.4585,1.4802,OK
pro_32k_L14,16,24.933,11.657549999999999,0.4676,1.4646,OK
pro_32k_L14,32,25.099,11.73105,0.4674,1.4268,OK
pro_32k_L14,64,25.604,11.9662,0.4674,1.412,OK
pro_32k_L14,128,28.389,12.510200000000001,0.4407,1.4054,OK
pro_32k_L14,256,31.659,14.90865,0.4709,1.2251,OK
pro_32k_L14,512,52.005,27.4525,0.5279,1.302,OK
pro_32k_L14,1024,81.155,50.538650000000004,0.6227,1.3686,OK
pro_32k_L30,2,24.201,10.6238,0.439,1.3099,OK
pro_32k_L30,4,25.258,10.7887,0.4271,1.3198,OK
pro_32k_L30,8,24.919,10.80945,0.4338,1.3114,OK
pro_32k_L30,16,24.72,11.04785,0.4469,1.3406,OK
pro_32k_L30,32,25.242,11.35345,0.4498,1.3516,OK
pro_32k_L30,64,25.191,11.5438,0.4582,1.3468,OK
pro_32k_L30,128,27.993,12.05575,0.4307,1.3419,OK
pro_32k_L30,256,31.635,14.82545,0.4686,1.1077,OK
pro_32k_L30,512,52.335,26.927599999999998,0.5145,1.1518,OK
pro_32k_L30,1024,80.79,48.85535,0.6047,1.1775,OK
pro_32k_L46,2,26.263,9.4383,0.3594,1.0851,OK
pro_32k_L46,4,25.87,9.6607,0.3734,1.1048,OK
pro_32k_L46,8,26.147,9.625549999999999,0.3681,1.0952,OK
pro_32k_L46,16,25.642,9.7839,0.3816,1.1082,OK
