cell,BS,arm_us,pr_us,x_arm,x_v3,exact
flash_32k_L10,128,24.66,10.235149999999999,0.4151,1.1653,OK
flash_32k_L10,256,28.051,12.3757,0.4412,0.9084,OK
flash_32k_L10,512,45.894,22.095650000000003,0.4814,0.9223,OK
flash_32k_L10,1024,70.079,39.53385,0.5641,0.945,OK
flash_32k_L22,2,20.681,9.032,0.4367,1.2037,OK
flash_32k_L22,4,21.392,8.870149999999999,0.4146,1.1782,OK
flash_32k_L22,8,21.682,9.17905,0.4234,1.2161,OK
flash_32k_L22,16,21.814,9.337549999999998,0.4281,1.2249,OK
flash_32k_L22,32,22.082,9.60625,0.435,1.2395,OK
flash_32k_L22,64,22.292,9.7488,0.4373,1.2356,OK
flash_32k_L22,128,24.698,10.3264,0.4181,1.2232,OK
flash_32k_L22,256,27.165,12.5022,0.4602,1.0515,OK
flash_32k_L22,512,43.43,22.29255,0.5133,1.0938,OK
flash_32k_L22,1024,67.65,40.1356,0.5933,1.1321,OK
flash_32k_L34,2,20.303,9.23985,0.4551,1.3185,OK
flash_32k_L34,4,20.802,8.996649999999999,0.4325,1.2828,OK
flash_32k_L34,8,20.93,9.3087,0.4448,1.3195,OK
flash_32k_L34,16,21.052,9.2815,0.4409,1.2664,OK
flash_32k_L34,32,21.482,9.5695,0.4455,1.2596,OK
flash_32k_L34,64,22.126,9.68795,0.4379,1.2425,OK
flash_32k_L34,128,24.032,10.22065,0.4253,1.2333,OK
flash_32k_L34,256,27.64,12.40925,0.449,1.1063,OK
flash_32k_L34,512,44.71,22.0861,0.494,1.1519,OK
flash_32k_L34,1024,68.703,39.83175,0.5798,1.2056,OK
flash_4k_L10,2,9.107,7.69435,0.8449,1.7005,OK
flash_4k_L10,4,9.29,7.50535,0.8079,1.6655,OK
flash_4k_L10,8,9.417,7.5855500000000005,0.8055,1.6769,OK
flash_4k_L10,16,9.422,7.93915,0.8426,1.7563,OK
flash_4k_L10,32,9.428,8.0496,0.8538,1.7648,OK
flash_4k_L10,64,9.536,8.0448,0.8436,1.7345,OK
flash_4k_L10,128,9.708,8.327950000000001,0.8578,1.7596,OK
flash_4k_L10,256,11.098,9.343950000000001,0.842,1.4391,OK
flash_4k_L10,512,19.251,17.1677,0.8918,1.5039,OK
flash_4k_L10,1024,29.762,31.7323,1.0662,1.5359,OK
flash_4k_L22,2,8.872,7.6223,0.8591,1.9071,OK
flash_4k_L22,4,8.943,7.44475,0.8325,1.8756,OK
flash_4k_L22,8,9.025,7.56155,0.8379,1.8748,OK
flash_4k_L22,16,9.255,7.95665,0.8597,1.8094,OK
flash_4k_L22,32,9.396,7.95185,0.8463,1.7801,OK
flash_4k_L22,64,9.43,8.04945,0.8536,1.7835,OK
flash_4k_L22,128,9.606,8.3632,0.8706,1.8059,OK
flash_4k_L22,256,11.148,9.33105,0.837,1.5889,OK
flash_4k_L22,512,19.155,17.166150000000002,0.8962,1.6854,OK
flash_4k_L22,1024,29.731,31.5517,1.0613,1.7352,OK
flash_4k_L34,2,8.898,7.89595,0.8874,1.9405,OK
flash_4k_L34,4,8.897,7.75835,0.872,1.89,OK
flash_4k_L34,8,9.135,7.7166999999999994,0.8447,1.8778,OK
flash_4k_L34,16,9.275,8.02395,0.8651,1.8265,OK
flash_4k_L34,32,9.426,8.1824,0.8681,1.8107,OK
flash_4k_L34,64,9.489,8.14705,0.8586,1.7702,OK
flash_4k_L34,128,9.69,8.3455,0.8612,1.7739,OK
flash_4k_L34,256,11.219,9.43515,0.841,1.4537,OK
flash_4k_L34,512,19.391,17.2845,0.8914,1.5133,OK
flash_4k_L34,1024,30.067,31.91755,1.0615,1.5402,OK
flash_512k_L10,2,24.944,17.79495,0.7134,1.8626,OK
flash_512k_L10,4,25.672,18.29895,0.7128,1.8351,OK
flash_512k_L10,8,26.613,19.623849999999997,0.7374,1.5881,OK
flash_512k_L10,16,28.762,20.145349999999997,0.7004,1.2913,OK
flash_512k_L10,32,30.735,21.19655,0.6897,1.255,OK
flash_512k_L10,64,35.012,26.743650000000002,0.7638,1.2019,OK
flash_512k_L10,128,43.415,37.76275,0.8698,1.1565,OK
flash_512k_L10,256,61.31,83.08535,1.3552,1.3226,OK
flash_512k_L10,512,103.085,149.5068,1.4503,1.288,OK
flash_512k_L10,1024,164.763,272.31,1.6527,1.3526,OK
flash_512k_L22,2,24.644,20.9773,0.8512,2.113,OK
flash_512k_L22,4,24.385,21.382150000000003,0.8768,2.0564,OK
flash_512k_L22,8,26.463,24.10845,0.911,2.0546,OK
flash_512k_L22,16,28.466,24.6365,0.8655,1.5043,OK
flash_512k_L22,32,30.259,25.9324,0.857,1.4939,OK
flash_512k_L22,64,33.551,34.8605,1.039,1.4193,OK
flash_512k_L22,128,41.865,46.07465,1.1006,1.3769,OK
flash_512k_L22,256,59.137,120.3377,2.0349,1.8729,OK
flash_512k_L22,512,99.27,219.29175,2.209,1.8426,OK
flash_512k_L22,1024,159.117,406.25584999999995,2.5532,1.9666,OK
flash_512k_L34,2,22.714,14.804649999999999,0.6518,1.3569,OK
flash_512k_L34,4,23.187,15.30545,0.6601,1.3511,OK
flash_512k_L34,8,25.759,16.68625,0.6478,1.475,OK
flash_512k_L34,16,27.112,17.2078,0.6347,1.1081,OK
flash_512k_L34,32,29.57,18.31015,0.6192,1.0768,OK
flash_512k_L34,64,33.35,24.13415,0.7237,1.0087,OK
flash_512k_L34,128,41.751,32.4088,0.7762,0.9631,OK
flash_512k_L34,256,58.823,63.6361,1.0818,0.9875,OK
flash_512k_L34,512,97.299,113.4851,1.1664,0.9484,OK
flash_512k_L34,1024,156.392,202.4279,1.2944,0.9764,OK
flash_64k_L10,2,22.347,10.1631,0.4548,1.0694,OK
flash_64k_L10,4,22.019,10.4719,0.4756,1.102,OK
flash_64k_L10,8,22.27,10.4848,0.4708,1.0984,OK
flash_64k_L10,16,22.373,10.6784,0.4773,1.1093,OK
flash_64k_L10,32,22.523,10.908700000000001,0.4843,1.105,OK
flash_64k_L10,64,24.314,11.33895,0.4664,1.093,OK
flash_64k_L10,128,27.199,12.25105,0.4504,1.0839,OK
flash_64k_L10,256,31.119,15.289299999999999,0.4913,0.9921,OK
flash_64k_L10,512,50.82,27.5117,0.5414,1.0367,OK
flash_64k_L10,1024,79.762,49.22175,0.6171,1.1116,OK
flash_64k_L22,2,20.664,11.4863,0.5559,1.279,OK
flash_64k_L22,4,22.02,11.83825,0.5376,1.3124,OK
flash_64k_L22,8,22.303,11.878200000000001,0.5326,1.3018,OK
flash_64k_L22,16,22.504,12.108649999999999,0.5381,1.2793,OK
flash_64k_L22,32,23.325,12.337399999999999,0.5289,1.2668,OK
flash_64k_L22,64,24.795,12.76305,0.5147,1.2465,OK
flash_64k_L22,128,27.603,13.705549999999999,0.4965,1.2163,OK
flash_64k_L22,256,31.183,17.787,0.5704,1.0793,OK
flash_64k_L22,512,51.408,32.4672,0.6316,1.1362,OK
flash_64k_L22,1024,81.15,57.79285,0.7122,1.1949,OK
flash_64k_L34,2,19.854,10.33595,0.5206,1.1957,OK
flash_64k_L34,4,21.997,10.6318,0.4833,1.2155,OK
flash_64k_L34,8,21.795,10.673549999999999,0.4897,1.2137,OK
flash_64k_L34,16,21.996,10.65595,0.4844,1.1695,OK
flash_64k_L34,32,22.145,10.959850000000001,0.4949,1.1613,OK
flash_64k_L34,64,24.454,11.348600000000001,0.4641,1.1435,OK
flash_64k_L34,128,26.664,12.2462,0.4593,1.1178,OK
flash_64k_L34,256,30.806,15.48615,0.5027,1.0289,OK
flash_64k_L34,512,50.703,27.79005,0.5481,1.0803,OK
flash_64k_L34,1024,79.157,49.8234,0.6294,1.1645,OK
flash_8k_L10,2,12.266,8.07675,0.6585,1.7621,OK
flash_8k_L10,4,12.194,7.8527,0.644,1.7006,OK
flash_8k_L10,8,12.332,8.0591,0.6535,1.717,OK
flash_8k_L10,16,12.646,8.184,0.6471,1.6451,OK
flash_8k_L10,32,12.721,8.357700000000001,0.657,1.6491,OK
flash_8k_L10,64,12.911,8.389850000000001,0.6498,1.6321,OK
flash_8k_L10,128,13.038,8.8464,0.6785,1.667,OK
flash_8k_L10,256,15.247,9.9229,0.6508,1.2155,OK
flash_8k_L10,512,27.039,18.19975,0.6731,1.2695,OK
flash_8k_L10,1024,41.571,32.665099999999995,0.7858,1.2502,OK
flash_8k_L22,2,12.781,8.03345,0.6285,1.7896,OK
flash_8k_L22,4,12.854,7.90715,0.6152,1.7512,OK
flash_8k_L22,8,12.891,8.0111,0.6215,1.759,OK
flash_8k_L22,16,13.121,8.15185,0.6213,1.6749,OK
flash_8k_L22,32,13.258,8.2958,0.6257,1.67,OK
flash_8k_L22,64,13.345,8.4255,0.6313,1.6629,OK
flash_8k_L22,128,13.542,8.79825,0.6497,1.6716,OK
flash_8k_L22,256,16.148,9.8879,0.6123,1.2187,OK
flash_8k_L22,512,28.342,17.8959,0.6314,1.2485,OK
flash_8k_L22,1024,44.134,32.21405,0.7299,1.2355,OK
flash_8k_L34,2,12.299,8.3695,0.6805,1.7108,OK
flash_8k_L34,4,12.472,8.1982,0.6573,1.6643,OK
flash_8k_L34,8,12.54,8.3632,0.6669,1.6993,OK
flash_8k_L34,16,12.515,8.5007,0.6793,1.7331,OK
flash_8k_L34,32,12.55,8.5118,0.6782,1.7275,OK
flash_8k_L34,64,12.741,8.62065,0.6766,1.7046,OK
flash_8k_L34,128,12.863,9.0255,0.7016,1.7378,OK
flash_8k_L34,256,15.17,10.271799999999999,0.6771,1.3829,OK
flash_8k_L34,512,26.561,18.6494,0.7021,1.4418,OK
flash_8k_L34,1024,41.294,33.1742,0.8034,1.4276,OK
pro_1024k_L14,2,33.421,19.7516,0.591,1.8257,OK
pro_1024k_L14,4,35.519,20.02855,0.5639,1.7687,OK
pro_1024k_L14,8,38.042,22.011,0.5786,1.4747,OK
pro_1024k_L14,16,40.58,23.0688,0.5685,0.9164,OK
pro_1024k_L14,32,43.964,26.2016,0.596,1.0112,OK
pro_1024k_L14,64,52.002,38.04285,0.7316,1.0323,OK
pro_1024k_L14,128,68.212,62.78635,0.9205,1.0028,OK
pro_1024k_L14,256,98.799,110.46435000000001,1.1181,0.9382,OK
pro_1024k_L14,512,164.29,202.297,1.2313,0.9082,OK
pro_1024k_L14,1024,271.863,381.7207,1.4041,0.9412,OK
pro_1024k_L30,2,28.736,19.814,0.6895,1.6467,OK
pro_1024k_L30,4,29.963,20.145349999999997,0.6723,1.6082,OK
pro_1024k_L30,8,32.743,22.198,0.6779,1.3756,OK
pro_1024k_L30,16,33.5,23.020400000000002,0.6872,0.8798,OK
pro_1024k_L30,32,38.026,26.44275,0.6954,0.985,OK
pro_1024k_L30,64,45.983,38.39785,0.8351,1.0078,OK
pro_1024k_L30,128,61.013,62.68225,1.0274,1.001,OK
pro_1024k_L30,256,90.182,110.32639999999999,1.2234,0.939,OK
pro_1024k_L30,512,146.882,201.757,1.3736,0.909,OK
pro_1024k_L30,1024,246.731,380.0281,1.5403,0.9384,OK
pro_1024k_L46,2,29.292,20.71025,0.707,1.9134,OK
pro_1024k_L46,4,30.808,21.131,0.6859,1.8403,OK
pro_1024k_L46,8,32.124,22.953400000000002,0.7145,1.5386,OK
pro_1024k_L46,16,34.462,23.7662,0.6896,0.9525,OK
pro_1024k_L46,32,37.591,27.11495,0.7213,1.0465,OK
pro_1024k_L46,64,46.038,38.847699999999996,0.8438,1.0479,OK
pro_1024k_L46,128,61.772,63.27,1.0242,0.7412,OK
pro_1024k_L46,256,92.107,111.54485000000001,1.211,0.6823,OK
pro_1024k_L46,512,150.986,204.16639999999998,1.3522,0.6525,OK
pro_1024k_L46,1024,255.885,384.35225,1.5021,0.672,OK
pro_128k_L14,2,23.489,12.69585,0.5405,1.4968,OK
pro_128k_L14,4,23.435,12.6607,0.5403,1.4829,OK
pro_128k_L14,8,23.688,12.9888,0.5483,1.4841,OK
pro_128k_L14,16,24.348,12.97245,0.5328,1.102,OK
pro_128k_L14,32,24.97,13.3584,0.535,1.0927,OK
pro_128k_L14,64,27.901,14.172799999999999,0.508,1.0868,OK
pro_128k_L14,128,31.101,15.03325,0.4834,1.0216,OK
pro_128k_L14,256,37.135,20.2542,0.5454,0.8552,OK
pro_128k_L14,512,64.48,38.153150000000004,0.5917,0.9326,OK
pro_128k_L14,1024,102.352,66.2345,0.6471,1.007,OK
pro_128k_L30,2,24.088,12.98205,0.5389,1.4266,OK
pro_128k_L30,4,23.761,12.84125,0.5404,1.3578,OK
pro_128k_L30,8,24.241,12.6589,0.5222,1.3174,OK
pro_128k_L30,16,25.5,13.0398,0.5114,1.1108,OK
pro_128k_L30,32,25.932,13.402899999999999,0.5168,1.0928,OK
pro_128k_L30,64,28.71,14.118049999999998,0.4918,1.0835,OK
pro_128k_L30,128,31.535,15.15985,0.4807,1.0376,OK
pro_128k_L30,256,38.009,20.974,0.5518,0.8875,OK
pro_128k_L30,512,65.223,39.23955,0.6016,0.962,OK
pro_128k_L30,1024,103.55,68.30455,0.6596,1.0393,OK
pro_128k_L46,2,23.987,14.2463,0.5939,1.6063,OK
pro_128k_L46,4,23.845,13.9871,0.5866,1.5599,OK
pro_128k_L46,8,24.937,13.7391,0.551,1.4637,OK
pro_128k_L46,16,24.986,14.16625,0.567,1.1247,OK
pro_128k_L46,32,26.302,14.51825,0.552,1.1096,OK
pro_128k_L46,64,31.985,15.2127,0.4756,1.0964,OK
pro_128k_L46,128,31.509,16.08955,0.5106,1.0442,OK
pro_128k_L46,256,38.354,22.27665,0.5808,0.8778,OK
pro_128k_L46,512,66.399,41.846,0.6302,0.9364,OK
pro_128k_L46,1024,106.215,73.11460000000001,0.6884,1.0116,OK
pro_16k_L14,2,14.972,9.5183,0.6358,1.5645,OK
pro_16k_L14,4,15.094,9.4719,0.6275,1.5373,OK
pro_16k_L14,8,15.15,9.739049999999999,0.6428,1.5725,OK
pro_16k_L14,16,15.491,9.539,0.6158,1.458,OK
pro_16k_L14,32,15.624,9.671850000000001,0.619,1.4652,OK
pro_16k_L14,64,15.752,9.8479,0.6252,1.4677,OK
pro_16k_L14,128,16.044,10.12945,0.6313,1.4429,OK
pro_16k_L14,256,20.006,11.913450000000001,0.5955,0.9949,OK
pro_16k_L14,512,35.262,21.59655,0.6125,1.0005,OK
pro_16k_L14,1024,55.522,39.46515,0.7108,1.002,OK
pro_16k_L30,2,14.088,9.20305,0.6533,1.6026,OK
pro_16k_L30,4,14.23,9.3567,0.6575,1.5589,OK
pro_16k_L30,8,14.242,9.196549999999998,0.6457,1.5212,OK
pro_16k_L30,16,14.589,9.56465,0.6556,1.5052,OK
pro_16k_L30,32,14.716,9.7503,0.6626,1.5036,OK
pro_16k_L30,64,14.892,9.883149999999999,0.6637,1.4873,OK
pro_16k_L30,128,15.226,10.19195,0.6694,1.4743,OK
pro_16k_L30,256,19.052,11.9982,0.6298,0.9975,OK
pro_16k_L30,512,33.471,21.730900000000002,0.6492,1.0009,OK
pro_16k_L30,1024,52.553,39.783449999999995,0.757,1.0076,OK
pro_16k_L46,2,15.315,8.9871,0.5868,1.2202,OK
pro_16k_L46,4,15.445,9.2095,0.5963,1.2422,OK
pro_16k_L46,8,15.549,8.9743,0.5772,1.208,OK
pro_16k_L46,16,15.579,9.377450000000001,0.6019,1.2661,OK
pro_16k_L46,32,15.739,9.5039,0.6038,1.2688,OK
pro_16k_L46,64,15.908,9.70075,0.6098,1.2744,OK
pro_16k_L46,128,16.13,10.007950000000001,0.6205,1.2697,OK
pro_16k_L46,256,19.909,11.73915,0.5896,0.9694,OK
pro_16k_L46,512,35.359,21.17105,0.5988,0.9695,OK
pro_16k_L46,1024,55.485,38.906949999999995,0.7012,0.9761,OK
pro_256k_L14,2,24.394,14.492700000000001,0.5941,1.4037,OK
pro_256k_L14,4,24.356,14.54385,0.5971,1.362,OK
pro_256k_L14,8,24.582,14.948649999999999,0.6081,1.3608,OK
pro_256k_L14,16,26.696,15.33105,0.5743,0.9881,OK
pro_256k_L14,32,28.218,16.18225,0.5735,1.1088,OK
pro_256k_L14,64,31.314,18.6158,0.5945,1.0366,OK
pro_256k_L14,128,36.17,20.86695,0.5769,0.9291,OK
pro_256k_L14,256,47.161,32.5373,0.6899,0.9025,OK
pro_256k_L14,512,81.795,61.887449999999994,0.7566,0.933,OK
pro_256k_L14,1024,132.016,103.7718,0.7861,0.9719,OK
pro_256k_L30,2,25.13,13.6591,0.5435,1.1871,OK
pro_256k_L30,4,25.954,14.21425,0.5477,1.2162,OK
pro_256k_L30,8,28.503,14.59825,0.5122,1.1996,OK
pro_256k_L30,16,27.649,14.823649999999999,0.5361,0.9518,OK
pro_256k_L30,32,29.253,15.844299999999999,0.5416,1.0553,OK
pro_256k_L30,64,32.662,18.5422,0.5677,1.0306,OK
pro_256k_L30,128,36.668,20.58205,0.5613,0.9264,OK
pro_256k_L30,256,47.191,32.313,0.6847,0.8704,OK
pro_256k_L30,512,81.754,61.3527,0.7505,0.8924,OK
pro_256k_L30,1024,134.716,101.69765,0.7549,0.9164,OK
pro_256k_L46,2,26.321,14.08625,0.5352,1.3452,OK
pro_256k_L46,4,26.359,14.6031,0.554,1.383,OK
pro_256k_L46,8,26.953,15.01595,0.5571,1.3787,OK
pro_256k_L46,16,28.991,15.27015,0.5267,0.9977,OK
pro_256k_L46,32,29.52,16.2381,0.5501,1.1178,OK
pro_256k_L46,64,33.06,18.8831,0.5712,1.06,OK
pro_256k_L46,128,37.162,20.75025,0.5584,0.9829,OK
pro_256k_L46,256,48.484,32.68775,0.6742,0.9591,OK
pro_256k_L46,512,84.648,62.484300000000005,0.7382,0.9937,OK
pro_256k_L46,1024,136.371,103.71435000000001,0.7605,1.0081,OK
pro_32k_L14,2,22.399,11.3903,0.5085,1.4847,OK
pro_32k_L14,4,23.817,11.444700000000001,0.4805,1.4888,OK
pro_32k_L14,8,23.771,11.44155,0.4813,1.4802,OK
pro_32k_L14,16,24.6,11.657549999999999,0.4739,1.4646,OK
pro_32k_L14,32,25.038,11.73105,0.4685,1.4268,OK
pro_32k_L14,64,25.281,11.9662,0.4733,1.412,OK
pro_32k_L14,128,27.811,12.510200000000001,0.4498,1.4054,OK
pro_32k_L14,256,31.556,14.90865,0.4725,1.2251,OK
pro_32k_L14,512,52.231,27.4525,0.5256,1.302,OK
pro_32k_L14,1024,81.432,50.538650000000004,0.6206,1.3686,OK
pro_32k_L30,2,23.911,10.6238,0.4443,1.3099,OK
pro_32k_L30,4,23.885,10.7887,0.4517,1.3198,OK
pro_32k_L30,8,24.64,10.80945,0.4387,1.3114,OK
pro_32k_L30,16,24.296,11.04785,0.4547,1.3406,OK
pro_32k_L30,32,24.932,11.35345,0.4554,1.3516,OK
pro_32k_L30,64,24.925,11.5438,0.4631,1.3468,OK
pro_32k_L30,128,27.448,12.05575,0.4392,1.3419,OK
pro_32k_L30,256,31.659,14.82545,0.4683,1.1077,OK
pro_32k_L30,512,53.697,26.927599999999998,0.5015,1.1518,OK
pro_32k_L30,1024,81.474,48.85535,0.5996,1.1775,OK
pro_32k_L46,2,25.398,9.4383,0.3716,1.0851,OK
pro_32k_L46,4,25.575,9.6607,0.3777,1.1048,OK
pro_32k_L46,8,25.575,9.625549999999999,0.3764,1.0952,OK
