cell,BS,arm_us,pr_us,x_arm,x_v3,exact
flash_1024k_L10,2,31.014,21.1133,0.6808,2.0048,OK
flash_1024k_L10,4,31.208,21.658900000000003,0.694,1.9016,OK
flash_1024k_L10,8,32.569,23.148400000000002,0.7108,1.6653,OK
flash_1024k_L10,16,35.93,23.990099999999998,0.6677,1.0553,OK
flash_1024k_L10,32,39.882,27.13085,0.6803,1.063,OK
flash_1024k_L10,64,48.492,39.78515,0.8205,1.1784,OK
flash_1024k_L10,128,64.578,81.6164,1.2638,1.3063,OK
flash_1024k_L10,256,98.225,151.95795,1.547,1.3018,OK
flash_1024k_L10,512,176.813,271.70509999999996,1.5367,1.2914,OK
flash_1024k_L10,1024,269.664,519.713,1.9273,1.2959,OK
flash_1024k_L22,2,29.572,20.81905,0.704,1.8004,OK
flash_1024k_L22,4,30.405,21.433349999999997,0.7049,1.7498,OK
flash_1024k_L22,8,31.786,23.1869,0.7295,1.6818,OK
flash_1024k_L22,16,35.286,24.12295,0.6836,1.0595,OK
flash_1024k_L22,32,38.885,27.1644,0.6986,1.079,OK
flash_1024k_L22,64,47.485,39.0539,0.8224,1.1574,OK
flash_1024k_L22,128,63.787,80.88865,1.2681,1.298,OK
flash_1024k_L22,256,98.044,151.04935,1.5406,1.2953,OK
flash_1024k_L22,512,175.827,271.1442,1.5421,1.2878,OK
flash_1024k_L22,1024,267.625,517.36995,1.9332,1.2875,OK
flash_1024k_L34,2,28.469,19.4157,0.682,1.8401,OK
flash_1024k_L34,4,29.281,20.09095,0.6861,1.7547,OK
flash_1024k_L34,8,30.758,22.1757,0.721,1.5964,OK
flash_1024k_L34,16,34.182,23.011,0.6732,1.016,OK
flash_1024k_L34,32,38.018,26.01725,0.6843,1.0291,OK
flash_1024k_L34,64,46.238,38.305099999999996,0.8284,1.1283,OK
flash_1024k_L34,128,61.33,62.27285,1.0154,0.993,OK
flash_1024k_L34,256,94.149,108.2084,1.1493,0.9264,OK
flash_1024k_L34,512,169.585,198.40570000000002,1.1699,0.9411,OK
flash_1024k_L34,1024,259.601,374.5765,1.4429,0.9301,OK
flash_128k_L10,2,28.639,12.479899999999999,0.4358,1.4962,OK
flash_128k_L10,4,29.136,12.77915,0.4386,1.4783,OK
flash_128k_L10,8,29.178,12.736,0.4365,1.4388,OK
flash_128k_L10,16,30.03,13.23335,0.4407,1.2497,OK
flash_128k_L10,32,31.053,13.70825,0.4414,1.2263,OK
flash_128k_L10,64,33.499,14.2942,0.4267,1.1956,OK
flash_128k_L10,128,36.361,15.33735,0.4218,1.1352,OK
flash_128k_L10,256,43.359,20.934099999999997,0.4828,0.9655,OK
flash_128k_L10,512,72.705,38.92275,0.5354,1.0195,OK
flash_128k_L10,1024,113.707,67.77515,0.5961,1.0945,OK
flash_128k_L22,2,28.223,11.468549999999999,0.4063,1.4856,OK
flash_128k_L22,4,28.925,11.788549999999999,0.4076,1.4648,OK
flash_128k_L22,8,28.81,11.82855,0.4106,1.4305,OK
flash_128k_L22,16,29.816,12.331,0.4136,1.2383,OK
flash_128k_L22,32,30.7,12.731,0.4147,1.2156,OK
flash_128k_L22,64,33.247,13.3615,0.4019,1.1836,OK
flash_128k_L22,128,35.459,14.383799999999999,0.4056,1.1112,OK
flash_128k_L22,256,42.878,19.747,0.4605,0.9453,OK
flash_128k_L22,512,70.092,36.876349999999995,0.5261,1.009,OK
flash_128k_L22,1024,111.035,63.5673,0.5725,1.0793,OK
flash_128k_L34,2,28.404,11.815850000000001,0.416,1.5248,OK
flash_128k_L34,4,28.757,11.9599,0.4159,1.5241,OK
flash_128k_L34,8,29.062,12.0271,0.4138,1.4947,OK
flash_128k_L34,16,29.592,12.483,0.4218,1.2304,OK
flash_128k_L34,32,30.526,12.7757,0.4185,1.2084,OK
flash_128k_L34,64,32.77,13.423950000000001,0.4096,1.1763,OK
flash_128k_L34,128,35.035,14.4527,0.4125,1.1113,OK
flash_128k_L34,256,42.25,19.69565,0.4662,0.9377,OK
flash_128k_L34,512,70.726,36.83945,0.5209,0.9971,OK
flash_128k_L34,1024,111.134,63.7624,0.5737,1.0746,OK
flash_16k_L10,2,15.148,8.92,0.5889,1.9616,OK
flash_16k_L10,4,15.114,8.820450000000001,0.5836,1.8965,OK
flash_16k_L10,8,15.248,9.02075,0.5916,1.9247,OK
flash_16k_L10,16,15.615,9.211,0.5899,1.8213,OK
flash_16k_L10,32,15.615,9.288,0.5948,1.8159,OK
flash_16k_L10,64,15.897,9.54195,0.6002,1.8002,OK
flash_16k_L10,128,16.172,9.77735,0.6046,1.7615,OK
flash_16k_L10,256,19.902,11.379100000000001,0.5718,1.0861,OK
flash_16k_L10,512,34.894,20.5533,0.589,1.0974,OK
flash_16k_L10,1024,54.772,36.89395,0.6736,1.0934,OK
flash_16k_L22,2,16.374,8.52635,0.5207,1.3441,OK
flash_16k_L22,4,16.573,8.705549999999999,0.5253,1.3671,OK
flash_16k_L22,8,16.655,8.67665,0.521,1.3584,OK
flash_16k_L22,16,16.65,8.9086,0.535,1.3897,OK
flash_16k_L22,32,16.834,9.02535,0.5361,1.3975,OK
flash_16k_L22,64,16.964,9.211049999999998,0.543,1.3998,OK
flash_16k_L22,128,17.231,9.54235,0.5538,1.3903,OK
flash_16k_L22,256,21.299,10.961549999999999,0.5147,0.9202,OK
flash_16k_L22,512,37.83,19.926099999999998,0.5267,0.9269,OK
flash_16k_L22,1024,59.324,35.79475,0.6034,0.9181,OK
flash_16k_L34,2,15.16,8.51665,0.5618,1.3724,OK
flash_16k_L34,4,15.355,8.61585,0.5611,1.3907,OK
flash_16k_L34,8,15.391,8.73745,0.5677,1.4092,OK
flash_16k_L34,16,15.409,8.7711,0.5692,1.4104,OK
flash_16k_L34,32,15.542,9.02225,0.5805,1.4392,OK
flash_16k_L34,64,15.7,9.251,0.5892,1.4462,OK
flash_16k_L34,128,15.951,9.52465,0.5971,1.4452,OK
flash_16k_L34,256,20.102,10.9566,0.545,0.922,OK
flash_16k_L34,512,35.357,19.78855,0.5597,0.9254,OK
flash_16k_L34,1024,55.566,35.564099999999996,0.64,0.9149,OK
flash_256k_L10,2,28.425,14.06705,0.4949,1.3909,OK
flash_256k_L10,4,29.098,14.307,0.4917,1.3647,OK
flash_256k_L10,8,29.386,14.61895,0.4975,1.3495,OK
flash_256k_L10,16,30.498,14.9888,0.4915,1.1135,OK
flash_256k_L10,32,32.353,15.8542,0.49,0.9483,OK
flash_256k_L10,64,35.615,18.2238,0.5117,0.9947,OK
flash_256k_L10,128,40.21,20.356450000000002,0.5063,0.9697,OK
flash_256k_L10,256,52.069,31.7261,0.6093,0.9393,OK
flash_256k_L10,512,89.687,60.22005,0.6714,0.9615,OK
flash_256k_L10,1024,139.479,100.51065,0.7206,0.9983,OK
flash_256k_L22,2,28.311,13.26705,0.4686,1.1542,OK
flash_256k_L22,4,29.125,13.42855,0.4611,1.1617,OK
flash_256k_L22,8,29.433,13.74385,0.467,1.1557,OK
flash_256k_L22,16,30.185,14.052700000000002,0.4656,1.042,OK
flash_256k_L22,32,31.921,14.9806,0.4693,0.9461,OK
flash_256k_L22,64,35.188,17.699,0.503,1.0236,OK
flash_256k_L22,128,38.693,19.811,0.512,0.881,OK
flash_256k_L22,256,51.235,31.057599999999997,0.6062,0.8414,OK
flash_256k_L22,512,87.582,58.86645,0.6721,0.8576,OK
flash_256k_L22,1024,137.594,98.39245,0.7151,0.8887,OK
flash_256k_L34,2,28.006,13.8094,0.4931,1.4586,OK
flash_256k_L34,4,28.531,13.9502,0.4889,1.4563,OK
flash_256k_L34,8,28.884,14.3919,0.4983,1.4556,OK
flash_256k_L34,16,29.964,14.6814,0.49,1.1968,OK
flash_256k_L34,32,31.453,15.647950000000002,0.4975,1.0271,OK
flash_256k_L34,64,34.893,18.10705,0.5189,1.0945,OK
flash_256k_L34,128,38.123,20.236549999999998,0.5308,1.0133,OK
flash_256k_L34,256,50.438,31.5598,0.6257,0.9643,OK
flash_256k_L34,512,87.522,59.455349999999996,0.6793,0.9815,OK
flash_256k_L34,1024,136.472,99.66755,0.7303,1.0248,OK
flash_32k_L10,2,28.61,8.9424,0.3126,1.1381,OK
flash_32k_L10,4,28.71,8.763200000000001,0.3052,1.1049,OK
flash_32k_L10,8,29.321,9.13115,0.3114,1.1449,OK
