cell,BS,arm_us,pr_us,x_arm,x_v3,exact
pro_32k_L46,2,25.5,9.4383,0.3701,1.0851,OK
pro_32k_L46,4,25.674,9.6607,0.3763,1.1048,OK
pro_32k_L46,8,26.418,9.625549999999999,0.3644,1.0952,OK
pro_32k_L46,16,26.592,9.7839,0.3679,1.1082,OK
pro_32k_L46,32,26.51,9.995149999999999,0.377,1.1134,OK
pro_32k_L46,64,26.643,10.254299999999999,0.3849,1.119,OK
pro_32k_L46,128,28.81,10.8143,0.3754,1.1246,OK
pro_32k_L46,256,33.157,13.01915,0.3927,0.8556,OK
pro_32k_L46,512,54.74,23.619,0.4315,0.8746,OK
pro_32k_L46,1024,84.727,42.7915,0.5051,0.887,OK
pro_4k_L14,2,9.792,9.2765,0.9473,2.1521,OK
pro_4k_L14,4,9.697,9.510399999999999,0.9807,2.2008,OK
pro_4k_L14,8,9.669,9.29755,0.9616,2.1481,OK
pro_4k_L14,16,10.055,9.291049999999998,0.924,2.1387,OK
pro_4k_L14,32,10.185,9.5999,0.9426,2.1742,OK
pro_4k_L14,64,10.281,9.6111,0.9349,2.163,OK
pro_4k_L14,128,10.435,9.849450000000001,0.9439,2.1473,OK
pro_4k_L14,256,11.984,10.844700000000001,0.9049,1.8408,OK
pro_4k_L14,512,21.163,20.190099999999997,0.954,1.9779,OK
pro_4k_L14,1024,32.433,37.91,1.1689,2.0904,OK
pro_4k_L30,2,9.951,9.092600000000001,0.9137,2.0789,OK
pro_4k_L30,4,10.152,9.0127,0.8877,2.0764,OK
pro_4k_L30,8,10.013,9.211049999999998,0.9199,2.0895,OK
pro_4k_L30,16,10.165,9.3582,0.9206,2.1356,OK
pro_4k_L30,32,10.231,9.53415,0.9319,2.1432,OK
pro_4k_L30,64,10.312,9.601450000000002,0.9311,2.1244,OK
pro_4k_L30,128,10.53,9.8463,0.935,2.1329,OK
pro_4k_L30,256,12.006,10.88785,0.9068,1.8581,OK
pro_4k_L30,512,21.099,20.260450000000002,0.9602,2.0016,OK
pro_4k_L30,1024,32.376,37.97215,1.1729,2.1078,OK
pro_4k_L46,2,9.655,9.2272,0.9556,2.3243,OK
pro_4k_L46,4,9.656,9.15675,0.9483,2.3219,OK
pro_4k_L46,8,9.727,9.3935,0.9657,2.3552,OK
pro_4k_L46,16,10.137,9.4863,0.9358,2.2256,OK
pro_4k_L46,32,10.235,9.48315,0.9266,2.1676,OK
pro_4k_L46,64,10.326,9.700700000000001,0.9394,2.1834,OK
pro_4k_L46,128,10.508,9.8191,0.9344,2.1368,OK
pro_4k_L46,256,12.043,10.8384,0.9,1.8575,OK
pro_4k_L46,512,21.117,20.175849999999997,0.9554,1.9791,OK
pro_4k_L46,1024,32.448,37.692800000000005,1.1616,2.0802,OK
pro_512k_L14,2,27.637,15.8527,0.5736,1.5856,OK
pro_512k_L14,4,27.438,16.01905,0.5838,1.5305,OK
pro_512k_L14,8,29.496,17.2447,0.5847,1.5272,OK
pro_512k_L14,16,30.893,17.75015,0.5746,1.1382,OK
pro_512k_L14,32,33.327,18.99505,0.57,1.1108,OK
pro_512k_L14,64,36.728,24.434900000000003,0.6653,1.015,OK
pro_512k_L14,128,45.492,33.03475,0.7262,0.9717,OK
pro_512k_L14,256,61.708,65.57860000000001,1.0627,1.0062,OK
pro_512k_L14,512,110.387,115.7091,1.0482,0.9576,OK
pro_512k_L14,1024,176.495,207.5993,1.1762,0.9921,OK
pro_512k_L30,2,25.519,16.55645,0.6488,1.5722,OK
pro_512k_L30,4,26.311,16.782049999999998,0.6378,1.5446,OK
pro_512k_L30,8,27.511,17.952,0.6525,1.3534,OK
pro_512k_L30,16,28.873,18.4217,0.638,1.061,OK
pro_512k_L30,32,31.41,19.728,0.6281,1.0421,OK
pro_512k_L30,64,35.594,25.12445,0.7059,1.0949,OK
pro_512k_L30,128,42.806,33.64105,0.7859,1.0016,OK
pro_512k_L30,256,60.278,66.62780000000001,1.1053,1.0326,OK
pro_512k_L30,512,105.62,117.75019999999999,1.1148,0.9822,OK
pro_512k_L30,1024,169.405,211.8048,1.2503,1.0207,OK
pro_512k_L46,2,26.338,16.0496,0.6094,1.3942,OK
pro_512k_L46,4,26.07,16.31485,0.6258,1.3937,OK
pro_512k_L46,8,27.727,17.4254,0.6285,1.5255,OK
pro_512k_L46,16,29.201,17.89745,0.6129,1.159,OK
pro_512k_L46,32,32.145,19.28305,0.5999,1.142,OK
pro_512k_L46,64,36.001,24.499,0.6805,0.8548,OK
pro_512k_L46,128,44.164,32.89095,0.7447,0.7665,OK
pro_512k_L46,256,60.714,66.1755,1.09,0.799,OK
pro_512k_L46,512,107.946,116.67755,1.0809,0.743,OK
pro_512k_L46,1024,174.182,209.23515,1.2012,0.7631,OK
pro_64k_L14,2,25.449,11.7902,0.4633,1.1877,OK
pro_64k_L14,4,25.589,11.915149999999999,0.4656,1.1989,OK
pro_64k_L14,8,26.333,11.89095,0.4516,1.189,OK
pro_64k_L14,16,26.117,12.0671,0.462,1.2031,OK
pro_64k_L14,32,26.143,12.1775,0.4658,1.192,OK
pro_64k_L14,64,28.124,12.63995,0.4494,1.1718,OK
pro_64k_L14,128,31.481,13.481399999999999,0.4282,1.1453,OK
pro_64k_L14,256,35.848,17.0688,0.4761,0.9972,OK
pro_64k_L14,512,60.3,31.3213,0.5194,1.0446,OK
pro_64k_L14,1024,94.997,57.159349999999996,0.6017,1.1128,OK
pro_64k_L30,2,24.637,10.6494,0.4323,0.9888,OK
pro_64k_L30,4,24.46,10.48785,0.4288,0.9681,OK
pro_64k_L30,8,24.752,10.364600000000001,0.4187,0.9468,OK
pro_64k_L30,16,25.446,10.72945,0.4217,0.9864,OK
pro_64k_L30,32,25.281,11.08145,0.4383,0.9988,OK
pro_64k_L30,64,27.04,11.4894,0.4249,0.9885,OK
pro_64k_L30,128,29.842,12.313450000000001,0.4126,0.9705,OK
pro_64k_L30,256,34.725,15.366200000000001,0.4425,0.8416,OK
pro_64k_L30,512,57.728,27.95965,0.4843,0.8717,OK
pro_64k_L30,1024,90.257,51.04755,0.5656,0.9241,OK
pro_64k_L46,2,23.928,12.5312,0.5237,1.214,OK
pro_64k_L46,4,24.369,12.19035,0.5002,1.177,OK
pro_64k_L46,8,24.751,12.09105,0.4885,1.1517,OK
pro_64k_L46,16,25.04,12.43195,0.4965,1.1519,OK
pro_64k_L46,32,26.258,12.6895,0.4833,1.147,OK
pro_64k_L46,64,26.929,13.13105,0.4876,1.133,OK
pro_64k_L46,128,30.101,13.98705,0.4647,1.1111,OK
pro_64k_L46,256,34.888,17.7374,0.5084,1.0583,OK
pro_64k_L46,512,59.318,32.4653,0.5473,1.1109,OK
pro_64k_L46,1024,91.66,58.85705,0.6421,1.1804,OK
pro_8k_L14,2,12.647,8.60625,0.6805,1.7109,OK
pro_8k_L14,4,12.726,8.58385,0.6745,1.7255,OK
pro_8k_L14,8,12.864,8.52155,0.6624,1.6882,OK
pro_8k_L14,16,12.819,8.571200000000001,0.6686,1.6848,OK
pro_8k_L14,32,12.89,8.64475,0.6707,1.6842,OK
pro_8k_L14,64,13.077,8.9679,0.6858,1.7132,OK
pro_8k_L14,128,13.252,9.13905,0.6897,1.6963,OK
pro_8k_L14,256,15.628,10.399899999999999,0.6655,1.261,OK
pro_8k_L14,512,27.823,19.039849999999998,0.6843,1.3098,OK
pro_8k_L14,1024,43.187,34.79325,0.8056,1.3268,OK
pro_8k_L30,2,12.308,8.7071,0.7074,1.9815,OK
pro_8k_L30,4,12.536,8.9966,0.7177,2.0238,OK
pro_8k_L30,8,12.466,8.835,0.7087,1.9755,OK
pro_8k_L30,16,12.808,9.137450000000001,0.7134,1.9159,OK
pro_8k_L30,32,12.923,9.2751,0.7177,1.891,OK
pro_8k_L30,64,13.053,9.4734,0.7257,1.909,OK
pro_8k_L30,128,13.216,9.63665,0.7291,1.8735,OK
pro_8k_L30,256,15.834,11.2079,0.7078,1.3659,OK
pro_8k_L30,512,27.857,20.6508,0.7413,1.4319,OK
pro_8k_L30,1024,43.254,37.340300000000006,0.8633,1.434,OK
pro_8k_L46,2,12.484,8.816,0.7062,1.9191,OK
pro_8k_L46,4,12.639,9.14075,0.7232,1.9511,OK
pro_8k_L46,8,12.62,8.929549999999999,0.7076,1.9066,OK
pro_8k_L46,16,12.877,9.11515,0.7078,1.8155,OK
pro_8k_L46,32,13.103,9.2096,0.7029,1.8181,OK
pro_8k_L46,64,13.168,9.4048,0.7142,1.825,OK
pro_8k_L46,128,13.369,9.631950000000002,0.7205,1.7938,OK
pro_8k_L46,256,16.008,11.14225,0.696,1.4571,OK
pro_8k_L46,512,27.998,20.39815,0.7285,1.5343,OK
pro_8k_L46,1024,43.665,37.28935,0.854,1.5793,OK
v32_128k_L14,2,31.829,20.79975,0.6535,1.9189,OK
v32_128k_L14,4,33.712,20.92455,0.6207,1.8928,OK
v32_128k_L14,8,36.154,22.7181,0.6284,1.2604,OK
v32_128k_L14,16,38.182,23.0798,0.6045,1.3836,OK
v32_128k_L14,32,39.553,24.3549,0.6157,1.3654,OK
v32_128k_L14,64,43.725,27.70205,0.6336,1.0252,OK
v32_128k_L14,128,53.102,35.27425,0.6643,1.0089,OK
v32_128k_L14,256,68.668,68.34635,0.9953,1.0222,OK
v32_128k_L14,512,121.548,121.25935000000001,0.9976,0.9779,OK
v32_128k_L14,1024,191.46,217.88375,1.138,1.0155,OK
v32_128k_L34,2,33.584,18.3214,0.5455,1.6234,OK
v32_128k_L34,4,35.15,18.5326,0.5272,1.5616,OK
v32_128k_L34,8,38.716,19.862099999999998,0.513,1.4291,OK
v32_128k_L34,16,39.454,20.20615,0.5121,1.2046,OK
v32_128k_L34,32,40.869,21.635,0.5294,1.1979,OK
v32_128k_L34,64,44.577,25.61105,0.5745,1.0804,OK
v32_128k_L34,128,53.718,34.516349999999996,0.6426,1.0174,OK
v32_128k_L34,256,69.61,67.41355,0.9684,1.0404,OK
v32_128k_L34,512,126.383,120.0945,0.9502,0.9987,OK
v32_128k_L34,1024,201.878,215.5556,1.0678,1.0366,OK
v32_128k_L54,2,31.71,19.690900000000003,0.621,1.8705,OK
v32_128k_L54,4,32.932,20.13895,0.6115,1.8314,OK
v32_128k_L54,8,35.247,21.1919,0.6012,1.65,OK
v32_128k_L54,16,36.573,21.603,0.5907,1.328,OK
v32_128k_L54,32,38.04,23.050900000000002,0.606,1.3163,OK
v32_128k_L54,64,42.12,27.042849999999998,0.642,1.1354,OK
v32_128k_L54,128,51.392,34.6252,0.6737,1.0337,OK
v32_128k_L54,256,67.404,67.20230000000001,0.997,1.0477,OK
v32_128k_L54,512,117.084,119.35195,1.0194,1.0026,OK
v32_128k_L54,1024,186.538,215.43075,1.1549,1.0441,OK
v32_16k_L14,2,29.957,14.553450000000002,0.4858,1.3689,OK
v32_16k_L14,4,30.608,14.25255,0.4657,1.3254,OK
v32_16k_L14,8,30.685,14.25265,0.4645,1.3277,OK
v32_16k_L14,16,30.655,14.46385,0.4718,1.3388,OK
v32_16k_L14,32,30.772,14.6749,0.4769,1.339,OK
v32_16k_L14,64,33.354,15.0015,0.4498,1.3066,OK
v32_16k_L14,128,36.193,15.702200000000001,0.4338,1.2518,OK
v32_16k_L14,256,42.525,19.95025,0.4691,1.1103,OK
v32_16k_L14,512,72.947,37.148300000000006,0.5093,1.1783,OK
v32_16k_L14,1024,116.048,66.16555,0.5702,1.2362,OK
v32_16k_L34,2,30.935,13.96625,0.4515,1.2358,OK
v32_16k_L34,4,30.822,13.70065,0.4445,1.2094,OK
v32_16k_L34,8,30.977,13.8575,0.4473,1.2158,OK
v32_16k_L34,16,31.018,13.9454,0.4496,1.2205,OK
v32_16k_L34,32,31.589,14.16615,0.4485,1.2215,OK
v32_16k_L34,64,33.366,14.55975,0.4364,1.1992,OK
v32_16k_L34,128,36.006,15.3758,0.427,1.1693,OK
v32_16k_L34,256,42.742,20.302400000000002,0.475,1.0335,OK
v32_16k_L34,512,73.953,37.6443,0.509,1.0898,OK
v32_16k_L34,1024,117.901,68.81830000000001,0.5837,1.1597,OK
v32_16k_L54,2,29.271,13.93745,0.4761,1.3852,OK
v32_16k_L54,4,30.727,14.1919,0.4619,1.4085,OK
v32_16k_L54,8,30.521,13.999799999999999,0.4587,1.3862,OK
v32_16k_L54,16,30.969,14.39505,0.4648,1.3747,OK
v32_16k_L54,32,31.458,14.755,0.469,1.3722,OK
v32_16k_L54,64,33.09,15.1806,0.4588,1.3423,OK
v32_16k_L54,128,35.152,16.09105,0.4578,1.3045,OK
v32_16k_L54,256,41.829,20.3789,0.4872,1.2068,OK
v32_16k_L54,512,71.962,38.36425,0.5331,1.2945,OK
v32_16k_L54,1024,114.271,68.8887,0.6029,1.3778,OK
v32_256k_L14,2,38.13,21.95015,0.5757,1.9511,OK
v32_256k_L14,4,39.756,22.17415,0.5578,1.9337,OK
v32_256k_L14,8,42.136,24.7885,0.5883,1.8545,OK
v32_256k_L14,16,44.952,25.31805,0.5632,1.1861,OK
v32_256k_L14,32,46.582,26.8796,0.577,1.2061,OK
v32_256k_L14,64,53.63,32.8204,0.612,1.1492,OK
v32_256k_L14,128,65.304,49.689,0.7609,1.1562,OK
v32_256k_L14,256,85.183,103.25795,1.2122,1.2779,OK
v32_256k_L14,512,147.409,187.82175,1.2742,1.2663,OK
v32_256k_L14,1024,231.911,340.7911,1.4695,1.3285,OK
v32_256k_L34,2,36.577,22.094,0.604,2.0318,OK
v32_256k_L34,4,37.935,22.2765,0.5872,1.9909,OK
v32_256k_L34,8,41.016,23.7007,0.5778,1.9113,OK
v32_256k_L34,16,40.241,24.282799999999998,0.6034,1.2487,OK
v32_256k_L34,32,44.026,25.8349,0.5868,1.199,OK
v32_256k_L34,64,50.343,29.754849999999998,0.591,1.1377,OK
v32_256k_L34,128,60.496,45.28915,0.7486,1.0828,OK
v32_256k_L34,256,80.943,82.0758,1.014,1.0331,OK
v32_256k_L34,512,137.039,148.78375,1.0857,1.0243,OK
v32_256k_L34,1024,222.24,265.80940000000004,1.196,1.0606,OK
v32_256k_L54,2,36.089,19.92935,0.5522,1.8932,OK
v32_256k_L54,4,37.789,20.350150000000003,0.5385,1.8355,OK
v32_256k_L54,8,39.869,21.844450000000002,0.5479,1.6883,OK
v32_256k_L54,16,38.878,22.4045,0.5763,1.1013,OK
v32_256k_L54,32,42.147,23.87975,0.5666,1.0403,OK
v32_256k_L54,64,48.259,28.812450000000002,0.597,1.0542,OK
v32_256k_L54,128,58.432,44.75305,0.7659,1.0457,OK
v32_256k_L54,256,79.335,79.6614,1.0041,0.9811,OK
v32_256k_L54,512,135.056,143.9821,1.0661,0.9667,OK
v32_256k_L54,1024,216.86,257.2125,1.1861,1.0065,OK
v32_32k_L14,2,30.31,17.1438,0.5656,1.5801,OK
v32_32k_L14,4,32.608,17.318150000000003,0.5311,1.5539,OK
v32_32k_L14,8,31.671,17.258950000000002,0.5449,1.5259,OK
v32_32k_L14,16,33.087,17.252650000000003,0.5214,1.2296,OK
v32_32k_L14,32,33.663,17.6334,0.5238,1.2098,OK
v32_32k_L14,64,35.347,18.043,0.5104,1.1911,OK
v32_32k_L14,128,38.442,19.08935,0.4966,1.139,OK
v32_32k_L14,256,44.895,25.5245,0.5685,0.9346,OK
v32_32k_L14,512,78.687,48.09075,0.6112,0.9897,OK
v32_32k_L14,1024,124.034,82.9222,0.6685,1.0388,OK
v32_32k_L34,2,32.123,16.63655,0.5179,1.5828,OK
v32_32k_L34,4,32.989,16.70055,0.5062,1.584,OK
v32_32k_L34,8,33.883,16.91345,0.4992,1.5742,OK
v32_32k_L34,16,34.344,16.77735,0.4885,1.2817,OK
v32_32k_L34,32,34.612,17.24425,0.4982,1.2711,OK
v32_32k_L34,64,36.837,17.56945,0.4769,1.2372,OK
v32_32k_L34,128,40.583,18.86215,0.4648,1.2009,OK
v32_32k_L34,256,47.982,26.2093,0.5462,0.9046,OK
v32_32k_L34,512,85.783,48.8715,0.5697,0.9468,OK
v32_32k_L34,1024,134.673,85.80375,0.6371,0.9976,OK
v32_32k_L54,2,32.035,16.5917,0.5179,1.2825,OK
v32_32k_L54,4,32.97,16.74225,0.5078,1.2885,OK
v32_32k_L54,8,33.609,16.9533,0.5044,1.2907,OK
v32_32k_L54,16,33.695,17.4894,0.519,1.2474,OK
v32_32k_L54,32,34.349,17.9198,0.5217,1.2344,OK
v32_32k_L54,64,36.896,18.38375,0.4983,1.222,OK
v32_32k_L54,128,40.097,19.670099999999998,0.4906,1.1902,OK
v32_32k_L54,256,46.46,25.956400000000002,0.5587,0.9562,OK
v32_32k_L54,512,81.126,48.988150000000005,0.6039,1.0193,OK
v32_32k_L54,1024,129.182,84.94460000000001,0.6576,1.0754,OK
v32_4k_L14,2,16.173,11.931149999999999,0.7377,1.9947,OK
v32_4k_L14,4,16.292,11.803049999999999,0.7245,1.879,OK
v32_4k_L14,8,16.365,11.732700000000001,0.7169,1.8668,OK
v32_4k_L14,16,16.695,11.767850000000001,0.7049,1.7902,OK
v32_4k_L14,32,16.87,11.7935,0.6991,1.7695,OK
v32_4k_L14,64,17.069,11.98715,0.7023,1.7534,OK
v32_4k_L14,128,17.43,12.3758,0.71,1.7338,OK
v32_4k_L14,256,21.483,14.83985,0.6908,1.1976,OK
v32_4k_L14,512,38.247,27.2894,0.7135,1.2308,OK
v32_4k_L14,1024,59.837,48.8506,0.8164,1.213,OK
v32_4k_L34,2,16.228,11.862200000000001,0.731,1.6342,OK
v32_4k_L34,4,16.147,11.8111,0.7315,1.6083,OK
v32_4k_L34,8,16.293,11.63025,0.7138,1.5769,OK
v32_4k_L34,16,16.57,11.63995,0.7025,1.5221,OK
v32_4k_L34,32,16.844,11.7615,0.6983,1.5174,OK
v32_4k_L34,64,17.021,11.9311,0.701,1.5154,OK
v32_4k_L34,128,17.331,12.3261,0.7112,1.5058,OK
v32_4k_L34,256,21.671,14.81425,0.6836,1.1963,OK
v32_4k_L34,512,38.408,27.134,0.7065,1.2274,OK
v32_4k_L34,1024,60.155,48.54825,0.8071,1.2111,OK
v32_4k_L54,2,17.002,11.17235,0.6571,1.7206,OK
v32_4k_L54,4,17.056,11.1328,0.6527,1.7262,OK
v32_4k_L54,8,17.031,11.30695,0.6639,1.7275,OK
v32_4k_L54,16,17.156,11.4841,0.6694,1.7371,OK
v32_4k_L54,32,17.296,11.70715,0.6769,1.7413,OK
v32_4k_L54,64,17.492,11.97225,0.6845,1.7511,OK
v32_4k_L54,128,17.755,12.52785,0.7056,1.7755,OK
v32_4k_L54,256,21.888,15.0622,0.6882,1.2326,OK
v32_4k_L54,512,39.091,27.551650000000002,0.7048,1.2565,OK
v32_4k_L54,1024,61.151,49.812050000000006,0.8146,1.2594,OK
v32_64k_L14,2,32.007,19.5422,0.6106,1.5665,OK
v32_64k_L14,4,32.157,19.62695,0.6104,1.5611,OK
v32_64k_L14,8,33.971,19.889400000000002,0.5855,1.5121,OK
v32_64k_L14,16,35.744,20.3277,0.5687,1.1997,OK
v32_64k_L14,32,36.889,21.1102,0.5723,1.1822,OK
v32_64k_L14,64,39.255,23.6525,0.6025,1.2239,OK
v32_64k_L14,128,43.88,23.42375,0.5338,1.0022,OK
v32_64k_L14,256,54.545,37.0032,0.6784,0.9887,OK
v32_64k_L14,512,97.92,69.64395,0.7112,0.9971,OK
v32_64k_L14,1024,155.531,115.17885000000001,0.7406,1.0236,OK
v32_64k_L34,2,33.321,20.763,0.6231,1.6534,OK
v32_64k_L34,4,33.828,20.7677,0.6139,1.6068,OK
v32_64k_L34,8,36.597,21.1182,0.5771,1.591,OK
v32_64k_L34,16,37.814,21.4142,0.5663,1.3255,OK
v32_64k_L34,32,38.373,22.29725,0.5811,1.3023,OK
v32_64k_L34,64,41.098,25.294150000000002,0.6155,1.3522,OK
v32_64k_L34,128,46.539,24.313200000000002,0.5224,1.0448,OK
v32_64k_L34,256,56.442,38.748400000000004,0.6865,0.8353,OK
v32_64k_L34,512,104.116,73.77664999999999,0.7086,0.8632,OK
v32_64k_L34,1024,163.764,122.63369999999999,0.7488,0.8662,OK
v32_64k_L54,2,33.786,19.299049999999998,0.5712,1.5435,OK
v32_64k_L54,4,36.387,19.59505,0.5385,1.5558,OK
v32_64k_L54,8,36.554,19.83015,0.5425,1.5438,OK
v32_64k_L54,16,36.837,20.332549999999998,0.552,1.0945,OK
v32_64k_L54,32,38.095,21.0892,0.5536,1.0846,OK
v32_64k_L54,64,40.783,24.242900000000002,0.5944,1.1602,OK
v32_64k_L54,128,45.652,25.0285,0.5482,1.0298,OK
v32_64k_L54,256,55.666,39.21705,0.7045,0.8472,OK
v32_64k_L54,512,100.776,74.431,0.7386,0.8785,OK
v32_64k_L54,1024,159.27,121.88155,0.7653,0.8719,OK
v32_8k_L14,2,29.92,12.60155,0.4212,1.5187,OK
v32_8k_L14,4,31.403,12.6766,0.4037,1.5275,OK
v32_8k_L14,8,31.914,12.499049999999999,0.3916,1.493,OK
v32_8k_L14,16,30.892,12.5518,0.4063,1.4969,OK
v32_8k_L14,32,31.166,12.55665,0.4029,1.4703,OK
v32_8k_L14,64,31.868,12.87505,0.404,1.4681,OK
v32_8k_L14,128,34.505,13.40955,0.3886,1.4684,OK
v32_8k_L14,256,39.589,16.3486,0.413,1.1406,OK
v32_8k_L14,512,67.713,30.3325,0.448,1.2051,OK
v32_8k_L14,1024,106.626,54.852199999999996,0.5144,1.2586,OK
v32_8k_L34,2,31.754,13.6846,0.431,1.6049,OK
v32_8k_L34,4,31.38,13.9341,0.444,1.6261,OK
v32_8k_L34,8,32.876,13.831700000000001,0.4207,1.6197,OK
v32_8k_L34,16,33.061,13.63185,0.4123,1.5412,OK
v32_8k_L34,32,32.935,13.900649999999999,0.4221,1.544,OK
v32_8k_L34,64,33.939,14.1052,0.4156,1.5259,OK
v32_8k_L34,128,36.864,14.703899999999999,0.3989,1.5125,OK
v32_8k_L34,256,41.859,18.47275,0.4413,1.1654,OK
v32_8k_L34,512,71.673,34.041199999999996,0.4749,1.2056,OK
v32_8k_L34,1024,112.691,60.361,0.5356,1.2218,OK
v32_8k_L54,2,30.124,12.35025,0.41,1.3612,OK
v32_8k_L54,4,31.323,12.136,0.3874,1.3375,OK
v32_8k_L54,8,32.336,12.14545,0.3756,1.3343,OK
v32_8k_L54,16,32.871,12.5008,0.3803,1.3272,OK
v32_8k_L54,32,32.606,12.84605,0.394,1.3387,OK
v32_8k_L54,64,33.702,13.0911,0.3884,1.3321,OK
v32_8k_L54,128,36.379,13.84765,0.3807,1.3376,OK
v32_8k_L54,256,41.156,16.9757,0.4125,1.09,OK
v32_8k_L54,512,70.558,31.31155,0.4438,1.1309,OK
v32_8k_L54,1024,110.911,57.0056,0.514,1.1663,OK
