cell,BS,arm_us,pr_us,x_arm,x_v3,exact
flash_1024k_L10,2,29.131,21.1133,0.7248,2.0048,OK
flash_1024k_L10,4,30.421,21.658900000000003,0.712,1.9016,OK
flash_1024k_L10,8,32.083,23.148400000000002,0.7215,1.6653,OK
flash_1024k_L10,16,35.521,23.990099999999998,0.6754,1.0553,OK
flash_1024k_L10,32,38.754,27.13085,0.7001,1.063,OK
flash_1024k_L10,64,45.43,39.78515,0.8758,1.1784,OK
flash_1024k_L10,128,59.404,81.6164,1.3739,1.3063,OK
flash_1024k_L10,256,88.991,151.95795,1.7076,1.3018,OK
flash_1024k_L10,512,148.819,271.70509999999996,1.8257,1.2914,OK
flash_1024k_L10,1024,254.953,519.713,2.0385,1.2959,OK
flash_1024k_L22,2,28.501,20.81905,0.7305,1.8004,OK
flash_1024k_L22,4,29.356,21.433349999999997,0.7301,1.7498,OK
flash_1024k_L22,8,30.678,23.1869,0.7558,1.6818,OK
flash_1024k_L22,16,33.515,24.12295,0.7198,1.0595,OK
flash_1024k_L22,32,36.471,27.1644,0.7448,1.079,OK
flash_1024k_L22,64,43.031,39.0539,0.9076,1.1574,OK
flash_1024k_L22,128,56.952,80.88865,1.4203,1.298,OK
flash_1024k_L22,256,87.329,151.04935,1.7297,1.2953,OK
flash_1024k_L22,512,149.253,271.1442,1.8167,1.2878,OK
flash_1024k_L22,1024,254.343,517.36995,2.0341,1.2875,OK
flash_1024k_L34,2,26.595,19.4157,0.73,1.8401,OK
flash_1024k_L34,4,28.103,20.09095,0.7149,1.7547,OK
flash_1024k_L34,8,30.289,22.1757,0.7321,1.5964,OK
flash_1024k_L34,16,33.174,23.011,0.6937,1.016,OK
flash_1024k_L34,32,36.156,26.01725,0.7196,1.0291,OK
flash_1024k_L34,64,42.492,38.305099999999996,0.9015,1.1283,OK
flash_1024k_L34,128,56.502,62.27285,1.1021,0.993,OK
flash_1024k_L34,256,86.75,108.2084,1.2474,0.9264,OK
flash_1024k_L34,512,145.586,198.40570000000002,1.3628,0.9411,OK
flash_1024k_L34,1024,245.163,374.5765,1.5279,0.9301,OK
flash_128k_L10,2,22.038,12.479899999999999,0.5663,1.4962,OK
flash_128k_L10,4,21.667,12.77915,0.5898,1.4783,OK
flash_128k_L10,8,22.423,12.736,0.568,1.4388,OK
flash_128k_L10,16,23.082,13.23335,0.5733,1.2497,OK
flash_128k_L10,32,23.963,13.70825,0.5721,1.2263,OK
