model,isl,layer,dtype,N,K,s,z,mode,admit,band,miss
flash,128k,6,fp32,32771,512,4096,3.0,iid,1.310546875,0.687744140625,0
flash,128k,6,bf16,32771,512,1024,3.0,strat,1.613037109375,1.38818359375,0
flash,128k,6,bf16,32771,512,1024,3.0,iid,1.721435546875,1.404541015625,0
flash,128k,6,bf16,32771,512,2048,3.0,strat,1.666015625,1.120849609375,0
flash,128k,6,bf16,32771,512,2048,3.0,iid,1.53125,1.01123046875,0
flash,128k,6,bf16,32771,512,4096,3.0,strat,1.363525390625,0.720947265625,0
flash,128k,6,bf16,32771,512,4096,3.0,iid,1.322265625,0.6953125,0
pro,128k,2,fp32,32771,1024,1024,3.0,strat,1.6331787109375,1.181640625,0
pro,128k,2,fp32,32771,1024,1024,3.0,iid,1.542236328125,1.10693359375,0
pro,128k,2,fp32,32771,1024,2048,3.0,strat,1.3653564453125,0.7392578125,0
pro,128k,2,fp32,32771,1024,2048,3.0,iid,1.322265625,0.7371826171875,0
pro,128k,2,fp32,32771,1024,4096,3.0,strat,1.26611328125,0.54248046875,0
pro,128k,2,fp32,32771,1024,4096,3.0,iid,1.251953125,0.5494384765625,0
pro,128k,2,bf16,32771,1024,1024,3.0,strat,1.6351318359375,1.1806640625,0
pro,128k,2,bf16,32771,1024,1024,3.0,iid,1.546875,1.1094970703125,0
pro,128k,2,bf16,32771,1024,2048,3.0,strat,1.3720703125,0.7430419921875,0
pro,128k,2,bf16,32771,1024,2048,3.0,iid,1.3267822265625,0.7388916015625,0
pro,128k,2,bf16,32771,1024,4096,3.0,strat,1.271240234375,0.5445556640625,0
pro,128k,2,bf16,32771,1024,4096,3.0,iid,1.258544921875,0.5543212890625,0
pro,128k,4,fp32,32771,1024,1024,3.0,strat,1.6253662109375,1.1588134765625,0
pro,128k,4,fp32,32771,1024,1024,3.0,iid,1.43359375,0.9573974609375,0
pro,128k,4,fp32,32771,1024,2048,3.0,strat,1.4129638671875,0.7789306640625,0
pro,128k,4,fp32,32771,1024,2048,3.0,iid,1.3133544921875,0.683837890625,0
pro,128k,4,fp32,32771,1024,4096,3.0,strat,1.266357421875,0.535400390625,0
pro,128k,4,fp32,32771,1024,4096,3.0,iid,1.2281494140625,0.481689453125,0
pro,128k,4,bf16,32771,1024,1024,3.0,strat,1.654296875,1.18310546875,0
pro,128k,4,bf16,32771,1024,1024,3.0,iid,1.457275390625,0.978271484375,0
pro,128k,4,bf16,32771,1024,2048,3.0,strat,1.436279296875,0.79052734375,0
pro,128k,4,bf16,32771,1024,2048,3.0,iid,1.330810546875,0.6912841796875,0
pro,128k,4,bf16,32771,1024,4096,3.0,strat,1.2852783203125,0.5445556640625,0
pro,128k,4,bf16,32771,1024,4096,3.0,iid,1.2415771484375,0.4852294921875,0
pro,128k,6,fp32,32771,1024,1024,3.0,strat,1.514892578125,1.064208984375,0
pro,128k,6,fp32,32771,1024,1024,3.0,iid,1.472900390625,1.023193359375,0
pro,128k,6,fp32,32771,1024,2048,3.0,strat,1.3668212890625,0.7481689453125,0
pro,128k,6,fp32,32771,1024,2048,3.0,iid,1.3314208984375,0.7232666015625,0
pro,128k,6,fp32,32771,1024,4096,3.0,strat,1.3104248046875,0.5623779296875,0
pro,128k,6,fp32,32771,1024,4096,3.0,iid,1.2432861328125,0.504638671875,0
pro,128k,6,bf16,32771,1024,1024,3.0,strat,1.5218505859375,1.068115234375,0
pro,128k,6,bf16,32771,1024,1024,3.0,iid,1.4793701171875,1.0269775390625,0
pro,128k,6,bf16,32771,1024,2048,3.0,strat,1.3734130859375,0.752197265625,0
pro,128k,6,bf16,32771,1024,2048,3.0,iid,1.33642578125,0.722900390625,0
pro,128k,6,bf16,32771,1024,4096,3.0,strat,1.3126220703125,0.5562744140625,0
pro,128k,6,bf16,32771,1024,4096,3.0,iid,1.2486572265625,0.504150390625,0
flash,256k,2,fp32,65538,512,1024,3.0,strat,2.24658203125,2.139404296875,0
flash,256k,2,fp32,65538,512,1024,3.0,iid,2.121826171875,1.848388671875,0
flash,256k,2,fp32,65538,512,2048,3.0,strat,1.6748046875,1.468505859375,0
flash,256k,2,fp32,65538,512,2048,3.0,iid,1.8037109375,1.478759765625,0
flash,256k,2,fp32,65538,512,4096,3.0,strat,1.5400390625,1.07958984375,0
flash,256k,2,fp32,65538,512,4096,3.0,iid,1.609375,1.078125,0
flash,256k,2,bf16,65538,512,1024,3.0,strat,2.281005859375,2.168212890625,0
flash,256k,2,bf16,65538,512,1024,3.0,iid,2.16552734375,1.884765625,0
flash,256k,2,bf16,65538,512,2048,3.0,strat,1.717529296875,1.504638671875,0
flash,256k,2,bf16,65538,512,2048,3.0,iid,1.833251953125,1.49853515625,0
flash,256k,2,bf16,65538,512,4096,3.0,strat,1.569580078125,1.090087890625,0
flash,256k,2,bf16,65538,512,4096,3.0,iid,1.64990234375,1.10400390625,0
flash,256k,4,fp32,65538,512,1024,3.0,strat,2.0419921875,1.964599609375,0
flash,256k,4,fp32,65538,512,1024,3.0,iid,1.994873046875,1.940673828125,0
flash,256k,4,fp32,65538,512,2048,3.0,strat,1.6875,1.427734375,0
flash,256k,4,fp32,65538,512,2048,3.0,iid,1.65380859375,1.415771484375,1
flash,256k,4,fp32,65538,512,4096,3.0,strat,1.54443359375,1.073974609375,0
flash,256k,4,fp32,65538,512,4096,3.0,iid,1.39892578125,0.931396484375,1
flash,256k,4,bf16,65538,512,1024,3.0,strat,2.05712890625,1.9794921875,0
flash,256k,4,bf16,65538,512,1024,3.0,iid,2.011962890625,1.957763671875,0
flash,256k,4,bf16,65538,512,2048,3.0,strat,1.697021484375,1.432373046875,0
flash,256k,4,bf16,65538,512,2048,3.0,iid,1.66748046875,1.425537109375,1
flash,256k,4,bf16,65538,512,4096,3.0,strat,1.554931640625,1.076171875,0
flash,256k,4,bf16,65538,512,4096,3.0,iid,1.407470703125,0.935791015625,1
flash,256k,6,fp32,65538,512,1024,3.0,strat,1.881591796875,1.776123046875,0
flash,256k,6,fp32,65538,512,1024,3.0,iid,2.198486328125,2.09326171875,0
flash,256k,6,fp32,65538,512,2048,3.0,strat,1.5966796875,1.3818359375,0
flash,256k,6,fp32,65538,512,2048,3.0,iid,1.644775390625,1.4521484375,0
flash,256k,6,fp32,65538,512,4096,3.0,strat,1.547119140625,1.043701171875,0
flash,256k,6,fp32,65538,512,4096,3.0,iid,1.52490234375,1.07666015625,0
flash,256k,6,bf16,65538,512,1024,3.0,strat,1.8984375,1.791748046875,0
flash,256k,6,bf16,65538,512,1024,3.0,iid,2.20947265625,2.101806640625,0
flash,256k,6,bf16,65538,512,2048,3.0,strat,1.611328125,1.391357421875,0
flash,256k,6,bf16,65538,512,2048,3.0,iid,1.656005859375,1.46044921875,0
flash,256k,6,bf16,65538,512,4096,3.0,strat,1.564697265625,1.0556640625,0
flash,256k,6,bf16,65538,512,4096,3.0,iid,1.53662109375,1.080078125,0
pro,256k,2,fp32,65539,1024,1024,3.0,strat,1.6456298828125,1.3865966796875,0
pro,256k,2,fp32,65539,1024,1024,3.0,iid,1.9017333984375,1.529052734375,0
pro,256k,2,fp32,65539,1024,2048,3.0,strat,1.531005859375,1.080078125,0
pro,256k,2,fp32,65539,1024,2048,3.0,iid,1.6192626953125,1.078369140625,0
pro,256k,2,fp32,65539,1024,4096,3.0,strat,1.458251953125,0.838623046875,0
pro,256k,2,fp32,65539,1024,4096,3.0,iid,1.4259033203125,0.7591552734375,0
pro,256k,2,bf16,65539,1024,1024,3.0,strat,1.6553955078125,1.3948974609375,0
pro,256k,2,bf16,65539,1024,1024,3.0,iid,1.908447265625,1.533203125,0
pro,256k,2,bf16,65539,1024,2048,3.0,strat,1.5374755859375,1.08544921875,0
pro,256k,2,bf16,65539,1024,2048,3.0,iid,1.626220703125,1.0814208984375,0
pro,256k,2,bf16,65539,1024,4096,3.0,strat,1.4677734375,0.8446044921875,0
pro,256k,2,bf16,65539,1024,4096,3.0,iid,1.4395751953125,0.7666015625,0
pro,256k,4,fp32,65539,1024,1024,3.0,strat,1.790283203125,1.51611328125,0
pro,256k,4,fp32,65539,1024,1024,3.0,iid,1.9805908203125,1.60107421875,0
pro,256k,4,fp32,65539,1024,2048,3.0,strat,1.5059814453125,1.073486328125,0
pro,256k,4,fp32,65539,1024,2048,3.0,iid,1.6192626953125,1.0889892578125,0
pro,256k,4,fp32,65539,1024,4096,3.0,strat,1.37548828125,0.747802734375,0
pro,256k,4,fp32,65539,1024,4096,3.0,iid,1.3729248046875,0.7481689453125,0
pro,256k,4,bf16,65539,1024,1024,3.0,strat,1.8331298828125,1.556884765625,0
pro,256k,4,bf16,65539,1024,1024,3.0,iid,2.0130615234375,1.6302490234375,0
pro,256k,4,bf16,65539,1024,2048,3.0,strat,1.532470703125,1.0950927734375,0
pro,256k,4,bf16,65539,1024,2048,3.0,iid,1.656982421875,1.1204833984375,0
pro,256k,4,bf16,65539,1024,4096,3.0,strat,1.3990478515625,0.763671875,0
pro,256k,4,bf16,65539,1024,4096,3.0,iid,1.402099609375,0.7734375,0
pro,256k,6,fp32,65539,1024,1024,3.0,strat,1.680908203125,1.47998046875,0
pro,256k,6,fp32,65539,1024,1024,3.0,iid,1.8629150390625,1.424560546875,0
pro,256k,6,fp32,65539,1024,2048,3.0,strat,1.4866943359375,1.01318359375,0
pro,256k,6,fp32,65539,1024,2048,3.0,iid,1.646484375,1.10791015625,0
pro,256k,6,fp32,65539,1024,4096,3.0,strat,1.3359375,0.746826171875,0
pro,256k,6,fp32,65539,1024,4096,3.0,iid,1.4591064453125,0.7559814453125,0
pro,256k,6,bf16,65539,1024,1024,3.0,strat,1.69873046875,1.4962158203125,0
pro,256k,6,bf16,65539,1024,1024,3.0,iid,1.873046875,1.4302978515625,0
pro,256k,6,bf16,65539,1024,2048,3.0,strat,1.49951171875,1.02294921875,0
pro,256k,6,bf16,65539,1024,2048,3.0,iid,1.6595458984375,1.117431640625,0
pro,256k,6,bf16,65539,1024,4096,3.0,strat,1.343017578125,0.7513427734375,0
pro,256k,6,bf16,65539,1024,4096,3.0,iid,1.470947265625,0.7618408203125,0
flash,512k,2,fp32,131075,512,1024,3.0,strat,2.2158203125,1.969970703125,0
flash,512k,2,fp32,131075,512,1024,3.0,iid,2.635986328125,2.4072265625,0
flash,512k,2,fp32,131075,512,2048,3.0,strat,2.048583984375,1.9697265625,0
flash,512k,2,fp32,131075,512,2048,3.0,iid,2.30517578125,2.15185546875,0
flash,512k,2,fp32,131075,512,4096,3.0,strat,1.63623046875,1.40625,0
flash,512k,2,fp32,131075,512,4096,3.0,iid,1.904052734375,1.609130859375,0
flash,512k,2,bf16,131075,512,1024,3.0,strat,2.260009765625,2.010009765625,0
flash,512k,2,bf16,131075,512,1024,3.0,iid,2.6845703125,2.452392578125,0
flash,512k,2,bf16,131075,512,2048,3.0,strat,2.101318359375,2.021240234375,0
flash,512k,2,bf16,131075,512,2048,3.0,iid,2.36962890625,2.21337890625,0
flash,512k,2,bf16,131075,512,4096,3.0,strat,1.666748046875,1.43310546875,0
flash,512k,2,bf16,131075,512,4096,3.0,iid,1.95751953125,1.65869140625,0
flash,512k,4,fp32,131075,512,1024,3.0,strat,2.1640625,2.0341796875,0
flash,512k,4,fp32,131075,512,1024,3.0,iid,1.957275390625,1.736083984375,0
flash,512k,4,fp32,131075,512,2048,3.0,strat,1.984130859375,1.837890625,0
flash,512k,4,fp32,131075,512,2048,3.0,iid,1.9765625,1.804931640625,0
flash,512k,4,fp32,131075,512,4096,3.0,strat,1.72216796875,1.5166015625,0
flash,512k,4,fp32,131075,512,4096,3.0,iid,1.7041015625,1.421142578125,0
flash,512k,4,bf16,131075,512,1024,3.0,strat,2.167236328125,2.036376953125,0
flash,512k,4,bf16,131075,512,1024,3.0,iid,1.95751953125,1.735107421875,0
flash,512k,4,bf16,131075,512,2048,3.0,strat,1.984619140625,1.838134765625,0
flash,512k,4,bf16,131075,512,2048,3.0,iid,1.97802734375,1.804931640625,0
flash,512k,4,bf16,131075,512,4096,3.0,strat,1.722900390625,1.51513671875,0
flash,512k,4,bf16,131075,512,4096,3.0,iid,1.704345703125,1.4208984375,0
flash,512k,6,fp32,131075,512,1024,3.0,strat,2.503662109375,2.361572265625,0
flash,512k,6,fp32,131075,512,1024,3.0,iid,2.492431640625,2.23486328125,0
flash,512k,6,fp32,131075,512,2048,3.0,strat,2.231689453125,2.115478515625,0
flash,512k,6,fp32,131075,512,2048,3.0,iid,2.332763671875,2.15625,0
flash,512k,6,fp32,131075,512,4096,3.0,strat,1.678955078125,1.49755859375,0
flash,512k,6,fp32,131075,512,4096,3.0,iid,1.636962890625,1.46923828125,0
flash,512k,6,bf16,131075,512,1024,3.0,strat,2.5458984375,2.400390625,0
flash,512k,6,bf16,131075,512,1024,3.0,iid,2.54736328125,2.2841796875,0
flash,512k,6,bf16,131075,512,2048,3.0,strat,2.25341796875,2.132568359375,0
flash,512k,6,bf16,131075,512,2048,3.0,iid,2.3662109375,2.184814453125,0
flash,512k,6,bf16,131075,512,4096,3.0,strat,1.7041015625,1.5205078125,0
flash,512k,6,bf16,131075,512,4096,3.0,iid,1.662109375,1.4912109375,0
pro,512k,2,fp32,131075,1024,1024,3.0,strat,1.8111572265625,1.7335205078125,0
pro,512k,2,fp32,131075,1024,1024,3.0,iid,2.021728515625,1.8988037109375,0
pro,512k,2,fp32,131075,1024,2048,3.0,strat,1.813720703125,1.542724609375,0
pro,512k,2,fp32,131075,1024,2048,3.0,iid,1.7530517578125,1.4813232421875,0
pro,512k,2,fp32,131075,1024,4096,3.0,strat,1.4556884765625,1.026611328125,0
pro,512k,2,fp32,131075,1024,4096,3.0,iid,1.56591796875,1.08203125,0
pro,512k,2,bf16,131075,1024,1024,3.0,strat,1.8310546875,1.7525634765625,0
pro,512k,2,bf16,131075,1024,1024,3.0,iid,2.031494140625,1.9072265625,0
pro,512k,2,bf16,131075,1024,2048,3.0,strat,1.8353271484375,1.5601806640625,0
pro,512k,2,bf16,131075,1024,2048,3.0,iid,1.769287109375,1.4951171875,0
pro,512k,2,bf16,131075,1024,4096,3.0,strat,1.4688720703125,1.033203125,0
pro,512k,2,bf16,131075,1024,4096,3.0,iid,1.5872802734375,1.0970458984375,0
pro,512k,4,fp32,131075,1024,1024,3.0,strat,2.1241455078125,2.0416259765625,0
pro,512k,4,fp32,131075,1024,1024,3.0,iid,1.933349609375,1.8067626953125,0
pro,512k,4,fp32,131075,1024,2048,3.0,strat,2.0172119140625,1.755859375,0
pro,512k,4,fp32,131075,1024,2048,3.0,iid,1.76708984375,1.561279296875,0
pro,512k,4,fp32,131075,1024,4096,3.0,strat,1.4586181640625,1.0126953125,0
pro,512k,4,fp32,131075,1024,4096,3.0,iid,1.5653076171875,1.1837158203125,0
pro,512k,4,bf16,131075,1024,1024,3.0,strat,2.1590576171875,2.0760498046875,0
pro,512k,4,bf16,131075,1024,1024,3.0,iid,1.9583740234375,1.83154296875,0
pro,512k,4,bf16,131075,1024,2048,3.0,strat,2.039306640625,1.7760009765625,0
pro,512k,4,bf16,131075,1024,2048,3.0,iid,1.779052734375,1.57275390625,0
pro,512k,4,bf16,131075,1024,4096,3.0,strat,1.4803466796875,1.030029296875,0
pro,512k,4,bf16,131075,1024,4096,3.0,iid,1.5836181640625,1.1986083984375,0
pro,512k,6,fp32,131075,1024,1024,3.0,strat,2.063232421875,1.916015625,0
pro,512k,6,fp32,131075,1024,1024,3.0,iid,1.85595703125,1.765380859375,0
pro,512k,6,fp32,131075,1024,2048,3.0,strat,1.6656494140625,1.4434814453125,0
pro,512k,6,fp32,131075,1024,2048,3.0,iid,1.658447265625,1.45263671875,0
pro,512k,6,fp32,131075,1024,4096,3.0,strat,1.5341796875,1.103515625,0
pro,512k,6,fp32,131075,1024,4096,3.0,iid,1.386962890625,0.9471435546875,0
pro,512k,6,bf16,131075,1024,1024,3.0,strat,2.0836181640625,1.9354248046875,0
pro,512k,6,bf16,131075,1024,1024,3.0,iid,1.8651123046875,1.77197265625,0
pro,512k,6,bf16,131075,1024,2048,3.0,strat,1.6802978515625,1.45458984375,0
pro,512k,6,bf16,131075,1024,2048,3.0,iid,1.6688232421875,1.461669921875,0
pro,512k,6,bf16,131075,1024,4096,3.0,strat,1.55029296875,1.1131591796875,0
pro,512k,6,bf16,131075,1024,4096,3.0,iid,1.400634765625,0.9556884765625,0
flash,1024k,2,fp32,262127,512,1024,3.0,strat,3.12841796875,3.046142578125,0
flash,1024k,2,fp32,262127,512,1024,3.0,iid,2.74951171875,2.59619140625,0
flash,1024k,2,fp32,262127,512,2048,3.0,strat,2.550048828125,2.33349609375,0
flash,1024k,2,fp32,262127,512,2048,3.0,iid,2.069580078125,1.927001953125,0
flash,1024k,2,fp32,262127,512,4096,3.0,strat,1.96337890625,1.8662109375,0
flash,1024k,2,fp32,262127,512,4096,3.0,iid,1.84228515625,1.75244140625,0
flash,1024k,2,bf16,262127,512,1024,3.0,strat,3.189697265625,3.111572265625,0
flash,1024k,2,bf16,262127,512,1024,3.0,iid,2.837646484375,2.68505859375,0
flash,1024k,2,bf16,262127,512,2048,3.0,strat,2.607421875,2.38330078125,0
flash,1024k,2,bf16,262127,512,2048,3.0,iid,2.134765625,1.98779296875,0
flash,1024k,2,bf16,262127,512,4096,3.0,strat,1.993896484375,1.894775390625,0
flash,1024k,2,bf16,262127,512,4096,3.0,iid,1.886962890625,1.792724609375,0
flash,1024k,4,fp32,262127,512,1024,3.0,strat,2.818603515625,2.7421875,0
flash,1024k,4,fp32,262127,512,1024,3.0,iid,2.996826171875,2.770751953125,0
flash,1024k,4,fp32,262127,512,2048,3.0,strat,2.192626953125,2.081787109375,0
flash,1024k,4,fp32,262127,512,2048,3.0,iid,2.376708984375,2.22607421875,0
flash,1024k,4,fp32,262127,512,4096,3.0,strat,2.17333984375,2.108154296875,0
flash,1024k,4,fp32,262127,512,4096,3.0,iid,2.060791015625,1.9365234375,0
flash,1024k,4,bf16,262127,512,1024,3.0,strat,2.8291015625,2.75048828125,0
flash,1024k,4,bf16,262127,512,1024,3.0,iid,3.005615234375,2.778076171875,0
flash,1024k,4,bf16,262127,512,2048,3.0,strat,2.20654296875,2.09375,0
flash,1024k,4,bf16,262127,512,2048,3.0,iid,2.3857421875,2.233154296875,0
flash,1024k,4,bf16,262127,512,4096,3.0,strat,2.181884765625,2.115478515625,0
flash,1024k,4,bf16,262127,512,4096,3.0,iid,2.0693359375,1.943359375,0
flash,1024k,6,fp32,262127,512,1024,3.0,strat,2.720703125,2.434326171875,0
flash,1024k,6,fp32,262127,512,1024,3.0,iid,3.31591796875,3.114990234375,0
flash,1024k,6,fp32,262127,512,2048,3.0,strat,2.42138671875,2.3173828125,0
flash,1024k,6,fp32,262127,512,2048,3.0,iid,2.646240234375,2.423583984375,0
flash,1024k,6,fp32,262127,512,4096,3.0,strat,2.07958984375,1.978271484375,0
flash,1024k,6,fp32,262127,512,4096,3.0,iid,2.3193359375,2.206298828125,0
flash,1024k,6,bf16,262127,512,1024,3.0,strat,2.75830078125,2.464111328125,0
flash,1024k,6,bf16,262127,512,1024,3.0,iid,3.37646484375,3.174560546875,0
flash,1024k,6,bf16,262127,512,2048,3.0,strat,2.461669921875,2.355224609375,0
flash,1024k,6,bf16,262127,512,2048,3.0,iid,2.689208984375,2.4599609375,0
flash,1024k,6,bf16,262127,512,4096,3.0,strat,2.09814453125,1.99365234375,0
flash,1024k,6,bf16,262127,512,4096,3.0,iid,2.366943359375,2.25244140625,0
pro,1024k,2,fp32,262127,1024,1024,3.0,strat,2.0711669921875,1.94873046875,0
pro,1024k,2,fp32,262127,1024,1024,3.0,iid,2.344482421875,2.3521728515625,0
pro,1024k,2,fp32,262127,1024,2048,3.0,strat,2.089599609375,2.0306396484375,0
pro,1024k,2,fp32,262127,1024,2048,3.0,iid,2.0545654296875,2.00830078125,0
pro,1024k,2,fp32,262127,1024,4096,3.0,strat,1.7418212890625,1.54443359375,0
pro,1024k,2,fp32,262127,1024,4096,3.0,iid,1.6998291015625,1.4996337890625,0
pro,1024k,2,bf16,262127,1024,1024,3.0,strat,2.1011962890625,1.9781494140625,0
pro,1024k,2,bf16,262127,1024,1024,3.0,iid,2.3780517578125,2.3770751953125,0
pro,1024k,2,bf16,262127,1024,2048,3.0,strat,2.12646484375,2.0662841796875,0
pro,1024k,2,bf16,262127,1024,2048,3.0,iid,2.091552734375,2.044921875,0
pro,1024k,2,bf16,262127,1024,4096,3.0,strat,1.7760009765625,1.575439453125,0
pro,1024k,2,bf16,262127,1024,4096,3.0,iid,1.73779296875,1.5355224609375,0
pro,1024k,4,fp32,262127,1024,1024,3.0,strat,2.3870849609375,2.104736328125,0
pro,1024k,4,fp32,262127,1024,1024,3.0,iid,2.572509765625,2.44140625,0
pro,1024k,4,fp32,262127,1024,2048,3.0,strat,2.0220947265625,1.8302001953125,0
pro,1024k,4,fp32,262127,1024,2048,3.0,iid,2.208984375,2.139404296875,0
pro,1024k,4,fp32,262127,1024,4096,3.0,strat,1.720458984375,1.4815673828125,0
pro,1024k,4,fp32,262127,1024,4096,3.0,iid,1.7467041015625,1.4530029296875,0
pro,1024k,4,bf16,262127,1024,1024,3.0,strat,2.401123046875,2.1182861328125,0
pro,1024k,4,bf16,262127,1024,1024,3.0,iid,2.59716796875,2.4656982421875,0
pro,1024k,4,bf16,262127,1024,2048,3.0,strat,2.03564453125,1.8436279296875,0
pro,1024k,4,bf16,262127,1024,2048,3.0,iid,2.23193359375,2.162109375,0
pro,1024k,4,bf16,262127,1024,4096,3.0,strat,1.731201171875,1.4920654296875,0
pro,1024k,4,bf16,262127,1024,4096,3.0,iid,1.7635498046875,1.4686279296875,0
pro,1024k,6,fp32,262127,1024,1024,3.0,strat,2.251708984375,2.125732421875,0
pro,1024k,6,fp32,262127,1024,1024,3.0,iid,2.3646240234375,2.1505126953125,0
pro,1024k,6,fp32,262127,1024,2048,3.0,strat,2.125,2.035888671875,0
pro,1024k,6,fp32,262127,1024,2048,3.0,iid,2.005126953125,1.9373779296875,0
pro,1024k,6,fp32,262127,1024,4096,3.0,strat,1.789794921875,1.5555419921875,0
pro,1024k,6,fp32,262127,1024,4096,3.0,iid,1.7723388671875,1.5577392578125,0
pro,1024k,6,bf16,262127,1024,1024,3.0,strat,2.27294921875,2.14453125,0
pro,1024k,6,bf16,262127,1024,1024,3.0,iid,2.4002685546875,2.1820068359375,0
pro,1024k,6,bf16,262127,1024,2048,3.0,strat,2.142822265625,2.0521240234375,0
pro,1024k,6,bf16,262127,1024,2048,3.0,iid,2.0350341796875,1.966064453125,0
pro,1024k,6,bf16,262127,1024,4096,3.0,strat,1.8116455078125,1.5733642578125,0
pro,1024k,6,bf16,262127,1024,4096,3.0,iid,1.8004150390625,1.58349609375,0
v32,4k,14,fp32,4111,2048,1024,3.0,strat,1.0972900390625,0.18353271484375,0
v32,4k,14,fp32,4111,2048,1024,3.0,iid,1.076171875,0.18035888671875,0
v32,4k,14,fp32,4111,2048,2048,3.0,strat,1.07391357421875,0.13739013671875,0
v32,4k,14,fp32,4111,2048,2048,3.0,iid,1.0587158203125,0.129638671875,0
v32,4k,14,fp32,4111,2048,4096,3.0,strat,1.04730224609375,0.09539794921875,0
v32,4k,14,fp32,4111,2048,4096,3.0,iid,1.04766845703125,0.094970703125,0
v32,4k,14,bf16,4111,2048,1024,3.0,strat,1.1116943359375,0.182861328125,0
v32,4k,14,bf16,4111,2048,1024,3.0,iid,1.0972900390625,0.177978515625,0
v32,4k,14,bf16,4111,2048,2048,3.0,strat,1.09228515625,0.13525390625,0
v32,4k,14,bf16,4111,2048,2048,3.0,iid,1.082275390625,0.12994384765625,0
v32,4k,14,bf16,4111,2048,4096,3.0,strat,1.072265625,0.1104736328125,0
v32,4k,14,bf16,4111,2048,4096,3.0,iid,1.072265625,0.115234375,0
v32,4k,34,fp32,4111,2048,1024,3.0,strat,1.0831298828125,0.1932373046875,0
v32,4k,34,fp32,4111,2048,1024,3.0,iid,1.102294921875,0.19122314453125,0
v32,4k,34,fp32,4111,2048,2048,3.0,strat,1.05816650390625,0.13616943359375,0
v32,4k,34,fp32,4111,2048,2048,3.0,iid,1.0616455078125,0.1336669921875,0
v32,4k,34,fp32,4111,2048,4096,3.0,strat,1.04443359375,0.09344482421875,0
v32,4k,34,fp32,4111,2048,4096,3.0,iid,1.04754638671875,0.0946044921875,0
v32,4k,34,bf16,4111,2048,1024,3.0,strat,1.0994873046875,0.1951904296875,0
v32,4k,34,bf16,4111,2048,1024,3.0,iid,1.1160888671875,0.18585205078125,0
v32,4k,34,bf16,4111,2048,2048,3.0,strat,1.07568359375,0.141845703125,0
v32,4k,34,bf16,4111,2048,2048,3.0,iid,1.07952880859375,0.134033203125,0
v32,4k,34,bf16,4111,2048,4096,3.0,strat,1.0670166015625,0.09796142578125,0
v32,4k,34,bf16,4111,2048,4096,3.0,iid,1.07568359375,0.0947265625,0
v32,4k,54,fp32,4111,2048,1024,3.0,strat,1.090087890625,0.186767578125,0
v32,4k,54,fp32,4111,2048,1024,3.0,iid,1.0938720703125,0.1851806640625,0
v32,4k,54,fp32,4111,2048,2048,3.0,strat,1.05950927734375,0.130615234375,0
v32,4k,54,fp32,4111,2048,2048,3.0,iid,1.06768798828125,0.13421630859375,0
v32,4k,54,fp32,4111,2048,4096,3.0,strat,1.04742431640625,0.0933837890625,0
v32,4k,54,fp32,4111,2048,4096,3.0,iid,1.047119140625,0.0947265625,0
v32,4k,54,bf16,4111,2048,1024,3.0,strat,1.11083984375,0.19091796875,0
v32,4k,54,bf16,4111,2048,1024,3.0,iid,1.115234375,0.191162109375,0
v32,4k,54,bf16,4111,2048,2048,3.0,strat,1.07696533203125,0.12567138671875,0
v32,4k,54,bf16,4111,2048,2048,3.0,iid,1.08135986328125,0.13006591796875,0
v32,4k,54,bf16,4111,2048,4096,3.0,strat,1.06109619140625,0.0791015625,0
v32,4k,54,bf16,4111,2048,4096,3.0,iid,1.05712890625,0.06982421875,0
v32,8k,14,fp32,8207,2048,1024,3.0,strat,1.15911865234375,0.30322265625,0
v32,8k,14,fp32,8207,2048,1024,3.0,iid,1.18902587890625,0.3544921875,0
v32,8k,14,fp32,8207,2048,2048,3.0,strat,1.12359619140625,0.24041748046875,0
v32,8k,14,fp32,8207,2048,2048,3.0,iid,1.12774658203125,0.241455078125,0
v32,8k,14,fp32,8207,2048,4096,3.0,strat,1.085205078125,0.16229248046875,0
v32,8k,14,fp32,8207,2048,4096,3.0,iid,1.087158203125,0.16412353515625,0
v32,8k,14,bf16,8207,2048,1024,3.0,strat,1.192626953125,0.3270263671875,0
v32,8k,14,bf16,8207,2048,1024,3.0,iid,1.21185302734375,0.36956787109375,0
v32,8k,14,bf16,8207,2048,2048,3.0,strat,1.14544677734375,0.254150390625,0
v32,8k,14,bf16,8207,2048,2048,3.0,iid,1.15594482421875,0.25762939453125,0
v32,8k,14,bf16,8207,2048,4096,3.0,strat,1.10546875,0.175537109375,0
v32,8k,14,bf16,8207,2048,4096,3.0,iid,1.10546875,0.177490234375,0
v32,8k,34,fp32,8207,2048,1024,3.0,strat,1.1749267578125,0.319091796875,0
v32,8k,34,fp32,8207,2048,1024,3.0,iid,1.144287109375,0.2996826171875,0
v32,8k,34,fp32,8207,2048,2048,3.0,strat,1.13671875,0.23663330078125,0
v32,8k,34,fp32,8207,2048,2048,3.0,iid,1.1063232421875,0.2244873046875,0
v32,8k,34,fp32,8207,2048,4096,3.0,strat,1.07470703125,0.16473388671875,0
v32,8k,34,fp32,8207,2048,4096,3.0,iid,1.0806884765625,0.164306640625,0
v32,8k,34,bf16,8207,2048,1024,3.0,strat,1.18890380859375,0.319091796875,0
v32,8k,34,bf16,8207,2048,1024,3.0,iid,1.160888671875,0.2996826171875,0
