uuid,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
v32_8k_L19,v32,8k,19,8207,2048,0.833,11.11515,21.7005,0.5122070920024884,9.85745,19.50375,True
v32_8k_L20,v32,8k,20,8207,2048,0.731,11.2941,22.35655,0.5051808083089744,9.719899999999999,19.689349999999997,True
v32_8k_L21,v32,8k,21,8207,2048,0.801,11.08305,22.00285,0.5037097466919058,9.92305,19.84615,True
v32_8k_L22,v32,8k,22,8207,2048,0.891,13.417399999999999,21.582150000000002,0.6216896833726018,12.1232,19.7357,True
v32_8k_L23,v32,8k,23,8207,2048,0.831,12.0398,22.4269,0.5368463764497099,10.71025,19.9422,True
v32_8k_L24,v32,8k,24,8207,2048,0.797,11.2303,21.9693,0.5111815123831892,9.74875,19.37415,True
v32_8k_L25,v32,8k,25,8207,2048,0.856,10.97425,21.18855,0.5179330345870765,9.82705,19.8765,True
v32_8k_L26,v32,8k,26,8207,2048,0.821,10.81575,21.730900000000002,0.4977129341168566,9.44305,19.7662,True
v32_8k_L27,v32,8k,27,8207,2048,0.833,10.9839,21.970950000000002,0.49992831443337676,9.91825,20.28935,True
v32_8k_L28,v32,8k,28,8207,2048,0.87,11.670350000000001,21.2925,0.5480967476811084,10.121450000000001,19.620549999999998,True
v32_8k_L29,v32,8k,29,8207,2048,0.837,10.78875,21.518099999999997,0.5013802333849179,9.68465,19.95175,True
v32_8k_L30,v32,8k,30,8207,2048,0.841,10.7725,21.62215,0.4982159498477256,9.523100000000001,19.75175,True
v32_8k_L31,v32,8k,31,8207,2048,0.833,10.942200000000001,22.1485,0.49403797096868873,9.7375,20.6333,True
v32_8k_L32,v32,8k,32,8207,2048,0.851,10.78375,22.14215,0.48702361785102166,9.2479,19.931,True
v32_8k_L33,v32,8k,33,8207,2048,0.807,14.7229,22.08935,0.6665157643841941,13.47665,20.003,True
v32_8k_L34,v32,8k,34,8207,2048,0.842,11.29275,21.6173,0.5223941010209415,9.956700000000001,19.6158,True
v32_8k_L35,v32,8k,35,8207,2048,0.835,11.451049999999999,21.7454,0.5265964295897063,10.251100000000001,19.6253,True
v32_8k_L36,v32,8k,36,8207,2048,0.865,13.52945,21.755,0.6219007124798898,11.977549999999999,19.476599999999998,True
v32_8k_L37,v32,8k,37,8207,2048,0.882,10.947149999999999,21.908549999999998,0.499674784501941,9.70065,20.035,True
v32_8k_L38,v32,8k,38,8207,2048,0.887,13.95185,21.48135,0.649486647719999,12.51195,19.64935,True
v32_8k_L39,v32,8k,39,8207,2048,0.77,11.63495,21.72455,0.5355669047229977,10.61905,19.598200000000002,True
v32_8k_L40,v32,8k,40,8207,2048,0.86,13.48135,22.5805,0.5970350523681938,11.9264,19.606150000000003,True
v32_8k_L41,v32,8k,41,8207,2048,0.854,11.8991,21.300549999999998,0.5586287678017705,10.6845,19.39175,True
v32_8k_L42,v32,8k,42,8207,2048,0.892,13.6846,22.51335,0.6078437904621036,12.26365,19.69255,True
v32_8k_L43,v32,8k,43,8207,2048,0.815,11.07185,21.479650000000003,0.5154576541051645,9.95665,19.28295,True
v32_8k_L44,v32,8k,44,8207,2048,0.93,13.6111,22.082900000000002,0.616363792798953,12.0384,19.363,True
v32_8k_L45,v32,8k,45,8207,2048,0.855,13.43035,22.02695,0.6097235432050284,12.3072,19.9742,True
v32_8k_L46,v32,8k,46,8207,2048,0.836,13.439950000000001,21.964599999999997,0.6118914070823053,12.0368,19.4573,True
v32_8k_L47,v32,8k,47,8207,2048,0.894,10.9439,21.707,0.5041645552126042,9.77745,20.11175,True
v32_8k_L48,v32,8k,48,8207,2048,0.866,11.0095,21.53565,0.5112220898835187,9.46235,19.156599999999997,True
v32_8k_L49,v32,8k,49,8207,2048,0.819,13.45425,21.42695,0.6279125120467448,12.19985,19.5262,True
v32_8k_L50,v32,8k,50,8207,2048,0.849,11.025450000000001,21.8141,0.5054276820955255,9.66865,19.411,True
v32_8k_L51,v32,8k,51,8207,2048,0.861,14.259,21.33245,0.6684183016953046,12.9999,18.99655,True
v32_8k_L52,v32,8k,52,8207,2048,0.86,13.5663,21.96295,0.6176902465288133,12.0415,19.07175,True
v32_8k_L53,v32,8k,53,8207,2048,0.883,13.5453,21.92775,0.6177241167014399,12.2815,19.88935,True
v32_8k_L54,v32,8k,54,8207,2048,0.908,13.5662,21.986900000000002,0.6170128576561498,12.0959,19.3326,True
v32_8k_L55,v32,8k,55,8207,2048,0.864,13.763,21.40455,0.6429941297527861,12.545549999999999,19.39495,True
v32_8k_L56,v32,8k,56,8207,2048,0.908,13.68625,21.68295,0.6311987068180298,12.164549999999998,18.9805,True
v32_8k_L57,v32,8k,57,8207,2048,0.898,13.9743,22.0365,0.6341433530733102,12.619,20.015849999999997,True
v32_8k_L58,v32,8k,58,8207,2048,0.912,14.7663,22.4045,0.6590774174830949,13.28455,19.7901,True
v32_8k_L59,v32,8k,59,8207,2048,0.839,14.0351,22.492549999999998,0.6239888318576596,12.79825,19.836599999999997,True
v32_8k_L60,v32,8k,60,8207,2048,0.83,13.44945,21.75815,0.6181338946555659,11.82075,18.94695,True
