uuid,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
v32_8k_L08,v32,8k,8,8207,2048,0.865,14.48465,7.2111,2.008660259877134,13.289399999999999,6.5984,True
v32_8k_L09,v32,8k,9,8207,2048,0.85,10.9294,7.5952,1.438987781756899,9.543899999999999,6.9103,True
v32_8k_L10,v32,8k,10,8207,2048,0.89,11.1439,7.95825,1.4002952910501683,9.73425,7.3856,True
v32_8k_L11,v32,8k,11,8207,2048,0.775,10.9551,7.78065,1.4079929054770488,9.6462,7.1438500000000005,True
v32_8k_L12,v32,8k,12,8207,2048,0.908,13.863850000000001,7.5182,1.8440384666542524,12.49435,6.87355,True
v32_8k_L13,v32,8k,13,8207,2048,0.891,14.267,7.8527,1.8168273332739058,12.79355,7.31675,True
v32_8k_L14,v32,8k,14,8207,2048,0.923,14.1502,7.85905,1.800497515603031,12.6991,7.2303500000000005,True
v32_8k_L15,v32,8k,15,8207,2048,0.891,11.1104,7.56795,1.4680858092349978,9.6175,6.9935,True
v32_8k_L16,v32,8k,16,8207,2048,0.903,13.55665,7.4591,1.8174645734740114,12.19825,6.8415,True
v32_8k_L17,v32,8k,17,8207,2048,0.778,11.355,8.06715,1.407560290809022,10.3439,7.44475,True
v32_8k_L18,v32,8k,18,8207,2048,0.858,13.8702,7.7519,1.7892645673963803,12.41265,7.1823999999999995,True
v32_8k_L19,v32,8k,19,8207,2048,0.833,11.20455,7.771100000000001,1.4418229079538287,9.641399999999999,7.14555,True
v32_8k_L20,v32,8k,20,8207,2048,0.731,11.171100000000001,7.6928,1.4521500623960069,9.95515,7.14395,True
v32_8k_L21,v32,8k,21,8207,2048,0.801,11.62225,8.1359,1.4285143622709227,10.32475,7.5423,True
v32_8k_L22,v32,8k,22,8207,2048,0.891,14.19015,8.14385,1.7424375448958414,12.8143,7.59835,True
v32_8k_L23,v32,8k,23,8207,2048,0.831,12.1184,7.8255,1.5485783655996421,10.4223,7.1918500000000005,True
v32_8k_L24,v32,8k,24,8207,2048,0.797,10.883049999999999,7.66395,1.420031445925404,9.758299999999998,7.102399999999999,True
v32_8k_L25,v32,8k,25,8207,2048,0.856,11.12785,7.7616000000000005,1.4337056792413936,9.8639,7.16955,True
v32_8k_L26,v32,8k,26,8207,2048,0.821,11.26555,8.1632,1.3800409153273225,9.90235,7.5950500000000005,True
v32_8k_L27,v32,8k,27,8207,2048,0.833,10.835049999999999,7.84945,1.3803578594678607,9.65105,7.2575,True
v32_8k_L28,v32,8k,28,8207,2048,0.87,11.59035,7.9088,1.4655004551891564,10.3711,7.21755,True
v32_8k_L29,v32,8k,29,8207,2048,0.837,11.2479,8.14225,1.3814240535478521,10.092649999999999,7.5071,True
v32_8k_L30,v32,8k,30,8207,2048,0.841,11.435049999999999,8.11515,1.4090990308250617,10.1919,7.5136,True
v32_8k_L31,v32,8k,31,8207,2048,0.833,10.851049999999999,7.7935,1.392320523513184,9.47035,7.1535,True
v32_8k_L32,v32,8k,32,8207,2048,0.851,10.49745,7.7615,1.352502737872834,9.28785,7.1183000000000005,True
v32_8k_L33,v32,8k,33,8207,2048,0.807,14.803049999999999,7.63995,1.9375846700567412,13.52465,6.9935,True
v32_8k_L34,v32,8k,34,8207,2048,0.842,11.70075,8.137550000000001,1.4378713494847954,10.3567,7.59675,True
v32_8k_L35,v32,8k,35,8207,2048,0.835,11.5022,7.79505,1.4755774497918552,9.9951,7.1358999999999995,True
