uuid,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_1024k_L02,flash,1024k,2,262127,512,0.514,19.3326,11.21265,1.724177602975211,17.2446,10.4847,True
flash_1024k_L04,flash,1024k,4,262127,512,0.703,18.2942,11.17425,1.6371747544577935,16.2319,10.428700000000001,True
flash_1024k_L06,flash,1024k,6,262127,512,0.684,18.466849999999997,11.22215,1.6455714814006228,16.331049999999998,10.459100000000001,True
flash_1024k_L08,flash,1024k,8,262127,512,0.627,19.11175,11.14385,1.71500424000682,17.0541,10.4191,True
flash_1024k_L10,flash,1024k,10,262127,512,0.385,18.4829,11.38875,1.6229085720557568,16.291,10.663950000000002,True
flash_1024k_L12,flash,1024k,12,262127,512,0.285,18.740599999999997,11.3855,1.6460058846778793,16.694200000000002,10.595049999999999,True
flash_1024k_L14,flash,1024k,14,262127,512,0.357,18.7855,11.2975,1.6628015047576898,16.737299999999998,10.723049999999999,True
flash_1024k_L16,flash,1024k,16,262127,512,0.262,19.18385,11.95675,1.6044368243878981,17.1391,11.3743,True
flash_1024k_L18,flash,1024k,18,262127,512,0.312,18.425,11.44945,1.6092476057801903,16.4348,10.76305,True
flash_1024k_L20,flash,1024k,20,262127,512,0.566,19.6495,11.206299999999999,1.7534333366053025,17.873450000000002,10.59665,True
flash_1024k_L22,flash,1024k,22,262127,512,0.422,17.8702,11.30225,1.5811188037780088,16.1118,10.65105,True
flash_1024k_L24,flash,1024k,24,262127,512,0.488,19.73255,11.4495,1.723442071706188,17.92145,10.80145,True
flash_1024k_L26,flash,1024k,26,262127,512,0.578,18.85895,11.380700000000001,1.657099299691583,17.11325,10.69585,True
flash_1024k_L28,flash,1024k,28,262127,512,0.66,18.31025,11.340549999999999,1.6145821851673863,16.5228,10.68465,True
flash_1024k_L30,flash,1024k,30,262127,512,0.514,18.68615,11.348700000000001,1.6465454192991267,16.99975,10.6799,True
flash_1024k_L32,flash,1024k,32,262127,512,0.424,21.86535,11.31185,1.9329596838713385,20.198150000000002,10.6302,True
flash_1024k_L34,flash,1024k,34,262127,512,0.379,19.0847,11.284600000000001,1.6912163479432145,17.345299999999998,10.6031,True
flash_1024k_L36,flash,1024k,36,262127,512,0.838,17.8845,10.71825,1.6686026170316983,16.1389,10.0335,True
flash_1024k_L38,flash,1024k,38,262127,512,0.619,19.02855,11.323049999999999,1.6805145256799185,17.126150000000003,10.6735,True
flash_1024k_L40,flash,1024k,40,262127,512,0.381,18.2702,11.0975,1.6463347600810991,16.354950000000002,10.382200000000001,True
flash_1024k_L42,flash,1024k,42,262127,512,0.758,18.2396,11.1407,1.6372041254140224,16.37095,10.4543,True
flash_128k_L02,flash,128k,2,32771,512,0.604,12.17745,8.6159,1.4133694680764632,10.353549999999998,7.97265,True
flash_128k_L04,flash,128k,4,32771,512,0.805,11.80945,8.52,1.3860856807511739,9.961450000000001,7.907100000000001,True
flash_128k_L06,flash,128k,6,32771,512,0.637,12.43495,8.4544,1.4708258421650267,10.6159,7.819100000000001,True
flash_128k_L08,flash,128k,8,32771,512,0.742,11.7519,8.0222,1.4649223405050982,9.98555,7.3744,True
flash_128k_L10,flash,128k,10,32771,512,0.523,12.718200000000001,8.66535,1.4677075940383253,10.94875,8.0655,True
flash_128k_L12,flash,128k,12,32771,512,0.49,12.66545,8.431899999999999,1.502087311282155,10.935649999999999,7.8206999999999995,True
flash_128k_L14,flash,128k,14,32771,512,0.578,12.11665,8.72945,1.3880198637943972,10.3759,8.1519,True
flash_128k_L16,flash,128k,16,32771,512,0.564,12.3039,8.711799999999998,1.4123258109690309,10.52945,8.1103,True
flash_128k_L18,flash,128k,18,32771,512,0.637,12.5406,8.027149999999999,1.5622730358844672,10.78365,7.3712,True
flash_128k_L20,flash,128k,20,32771,512,0.785,11.770950000000001,8.03345,1.4652422060260537,10.10065,7.3983,True
flash_128k_L22,flash,128k,22,32771,512,0.701,11.6671,8.139,1.433480771593562,10.0144,7.4944,True
flash_128k_L24,flash,128k,24,32771,512,0.609,12.56465,8.5999,1.461022802590728,10.94055,8.0542,True
flash_128k_L26,flash,128k,26,32771,512,0.744,11.7503,8.80955,1.333813872445244,10.03345,8.1791,True
flash_128k_L28,flash,128k,28,32771,512,0.855,13.56625,8.68795,1.5615018502638711,11.86065,8.08625,True
flash_128k_L30,flash,128k,30,32771,512,0.777,12.06225,7.22065,1.6705213519558488,10.307,6.6095,True
flash_128k_L32,flash,128k,32,32771,512,0.475,12.812700000000001,8.4415,1.5178226618491977,11.2095,7.843100000000001,True
flash_128k_L34,flash,128k,34,32771,512,0.688,11.62225,7.87035,1.476713233846017,10.022200000000002,7.2094499999999995,True
flash_128k_L36,flash,128k,36,32771,512,0.898,13.53585,8.53425,1.5860620441163547,11.9455,7.935899999999999,True
flash_128k_L38,flash,128k,38,32771,512,0.727,11.90535,8.719850000000001,1.3653159171316018,10.1328,8.14715,True
flash_128k_L40,flash,128k,40,32771,512,0.832,11.96775,8.515049999999999,1.4054820582380612,10.220799999999999,7.9487,True
flash_128k_L42,flash,128k,42,32771,512,0.863,15.371049999999999,8.6142,1.784385085092057,13.7023,7.99185,True
flash_16k_L02,flash,16k,2,4099,512,0.762,8.7151,5.483149999999999,1.5894330813492246,7.190300000000001,4.9087,True
flash_16k_L04,flash,16k,4,4099,512,0.861,8.59185,5.4271,1.5831383243352803,7.0831,4.8688,True
flash_16k_L06,flash,16k,6,4099,512,0.748,8.9918,5.40625,1.6632231213872832,7.47505,4.787100000000001,True
flash_16k_L08,flash,16k,8,4099,512,0.633,9.09755,5.7823,1.5733445168877436,7.239949999999999,5.0,True
flash_16k_L10,flash,16k,10,4099,512,0.648,9.075149999999999,4.5535,1.9930053804765564,7.1583000000000006,3.74395,True
flash_16k_L12,flash,16k,12,4099,512,0.406,9.078299999999999,5.85755,1.5498459253442136,7.4031,5.103899999999999,True
flash_16k_L14,flash,16k,14,4099,512,0.492,8.7375,5.60145,1.5598639637950888,7.5631,4.8335,True
