uuid,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_1024k_L02,flash,1024k,2,262127,512,0.514,19.11505,10.5487,1.8120763696000455,17.4076,9.4864,True
flash_1024k_L04,flash,1024k,4,262127,512,0.703,18.659,10.7951,1.7284693981528656,16.3806,9.4831,True
flash_1024k_L06,flash,1024k,6,262127,512,0.684,18.5038,10.64635,1.7380416762552422,16.278200000000002,9.5776,True
flash_1024k_L08,flash,1024k,8,262127,512,0.627,25.0684,11.1087,2.256645692115189,26.2543,10.86065,True
flash_1024k_L10,flash,1024k,10,262127,512,0.385,18.71495,10.44465,1.7918216503185844,16.9085,9.2768,True
flash_1024k_L12,flash,1024k,12,262127,512,0.285,24.849400000000003,10.868649999999999,2.286337309601469,24.8796,10.74385,True
flash_1024k_L14,flash,1024k,14,262127,512,0.357,24.1471,13.990350000000001,1.7259825522592356,24.335900000000002,13.7887,True
flash_1024k_L16,flash,1024k,16,262127,512,0.262,25.9582,11.943850000000001,2.1733528133725724,26.79015,12.33115,True
flash_1024k_L18,flash,1024k,18,262127,512,0.312,18.667,10.889299999999999,1.7142516047863503,16.7647,9.68455,True
flash_1024k_L20,flash,1024k,20,262127,512,0.566,19.7823,10.752,1.839871651785714,17.871599999999997,9.62875,True
flash_1024k_L22,flash,1024k,22,262127,512,0.422,18.0715,11.51675,1.5691492825666964,16.04135,10.43035,True
flash_1024k_L24,flash,1024k,24,262127,512,0.488,26.708599999999997,11.148700000000002,2.3956694502498044,26.4254,11.22385,True
flash_1024k_L26,flash,1024k,26,262127,512,0.578,19.46545,11.0175,1.7667755842977082,17.60145,9.9295,True
flash_1024k_L28,flash,1024k,28,262127,512,0.66,24.70045,10.95345,2.2550383669072303,24.6943,10.86875,True
flash_1024k_L30,flash,1024k,30,262127,512,0.514,24.9727,14.16,1.7636087570621468,25.0943,14.0464,True
flash_1024k_L32,flash,1024k,32,262127,512,0.424,30.322950000000002,11.1456,2.7206206933677866,28.446099999999998,11.1215,True
flash_1024k_L34,flash,1024k,34,262127,512,0.379,19.84915,10.7183,1.8518934905721993,17.7517,9.51345,True
flash_1024k_L36,flash,1024k,36,262127,512,0.838,18.24615,10.88955,1.6755651059961156,16.279700000000002,9.61585,True
flash_1024k_L38,flash,1024k,38,262127,512,0.619,18.62865,10.85585,1.7160010501250478,16.7583,9.575899999999999,True
flash_1024k_L40,flash,1024k,40,262127,512,0.381,25.2735,11.44305,2.2086331878301677,25.18695,11.183950000000001,True
flash_1024k_L42,flash,1024k,42,262127,512,0.758,18.72775,13.39675,1.39793233433482,16.96155,12.1791,True
flash_128k_L02,flash,128k,2,32771,512,0.604,12.126299999999999,9.58385,1.2652848281223097,10.26875,8.2783,True
flash_128k_L04,flash,128k,4,32771,512,0.805,11.89425,9.425450000000001,1.2619291386618143,9.9599,8.03665,True
flash_128k_L06,flash,128k,6,32771,512,0.637,21.009349999999998,9.8975,2.122692599141197,20.771,9.73115,True
flash_128k_L08,flash,128k,8,32771,512,0.742,12.19985,9.4511,1.2908391615790753,10.3727,8.3886,True
flash_128k_L10,flash,128k,10,32771,512,0.523,21.73085,9.5215,2.2822927059812006,21.8251,9.5328,True
flash_128k_L12,flash,128k,12,32771,512,0.49,20.31675,9.60155,2.1159864813493656,20.4655,9.7104,True
flash_128k_L14,flash,128k,14,32771,512,0.578,21.72775,10.0799,2.1555521384140715,21.1549,9.87675,True
flash_128k_L16,flash,128k,16,32771,512,0.564,13.02065,9.529549999999999,1.36634468574067,11.235100000000001,8.379100000000001,True
flash_128k_L18,flash,128k,18,32771,512,0.637,12.29905,9.1599,1.3427057063941745,10.484549999999999,7.99195,True
flash_128k_L20,flash,128k,20,32771,512,0.785,11.8879,9.748700000000001,1.219434386123278,10.12155,8.5823,True
flash_128k_L22,flash,128k,22,32771,512,0.701,20.70705,9.7406,2.1258495369895076,20.44455,9.95035,True
flash_128k_L24,flash,128k,24,32771,512,0.609,12.82075,9.4719,1.3535563086603533,11.003,8.3615,True
flash_128k_L26,flash,128k,26,32771,512,0.744,20.419,10.08465,2.024760403187022,19.548599999999997,9.97265,True
flash_128k_L28,flash,128k,28,32771,512,0.855,22.687900000000003,9.6496,2.3511751782457306,22.7039,9.615950000000002,True
flash_128k_L30,flash,128k,30,32771,512,0.777,21.099,6.75195,3.1248750361006823,21.19655,6.5359,True
flash_128k_L32,flash,128k,32,32771,512,0.475,13.8094,9.5743,1.4423404321986988,11.87675,8.4415,True
flash_128k_L34,flash,128k,34,32771,512,0.688,11.78055,9.639899999999999,1.222061432172533,10.07825,8.21435,True
flash_128k_L36,flash,128k,36,32771,512,0.898,13.4095,9.77275,1.3721316927169935,11.537600000000001,8.38545,True
flash_128k_L38,flash,128k,38,32771,512,0.727,20.530849999999997,10.409450000000001,1.9723280288583926,20.9054,10.16955,True
flash_128k_L40,flash,128k,40,32771,512,0.832,12.531,9.927950000000001,1.262194108552118,10.6784,8.7536,True
flash_128k_L42,flash,128k,42,32771,512,0.863,28.9786,12.19665,2.3759474937790297,28.8585,12.25105,True
flash_16k_L02,flash,16k,2,4099,512,0.762,9.02065,6.3216,1.4269567830928878,7.13425,5.7551499999999995,True
flash_16k_L04,flash,16k,4,4099,512,0.861,9.0414,6.47995,1.3952885438930855,7.29265,5.84955,True
flash_16k_L06,flash,16k,6,4099,512,0.748,9.03505,6.6175500000000005,1.365316469085991,7.5663,6.10555,True
flash_16k_L08,flash,16k,8,4099,512,0.633,13.7678,6.895899999999999,1.99651967110892,13.2205,6.8095,True
