uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue
pro_1024k_L06,pro,1024k,6,1024,262127,4,0.922,8,512,True,1,False,7,24.186,24.074,-0.0046,43975.5,True,True,24.85,2818.0,0.06402,1.5484,110.0,0.0025,0.0604,1063.5,0.02416,0.5844,15690.5,0.35646,8.6213,5937.0,0.13488,3.2622,18243.0,0.41445,10.0238,155.0,0.00352,0.0852
pro_1024k_L08,pro,1024k,8,1024,262127,4,0.871,8,512,True,1,False,0,24.994,24.96,-0.0013,45784.0,True,True,25.83,3125.5,0.0683,1.7069,110.0,0.0024,0.0601,1062.0,0.02321,0.58,15652.0,0.34201,8.5481,5906.5,0.12906,3.2258,19732.5,0.43117,10.7766,176.0,0.00385,0.0961
pro_1024k_L10,pro,1024k,10,1024,262127,4,0.887,8,512,True,1,False,1,26.44,26.325,-0.0044,48454.5,True,True,27.12,3111.5,0.06414,1.6957,110.0,0.00227,0.0599,1061.5,0.02188,0.5785,21160.0,0.43616,11.532,6174.5,0.12727,3.3651,16728.0,0.3448,9.1166,169.0,0.00348,0.0921
pro_1024k_L12,pro,1024k,12,1024,262127,4,0.856,8,512,True,1,False,2,19.336,19.41,0.0038,34380.5,True,True,19.51,3481.5,0.10143,1.9612,115.0,0.00335,0.0648,1032.5,0.03008,0.5816,7974.5,0.23232,4.4922,5909.0,0.17215,3.3287,15680.5,0.45682,8.8332,132.0,0.00385,0.0744
pro_1024k_L14,pro,1024k,14,1024,262127,4,0.71,8,512,True,1,False,3,19.73,19.56,-0.0086,34995.5,True,True,19.5,3110.0,0.08881,1.7523,110.0,0.00314,0.062,1051.0,0.03001,0.5922,8118.0,0.23183,4.5739,5924.5,0.16919,3.3381,16541.0,0.47237,9.3197,162.5,0.00464,0.0916
pro_1024k_L16,pro,1024k,16,1024,262127,4,0.619,8,512,True,1,False,4,21.194,20.715,-0.0226,37350.5,True,True,20.81,2989.0,0.08,1.6955,110.0,0.00294,0.0624,1049.0,0.02808,0.5951,8003.0,0.2142,4.5398,5887.5,0.15758,3.3397,19159.0,0.5128,10.8681,164.0,0.00439,0.093
pro_1024k_L18,pro,1024k,18,1024,262127,4,0.749,8,512,True,1,False,5,19.818,19.808,-0.0005,35278.5,True,True,19.62,3544.0,0.10025,1.9868,113.0,0.0032,0.0633,1036.0,0.02931,0.5808,8098.0,0.22908,4.5398,5910.0,0.16719,3.3132,16492.0,0.46653,9.2456,157.0,0.00444,0.088
pro_1024k_L20,pro,1024k,20,1024,262127,4,0.76,8,512,True,1,False,6,19.597,19.659,0.0032,34876.5,True,True,19.21,3647.0,0.10449,2.0476,115.0,0.00329,0.0646,1034.0,0.02962,0.5805,8042.5,0.23041,4.5154,5899.5,0.16902,3.3122,16028.5,0.45921,8.999,138.0,0.00395,0.0775
pro_1024k_L22,pro,1024k,22,1024,262127,4,0.575,8,512,True,1,False,7,21.368,21.003,-0.0171,37870.5,True,True,20.78,3249.5,0.08578,1.8329,110.0,0.0029,0.062,1060.5,0.02799,0.5982,8139.5,0.21486,4.5912,5962.5,0.15739,3.3632,19183.5,0.50639,10.8206,177.0,0.00467,0.0998
pro_1024k_L24,pro,1024k,24,1024,262127,4,0.664,8,512,True,1,False,0,20.301,19.859,-0.0218,35686.5,True,True,19.8,3210.5,0.09003,1.8276,110.0,0.00308,0.0626,1061.0,0.02975,0.604,8192.0,0.22971,4.6633,5938.5,0.16652,3.3805,16995.0,0.47656,9.6745,155.0,0.00435,0.0882
pro_1024k_L26,pro,1024k,26,1024,262127,4,0.535,8,512,True,1,False,1,22.939,22.541,-0.0174,41078.0,True,True,22.57,3221.5,0.07837,1.7977,110.0,0.00268,0.0614,1061.5,0.02582,0.5923,13868.0,0.33736,7.7388,5925.0,0.14413,3.3063,16745.5,0.40736,9.3445,176.0,0.00428,0.0982
pro_1024k_L28,pro,1024k,28,1024,262127,4,0.611,8,512,True,1,False,2,20.174,20.186,0.0006,35997.0,True,True,20.16,3568.5,0.09931,2.0036,115.0,0.0032,0.0646,1033.0,0.02875,0.58,8098.5,0.22538,4.547,5899.5,0.16419,3.3124,17081.5,0.47538,9.5906,136.0,0.00378,0.0764
pro_1024k_L30,pro,1024k,30,1024,262127,4,0.267,8,512,True,1,False,3,20.494,20.099,-0.0193,36072.5,True,True,19.83,3092.0,0.08569,1.7561,110.0,0.00305,0.0625,1052.0,0.02915,0.5975,8125.5,0.22518,4.6149,5940.0,0.16461,3.3737,17601.0,0.48777,9.9966,164.0,0.00454,0.0931
pro_1024k_L32,pro,1024k,32,1024,262127,4,0.394,8,512,True,1,False,4,19.69,19.242,-0.0228,34414.0,True,True,22.35,3108.0,0.0903,1.7779,110.5,0.00321,0.0632,1045.5,0.03037,0.5981,8053.0,0.23396,4.6066,5884.0,0.17095,3.3659,16056.0,0.46647,9.1847,163.0,0.00474,0.0932
pro_1024k_L34,pro,1024k,34,1024,262127,4,0.673,8,512,True,1,False,5,19.922,19.987,0.0033,35552.0,True,True,19.85,3691.5,0.10388,2.0695,115.0,0.00324,0.0645,1033.5,0.02908,0.5794,8046.5,0.22643,4.5109,5902.0,0.16609,3.3087,16607.5,0.46734,9.3102,140.0,0.00394,0.0785
pro_1024k_L36,pro,1024k,36,1024,262127,4,0.196,8,512,True,1,False,6,27.997,27.998,0.0001,51531.0,True,True,20.81,3489.0,0.06785,1.8996,113.0,0.0022,0.0615,1034.0,0.02011,0.563,25152.0,0.48913,13.6941,5847.0,0.11371,3.1834,15634.0,0.30403,8.512,153.0,0.00298,0.0833
pro_1024k_L38,pro,1024k,38,1024,262127,4,0.425,8,512,True,1,False,7,19.507,19.043,-0.0238,33966.5,True,True,22.53,3124.5,0.09204,1.7954,108.0,0.00318,0.0621,1060.5,0.03124,0.6094,7985.0,0.23521,4.5883,5969.0,0.17583,3.4299,15559.5,0.45833,8.9407,142.0,0.00418,0.0816
pro_1024k_L40,pro,1024k,40,1024,262127,4,0.122,8,512,True,1,False,0,28.995,28.931,-0.0022,53685.0,True,True,29.08,2971.0,0.05527,1.6026,110.0,0.00205,0.0593,1062.0,0.01976,0.5729,25350.5,0.4716,13.6742,5890.0,0.10957,3.1771,18228.5,0.33911,9.8326,142.0,0.00264,0.0766
pro_1024k_L42,pro,1024k,42,1024,262127,4,0.479,8,512,True,1,False,1,22.474,21.968,-0.0225,39940.0,True,True,22.49,3085.0,0.07715,1.7339,110.0,0.00275,0.0618,1062.0,0.02656,0.5969,13870.5,0.3469,7.796,5937.5,0.1485,3.3372,15767.5,0.39434,8.8622,152.0,0.0038,0.0854
pro_1024k_L44,pro,1024k,44,1024,262127,4,0.176,8,512,True,1,False,2,22.134,22.162,0.0012,39889.0,True,True,28.2,3310.5,0.08292,1.8354,113.0,0.00283,0.0626,1034.0,0.0259,0.5733,8064.0,0.20198,4.4708,5908.5,0.14799,3.2757,21357.5,0.53495,11.8408,137.0,0.00343,0.076
pro_1024k_L46,pro,1024k,46,1024,262127,4,0.64,8,512,True,1,False,3,21.339,20.994,-0.0162,37863.0,True,True,20.8,3061.0,0.08096,1.7275,110.0,0.00291,0.0621,1050.5,0.02778,0.5929,8270.0,0.21872,4.6674,5917.0,0.15649,3.3394,19234.0,0.50869,10.8552,168.0,0.00444,0.0948
pro_1024k_L48,pro,1024k,48,1024,262127,4,0.244,8,512,True,1,False,4,28.067,27.683,-0.0137,51180.5,True,True,21.43,3140.5,0.06122,1.7183,110.0,0.00214,0.0602,1050.0,0.02047,0.5745,25166.0,0.49058,13.7694,5882.0,0.11466,3.2183,15784.5,0.3077,8.6364,165.0,0.00322,0.0903
pro_1024k_L50,pro,1024k,50,1024,262127,4,0.351,8,512,True,1,False,5,19.357,19.35,-0.0003,34381.0,True,True,19.26,3425.5,0.09996,1.935,115.0,0.00336,0.065,1033.0,0.03015,0.5835,7958.0,0.23224,4.4953,5907.5,0.1724,3.337,15670.0,0.45729,8.8517,158.0,0.00461,0.0893
pro_1024k_L52,pro,1024k,52,1024,262127,4,0.292,8,512,True,1,False,6,20.358,20.472,0.0056,36521.5,True,True,20.32,3423.0,0.09385,1.9106,115.0,0.00315,0.0642,1033.5,0.02833,0.5769,8050.0,0.2207,4.4932,5898.5,0.16172,3.2923,17794.5,0.48786,9.9321,160.0,0.00439,0.0893
pro_1024k_L54,pro,1024k,54,1024,262127,4,0.671,8,512,True,1,False,7,20.65,20.142,-0.0246,36215.5,True,True,20.27,3046.5,0.08428,1.7404,110.0,0.00304,0.0628,1060.5,0.02934,0.6058,8030.0,0.22215,4.5874,5957.5,0.16482,3.4034,17788.0,0.49212,10.162,153.5,0.00425,0.0877
pro_1024k_L56,pro,1024k,56,1024,262127,4,0.624,8,512,True,1,False,0,20.648,20.243,-0.0196,36418.5,True,True,20.15,3153.0,0.08655,1.7871,110.0,0.00302,0.0623,1060.5,0.02911,0.6011,8099.0,0.22232,4.5904,5918.5,0.16246,3.3545,17920.0,0.4919,10.1568,169.0,0.00464,0.0958
pro_1024k_L58,pro,1024k,58,1024,262127,4,0.679,8,512,True,1,False,1,20.283,19.89,-0.0194,35597.0,True,True,19.76,3106.0,0.08721,1.7689,110.0,0.00309,0.0626,1063.0,0.02985,0.6054,8093.5,0.22725,4.6094,5939.5,0.16677,3.3827,17129.0,0.48096,9.7554,173.5,0.00487,0.0988
pro_1024k_L60,pro,1024k,60,1024,262127,4,0.876,8,512,True,1,False,2,25.942,25.552,-0.015,46654.0,True,True,26.13,3449.5,0.07413,1.923,115.0,0.00247,0.0641,1034.0,0.02222,0.5764,15494.0,0.33295,8.6375,5882.5,0.12641,3.2793,20419.0,0.43878,11.383,142.0,0.00305,0.0792
pro_128k_L02,pro,128k,2,1024,32771,4,0.939,1,512,True,1,False,3,14.15,14.286,0.0096,24853.0,True,True,14.49,2700.0,0.10858,1.5365,127.0,0.00511,0.0723,1174.0,0.04721,0.6681,8456.5,0.34008,4.8123,5367.5,0.21586,3.0545,7021.0,0.28235,3.9954,20.0,0.0008,0.0114
pro_128k_L04,pro,128k,4,1024,32771,4,0.863,1,512,True,1,False,4,12.914,13.091,0.0137,22574.0,True,True,13.11,3114.5,0.13738,1.7742,165.0,0.00728,0.094,1202.0,0.05302,0.6847,5382.5,0.23743,3.0661,5373.5,0.23703,3.061,7411.5,0.32693,4.2219,21.0,0.00093,0.012
pro_128k_L06,pro,128k,6,1024,32771,4,0.87,1,512,True,1,False,5,16.563,16.797,0.0141,29627.5,True,True,15.67,2920.0,0.09891,1.6383,125.0,0.00423,0.0701,1183.0,0.04007,0.6637,8396.5,0.28442,4.7109,5468.0,0.18522,3.0679,11407.0,0.3864,6.4,22.0,0.00075,0.0123
pro_128k_L08,pro,128k,8,1024,32771,4,0.928,1,512,True,1,False,6,15.496,15.512,0.001,27028.5,True,True,15.23,3390.5,0.12571,1.948,164.0,0.00608,0.0942,1202.0,0.04457,0.6906,8422.0,0.31226,4.8388,5399.0,0.20018,3.102,8373.5,0.31046,4.811,20.0,0.00074,0.0115
pro_128k_L10,pro,128k,10,1024,32771,4,0.899,1,512,True,1,False,7,15.437,15.501,0.0041,27497.0,True,True,15.94,2823.0,0.10296,1.5894,123.0,0.00449,0.0693,1180.0,0.04304,0.6644,8234.0,0.30031,4.6359,5459.5,0.19912,3.0738,9578.5,0.34935,5.3929,20.0,0.00073,0.0113
pro_128k_L12,pro,128k,12,1024,32771,4,0.849,1,512,True,1,False,0,12.418,12.563,0.0117,21609.5,True,True,13.11,2900.5,0.13444,1.6694,122.0,0.00565,0.0702,1173.0,0.05437,0.6751,5214.0,0.24167,3.001,5313.5,0.24628,3.0582,6831.0,0.31662,3.9316,21.0,0.00097,0.0121
pro_128k_L14,pro,128k,14,1024,32771,4,0.812,1,512,True,1,False,1,12.443,12.53,0.0069,21577.5,True,True,12.72,2795.0,0.13029,1.6212,127.0,0.00592,0.0737,1178.0,0.05491,0.6833,5222.0,0.24342,3.029,5356.5,0.24969,3.107,6753.0,0.31479,3.917,21.0,0.00098,0.0122
pro_128k_L16,pro,128k,16,1024,32771,4,0.665,1,512,True,1,False,2,13.662,13.726,0.0047,23533.0,True,True,13.48,3355.0,0.14315,1.9558,162.0,0.00691,0.0944,1193.0,0.0509,0.6955,5322.5,0.2271,3.1028,5403.5,0.23056,3.15,7980.5,0.34052,4.6523,20.0,0.00085,0.0117
pro_128k_L18,pro,128k,18,1024,32771,4,0.688,1,512,True,1,False,3,13.146,13.218,0.0055,22845.0,True,True,13.53,2873.0,0.12577,1.6534,126.0,0.00552,0.0725,1192.5,0.05221,0.6863,5262.0,0.23036,3.0282,5384.5,0.23572,3.0987,7983.5,0.3495,4.5944,21.0,0.00092,0.0121
pro_128k_L20,pro,128k,20,1024,32771,4,0.782,1,512,True,1,False,4,12.773,12.851,0.0061,22029.5,True,True,12.85,2999.5,0.13645,1.7428,165.0,0.00751,0.0959,1198.0,0.0545,0.6961,5077.0,0.23096,2.95,5394.0,0.24538,3.1342,7128.0,0.32426,4.1417,21.0,0.00096,0.0122
pro_128k_L22,pro,128k,22,1024,32771,4,0.433,1,512,True,1,False,5,14.326,14.435,0.0076,24866.5,True,True,14.38,3069.0,0.12361,1.7709,125.0,0.00503,0.0721,1193.0,0.04805,0.6884,8096.5,0.3261,4.6718,5376.0,0.21653,3.102,6949.0,0.27988,4.0097,20.0,0.00081,0.0115
pro_128k_L24,pro,128k,24,1024,32771,4,0.683,1,512,True,1,False,6,13.554,13.706,0.0112,23444.5,True,True,13.57,3404.0,0.14501,1.9654,164.0,0.00699,0.0947,1196.0,0.05095,0.6906,5270.0,0.2245,3.0428,5387.5,0.22951,3.1107,8032.5,0.34219,4.6379,20.0,0.00085,0.0115
pro_128k_L26,pro,128k,26,1024,32771,4,0.454,1,512,True,1,False,7,13.827,13.862,0.0025,24201.0,True,True,14.56,2748.0,0.11378,1.5733,121.0,0.00501,0.0693,1167.0,0.04832,0.6681,7924.5,0.32811,4.5369,5341.0,0.22114,3.0578,6830.5,0.28281,3.9105,20.0,0.00083,0.0115
pro_128k_L28,pro,128k,28,1024,32771,4,0.728,1,512,True,1,False,0,12.698,12.786,0.0069,22195.5,True,True,13.29,2808.0,0.12751,1.619,123.0,0.00559,0.0709,1172.0,0.05322,0.6757,5202.5,0.23624,2.9996,5369.5,0.24382,3.0959,7326.5,0.33268,4.2243,21.0,0.00095,0.0121
pro_128k_L30,pro,128k,30,1024,32771,4,0.326,1,512,True,1,False,1,12.835,12.96,0.0097,22398.5,True,True,13.09,3002.5,0.1339,1.7186,125.0,0.00557,0.0715,1189.0,0.05302,0.6806,5229.5,0.23321,2.9933,5365.5,0.23927,3.0711,7491.5,0.33408,4.288,21.0,0.00094,0.012
pro_128k_L32,pro,128k,32,1024,32771,4,0.43,1,512,True,1,False,2,14.902,14.842,-0.0041,25705.0,True,True,14.46,3202.0,0.12523,1.8663,164.0,0.00641,0.0956,1192.0,0.04662,0.6947,8080.5,0.31603,4.7097,5386.5,0.21067,3.1395,7522.5,0.29421,4.3844,21.0,0.00082,0.0122
pro_128k_L34,pro,128k,34,1024,32771,4,0.612,1,512,True,1,False,3,13.589,13.677,0.0065,23810.5,True,True,13.77,2858.0,0.12101,1.6444,127.0,0.00538,0.0731,1208.0,0.05115,0.695,5278.5,0.2235,3.0371,5423.5,0.22964,3.1205,8702.5,0.36848,5.0072,20.0,0.00085,0.0115
pro_128k_L36,pro,128k,36,1024,32771,4,0.346,1,512,True,1,False,4,12.853,12.981,0.01,22466.0,True,True,12.87,3052.0,0.13585,1.746,165.0,0.00734,0.0944,1189.5,0.05295,0.6805,5282.0,0.23511,3.0218,5387.0,0.23978,3.0818,7371.0,0.32809,4.2169,20.0,0.00089,0.0114
pro_128k_L38,pro,128k,38,1024,32771,4,0.627,1,512,True,1,False,5,14.426,14.462,0.0025,25033.0,True,True,14.57,3201.5,0.12828,1.8505,125.0,0.00501,0.0722,1195.0,0.04788,0.6907,5207.5,0.20865,3.0099,5425.5,0.21739,3.1359,9783.5,0.392,5.6548,20.0,0.0008,0.0116
pro_128k_L40,pro,128k,40,1024,32771,4,0.415,1,512,True,1,False,6,13.067,13.131,0.0049,22274.5,True,True,14.4,3395.0,0.15237,1.991,164.0,0.00736,0.0962,1198.5,0.05379,0.7029,5369.0,0.24096,3.1486,5345.5,0.2399,3.1348,6790.0,0.30473,3.982,20.0,0.0009,0.0117
pro_128k_L42,pro,128k,42,1024,32771,4,0.506,1,512,True,1,False,7,14.806,14.947,0.0095,26403.5,True,True,15.31,3162.5,0.11962,1.7712,122.0,0.00461,0.0683,1186.5,0.04488,0.6645,5245.5,0.19841,2.9378,5478.0,0.20721,3.068,11222.0,0.42447,6.2849,21.0,0.00079,0.0118
pro_128k_L44,pro,128k,44,1024,32771,4,0.395,1,512,True,1,False,0,12.56,12.648,0.007,21948.0,True,True,14.41,2625.0,0.1209,1.5185,121.0,0.00557,0.07,1156.5,0.05326,0.669,5244.0,0.24152,3.0335,5328.0,0.24539,3.0821,7218.0,0.33244,4.1754,20.0,0.00092,0.0116
pro_128k_L46,pro,128k,46,1024,32771,4,0.609,1,512,True,1,False,1,13.669,13.771,0.0075,23988.5,True,True,14.26,2914.5,0.12182,1.6652,125.0,0.00522,0.0714,1192.0,0.04982,0.681,5185.0,0.21673,2.9624,5402.0,0.2258,3.0864,9084.5,0.37972,5.1904,21.0,0.00088,0.012
pro_128k_L48,pro,128k,48,1024,32771,4,0.346,1,512,True,1,False,2,13.331,13.509,0.0133,23081.5,True,True,13.08,3251.0,0.1416,1.8877,162.0,0.00706,0.0941,1194.0,0.05201,0.6933,5286.5,0.23026,3.0697,5368.5,0.23383,3.1173,7676.5,0.33436,4.4575,20.0,0.00087,0.0116
pro_128k_L50,pro,128k,50,1024,32771,4,0.589,1,512,True,1,False,3,13.533,13.631,0.0072,23686.0,True,True,13.79,2810.5,0.11895,1.6097,127.0,0.00537,0.0727,1192.0,0.05045,0.6827,5358.5,0.22679,3.069,5424.5,0.22958,3.1069,8694.5,0.36797,4.9797,21.0,0.00089,0.012
pro_128k_L52,pro,128k,52,1024,32771,4,0.544,1,512,True,1,False,4,14.365,14.488,0.0086,25257.0,True,True,14.52,2877.5,0.11426,1.6413,165.0,0.00655,0.0941,1187.0,0.04713,0.6771,5309.0,0.21081,3.0283,5446.5,0.21627,3.1067,10177.5,0.40413,5.8053,21.0,0.00083,0.012
pro_128k_L54,pro,128k,54,1024,32771,4,0.683,1,512,True,1,False,5,13.315,13.302,-0.001,22819.0,True,True,13.42,3182.0,0.14052,1.8711,125.0,0.00552,0.0735,1195.5,0.0528,0.703,5139.5,0.22697,3.0222,5379.5,0.23757,3.1633,7602.5,0.33574,4.4705,20.0,0.00088,0.0118
pro_128k_L56,pro,128k,56,1024,32771,4,0.527,1,512,True,1,False,6,14.88,15.061,0.0122,26090.5,True,True,14.63,3400.5,0.13061,1.9434,162.0,0.00622,0.0926,1194.5,0.04588,0.6827,5364.0,0.20602,3.0656,5454.0,0.20948,3.1171,10441.0,0.40102,5.9672,20.0,0.00077,0.0114
pro_128k_L58,pro,128k,58,1024,32771,4,0.685,1,512,True,1,False,7,12.93,13.006,0.0059,22555.0,True,True,13.46,2854.0,0.12682,1.6398,123.0,0.00547,0.0707,1180.0,0.05244,0.678,5223.5,0.23211,3.0011,5371.5,0.23869,3.0862,7732.0,0.34358,4.4424,20.0,0.00089,0.0115
pro_128k_L60,pro,128k,60,1024,32771,4,0.872,1,512,True,1,False,0,12.32,12.482,0.0131,21452.0,True,True,12.93,2706.0,0.1269,1.5634,123.0,0.00577,0.0711,1161.0,0.05445,0.6708,5224.0,0.24498,3.0182,5364.0,0.25155,3.0991,6726.0,0.31542,3.886,20.0,0.00094,0.0116
pro_16k_L02,pro,16k,2,1024,4099,4,0.801,1,512,False,0,False,1,9.387,9.472,0.009,15512.5,True,True,9.91,2600.0,0.16849,1.5817,125.0,0.0081,0.076,1156.5,0.07495,0.7035,2969.5,0.19244,1.8065,1792.0,0.11613,1.0901,6767.0,0.43853,4.1166,21.0,0.00136,0.0128
pro_16k_L04,pro,16k,4,1024,4099,4,0.755,1,512,False,0,False,2,9.725,9.955,0.0237,16122.0,True,True,9.71,2901.5,0.18161,1.7661,164.0,0.01027,0.0998,1173.5,0.07345,0.7143,2623.0,0.16418,1.5966,1835.0,0.11486,1.117,7259.5,0.45439,4.4188,20.0,0.00125,0.0122
pro_16k_L06,pro,16k,6,1024,4099,4,0.84,1,512,False,0,False,3,9.152,9.306,0.0168,15224.0,True,True,9.8,2699.5,0.17757,1.6251,125.0,0.00822,0.0753,1176.0,0.07736,0.708,2408.0,0.1584,1.4496,1793.0,0.11794,1.0794,6980.0,0.45914,4.202,21.0,0.00138,0.0126
pro_16k_L08,pro,16k,8,1024,4099,4,0.874,1,512,False,0,False,4,12.091,11.2,-0.0737,19100.0,True,True,11.46,2921.0,0.15328,1.8534,165.0,0.00866,0.1047,1171.0,0.06145,0.743,4822.5,0.25306,3.0598,1901.5,0.09978,1.2065,8054.5,0.42266,5.1105,21.0,0.0011,0.0133
pro_16k_L10,pro,16k,10,1024,4099,4,0.867,1,512,False,0,False,5,11.63,11.662,0.0027,19763.5,True,True,11.32,2876.5,0.14727,1.7129,127.0,0.0065,0.0756,1175.5,0.06018,0.7,4752.5,0.24332,2.83,1853.0,0.09487,1.1034,8726.0,0.44677,5.1961,21.0,0.00108,0.0125
pro_16k_L12,pro,16k,12,1024,4099,4,0.71,1,512,False,0,False,6,9.522,9.717,0.0205,15507.0,True,True,9.47,2763.5,0.17853,1.6999,164.0,0.01059,0.1009,1170.0,0.07559,0.7197,2217.5,0.14326,1.3641,1886.0,0.12184,1.1601,7258.0,0.46889,4.4646,20.0,0.00129,0.0123
pro_16k_L14,pro,16k,14,1024,4099,4,0.773,1,512,False,0,False,7,9.054,9.224,0.0187,15193.5,True,True,9.94,2733.5,0.18069,1.636,121.0,0.008,0.0724,1149.5,0.07598,0.688,2343.0,0.15487,1.4023,1787.0,0.11812,1.0695,6974.5,0.46102,4.1742,20.0,0.00132,0.012
pro_16k_L16,pro,16k,16,1024,4099,4,0.84,1,512,False,0,False,0,8.57,8.792,0.026,14272.0,True,True,9.36,2580.0,0.18203,1.5599,122.0,0.00861,0.0738,1147.5,0.08096,0.6938,2046.5,0.14439,1.2374,1776.5,0.12534,1.0741,6480.0,0.45719,3.9179,21.0,0.00148,0.0127
pro_16k_L18,pro,16k,18,1024,4099,4,0.812,1,512,False,0,False,1,9.226,9.36,0.0146,15369.5,True,True,9.52,2714.0,0.17736,1.6362,125.0,0.00817,0.0754,1160.0,0.0758,0.6993,2570.5,0.16798,1.5497,1831.5,0.11969,1.1042,6880.5,0.44963,4.1481,21.0,0.00137,0.0127
pro_16k_L20,pro,16k,20,1024,4099,4,0.815,1,512,False,0,False,2,9.376,10.045,0.0713,16152.5,True,True,9.34,2817.5,0.1744,1.6352,164.0,0.01015,0.0952,1173.0,0.07261,0.6808,2177.0,0.13476,1.2635,1863.5,0.11535,1.0815,7939.0,0.49143,4.6076,21.0,0.0013,0.0122
pro_16k_L22,pro,16k,22,1024,4099,4,0.702,1,512,False,0,False,3,9.363,9.55,0.02,15791.0,True,True,9.78,2863.0,0.18108,1.6955,125.0,0.00791,0.074,1175.0,0.07432,0.6958,2146.0,0.13573,1.2709,1824.0,0.11536,1.0802,7657.0,0.48428,4.5345,21.0,0.00133,0.0124
pro_16k_L24,pro,16k,24,1024,4099,4,0.815,1,512,False,0,False,4,9.341,9.528,0.02,15691.0,True,True,9.7,2803.0,0.17901,1.6721,165.0,0.01054,0.0984,1175.0,0.07504,0.7009,2227.0,0.14223,1.3285,1843.0,0.1177,1.0994,7424.0,0.47413,4.4288,21.0,0.00134,0.0125
pro_16k_L26,pro,16k,26,1024,4099,4,0.8,1,512,False,0,False,5,9.251,9.934,0.0739,16255.0,True,True,9.52,2942.5,0.18336,1.6963,125.0,0.00779,0.0721,1176.0,0.07328,0.678,2366.5,0.14747,1.3643,1807.5,0.11263,1.042,7609.0,0.47415,4.3865,21.0,0.00131,0.0121
pro_16k_L28,pro,16k,28,1024,4099,4,0.791,1,512,False,0,False,6,9.347,9.944,0.0639,16072.0,True,True,9.52,2781.5,0.1733,1.6199,163.0,0.01016,0.0949,1172.0,0.07302,0.6825,2195.5,0.13679,1.2786,1851.5,0.11536,1.0783,7865.5,0.49006,4.5807,21.0,0.00131,0.0122
pro_16k_L30,pro,16k,30,1024,4099,4,0.739,1,512,False,0,False,7,9.09,9.254,0.0181,15301.5,True,True,9.76,2734.0,0.1789,1.6262,121.0,0.00792,0.072,1147.5,0.07509,0.6825,2313.5,0.15139,1.376,1772.0,0.11595,1.054,7174.0,0.46944,4.267,20.0,0.00131,0.0119
pro_16k_L32,pro,16k,32,1024,4099,4,0.767,1,512,False,0,False,0,8.813,8.902,0.0102,14584.0,True,True,9.48,2647.5,0.18179,1.6021,122.0,0.00838,0.0738,1150.0,0.07896,0.6959,2177.0,0.14948,1.3174,1782.5,0.1224,1.0786,6663.5,0.45755,4.0323,21.0,0.00144,0.0127
pro_16k_L34,pro,16k,34,1024,4099,4,0.828,1,512,False,0,False,1,8.99,9.038,0.0053,14764.5,True,True,9.63,2624.0,0.17815,1.6017,125.0,0.00849,0.0763,1158.0,0.07862,0.7068,2071.5,0.14064,1.2644,1819.5,0.12353,1.1106,6910.0,0.46914,4.2178,21.0,0.00143,0.0128
pro_16k_L36,pro,16k,36,1024,4099,4,0.792,1,512,False,0,False,2,9.525,10.142,0.0648,16364.0,True,True,9.47,2811.5,0.17193,1.6376,164.0,0.01003,0.0955,1171.5,0.07164,0.6823,2613.5,0.15982,1.5222,1836.0,0.11227,1.0694,7735.5,0.47303,4.5055,21.0,0.00128,0.0122
pro_16k_L38,pro,16k,38,1024,4099,4,0.935,1,512,False,0,False,3,11.224,10.32,-0.0805,17400.5,True,True,11.04,2846.5,0.16411,1.842,125.0,0.00721,0.0809,1174.0,0.06769,0.7597,4385.0,0.25281,2.8376,1816.0,0.1047,1.1751,6977.5,0.40228,4.5152,21.0,0.00121,0.0136
pro_16k_L40,pro,16k,40,1024,4099,4,0.905,1,512,False,0,False,4,11.979,11.115,-0.0721,18759.0,True,True,11.15,2847.5,0.15202,1.821,163.0,0.0087,0.1042,1175.0,0.06273,0.7514,4843.0,0.25855,3.0972,1868.0,0.09973,1.1946,7814.0,0.41716,4.9972,21.0,0.00112,0.0134
pro_16k_L42,pro,16k,42,1024,4099,4,0.875,1,512,False,0,False,5,11.435,10.941,-0.0432,18115.0,True,True,11.21,2885.0,0.15947,1.8236,125.0,0.00691,0.079,1174.5,0.06492,0.7424,4210.5,0.23274,2.6614,1839.5,0.10168,1.1627,7835.5,0.43312,4.9528,21.0,0.00116,0.0133
pro_16k_L44,pro,16k,44,1024,4099,4,0.941,1,512,False,0,False,6,11.888,11.869,-0.0016,19850.0,True,True,11.25,2795.0,0.14264,1.6957,164.0,0.00837,0.0995,1175.0,0.05997,0.7129,5355.0,0.27329,3.2489,1855.5,0.09469,1.1257,8229.0,0.41996,4.9926,21.0,0.00107,0.0127
