uuid,model,isl,layer,K,N,cr,hit,cs,T,v256,mbpm,wpr,gpu,us_prod_nsys,us_timed_nsys,overhead,window_cyc,exact,mono,csv_pr_us,cyc_p1_gather_stats,frac_p1_gather_stats,us_p1_gather_stats,cyc_smem_stage,frac_smem_stage,us_smem_stage,cyc_p1b_rungs,frac_p1b_rungs,us_p1b_rungs,cyc_p2_count_admission,frac_p2_count_admission,us_p2_count_admission,cyc_p3_collect,frac_p3_collect,us_p3_collect,cyc_p4_select,frac_p4_select,us_p4_select,cyc_epilogue,frac_epilogue,us_epilogue
v32_32k_L35,v32,32k,35,2048,32783,1,0.499,1,512,True,1,False,1,14.787,14.821,0.0023,26045.0,True,True,15.03,3794.0,0.14579,2.1558,124.0,0.00476,0.0705,1818.5,0.06988,1.0333,6248.5,0.24011,3.5505,6021.0,0.23136,3.4212,7997.0,0.30729,4.544,21.0,0.00081,0.0119
v32_32k_L36,v32,32k,36,2048,32783,1,0.602,1,512,True,1,False,2,15.68,15.678,-0.0001,27359.0,True,True,17.43,3499.0,0.12833,2.0122,163.0,0.00598,0.0937,1878.0,0.06888,1.08,6535.0,0.23968,3.7581,6070.5,0.22264,3.491,9099.5,0.33373,5.2329,21.0,0.00077,0.0121
v32_32k_L37,v32,32k,37,2048,32783,1,0.542,1,512,True,1,False,3,14.832,14.965,0.009,26348.5,True,True,17.55,3723.5,0.14132,2.096,126.0,0.00478,0.0709,1838.5,0.06978,1.0349,6576.5,0.2496,3.702,5955.5,0.22603,3.3524,8107.5,0.3077,4.5638,21.0,0.0008,0.0118
v32_32k_L38,v32,32k,38,2048,32783,1,0.527,1,512,True,1,False,4,15.224,15.256,0.0021,26775.5,True,True,17.73,3557.0,0.13325,2.0285,166.0,0.00622,0.0947,1869.0,0.07001,1.0659,6494.0,0.24327,3.7035,6010.5,0.22515,3.4278,8578.5,0.32135,4.8923,20.0,0.00075,0.0114
v32_32k_L39,v32,32k,39,2048,32783,1,0.406,1,512,True,1,False,5,15.501,15.606,0.0068,27302.5,True,True,16.88,3494.0,0.12807,1.9851,124.0,0.00454,0.0705,1834.5,0.06724,1.0423,6536.0,0.23956,3.7134,6021.0,0.22069,3.4208,9252.5,0.33913,5.2568,21.0,0.00077,0.0119
v32_32k_L40,v32,32k,40,2048,32783,1,0.545,1,512,True,1,False,6,14.994,15.085,0.0061,26142.5,True,True,17.21,3608.5,0.13789,2.0675,164.0,0.00627,0.094,1862.5,0.07117,1.0671,6553.5,0.25043,3.7549,6031.5,0.23049,3.4558,7927.5,0.30294,4.5422,21.0,0.0008,0.012
v32_32k_L41,v32,32k,41,2048,32783,1,0.462,1,512,True,1,False,7,15.59,15.752,0.0104,27877.0,True,True,17.34,3479.5,0.12515,1.9511,122.0,0.00439,0.0684,1808.5,0.06505,1.0141,6491.0,0.23346,3.6397,5992.0,0.21551,3.3599,9889.5,0.35569,5.5454,21.0,0.00076,0.0118
v32_32k_L42,v32,32k,42,2048,32783,1,0.516,1,512,True,1,False,0,14.49,14.715,0.0156,25870.5,True,True,17.87,3592.5,0.13882,2.0114,124.0,0.00479,0.0694,1785.5,0.06899,0.9997,6492.5,0.25087,3.6351,5956.0,0.23014,3.3347,7909.0,0.30561,4.4282,20.0,0.00077,0.0112
v32_32k_L43,v32,32k,43,2048,32783,1,0.304,1,512,True,1,False,1,16.306,16.437,0.008,29008.5,True,True,15.72,3426.5,0.11824,1.928,124.0,0.00428,0.0698,1798.0,0.06204,1.0117,6419.5,0.22152,3.6121,6018.0,0.20767,3.3861,11172.0,0.38552,6.2861,21.0,0.00072,0.0118
v32_32k_L44,v32,32k,44,2048,32783,1,0.593,1,512,True,1,False,2,15.291,15.254,-0.0024,26562.0,True,True,17.12,3533.5,0.13348,2.0411,163.0,0.00616,0.0942,1868.0,0.07057,1.079,6495.5,0.24538,3.7521,6025.5,0.22762,3.4806,8366.0,0.31604,4.8326,20.0,0.00076,0.0116
v32_32k_L45,v32,32k,45,2048,32783,1,0.365,1,512,True,1,False,3,15.106,15.186,0.0053,26631.0,True,True,15.26,3469.0,0.13067,1.9739,125.0,0.00471,0.0711,1844.0,0.06946,1.0493,6576.0,0.24771,3.7419,5972.0,0.22496,3.3982,8541.0,0.32173,4.86,20.0,0.00075,0.0114
v32_32k_L46,v32,32k,46,2048,32783,1,0.191,1,512,True,1,False,4,17.421,17.539,0.0068,31333.5,True,True,17.59,3823.5,0.12212,2.1274,166.0,0.0053,0.0924,1855.5,0.05926,1.0324,6493.5,0.2074,3.613,6199.5,0.19801,3.4494,12751.5,0.40727,7.095,20.0,0.00064,0.0111
v32_32k_L47,v32,32k,47,2048,32783,1,0.437,1,512,True,1,False,5,16.235,16.267,0.002,28628.0,True,True,16.83,3773.5,0.13206,2.144,124.0,0.00434,0.0705,1864.0,0.06523,1.0591,6503.5,0.2276,3.6952,6060.5,0.2121,3.4435,10228.5,0.35797,5.8117,20.0,0.0007,0.0114
v32_32k_L48,v32,32k,48,2048,32783,1,0.479,1,512,True,1,False,6,15.128,15.186,0.0038,26461.0,True,True,15.52,3590.0,0.13629,2.0618,165.0,0.00626,0.0948,1849.0,0.07019,1.0619,6513.0,0.24725,3.7405,6002.0,0.22785,3.447,8202.5,0.31139,4.7108,20.0,0.00076,0.0115
v32_32k_L49,v32,32k,49,2048,32783,1,0.495,1,512,True,1,False,7,15.11,15.218,0.0071,26976.5,True,True,17.84,3714.0,0.13755,2.0784,122.0,0.00452,0.0683,1791.5,0.06635,1.0026,6453.0,0.23899,3.6112,5979.5,0.22145,3.3462,8920.5,0.33037,4.992,21.0,0.00078,0.0118
v32_32k_L50,v32,32k,50,2048,32783,1,0.379,1,512,True,1,False,0,15.435,15.542,0.0069,27517.0,True,True,15.83,3761.0,0.13597,2.0987,123.0,0.00445,0.0686,1796.0,0.06493,1.0022,6521.0,0.23575,3.6388,6021.0,0.21767,3.3598,9419.0,0.34052,5.2559,20.0,0.00072,0.0112
v32_32k_L51,v32,32k,51,2048,32783,1,0.537,1,512,True,1,False,1,15.264,15.306,0.0027,26973.5,True,True,17.43,3507.0,0.13031,1.989,124.0,0.00461,0.0703,1818.5,0.06757,1.0314,6417.5,0.23845,3.6398,6048.0,0.22472,3.4302,8978.0,0.33359,5.092,20.0,0.00074,0.0113
v32_32k_L52,v32,32k,52,2048,32783,1,0.634,1,512,True,1,False,2,15.928,16.022,0.0059,27992.5,True,True,17.51,3838.5,0.13665,2.1765,165.0,0.00587,0.0936,1848.0,0.06579,1.0478,6627.5,0.23593,3.7579,6038.0,0.21494,3.4236,9553.0,0.34007,5.4167,21.0,0.00075,0.0119
v32_32k_L53,v32,32k,53,2048,32783,1,0.733,1,512,True,1,False,3,14.949,15.053,0.007,26390.0,True,True,17.69,3543.0,0.13435,2.0084,124.0,0.0047,0.0703,1840.0,0.06977,1.0431,6592.0,0.24998,3.7368,5994.5,0.22732,3.3981,8257.0,0.31312,4.6807,20.0,0.00076,0.0113
v32_32k_L54,v32,32k,54,2048,32783,1,0.512,1,512,True,1,False,4,15.736,15.888,0.0097,27998.5,True,True,17.31,3613.0,0.1293,2.0347,166.0,0.00594,0.0935,1854.5,0.06637,1.0444,6590.0,0.23584,3.7112,6072.5,0.21732,3.4198,9623.5,0.3444,5.4196,23.0,0.00082,0.013
v32_32k_L55,v32,32k,55,2048,32783,1,0.468,1,512,True,1,False,5,14.96,15.032,0.0048,26159.5,True,True,17.12,3484.0,0.13323,1.9932,124.0,0.00474,0.0709,1830.0,0.06998,1.0469,6516.5,0.2492,3.7281,5951.5,0.2276,3.4048,8223.5,0.31448,4.7046,20.0,0.00076,0.0114
v32_32k_L56,v32,32k,56,2048,32783,1,0.653,1,512,True,1,False,6,15.01,15.109,0.0066,26128.5,True,True,17.91,3862.0,0.1475,2.214,163.0,0.00623,0.0934,1863.5,0.07117,1.0683,6589.5,0.25168,3.7776,5980.5,0.22842,3.4284,7704.0,0.29424,4.4165,20.0,0.00076,0.0115
v32_32k_L57,v32,32k,57,2048,32783,1,0.65,1,512,True,1,False,7,14.624,14.742,0.0081,25944.0,True,True,16.97,3519.5,0.13583,1.9864,122.0,0.00471,0.0689,1795.0,0.06928,1.0131,6437.5,0.24845,3.6333,5986.5,0.23104,3.3787,8030.5,0.30993,4.5324,20.0,0.00077,0.0113
v32_32k_L58,v32,32k,58,2048,32783,1,0.811,1,512,True,1,False,0,17.731,17.864,0.0075,32162.5,True,True,16.51,3566.5,0.11115,1.9707,124.0,0.00386,0.0685,1786.5,0.05567,0.9872,12152.5,0.37872,6.7151,5965.0,0.18589,3.2961,8474.0,0.26408,4.6825,20.0,0.00062,0.0111
v32_32k_L59,v32,32k,59,2048,32783,1,0.738,1,512,True,1,False,1,15.282,15.346,0.0042,27123.0,True,True,17.64,3726.0,0.13767,2.1038,124.0,0.00458,0.07,1823.5,0.06738,1.0296,6398.0,0.2364,3.6126,6046.5,0.22341,3.4141,8925.5,0.32979,5.0397,21.0,0.00078,0.0119
v32_32k_L60,v32,32k,60,2048,32783,1,0.819,1,512,True,1,False,2,19.23,19.219,-0.0006,34191.0,True,True,16.41,3616.0,0.1057,2.0326,163.0,0.00476,0.0916,1849.5,0.05406,1.0396,12215.0,0.35705,6.8662,6131.5,0.17923,3.4466,10215.0,0.29859,5.742,21.0,0.00061,0.0118
v32_4k_L03,v32,4k,3,2048,4111,1,0.897,1,512,False,0,False,3,13.232,13.675,0.0335,24292.0,True,True,11.16,3205.5,0.13251,1.7534,122.0,0.00504,0.0667,1921.0,0.07941,1.0508,4814.5,0.19902,2.6335,3627.0,0.14993,1.9839,10476.0,0.43305,5.7302,25.0,0.00103,0.0137
v32_4k_L04,v32,4k,4,2048,4111,1,0.806,1,512,False,0,False,4,13.462,14.006,0.0404,24782.5,True,True,11.31,3185.0,0.12861,1.7313,130.0,0.00525,0.0707,1959.0,0.0791,1.0649,4561.5,0.18419,2.4796,3601.0,0.1454,1.9575,11304.0,0.45644,6.1448,25.0,0.00101,0.0136
v32_4k_L05,v32,4k,5,2048,4111,1,0.902,1,512,False,0,False,5,13.23,13.595,0.0276,23053.5,True,True,10.96,3195.5,0.13863,1.8341,122.0,0.00529,0.07,1935.0,0.08394,1.1106,4386.5,0.1903,2.5177,3236.5,0.14041,1.8576,10151.5,0.44039,5.8266,24.0,0.00104,0.0138
v32_4k_L06,v32,4k,6,2048,4111,1,0.884,1,512,False,0,False,6,13.368,13.952,0.0437,23631.5,True,True,10.9,3236.5,0.13741,1.8369,129.0,0.00548,0.0732,1954.5,0.08298,1.1093,4510.0,0.19148,2.5597,3657.5,0.15529,2.0759,10039.5,0.42625,5.6981,26.0,0.0011,0.0148
v32_4k_L07,v32,4k,7,2048,4111,1,0.864,1,512,False,0,False,7,12.538,12.93,0.0313,22979.0,True,True,10.95,3093.5,0.13496,1.6921,94.0,0.0041,0.0514,1924.5,0.08396,1.0527,4393.5,0.19168,2.4032,3119.5,0.1361,1.7063,10273.0,0.44819,5.6192,23.0,0.001,0.0126
v32_4k_L08,v32,4k,8,2048,4111,1,0.876,1,512,False,0,False,0,13.096,13.395,0.0228,23825.5,True,True,10.93,3119.0,0.13107,1.7165,94.0,0.00395,0.0517,1923.0,0.08081,1.0583,4842.0,0.20348,2.6648,3486.5,0.14652,1.9188,10307.5,0.43316,5.6727,24.0,0.00101,0.0132
v32_4k_L09,v32,4k,9,2048,4111,1,0.872,1,512,False,0,False,1,10.038,10.426,0.0386,17852.0,True,True,11.11,3121.0,0.17505,1.7572,90.0,0.00505,0.0507,1922.0,0.1078,1.0821,2359.0,0.13231,1.3282,2333.0,0.13085,1.3135,7981.5,0.44766,4.4938,23.0,0.00129,0.0129
v32_4k_L10,v32,4k,10,2048,4111,1,0.792,1,512,False,0,False,2,13.755,14.248,0.0358,24201.5,True,True,11.6,3182.5,0.132,1.8157,129.0,0.00535,0.0736,1960.0,0.08129,1.1182,4545.0,0.18851,2.593,3569.0,0.14803,2.0362,10701.5,0.44386,6.1054,23.0,0.00095,0.0131
v32_4k_L11,v32,4k,11,2048,4111,1,0.853,1,512,False,0,False,3,12.669,13.138,0.037,23110.0,True,True,10.85,3212.5,0.13878,1.7581,122.0,0.00527,0.0668,1934.5,0.08357,1.0587,4387.5,0.18954,2.4012,3355.0,0.14493,1.8361,10108.0,0.43666,5.5319,29.0,0.00125,0.0159
v32_4k_L12,v32,4k,12,2048,4111,1,0.833,1,512,False,0,False,4,12.8,13.312,0.04,23475.0,True,True,11.01,3217.5,0.13719,1.7561,128.0,0.00546,0.0699,1953.5,0.0833,1.0662,4625.5,0.19723,2.5245,3414.5,0.14559,1.8636,10082.5,0.42991,5.5029,31.0,0.00132,0.0169
v32_4k_L13,v32,4k,13,2048,4111,1,0.846,1,512,False,0,False,5,14.205,14.528,0.0228,24894.5,True,True,10.96,3138.0,0.12618,1.7923,122.0,0.00491,0.0697,1917.0,0.07708,1.0949,4655.5,0.1872,2.6591,3240.5,0.1303,1.8509,11769.5,0.47325,6.7225,27.0,0.00109,0.0154
v32_4k_L14,v32,4k,14,2048,4111,1,0.81,1,512,False,0,False,6,13.8,14.282,0.0349,24269.0,True,True,11.1,3245.0,0.13387,1.8474,129.0,0.00532,0.0734,1961.5,0.08092,1.1167,4223.5,0.17423,2.4044,3677.0,0.15169,2.0933,10981.5,0.45302,6.2518,23.0,0.00095,0.0131
v32_4k_L15,v32,4k,15,2048,4111,1,0.827,1,512,False,0,False,7,13.579,13.894,0.0232,24795.0,True,True,11.04,3076.0,0.12429,1.6878,94.0,0.0038,0.0516,1931.0,0.07803,1.0595,3910.5,0.15801,2.1457,3291.5,0.133,1.806,12421.0,0.5019,6.8154,24.0,0.00097,0.0132
v32_4k_L16,v32,4k,16,2048,4111,1,0.796,1,512,False,0,False,0,12.517,12.93,0.033,22895.0,True,True,11.0,3151.0,0.13792,1.7263,94.0,0.00411,0.0515,1927.0,0.08434,1.0557,3926.0,0.17184,2.1509,3419.0,0.14965,1.8731,10305.0,0.45104,5.6456,25.0,0.00109,0.0137
v32_4k_L17,v32,4k,17,2048,4111,1,0.674,1,512,False,0,False,1,10.043,10.494,0.0449,17925.0,True,True,11.53,3116.0,0.17411,1.7487,92.0,0.00514,0.0516,1938.0,0.10829,1.0876,2414.0,0.13489,1.3547,2351.0,0.13137,1.3193,7962.5,0.44492,4.4684,23.0,0.00129,0.0129
v32_4k_L18,v32,4k,18,2048,4111,1,0.815,1,512,False,0,False,2,14.064,14.61,0.0388,24933.5,True,True,11.42,3270.0,0.13142,1.8483,129.0,0.00518,0.0729,1953.0,0.07849,1.1039,4867.5,0.19563,2.7513,3693.0,0.14842,2.0874,10940.0,0.43968,6.1837,29.0,0.00117,0.0164
v32_4k_L19,v32,4k,19,2048,4111,1,0.802,1,512,False,0,False,3,12.866,13.314,0.0348,23583.0,True,True,11.28,3292.0,0.13963,1.7964,122.0,0.00517,0.0666,1938.5,0.08222,1.0578,4229.0,0.17937,2.3077,3558.5,0.15093,1.9418,10414.0,0.4417,5.6828,23.0,0.00098,0.0126
v32_4k_L20,v32,4k,20,2048,4111,1,0.658,1,512,False,0,False,4,10.942,11.435,0.045,19726.0,True,True,11.67,3223.5,0.16346,1.7886,129.0,0.00654,0.0716,1963.0,0.09954,1.0892,2494.0,0.12647,1.3839,2368.0,0.12008,1.3139,9519.0,0.4827,5.2818,24.0,0.00122,0.0133
v32_4k_L21,v32,4k,21,2048,4111,1,0.716,1,512,False,0,False,5,13.6,14.019,0.0308,23844.0,True,True,11.0,3193.0,0.13413,1.8241,122.0,0.00512,0.0697,1925.0,0.08086,1.0997,4267.5,0.17926,2.438,3580.0,0.15038,2.0452,10694.5,0.44924,6.1096,24.0,0.00101,0.0137
v32_4k_L22,v32,4k,22,2048,4111,1,0.799,1,512,False,0,False,6,13.597,14.077,0.0353,23844.5,True,True,11.14,3175.5,0.13349,1.8151,129.0,0.00542,0.0737,1953.0,0.0821,1.1163,4458.0,0.18741,2.5481,3463.5,0.1456,1.9797,10582.5,0.44487,6.0488,26.5,0.00111,0.0151
v32_4k_L23,v32,4k,23,2048,4111,1,0.664,1,512,False,0,False,7,9.632,10.053,0.0437,17201.5,True,True,11.25,3111.0,0.18119,1.7453,90.0,0.00524,0.0505,1935.0,0.1127,1.0855,2303.0,0.13413,1.292,2265.5,0.13195,1.2709,7441.0,0.43338,4.1744,24.0,0.0014,0.0135
v32_4k_L24,v32,4k,24,2048,4111,1,0.702,1,512,False,0,False,0,9.896,10.381,0.049,17814.5,True,True,11.11,3168.0,0.17811,1.7626,92.0,0.00517,0.0512,1925.5,0.10826,1.0713,2411.0,0.13555,1.3414,2249.0,0.12644,1.2513,7913.0,0.44489,4.4026,28.0,0.00157,0.0156
v32_4k_L25,v32,4k,25,2048,4111,1,0.69,1,512,False,0,False,1,13.613,14.061,0.0329,24923.0,True,True,11.2,3155.0,0.12662,1.7237,94.0,0.00377,0.0514,1924.5,0.07724,1.0514,4081.5,0.1638,2.2298,3468.5,0.1392,1.8949,12169.5,0.4884,6.6485,24.0,0.00096,0.0131
v32_4k_L26,v32,4k,26,2048,4111,1,0.522,1,512,False,0,False,2,10.781,11.282,0.0465,18289.5,True,True,11.85,3153.5,0.17248,1.8595,129.0,0.00706,0.0761,1961.5,0.10729,1.1566,2629.0,0.14379,1.5502,2359.5,0.12905,1.3913,8027.0,0.43904,4.7332,23.5,0.00129,0.0139
v32_4k_L27,v32,4k,27,2048,4111,1,0.547,1,512,False,0,False,3,10.483,10.925,0.0421,18791.0,True,True,11.66,3192.0,0.17016,1.7839,122.0,0.0065,0.0682,1936.0,0.10321,1.0819,2564.0,0.13668,1.4329,2316.0,0.12346,1.2943,8601.0,0.45851,4.8067,27.5,0.00147,0.0154
v32_4k_L28,v32,4k,28,2048,4111,1,0.674,1,512,False,0,False,4,10.322,10.88,0.0541,18600.5,True,True,11.39,3244.0,0.17416,1.7976,130.0,0.00698,0.072,1960.0,0.10523,1.0861,2525.0,0.13556,1.3992,2366.0,0.12702,1.3111,8374.5,0.4496,4.6406,27.0,0.00145,0.015
v32_4k_L29,v32,4k,29,2048,4111,1,0.568,1,512,False,0,False,5,10.96,11.453,0.045,18792.5,True,True,11.5,3332.5,0.17749,1.9453,122.0,0.0065,0.0712,1924.0,0.10247,1.1231,2940.0,0.15658,1.7162,2359.0,0.12564,1.377,8073.5,0.42999,4.7127,25.0,0.00133,0.0146
v32_4k_L30,v32,4k,30,2048,4111,1,0.679,1,512,False,0,False,6,11.168,11.613,0.0398,19077.0,True,True,11.35,3160.5,0.16621,1.8562,127.0,0.00668,0.0746,1952.5,0.10268,1.1467,2963.5,0.15585,1.7405,2352.0,0.12369,1.3814,8436.0,0.44364,4.9546,24.0,0.00126,0.0141
v32_4k_L31,v32,4k,31,2048,4111,1,0.64,1,512,False,0,False,7,9.896,10.349,0.0458,17747.0,True,True,11.38,3130.5,0.17633,1.745,94.0,0.00529,0.0524,1925.0,0.10843,1.073,2526.0,0.14228,1.408,2248.5,0.12665,1.2533,7801.5,0.43943,4.3486,28.0,0.00158,0.0156
v32_4k_L32,v32,4k,32,2048,4111,1,0.688,1,512,False,0,False,0,10.829,11.298,0.0433,19638.0,True,True,11.5,3054.5,0.15581,1.6872,90.0,0.00459,0.0497,1927.0,0.09829,1.0644,2465.0,0.12574,1.3616,2254.5,0.115,1.2453,9789.5,0.49935,5.4074,24.0,0.00122,0.0133
v32_4k_L33,v32,4k,33,2048,4111,1,0.514,1,512,False,0,False,1,10.034,10.512,0.0477,18024.5,True,True,11.67,3270.5,0.18181,1.8242,94.0,0.00523,0.0524,1929.0,0.10724,1.076,2510.0,0.13953,1.4,2363.0,0.13136,1.318,7797.0,0.43344,4.349,25.0,0.00139,0.0139
v32_4k_L34,v32,4k,34,2048,4111,1,0.729,1,512,False,0,False,2,10.814,11.374,0.0518,18523.0,True,True,11.23,3220.0,0.17389,1.8806,129.0,0.00697,0.0753,1968.0,0.10628,1.1494,2325.0,0.12556,1.3579,2374.5,0.12823,1.3868,8475.5,0.45771,4.9499,25.0,0.00135,0.0146
v32_4k_L35,v32,4k,35,2048,4111,1,0.705,1,512,False,0,False,3,9.99,10.437,0.0447,17830.5,True,True,11.19,3161.0,0.17726,1.7709,122.0,0.00684,0.0683,1926.5,0.10803,1.0793,2288.0,0.1283,1.2818,2304.0,0.1292,1.2907,8007.5,0.44903,4.486,24.0,0.00135,0.0134
v32_4k_L36,v32,4k,36,2048,4111,1,0.788,1,512,False,0,False,4,12.965,13.411,0.0344,23646.0,True,True,11.04,3163.0,0.13384,1.7351,130.0,0.0055,0.0713,1965.5,0.08317,1.0782,4432.5,0.18755,2.4316,3502.0,0.14818,1.9211,10417.5,0.44079,5.7148,23.0,0.00097,0.0126
v32_4k_L37,v32,4k,37,2048,4111,1,0.734,1,512,False,0,False,5,11.437,11.938,0.0438,19832.5,True,True,10.99,3306.5,0.16746,1.9152,122.0,0.00618,0.0707,1936.0,0.09805,1.1214,2283.0,0.11562,1.3223,2297.0,0.11633,1.3305,9776.5,0.49513,5.6627,24.5,0.00124,0.0142
v32_4k_L38,v32,4k,38,2048,4111,1,0.717,1,512,False,0,False,6,13.755,14.278,0.038,24234.0,True,True,11.34,3163.0,0.13062,1.7967,129.0,0.00533,0.0733,1963.0,0.08106,1.115,4716.5,0.19477,2.6791,3644.5,0.1505,2.0702,10577.0,0.43678,6.008,23.0,0.00095,0.0131
v32_4k_L39,v32,4k,39,2048,4111,1,0.767,1,512,False,0,False,7,12.856,13.302,0.0347,23597.0,True,True,11.09,3148.0,0.13335,1.7143,94.0,0.00398,0.0512,1924.5,0.08152,1.048,4028.5,0.17064,2.1938,3600.5,0.15252,1.9607,10788.0,0.45697,5.8749,24.0,0.00102,0.0131
v32_4k_L40,v32,4k,40,2048,4111,1,0.796,1,512,False,0,False,0,12.57,12.944,0.0298,22916.0,True,True,10.68,3113.5,0.13595,1.7088,94.0,0.0041,0.0516,1915.5,0.08364,1.0513,3944.5,0.17223,2.1649,3608.0,0.15754,1.9802,10198.0,0.44528,5.597,29.0,0.00127,0.0159
v32_4k_L41,v32,4k,41,2048,4111,1,0.762,1,512,False,0,False,1,12.914,13.352,0.0339,23564.0,True,True,11.34,3097.0,0.1315,1.6982,94.0,0.00399,0.0515,1917.5,0.08142,1.0514,4064.0,0.17257,2.2284,3630.5,0.15416,1.9907,10722.5,0.4553,5.8795,25.0,0.00106,0.0137
v32_4k_L42,v32,4k,42,2048,4111,1,0.833,1,512,False,0,False,2,13.496,14.088,0.0439,23930.5,True,True,10.77,3349.5,0.14015,1.8915,129.0,0.0054,0.0728,1963.5,0.08216,1.1088,4728.0,0.19783,2.6699,3528.0,0.14762,1.9923,10177.5,0.42585,5.7472,24.0,0.001,0.0136
v32_4k_L43,v32,4k,43,2048,4111,1,0.743,1,512,False,0,False,3,13.354,13.79,0.0327,24406.0,True,True,11.02,3187.0,0.13082,1.7469,122.0,0.00501,0.0669,1913.5,0.07854,1.0489,4367.0,0.17925,2.3937,3569.5,0.14652,1.9566,11179.0,0.45887,6.1276,24.0,0.00099,0.0132
v32_4k_L44,v32,4k,44,2048,4111,1,0.866,1,512,False,0,False,4,12.814,13.378,0.044,23513.5,True,True,10.72,3185.5,0.13562,1.7378,130.0,0.00553,0.0709,1958.5,0.08338,1.0685,4795.5,0.20416,2.6162,3281.0,0.13968,1.7899,10115.5,0.43065,5.5185,23.0,0.00098,0.0125
v32_4k_L45,v32,4k,45,2048,4111,1,0.805,1,512,False,0,False,5,13.475,13.912,0.0324,23624.5,True,True,11.06,3166.0,0.13404,1.8062,122.0,0.00517,0.0696,1921.0,0.08133,1.096,4670.0,0.19772,2.6643,3293.5,0.13944,1.879,10423.0,0.44129,5.9464,24.0,0.00102,0.0137
v32_4k_L46,v32,4k,46,2048,4111,1,0.776,1,512,False,0,False,6,14.021,14.534,0.0366,24745.5,True,True,11.06,3194.5,0.12922,1.8118,129.0,0.00522,0.0732,1962.0,0.07936,1.1127,4739.5,0.19172,2.688,3561.0,0.14404,2.0196,11111.0,0.44945,6.3016,24.5,0.00099,0.0139
v32_4k_L47,v32,4k,47,2048,4111,1,0.793,1,512,False,0,False,7,9.669,10.051,0.0395,17268.5,True,True,11.57,3120.5,0.18099,1.7499,90.0,0.00522,0.0505,1924.0,0.11159,1.079,2223.5,0.12896,1.2469,2267.5,0.13151,1.2716,7587.0,0.44004,4.2547,29.0,0.00168,0.0163
v32_4k_L48,v32,4k,48,2048,4111,1,0.869,1,512,False,0,False,0,12.685,13.096,0.0324,23279.5,True,True,10.95,3098.0,0.13377,1.6969,94.0,0.00406,0.0515,1925.0,0.08312,1.0544,4228.0,0.18257,2.3158,3506.0,0.15139,1.9204,10284.5,0.44409,5.6332,23.0,0.00099,0.0126
v32_4k_L49,v32,4k,49,2048,4111,1,0.784,1,512,False,0,False,1,12.659,13.074,0.0327,23012.0,True,True,10.97,3184.5,0.13841,1.7521,94.0,0.00409,0.0517,1923.0,0.08358,1.0581,4097.0,0.17807,2.2542,3671.0,0.15955,2.0198,10015.5,0.43531,5.5106,23.0,0.001,0.0127
v32_4k_L50,v32,4k,50,2048,4111,1,0.808,1,512,False,0,False,2,13.394,13.92,0.0393,23524.0,True,True,10.95,3147.0,0.13392,1.7937,129.0,0.00549,0.0735,1947.5,0.08288,1.11,4230.0,0.18001,2.411,3539.0,0.15061,2.0172,10482.5,0.44609,5.9748,23.5,0.001,0.0134
v32_4k_L51,v32,4k,51,2048,4111,1,0.82,1,512,False,0,False,3,13.048,13.432,0.0294,23717.5,True,True,10.94,3182.5,0.13431,1.7525,122.0,0.00515,0.0672,1924.0,0.0812,1.0595,4214.0,0.17784,2.3205,3599.5,0.15191,1.9821,10628.5,0.44855,5.8527,25.0,0.00106,0.0138
v32_4k_L52,v32,4k,52,2048,4111,1,0.825,1,512,False,0,False,4,13.104,13.624,0.0397,24019.5,True,True,11.13,3202.0,0.13348,1.7491,128.0,0.00534,0.0699,1968.0,0.08204,1.075,4403.5,0.18357,2.4055,3725.0,0.15528,2.0348,10539.0,0.43934,5.7571,23.0,0.00096,0.0126
v32_4k_L53,v32,4k,53,2048,4111,1,0.869,1,512,False,0,False,5,13.714,14.146,0.0315,24054.5,True,True,10.74,3109.0,0.12949,1.7758,122.0,0.00508,0.0697,1932.5,0.08049,1.1038,4676.0,0.19476,2.6709,3500.0,0.14578,1.9992,10644.5,0.44335,6.08,25.0,0.00104,0.0143
v32_4k_L54,v32,4k,54,2048,4111,1,0.719,1,512,False,0,False,6,13.738,14.246,0.037,24105.5,True,True,11.22,3159.0,0.13124,1.803,129.0,0.00536,0.0736,1960.5,0.08145,1.1189,4493.5,0.18668,2.5646,3606.5,0.14983,2.0584,10698.5,0.44447,6.106,23.0,0.00096,0.0131
v32_4k_L55,v32,4k,55,2048,4111,1,0.788,1,512,False,0,False,7,12.155,12.594,0.0361,22180.5,True,True,11.0,3108.0,0.1401,1.703,94.0,0.00424,0.0515,1917.5,0.08644,1.0507,3945.5,0.17786,2.1619,3454.5,0.15572,1.8929,9635.0,0.43433,5.2794,29.0,0.00131,0.0159
v32_4k_L56,v32,4k,56,2048,4111,1,0.831,1,512,False,0,False,0,12.44,12.787,0.0279,22596.5,True,True,10.82,3088.0,0.13684,1.7023,94.0,0.00417,0.0518,1921.5,0.08515,1.0593,3988.0,0.17673,2.1985,3454.0,0.15306,1.9041,9991.5,0.44277,5.508,29.0,0.00129,0.016
v32_4k_L57,v32,4k,57,2048,4111,1,0.77,1,512,False,0,False,1,12.707,13.12,0.0325,23154.5,True,True,11.47,3118.5,0.13489,1.7141,90.0,0.00389,0.0495,1922.5,0.08316,1.0567,4230.0,0.18297,2.3251,3654.5,0.15808,2.0088,10077.5,0.43592,5.5393,25.0,0.00108,0.0137
