batch,family,scen,K,isl,N,BS,off_us,on_us,ratio
real_v32_bs_fp32,real,v32,2048,32k,32783,1024,84.509,86.182,0.9806
real_v32_bs_fp32,real,v32,2048,4k,4111,1,9.813,9.936,0.9876
real_v32_bs_fp32,real,v32,2048,4k,4111,2,9.79,9.965,0.9825
real_v32_bs_fp32,real,v32,2048,4k,4111,4,10.19,10.066,1.0124
real_v32_bs_fp32,real,v32,2048,4k,4111,8,10.011,10.302,0.9717
real_v32_bs_fp32,real,v32,2048,4k,4111,16,10.429,10.392,1.0035
real_v32_bs_fp32,real,v32,2048,4k,4111,32,10.646,10.682,0.9967
real_v32_bs_fp32,real,v32,2048,4k,4111,64,10.73,10.89,0.9853
real_v32_bs_fp32,real,v32,2048,4k,4111,128,11.131,11.304,0.9847
real_v32_bs_fp32,real,v32,2048,4k,4111,256,13.099,13.28,0.9864
real_v32_bs_fp32,real,v32,2048,4k,4111,512,24.027,24.464,0.9821
real_v32_bs_fp32,real,v32,2048,4k,4111,1024,44.7,45.243,0.988
real_v32_bs_fp32,real,v32,2048,64k,65551,1,19.554,20.112,0.9722
real_v32_bs_fp32,real,v32,2048,64k,65551,2,19.797,20.526,0.9645
real_v32_bs_fp32,real,v32,2048,64k,65551,4,20.353,20.758,0.9805
real_v32_bs_fp32,real,v32,2048,64k,65551,8,20.59,21.003,0.9804
real_v32_bs_fp32,real,v32,2048,64k,65551,16,20.819,21.269,0.9789
real_v32_bs_fp32,real,v32,2048,64k,65551,32,21.75,22.211,0.9793
real_v32_bs_fp32,real,v32,2048,64k,65551,64,25.114,25.552,0.9828
real_v32_bs_fp32,real,v32,2048,64k,65551,128,24.331,24.441,0.9955
real_v32_bs_fp32,real,v32,2048,64k,65551,256,38.662,39.494,0.9789
real_v32_bs_fp32,real,v32,2048,64k,65551,512,73.694,74.552,0.9885
real_v32_bs_fp32,real,v32,2048,64k,65551,1024,121.832,124.801,0.9762
real_v32_bs_fp32,real,v32,2048,8k,8207,1,10.846,10.974,0.9883
real_v32_bs_fp32,real,v32,2048,8k,8207,2,10.917,11.134,0.9805
real_v32_bs_fp32,real,v32,2048,8k,8207,4,11.187,11.363,0.9845
real_v32_bs_fp32,real,v32,2048,8k,8207,8,11.264,11.456,0.9832
real_v32_bs_fp32,real,v32,2048,8k,8207,16,11.427,11.632,0.9824
real_v32_bs_fp32,real,v32,2048,8k,8207,32,11.634,11.792,0.9866
real_v32_bs_fp32,real,v32,2048,8k,8207,64,11.826,11.997,0.9857
real_v32_bs_fp32,real,v32,2048,8k,8207,128,12.424,12.661,0.9813
real_v32_bs_fp32,real,v32,2048,8k,8207,256,15.334,15.654,0.9796
real_v32_bs_fp32,real,v32,2048,8k,8207,512,28.278,28.595,0.9889
real_v32_bs_fp32,real,v32,2048,8k,8207,1024,52.085,52.907,0.9845
