hw,K,dtype,N,BS,gvr_cuda_cold_us,gvr_cuda_warm_us,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_cutedsl_rs_cold_us,gvr_cutedsl_rs_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,gvr_op8_cold_us,gvr_op8_warm_us,gvr_port_cold_us,gvr_port_warm_us,gvr_mt_cold_us,gvr_mt_warm_us,gvr_sandwich_cold_us,gvr_sandwich_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_cutedsl_single_cold_us,radix_cutedsl_single_warm_us,radix_cutedsl_multi_cold_us,radix_cutedsl_multi_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,gvr_cold_speedup_vs_gvr_cutedsl,gvr_cold_speedup_vs_gvr_cutedsl_rs,gvr_cold_speedup_vs_gvr_multicta_cutedsl,gvr_cold_speedup_vs_gvr_op8,gvr_cold_speedup_vs_gvr_port,gvr_cold_speedup_vs_gvr_mt,gvr_cold_speedup_vs_gvr_sandwich,gvr_cold_speedup_vs_radix_single_cuda,gvr_cold_speedup_vs_radix_multi_cuda,gvr_cold_speedup_vs_radix_cutedsl,gvr_cold_speedup_vs_radix_cutedsl_single,gvr_cold_speedup_vs_radix_cutedsl_multi,gvr_cold_speedup_vs_sglang_streaming
B300,1024,fp16,32768,1024,94.259,85.913,90.645,83.757,76.466,69.336,92.525,85.419,77.397,70.384,90.645,83.749,,,,,100.829,97.148,279.048,275.989,93.091,84.836,93.093,84.849,355.165,339.993,,,0.962,0.811,0.982,0.821,0.962,,,1.07,2.96,0.988,0.988,3.768,
B300,1024,fp16,32768,2048,177.64,175.213,166.27,163.533,139.757,136.697,169.704,166.49,141.447,138.874,165.713,163.493,,,,,192.758,191.889,554.195,553.077,181.4,177.142,181.363,177.052,705.906,703.522,,,0.936,0.787,0.955,0.796,0.933,,,1.085,3.12,1.021,1.021,3.974,
B300,1024,fp16,65536,1,22.106,19.5,19.136,17.894,16.509,15.325,18.155,16.682,15.654,14.328,15.997,15.892,,,,,33.256,30.036,40.912,36.365,14.048,13.172,22.061,20.684,14.214,13.186,,,0.866,0.747,0.821,0.708,0.724,,,1.504,1.851,0.635,0.998,0.643,
B300,1024,fp16,65536,2,22.437,19.688,19.227,17.891,16.611,15.282,18.64,16.835,16.03,14.458,16.002,15.891,,,,,33.853,30.15,40.922,36.408,14.286,13.318,22.082,20.723,14.301,13.316,,,0.857,0.74,0.831,0.714,0.713,,,1.509,1.824,0.637,0.984,0.637,
B300,1024,fp16,65536,4,22.336,19.749,19.189,17.916,16.656,15.337,18.562,16.84,16.205,14.508,16.207,15.901,,,,,33.616,30.223,40.526,36.181,14.349,13.398,22.163,20.748,14.302,13.445,,,0.859,0.746,0.831,0.726,0.726,,,1.505,1.814,0.642,0.992,0.64,
B300,1024,fp16,65536,8,22.323,19.841,19.149,17.925,16.667,15.348,18.728,16.973,16.286,14.673,14.716,13.944,,,,,33.573,30.344,40.045,36.371,14.63,13.468,22.002,20.767,14.675,13.489,,,0.858,0.747,0.839,0.73,0.659,,,1.504,1.794,0.655,0.986,0.657,
B300,1024,fp16,65536,16,22.606,19.87,19.352,17.924,16.84,15.379,18.811,17.116,16.584,14.838,16.824,15.935,,,,,33.714,30.491,38.976,37.044,14.89,13.578,22.128,20.782,14.843,13.628,,,0.856,0.745,0.832,0.734,0.744,,,1.491,1.724,0.659,0.979,0.657,
B300,1024,fp16,65536,32,22.84,19.929,19.562,17.976,17.173,15.455,19.163,17.652,16.853,15.232,19.689,18.996,,,,,33.922,30.728,46.171,44.77,17.333,16.01,22.256,20.816,27.35,25.405,,,0.856,0.752,0.839,0.738,0.862,,,1.485,2.022,0.759,0.974,1.197,
B300,1024,fp16,65536,64,23.562,20.113,20.261,18.115,17.883,15.706,20.144,17.843,17.693,15.477,20.365,18.117,,,,,34.243,30.825,65.517,64.245,22.256,20.445,22.61,20.888,51.981,49.252,,,0.86,0.759,0.855,0.751,0.864,,,1.453,2.781,0.945,0.96,2.206,
B300,1024,fp16,65536,128,24.418,20.255,21.413,18.261,19.157,15.916,21.909,18.534,19.36,16.132,21.438,18.271,,,,,34.909,31.025,53.819,50.51,23.494,21.019,23.493,21.027,99.995,96.006,,,0.877,0.785,0.897,0.793,0.878,,,1.43,2.204,0.962,0.962,4.095,
B300,1024,fp16,65536,256,43.8,34.823,35.757,30.021,30.938,25.329,36.546,30.806,31.547,25.939,35.644,30.33,,,,,47.424,43.773,98.69,94.534,44.749,40.648,44.694,40.648,187.547,179.256,,,0.816,0.706,0.834,0.72,0.814,,,1.083,2.253,1.022,1.02,4.282,
B300,1024,fp16,65536,512,79.109,69.593,63.936,53.985,55.251,44.803,65.56,55.132,56.52,46.012,63.789,53.991,,,,,86.803,80.907,171.896,167.695,88.078,80.753,88.094,80.734,361.637,344.888,,,0.808,0.698,0.829,0.714,0.806,,,1.097,2.173,1.113,1.114,4.571,
B300,1024,fp16,65536,1024,115.762,109.215,101.078,95.994,86.647,80.734,102.976,97.758,88.101,82.57,100.865,95.924,,,,,140.802,137.439,318.382,316.63,153.778,147.03,153.926,147.094,708.795,705.572,,,0.873,0.748,0.89,0.761,0.871,,,1.216,2.75,1.328,1.33,6.123,
B300,1024,fp16,65536,2048,202.83,203.679,182.843,177.889,153.594,148.274,186.482,181.984,156.424,151.58,182.439,177.726,,,,,264.29,261.1,628.29,626.862,298.467,291.55,298.586,291.601,1412.338,1409.108,,,0.901,0.757,0.919,0.771,0.899,,,1.303,3.098,1.472,1.472,6.963,
B300,1024,fp16,131072,1,30.742,26.563,23.963,22.448,23.325,21.882,17.286,16.179,16.962,15.731,20.275,18.725,,,,,53.934,46.62,43.576,38.682,13.973,13.258,,,13.918,13.213,,,0.779,0.759,0.562,0.552,0.659,,,1.754,1.417,0.455,,0.453,
B300,1024,fp16,131072,2,30.734,26.426,23.869,22.396,23.298,21.857,17.563,16.303,17.149,15.884,20.292,18.733,,,,,53.982,46.803,43.589,38.871,14.066,13.189,,,14.107,13.24,,,0.777,0.758,0.571,0.558,0.66,,,1.756,1.418,0.458,,0.459,
B300,1024,fp16,131072,4,30.829,26.326,23.92,22.386,23.411,21.915,17.771,16.337,17.435,15.926,20.526,18.665,,,,,53.851,46.661,43.307,38.716,14.243,13.298,,,14.325,13.314,,,0.776,0.759,0.576,0.566,0.666,,,1.747,1.405,0.462,,0.465,
B300,1024,fp16,131072,8,30.869,26.811,23.96,22.409,23.565,21.932,17.923,16.455,17.629,16.098,21.031,18.696,,,,,53.866,46.793,42.923,38.831,14.814,13.622,,,14.75,13.605,,,0.776,0.763,0.581,0.571,0.681,,,1.745,1.391,0.48,,0.478,
B300,1024,fp16,131072,16,31.259,26.433,24.128,22.416,23.754,21.96,18.285,16.575,17.971,16.282,20.624,18.687,,,,,53.986,46.876,41.853,39.547,17.05,15.729,,,26.941,25.247,,,0.772,0.76,0.585,0.575,0.66,,,1.727,1.339,0.545,,0.862,
B300,1024,fp16,131072,32,31.88,27.02,24.568,22.489,24.336,22.079,21.267,19.069,20.979,18.645,24.783,22.483,,,,,54.477,47.372,50.205,48.171,21.978,20.22,,,51.434,48.872,,,0.771,0.763,0.667,0.658,0.777,,,1.709,1.575,0.689,,1.613,
B300,1024,fp16,131072,64,32.55,27.296,25.533,22.659,25.102,22.351,22.248,19.318,21.904,18.961,25.586,22.667,,,,,54.891,47.492,72.731,70.665,31.192,28.779,,,99.696,95.469,,,0.784,0.771,0.683,0.673,0.786,,,1.686,2.234,0.958,,3.063,
B300,1024,fp16,131072,128,35.97,27.67,27.549,22.839,27.152,22.627,28.571,23.413,28.091,23.094,28.095,22.84,,,,,56.062,47.585,67.13,62.798,59.131,55.584,,,184.965,177.527,,,0.766,0.755,0.794,0.781,0.781,,,1.559,1.866,1.644,,5.142,
B300,1024,fp16,131072,256,51.874,38.785,50.878,40.346,49.011,38.531,52.782,42.042,50.045,40.013,51.523,40.415,,,,,73.256,66.77,124.429,116.086,114.91,109.186,,,356.272,344.239,,,0.981,0.945,1.018,0.965,0.993,,,1.412,2.399,2.215,,6.868,
B300,1024,fp16,131072,512,97.275,82.231,107.95,94.664,104.858,91.067,122.275,106.25,119.535,101.802,108.408,95.23,,,,,140.954,133.45,212.698,208.993,198.294,195.793,,,698.539,696.146,,,1.11,1.078,1.257,1.229,1.114,,,1.449,2.187,2.038,,7.181,
B300,1024,fp16,131072,1024,153.47,144.801,168.731,155.597,167.251,149.875,194.219,177.547,186.344,172.405,168.607,155.758,,,,,223.392,216.39,392.934,389.328,392.902,390.577,,,1389.021,1386.475,,,1.099,1.09,1.266,1.214,1.099,,,1.456,2.56,2.56,,9.051,
B300,1024,fp16,131072,2048,283.478,266.764,287.253,273.551,274.141,260.336,335.387,322.726,317.231,303.43,287.221,273.686,,,,,415.821,409.414,768.328,765.693,780.608,778.272,,,2776.645,2774.332,,,1.013,0.967,1.183,1.119,1.013,,,1.467,2.71,2.754,,9.795,
B300,1024,fp16,262144,1,49.971,43.249,37.272,35.303,35.128,33.309,21.336,19.725,19.574,17.893,29.265,27.454,,,,,91.862,77.899,47.677,41.991,14.227,13.304,,,14.11,13.256,,,0.746,0.703,0.427,0.392,0.586,,,1.838,0.954,0.285,,0.282,
B300,1024,fp16,262144,2,50.293,43.26,37.176,35.245,35.171,33.276,21.458,19.871,19.589,18.025,29.031,27.414,,,,,92.25,78.332,47.419,42.06,14.15,13.315,,,14.2,13.279,,,0.739,0.699,0.427,0.389,0.577,,,1.834,0.943,0.281,,0.282,
B300,1024,fp16,262144,4,50.582,43.182,37.285,35.253,35.126,33.315,21.678,19.876,19.856,18.043,29.441,27.424,,,,,92.192,78.026,47.238,41.962,14.469,13.306,,,14.374,13.32,,,0.737,0.694,0.429,0.393,0.582,,,1.823,0.934,0.286,,0.284,
B300,1024,fp16,262144,8,50.394,43.204,37.357,35.279,35.35,33.317,21.992,20.008,20.186,18.211,29.908,27.456,,,,,92.221,78.2,46.762,42.134,17.08,15.743,,,26.579,25.035,,,0.741,0.701,0.436,0.401,0.593,,,1.83,0.928,0.339,,0.527,
B300,1024,fp16,262144,16,50.81,43.213,37.552,35.286,35.533,33.37,22.347,20.175,20.648,18.482,30.098,27.437,,,,,92.258,78.382,47.418,43.967,21.765,19.907,,,50.947,48.34,,,0.739,0.699,0.44,0.406,0.592,,,1.816,0.933,0.428,,1.003,
B300,1024,fp16,262144,32,51.285,43.346,38.133,35.353,36.261,33.483,29.568,26.496,27.606,24.532,37.992,35.362,,,,,94.922,81.416,57.027,53.976,31.043,28.581,,,99.307,94.984,,,0.744,0.707,0.577,0.538,0.741,,,1.851,1.112,0.605,,1.936,
B300,1024,fp16,262144,64,52.947,43.698,39.512,35.61,37.61,33.796,31.326,26.759,29.397,24.904,39.938,35.609,,,,,95.76,81.573,84.979,81.535,58.666,55.22,,,195.234,188.274,,,0.746,0.71,0.592,0.555,0.754,,,1.809,1.605,1.108,,3.687,
B300,1024,fp16,262144,128,60.296,44.081,45.669,35.864,43.507,34.129,48.099,37.199,45.896,35.309,45.901,35.864,,,,,100.683,81.693,92.973,84.753,107.186,99.277,,,389.331,375.063,,,0.757,0.722,0.798,0.761,0.761,,,1.67,1.542,1.778,,6.457,
B300,1024,fp16,262144,256,107.074,94.741,104.158,91.569,100.466,88.317,118.821,107.295,113.552,101.756,103.61,91.603,,,,,132.798,127.145,177.515,170.074,210.194,206.311,,,774.517,768.884,,,0.973,0.938,1.11,1.061,0.968,,,1.24,1.658,1.963,,7.234,
B300,1024,fp16,262144,512,198.04,187.201,192.979,170.827,192.396,163.767,214.95,197.107,206.725,192.188,193.664,170.972,,,,,235.909,227.89,295.76,289.159,380.61,377.494,,,1542.301,1536.985,,,0.974,0.971,1.085,1.044,0.978,,,1.191,1.493,1.922,,7.788,
B300,1024,fp16,262144,1024,363.202,351.802,321.242,301.012,313.407,299.145,346.645,330.121,332.055,320.271,321.587,302.027,,,,,384.315,378.051,544.911,538.952,721.73,718.065,,,3078.863,3072.973,,,0.884,0.863,0.954,0.914,0.885,,,1.058,1.5,1.987,,8.477,
B300,1024,fp16,262144,2048,676.76,665.712,577.451,563.428,565.116,551.319,642.87,631.319,615.343,603.448,577.895,563.558,,,,,716.6,710.389,1062.655,1057.342,1442.839,1440.442,,,6141.704,6135.308,,,0.853,0.835,0.95,0.909,0.854,,,1.059,1.57,2.132,,9.075,
B300,1024,fp32,4096,1,10.744,8.854,10.427,9.193,9.334,8.167,10.536,9.178,9.354,8.248,10.405,9.189,,,,,14.485,13.491,34.658,31.175,6.254,5.643,6.586,6.008,17.12,16.083,7.222,6.334,0.971,0.869,0.981,0.871,0.968,,,1.348,3.226,0.582,0.613,1.593,0.672
B300,1024,fp32,4096,2,10.392,8.87,10.342,9.186,9.395,8.177,10.397,9.204,9.522,8.262,10.541,9.185,,,,,14.531,13.524,35.33,31.272,6.259,5.661,6.634,6.02,17.83,16.638,7.24,6.356,0.995,0.904,1.0,0.916,1.014,,,1.398,3.4,0.602,0.638,1.716,0.697
B300,1024,fp32,4096,4,10.464,8.88,10.339,9.193,9.246,8.19,10.341,9.205,9.19,8.279,10.956,9.198,,,,,14.645,13.531,35.19,31.187,6.325,5.673,6.685,6.026,17.858,16.756,7.256,6.348,0.988,0.884,0.988,0.878,1.047,,,1.4,3.363,0.604,0.639,1.707,0.693
B300,1024,fp32,4096,8,10.507,8.874,10.291,9.203,9.25,8.195,10.403,9.235,9.395,8.293,10.416,11.034,,,,,14.666,13.551,35.04,31.246,6.339,5.67,6.643,6.036,18.133,16.822,7.179,6.367,0.979,0.88,0.99,0.894,0.991,,,1.396,3.335,0.603,0.632,1.726,0.683
B300,1024,fp32,4096,16,10.586,8.88,10.125,9.208,9.432,8.221,10.394,9.235,9.389,8.298,10.272,9.208,,,,,14.685,13.565,33.925,31.443,6.402,5.71,6.731,6.04,18.09,16.881,7.293,6.386,0.956,0.891,0.982,0.887,0.97,,,1.387,3.205,0.605,0.636,1.709,0.689
B300,1024,fp32,4096,32,10.773,8.924,10.33,9.229,9.565,8.279,10.453,9.277,9.451,8.364,10.266,9.233,,,,,14.779,13.598,34.309,31.583,6.51,5.734,6.802,6.053,18.378,17.008,7.325,6.417,0.959,0.888,0.97,0.877,0.953,,,1.372,3.185,0.604,0.631,1.706,0.68
B300,1024,fp32,4096,64,10.859,9.007,10.538,9.325,9.762,8.451,10.672,9.345,9.779,8.549,10.538,9.324,,,,,14.869,13.642,34.21,31.515,6.64,5.773,6.912,6.104,18.718,17.119,7.435,6.465,0.97,0.899,0.983,0.901,0.97,,,1.369,3.15,0.611,0.637,1.724,0.685
B300,1024,fp32,4096,128,11.042,9.087,10.942,9.414,9.91,8.558,10.906,9.471,10.034,8.689,10.856,9.411,,,,,15.035,13.783,40.448,38.849,7.266,6.17,7.253,6.172,34.672,32.597,7.76,6.544,0.991,0.898,0.988,0.909,0.983,,,1.362,3.663,0.658,0.657,3.14,0.703
B300,1024,fp32,4096,256,17.061,16.568,13.453,11.702,12.182,10.56,13.014,11.377,11.872,10.276,13.315,10.392,,,,,22.326,21.009,74.466,72.493,12.869,11.179,12.981,11.176,66.222,63.067,10.365,8.861,0.789,0.714,0.763,0.696,0.78,,,1.309,4.365,0.754,0.761,3.882,0.608
B300,1024,fp32,4096,512,25.522,21.67,24.107,21.363,21.784,18.942,24.046,21.343,21.944,19.297,24.081,21.363,,,,,39.462,37.884,133.194,131.241,23.96,21.112,24.058,21.11,113.701,109.027,18.39,16.008,0.945,0.854,0.942,0.86,0.944,,,1.546,5.219,0.939,0.943,4.455,0.721
B300,1024,fp32,4096,1024,46.442,41.168,37.032,33.938,33.344,29.985,42.323,37.987,39.027,34.657,37.373,34.13,,,,,64.89,63.244,243.083,240.775,40.392,36.054,40.362,36.044,223.898,215.873,30.243,26.748,0.797,0.718,0.911,0.84,0.805,,,1.397,5.234,0.87,0.869,4.821,0.651
B300,1024,fp32,4096,2048,85.016,74.632,66.758,62.358,59.237,54.915,77.96,71.244,71.538,64.426,66.552,62.234,,,,,124.32,122.284,479.063,476.282,78.023,70.798,78.123,70.787,445.028,429.19,56.266,50.003,0.785,0.697,0.917,0.841,0.783,,,1.462,5.635,0.918,0.919,5.235,0.662
B300,1024,fp32,8192,1,13.174,11.328,13.144,11.882,10.843,9.203,13.099,11.9,10.813,9.197,11.607,11.358,,,,,16.706,15.114,35.891,31.761,7.838,7.362,7.837,7.356,17.915,16.84,8.4,7.498,0.998,0.823,0.994,0.821,0.881,,,1.268,2.724,0.595,0.595,1.36,0.638
B300,1024,fp32,8192,2,13.48,11.325,13.13,11.879,10.731,9.194,13.115,11.884,10.706,9.192,11.577,11.36,,,,,16.802,15.177,35.814,31.772,7.875,7.375,7.858,7.375,18.603,17.542,8.451,7.513,0.974,0.796,0.973,0.794,0.859,,,1.246,2.657,0.584,0.583,1.38,0.627
B300,1024,fp32,8192,4,13.49,11.318,13.198,11.878,10.67,9.221,13.158,11.887,10.602,9.219,11.77,11.315,,,,,16.827,15.172,35.639,31.965,7.878,7.388,7.926,7.388,18.469,17.567,8.418,7.527,0.978,0.791,0.975,0.786,0.873,,,1.247,2.642,0.584,0.588,1.369,0.624
B300,1024,fp32,8192,8,13.469,11.329,13.237,11.887,10.65,9.23,13.154,11.911,10.627,9.229,11.83,11.873,,,,,16.864,15.21,35.586,31.859,7.926,7.385,7.872,7.384,18.754,17.67,8.384,7.541,0.983,0.791,0.977,0.789,0.878,,,1.252,2.642,0.589,0.584,1.392,0.622
B300,1024,fp32,8192,16,13.61,11.363,13.216,11.895,10.693,9.246,13.208,11.905,10.682,9.247,11.911,10.149,,,,,16.878,15.224,34.709,32.088,8.01,7.412,7.99,7.41,18.84,17.731,8.49,7.564,0.971,0.786,0.97,0.785,0.875,,,1.24,2.55,0.589,0.587,1.384,0.624
B300,1024,fp32,8192,32,13.752,11.408,13.36,11.926,10.882,9.321,13.302,11.928,10.77,9.32,13.222,11.961,,,,,17.01,15.268,34.782,32.213,8.144,7.432,8.096,7.432,19.01,17.83,8.568,7.605,0.971,0.791,0.967,0.783,0.961,,,1.237,2.529,0.592,0.589,1.382,0.623
B300,1024,fp32,8192,64,13.958,11.473,13.595,12.038,11.17,9.485,13.539,12.031,11.022,9.491,13.548,12.034,,,,,17.106,15.296,35.336,32.627,8.398,7.471,8.387,7.474,19.402,17.919,8.893,7.656,0.974,0.8,0.97,0.79,0.971,,,1.225,2.532,0.602,0.601,1.39,0.637
B300,1024,fp32,8192,128,14.438,11.708,14.083,12.141,11.565,9.629,14.054,12.156,11.606,9.611,14.06,12.133,,,,,17.533,15.43,42.21,40.183,8.931,7.559,8.949,7.568,36.39,34.156,9.458,7.903,0.975,0.801,0.973,0.804,0.974,,,1.214,2.923,0.619,0.62,2.52,0.655
B300,1024,fp32,8192,256,31.211,17.412,18.821,16.235,15.08,12.74,18.067,15.601,14.923,12.499,18.795,16.23,,,,,25.352,23.21,77.698,74.838,16.018,13.942,16.011,13.941,69.165,66.205,13.2,11.032,0.603,0.483,0.579,0.478,0.602,,,0.812,2.489,0.513,0.513,2.216,0.423
B300,1024,fp32,8192,512,48.79,66.012,32.784,29.16,27.362,23.03,32.893,29.354,26.882,23.256,32.756,29.163,,,,,44.518,42.073,137.786,135.076,29.496,26.567,29.514,26.573,118.886,114.302,22.742,20.132,0.672,0.561,0.674,0.551,0.671,,,0.912,2.824,0.605,0.605,2.437,0.466
B300,1024,fp32,8192,1024,204.824,203.252,50.933,46.436,41.677,36.606,57.09,51.418,46.894,40.744,51.193,47.455,,,,,72.67,69.793,250.624,247.817,50.238,45.551,50.11,45.558,235.307,226.65,37.638,33.254,0.249,0.203,0.279,0.229,0.25,,,0.355,1.224,0.245,0.245,1.149,0.184
B300,1024,fp32,8192,2048,258.459,228.289,92.522,87.555,73.893,68.122,106.107,99.533,86.365,78.305,92.764,88.957,,,,,137.952,134.762,494.719,493.929,97.349,89.678,97.424,89.685,467.53,452.65,70.173,63.99,0.358,0.286,0.411,0.334,0.359,,,0.534,1.914,0.377,0.377,1.809,0.272
B300,1024,fp32,16384,1,13.659,11.363,12.557,11.295,11.664,10.131,12.539,11.302,11.608,10.13,11.333,9.416,,,,,20.714,17.946,37.202,32.999,12.011,11.47,12.034,11.455,19.867,19.099,11.019,10.045,0.919,0.854,0.918,0.85,0.83,,,1.516,2.724,0.879,0.881,1.454,0.807
B300,1024,fp32,16384,2,13.981,11.38,12.774,11.271,11.627,10.145,12.573,11.272,11.763,10.141,11.698,9.393,,,,,20.677,17.985,37.69,33.529,12.062,11.485,12.051,11.476,20.651,19.551,10.92,10.119,0.914,0.832,0.899,0.841,0.837,,,1.479,2.696,0.863,0.862,1.477,0.781
B300,1024,fp32,16384,4,13.944,11.391,12.586,11.29,11.623,10.175,12.634,11.282,11.589,10.182,10.608,9.41,,,,,20.709,18.017,37.475,33.539,12.112,11.488,12.034,11.491,20.597,19.64,10.939,10.14,0.903,0.834,0.906,0.831,0.761,,,1.485,2.688,0.869,0.863,1.477,0.785
B300,1024,fp32,16384,8,14.056,11.405,12.656,11.305,11.805,10.163,12.818,11.321,11.622,10.171,12.545,11.307,,,,,20.754,18.046,37.122,33.371,12.118,11.501,12.072,11.504,20.758,19.693,10.997,10.152,0.9,0.84,0.912,0.827,0.893,,,1.476,2.641,0.862,0.859,1.477,0.782
B300,1024,fp32,16384,16,14.163,11.398,12.725,11.303,11.698,10.186,12.731,11.309,11.73,10.184,11.382,9.42,,,,,20.741,18.063,36.176,33.469,12.189,11.516,12.182,11.517,20.827,19.738,11.144,10.183,0.898,0.826,0.899,0.828,0.804,,,1.464,2.554,0.861,0.86,1.471,0.787
B300,1024,fp32,16384,32,14.363,11.483,12.914,11.33,11.974,10.253,13.014,11.349,11.998,10.253,13.165,11.33,,,,,20.923,18.108,35.781,33.019,12.307,11.544,12.33,11.542,21.037,19.896,11.419,10.233,0.899,0.834,0.906,0.835,0.917,,,1.457,2.491,0.857,0.858,1.465,0.795
B300,1024,fp32,16384,64,14.698,11.546,13.371,11.438,12.43,10.453,13.392,11.448,12.414,10.447,13.278,11.44,,,,,21.334,18.161,37.461,34.018,12.776,11.605,12.754,11.604,21.802,20.071,11.901,10.437,0.91,0.846,0.911,0.845,0.903,,,1.452,2.549,0.869,0.868,1.483,0.81
B300,1024,fp32,16384,128,15.554,11.664,14.294,11.576,13.216,10.616,14.266,11.571,13.28,10.614,14.464,11.934,,,,,21.877,18.299,44.88,42.105,13.562,11.72,13.552,11.712,40.714,38.319,12.851,10.698,0.919,0.85,0.917,0.854,0.93,,,1.407,2.886,0.872,0.871,2.618,0.826
B300,1024,fp32,16384,256,30.909,16.692,20.266,16.405,19.059,15.198,19.118,15.69,18.014,14.746,20.495,16.414,,,,,30.68,27.368,82.442,78.568,24.746,22.14,24.714,22.132,77.864,74.261,18.886,15.797,0.656,0.617,0.619,0.583,0.663,,,0.993,2.667,0.801,0.8,2.519,0.611
B300,1024,fp32,16384,512,44.952,29.542,35.496,29.386,33.33,27.136,34.834,29.517,33.069,27.277,35.412,29.392,,,,,53.994,49.299,144.699,140.742,47.158,42.813,47.074,42.806,133.637,128.472,31.784,28.586,0.79,0.741,0.775,0.736,0.788,,,1.201,3.219,1.049,1.047,2.973,0.707
B300,1024,fp32,16384,1024,70.294,72.576,56.773,47.592,55.203,43.874,60.779,51.121,59.51,47.647,56.978,47.596,,,,,87.333,81.596,263.659,260.428,82.066,73.852,82.085,73.871,264.536,254.893,53.549,48.204,0.808,0.785,0.865,0.847,0.811,,,1.242,3.751,1.167,1.168,3.763,0.762
B300,1024,fp32,16384,2048,128.706,122.648,99.216,94.458,94.04,88.239,109.365,104.846,103.488,98.452,99.49,94.476,,,,,164.059,162.531,523.476,522.684,160.906,155.504,161.074,155.461,528.458,526.283,100.296,98.17,0.771,0.731,0.85,0.804,0.773,,,1.275,4.067,1.25,1.251,4.106,0.779
B300,1024,fp32,32768,1,24.626,21.768,21.576,19.83,16.926,14.968,21.536,19.837,16.978,14.983,18.389,15.878,,,,,28.387,23.911,39.288,34.944,19.55,18.749,18.365,17.622,19.48,18.705,16.114,15.225,0.876,0.687,0.875,0.689,0.747,,,1.153,1.595,0.794,0.746,0.791,0.654
B300,1024,fp32,32768,2,24.467,21.667,21.581,19.811,16.858,14.95,21.562,19.811,16.893,14.961,17.911,15.952,,,,,28.128,24.149,39.659,35.389,20.118,19.29,18.429,17.64,20.07,19.323,16.013,15.251,0.882,0.689,0.881,0.69,0.732,,,1.15,1.621,0.822,0.753,0.82,0.654
B300,1024,fp32,32768,4,24.598,21.647,21.634,19.84,16.79,14.977,21.619,19.837,16.862,14.973,18.231,16.236,,,,,28.258,24.111,38.994,34.782,20.061,19.248,18.41,17.663,20.178,19.283,16.046,15.276,0.879,0.683,0.879,0.686,0.741,,,1.149,1.585,0.816,0.748,0.82,0.652
B300,1024,fp32,32768,8,24.858,21.699,21.654,19.859,16.922,14.983,21.603,19.858,16.968,14.986,17.88,15.878,,,,,28.301,24.14,38.727,34.702,20.075,19.335,18.442,17.676,20.245,19.321,16.085,15.295,0.871,0.681,0.869,0.683,0.719,,,1.139,1.558,0.808,0.742,0.814,0.647
B300,1024,fp32,32768,16,25.142,21.824,21.779,19.871,17.021,15.001,21.832,19.865,16.979,15.004,18.533,15.94,,,,,28.514,24.265,37.864,35.269,20.667,19.525,18.616,17.69,20.72,19.54,16.323,15.343,0.866,0.677,0.868,0.675,0.737,,,1.134,1.506,0.822,0.74,0.824,0.649
B300,1024,fp32,32768,32,25.371,21.834,22.114,19.88,17.472,15.119,22.173,19.88,17.387,15.104,22.14,20.042,,,,,28.786,24.394,44.485,42.92,21.266,19.716,18.853,17.725,21.222,19.736,16.602,15.4,0.872,0.689,0.874,0.685,0.873,,,1.135,1.753,0.838,0.743,0.836,0.654
B300,1024,fp32,32768,64,26.15,21.992,22.912,20.018,18.234,15.312,22.818,20.017,18.187,15.311,22.757,18.807,,,,,29.246,24.492,62.435,60.701,19.528,17.789,19.518,17.786,39.315,37.043,17.234,15.573,0.876,0.697,0.873,0.695,0.87,,,1.118,2.388,0.747,0.746,1.503,0.659
B300,1024,fp32,32768,128,26.974,22.192,23.934,20.209,19.219,15.532,23.915,20.207,19.17,15.535,23.751,20.208,,,,,29.794,24.707,49.926,45.687,20.576,17.911,20.589,17.914,75.35,72.012,18.074,15.909,0.887,0.712,0.887,0.711,0.881,,,1.105,1.851,0.763,0.763,2.793,0.67
B300,1024,fp32,32768,256,36.074,29.448,38.464,31.897,33.888,27.411,35.787,30.039,29.835,24.092,38.689,31.808,,,,,40.872,34.322,91.274,85.288,38.773,34.473,38.915,34.476,129.552,124.959,27.434,24.404,1.066,0.939,0.992,0.827,1.072,,,1.133,2.53,1.075,1.079,3.591,0.76
B300,1024,fp32,32768,512,69.389,57.144,72.693,61.132,66.904,56.636,67.765,58.678,56.482,46.881,72.603,61.108,,,,,73.342,62.503,158.576,151.896,76.218,67.4,76.254,67.395,257.2,247.842,48.749,44.835,1.048,0.964,0.977,0.814,1.046,,,1.057,2.285,1.098,1.099,3.707,0.703
B300,1024,fp32,32768,1024,122.512,115.514,115.52,107.245,104.357,96.569,118.547,112.91,98.98,92.622,115.91,107.564,,,,,116.547,112.002,290.293,288.457,133.821,126.056,133.73,126.003,510.588,508.445,81.743,79.537,0.943,0.852,0.968,0.808,0.946,,,0.951,2.37,1.092,1.092,4.168,0.667
