hw,K,dtype,N,BS,gvr_cuda_cold_us,gvr_cuda_warm_us,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_cutedsl_rs_cold_us,gvr_cutedsl_rs_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,gvr_op8_cold_us,gvr_op8_warm_us,gvr_port_cold_us,gvr_port_warm_us,gvr_mt_cold_us,gvr_mt_warm_us,gvr_sandwich_cold_us,gvr_sandwich_warm_us,radix_single_cuda_cold_us,radix_single_cuda_warm_us,radix_multi_cuda_cold_us,radix_multi_cuda_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,radix_cutedsl_single_cold_us,radix_cutedsl_single_warm_us,radix_cutedsl_multi_cold_us,radix_cutedsl_multi_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,gvr_cold_speedup_vs_gvr_cutedsl,gvr_cold_speedup_vs_gvr_cutedsl_rs,gvr_cold_speedup_vs_gvr_multicta_cutedsl,gvr_cold_speedup_vs_gvr_op8,gvr_cold_speedup_vs_gvr_port,gvr_cold_speedup_vs_gvr_mt,gvr_cold_speedup_vs_gvr_sandwich,gvr_cold_speedup_vs_radix_single_cuda,gvr_cold_speedup_vs_radix_multi_cuda,gvr_cold_speedup_vs_radix_cutedsl,gvr_cold_speedup_vs_radix_cutedsl_single,gvr_cold_speedup_vs_radix_cutedsl_multi,gvr_cold_speedup_vs_sglang_streaming
B200,1024,fp16,16384,32,16.155,13.916,16.757,15.288,12.741,11.268,16.258,14.886,12.184,10.879,16.635,15.282,,,14.749,,19.643,18.224,36.742,34.196,9.73,8.946,9.72,8.951,16.218,14.895,,,1.037,0.789,1.006,0.754,1.03,,0.913,1.216,2.274,0.602,0.602,1.004,
B200,1024,fp16,16384,64,16.416,13.965,16.848,15.293,12.845,11.284,16.405,14.952,12.39,10.957,16.703,15.293,,,14.713,,19.784,18.285,38.003,35.173,9.854,8.999,9.834,8.995,16.326,14.969,,,1.026,0.782,0.999,0.755,1.017,,0.896,1.205,2.315,0.6,0.599,0.995,
B200,1024,fp16,16384,128,16.918,14.052,17.307,15.395,13.29,11.379,16.957,15.038,12.885,11.032,17.406,15.392,,,14.505,,20.091,18.381,45.413,43.594,10.376,9.076,10.37,9.075,29.558,27.528,,,1.023,0.786,1.002,0.762,1.029,,0.857,1.188,2.684,0.613,0.613,1.747,
B200,1024,fp16,16384,256,24.141,48.328,22.593,20.128,17.33,14.997,22.674,20.264,16.923,14.549,22.8,20.442,,,17.585,,29.016,27.551,83.299,81.004,18.546,16.757,18.562,16.758,55.816,52.879,,,0.936,0.718,0.939,0.701,0.944,,0.728,1.202,3.451,0.768,0.769,2.312,
B200,1024,fp16,16384,512,65.968,63.76,39.875,36.694,30.36,26.784,39.289,36.251,28.554,25.645,40.045,36.718,,,32.027,,51.488,49.796,147.524,145.235,34.37,31.913,34.357,31.911,96.085,91.287,,,0.604,0.46,0.596,0.433,0.607,,0.486,0.781,2.236,0.521,0.521,1.457,
B200,1024,fp16,16384,1024,71.889,95.382,62.456,58.832,46.83,42.488,62.195,58.148,44.563,40.628,62.723,59.329,,,47.223,,84.253,82.53,269.752,267.704,58.957,54.756,58.894,54.761,187.8,180.345,,,0.869,0.651,0.865,0.62,0.872,,0.657,1.172,3.752,0.82,0.819,2.612,
B200,1024,fp16,16384,2048,139.9,131.181,115.27,110.857,84.68,79.301,114.573,110.224,80.504,75.764,115.24,110.857,,,79.429,,161.136,158.839,533.225,532.597,115.152,107.609,115.169,107.613,371.529,357.605,,,0.824,0.605,0.819,0.575,0.824,,0.568,1.152,3.811,0.823,0.823,2.656,
B200,1024,fp16,32768,1,21.254,18.653,21.363,19.828,17.886,16.357,21.955,20.196,18.494,16.774,16.139,15.725,15.663,,15.823,,24.213,22.323,40.773,36.369,14.838,14.042,14.454,13.692,14.89,14.049,,,1.005,0.842,1.033,0.87,0.759,0.737,0.744,1.139,1.918,0.698,0.68,0.701,
B200,1024,fp16,32768,2,21.08,18.627,21.15,19.791,17.681,16.322,21.614,20.142,18.16,16.757,15.959,14.774,,,17.547,,24.461,22.285,40.678,36.365,15.018,14.126,14.491,13.704,14.933,14.184,,,1.003,0.839,1.025,0.861,0.757,,0.832,1.16,1.93,0.712,0.687,0.708,
B200,1024,fp16,32768,4,20.982,18.614,21.19,19.781,17.701,16.319,21.779,20.164,18.301,16.777,16.856,14.817,,,16.788,,24.45,22.37,39.077,36.434,15.018,14.172,14.48,13.73,14.998,14.143,,,1.01,0.844,1.038,0.872,0.803,,0.8,1.165,1.862,0.716,0.69,0.715,
B200,1024,fp16,32768,8,21.024,18.649,21.274,19.817,17.848,16.351,21.83,20.2,18.398,16.796,16.182,13.157,,,17.125,,24.461,22.42,38.914,36.436,15.032,14.106,14.563,13.779,14.976,14.185,,,1.012,0.849,1.038,0.875,0.77,,0.815,1.163,1.851,0.715,0.693,0.712,
B200,1024,fp16,32768,16,21.461,18.669,21.514,19.807,17.99,16.356,21.885,20.186,18.454,16.797,17.441,15.843,,,16.503,,24.497,22.429,38.506,36.41,15.373,14.328,14.613,13.776,15.438,14.358,,,1.002,0.838,1.02,0.86,0.813,,0.769,1.141,1.794,0.716,0.681,0.719,
B200,1024,fp16,32768,32,21.435,18.682,21.433,19.869,18.05,16.396,21.952,20.246,18.619,16.826,21.356,18.654,,,17.245,,24.698,22.581,45.389,44.451,15.698,14.444,14.672,13.83,15.742,14.449,,,1.0,0.842,1.024,0.869,0.996,,0.805,1.152,2.117,0.732,0.684,0.734,
B200,1024,fp16,32768,64,21.829,18.742,21.962,19.91,18.536,16.44,22.402,20.282,19.069,16.89,21.935,21.884,,,18.227,,25.002,22.632,63.531,62.904,14.926,13.898,14.973,13.897,28.494,26.788,,,1.006,0.849,1.026,0.874,1.005,,0.835,1.145,2.91,0.684,0.686,1.305,
B200,1024,fp16,32768,128,22.582,18.881,22.728,20.059,19.254,16.608,23.211,20.423,19.843,17.03,22.651,20.067,,,19.25,,25.472,22.754,49.094,46.765,15.571,14.032,15.598,14.038,54.504,51.368,,,1.006,0.853,1.028,0.879,1.003,,0.852,1.128,2.174,0.69,0.691,2.414,
B200,1024,fp16,32768,256,31.602,28.326,34.293,30.652,28.851,25.464,34.611,31.155,29.418,25.997,34.293,30.654,,,25.754,,35.662,33.851,89.897,86.987,28.707,26.479,28.715,26.461,93.31,89.008,,,1.085,0.913,1.095,0.931,1.085,,0.815,1.129,2.845,0.908,0.909,2.953,
B200,1024,fp16,32768,512,58.155,52.324,58.595,53.767,49.374,44.302,59.906,54.399,49.681,44.862,58.889,53.786,,,45.673,,63.737,60.982,157.336,154.804,55.112,51.167,55.045,51.167,183.779,175.248,,,1.008,0.849,1.03,0.854,1.013,,0.785,1.096,2.705,0.948,0.947,3.16,
B200,1024,fp16,32768,1024,98.097,88.976,93.742,86.772,79.136,71.848,95.749,88.414,80.257,72.994,93.773,86.754,,,71.272,,104.549,101.082,289.556,286.765,95.875,88.274,95.739,88.264,364.204,347.748,,,0.956,0.807,0.976,0.818,0.956,,0.727,1.066,2.952,0.977,0.976,3.713,
B200,1024,fp16,32768,2048,184.399,181.659,172.368,169.17,144.617,141.173,175.521,172.121,146.793,143.658,172.306,169.136,,,123.429,,199.7,199.019,575.674,575.028,186.76,182.966,186.638,182.958,721.307,719.526,,,0.935,0.784,0.952,0.796,0.934,,0.669,1.083,3.122,1.013,1.012,3.912,
B200,1024,fp16,65536,1,22.974,20.325,20.074,18.801,17.568,16.34,19.109,17.576,16.693,15.181,16.563,15.046,17.84,,16.534,,34.778,31.816,42.414,37.887,14.605,13.908,22.866,21.819,14.694,13.839,,,0.874,0.765,0.832,0.727,0.721,0.777,0.72,1.514,1.846,0.636,0.995,0.64,
B200,1024,fp16,65536,2,23.416,20.652,20.201,18.801,17.667,16.331,19.298,17.635,16.974,15.251,17.793,15.042,,,18.298,,34.987,31.689,42.41,38.0,14.842,13.924,23.067,21.892,14.922,13.917,,,0.863,0.754,0.824,0.725,0.76,,0.781,1.494,1.811,0.634,0.985,0.637,
B200,1024,fp16,65536,4,23.16,20.664,20.082,18.794,17.617,16.331,19.338,17.617,16.923,15.256,17.326,15.037,,,18.541,,34.949,31.704,40.88,38.013,14.957,14.029,23.021,21.882,15.029,13.993,,,0.867,0.761,0.835,0.731,0.748,,0.801,1.509,1.765,0.646,0.994,0.649,
B200,1024,fp16,65536,8,23.283,20.771,20.157,18.837,17.667,16.374,19.498,17.761,17.134,15.402,16.136,13.199,,,18.63,,34.925,31.976,40.795,38.127,15.07,14.028,22.923,21.939,15.077,14.08,,,0.866,0.759,0.837,0.736,0.693,,0.8,1.5,1.752,0.647,0.985,0.648,
B200,1024,fp16,65536,16,23.731,20.676,20.336,18.842,17.854,16.365,19.578,17.816,17.197,15.446,17.715,15.087,,,16.995,,34.97,32.0,40.621,38.226,15.494,14.259,22.965,21.986,15.451,14.262,,,0.857,0.752,0.825,0.725,0.746,,0.716,1.474,1.712,0.653,0.968,0.651,
B200,1024,fp16,65536,32,23.8,20.756,20.491,18.869,18.04,16.412,20.11,18.509,17.6,16.051,21.108,18.874,,,18.992,,35.238,32.223,47.87,46.665,17.824,16.55,23.117,22.014,28.082,26.209,,,0.861,0.758,0.845,0.739,0.887,,0.798,1.481,2.011,0.749,0.971,1.18,
B200,1024,fp16,65536,64,24.547,20.923,21.168,18.972,18.664,16.499,20.954,18.67,18.491,16.217,21.322,18.981,,,19.457,,35.659,32.344,67.933,66.769,23.106,21.231,23.48,22.108,53.48,50.607,,,0.862,0.76,0.854,0.753,0.869,,0.793,1.453,2.767,0.941,0.957,2.179,
B200,1024,fp16,65536,128,25.454,21.105,22.381,19.158,19.872,16.685,22.885,19.439,20.413,16.888,21.413,19.155,,,20.786,,36.336,32.569,55.898,52.826,24.323,22.283,24.301,22.294,102.685,99.012,,,0.879,0.781,0.899,0.802,0.841,,0.817,1.427,2.196,0.956,0.955,4.034,
B200,1024,fp16,65536,256,45.47,30.394,37.115,31.341,32.061,26.506,37.811,32.164,32.725,27.149,37.342,31.345,,,33.584,,49.218,45.818,102.262,98.481,46.283,42.786,46.236,42.792,192.251,184.235,,,0.816,0.705,0.832,0.72,0.821,,0.739,1.082,2.249,1.018,1.017,4.228,
B200,1024,fp16,65536,512,74.819,65.396,66.169,55.965,57.059,46.505,67.973,57.087,58.502,47.745,66.527,55.985,,,61.864,,89.705,83.415,178.144,174.197,90.737,83.514,90.728,83.535,370.521,354.413,,,0.884,0.763,0.908,0.782,0.889,,0.827,1.199,2.381,1.213,1.213,4.952,
B200,1024,fp16,65536,1024,119.755,121.704,104.441,98.791,89.323,82.96,106.435,100.869,90.995,85.105,104.289,98.784,,,96.749,,145.581,142.432,330.396,328.957,158.429,151.629,158.408,151.673,725.386,722.969,,,0.872,0.746,0.889,0.76,0.871,,0.808,1.216,2.759,1.323,1.323,6.057,
B200,1024,fp16,65536,2048,222.446,205.445,189.166,183.857,158.905,152.792,193.033,187.995,161.912,156.381,188.824,183.786,,,168.61,,274.025,270.876,652.927,651.866,307.716,300.854,307.42,300.747,1441.632,1438.879,,,0.85,0.714,0.868,0.728,0.849,,0.758,1.232,2.935,1.383,1.382,6.481,
B200,1024,fp16,131072,1,31.934,27.7,25.05,23.51,24.754,23.252,18.171,17.052,17.848,16.689,20.848,19.585,22.939,,21.991,,55.912,49.046,45.334,40.427,14.635,13.801,,,14.574,13.832,,,0.784,0.775,0.569,0.559,0.653,0.718,0.689,1.751,1.42,0.458,,0.456,
B200,1024,fp16,131072,2,32.075,27.574,24.933,23.476,24.723,23.213,18.261,17.081,18.002,16.715,21.044,19.558,,,24.796,,56.113,49.237,45.309,40.534,14.653,13.773,,,14.701,13.822,,,0.777,0.771,0.569,0.561,0.656,,0.773,1.749,1.413,0.457,,0.458,
B200,1024,fp16,131072,4,31.984,27.538,24.93,23.43,24.71,23.194,18.373,17.072,18.094,16.729,21.357,19.521,,,24.738,,56.08,49.097,43.841,40.636,14.846,13.843,,,14.904,13.861,,,0.779,0.773,0.574,0.566,0.668,,0.773,1.753,1.371,0.464,,0.466,
B200,1024,fp16,131072,8,32.654,27.679,25.086,23.491,24.774,23.254,18.824,17.246,18.44,16.888,21.768,19.6,,,24.154,,55.978,49.225,43.782,40.673,15.234,13.969,,,15.267,14.021,,,0.768,0.759,0.576,0.565,0.667,,0.74,1.714,1.341,0.467,,0.468,
B200,1024,fp16,131072,16,32.789,28.466,25.261,23.487,24.914,23.243,18.926,17.263,18.592,16.93,21.648,19.577,,,21.703,,56.019,49.228,43.574,41.051,17.752,16.374,,,27.73,26.051,,,0.77,0.76,0.577,0.567,0.66,,0.662,1.708,1.329,0.541,,0.846,
B200,1024,fp16,131072,32,33.365,27.668,25.645,23.526,25.451,23.281,22.238,19.919,21.842,19.556,25.833,23.522,,,25.159,,56.597,49.808,52.115,50.282,22.718,20.904,,,52.694,50.289,,,0.769,0.763,0.667,0.655,0.774,,0.754,1.696,1.562,0.681,,1.579,
B200,1024,fp16,131072,64,34.763,28.352,26.429,23.675,26.123,23.407,23.152,20.203,22.802,19.862,26.187,23.672,,,26.456,,57.064,49.944,75.349,73.592,32.149,29.866,,,102.401,98.348,,,0.76,0.751,0.666,0.656,0.753,,0.761,1.642,2.167,0.925,,2.946,
B200,1024,fp16,131072,128,35.825,30.161,28.51,23.949,28.122,23.69,29.715,24.522,29.186,24.143,28.43,23.946,,,27.448,,58.28,50.13,69.485,65.682,60.95,57.549,,,189.908,182.651,,,0.796,0.785,0.829,0.815,0.794,,0.766,1.627,1.94,1.701,,5.301,
B200,1024,fp16,131072,256,51.146,41.166,52.446,41.969,50.818,40.083,54.605,43.757,51.827,41.7,52.562,41.967,,,49.851,,76.123,69.737,128.752,120.981,118.603,112.663,,,365.254,353.66,,,1.025,0.994,1.068,1.013,1.028,,0.975,1.488,2.517,2.319,,7.141,
B200,1024,fp16,131072,512,105.344,84.339,109.657,95.49,105.782,91.975,121.619,106.048,120.76,99.513,109.596,95.798,,,95.167,,145.867,138.327,220.262,216.674,204.272,201.826,,,715.573,713.013,,,1.041,1.004,1.154,1.146,1.04,,0.903,1.385,2.091,1.939,,6.793,
B200,1024,fp16,131072,1024,157.684,149.192,170.31,156.748,171.9,155.406,198.289,185.336,188.696,171.749,170.683,156.678,,,154.351,,231.27,224.178,407.322,404.162,404.654,402.744,,,1423.199,1420.969,,,1.08,1.09,1.258,1.197,1.082,,0.979,1.467,2.583,2.566,,9.026,
B200,1024,fp16,131072,2048,284.78,275.673,292.427,278.029,278.694,263.552,340.981,326.912,323.503,308.6,294.251,278.352,,,267.535,,431.15,424.858,797.911,795.32,804.026,802.07,,,2843.364,2842.127,,,1.027,0.979,1.197,1.136,1.033,,0.939,1.514,2.802,2.823,,9.984,
B200,1024,fp16,262144,1,51.76,44.897,38.873,36.798,37.05,34.974,22.354,20.723,20.51,18.838,31.122,27.14,34.832,,30.716,,95.614,82.133,49.557,44.102,14.638,13.857,,,14.683,13.878,,,0.751,0.716,0.432,0.396,0.601,0.673,0.593,1.847,0.957,0.283,,0.284,
B200,1024,fp16,262144,2,52.11,44.896,38.602,36.762,36.757,34.954,22.464,20.736,20.627,18.879,30.149,27.108,,,38.745,,95.957,82.737,49.357,44.097,14.658,13.892,,,14.797,13.848,,,0.741,0.705,0.431,0.396,0.579,,0.744,1.841,0.947,0.281,,0.284,
B200,1024,fp16,262144,4,52.272,44.815,38.656,36.749,36.773,34.941,22.626,20.735,20.73,18.888,30.199,27.1,,,38.799,,95.888,82.527,47.84,43.99,14.962,13.9,,,15.0,13.903,,,0.74,0.703,0.433,0.397,0.578,,0.742,1.834,0.915,0.286,,0.287,
B200,1024,fp16,262144,8,52.23,44.862,38.789,36.789,36.917,35.002,22.96,20.9,21.098,19.039,30.975,28.182,,,38.532,,95.635,82.623,47.798,44.221,17.464,16.151,,,27.464,25.972,,,0.743,0.707,0.44,0.404,0.593,,0.738,1.831,0.915,0.334,,0.526,
B200,1024,fp16,262144,16,52.776,44.846,39.101,36.796,37.222,34.996,23.259,20.94,21.462,19.088,30.524,27.153,,,31.407,,95.841,82.754,48.923,45.554,22.642,20.731,,,52.475,49.908,,,0.741,0.705,0.441,0.407,0.578,,0.595,1.816,0.927,0.429,,0.994,
B200,1024,fp16,262144,32,53.326,44.97,39.678,36.868,37.688,35.058,30.754,27.661,28.75,25.704,39.622,36.869,,,39.85,,98.95,86.123,59.096,56.373,31.938,29.594,,,102.059,97.711,,,0.744,0.707,0.577,0.539,0.743,,0.747,1.856,1.108,0.599,,1.914,
B200,1024,fp16,262144,64,54.864,45.147,41.05,37.062,39.107,35.229,32.379,27.985,30.454,26.053,41.165,37.064,,,40.705,,99.888,86.304,88.051,84.788,60.354,56.975,,,201.163,193.419,,,0.748,0.713,0.59,0.555,0.75,,0.742,1.821,1.605,1.1,,3.667,
B200,1024,fp16,262144,128,63.017,45.628,46.648,37.373,44.554,35.563,49.592,38.75,47.347,36.779,46.764,37.389,,,44.663,,105.165,86.417,96.742,88.651,109.881,102.244,,,399.018,385.017,,,0.74,0.707,0.787,0.751,0.742,,0.709,1.669,1.535,1.744,,6.332,
B200,1024,fp16,262144,256,108.297,95.385,105.101,92.384,101.253,88.962,121.211,109.158,115.656,103.519,104.948,92.378,,,87.958,,137.288,131.782,183.865,176.482,215.272,211.514,,,794.946,789.484,,,0.97,0.935,1.119,1.068,0.969,,0.812,1.268,1.698,1.988,,7.34,
B200,1024,fp16,262144,512,200.646,190.136,201.944,171.847,196.702,163.785,206.976,190.346,207.702,190.465,201.913,171.9,,,161.091,,244.238,235.993,306.343,299.583,391.167,388.315,,,1583.13,1577.706,,,1.006,0.98,1.032,1.035,1.006,,0.803,1.217,1.527,1.95,,7.89,
B200,1024,fp16,262144,1024,364.767,345.403,320.039,294.515,313.577,286.728,339.873,324.698,333.695,319.856,324.516,299.785,,,269.929,,397.767,391.572,564.441,558.93,743.034,739.583,,,3158.57,3153.29,,,0.877,0.86,0.932,0.915,0.89,,0.74,1.09,1.547,2.037,,8.659,
B200,1024,fp16,262144,2048,681.277,669.089,574.639,559.63,560.103,545.345,644.645,632.181,615.148,602.452,585.243,574.547,,,449.958,,741.677,736.154,1102.459,1097.598,1487.597,1484.246,,,6300.878,6294.516,,,0.843,0.822,0.946,0.903,0.859,,0.66,1.089,1.618,2.184,,9.249,
B200,1024,fp32,4096,1,11.31,9.379,10.968,9.79,10.061,8.901,11.12,9.723,10.074,8.967,10.752,8.168,10.749,,10.591,,15.194,14.237,36.347,32.804,6.656,6.031,6.95,6.346,17.565,16.371,7.702,6.77,0.97,0.89,0.983,0.891,0.951,0.95,0.936,1.343,3.214,0.588,0.615,1.553,0.681
B200,1024,fp32,4096,2,11.019,9.403,10.88,9.806,10.069,8.891,11.043,9.762,9.97,8.959,10.603,8.178,,,10.735,,15.293,14.241,36.958,33.037,6.704,6.049,6.954,6.356,17.674,16.479,7.699,6.784,0.987,0.914,1.002,0.905,0.962,,0.974,1.388,3.354,0.608,0.631,1.604,0.699
B200,1024,fp32,4096,4,11.037,9.409,10.936,9.816,10.021,8.905,11.016,9.75,10.014,8.947,10.762,8.188,,,10.654,,15.288,14.255,35.765,32.874,6.701,6.047,6.952,6.363,18.146,17.044,7.712,6.781,0.991,0.908,0.998,0.907,0.975,,0.965,1.385,3.24,0.607,0.63,1.644,0.699
B200,1024,fp32,4096,8,11.117,9.396,10.922,9.825,10.018,8.915,11.003,9.795,10.045,8.98,11.534,9.823,,,10.456,,15.302,14.262,35.733,32.966,6.73,6.056,7.03,6.363,18.365,17.054,7.682,6.799,0.982,0.901,0.99,0.904,1.038,,0.941,1.377,3.214,0.605,0.632,1.652,0.691
B200,1024,fp32,4096,16,11.125,9.393,10.832,9.826,9.998,8.897,10.986,9.787,9.955,8.965,10.832,9.785,,,10.288,,15.366,14.262,35.582,32.944,6.757,6.06,7.024,6.361,18.4,17.165,7.709,6.803,0.974,0.899,0.987,0.895,0.974,,0.925,1.381,3.198,0.607,0.631,1.654,0.693
B200,1024,fp32,4096,32,11.23,9.426,10.898,9.852,10.059,8.944,11.053,9.823,10.082,8.999,10.919,9.853,,,9.832,,15.445,14.298,35.619,33.07,6.856,6.084,7.144,6.387,18.502,17.291,7.771,6.817,0.97,0.896,0.984,0.898,0.972,,0.875,1.375,3.172,0.61,0.636,1.648,0.692
B200,1024,fp32,4096,64,11.379,9.478,11.123,9.888,10.195,8.984,11.157,9.859,10.186,9.042,11.44,9.884,,,9.785,,15.642,14.351,35.613,33.117,7.018,6.122,7.306,6.417,19.01,17.533,7.909,6.858,0.978,0.896,0.98,0.895,1.005,,0.86,1.375,3.13,0.617,0.642,1.671,0.695
B200,1024,fp32,4096,128,11.624,9.529,11.41,9.978,10.453,9.041,11.49,9.957,10.453,9.111,11.106,9.976,,,10.112,,15.683,14.442,42.016,40.678,7.595,6.464,7.558,6.459,35.106,33.153,8.158,6.923,0.982,0.899,0.988,0.899,0.955,,0.87,1.349,3.615,0.653,0.65,3.02,0.702
B200,1024,fp32,4096,256,16.709,14.045,14.053,12.215,12.781,11.098,13.597,11.924,12.426,10.827,14.1,12.216,,,12.308,,23.293,22.001,77.249,75.764,13.29,11.566,13.274,11.559,67.681,64.282,10.856,9.337,0.841,0.765,0.814,0.744,0.844,,0.737,1.394,4.623,0.795,0.794,4.051,0.65
B200,1024,fp32,4096,512,29.096,22.326,24.907,22.356,22.237,19.843,25.118,22.303,23.021,20.215,25.065,22.358,,,22.357,,40.997,39.515,138.152,136.47,24.584,21.652,24.602,21.666,116.345,111.148,19.208,16.783,0.856,0.764,0.863,0.791,0.861,,0.768,1.409,4.748,0.845,0.846,3.999,0.66
B200,1024,fp32,4096,1024,51.249,42.927,38.424,35.512,34.712,31.42,44.264,39.83,40.702,36.362,39.024,35.529,,,32.724,,67.307,65.823,252.126,250.293,41.336,36.833,41.354,36.834,229.35,220.324,31.557,28.172,0.75,0.677,0.864,0.794,0.761,,0.639,1.313,4.92,0.807,0.807,4.475,0.616
B200,1024,fp32,4096,2048,87.517,76.445,69.347,64.921,61.58,57.298,81.341,74.546,74.545,67.527,69.407,64.682,,,55.747,,128.806,126.904,497.036,494.764,79.845,72.123,79.841,72.141,455.185,438.268,58.632,52.52,0.792,0.704,0.929,0.852,0.793,,0.637,1.472,5.679,0.912,0.912,5.201,0.67
B200,1024,fp32,8192,1,13.813,11.945,13.784,12.54,11.472,10.035,13.792,12.546,11.397,10.02,11.49,10.752,10.9,,11.037,,17.533,15.94,37.275,33.457,8.323,7.821,8.336,7.818,18.155,17.139,8.963,7.988,0.998,0.831,0.998,0.825,0.832,0.789,0.799,1.269,2.699,0.603,0.603,1.314,0.649
B200,1024,fp32,8192,2,14.053,11.946,13.811,12.524,11.371,9.995,13.762,12.536,11.326,9.999,12.145,10.733,,,10.968,,17.634,16.0,37.154,33.545,8.378,7.832,8.347,7.83,18.203,17.227,8.941,8.018,0.983,0.809,0.979,0.806,0.864,,0.78,1.255,2.644,0.596,0.594,1.295,0.636
B200,1024,fp32,8192,4,14.053,11.924,13.845,12.528,11.339,9.985,13.794,12.532,11.41,9.991,11.41,10.734,,,11.946,,17.584,15.981,36.315,33.704,8.362,7.825,8.334,7.827,18.694,17.773,8.925,8.03,0.985,0.807,0.982,0.812,0.812,,0.85,1.251,2.584,0.595,0.593,1.33,0.635
B200,1024,fp32,8192,8,14.128,11.941,13.792,12.518,11.352,10.002,13.866,12.548,11.466,10.006,12.275,10.733,,,10.991,,17.597,15.998,36.094,33.445,8.36,7.842,8.36,7.84,18.878,17.795,8.914,8.035,0.976,0.804,0.981,0.812,0.869,,0.778,1.246,2.555,0.592,0.592,1.336,0.631
B200,1024,fp32,8192,16,14.216,11.951,13.947,12.546,11.33,9.996,13.826,12.548,11.398,10.009,12.294,10.756,,,11.277,,17.667,16.006,36.051,33.518,8.414,7.844,8.43,7.841,19.051,17.955,8.963,8.026,0.981,0.797,0.973,0.802,0.865,,0.793,1.243,2.536,0.592,0.593,1.34,0.631
B200,1024,fp32,8192,32,14.317,11.978,14.082,12.577,11.589,10.036,13.966,12.574,11.536,10.04,13.938,12.575,,,12.243,,17.795,16.041,36.134,33.709,8.549,7.888,8.568,7.873,19.342,18.105,9.07,8.055,0.984,0.809,0.976,0.806,0.974,,0.855,1.243,2.524,0.597,0.598,1.351,0.634
B200,1024,fp32,8192,64,14.562,12.039,14.217,12.645,11.821,10.105,14.216,12.63,11.797,10.104,14.593,12.643,,,12.293,,17.912,16.079,36.859,34.197,8.832,7.915,8.818,7.922,19.76,18.337,9.382,8.101,0.976,0.812,0.976,0.81,1.002,,0.844,1.23,2.531,0.607,0.606,1.357,0.644
B200,1024,fp32,8192,128,15.04,12.145,14.693,12.7,12.32,10.17,14.712,12.71,12.294,10.178,14.763,12.708,,,12.724,,18.333,16.193,43.867,41.993,9.382,7.999,9.406,8.003,36.555,34.654,9.906,8.324,0.977,0.819,0.978,0.817,0.982,,0.846,1.219,2.917,0.624,0.625,2.431,0.659
B200,1024,fp32,8192,256,36.299,17.927,19.448,16.955,15.754,13.425,18.85,16.345,15.618,13.155,19.222,16.963,,,15.926,,26.35,24.282,80.598,77.979,16.579,14.566,16.578,14.554,70.432,67.29,13.739,11.62,0.536,0.434,0.519,0.43,0.53,,0.439,0.726,2.22,0.457,0.457,1.94,0.378
B200,1024,fp32,8192,512,74.813,64.063,33.939,30.365,27.901,24.031,34.274,30.664,28.13,24.365,33.939,30.383,,,27.36,,46.249,43.791,143.035,140.361,30.442,27.668,30.469,27.651,120.982,116.133,23.765,21.106,0.454,0.373,0.458,0.376,0.454,,0.366,0.618,1.912,0.407,0.407,1.617,0.318
B200,1024,fp32,8192,1024,171.217,200.208,53.014,48.386,43.883,38.266,59.579,53.717,49.022,42.602,53.043,48.465,,,41.603,,75.336,72.601,260.164,257.513,51.978,47.283,51.976,47.281,239.76,230.849,38.915,34.89,0.31,0.256,0.348,0.286,0.31,,0.243,0.44,1.519,0.304,0.304,1.4,0.227
B200,1024,fp32,8192,2048,287.518,253.626,95.963,90.82,76.918,70.943,110.219,103.289,90.053,81.283,96.055,90.824,,,70.807,,142.987,139.859,513.545,513.108,100.696,92.806,100.597,92.793,477.214,460.242,72.616,66.708,0.334,0.268,0.383,0.313,0.334,,0.246,0.497,1.786,0.35,0.35,1.66,0.253
B200,1024,fp32,16384,1,14.371,11.975,13.258,11.947,12.31,10.906,13.282,11.951,12.229,10.9,11.275,8.544,11.965,,12.127,,21.678,18.853,38.454,34.76,12.486,11.894,12.538,11.892,20.216,19.461,11.71,10.648,0.923,0.857,0.924,0.851,0.785,0.833,0.844,1.508,2.676,0.869,0.872,1.407,0.815
B200,1024,fp32,16384,2,14.72,11.998,13.418,11.921,12.453,10.909,13.254,11.924,12.203,10.901,11.847,8.525,,,12.444,,21.686,18.93,39.118,35.181,12.512,11.907,12.55,11.915,20.146,19.471,11.544,10.736,0.912,0.846,0.9,0.829,0.805,,0.845,1.473,2.657,0.85,0.853,1.369,0.784
B200,1024,fp32,16384,4,14.672,12.003,13.269,11.925,12.32,10.921,13.254,11.923,12.282,10.904,11.56,8.52,,,12.19,,21.614,18.926,38.021,35.276,12.544,11.903,12.518,11.904,20.726,19.917,11.562,10.712,0.904,0.84,0.903,0.837,0.788,,0.831,1.473,2.591,0.855,0.853,1.413,0.788
B200,1024,fp32,16384,8,14.653,12.001,13.264,11.944,12.325,10.927,13.496,11.946,12.512,10.927,13.574,11.943,,,12.079,,21.621,18.947,37.717,34.968,12.56,11.937,12.56,11.935,20.914,19.969,11.624,10.767,0.905,0.841,0.921,0.854,0.926,,0.824,1.476,2.574,0.857,0.857,1.427,0.793
