scenario,sweep,K,dtype,N,BS,cluster_size,mc_cold_us_074,mc_warm_us_074,base_cold_us_074,base_warm_us_074,speedup_same_node_cold
real,seq,512,fp32,65536,1,4,23.436,21.677,33.76,32.077,1.4405
real,seq,512,fp32,131072,1,4,17.535,16.113,25.754,23.436,1.4687
real,seq,512,fp32,262144,1,4,21.974,20.275,40.154,36.307,1.8273
real,seq,512,fp32,524288,1,4,26.452,24.017,64.394,58.441,2.4344
real,seq,512,fp32,1048576,1,4,43.027,39.324,119.578,109.916,2.7791
real,seq,1024,bf16,4096,1,1,9.656,8.387,10.493,9.052,1.0867
real,seq,1024,bf16,8192,1,1,13.016,11.475,13.166,12.09,1.0115
real,seq,1024,bf16,16384,1,1,12.059,10.861,13.008,11.809,1.0787
real,seq,1024,bf16,32768,1,1,15.614,13.764,15.402,13.892,0.9864
real,seq,1024,bf16,65536,1,4,20.582,18.843,24.312,22.886,1.1812
real,seq,1024,bf16,131072,1,4,17.588,16.252,25.634,23.908,1.4575
real,seq,1024,bf16,262144,1,4,19.488,17.978,36.853,34.883,1.8911
real,seq,1024,bf16,524288,1,4,27.889,25.628,63.117,60.947,2.2632
real,seq,1024,bf16,1048576,1,4,43.753,40.702,116.473,112.987,2.6621
real,seq,1024,fp16,4096,1,1,10.233,9.06,10.736,9.196,1.0492
real,seq,1024,fp16,8192,1,1,15.424,14.411,15.637,14.529,1.0138
real,seq,1024,fp16,16384,1,1,13.372,12.275,14.232,13.05,1.0643
real,seq,1024,fp16,32768,1,1,17.89,16.19,17.624,16.136,0.9851
real,seq,1024,fp16,65536,1,4,17.295,15.785,20.658,19.141,1.1944
real,seq,1024,fp16,131072,1,4,18.117,16.492,25.455,23.781,1.405
real,seq,1024,fp16,262144,1,4,21.1,19.669,37.875,36.029,1.795
real,seq,1024,fp16,524288,1,4,27.802,25.626,61.981,59.69,2.2294
real,seq,1024,fp16,1048576,1,4,44.417,41.755,115.092,111.619,2.5912
real,seq,1024,fp32,4096,1,1,10.355,9.103,11.022,9.82,1.0644
real,seq,1024,fp32,8192,1,1,18.918,17.448,19.154,18.168,1.0125
real,seq,1024,fp32,16384,1,1,15.959,14.482,16.576,15.201,1.0387
real,seq,1024,fp32,32768,1,1,19.23,17.207,19.685,17.931,1.0237
real,seq,1024,fp32,65536,1,4,17.118,15.272,24.611,23.057,1.4377
real,seq,1024,fp32,131072,1,4,17.781,16.445,26.574,24.349,1.4945
real,seq,1024,fp32,262144,1,4,21.559,19.891,39.642,36.337,1.8388
real,seq,1024,fp32,524288,1,4,29.524,27.267,67.067,61.919,2.2716
real,seq,1024,fp32,1048576,1,4,46.012,42.784,122.92,113.883,2.6715
real,seq,2048,bf16,8192,1,1,14.201,12.868,14.803,13.41,1.0424
real,seq,2048,bf16,16384,1,1,14.92,13.439,15.462,14.449,1.0363
real,seq,2048,bf16,32768,1,1,17.115,15.428,16.947,15.886,0.9902
real,seq,2048,bf16,65536,1,4,18.622,16.932,21.346,19.985,1.1463
real,seq,2048,bf16,131072,1,4,19.228,17.675,29.195,27.39,1.5184
real,seq,2048,bf16,262144,1,4,27.432,25.695,52.903,50.96,1.9285
real,seq,2048,bf16,524288,1,4,38.655,36.446,91.058,88.576,2.3557
real,seq,2048,bf16,1048576,1,4,35.914,33.14,92.413,88.849,2.5732
real,seq,2048,fp16,8192,1,1,14.821,13.513,15.352,14.094,1.0358
real,seq,2048,fp16,16384,1,1,14.405,13.091,15.515,14.266,1.0771
real,seq,2048,fp16,32768,1,1,17.097,15.392,16.682,15.608,0.9757
real,seq,2048,fp16,65536,1,4,19.104,17.501,21.555,20.269,1.1283
real,seq,2048,fp16,131072,1,4,19.296,17.822,29.418,27.552,1.5246
real,seq,2048,fp16,262144,1,4,27.06,25.199,52.082,50.23,1.9247
real,seq,2048,fp16,524288,1,4,38.045,35.797,89.901,87.437,2.363
real,seq,2048,fp16,1048576,1,4,35.17,32.265,91.013,87.563,2.5878
real,seq,2048,fp32,8192,1,1,14.288,12.823,14.741,13.708,1.0317
real,seq,2048,fp32,16384,1,1,15.041,13.586,15.634,14.502,1.0394
real,seq,2048,fp32,32768,1,1,16.304,14.473,17.0,15.287,1.0427
real,seq,2048,fp32,65536,1,4,19.576,17.8,24.646,22.945,1.259
real,seq,2048,fp32,131072,1,4,21.54,20.238,35.301,32.969,1.6389
real,seq,2048,fp32,262144,1,4,28.164,26.563,53.587,50.274,1.9027
real,seq,2048,fp32,524288,1,4,35.481,33.199,86.552,81.757,2.4394
real,seq,2048,fp32,1048576,1,4,34.394,31.108,94.099,85.53,2.7359
worst,bs,512,bf16,4096,1,1,8.972,7.949,10.058,8.254,1.121
worst,bs,512,bf16,4096,2,1,9.09,7.949,9.45,8.248,1.0396
worst,bs,512,bf16,4096,4,1,9.034,8.035,9.445,8.253,1.0455
worst,bs,512,bf16,4096,8,1,9.186,8.045,9.502,8.28,1.0344
worst,bs,512,bf16,4096,16,1,9.46,8.405,9.419,8.277,0.9957
worst,bs,512,bf16,4096,32,1,9.633,8.51,9.61,8.323,0.9976
worst,bs,512,bf16,4096,64,1,9.924,8.594,9.55,8.357,0.9623
worst,bs,512,bf16,4096,128,1,10.042,8.725,9.91,8.454,0.9869
worst,bs,512,bf16,4096,256,1,11.829,10.542,11.712,10.55,0.9901
worst,bs,512,bf16,4096,512,1,20.044,17.978,19.944,17.968,0.995
worst,bs,512,bf16,4096,1024,1,30.611,28.379,30.791,28.442,1.0059
worst,bs,512,bf16,4096,2048,1,55.538,52.479,55.701,52.557,1.0029
worst,bs,512,bf16,8192,1,1,8.993,7.795,9.466,8.093,1.0526
worst,bs,512,bf16,8192,2,1,9.006,7.78,9.365,8.101,1.0399
worst,bs,512,bf16,8192,4,1,9.496,7.895,9.301,8.088,0.9795
worst,bs,512,bf16,8192,8,1,9.266,7.859,9.4,8.15,1.0145
worst,bs,512,bf16,8192,16,1,9.593,8.223,9.288,8.149,0.9682
worst,bs,512,bf16,8192,32,1,9.512,8.353,9.475,8.147,0.9961
worst,bs,512,bf16,8192,64,1,9.633,8.4,9.539,8.2,0.9902
worst,bs,512,bf16,8192,128,1,10.048,8.55,9.832,8.306,0.9785
worst,bs,512,bf16,8192,256,1,11.812,10.292,11.861,10.259,1.0041
worst,bs,512,bf16,8192,512,1,19.905,17.526,20.055,17.42,1.0075
worst,bs,512,bf16,8192,1024,1,30.615,27.706,30.483,27.743,0.9957
worst,bs,512,bf16,8192,2048,1,54.826,51.024,54.744,51.05,0.9985
worst,bs,512,bf16,16384,1,1,9.63,8.116,10.834,8.974,1.125
worst,bs,512,bf16,16384,2,1,9.888,8.089,10.541,8.976,1.066
worst,bs,512,bf16,16384,4,1,9.863,8.204,10.613,8.97,1.076
worst,bs,512,bf16,16384,8,1,9.88,8.255,10.645,8.984,1.0774
worst,bs,512,bf16,16384,16,1,10.172,8.577,10.658,8.973,1.0478
worst,bs,512,bf16,16384,32,1,10.273,8.7,10.71,9.004,1.0425
worst,bs,512,bf16,16384,64,1,10.302,8.779,10.965,9.038,1.0644
worst,bs,512,bf16,16384,128,1,10.949,8.98,11.389,9.151,1.0402
worst,bs,512,bf16,16384,256,1,13.66,11.638,14.186,11.565,1.0385
worst,bs,512,bf16,16384,512,1,22.868,19.942,24.291,20.102,1.0622
worst,bs,512,bf16,16384,1024,1,35.53,31.647,37.16,32.131,1.0459
worst,bs,512,bf16,16384,2048,1,63.694,59.018,66.44,59.861,1.0431
worst,bs,512,bf16,32768,1,1,10.829,9.18,11.664,9.903,1.0771
worst,bs,512,bf16,32768,2,1,11.186,9.177,11.389,9.894,1.0181
worst,bs,512,bf16,32768,4,1,11.199,9.328,11.504,9.891,1.0272
worst,bs,512,bf16,32768,8,1,11.436,9.362,11.573,9.921,1.012
worst,bs,512,bf16,32768,16,1,12.003,9.685,11.498,9.925,0.9579
worst,bs,512,bf16,32768,32,1,11.949,9.821,11.773,9.957,0.9853
worst,bs,512,bf16,32768,64,1,12.086,9.939,12.36,10.033,1.0227
worst,bs,512,bf16,32768,128,1,13.024,10.206,12.979,10.169,0.9965
worst,bs,512,bf16,32768,256,1,17.376,14.13,16.822,13.759,0.9681
worst,bs,512,bf16,32768,512,1,28.938,23.969,28.605,23.58,0.9885
worst,bs,512,bf16,32768,1024,1,45.484,39.241,45.155,38.256,0.9928
worst,bs,512,bf16,32768,2048,1,81.535,78.401,80.405,76.694,0.9861
worst,bs,512,bf16,65536,1,4,12.722,10.77,13.995,12.613,1.1001
worst,bs,512,bf16,65536,2,4,12.727,10.863,13.997,12.589,1.0998
worst,bs,512,bf16,65536,4,4,12.622,10.954,14.104,12.613,1.1174
worst,bs,512,bf16,65536,8,4,13.181,11.109,14.147,12.64,1.0733
worst,bs,512,bf16,65536,16,4,13.357,11.474,14.318,12.64,1.0719
worst,bs,512,bf16,65536,32,2,13.963,12.047,14.571,12.671,1.0435
worst,bs,512,bf16,65536,64,2,14.682,12.286,15.142,12.774,1.0313
worst,bs,512,bf16,65536,128,1,16.095,13.09,16.202,12.991,1.0066
worst,bs,512,bf16,65536,256,1,24.642,19.764,23.827,18.965,0.9669
worst,bs,512,bf16,65536,512,1,42.737,34.501,41.683,33.007,0.9753
worst,bs,512,bf16,65536,1024,1,67.349,61.095,66.034,59.001,0.9805
worst,bs,512,bf16,65536,2048,1,118.498,112.953,115.288,108.765,0.9729
worst,bs,512,bf16,131072,1,4,13.361,11.612,19.135,17.48,1.4322
worst,bs,512,bf16,131072,2,4,12.906,11.675,19.2,17.475,1.4877
worst,bs,512,bf16,131072,4,4,13.438,11.785,18.979,17.492,1.4123
worst,bs,512,bf16,131072,8,4,13.684,11.949,19.067,17.535,1.3934
worst,bs,512,bf16,131072,16,4,14.25,12.219,19.381,17.543,1.3601
worst,bs,512,bf16,131072,32,2,16.718,14.544,19.802,17.585,1.1845
worst,bs,512,bf16,131072,64,2,18.247,14.815,20.491,17.704,1.123
worst,bs,512,bf16,131072,128,1,22.893,18.236,22.533,17.952,0.9843
worst,bs,512,bf16,131072,256,1,40.241,30.807,38.347,28.943,0.9529
worst,bs,512,bf16,131072,512,1,89.827,74.162,76.532,62.046,0.852
worst,bs,512,bf16,131072,1024,1,132.494,111.379,124.752,101.823,0.9416
worst,bs,512,bf16,131072,2048,1,214.401,197.66,200.714,185.603,0.9362
worst,bs,512,bf16,262144,1,4,16.522,14.921,29.603,27.503,1.7917
worst,bs,512,bf16,262144,2,4,16.512,14.952,29.459,27.5,1.7841
worst,bs,512,bf16,262144,4,4,16.81,15.063,29.498,27.526,1.7548
worst,bs,512,bf16,262144,8,4,17.106,15.228,29.778,27.567,1.7408
worst,bs,512,bf16,262144,16,4,17.793,15.447,29.951,27.578,1.6833
worst,bs,512,bf16,262144,32,2,23.569,20.199,30.379,27.619,1.2889
worst,bs,512,bf16,262144,64,2,25.463,20.542,31.636,27.779,1.2424
worst,bs,512,bf16,262144,128,1,39.552,28.883,37.461,28.087,0.9471
worst,bs,512,bf16,262144,256,1,79.778,68.624,72.045,61.555,0.9031
worst,bs,512,bf16,262144,512,1,143.598,124.091,127.119,115.252,0.8852
worst,bs,512,bf16,262144,1024,1,231.898,215.246,209.783,198.792,0.9046
worst,bs,512,bf16,262144,2048,1,409.227,397.864,380.373,369.069,0.9295
worst,bs,512,bf16,524288,2,4,21.871,19.897,49.429,46.453,2.26
worst,bs,512,bf16,524288,4,4,22.17,19.995,48.976,46.496,2.2091
worst,bs,512,bf16,524288,8,4,22.797,20.173,49.248,46.533,2.1603
worst,bs,512,bf16,524288,16,4,23.412,20.34,49.493,46.532,2.114
worst,bs,512,bf16,524288,32,2,34.62,29.94,50.232,46.599,1.451
worst,bs,512,bf16,524288,64,2,41.643,30.32,54.541,46.809,1.3097
worst,bs,512,bf16,1048576,2,4,33.489,30.625,89.236,85.607,2.6646
worst,bs,512,bf16,1048576,4,4,33.74,30.678,89.442,85.66,2.6509
worst,bs,512,bf16,1048576,8,4,34.321,30.859,89.418,85.692,2.6053
worst,bs,512,bf16,1048576,16,4,35.616,31.042,89.858,85.709,2.523
worst,bs,512,bf16,1048576,32,2,60.761,50.644,92.476,85.775,1.522
worst,bs,512,bf16,1048576,64,2,80.331,70.11,105.581,97.961,1.3143
worst,bs,512,fp16,4096,1,1,9.537,8.44,10.414,8.762,1.092
worst,bs,512,fp16,4096,2,1,9.537,8.431,9.842,8.724,1.032
worst,bs,512,fp16,4096,4,1,9.636,8.543,9.869,8.726,1.0242
worst,bs,512,fp16,4096,8,1,9.714,8.553,9.947,8.756,1.024
worst,bs,512,fp16,4096,16,1,9.889,8.9,9.811,8.758,0.9921
worst,bs,512,fp16,4096,32,1,10.126,9.031,10.022,8.795,0.9897
worst,bs,512,fp16,4096,64,1,10.198,9.097,10.086,8.819,0.989
worst,bs,512,fp16,4096,128,1,10.587,9.265,10.216,8.918,0.965
worst,bs,512,fp16,4096,256,1,12.397,11.07,12.286,11.043,0.991
worst,bs,512,fp16,4096,512,1,21.128,19.024,20.981,19.021,0.993
worst,bs,512,fp16,4096,1024,1,32.328,30.107,32.461,30.124,1.0041
worst,bs,512,fp16,4096,2048,1,58.722,55.684,58.843,55.822,1.0021
worst,bs,512,fp16,8192,1,1,9.646,8.531,10.304,8.861,1.0682
worst,bs,512,fp16,8192,2,1,9.647,8.532,10.123,8.857,1.0493
worst,bs,512,fp16,8192,4,1,10.114,8.654,10.04,8.851,0.9927
worst,bs,512,fp16,8192,8,1,10.081,8.618,10.099,8.906,1.0018
worst,bs,512,fp16,8192,16,1,10.309,8.97,10.037,8.899,0.9736
worst,bs,512,fp16,8192,32,1,10.127,9.109,10.187,8.904,1.0059
worst,bs,512,fp16,8192,64,1,10.345,9.147,10.261,8.951,0.9919
worst,bs,512,fp16,8192,128,1,10.727,9.341,10.541,9.063,0.9827
worst,bs,512,fp16,8192,256,1,12.719,11.213,12.882,11.168,1.0128
worst,bs,512,fp16,8192,512,1,21.624,19.359,21.779,19.269,1.0072
worst,bs,512,fp16,8192,1024,1,33.463,30.519,33.304,30.578,0.9952
worst,bs,512,fp16,8192,2048,1,60.301,56.459,60.051,56.432,0.9959
worst,bs,512,fp16,16384,1,1,9.623,7.993,10.846,8.921,1.1271
worst,bs,512,fp16,16384,2,1,9.75,7.926,10.528,8.922,1.0798
worst,bs,512,fp16,16384,4,1,9.888,8.029,10.517,8.914,1.0636
worst,bs,512,fp16,16384,8,1,9.861,8.069,10.613,8.941,1.0763
worst,bs,512,fp16,16384,16,1,10.116,8.418,10.55,8.92,1.0429
worst,bs,512,fp16,16384,32,1,10.059,8.529,10.76,8.949,1.0697
worst,bs,512,fp16,16384,64,1,10.183,8.61,10.906,8.991,1.071
worst,bs,512,fp16,16384,128,1,10.837,8.795,11.394,9.102,1.0514
worst,bs,512,fp16,16384,256,1,13.533,11.282,14.27,11.661,1.0545
worst,bs,512,fp16,16384,512,1,22.368,19.53,24.162,19.999,1.0802
worst,bs,512,fp16,16384,1024,1,34.919,30.838,36.842,31.754,1.0551
worst,bs,512,fp16,16384,2048,1,62.372,57.56,65.523,58.717,1.0505
worst,bs,512,fp16,32768,1,1,11.315,9.489,11.878,10.241,1.0498
worst,bs,512,fp16,32768,2,1,11.284,9.5,12.04,10.222,1.067
worst,bs,512,fp16,32768,4,1,11.517,9.627,11.947,10.229,1.0373
worst,bs,512,fp16,32768,8,1,11.829,9.653,11.958,10.266,1.0109
worst,bs,512,fp16,32768,16,1,12.189,9.978,11.893,10.266,0.9757
worst,bs,512,fp16,32768,32,1,12.228,10.116,12.138,10.3,0.9926
worst,bs,512,fp16,32768,64,1,12.505,10.233,12.678,10.383,1.0138
worst,bs,512,fp16,32768,128,1,13.212,10.486,13.421,10.503,1.0158
worst,bs,512,fp16,32768,256,1,17.688,14.326,17.365,14.266,0.9817
worst,bs,512,fp16,32768,512,1,29.685,24.513,29.252,24.284,0.9854
worst,bs,512,fp16,32768,1024,1,46.499,39.942,46.08,39.38,0.991
worst,bs,512,fp16,32768,2048,1,82.942,79.999,81.802,78.435,0.9863
worst,bs,512,fp16,65536,1,4,12.605,10.666,13.91,12.469,1.1035
worst,bs,512,fp16,65536,2,4,12.768,10.76,13.856,12.453,1.0852
worst,bs,512,fp16,65536,4,4,12.675,10.894,13.938,12.472,1.0996
worst,bs,512,fp16,65536,8,4,13.107,11.016,13.987,12.5,1.0671
worst,bs,512,fp16,65536,16,4,13.362,11.391,14.112,12.497,1.0561
worst,bs,512,fp16,65536,32,2,13.721,11.972,14.506,12.532,1.0572
worst,bs,512,fp16,65536,64,2,14.664,12.211,14.922,12.629,1.0176
worst,bs,512,fp16,65536,128,1,16.266,12.877,15.872,12.829,0.9758
worst,bs,512,fp16,65536,256,1,24.033,19.088,23.426,18.809,0.9747
worst,bs,512,fp16,65536,512,1,41.937,33.068,41.101,32.41,0.9801
worst,bs,512,fp16,65536,1024,1,66.445,59.451,64.559,57.52,0.9716
worst,bs,512,fp16,65536,2048,1,114.575,108.74,111.605,105.294,0.9741
worst,bs,512,fp16,131072,1,4,13.585,11.549,18.816,17.146,1.3851
worst,bs,512,fp16,131072,2,4,12.81,11.656,19.09,17.143,1.4902
worst,bs,512,fp16,131072,4,4,13.503,11.757,18.691,17.171,1.3842
worst,bs,512,fp16,131072,8,4,13.695,11.904,18.768,17.194,1.3704
worst,bs,512,fp16,131072,16,4,14.235,12.167,19.045,17.215,1.3379
worst,bs,512,fp16,131072,32,2,16.722,14.428,19.427,17.253,1.1618
worst,bs,512,fp16,131072,64,2,18.107,14.733,20.253,17.374,1.1185
worst,bs,512,fp16,131072,128,1,22.87,17.978,22.154,17.601,0.9687
worst,bs,512,fp16,131072,256,1,39.353,29.732,37.867,28.828,0.9622
worst,bs,512,fp16,131072,512,1,86.672,68.28,79.312,61.038,0.9151
worst,bs,512,fp16,131072,1024,1,131.506,116.223,121.732,99.254,0.9257
worst,bs,512,fp16,131072,2048,1,211.049,195.47,195.718,180.373,0.9274
worst,bs,512,fp16,262144,1,4,16.907,15.25,29.347,27.353,1.7358
worst,bs,512,fp16,262144,2,4,16.935,15.29,29.435,27.335,1.7381
worst,bs,512,fp16,262144,4,4,17.2,15.405,29.384,27.372,1.7084
worst,bs,512,fp16,262144,8,4,17.652,15.573,29.656,27.404,1.68
worst,bs,512,fp16,262144,16,4,18.25,15.787,29.824,27.4,1.6342
worst,bs,512,fp16,262144,32,2,23.783,20.443,30.292,27.454,1.2737
worst,bs,512,fp16,262144,64,2,25.598,20.793,31.526,27.599,1.2316
worst,bs,512,fp16,262144,128,1,39.998,28.975,37.472,27.896,0.9368
worst,bs,512,fp16,262144,256,1,79.721,68.436,71.948,61.292,0.9025
worst,bs,512,fp16,262144,512,1,147.138,125.323,126.337,114.495,0.8586
worst,bs,512,fp16,262144,1024,1,233.484,217.363,207.658,196.264,0.8894
worst,bs,512,fp16,262144,2048,1,407.23,395.364,375.894,364.457,0.9231
worst,bs,512,fp16,524288,2,4,22.264,20.122,48.398,45.475,2.1738
worst,bs,512,fp16,524288,4,4,22.55,20.219,48.131,45.516,2.1344
worst,bs,512,fp16,524288,8,4,23.062,20.385,48.309,45.546,2.0947
worst,bs,512,fp16,524288,16,4,23.722,20.551,48.61,45.535,2.0492
worst,bs,512,fp16,524288,32,2,34.798,29.994,49.256,45.612,1.4155
worst,bs,512,fp16,524288,64,2,42.153,30.414,53.851,45.797,1.2775
worst,bs,512,fp16,1048576,2,4,33.606,30.667,87.007,83.18,2.589
worst,bs,512,fp16,1048576,4,4,34.004,30.742,87.114,83.242,2.5619
worst,bs,512,fp16,1048576,8,4,34.568,30.898,87.195,83.261,2.5224
worst,bs,512,fp16,1048576,16,4,35.705,31.102,87.624,83.279,2.4541
worst,bs,512,fp16,1048576,32,2,60.456,50.475,90.755,83.363,1.5012
worst,bs,512,fp16,1048576,64,2,80.73,70.71,104.424,96.398,1.2935
worst,bs,512,fp32,4096,1,1,8.819,7.621,10.192,8.212,1.1557
worst,bs,512,fp32,4096,2,1,8.919,7.633,9.706,8.212,1.0882
worst,bs,512,fp32,4096,4,1,9.115,7.671,9.674,8.2,1.0613
worst,bs,512,fp32,4096,8,1,9.206,7.647,9.554,8.235,1.0378
worst,bs,512,fp32,4096,16,1,9.631,7.969,9.518,8.241,0.9883
worst,bs,512,fp32,4096,32,1,9.644,8.105,9.65,8.266,1.0006
worst,bs,512,fp32,4096,64,1,9.611,8.167,9.677,8.301,1.0069
worst,bs,512,fp32,4096,128,1,10.021,8.399,10.037,8.392,1.0016
worst,bs,512,fp32,4096,256,1,12.152,9.949,12.43,10.42,1.0229
worst,bs,512,fp32,4096,512,1,21.744,18.335,21.43,18.086,0.9856
worst,bs,512,fp32,4096,1024,1,38.835,32.858,32.458,28.536,0.8358
worst,bs,512,fp32,4096,2048,1,68.814,60.955,57.158,51.933,0.8306
worst,bs,512,fp32,8192,1,1,9.049,7.406,9.448,7.977,1.0441
worst,bs,512,fp32,8192,2,1,8.962,7.44,9.461,7.967,1.0557
worst,bs,512,fp32,8192,4,1,9.012,7.426,9.562,7.972,1.061
worst,bs,512,fp32,8192,8,1,8.871,7.433,9.544,7.989,1.0759
worst,bs,512,fp32,8192,16,1,9.215,7.73,9.552,7.998,1.0366
worst,bs,512,fp32,8192,32,1,9.73,7.887,9.498,8.025,0.9762
worst,bs,512,fp32,8192,64,1,9.887,7.973,9.691,8.074,0.9802
worst,bs,512,fp32,8192,128,1,10.494,8.196,10.29,8.205,0.9806
worst,bs,512,fp32,8192,256,1,12.501,9.805,12.955,10.334,1.0363
worst,bs,512,fp32,8192,512,1,22.275,18.042,22.917,18.228,1.0288
worst,bs,512,fp32,8192,1024,1,39.397,32.312,34.91,28.64,0.8861
worst,bs,512,fp32,8192,2048,1,71.394,60.214,59.622,52.381,0.8351
worst,bs,512,fp32,16384,1,1,10.41,8.756,10.846,9.304,1.0419
worst,bs,512,fp32,16384,2,1,10.259,8.742,11.053,9.305,1.0774
worst,bs,512,fp32,16384,4,1,10.26,8.736,10.994,9.3,1.0715
worst,bs,512,fp32,16384,8,1,10.573,8.729,10.896,9.339,1.0305
worst,bs,512,fp32,16384,16,1,10.443,9.041,11.054,9.342,1.0585
worst,bs,512,fp32,16384,32,1,10.953,9.202,11.197,9.375,1.0223
worst,bs,512,fp32,16384,64,1,11.371,9.307,11.552,9.436,1.0159
worst,bs,512,fp32,16384,128,1,12.498,9.605,12.229,9.641,0.9785
worst,bs,512,fp32,16384,256,1,15.294,11.976,16.194,12.543,1.0588
worst,bs,512,fp32,16384,512,1,27.339,22.417,30.024,21.905,1.0982
worst,bs,512,fp32,16384,1024,1,49.28,39.316,46.435,35.151,0.9423
worst,bs,512,fp32,16384,2048,1,86.66,81.988,77.059,70.788,0.8892
worst,bs,512,fp32,32768,1,1,12.103,10.378,13.19,11.014,1.0898
worst,bs,512,fp32,32768,2,1,12.678,10.428,12.723,10.992,1.0035
worst,bs,512,fp32,32768,4,1,12.048,10.374,12.952,11.007,1.075
worst,bs,512,fp32,32768,8,1,12.402,10.404,12.784,11.028,1.0308
worst,bs,512,fp32,32768,16,1,12.876,10.682,12.934,11.032,1.0045
worst,bs,512,fp32,32768,32,1,13.052,10.849,13.338,11.076,1.0219
worst,bs,512,fp32,32768,64,1,13.86,11.026,13.84,11.179,0.9986
worst,bs,512,fp32,32768,128,1,15.012,11.399,14.909,11.449,0.9931
worst,bs,512,fp32,32768,256,1,20.34,15.212,21.504,15.542,1.0572
worst,bs,512,fp32,32768,512,1,38.02,28.292,41.586,27.892,1.0938
worst,bs,512,fp32,32768,1024,1,65.455,58.272,63.68,54.3,0.9729
worst,bs,512,fp32,32768,2048,1,110.935,104.572,102.914,95.116,0.9277
worst,bs,512,fp32,65536,1,4,14.105,12.131,15.89,14.115,1.1266
worst,bs,512,fp32,65536,2,4,14.631,12.244,15.814,14.079,1.0809
worst,bs,512,fp32,65536,4,4,14.23,12.234,15.936,14.091,1.1199
worst,bs,512,fp32,65536,8,4,14.605,12.391,16.086,14.12,1.1014
worst,bs,512,fp32,65536,16,4,15.238,12.711,16.229,14.132,1.065
worst,bs,512,fp32,65536,32,2,16.269,13.603,16.627,14.164,1.022
worst,bs,512,fp32,65536,64,2,17.444,13.831,17.958,14.482,1.0295
worst,bs,512,fp32,65536,128,1,20.548,15.006,20.421,14.997,0.9938
worst,bs,512,fp32,65536,256,1,32.141,21.232,33.773,21.554,1.0508
worst,bs,512,fp32,65536,512,1,60.685,49.357,76.373,63.795,1.2585
worst,bs,512,fp32,65536,1024,1,102.653,85.762,123.461,106.533,1.2027
worst,bs,512,fp32,65536,2048,1,164.886,152.354,200.392,190.257,1.2153
worst,bs,512,fp32,131072,1,4,13.628,12.128,19.533,17.284,1.4333
worst,bs,512,fp32,131072,2,4,14.006,12.169,19.76,17.286,1.4108
worst,bs,512,fp32,131072,4,4,13.943,12.215,19.651,17.303,1.4094
worst,bs,512,fp32,131072,8,4,14.187,12.346,19.994,17.33,1.4093
worst,bs,512,fp32,131072,16,4,15.481,12.627,20.16,17.352,1.3022
worst,bs,512,fp32,131072,32,2,18.476,15.025,20.947,17.404,1.1337
worst,bs,512,fp32,131072,64,2,21.642,15.292,23.251,18.003,1.0743
worst,bs,512,fp32,131072,128,1,30.814,18.947,31.115,18.852,1.0098
worst,bs,512,fp32,131072,256,1,61.287,49.813,64.213,52.654,1.0477
worst,bs,512,fp32,131072,512,1,109.527,97.398,131.141,109.405,1.1973
worst,bs,512,fp32,131072,1024,1,198.249,191.271,204.184,187.002,1.0299
worst,bs,512,fp32,131072,2048,1,359.845,352.194,359.502,348.866,0.999
worst,bs,512,fp32,262144,1,4,16.998,14.982,30.56,26.687,1.7979
worst,bs,512,fp32,262144,2,4,17.123,15.093,30.403,26.656,1.7756
worst,bs,512,fp32,262144,4,4,17.432,15.082,30.251,26.735,1.7354
worst,bs,512,fp32,262144,8,4,17.951,15.258,30.554,26.769,1.7021
worst,bs,512,fp32,262144,16,4,19.321,15.526,31.027,26.776,1.6059
worst,bs,512,fp32,262144,32,2,25.522,20.309,32.365,26.924,1.2681
worst,bs,512,fp32,262144,64,2,34.437,20.692,40.021,27.911,1.1622
worst,bs,512,fp32,262144,128,1,61.153,50.3,61.466,50.319,1.0051
worst,bs,512,fp32,262144,256,1,106.494,92.276,110.352,96.25,1.0362
worst,bs,512,fp32,262144,512,1,198.349,185.207,226.848,204.648,1.1437
worst,bs,512,fp32,262144,1024,1,368.933,356.44,371.024,355.786,1.0057
worst,bs,512,fp32,262144,2048,1,677.256,663.406,661.888,647.227,0.9773
worst,bs,512,fp32,524288,2,4,23.359,20.69,51.789,45.898,2.2171
worst,bs,512,fp32,524288,4,4,23.654,20.709,51.669,45.954,2.1844
worst,bs,512,fp32,524288,8,4,24.569,20.906,51.741,46.009,2.1059
worst,bs,512,fp32,524288,16,4,26.87,21.193,53.005,45.997,1.9726
worst,bs,512,fp32,524288,32,2,43.053,30.95,59.202,46.125,1.3751
worst,bs,512,fp32,524288,64,2,64.686,53.541,80.008,69.527,1.2369
worst,bs,512,fp32,1048576,2,4,33.414,29.521,91.785,82.254,2.7469
worst,bs,512,fp32,1048576,4,4,33.813,29.609,91.782,82.331,2.7144
worst,bs,512,fp32,1048576,8,4,35.098,29.807,92.118,82.371,2.6246
worst,bs,512,fp32,1048576,16,4,44.579,31.127,97.214,82.42,2.1807
worst,bs,512,fp32,1048576,32,2,81.418,71.26,124.723,115.753,1.5319
worst,bs,512,fp32,1048576,64,2,108.993,94.157,141.942,128.219,1.3023
worst,bs,1024,bf16,4096,1,1,8.701,7.523,9.64,8.166,1.1079
worst,bs,1024,bf16,4096,2,1,8.784,7.516,9.15,8.168,1.0417
worst,bs,1024,bf16,4096,4,1,8.909,7.646,9.198,8.159,1.0324
