scenario,sweep,K,dtype,N,BS,cluster_size,mc_cold_us_074,mc_warm_us_074,base_cold_us_074,base_warm_us_074,speedup_same_node_cold
real,bs,1024,fp32,8192,2048,1,163.528,156.865,143.152,139.272,0.8754
real,bs,1024,fp32,16384,1,1,16.483,14.802,16.408,15.211,0.9954
real,bs,1024,fp32,16384,2,1,16.106,14.758,16.402,15.142,1.0184
real,bs,1024,fp32,16384,4,1,16.186,14.801,16.43,15.128,1.0151
real,bs,1024,fp32,16384,8,1,16.104,14.797,16.466,15.156,1.0225
real,bs,1024,fp32,16384,16,1,16.583,15.043,16.528,15.158,0.9967
real,bs,1024,fp32,16384,32,1,16.686,15.139,16.781,15.222,1.0057
real,bs,1024,fp32,16384,64,1,17.198,15.229,17.294,15.293,1.0056
real,bs,1024,fp32,16384,128,1,17.967,15.473,18.131,15.476,1.0091
real,bs,1024,fp32,16384,256,1,24.147,20.832,25.563,21.627,1.0586
real,bs,1024,fp32,16384,512,1,44.853,39.54,43.957,38.428,0.98
real,bs,1024,fp32,16384,1024,1,76.01,67.704,69.765,61.84,0.9178
real,bs,1024,fp32,16384,2048,1,140.054,136.751,124.069,120.223,0.8859
real,bs,1024,fp32,32768,1,1,19.273,17.56,20.048,17.942,1.0402
real,bs,1024,fp32,32768,2,1,19.268,17.535,19.896,17.903,1.0326
real,bs,1024,fp32,32768,4,1,19.439,17.543,19.856,17.923,1.0215
real,bs,1024,fp32,32768,8,1,19.386,17.544,19.976,17.946,1.0304
real,bs,1024,fp32,32768,16,1,19.758,17.739,19.946,17.967,1.0095
real,bs,1024,fp32,32768,32,1,20.301,17.863,20.23,18.001,0.9965
real,bs,1024,fp32,32768,64,1,20.723,17.993,20.934,18.104,1.0102
real,bs,1024,fp32,32768,128,1,22.117,18.353,22.12,18.369,1.0001
real,bs,1024,fp32,32768,256,1,31.499,25.801,33.125,26.532,1.0516
real,bs,1024,fp32,32768,512,1,58.486,49.362,59.608,48.483,1.0192
real,bs,1024,fp32,32768,1024,1,99.287,93.053,93.459,87.061,0.9413
real,bs,1024,fp32,32768,2048,1,179.477,173.961,164.134,157.848,0.9145
real,bs,1024,fp32,65536,1,4,16.999,15.215,25.094,23.231,1.4762
real,bs,1024,fp32,65536,2,4,16.932,15.419,25.226,23.239,1.4898
real,bs,1024,fp32,65536,4,4,16.991,15.352,25.363,23.404,1.4927
real,bs,1024,fp32,65536,8,4,17.37,15.495,25.482,23.422,1.467
real,bs,1024,fp32,65536,16,4,18.035,15.746,25.499,23.421,1.4139
real,bs,1024,fp32,65536,32,2,20.268,18.086,26.048,23.492,1.2852
real,bs,1024,fp32,65536,64,2,21.861,19.094,27.083,23.813,1.2389
real,bs,1024,fp32,65536,128,1,29.79,24.429,29.869,24.44,1.0027
real,bs,1024,fp32,65536,256,1,45.818,35.285,50.749,37.307,1.1076
real,bs,1024,fp32,65536,512,1,89.652,75.377,167.4,154.975,1.8672
real,bs,1024,fp32,65536,1024,1,148.685,135.528,286.827,277.756,1.9291
real,bs,1024,fp32,65536,2048,1,264.167,252.43,512.107,502.737,1.9386
real,bs,1024,fp32,131072,1,4,17.842,16.619,26.886,24.371,1.5069
real,bs,1024,fp32,131072,2,4,17.865,16.549,26.755,24.333,1.4976
real,bs,1024,fp32,131072,4,4,17.966,16.582,26.899,24.376,1.4972
real,bs,1024,fp32,131072,8,4,18.641,16.706,26.986,24.413,1.4477
real,bs,1024,fp32,131072,16,4,19.421,16.95,27.171,24.431,1.3991
real,bs,1024,fp32,131072,32,2,23.783,20.545,27.859,24.509,1.1714
real,bs,1024,fp32,131072,64,2,26.871,21.167,29.995,25.141,1.1163
real,bs,1024,fp32,131072,128,1,38.698,26.438,38.947,26.248,1.0064
real,bs,1024,fp32,131072,256,1,85.55,72.378,89.992,78.346,1.0519
real,bs,1024,fp32,131072,512,1,154.93,143.305,184.573,160.23,1.1913
real,bs,1024,fp32,131072,1024,1,282.608,273.34,298.197,278.268,1.0552
real,bs,1024,fp32,131072,2048,1,525.656,526.521,543.528,532.964,1.034
real,bs,1024,fp32,262144,1,4,21.679,20.05,39.766,36.356,1.8343
real,bs,1024,fp32,262144,2,4,21.865,19.983,39.789,36.33,1.8198
real,bs,1024,fp32,262144,4,4,21.899,20.003,39.891,36.362,1.8216
real,bs,1024,fp32,262144,8,4,22.613,20.172,40.083,36.428,1.7726
real,bs,1024,fp32,262144,16,4,23.91,20.422,40.611,36.426,1.6985
real,bs,1024,fp32,262144,32,2,32.005,26.794,41.832,36.572,1.307
real,bs,1024,fp32,262144,64,2,40.087,27.844,50.739,37.642,1.2657
real,bs,1024,fp32,262144,128,1,84.669,72.51,84.658,72.63,0.9999
real,bs,1024,fp32,262144,256,1,157.458,134.171,156.611,141.593,0.9946
real,bs,1024,fp32,262144,512,1,287.623,272.217,321.104,295.286,1.1164
real,bs,1024,fp32,262144,1024,1,537.747,527.636,549.211,531.812,1.0213
real,bs,1024,fp32,262144,2048,1,1002.825,987.15,998.83,981.817,0.996
real,bs,1024,fp32,524288,2,4,29.633,27.404,67.376,61.899,2.2737
real,bs,1024,fp32,524288,4,4,30.061,27.426,67.4,61.972,2.2421
real,bs,1024,fp32,524288,8,4,30.947,27.629,67.77,62.043,2.1899
real,bs,1024,fp32,524288,16,4,33.21,27.936,68.789,62.061,2.0713
real,bs,1024,fp32,524288,32,2,52.071,40.606,76.099,62.23,1.4614
real,bs,1024,fp32,524288,64,2,86.79,75.559,112.659,101.379,1.2981
real,bs,1024,fp32,1048576,2,4,46.632,43.001,122.504,113.809,2.627
real,bs,1024,fp32,1048576,4,4,46.89,43.067,122.597,114.033,2.6146
real,bs,1024,fp32,1048576,8,4,48.248,43.284,123.03,114.093,2.55
real,bs,1024,fp32,1048576,16,4,57.565,45.64,132.776,114.116,2.3065
real,bs,1024,fp32,1048576,32,2,109.614,97.981,185.134,176.151,1.689
real,bs,1024,fp32,1048576,64,2,159.332,137.69,206.489,192.98,1.296
real,bs,2048,bf16,8192,1,1,14.425,13.272,14.781,13.407,1.0247
real,bs,2048,bf16,8192,2,1,14.416,13.266,14.475,13.338,1.0041
real,bs,2048,bf16,8192,4,1,14.341,13.233,14.491,13.355,1.0105
real,bs,2048,bf16,8192,8,1,14.354,13.224,14.538,13.382,1.0128
real,bs,2048,bf16,8192,16,1,14.308,13.224,14.592,13.417,1.0198
real,bs,2048,bf16,8192,32,1,14.392,13.226,14.706,13.45,1.0218
real,bs,2048,bf16,8192,64,1,14.729,13.468,14.794,13.493,1.0044
real,bs,2048,bf16,8192,128,1,15.139,13.761,15.144,13.64,1.0003
real,bs,2048,bf16,8192,256,1,18.468,17.019,18.763,16.993,1.016
real,bs,2048,bf16,8192,512,1,32.965,30.781,32.757,30.724,0.9937
real,bs,2048,bf16,8192,1024,1,52.075,49.266,51.951,49.347,0.9976
real,bs,2048,bf16,8192,2048,1,96.536,92.022,96.727,91.971,1.002
real,bs,2048,bf16,16384,1,1,14.822,13.793,15.466,14.435,1.0434
real,bs,2048,bf16,16384,2,1,15.303,13.823,15.354,14.399,1.0033
real,bs,2048,bf16,16384,4,1,15.201,13.832,15.734,14.403,1.0351
real,bs,2048,bf16,16384,8,1,14.796,13.802,15.731,14.438,1.0632
real,bs,2048,bf16,16384,16,1,14.887,13.771,15.627,14.479,1.0497
real,bs,2048,bf16,16384,32,1,15.07,13.831,15.667,14.477,1.0396
real,bs,2048,bf16,16384,64,1,15.179,14.034,15.926,14.536,1.0492
real,bs,2048,bf16,16384,128,1,16.043,14.332,16.405,14.712,1.0226
real,bs,2048,bf16,16384,256,1,21.258,18.989,21.53,19.265,1.0128
real,bs,2048,bf16,16384,512,1,36.999,33.971,38.315,35.25,1.0356
real,bs,2048,bf16,16384,1024,1,58.722,54.862,60.693,56.235,1.0336
real,bs,2048,bf16,16384,2048,1,107.679,104.741,111.212,107.816,1.0328
real,bs,2048,bf16,32768,1,1,16.962,15.784,17.034,15.897,1.0042
real,bs,2048,bf16,32768,2,1,16.857,15.77,17.514,15.848,1.039
real,bs,2048,bf16,32768,4,1,17.308,15.762,16.872,15.859,0.9748
real,bs,2048,bf16,32768,8,1,17.045,15.801,16.894,15.881,0.9911
real,bs,2048,bf16,32768,16,1,17.125,15.799,16.987,15.893,0.9919
real,bs,2048,bf16,32768,32,1,17.23,15.85,17.19,15.934,0.9977
real,bs,2048,bf16,32768,64,1,17.783,16.072,17.746,15.998,0.9979
real,bs,2048,bf16,32768,128,1,18.945,16.464,18.576,16.161,0.9805
real,bs,2048,bf16,32768,256,1,27.273,23.977,27.222,23.626,0.9981
real,bs,2048,bf16,32768,512,1,46.83,41.364,47.077,41.154,1.0053
real,bs,2048,bf16,32768,1024,1,74.003,67.676,74.485,67.204,1.0065
real,bs,2048,bf16,32768,2048,1,134.672,131.819,133.948,130.913,0.9946
real,bs,2048,bf16,65536,1,4,19.196,17.335,21.261,19.962,1.1076
real,bs,2048,bf16,65536,2,4,18.656,17.387,21.413,19.967,1.1478
real,bs,2048,bf16,65536,4,4,19.026,17.399,21.147,19.964,1.1115
real,bs,2048,bf16,65536,8,4,19.173,17.529,21.261,19.999,1.1089
real,bs,2048,bf16,65536,16,4,19.468,17.575,21.264,20.005,1.0923
real,bs,2048,bf16,65536,32,2,20.65,18.969,21.626,20.04,1.0473
real,bs,2048,bf16,65536,64,2,21.521,19.38,22.264,20.111,1.0345
real,bs,2048,bf16,65536,128,1,24.376,20.951,23.856,20.342,0.9787
real,bs,2048,bf16,65536,256,1,41.067,34.843,40.251,33.871,0.9801
real,bs,2048,bf16,65536,512,1,71.701,60.328,71.085,59.016,0.9914
real,bs,2048,bf16,65536,1024,1,114.53,109.011,112.189,106.335,0.9796
real,bs,2048,bf16,65536,2048,1,207.072,202.106,202.086,196.451,0.9759
real,bs,2048,bf16,131072,1,4,19.474,17.93,28.908,27.409,1.4844
real,bs,2048,bf16,131072,2,4,19.321,18.024,29.098,27.358,1.506
real,bs,2048,bf16,131072,4,4,19.375,18.016,28.938,27.362,1.4936
real,bs,2048,bf16,131072,8,4,19.606,18.134,28.89,27.404,1.4735
real,bs,2048,bf16,131072,16,4,19.755,18.178,29.082,27.404,1.4721
real,bs,2048,bf16,131072,32,2,24.885,22.546,29.43,27.464,1.1826
real,bs,2048,bf16,131072,64,2,25.929,23.018,30.646,27.59,1.1819
real,bs,2048,bf16,131072,128,1,34.501,28.967,33.154,27.907,0.961
real,bs,2048,bf16,131072,256,1,63.333,52.337,60.498,49.369,0.9552
real,bs,2048,bf16,131072,512,1,141.66,103.608,128.78,96.576,0.9091
real,bs,2048,bf16,131072,1024,1,226.241,175.524,195.463,177.953,0.864
real,bs,2048,bf16,131072,2048,1,366.269,329.718,343.025,325.989,0.9365
real,bs,2048,bf16,262144,1,4,27.766,25.979,52.459,50.86,1.8893
real,bs,2048,bf16,262144,2,4,27.599,26.067,52.675,50.837,1.9086
real,bs,2048,bf16,262144,4,4,27.874,26.124,52.536,50.849,1.8848
real,bs,2048,bf16,262144,8,4,28.13,26.294,52.677,50.894,1.8726
real,bs,2048,bf16,262144,16,4,28.633,26.347,52.859,50.905,1.8461
real,bs,2048,bf16,262144,32,2,39.811,36.71,53.714,50.942,1.3492
real,bs,2048,bf16,262144,64,2,41.864,37.16,55.259,51.162,1.32
real,bs,2048,bf16,262144,128,1,65.138,54.657,61.127,51.602,0.9384
real,bs,2048,bf16,262144,256,1,159.789,147.216,145.404,131.981,0.91
real,bs,2048,bf16,262144,512,1,308.547,266.825,294.033,252.596,0.953
real,bs,2048,bf16,262144,1024,1,502.559,462.562,483.028,444.47,0.9611
real,bs,2048,bf16,262144,2048,1,932.264,909.67,895.474,868.463,0.9605
real,bs,2048,bf16,524288,2,4,38.913,36.849,91.044,88.531,2.3397
real,bs,2048,bf16,524288,4,4,38.96,36.781,90.776,88.597,2.33
real,bs,2048,bf16,524288,8,4,39.45,36.996,91.031,88.642,2.3075
real,bs,2048,bf16,524288,16,4,40.177,37.021,91.376,88.647,2.2743
real,bs,2048,bf16,524288,32,2,62.088,57.319,92.519,88.72,1.4901
real,bs,2048,bf16,524288,64,2,67.417,57.79,96.569,88.933,1.4324
real,bs,2048,bf16,1048576,2,4,36.309,33.434,92.114,88.841,2.5369
real,bs,2048,bf16,1048576,4,4,36.636,33.438,92.503,88.858,2.5249
real,bs,2048,bf16,1048576,8,4,37.224,33.663,92.576,88.937,2.487
real,bs,2048,bf16,1048576,16,4,38.139,33.708,93.039,88.923,2.4395
real,bs,2048,bf16,1048576,32,2,64.619,53.892,95.311,88.986,1.475
real,bs,2048,bf16,1048576,64,2,84.415,73.433,109.421,101.294,1.2962
real,bs,2048,fp16,8192,1,1,14.852,13.522,15.339,14.09,1.0328
real,bs,2048,fp16,8192,2,1,14.777,13.511,15.098,14.021,1.0217
real,bs,2048,fp16,8192,4,1,14.78,13.49,15.148,14.04,1.0249
real,bs,2048,fp16,8192,8,1,14.825,13.531,15.136,14.056,1.021
real,bs,2048,fp16,8192,16,1,14.937,13.742,15.189,14.092,1.0169
real,bs,2048,fp16,8192,32,1,15.017,13.966,15.256,14.122,1.0159
real,bs,2048,fp16,8192,64,1,15.331,14.148,15.427,14.172,1.0063
real,bs,2048,fp16,8192,128,1,15.868,14.509,15.712,14.307,0.9902
real,bs,2048,fp16,8192,256,1,19.437,17.837,19.621,17.859,1.0095
real,bs,2048,fp16,8192,512,1,34.512,32.416,34.365,32.399,0.9957
real,bs,2048,fp16,8192,1024,1,54.73,52.031,54.634,51.975,0.9982
real,bs,2048,fp16,8192,2048,1,101.759,97.134,101.469,96.903,0.9972
real,bs,2048,fp16,16384,1,1,14.392,13.156,15.224,14.207,1.0578
real,bs,2048,fp16,16384,2,1,14.482,13.108,15.075,14.149,1.0409
real,bs,2048,fp16,16384,4,1,14.337,13.17,15.419,14.159,1.0755
real,bs,2048,fp16,16384,8,1,14.463,13.15,15.445,14.188,1.0679
real,bs,2048,fp16,16384,16,1,14.557,13.351,15.37,14.221,1.0558
real,bs,2048,fp16,16384,32,1,14.705,13.595,15.438,14.236,1.0498
real,bs,2048,fp16,16384,64,1,14.968,13.743,15.605,14.293,1.0426
real,bs,2048,fp16,16384,128,1,15.757,14.038,16.211,14.468,1.0288
real,bs,2048,fp16,16384,256,1,20.919,18.644,20.966,18.803,1.0022
real,bs,2048,fp16,16384,512,1,36.431,33.514,37.224,34.272,1.0218
real,bs,2048,fp16,16384,1024,1,57.773,53.811,58.77,54.707,1.0173
real,bs,2048,fp16,16384,2048,1,105.8,102.962,107.98,104.699,1.0206
real,bs,2048,fp16,32768,1,1,16.399,15.363,17.056,15.625,1.0401
real,bs,2048,fp16,32768,2,1,16.83,15.315,16.754,15.583,0.9955
real,bs,2048,fp16,32768,4,1,16.523,15.29,16.64,15.601,1.0071
real,bs,2048,fp16,32768,8,1,16.447,15.34,16.642,15.624,1.0119
real,bs,2048,fp16,32768,16,1,16.857,15.583,16.802,15.63,0.9967
real,bs,2048,fp16,32768,32,1,17.174,15.816,16.973,15.672,0.9883
real,bs,2048,fp16,32768,64,1,17.748,15.998,17.475,15.727,0.9846
real,bs,2048,fp16,32768,128,1,18.925,16.403,18.29,15.887,0.9664
real,bs,2048,fp16,32768,256,1,27.08,23.82,26.789,23.173,0.9893
real,bs,2048,fp16,32768,512,1,46.54,40.913,45.506,40.131,0.9778
real,bs,2048,fp16,32768,1024,1,73.315,66.921,72.674,65.593,0.9913
real,bs,2048,fp16,32768,2048,1,133.484,130.401,130.986,128.312,0.9813
real,bs,2048,fp16,65536,1,4,19.351,17.479,21.493,20.252,1.1107
real,bs,2048,fp16,65536,2,4,19.084,17.606,21.741,20.249,1.1392
real,bs,2048,fp16,65536,4,4,19.284,17.621,21.48,20.247,1.1139
real,bs,2048,fp16,65536,8,4,19.401,17.757,21.578,20.293,1.1122
real,bs,2048,fp16,65536,16,4,19.789,18.06,21.55,20.279,1.089
real,bs,2048,fp16,65536,32,2,20.953,19.246,21.895,20.323,1.045
real,bs,2048,fp16,65536,64,2,21.713,19.618,22.575,20.394,1.0397
real,bs,2048,fp16,65536,128,1,24.655,21.236,24.119,20.621,0.9783
real,bs,2048,fp16,65536,256,1,41.531,35.173,40.106,34.014,0.9657
real,bs,2048,fp16,65536,512,1,72.472,60.848,71.02,58.841,0.98
real,bs,2048,fp16,65536,1024,1,114.984,109.364,112.069,106.076,0.9746
real,bs,2048,fp16,65536,2048,1,208.131,203.001,201.779,196.541,0.9695
real,bs,2048,fp16,131072,1,4,19.006,17.746,29.229,27.583,1.5379
real,bs,2048,fp16,131072,2,4,19.144,17.916,29.12,27.533,1.5211
real,bs,2048,fp16,131072,4,4,19.382,17.846,29.104,27.564,1.5016
real,bs,2048,fp16,131072,8,4,19.659,17.996,29.05,27.583,1.4777
real,bs,2048,fp16,131072,16,4,19.859,18.215,29.299,27.582,1.4754
real,bs,2048,fp16,131072,32,2,25.048,22.682,29.634,27.632,1.1831
real,bs,2048,fp16,131072,64,2,26.011,23.071,30.845,27.759,1.1858
real,bs,2048,fp16,131072,128,1,34.527,28.972,33.229,28.052,0.9624
real,bs,2048,fp16,131072,256,1,62.817,52.048,59.802,48.573,0.952
real,bs,2048,fp16,131072,512,1,140.782,115.417,129.409,95.829,0.9192
real,bs,2048,fp16,131072,1024,1,224.164,170.475,207.372,184.673,0.9251
real,bs,2048,fp16,131072,2048,1,362.394,327.981,345.854,326.277,0.9544
real,bs,2048,fp16,262144,1,4,27.067,25.271,51.747,50.147,1.9118
real,bs,2048,fp16,262144,2,4,27.109,25.376,52.039,50.144,1.9196
real,bs,2048,fp16,262144,4,4,27.344,25.409,51.874,50.134,1.8971
real,bs,2048,fp16,262144,8,4,27.596,25.584,51.999,50.187,1.8843
real,bs,2048,fp16,262144,16,4,28.02,25.787,52.143,50.194,1.8609
real,bs,2048,fp16,262144,32,2,39.236,36.106,52.967,50.237,1.35
real,bs,2048,fp16,262144,64,2,41.199,36.482,54.572,50.447,1.3246
real,bs,2048,fp16,262144,128,1,63.768,53.431,60.431,50.825,0.9477
real,bs,2048,fp16,262144,256,1,158.859,146.546,149.34,135.464,0.9401
real,bs,2048,fp16,262144,512,1,308.811,268.506,295.982,251.041,0.9585
real,bs,2048,fp16,262144,1024,1,499.977,475.301,479.652,450.394,0.9593
real,bs,2048,fp16,262144,2048,1,938.043,908.133,888.959,867.82,0.9477
real,bs,2048,fp16,524288,2,4,38.319,35.922,89.781,87.401,2.343
real,bs,2048,fp16,524288,4,4,38.303,35.973,89.709,87.473,2.3421
real,bs,2048,fp16,524288,8,4,38.682,36.152,89.834,87.517,2.3224
real,bs,2048,fp16,524288,16,4,39.437,36.319,90.324,87.518,2.2903
real,bs,2048,fp16,524288,32,2,61.073,56.3,91.402,87.589,1.4966
real,bs,2048,fp16,524288,64,2,66.345,56.86,95.383,87.779,1.4377
real,bs,2048,fp16,1048576,2,4,35.418,32.419,90.668,87.534,2.5599
real,bs,2048,fp16,1048576,4,4,35.63,32.437,90.933,87.567,2.5521
real,bs,2048,fp16,1048576,8,4,36.296,32.631,91.184,87.611,2.5122
real,bs,2048,fp16,1048576,16,4,37.283,32.76,91.578,87.624,2.4563
real,bs,2048,fp16,1048576,32,2,63.709,52.627,93.793,87.67,1.4722
real,bs,2048,fp16,1048576,64,2,84.105,72.945,108.194,99.999,1.2864
real,bs,2048,fp32,8192,1,1,14.783,13.306,14.77,13.707,0.9991
real,bs,2048,fp32,8192,2,1,14.815,13.312,14.818,13.674,1.0002
real,bs,2048,fp32,8192,4,1,14.602,13.301,14.901,13.678,1.0205
real,bs,2048,fp32,8192,8,1,14.707,13.309,14.877,13.706,1.0116
real,bs,2048,fp32,8192,16,1,14.692,13.487,14.922,13.712,1.0157
real,bs,2048,fp32,8192,32,1,14.981,13.583,15.0,13.728,1.0013
real,bs,2048,fp32,8192,64,1,15.108,13.668,15.181,13.808,1.0048
real,bs,2048,fp32,8192,128,1,15.672,13.991,15.893,13.972,1.0141
real,bs,2048,fp32,8192,256,1,20.271,18.165,21.643,19.134,1.0677
real,bs,2048,fp32,8192,512,1,37.534,34.67,37.779,34.177,1.0065
real,bs,2048,fp32,8192,1024,1,65.608,60.073,59.514,55.19,0.9071
real,bs,2048,fp32,8192,2048,1,122.136,118.151,109.04,105.487,0.8928
real,bs,2048,fp32,16384,1,1,15.334,14.118,15.608,14.492,1.0179
real,bs,2048,fp32,16384,2,1,15.289,14.079,15.682,14.453,1.0257
real,bs,2048,fp32,16384,4,1,15.488,14.059,15.768,14.444,1.0181
real,bs,2048,fp32,16384,8,1,15.6,14.093,15.858,14.478,1.0165
real,bs,2048,fp32,16384,16,1,15.599,14.33,15.795,14.462,1.0126
real,bs,2048,fp32,16384,32,1,15.778,14.368,15.966,14.532,1.0119
real,bs,2048,fp32,16384,64,1,16.293,14.513,16.419,14.598,1.0077
real,bs,2048,fp32,16384,128,1,17.335,14.817,17.323,14.799,0.9993
real,bs,2048,fp32,16384,256,1,23.229,19.929,26.189,21.14,1.1274
real,bs,2048,fp32,16384,512,1,43.434,38.036,45.942,38.568,1.0577
real,bs,2048,fp32,16384,1024,1,74.947,65.881,73.832,62.838,0.9851
real,bs,2048,fp32,16384,2048,1,135.736,132.186,131.802,127.207,0.971
real,bs,2048,fp32,32768,1,1,16.745,14.917,16.99,15.305,1.0146
real,bs,2048,fp32,32768,2,1,16.866,14.881,16.973,15.285,1.0063
real,bs,2048,fp32,32768,4,1,16.892,14.875,16.976,15.307,1.005
real,bs,2048,fp32,32768,8,1,16.761,14.926,17.246,15.316,1.0289
real,bs,2048,fp32,32768,16,1,16.937,15.163,17.272,15.308,1.0198
real,bs,2048,fp32,32768,32,1,17.324,15.227,17.504,15.348,1.0104
real,bs,2048,fp32,32768,64,1,18.073,15.341,18.205,15.441,1.0073
real,bs,2048,fp32,32768,128,1,19.68,15.676,19.616,15.692,0.9967
real,bs,2048,fp32,32768,256,1,28.387,22.494,32.48,23.803,1.1442
real,bs,2048,fp32,32768,512,1,52.986,43.153,63.181,45.633,1.1924
real,bs,2048,fp32,32768,1024,1,92.983,86.208,97.894,89.535,1.0528
real,bs,2048,fp32,32768,2048,1,165.985,159.839,171.883,163.697,1.0355
real,bs,2048,fp32,65536,1,4,19.846,18.076,24.886,22.944,1.254
real,bs,2048,fp32,65536,2,4,19.832,18.317,24.73,22.856,1.247
real,bs,2048,fp32,65536,4,4,19.965,18.311,24.758,22.962,1.2401
real,bs,2048,fp32,65536,8,4,20.338,18.512,24.694,22.978,1.2142
real,bs,2048,fp32,65536,16,4,20.572,18.714,24.989,22.996,1.2147
real,bs,2048,fp32,65536,32,2,22.376,20.456,25.49,23.018,1.1392
real,bs,2048,fp32,65536,64,2,23.966,21.031,26.598,23.19,1.1098
real,bs,2048,fp32,65536,128,1,29.513,23.747,29.416,23.711,0.9967
real,bs,2048,fp32,65536,256,1,45.642,33.997,52.355,36.361,1.1471
real,bs,2048,fp32,65536,512,1,85.164,76.009,135.424,119.329,1.5902
real,bs,2048,fp32,65536,1024,1,141.981,131.142,214.731,202.016,1.5124
real,bs,2048,fp32,65536,2048,1,251.17,239.035,364.459,351.677,1.451
real,bs,2048,fp32,131072,1,4,21.899,20.396,35.49,33.001,1.6206
real,bs,2048,fp32,131072,2,4,21.767,20.443,35.52,32.98,1.6318
real,bs,2048,fp32,131072,4,4,22.168,20.513,35.445,33.031,1.5989
real,bs,2048,fp32,131072,8,4,22.494,20.671,35.453,33.06,1.5761
real,bs,2048,fp32,131072,16,4,23.093,20.927,35.776,33.074,1.5492
real,bs,2048,fp32,131072,32,2,29.202,26.19,36.68,33.174,1.2561
real,bs,2048,fp32,131072,64,2,32.631,27.2,38.733,33.691,1.187
real,bs,2048,fp32,131072,128,1,45.811,35.159,45.795,34.743,0.9997
real,bs,2048,fp32,131072,256,1,123.155,106.755,139.33,124.781,1.1313
real,bs,2048,fp32,131072,512,1,213.192,202.604,265.933,249.236,1.2474
real,bs,2048,fp32,131072,1024,1,416.208,411.333,451.445,432.614,1.0847
real,bs,2048,fp32,131072,2048,1,799.282,799.37,866.713,851.79,1.0844
real,bs,2048,fp32,262144,1,4,28.638,26.726,53.698,50.278,1.8751
real,bs,2048,fp32,262144,2,4,28.499,26.876,53.659,50.239,1.8828
real,bs,2048,fp32,262144,4,4,28.814,26.989,53.627,50.25,1.8611
real,bs,2048,fp32,262144,8,4,29.284,27.13,53.965,50.341,1.8428
real,bs,2048,fp32,262144,16,4,30.55,27.468,54.408,50.322,1.7809
real,bs,2048,fp32,262144,32,2,42.481,37.171,55.586,50.465,1.3085
real,bs,2048,fp32,262144,64,2,50.796,39.141,62.293,51.725,1.2263
real,bs,2048,fp32,262144,128,1,120.101,107.2,120.208,107.421,1.0009
real,bs,2048,fp32,262144,256,1,239.53,210.296,252.664,235.571,1.0548
real,bs,2048,fp32,262144,512,1,436.784,414.573,485.721,461.264,1.112
real,bs,2048,fp32,262144,1024,1,826.001,815.253,902.104,878.681,1.0921
real,bs,2048,fp32,262144,2048,1,1599.571,1584.605,1648.422,1619.959,1.0305
real,bs,2048,fp32,524288,2,4,35.817,33.554,86.666,81.695,2.4197
real,bs,2048,fp32,524288,4,4,36.126,33.633,87.026,81.801,2.409
real,bs,2048,fp32,524288,8,4,37.079,33.837,87.29,81.899,2.3542
real,bs,2048,fp32,524288,16,4,39.312,34.232,88.477,81.878,2.2506
real,bs,2048,fp32,524288,32,2,63.608,53.067,92.867,82.063,1.46
real,bs,2048,fp32,524288,64,2,123.027,111.057,140.91,128.797,1.1454
real,bs,2048,fp32,1048576,2,4,35.061,31.436,93.574,85.436,2.6689
real,bs,2048,fp32,1048576,4,4,35.508,31.476,94.114,85.608,2.6505
real,bs,2048,fp32,1048576,8,4,36.793,31.688,94.409,85.629,2.566
real,bs,2048,fp32,1048576,16,4,44.881,31.989,100.355,85.718,2.236
real,bs,2048,fp32,1048576,32,2,83.593,72.739,127.037,118.009,1.5197
real,bs,2048,fp32,1048576,64,2,111.351,96.629,144.977,130.367,1.302
real,seq,512,bf16,4096,1,1,12.69,11.669,13.582,11.964,1.0703
real,seq,512,bf16,8192,1,1,11.27,10.066,11.773,10.373,1.0446
real,seq,512,bf16,16384,1,1,13.564,12.057,14.814,12.93,1.0922
real,seq,512,bf16,32768,1,1,17.092,15.46,17.349,15.694,1.015
real,seq,512,bf16,65536,1,4,23.411,21.617,27.514,26.244,1.1753
real,seq,512,bf16,131072,1,4,16.999,15.624,24.408,22.954,1.4358
real,seq,512,bf16,262144,1,4,19.548,17.984,36.479,34.52,1.8661
real,seq,512,bf16,524288,1,4,26.4,24.535,61.277,59.031,2.3211
real,seq,512,bf16,1048576,1,4,42.837,39.855,113.657,110.308,2.6532
real,seq,512,fp16,4096,1,1,11.59,10.213,11.819,10.144,1.0198
real,seq,512,fp16,8192,1,1,11.303,9.725,11.12,9.67,0.9838
real,seq,512,fp16,16384,1,1,15.368,14.043,16.51,14.543,1.0743
real,seq,512,fp16,32768,1,1,17.771,15.654,17.202,15.512,0.968
real,seq,512,fp16,65536,1,4,25.188,23.63,28.931,27.399,1.1486
real,seq,512,fp16,131072,1,4,17.118,15.829,24.045,22.504,1.4047
real,seq,512,fp16,262144,1,4,19.519,18.073,36.087,33.704,1.8488
real,seq,512,fp16,524288,1,4,28.468,26.106,61.189,58.832,2.1494
real,seq,512,fp16,1048576,1,4,45.385,42.252,113.301,109.563,2.4964
real,seq,512,fp32,4096,1,1,11.379,10.157,12.707,10.814,1.1167
real,seq,512,fp32,8192,1,1,11.849,10.409,12.707,11.024,1.0724
real,seq,512,fp32,16384,1,1,15.101,13.478,15.582,14.16,1.0319
real,seq,512,fp32,32768,1,1,17.5,15.432,17.957,16.092,1.0261
