scenario,sweep,K,dtype,N,BS,r0_arm,op26r_cold_us_local,op26r_warm_us_local,base_cold_us_local,base_warm_us_local,radix_cold_us_local,radix_warm_us_local,speedup_vs_base_same_node_cold,speedup_vs_radix_same_node_cold
worst,bs,1024,bf16,4096,512,plain,18.019,15.572,19.397,17.309,19.134,16.751,1.0765,1.0619
worst,bs,1024,bf16,4096,1024,plain,27.688,24.225,29.546,27.17,32.517,28.401,1.0671,1.1744
worst,bs,1024,bf16,4096,2048,plain,47.502,43.804,53.387,49.942,62.854,55.109,1.1239,1.3232
worst,bs,1024,bf16,8192,1,plain,14.675,13.333,14.826,13.548,6.579,5.774,1.0103,0.4483
worst,bs,1024,bf16,8192,2,plain,14.714,13.335,14.766,13.549,6.637,5.791,1.0035,0.4511
worst,bs,1024,bf16,8192,4,plain,14.488,13.418,14.886,13.676,6.475,5.836,1.0275,0.4469
worst,bs,1024,bf16,8192,8,plain,14.749,13.435,14.968,13.707,6.698,5.846,1.0148,0.4541
worst,bs,1024,bf16,8192,16,plain,15.006,13.812,15.139,14.062,6.91,6.224,1.0089,0.4605
worst,bs,1024,bf16,8192,32,plain,15.115,13.941,15.264,14.189,7.019,6.286,1.0099,0.4644
worst,bs,1024,bf16,8192,64,plain,15.259,13.978,15.411,14.268,7.109,6.32,1.01,0.4659
worst,bs,1024,bf16,8192,128,plain,15.533,14.131,15.806,14.467,7.419,6.443,1.0176,0.4776
worst,bs,1024,bf16,8192,256,plain,11.701,10.035,19.163,17.704,12.96,11.526,1.6377,1.1076
worst,bs,1024,bf16,8192,512,plain,20.226,17.476,33.712,31.734,24.088,21.619,1.6668,1.1909
worst,bs,1024,bf16,8192,1024,plain,30.971,27.398,52.509,50.076,40.766,36.857,1.6954,1.3163
worst,bs,1024,bf16,8192,2048,plain,54.525,50.061,96.304,92.88,78.816,72.101,1.7662,1.4455
worst,bs,1024,bf16,16384,1,1cta,10.942,9.595,10.557,9.08,9.79,8.998,0.9648,0.8947
worst,bs,1024,bf16,16384,2,1cta,10.97,9.568,10.522,9.062,9.738,9.023,0.9592,0.8877
worst,bs,1024,bf16,16384,4,1cta,11.072,9.733,10.651,9.173,9.88,9.089,0.962,0.8923
worst,bs,1024,bf16,16384,8,1cta,11.227,9.734,10.731,9.208,9.92,9.092,0.9558,0.8836
worst,bs,1024,bf16,16384,16,1cta,11.422,10.108,10.973,9.548,10.064,9.489,0.9607,0.8811
worst,bs,1024,bf16,16384,32,1cta,11.533,10.241,11.147,9.693,10.098,9.546,0.9665,0.8756
worst,bs,1024,bf16,16384,64,1cta,11.744,10.312,11.33,9.764,10.314,9.601,0.9647,0.8782
worst,bs,1024,bf16,16384,128,1cta,12.326,10.535,11.912,9.973,10.883,9.771,0.9664,0.8829
worst,bs,1024,bf16,16384,256,1cta,15.686,13.356,14.779,12.552,19.683,18.03,0.9422,1.2548
worst,bs,1024,bf16,16384,512,1cta,27.118,23.921,25.421,22.064,36.75,34.291,0.9374,1.3552
worst,bs,1024,bf16,16384,1024,1cta,41.83,37.744,38.986,34.648,62.691,58.936,0.932,1.4987
worst,bs,1024,bf16,16384,2048,1cta,75.728,71.103,69.813,64.33,122.391,115.799,0.9219,1.6162
worst,bs,1024,bf16,32768,1,1cta,14.155,12.697,15.078,13.396,12.626,11.745,1.0652,0.892
worst,bs,1024,bf16,32768,2,1cta,13.91,12.678,14.866,13.386,12.576,11.593,1.0687,0.9041
worst,bs,1024,bf16,32768,4,1cta,14.056,12.872,14.933,13.547,14.746,13.791,1.0624,1.0491
worst,bs,1024,bf16,32768,8,1cta,14.163,12.882,15.048,13.572,14.899,13.955,1.0625,1.052
worst,bs,1024,bf16,32768,16,1cta,14.698,13.237,15.469,13.913,15.125,14.067,1.0525,1.0291
worst,bs,1024,bf16,32768,32,1cta,14.84,13.371,15.805,14.081,15.734,14.527,1.065,1.0602
worst,bs,1024,bf16,32768,64,1cta,15.317,13.483,16.214,14.176,14.912,13.779,1.0586,0.9736
worst,bs,1024,bf16,32768,128,1cta,16.163,13.807,17.013,14.506,15.494,13.999,1.0526,0.9586
worst,bs,1024,bf16,32768,256,1cta,22.227,18.899,22.875,19.35,28.662,26.428,1.0292,1.2895
worst,bs,1024,bf16,32768,512,1cta,37.795,32.966,39.397,34.54,54.538,50.901,1.0424,1.443
worst,bs,1024,bf16,32768,1024,1cta,59.715,53.911,61.862,55.628,94.747,87.901,1.036,1.5867
worst,bs,1024,bf16,32768,2048,1cta,108.602,106.686,111.112,108.924,186.555,181.989,1.0231,1.7178
worst,bs,1024,bf16,65536,1,mc,13.934,12.325,14.619,13.327,12.869,11.676,1.0492,0.9236
worst,bs,1024,bf16,65536,2,mc,14.101,12.365,14.835,13.316,14.085,13.21,1.0521,0.9989
worst,bs,1024,bf16,65536,4,mc,14.256,12.758,14.938,13.452,15.086,14.166,1.0478,1.0582
worst,bs,1024,bf16,65536,8,mc,14.434,12.912,14.997,13.494,14.933,14.093,1.039,1.0346
worst,bs,1024,bf16,65536,16,mc,14.483,12.956,15.301,13.827,15.68,14.529,1.0565,1.0826
worst,bs,1024,bf16,65536,32,mc,15.176,13.505,15.546,13.945,18.669,17.354,1.0244,1.2302
worst,bs,1024,bf16,65536,64,mc,16.018,13.89,16.211,14.123,24.579,22.894,1.012,1.5345
worst,bs,1024,bf16,65536,128,1cta,17.866,14.973,17.456,14.488,26.827,24.878,0.9771,1.5016
worst,bs,1024,bf16,65536,256,1cta,28.058,23.094,26.749,21.429,50.89,47.741,0.9533,1.8137
worst,bs,1024,bf16,65536,512,1cta,48.096,40.344,46.952,37.464,100.13,93.154,0.9762,2.0819
worst,bs,1024,bf16,65536,1024,1cta,76.24,72.103,73.814,67.91,174.821,168.362,0.9682,2.293
worst,bs,1024,bf16,65536,2048,1cta,136.389,132.581,129.912,124.321,340.336,333.611,0.9525,2.4953
worst,bs,1024,bf16,131072,1,mc,14.742,13.52,19.264,17.633,14.198,13.254,1.3067,0.9631
worst,bs,1024,bf16,131072,2,mc,15.075,13.554,19.251,17.565,14.931,14.013,1.277,0.9904
worst,bs,1024,bf16,131072,4,mc,15.189,13.907,19.421,17.717,14.298,13.429,1.2786,0.9413
worst,bs,1024,bf16,131072,8,mc,15.501,14.072,19.587,17.772,15.531,14.413,1.2636,1.0019
worst,bs,1024,bf16,131072,16,mc,15.67,14.137,19.853,18.095,18.285,17.002,1.2669,1.1669
worst,bs,1024,bf16,131072,32,mc,19.002,16.77,20.336,18.232,23.629,22.049,1.0702,1.2435
worst,bs,1024,bf16,131072,64,mc,20.114,17.196,21.226,18.432,34.203,32.058,1.0553,1.7005
worst,bs,1024,bf16,131072,128,1cta,25.029,21.121,23.338,18.869,64.704,61.648,0.9324,2.5852
worst,bs,1024,bf16,131072,256,1cta,42.206,34.645,40.806,31.011,125.939,120.517,0.9668,2.9839
worst,bs,1024,bf16,131072,512,1cta,79.938,67.5,80.24,63.501,218.331,215.982,1.0038,2.7313
worst,bs,1024,bf16,131072,1024,1cta,124.819,116.347,120.845,106.575,432.976,431.396,0.9682,3.4688
worst,bs,1024,bf16,131072,2048,1cta,226.144,217.917,209.751,196.741,860.937,859.821,0.9275,3.807
worst,bs,1024,bf16,262144,1,mc,18.354,16.643,29.422,27.449,14.259,13.454,1.603,0.7769
worst,bs,1024,bf16,262144,2,mc,18.04,16.726,29.047,27.409,14.411,13.464,1.6101,0.7988
worst,bs,1024,bf16,262144,4,mc,18.691,17.078,29.251,27.564,15.27,14.134,1.565,0.817
worst,bs,1024,bf16,262144,8,mc,18.971,17.261,29.48,27.626,17.859,16.579,1.554,0.9414
worst,bs,1024,bf16,262144,16,mc,19.347,17.355,30.104,27.965,23.024,21.35,1.556,1.1901
worst,bs,1024,bf16,262144,32,mc,25.822,22.912,30.835,28.157,33.144,30.913,1.1941,1.2836
worst,bs,1024,bf16,262144,64,mc,27.31,23.427,32.106,28.364,62.826,59.724,1.1756,2.3005
worst,bs,1024,bf16,262144,128,1cta,38.752,32.748,37.992,28.874,113.727,106.63,0.9804,2.9347
worst,bs,1024,bf16,262144,256,1cta,76.469,67.565,73.402,61.536,223.399,220.729,0.9599,2.9214
worst,bs,1024,bf16,262144,512,1cta,134.653,122.573,129.944,117.007,405.151,403.231,0.965,3.0089
worst,bs,1024,bf16,262144,1024,1cta,224.466,213.581,216.635,202.71,773.604,772.116,0.9651,3.4464
worst,bs,1024,bf16,262144,2048,1cta,409.968,399.525,387.946,375.952,1546.646,1544.243,0.9463,3.7726
worst,bs,1024,bf16,524288,2,mc,24.61,23.008,49.722,47.054,14.862,13.845,2.0204,0.6039
worst,bs,1024,bf16,524288,4,mc,25.099,23.364,49.554,47.21,17.693,16.575,1.9743,0.7049
worst,bs,1024,bf16,524288,8,mc,25.602,23.57,49.88,47.271,22.995,21.424,1.9483,0.8982
worst,bs,1024,bf16,524288,16,mc,26.078,23.674,50.395,47.613,33.226,31.212,1.9325,1.2741
worst,bs,1024,bf16,524288,32,mc,39.032,35.019,51.365,47.832,63.531,60.51,1.316,1.6277
worst,bs,1024,bf16,524288,64,mc,43.366,35.548,55.69,48.098,123.04,117.415,1.2842,2.8372
worst,bs,1024,bf16,1048576,2,mc,37.25,35.083,89.318,86.157,16.694,15.564,2.3978,0.4482
worst,bs,1024,bf16,1048576,4,mc,37.63,35.389,89.398,86.336,21.944,20.33,2.3757,0.5832
worst,bs,1024,bf16,1048576,8,mc,38.118,35.688,89.927,86.44,31.251,29.192,2.3592,0.8198
worst,bs,1024,bf16,1048576,16,mc,38.81,35.83,90.618,86.773,59.33,56.111,2.3349,1.5287
worst,bs,1024,bf16,1048576,32,mc,66.419,59.155,93.067,87.103,116.066,110.098,1.4012,1.7475
worst,bs,1024,bf16,1048576,64,mc,83.456,76.044,106.27,98.757,209.144,206.3,1.2734,2.506
worst,bs,1024,fp16,4096,1,plain,10.918,9.777,11.371,9.755,5.093,4.399,1.0415,0.4665
worst,bs,1024,fp16,4096,2,plain,10.869,9.766,10.922,9.71,5.315,4.427,1.0049,0.489
worst,bs,1024,fp16,4096,4,plain,10.957,9.807,10.942,9.738,5.315,4.451,0.9986,0.4851
worst,bs,1024,fp16,4096,8,plain,10.992,9.785,10.93,9.743,5.314,4.442,0.9944,0.4834
worst,bs,1024,fp16,4096,16,plain,11.144,10.131,11.2,10.092,5.482,4.825,1.005,0.4919
worst,bs,1024,fp16,4096,32,plain,11.229,10.324,11.421,10.276,5.634,4.9,1.0171,0.5017
worst,bs,1024,fp16,4096,64,plain,11.477,10.39,11.419,10.323,5.722,4.92,0.9949,0.4986
worst,bs,1024,fp16,4096,128,plain,11.739,10.598,11.794,10.535,6.075,5.162,1.0047,0.5175
worst,bs,1024,fp16,4096,256,plain,10.854,9.478,14.283,13.038,10.413,8.943,1.3159,0.9594
worst,bs,1024,fp16,4096,512,plain,18.392,16.273,25.128,22.86,18.946,16.577,1.3662,1.0301
worst,bs,1024,fp16,4096,1024,plain,28.979,25.887,38.746,36.302,32.11,28.097,1.337,1.108
worst,bs,1024,fp16,4096,2048,plain,50.838,47.213,70.715,67.107,62.205,54.492,1.391,1.2236
worst,bs,1024,fp16,8192,1,plain,9.43,8.173,9.574,8.266,6.538,5.746,1.0153,0.6933
worst,bs,1024,fp16,8192,2,plain,9.542,8.18,9.429,8.239,6.605,5.786,0.9882,0.6922
worst,bs,1024,fp16,8192,4,plain,9.293,8.188,9.47,8.26,6.446,5.784,1.019,0.6936
worst,bs,1024,fp16,8192,8,plain,9.485,8.21,9.574,8.271,6.656,5.797,1.0094,0.7017
worst,bs,1024,fp16,8192,16,plain,9.694,8.566,9.726,8.618,6.818,6.164,1.0033,0.7033
worst,bs,1024,fp16,8192,32,plain,9.848,8.759,9.925,8.787,6.901,6.228,1.0078,0.7008
worst,bs,1024,fp16,8192,64,plain,10.061,8.824,10.042,8.839,7.056,6.26,0.9981,0.7013
worst,bs,1024,fp16,8192,128,plain,10.363,9.046,10.397,9.032,7.39,6.371,1.0033,0.7131
worst,bs,1024,fp16,8192,256,plain,12.443,10.846,12.746,11.112,12.883,11.374,1.0244,1.0354
worst,bs,1024,fp16,8192,512,plain,21.184,18.986,22.018,19.723,23.834,21.405,1.0394,1.1251
worst,bs,1024,fp16,8192,1024,plain,32.957,30.036,34.155,31.236,40.251,36.398,1.0364,1.2213
worst,bs,1024,fp16,8192,2048,plain,59.525,54.95,61.893,57.576,77.96,71.103,1.0398,1.3097
worst,bs,1024,fp16,16384,1,1cta,11.997,10.571,12.619,11.201,9.427,8.661,1.0518,0.7858
worst,bs,1024,fp16,16384,2,1cta,11.885,10.538,12.578,11.198,9.384,8.678,1.0583,0.7896
worst,bs,1024,fp16,16384,4,1cta,11.958,10.536,12.667,11.209,9.448,8.7,1.0593,0.7901
worst,bs,1024,fp16,16384,8,1cta,12.11,10.554,12.693,11.213,9.502,8.707,1.0481,0.7846
worst,bs,1024,fp16,16384,16,1cta,12.184,10.921,12.968,11.553,9.688,9.104,1.0643,0.7951
worst,bs,1024,fp16,16384,32,1cta,12.464,11.133,13.163,11.731,9.76,9.167,1.0561,0.7831
worst,bs,1024,fp16,16384,64,1cta,12.666,11.207,13.405,11.841,9.997,9.216,1.0583,0.7893
worst,bs,1024,fp16,16384,128,1cta,13.28,11.487,13.946,12.088,10.542,9.37,1.0502,0.7938
worst,bs,1024,fp16,16384,256,1cta,17.611,14.939,17.669,15.37,18.955,17.282,1.0033,1.0763
worst,bs,1024,fp16,16384,512,1cta,30.186,26.229,30.838,27.489,35.472,33.088,1.0216,1.1751
worst,bs,1024,fp16,16384,1024,1cta,46.512,41.541,47.798,43.756,60.477,56.628,1.0276,1.3002
worst,bs,1024,fp16,16384,2048,1cta,83.65,78.026,86.387,81.397,118.005,111.267,1.0327,1.4107
worst,bs,1024,fp16,32768,1,1cta,16.032,14.646,15.498,13.708,12.632,11.82,0.9667,0.7879
worst,bs,1024,fp16,32768,2,1cta,15.805,14.611,15.133,13.717,12.622,11.56,0.9575,0.7986
worst,bs,1024,fp16,32768,4,1cta,15.912,14.663,15.069,13.737,14.686,13.625,0.947,0.923
worst,bs,1024,fp16,32768,8,1cta,15.99,14.66,15.205,13.764,14.899,13.869,0.9509,0.9318
worst,bs,1024,fp16,32768,16,1cta,16.435,15.015,15.672,14.095,15.171,13.944,0.9536,0.9231
worst,bs,1024,fp16,32768,32,1cta,16.627,15.235,16.032,14.294,15.714,14.447,0.9642,0.9451
worst,bs,1024,fp16,32768,64,1cta,17.154,15.343,16.448,14.419,14.52,13.499,0.9588,0.8464
worst,bs,1024,fp16,32768,128,1cta,18.086,15.665,17.256,14.736,15.262,13.727,0.9541,0.8439
worst,bs,1024,fp16,32768,256,1cta,25.542,21.316,23.582,19.832,27.997,25.826,0.9233,1.0961
worst,bs,1024,fp16,32768,512,1cta,44.178,37.921,40.674,35.462,53.355,49.96,0.9207,1.2077
worst,bs,1024,fp16,32768,1024,1cta,70.59,61.594,64.285,57.335,92.803,85.887,0.9107,1.3147
worst,bs,1024,fp16,32768,2048,1cta,128.643,124.481,115.686,112.527,182.811,178.342,0.8993,1.4211
worst,bs,1024,fp16,65536,1,mc,13.949,12.518,16.301,15.021,12.651,11.476,1.1686,0.9069
worst,bs,1024,fp16,65536,2,mc,14.262,12.661,16.566,15.058,13.752,12.975,1.1615,0.9642
worst,bs,1024,fp16,65536,4,mc,14.498,13.002,16.634,15.063,14.738,13.946,1.1473,1.0166
worst,bs,1024,fp16,65536,8,mc,14.646,13.151,16.674,15.098,14.803,13.809,1.1385,1.0107
worst,bs,1024,fp16,65536,16,mc,14.773,13.19,16.902,15.448,15.496,14.349,1.1441,1.0489
worst,bs,1024,fp16,65536,32,mc,15.363,13.725,17.155,15.611,18.242,16.934,1.1166,1.1874
worst,bs,1024,fp16,65536,64,mc,16.264,14.07,17.902,15.758,23.64,22.085,1.1007,1.4535
worst,bs,1024,fp16,65536,128,1cta,18.414,15.51,19.098,16.081,24.858,22.971,1.0371,1.35
worst,bs,1024,fp16,65536,256,1cta,29.966,24.189,29.595,24.034,47.194,44.068,0.9876,1.5749
worst,bs,1024,fp16,65536,512,1cta,52.349,42.261,52.638,42.159,92.874,86.17,1.0055,1.7741
worst,bs,1024,fp16,65536,1024,1cta,83.438,78.568,82.739,76.527,162.107,155.793,0.9916,1.9428
worst,bs,1024,fp16,65536,2048,1cta,150.867,146.253,148.205,142.607,315.416,308.626,0.9824,2.0907
worst,bs,1024,fp16,131072,1,mc,14.606,13.295,20.381,18.691,14.024,13.185,1.3954,0.9602
worst,bs,1024,fp16,131072,2,mc,15.019,13.439,20.288,18.62,14.65,13.866,1.3508,0.9754
worst,bs,1024,fp16,131072,4,mc,15.088,13.752,20.384,18.671,14.066,13.23,1.351,0.9323
worst,bs,1024,fp16,131072,8,mc,15.397,13.891,20.507,18.689,15.454,14.268,1.3319,1.0037
worst,bs,1024,fp16,131072,16,mc,15.558,13.955,20.79,19.031,18.019,16.724,1.3363,1.1582
worst,bs,1024,fp16,131072,32,mc,18.667,16.558,21.31,19.204,23.045,21.48,1.1416,1.2345
worst,bs,1024,fp16,131072,64,mc,19.92,16.948,22.266,19.368,33.0,30.942,1.1178,1.6566
worst,bs,1024,fp16,131072,128,1cta,26.454,22.513,24.27,19.758,62.424,59.347,0.9174,2.3597
worst,bs,1024,fp16,131072,256,1cta,45.363,36.482,43.146,32.883,121.549,115.959,0.9511,2.6795
worst,bs,1024,fp16,131072,512,1cta,85.496,73.131,86.622,70.135,210.005,207.634,1.0132,2.4563
worst,bs,1024,fp16,131072,1024,1cta,133.794,122.869,129.539,116.275,416.166,414.296,0.9682,3.1105
worst,bs,1024,fp16,131072,2048,1cta,241.955,231.658,223.8,211.327,828.189,825.877,0.925,3.4229
worst,bs,1024,fp16,262144,1,mc,18.133,16.349,29.179,26.994,14.059,13.244,1.6092,0.7753
worst,bs,1024,fp16,262144,2,mc,18.0,16.504,28.646,26.982,14.136,13.231,1.5914,0.7853
worst,bs,1024,fp16,262144,4,mc,18.634,16.81,28.774,27.013,14.91,13.905,1.5442,0.8002
worst,bs,1024,fp16,262144,8,mc,18.915,16.97,28.974,27.049,17.642,16.291,1.5318,0.9327
worst,bs,1024,fp16,262144,16,mc,19.248,17.018,29.645,27.425,22.626,20.979,1.5402,1.1755
worst,bs,1024,fp16,262144,32,mc,25.312,22.569,30.429,27.61,32.032,29.864,1.2022,1.2655
worst,bs,1024,fp16,262144,64,mc,26.774,23.03,31.675,27.792,60.76,57.604,1.1831,2.2694
worst,bs,1024,fp16,262144,128,1cta,39.038,32.763,37.629,28.23,109.773,102.575,0.9639,2.812
worst,bs,1024,fp16,262144,256,1cta,78.517,69.265,75.55,63.953,215.917,212.662,0.9622,2.7499
worst,bs,1024,fp16,262144,512,1cta,138.315,125.253,133.563,121.393,390.959,388.292,0.9656,2.8266
worst,bs,1024,fp16,262144,1024,1cta,229.731,218.103,220.283,208.798,746.709,744.063,0.9589,3.2504
worst,bs,1024,fp16,262144,2048,1cta,417.752,406.302,399.515,388.035,1491.282,1489.609,0.9563,3.5698
worst,bs,1024,fp16,524288,2,mc,24.518,22.654,48.523,45.859,14.438,13.352,1.9791,0.5889
worst,bs,1024,fp16,524288,4,mc,25.042,22.948,48.293,45.896,17.294,16.204,1.9285,0.6906
worst,bs,1024,fp16,524288,8,mc,25.442,23.101,48.586,45.923,22.285,20.728,1.9097,0.8759
worst,bs,1024,fp16,524288,16,mc,25.949,23.178,49.221,46.323,31.981,29.793,1.8968,1.2325
worst,bs,1024,fp16,524288,32,mc,38.157,34.48,50.318,46.508,60.864,57.695,1.3187,1.5951
worst,bs,1024,fp16,524288,64,mc,43.118,34.973,54.712,46.75,117.739,111.997,1.2689,2.7306
worst,bs,1024,fp16,1048576,2,mc,36.947,34.292,86.824,83.53,16.554,15.411,2.35,0.448
worst,bs,1024,fp16,1048576,4,mc,37.29,34.579,86.995,83.576,21.749,20.232,2.3329,0.5832
worst,bs,1024,fp16,1048576,8,mc,37.669,34.727,87.312,83.621,30.962,28.971,2.3179,0.8219
worst,bs,1024,fp16,1048576,16,mc,38.373,34.828,88.011,84.012,58.848,55.532,2.2936,1.5336
worst,bs,1024,fp16,1048576,32,mc,64.874,57.941,90.68,84.236,115.206,108.98,1.3978,1.7758
worst,bs,1024,fp16,1048576,64,mc,83.272,75.096,104.818,96.735,207.693,205.069,1.2587,2.4942
worst,bs,1024,fp32,4096,1,plain,8.576,7.407,11.627,10.431,6.648,6.072,1.3558,0.7752
worst,bs,1024,fp32,4096,2,plain,8.554,7.396,11.656,10.452,6.71,6.06,1.3626,0.7844
worst,bs,1024,fp32,4096,4,plain,8.469,7.38,11.614,10.43,6.709,6.083,1.3714,0.7922
worst,bs,1024,fp32,4096,8,plain,8.426,7.41,11.723,10.458,6.718,6.081,1.3913,0.7973
worst,bs,1024,fp32,4096,16,plain,8.656,7.417,11.707,10.444,6.698,6.073,1.3525,0.7738
worst,bs,1024,fp32,4096,32,plain,8.677,7.437,11.702,10.477,6.813,6.111,1.3486,0.7852
worst,bs,1024,fp32,4096,64,plain,8.741,7.469,11.706,10.54,7.019,6.147,1.3392,0.803
worst,bs,1024,fp32,4096,128,plain,9.034,7.592,12.029,10.67,7.541,6.516,1.3315,0.8347
worst,bs,1024,fp32,4096,256,plain,11.59,9.802,14.87,13.267,13.219,11.569,1.283,1.1406
worst,bs,1024,fp32,4096,512,plain,19.96,16.909,26.053,23.707,24.376,21.693,1.3053,1.2212
worst,bs,1024,fp32,4096,1024,plain,31.237,27.201,40.39,37.434,41.022,36.991,1.293,1.3133
worst,bs,1024,fp32,4096,2048,plain,53.184,48.61,72.912,68.607,80.064,72.358,1.3709,1.5054
worst,bs,1024,fp32,8192,1,plain,9.235,7.696,10.03,8.476,8.288,7.778,1.0861,0.8975
worst,bs,1024,fp32,8192,2,plain,9.026,7.703,10.07,8.51,8.307,7.775,1.1157,0.9203
worst,bs,1024,fp32,8192,4,plain,9.317,7.706,10.059,8.513,8.269,7.777,1.0796,0.8875
worst,bs,1024,fp32,8192,8,plain,9.178,7.722,9.899,8.547,8.373,7.798,1.0786,0.9123
worst,bs,1024,fp32,8192,16,plain,9.219,7.727,9.944,8.554,8.338,7.808,1.0786,0.9044
worst,bs,1024,fp32,8192,32,plain,9.298,7.766,10.026,8.593,8.421,7.835,1.0783,0.9057
worst,bs,1024,fp32,8192,64,plain,9.462,7.811,10.274,8.641,8.75,7.894,1.0858,0.9248
worst,bs,1024,fp32,8192,128,plain,10.013,7.914,10.995,8.753,9.346,7.983,1.0981,0.9334
worst,bs,1024,fp32,8192,256,plain,12.949,10.506,13.926,11.397,16.518,14.504,1.0754,1.2756
worst,bs,1024,fp32,8192,512,plain,23.486,18.771,24.342,19.953,30.307,27.515,1.0364,1.2904
worst,bs,1024,fp32,8192,1024,plain,36.24,29.604,37.75,31.599,51.027,46.919,1.0417,1.408
worst,bs,1024,fp32,8192,2048,plain,61.55,54.879,65.181,58.819,99.92,92.059,1.059,1.6234
worst,bs,1024,fp32,16384,1,plain,10.083,8.545,14.261,12.797,12.666,12.039,1.4144,1.2562
worst,bs,1024,fp32,16384,2,plain,10.002,8.565,14.179,12.772,12.726,12.065,1.4176,1.2723
worst,bs,1024,fp32,16384,4,plain,10.062,8.554,14.15,12.807,12.747,12.095,1.4063,1.2668
worst,bs,1024,fp32,16384,8,plain,10.157,8.582,14.35,12.842,12.784,12.104,1.4128,1.2586
worst,bs,1024,fp32,16384,16,plain,10.205,8.582,14.379,12.826,12.744,12.112,1.409,1.2488
worst,bs,1024,fp32,16384,32,plain,10.251,8.633,14.373,12.861,12.914,12.149,1.4021,1.2598
worst,bs,1024,fp32,16384,64,plain,10.867,8.689,14.878,12.916,13.352,12.203,1.3691,1.2287
worst,bs,1024,fp32,16384,128,plain,11.483,8.803,15.667,13.056,14.13,12.352,1.3644,1.2305
worst,bs,1024,fp32,16384,256,plain,16.098,12.291,20.952,17.022,25.662,23.111,1.3015,1.5941
worst,bs,1024,fp32,16384,512,plain,28.128,21.504,36.59,30.408,48.717,44.666,1.3008,1.732
worst,bs,1024,fp32,16384,1024,plain,46.478,34.273,58.888,48.387,84.946,76.748,1.267,1.8277
worst,bs,1024,fp32,16384,2048,plain,77.518,70.923,100.502,95.131,165.608,160.174,1.2965,2.1364
worst,bs,1024,fp32,32768,1,plain,12.019,10.018,16.331,14.505,20.144,19.379,1.3588,1.676
worst,bs,1024,fp32,32768,2,plain,11.83,10.002,16.13,14.442,20.088,19.404,1.3635,1.6981
worst,bs,1024,fp32,32768,4,plain,12.042,10.032,16.339,14.465,20.141,19.385,1.3568,1.6726
worst,bs,1024,fp32,32768,8,plain,12.022,10.049,16.349,14.51,20.192,19.471,1.3599,1.6796
worst,bs,1024,fp32,32768,16,plain,12.173,10.058,16.398,14.5,20.606,19.553,1.3471,1.6928
worst,bs,1024,fp32,32768,32,plain,12.517,10.087,16.795,14.522,21.219,19.69,1.3418,1.6952
worst,bs,1024,fp32,32768,64,plain,13.101,10.167,17.515,14.636,19.586,17.879,1.3369,1.495
worst,bs,1024,fp32,32768,128,plain,14.266,10.41,18.528,14.842,20.458,18.072,1.2988,1.434
worst,bs,1024,fp32,32768,256,plain,21.746,15.158,26.885,20.207,38.462,34.404,1.2363,1.7687
worst,bs,1024,fp32,32768,512,plain,42.024,27.381,48.709,36.833,75.531,67.077,1.1591,1.7973
worst,bs,1024,fp32,32768,1024,plain,63.451,54.55,76.11,68.812,132.355,124.353,1.1995,2.0859
worst,bs,1024,fp32,32768,2048,plain,102.733,95.254,130.136,122.959,253.488,246.052,1.2667,2.4674
worst,bs,1024,fp32,65536,1,mc,14.333,12.834,19.944,18.25,19.995,19.422,1.3915,1.395
worst,bs,1024,fp32,65536,2,mc,14.536,12.84,20.054,18.268,20.317,19.429,1.3796,1.3977
worst,bs,1024,fp32,65536,4,mc,14.528,12.844,20.018,18.282,20.467,19.807,1.3779,1.4088
worst,bs,1024,fp32,65536,8,mc,14.84,13.051,20.274,18.301,20.589,19.715,1.3662,1.3874
worst,bs,1024,fp32,65536,16,mc,15.038,13.086,20.445,18.323,21.211,19.882,1.3596,1.4105
worst,bs,1024,fp32,65536,32,mc,16.163,14.091,21.04,18.365,25.246,23.4,1.3017,1.562
worst,bs,1024,fp32,65536,64,mc,17.429,14.319,21.962,18.671,32.952,30.564,1.2601,1.8906
worst,bs,1024,fp32,65536,128,1cta,23.357,18.324,24.723,19.155,62.075,58.661,1.0585,2.6577
worst,bs,1024,fp32,65536,256,1cta,39.998,28.063,39.851,27.25,120.304,114.826,0.9963,3.0078
worst,bs,1024,fp32,65536,512,1cta,89.12,71.69,84.531,71.326,208.4,204.553,0.9485,2.3384
worst,bs,1024,fp32,65536,1024,1cta,134.535,120.895,136.419,120.812,410.938,407.604,1.014,3.0545
worst,bs,1024,fp32,65536,2048,1cta,219.979,207.158,225.598,213.625,817.066,813.604,1.0255,3.7143
worst,bs,1024,fp32,131072,1,mc,15.398,13.846,21.099,18.634,20.358,19.466,1.3702,1.3221
worst,bs,1024,fp32,131072,2,mc,15.446,13.843,20.941,18.613,20.288,19.492,1.3558,1.3135
worst,bs,1024,fp32,131072,4,mc,15.494,13.832,21.046,18.614,20.43,19.456,1.3583,1.3186
worst,bs,1024,fp32,131072,8,mc,15.92,14.094,21.139,18.654,20.883,19.527,1.3278,1.3117
worst,bs,1024,fp32,131072,16,mc,16.256,14.054,21.467,18.698,25.006,23.259,1.3206,1.5383
worst,bs,1024,fp32,131072,32,mc,19.632,16.72,22.251,18.738,32.078,29.754,1.1334,1.634
worst,bs,1024,fp32,131072,64,mc,22.181,17.083,24.416,19.297,60.358,57.025,1.1008,2.7212
