scenario,K,N,BS,arm,us_cold,us_warm
best,1024,65536,256,gvr_multicta_cutedsl,40.284800000000004,28.82562
best,1024,65536,256,radix_single_cuda,60.8416,47.55012
best,1024,65536,256,radix_multi_cuda,109.99210000000001,98.70089999999999
best,1024,65536,256,op27_hls,41.1969,31.81764
best,1024,65536,256,op26_r0auto,39.006449999999994,27.23074
best,1024,65536,256,sglang_v2,29.58415,23.5213
best,1024,65536,256,flashinfer_topk,44.68,33.63136
best,1024,65536,512,gvr_cutedsl,101.36975,90.76553999999999
best,1024,65536,512,radix_cutedsl,193.91854999999998,190.24272
best,1024,65536,512,gvr_multicta_cutedsl,75.48005,64.28614
best,1024,65536,512,radix_single_cuda,118.40644999999999,109.41322
best,1024,65536,512,radix_multi_cuda,187.29305,182.06288
best,1024,65536,512,op27_hls,88.78575,78.60424
best,1024,65536,512,op26_r0auto,83.69439999999999,71.04774
best,1024,65536,512,sglang_v2,55.3248,46.61828
best,1024,65536,512,flashinfer_topk,79.8192,72.2823
best,1024,65536,1024,gvr_cutedsl,164.89929999999998,155.7499
best,1024,65536,1024,radix_cutedsl,382.4213,379.24002
best,1024,65536,1024,gvr_multicta_cutedsl,124.39855,110.82184
best,1024,65536,1024,radix_single_cuda,183.8416,174.56268
best,1024,65536,1024,radix_multi_cuda,339.08665,335.07102000000003
best,1024,65536,1024,op27_hls,134.32489999999999,123.49258
best,1024,65536,1024,op26_r0auto,130.73614999999998,119.38889999999999
best,1024,65536,1024,sglang_v2,92.46425,81.85608
best,1024,65536,1024,flashinfer_topk,130.5969,122.20747999999999
best,1024,65536,2048,gvr_cutedsl,279.64665,275.38966
best,1024,65536,2048,radix_cutedsl,760.9621999999999,758.2259399999999
best,1024,65536,2048,gvr_multicta_cutedsl,213.87054999999998,200.81618
best,1024,65536,2048,radix_single_cuda,326.01304999999996,316.82012
best,1024,65536,2048,radix_multi_cuda,659.4182,655.66904
best,1024,65536,2048,op27_hls,224.02745000000002,213.17972
best,1024,65536,2048,op26_r0auto,212.51545000000002,202.57556
best,1024,65536,2048,sglang_v2,162.0306,151.32235999999997
best,1024,65536,2048,flashinfer_topk,241.101,233.245
best,1024,131072,1,gvr_cutedsl,26.56325,24.24386
best,1024,131072,1,radix_cutedsl,19.3345,18.6829
best,1024,131072,1,gvr_multicta_cutedsl,18.9056,17.47712
best,1024,131072,1,radix_single_cuda,72.30725,55.02022
best,1024,131072,1,radix_multi_cuda,45.16645,39.917480000000005
best,1024,131072,1,op27_hls,16.05445,14.3789
best,1024,131072,1,op26_r0auto,15.1488,13.721620000000001
best,1024,131072,1,sglang_v2,11.7376,10.18816
best,1024,131072,1,flashinfer_topk,15.5456,13.971860000000001
best,1024,131072,2,gvr_cutedsl,26.6144,24.1914
best,1024,131072,2,radix_cutedsl,19.350450000000002,18.601599999999998
best,1024,131072,2,gvr_multicta_cutedsl,18.82245,17.52704
best,1024,131072,2,radix_single_cuda,72.62245,54.67142
best,1024,131072,2,radix_multi_cuda,45.35525,39.68646
best,1024,131072,2,op27_hls,15.98565,14.4173
best,1024,131072,2,op26_r0auto,15.0704,13.75296
best,1024,131072,2,sglang_v2,11.616,10.1856
best,1024,131072,2,flashinfer_topk,15.616,13.99616
best,1024,131072,4,gvr_cutedsl,26.563200000000002,24.176
best,1024,131072,4,radix_cutedsl,19.865599999999997,19.054740000000002
best,1024,131072,4,gvr_multicta_cutedsl,19.02405,17.56098
best,1024,131072,4,radix_single_cuda,72.24175,54.841620000000006
best,1024,131072,4,radix_multi_cuda,44.10885,40.25286
best,1024,131072,4,op27_hls,16.1728,14.43906
best,1024,131072,4,op26_r0auto,15.2032,13.80482
best,1024,131072,4,sglang_v2,11.72965,10.22978
best,1024,131072,4,flashinfer_topk,15.820799999999998,13.975040000000002
best,1024,131072,8,gvr_cutedsl,26.697599999999998,24.17924
best,1024,131072,8,radix_cutedsl,21.006400000000003,19.6237
best,1024,131072,8,gvr_multicta_cutedsl,19.48965,17.777279999999998
best,1024,131072,8,radix_single_cuda,72.27210000000001,54.9671
best,1024,131072,8,radix_multi_cuda,43.7056,40.00132
best,1024,131072,8,op27_hls,16.6128,14.62978
best,1024,131072,8,op26_r0auto,15.748850000000001,14.03584
best,1024,131072,8,sglang_v2,12.08005,10.33984
best,1024,131072,8,flashinfer_topk,16.088,14.065280000000001
best,1024,131072,16,gvr_cutedsl,26.9376,24.2112
best,1024,131072,16,radix_cutedsl,24.47685,22.68676
best,1024,131072,16,gvr_multicta_cutedsl,20.3424,17.818240000000003
best,1024,131072,16,radix_single_cuda,72.4145,55.55014
best,1024,131072,16,radix_multi_cuda,44.95845,41.15584
best,1024,131072,16,op27_hls,17.1601,15.23456
best,1024,131072,16,op26_r0auto,16.430400000000002,14.085139999999999
best,1024,131072,16,sglang_v2,14.656,13.53602
best,1024,131072,16,flashinfer_topk,21.5424,18.84098
best,1024,131072,32,gvr_cutedsl,27.6112,24.291220000000003
best,1024,131072,32,radix_cutedsl,30.793599999999998,28.42242
best,1024,131072,32,gvr_multicta_cutedsl,23.7058,20.26946
best,1024,131072,32,radix_single_cuda,72.9041,55.9559
best,1024,131072,32,radix_multi_cuda,53.521699999999996,49.82596
best,1024,131072,32,op27_hls,18.134400000000003,15.738280000000001
best,1024,131072,32,op26_r0auto,19.4752,16.581139999999998
best,1024,131072,32,sglang_v2,42.806400000000004,36.38208
best,1024,131072,32,flashinfer_topk,22.7776,19.776
best,1024,131072,64,gvr_cutedsl,30.02885,24.609939999999998
best,1024,131072,64,radix_cutedsl,57.5953,54.615739999999995
best,1024,131072,64,gvr_multicta_cutedsl,27.390400000000003,21.94052
best,1024,131072,64,radix_single_cuda,74.4065,56.370599999999996
best,1024,131072,64,radix_multi_cuda,77.6,73.09255999999999
best,1024,131072,64,op27_hls,32.17285,30.001939999999998
best,1024,131072,64,op26_r0auto,22.505599999999998,17.078400000000002
best,1024,131072,64,sglang_v2,31.80485,23.27684
best,1024,131072,64,flashinfer_topk,29.723200000000002,24.65408
best,1024,131072,128,gvr_cutedsl,39.5152,26.55488
best,1024,131072,128,radix_cutedsl,99.84644999999999,93.24488000000001
best,1024,131072,128,gvr_multicta_cutedsl,39.58565,26.54978
best,1024,131072,128,radix_single_cuda,80.4593,56.60548
best,1024,131072,128,radix_multi_cuda,80.8896,65.98278
best,1024,131072,128,op27_hls,36.4144,30.44548
best,1024,131072,128,op26_r0auto,33.843300000000006,22.16768
best,1024,131072,128,sglang_v2,38.246449999999996,23.841939999999997
best,1024,131072,128,flashinfer_topk,46.27205,34.37764
best,1024,131072,256,gvr_cutedsl,88.20975,78.66311999999999
best,1024,131072,256,radix_cutedsl,194.48815,189.64114
best,1024,131072,256,gvr_multicta_cutedsl,83.71039999999999,72.91208
best,1024,131072,256,radix_single_cuda,111.1489,102.1652
best,1024,131072,256,radix_multi_cuda,154.97775,146.23116000000002
best,1024,131072,256,op27_hls,71.10719999999999,61.77606
best,1024,131072,256,op26_r0auto,67.8,57.21286
best,1024,131072,256,sglang_v2,59.593650000000004,50.11526
best,1024,131072,256,flashinfer_topk,81.1953,70.54216000000001
best,1024,131072,512,gvr_cutedsl,178.9376,154.99534
best,1024,131072,512,radix_cutedsl,350.7265,345.63036
best,1024,131072,512,gvr_multicta_cutedsl,152.01770000000002,141.18414
best,1024,131072,512,radix_single_cuda,190.22420000000002,179.6181
best,1024,131072,512,radix_multi_cuda,253.21460000000002,244.44310000000002
best,1024,131072,512,op27_hls,139.43054999999998,123.73576
best,1024,131072,512,op26_r0auto,140.31205,117.48555999999999
best,1024,131072,512,sglang_v2,104.9233,94.7924
best,1024,131072,512,flashinfer_topk,140.98575,131.04012
best,1024,131072,1024,gvr_cutedsl,288.693,271.57208
best,1024,131072,1024,radix_cutedsl,668.9718,665.52508
best,1024,131072,1024,gvr_multicta_cutedsl,277.73465000000004,269.19002
best,1024,131072,1024,radix_single_cuda,301.36345,291.28538000000003
best,1024,131072,1024,radix_multi_cuda,451.55404999999996,442.99748
best,1024,131072,1024,op27_hls,214.1986,199.80816000000002
best,1024,131072,1024,op26_r0auto,215.357,195.00242
best,1024,131072,1024,sglang_v2,191.56654999999998,180.60304000000002
best,1024,131072,1024,flashinfer_topk,248.717,239.46774
best,1024,131072,2048,gvr_cutedsl,527.9285500000001,521.36686
best,1024,131072,2048,radix_cutedsl,1337.366,1335.59226
best,1024,131072,2048,gvr_multicta_cutedsl,519.8707,520.29232
best,1024,131072,2048,radix_single_cuda,550.13805,540.01264
best,1024,131072,2048,radix_multi_cuda,866.289,858.80718
best,1024,131072,2048,op27_hls,378.4692,364.24606
best,1024,131072,2048,op26_r0auto,373.00515,361.15682
best,1024,131072,2048,sglang_v2,345.3313,334.44702
best,1024,131072,2048,flashinfer_topk,479.16845,469.72398
best,1024,262144,1,gvr_cutedsl,42.08325,38.68868
best,1024,262144,1,radix_cutedsl,19.8737,19.23138
best,1024,262144,1,gvr_multicta_cutedsl,24.67525,22.81472
best,1024,262144,1,radix_single_cuda,128.79215,94.45384
best,1024,262144,1,radix_multi_cuda,49.14565,43.0535
best,1024,262144,1,op27_hls,17.3008,15.895040000000002
best,1024,262144,1,op26_r0auto,18.328049999999998,16.63616
best,1024,262144,1,sglang_v2,14.1232,11.82018
best,1024,262144,1,flashinfer_topk,18.7664,15.85792
best,1024,262144,2,gvr_cutedsl,42.07685,38.628519999999995
best,1024,262144,2,radix_cutedsl,19.54725,18.82628
best,1024,262144,2,gvr_multicta_cutedsl,24.828799999999998,22.88
best,1024,262144,2,radix_single_cuda,129.22405,94.5505
best,1024,262144,2,radix_multi_cuda,49.33125,42.718120000000006
best,1024,262144,2,op27_hls,17.44,16.02816
best,1024,262144,2,op26_r0auto,18.4768,16.69764
best,1024,262144,2,sglang_v2,14.1488,11.8624
best,1024,262144,2,flashinfer_topk,18.8688,15.873959999999999
best,1024,262144,4,gvr_cutedsl,42.020849999999996,38.63172
best,1024,262144,4,radix_cutedsl,20.2592,18.95744
best,1024,262144,4,gvr_multicta_cutedsl,24.9264,22.925459999999998
best,1024,262144,4,radix_single_cuda,128.73775,94.65738
best,1024,262144,4,radix_multi_cuda,48.72805,43.16356
best,1024,262144,4,op27_hls,17.4512,16.06148
best,1024,262144,4,op26_r0auto,18.609599999999997,16.7181
best,1024,262144,4,sglang_v2,14.3744,11.889299999999999
best,1024,262144,4,flashinfer_topk,19.057650000000002,15.9296
best,1024,262144,8,gvr_cutedsl,42.15525,38.64578
best,1024,262144,8,radix_cutedsl,24.358400000000003,22.578580000000002
best,1024,262144,8,gvr_multicta_cutedsl,25.595200000000002,23.1661
best,1024,262144,8,radix_single_cuda,128.84655,95.21034
best,1024,262144,8,radix_multi_cuda,48.8272,43.11618
best,1024,262144,8,op27_hls,18.0656,16.33794
best,1024,262144,8,op26_r0auto,19.13125,16.97088
best,1024,262144,8,sglang_v2,14.795200000000001,12.051200000000001
best,1024,262144,8,flashinfer_topk,19.57125,16.07616
best,1024,262144,16,gvr_cutedsl,42.7056,38.65732
best,1024,262144,16,radix_cutedsl,30.68325,28.323240000000002
best,1024,262144,16,gvr_multicta_cutedsl,26.7424,23.23968
best,1024,262144,16,radix_single_cuda,129.35365,96.46922
best,1024,262144,16,radix_multi_cuda,51.14245,44.67072
best,1024,262144,16,op27_hls,33.176050000000004,31.14116
best,1024,262144,16,op26_r0auto,20.048,17.03746
best,1024,262144,16,sglang_v2,17.552,16.77762
best,1024,262144,16,flashinfer_topk,25.2592,21.24036
best,1024,262144,32,gvr_cutedsl,44.099199999999996,38.786559999999994
best,1024,262144,32,radix_cutedsl,57.808150000000005,54.42244
best,1024,262144,32,gvr_multicta_cutedsl,34.2176,28.858259999999998
best,1024,262144,32,radix_single_cuda,130.55375,97.05033999999999
best,1024,262144,32,radix_multi_cuda,62.692800000000005,56.067260000000005
best,1024,262144,32,op27_hls,34.92,32.370580000000004
best,1024,262144,32,op26_r0auto,26.7856,22.40578
best,1024,262144,32,sglang_v2,55.009699999999995,44.00836
best,1024,262144,32,flashinfer_topk,28.492849999999997,23.13408
best,1024,262144,64,gvr_cutedsl,53.10405,39.27174
best,1024,262144,64,radix_cutedsl,112.72810000000001,106.811
best,1024,262144,64,gvr_multicta_cutedsl,43.39365,31.6397
best,1024,262144,64,radix_single_cuda,138.9537,97.59689999999999
best,1024,262144,64,radix_multi_cuda,94.1713,83.62182000000001
best,1024,262144,64,op27_hls,52.4496,47.7255
best,1024,262144,64,op26_r0auto,35.724849999999996,23.03874
best,1024,262144,64,sglang_v2,88.616,68.67328
best,1024,262144,64,flashinfer_topk,42.584,31.2717
best,1024,262144,128,gvr_cutedsl,86.1969,75.70567999999999
best,1024,262144,128,radix_cutedsl,184.54095,178.48978
best,1024,262144,128,gvr_multicta_cutedsl,86.0929,75.70504
best,1024,262144,128,radix_single_cuda,173.64665,163.54
best,1024,262144,128,radix_multi_cuda,130.71855,121.83052
best,1024,262144,128,op27_hls,67.43205,61.91558
best,1024,262144,128,op26_r0auto,66.6401,56.58374
best,1024,262144,128,sglang_v2,81.15685,70.82824000000001
best,1024,262144,128,flashinfer_topk,76.56965,66.57416
best,1024,262144,256,gvr_cutedsl,156.31064999999998,143.179
best,1024,262144,256,radix_cutedsl,326.3045,320.2723
best,1024,262144,256,gvr_multicta_cutedsl,158.06570000000002,136.00206
best,1024,262144,256,radix_single_cuda,190.69625,181.94252
best,1024,262144,256,radix_multi_cuda,226.84985,217.1362
best,1024,262144,256,op27_hls,119.14105,107.78376
best,1024,262144,256,op26_r0auto,116.45765,102.86858000000001
best,1024,262144,256,sglang_v2,104.7089,91.23016
best,1024,262144,256,flashinfer_topk,136.2561,125.80172
best,1024,262144,512,gvr_cutedsl,319.7093,303.83068
best,1024,262144,512,radix_cutedsl,642.77665,636.2930799999999
best,1024,262144,512,gvr_multicta_cutedsl,282.24670000000003,267.23864000000003
best,1024,262144,512,radix_single_cuda,335.88995,324.58718
best,1024,262144,512,radix_multi_cuda,379.43565,370.22818
best,1024,262144,512,op27_hls,246.00179999999997,219.86064000000002
best,1024,262144,512,op26_r0auto,246.1554,220.33688
best,1024,262144,512,sglang_v2,192.80020000000002,177.08756
best,1024,262144,512,flashinfer_topk,249.66425,238.99542000000002
best,1024,262144,1024,gvr_cutedsl,545.5669,532.76082
best,1024,262144,1024,radix_cutedsl,1279.6621499999999,1272.68672
best,1024,262144,1024,gvr_multicta_cutedsl,540.1814,529.51412
best,1024,262144,1024,radix_single_cuda,558.4069499999999,547.4507600000001
best,1024,262144,1024,radix_multi_cuda,678.38145,669.4413199999999
best,1024,262144,1024,op27_hls,390.56359999999995,373.80646
best,1024,262144,1024,op26_r0auto,390.57645,371.63365999999996
best,1024,262144,1024,sglang_v2,366.77955,351.95618
best,1024,262144,1024,flashinfer_topk,436.40035,425.55882
best,1024,262144,2048,gvr_cutedsl,986.64585,971.77188
best,1024,262144,2048,radix_cutedsl,2515.75465,2509.1072400000003
best,1024,262144,2048,gvr_multicta_cutedsl,993.7739499999999,991.75656
best,1024,262144,2048,radix_single_cuda,974.7178,964.5955600000001
best,1024,262144,2048,radix_multi_cuda,1313.7933,1305.68326
best,1024,262144,2048,op27_hls,678.3464,661.79526
best,1024,262144,2048,op26_r0auto,683.54465,672.0301800000001
best,1024,262144,2048,sglang_v2,654.9558000000001,640.37894
best,1024,262144,2048,flashinfer_topk,842.03925,831.41594
best,1024,524288,2,gvr_cutedsl,67.44175,62.05716
best,1024,524288,2,radix_cutedsl,19.7728,18.7239
best,1024,524288,2,gvr_multicta_cutedsl,29.86245,27.35236
best,1024,524288,2,radix_single_cuda,245.63585,177.56662
best,1024,524288,2,radix_multi_cuda,64.2433,53.924620000000004
best,1024,524288,2,op27_hls,29.484900000000003,28.298939999999998
best,1024,524288,2,op26_r0auto,24.69605,22.578
best,1024,524288,2,sglang_v2,22.6304,18.93636
best,1024,524288,2,flashinfer_topk,25.9953,21.136680000000002
best,1024,524288,4,gvr_cutedsl,67.2866,62.05522
best,1024,524288,4,radix_cutedsl,24.3105,22.55818
best,1024,524288,4,gvr_multicta_cutedsl,30.318450000000002,27.39146
best,1024,524288,4,radix_single_cuda,245.17995000000002,177.33236
best,1024,524288,4,radix_multi_cuda,63.536199999999994,54.75602
best,1024,524288,4,op27_hls,30.03855,28.40072
best,1024,524288,4,op26_r0auto,25.126450000000002,22.63364
best,1024,524288,4,sglang_v2,23.171200000000002,19.019560000000002
best,1024,524288,4,flashinfer_topk,26.51525,21.19366
best,1024,524288,8,gvr_cutedsl,67.50739999999999,62.07636
best,1024,524288,8,radix_cutedsl,30.74565,28.272080000000003
best,1024,524288,8,gvr_multicta_cutedsl,30.936049999999998,27.65966
best,1024,524288,8,radix_single_cuda,245.268,177.27668
best,1024,524288,8,radix_multi_cuda,63.893,54.56528
best,1024,524288,8,op27_hls,30.3504,28.6356
best,1024,524288,8,op26_r0auto,25.708849999999998,22.866619999999998
best,1024,524288,8,sglang_v2,23.729599999999998,19.31268
best,1024,524288,8,flashinfer_topk,27.0609,21.327419999999996
best,1024,524288,16,gvr_cutedsl,68.51375,62.08528
best,1024,524288,16,radix_cutedsl,57.9282,54.41233999999999
best,1024,524288,16,gvr_multicta_cutedsl,33.20165,27.879099999999998
best,1024,524288,16,radix_single_cuda,245.54170000000002,177.8783
best,1024,524288,16,radix_multi_cuda,68.1346,57.36146
best,1024,524288,16,op27_hls,40.7394,38.842980000000004
best,1024,524288,16,op26_r0auto,27.41455,22.99526
best,1024,524288,16,sglang_v2,30.067349999999998,29.58088
best,1024,524288,16,flashinfer_topk,38.459199999999996,31.19566
best,1024,524288,32,gvr_cutedsl,76.31855,62.173
best,1024,524288,32,radix_cutedsl,113.20039999999999,106.81182000000001
best,1024,524288,32,gvr_multicta_cutedsl,50.8738,39.1713
best,1024,524288,32,radix_single_cuda,254.88555,178.99957999999998
best,1024,524288,32,radix_multi_cuda,81.92185,68.09425999999999
best,1024,524288,32,op27_hls,45.828900000000004,40.65678
best,1024,524288,32,op26_r0auto,43.584,33.7588
best,1024,524288,32,sglang_v2,100.9155,79.42175999999999
best,1024,524288,32,flashinfer_topk,44.21615,32.86086
best,1024,524288,64,gvr_cutedsl,111.74915,101.39488
best,1024,524288,64,radix_cutedsl,220.7991,214.5299
best,1024,524288,64,gvr_multicta_cutedsl,85.87225,75.04916
best,1024,524288,64,radix_single_cuda,318.65209999999996,308.50266
best,1024,524288,64,radix_multi_cuda,139.65175,132.5341
best,1024,524288,64,op27_hls,107.85145,107.12796
best,1024,524288,64,op26_r0auto,64.65780000000001,53.95792
best,1024,524288,64,sglang_v2,156.01805,136.9315
best,1024,524288,64,flashinfer_topk,77.73625,67.4914
best,1024,1048576,2,gvr_cutedsl,118.64975,110.02206
best,1024,1048576,2,radix_cutedsl,23.5697,21.687759999999997
best,1024,1048576,2,gvr_multicta_cutedsl,41.552099999999996,37.965540000000004
best,1024,1048576,2,radix_single_cuda,475.1866,339.75908000000004
best,1024,1048576,2,radix_multi_cuda,90.3267,71.00948
best,1024,1048576,2,op27_hls,42.830400000000004,41.41644
best,1024,1048576,2,op26_r0auto,37.04975,33.99754
best,1024,1048576,2,sglang_v2,33.17125,26.1492
best,1024,1048576,2,flashinfer_topk,40.793699999999994,31.489939999999997
best,1024,1048576,4,gvr_cutedsl,118.95394999999999,109.99268
best,1024,1048576,4,radix_cutedsl,30.779349999999997,28.14668
best,1024,1048576,4,gvr_multicta_cutedsl,41.92015,38.01932
best,1024,1048576,4,radix_single_cuda,474.68505,339.75206
best,1024,1048576,4,radix_multi_cuda,90.06269999999999,71.47346
best,1024,1048576,4,op27_hls,43.3345,41.4709
best,1024,1048576,4,op26_r0auto,37.3969,34.01802
best,1024,1048576,4,sglang_v2,33.4673,26.227259999999998
best,1024,1048576,4,flashinfer_topk,41.0577,31.573220000000003
best,1024,1048576,8,gvr_cutedsl,119.4949,110.0675
best,1024,1048576,8,radix_cutedsl,57.4274,54.153760000000005
best,1024,1048576,8,gvr_multicta_cutedsl,43.254599999999996,38.29642
best,1024,1048576,8,radix_single_cuda,475.20155,340.56802000000005
best,1024,1048576,8,radix_multi_cuda,90.88985000000001,71.51576
best,1024,1048576,8,op27_hls,43.7586,41.78384
best,1024,1048576,8,op26_r0auto,38.369699999999995,34.29452
best,1024,1048576,8,sglang_v2,34.8209,26.4724
best,1024,1048576,8,flashinfer_topk,42.347300000000004,31.792080000000002
best,1024,1048576,16,gvr_cutedsl,127.0368,110.04512
best,1024,1048576,16,radix_cutedsl,111.722,106.55522
best,1024,1048576,16,gvr_multicta_cutedsl,50.62095,38.58894
best,1024,1048576,16,radix_single_cuda,493.47515000000004,340.129
best,1024,1048576,16,radix_multi_cuda,101.8467,75.44216
best,1024,1048576,16,op27_hls,65.40495,62.049440000000004
best,1024,1048576,16,op26_r0auto,45.1088,34.482
best,1024,1048576,16,sglang_v2,42.1937,41.96622
best,1024,1048576,16,flashinfer_topk,64.88980000000001,49.00942
best,1024,1048576,32,gvr_cutedsl,180.25654999999998,172.09392000000003
best,1024,1048576,32,radix_cutedsl,218.447,214.61885999999998
best,1024,1048576,32,gvr_multicta_cutedsl,104.381,93.78142
best,1024,1048576,32,radix_single_cuda,612.101,602.01652
best,1024,1048576,32,radix_multi_cuda,133.1312,125.46532
best,1024,1048576,32,op27_hls,93.17625,87.45882
best,1024,1048576,32,op26_r0auto,85.06585000000001,75.26356
best,1024,1048576,32,sglang_v2,178.0276,156.84717999999998
best,1024,1048576,32,flashinfer_topk,78.95864999999999,68.64084
best,1024,1048576,64,gvr_cutedsl,201.87735,188.43758
best,1024,1048576,64,radix_cutedsl,431.2092,427.8291
best,1024,1048576,64,gvr_multicta_cutedsl,152.1877,133.55944
best,1024,1048576,64,radix_single_cuda,615.3555,606.27762
best,1024,1048576,64,radix_multi_cuda,222.30625,214.74686
best,1024,1048576,64,op27_hls,200.37345000000002,199.67614
best,1024,1048576,64,op26_r0auto,109.08835,95.01212
best,1024,1048576,64,sglang_v2,277.94509999999997,250.57994
best,1024,1048576,64,flashinfer_topk,132.53815,121.60544
best,2048,8192,1,gvr_cutedsl,14.092799999999999,12.60668
best,2048,8192,1,radix_cutedsl,7.9648,7.26464
best,2048,8192,1,gvr_multicta_cutedsl,14.1168,12.60344
best,2048,8192,1,radix_single_cuda,17.336,15.69084
best,2048,8192,1,radix_multi_cuda,24.60145,22.10038
best,2048,8192,1,op27_hls,12.027149999999999,10.740440000000001
best,2048,8192,1,op26_r0auto,11.1696,9.68894
best,2048,8192,1,sglang_v2,5.77915,4.76928
best,2048,8192,1,flashinfer_topk,12.2047,11.45274
best,2048,8192,2,gvr_cutedsl,14.236799999999999,12.58426
best,2048,8192,2,radix_cutedsl,7.8176000000000005,7.298520000000001
best,2048,8192,2,gvr_multicta_cutedsl,14.17755,12.599639999999999
best,2048,8192,2,radix_single_cuda,17.4288,15.73176
best,2048,8192,2,radix_multi_cuda,24.67835,22.170180000000002
best,2048,8192,2,op27_hls,11.7535,10.6534
best,2048,8192,2,op26_r0auto,11.195200000000002,9.61852
best,2048,8192,2,sglang_v2,5.472,4.78208
best,2048,8192,2,flashinfer_topk,12.268799999999999,11.49184
best,2048,8192,4,gvr_cutedsl,14.37755,12.84474
best,2048,8192,4,radix_cutedsl,8.0848,7.35292
best,2048,8192,4,gvr_multicta_cutedsl,14.47835,12.88764
best,2048,8192,4,radix_single_cuda,17.64155,15.81564
best,2048,8192,4,radix_multi_cuda,24.867150000000002,22.84984
best,2048,8192,4,op27_hls,12.368,11.022620000000002
best,2048,8192,4,op26_r0auto,11.455950000000001,9.94364
best,2048,8192,4,sglang_v2,5.68795,4.82176
best,2048,8192,4,flashinfer_topk,12.540799999999999,11.87134
best,2048,8192,8,gvr_cutedsl,14.5375,12.91452
best,2048,8192,8,radix_cutedsl,8.13595,7.3618999999999994
best,2048,8192,8,gvr_multicta_cutedsl,14.57115,12.90174
best,2048,8192,8,radix_single_cuda,17.63355,15.82584
best,2048,8192,8,radix_multi_cuda,25.26055,23.09882
best,2048,8192,8,op27_hls,12.408,11.06366
best,2048,8192,8,op26_r0auto,11.56955,9.98974
best,2048,8192,8,sglang_v2,5.7456000000000005,4.85054
best,2048,8192,8,flashinfer_topk,12.72,11.94108
best,2048,8192,16,gvr_cutedsl,14.6767,13.21982
best,2048,8192,16,radix_cutedsl,8.30075,7.72798
best,2048,8192,16,gvr_multicta_cutedsl,14.718350000000001,13.21598
best,2048,8192,16,radix_single_cuda,17.79835,16.2124
best,2048,8192,16,radix_multi_cuda,25.528,23.50968
best,2048,8192,16,op27_hls,12.5472,11.39254
best,2048,8192,16,op26_r0auto,11.6272,10.29692
best,2048,8192,16,sglang_v2,6.05275,5.2358199999999995
best,2048,8192,16,flashinfer_topk,15.8895,15.2665
best,2048,8192,32,gvr_cutedsl,14.936,13.48864
best,2048,8192,32,radix_cutedsl,8.393600000000001,7.80096
best,2048,8192,32,gvr_multicta_cutedsl,14.971200000000001,13.48284
best,2048,8192,32,radix_single_cuda,17.84795,16.293680000000002
best,2048,8192,32,radix_multi_cuda,26.01425,23.86936
best,2048,8192,32,op27_hls,12.79195,11.6
best,2048,8192,32,op26_r0auto,11.8784,10.51326
best,2048,8192,32,sglang_v2,6.09435,5.293399999999999
best,2048,8192,32,flashinfer_topk,16.6304,15.992239999999999
best,2048,8192,64,gvr_cutedsl,15.18235,13.632620000000001
best,2048,8192,64,radix_cutedsl,8.7216,7.85598
best,2048,8192,64,gvr_multicta_cutedsl,15.2576,13.6345
best,2048,8192,64,radix_single_cuda,18.03515,16.3487
best,2048,8192,64,radix_multi_cuda,38.718300000000006,35.74514
best,2048,8192,64,op27_hls,13.028799999999999,11.74582
best,2048,8192,64,op26_r0auto,12.216,10.629700000000001
best,2048,8192,64,sglang_v2,6.2496,5.34272
best,2048,8192,64,flashinfer_topk,16.3856,15.37468
best,2048,8192,128,gvr_cutedsl,16.04955,14.01468
best,2048,8192,128,radix_cutedsl,9.36155,8.01276
best,2048,8192,128,gvr_multicta_cutedsl,16.084799999999998,14.0204
best,2048,8192,128,radix_single_cuda,18.454349999999998,16.56764
best,2048,8192,128,radix_multi_cuda,45.203,43.60308
best,2048,8192,128,op27_hls,13.6927,12.050559999999999
best,2048,8192,128,op26_r0auto,13.027149999999999,10.96958
best,2048,8192,128,sglang_v2,6.753550000000001,5.51742
best,2048,8192,128,flashinfer_topk,15.8479,14.86654
best,2048,8192,256,gvr_cutedsl,21.76155,19.032259999999997
best,2048,8192,256,radix_cutedsl,16.3648,14.5561
best,2048,8192,256,gvr_multicta_cutedsl,19.846349999999997,17.580099999999998
best,2048,8192,256,radix_single_cuda,26.48475,24.67512
best,2048,8192,256,radix_multi_cuda,83.2607,80.84838
best,2048,8192,256,op27_hls,17.14715,14.78012
best,2048,8192,256,op26_r0auto,16.33755,13.77786
best,2048,8192,256,sglang_v2,9.17755,8.0262
best,2048,8192,256,flashinfer_topk,15.700700000000001,14.314219999999999
best,2048,8192,512,gvr_cutedsl,37.7055,33.873839999999994
best,2048,8192,512,radix_cutedsl,30.3375,27.674799999999998
best,2048,8192,512,gvr_multicta_cutedsl,36.7391,33.4943
best,2048,8192,512,radix_single_cuda,46.85585,44.65714
best,2048,8192,512,radix_multi_cuda,147.51795,145.09398000000002
best,2048,8192,512,op27_hls,31.8959,27.766299999999998
best,2048,8192,512,op26_r0auto,29.2432,25.767580000000002
best,2048,8192,512,sglang_v2,15.65595,14.11516
best,2048,8192,512,flashinfer_topk,28.295900000000003,26.12986
best,2048,8192,1024,gvr_cutedsl,59.0814,54.308980000000005
best,2048,8192,1024,radix_cutedsl,51.46225,47.245940000000004
best,2048,8192,1024,gvr_multicta_cutedsl,64.3758,58.7787
best,2048,8192,1024,radix_single_cuda,76.32455,73.79052
