model,K,dtype,layer,hit_rate,op,us_cold,us_warm,vdiff,recall,n_neg
flash,512,fp16,22,0.2598,radix_multi_cuda,38.150,34.973,0.0,1.0,0
flash,512,fp16,22,0.2598,radix_single_cuda,22.294,20.197,0.0,1.0,0
flash,512,fp16,24,0.1387,gvr_cutedsl,18.978,16.913,0.0,1.0,0
flash,512,fp16,24,0.1387,gvr_multicta_cutedsl,17.989,15.393,0.0,1.0,0
flash,512,fp16,24,0.1387,op21_legacy,24.448,21.845,0.0,1.0,0
flash,512,fp16,24,0.1387,op26_1cta,18.946,16.933,0.0,1.0,0
flash,512,fp16,24,0.1387,op26_mc,18.058,15.377,0.0,1.0,0
flash,512,fp16,24,0.1387,op26_r0auto,24.506,22.584,0.0,1.0,0
flash,512,fp16,24,0.1387,op27_hls,24.963,21.800,0.0,1.0,0
flash,512,fp16,24,0.1387,radix_cutedsl,12.453,11.277,0.0,1.0,0
flash,512,fp16,24,0.1387,radix_multi_cuda,37.886,34.738,0.0,1.0,0
flash,512,fp16,24,0.1387,radix_single_cuda,22.699,20.289,0.0,1.0,0
flash,512,fp16,26,0.334,gvr_cutedsl,15.616,13.181,0.0,1.0,0
flash,512,fp16,26,0.334,gvr_multicta_cutedsl,14.070,11.642,0.0,1.0,0
flash,512,fp16,26,0.334,op21_legacy,22.926,19.980,0.0,1.0,0
flash,512,fp16,26,0.334,op26_1cta,15.559,13.159,0.0,1.0,0
flash,512,fp16,26,0.334,op26_mc,14.018,11.645,0.0,1.0,0
flash,512,fp16,26,0.334,op26_r0auto,13.922,11.757,0.0,1.0,0
flash,512,fp16,26,0.334,op27_hls,23.654,19.905,0.0,1.0,0
flash,512,fp16,26,0.334,radix_cutedsl,12.093,11.110,0.0,1.0,0
flash,512,fp16,26,0.334,radix_multi_cuda,38.314,35.589,0.0,1.0,0
flash,512,fp16,26,0.334,radix_single_cuda,22.568,20.375,0.0,1.0,0
flash,512,fp16,28,0.5762,gvr_cutedsl,22.186,19.654,0.0,1.0,0
flash,512,fp16,28,0.5762,gvr_multicta_cutedsl,20.486,18.522,0.0,1.0,0
flash,512,fp16,28,0.5762,op21_legacy,25.418,22.296,0.0,1.0,0
flash,512,fp16,28,0.5762,op26_1cta,21.970,19.680,0.0,1.0,0
flash,512,fp16,28,0.5762,op26_mc,20.526,18.525,0.0,1.0,0
flash,512,fp16,28,0.5762,op26_r0auto,18.754,16.755,0.0,1.0,0
flash,512,fp16,28,0.5762,op27_hls,26.184,22.278,0.0,1.0,0
flash,512,fp16,28,0.5762,radix_cutedsl,11.454,10.858,0.0,1.0,0
flash,512,fp16,28,0.5762,radix_multi_cuda,39.080,35.839,0.0,1.0,0
flash,512,fp16,28,0.5762,radix_single_cuda,22.491,20.383,0.0,1.0,0
flash,512,fp16,30,0.2656,gvr_cutedsl,15.618,13.464,0.0,1.0,0
flash,512,fp16,30,0.2656,gvr_multicta_cutedsl,14.386,11.819,0.0,1.0,0
flash,512,fp16,30,0.2656,op21_legacy,23.205,20.527,0.0,1.0,0
flash,512,fp16,30,0.2656,op26_1cta,15.557,13.434,0.0,1.0,0
flash,512,fp16,30,0.2656,op26_mc,14.422,11.816,0.0,1.0,0
flash,512,fp16,30,0.2656,op26_r0auto,15.682,13.483,0.0,1.0,0
flash,512,fp16,30,0.2656,op27_hls,23.768,20.513,0.0,1.0,0
flash,512,fp16,30,0.2656,radix_cutedsl,12.448,11.299,0.0,1.0,0
flash,512,fp16,30,0.2656,radix_multi_cuda,38.029,34.730,0.0,1.0,0
flash,512,fp16,30,0.2656,radix_single_cuda,22.806,20.487,0.0,1.0,0
flash,512,fp16,32,0.3691,gvr_cutedsl,19.390,17.174,0.0,1.0,0
flash,512,fp16,32,0.3691,gvr_multicta_cutedsl,18.005,15.613,0.0,1.0,0
flash,512,fp16,32,0.3691,op21_legacy,22.592,19.601,0.0,1.0,0
flash,512,fp16,32,0.3691,op26_1cta,19.386,17.117,0.0,1.0,0
flash,512,fp16,32,0.3691,op26_mc,18.043,15.601,0.0,1.0,0
flash,512,fp16,32,0.3691,op26_r0auto,18.032,15.980,0.0,1.0,0
flash,512,fp16,32,0.3691,op27_hls,23.123,19.577,0.0,1.0,0
flash,512,fp16,32,0.3691,radix_cutedsl,11.901,11.005,0.0,1.0,0
flash,512,fp16,32,0.3691,radix_multi_cuda,38.704,35.356,0.0,1.0,0
flash,512,fp16,32,0.3691,radix_single_cuda,22.605,20.184,0.0,1.0,0
flash,512,fp16,34,0.3926,gvr_cutedsl,12.826,10.790,0.0,1.0,0
flash,512,fp16,34,0.3926,gvr_multicta_cutedsl,11.922,9.249,0.0,1.0,0
flash,512,fp16,34,0.3926,op21_legacy,21.712,18.954,0.0,1.0,0
flash,512,fp16,34,0.3926,op26_1cta,12.915,10.753,0.0,1.0,0
flash,512,fp16,34,0.3926,op26_mc,11.877,9.251,0.0,1.0,0
flash,512,fp16,34,0.3926,op26_r0auto,16.763,14.842,0.0,1.0,0
flash,512,fp16,34,0.3926,op27_hls,22.141,18.936,0.0,1.0,0
flash,512,fp16,34,0.3926,radix_cutedsl,11.947,10.879,0.0,1.0,0
flash,512,fp16,34,0.3926,radix_multi_cuda,38.563,35.419,0.0,1.0,0
flash,512,fp16,34,0.3926,radix_single_cuda,22.640,20.218,0.0,1.0,0
flash,512,fp16,36,0.748,gvr_cutedsl,18.078,15.673,0.0,1.0,0
flash,512,fp16,36,0.748,gvr_multicta_cutedsl,16.254,14.309,0.0,1.0,0
flash,512,fp16,36,0.748,op21_legacy,16.213,14.168,0.0,1.0,0
flash,512,fp16,36,0.748,op26_1cta,17.754,15.670,0.0,1.0,0
flash,512,fp16,36,0.748,op26_mc,16.474,14.323,0.0,1.0,0
flash,512,fp16,36,0.748,op26_r0auto,17.768,16.003,0.0,1.0,0
flash,512,fp16,36,0.748,op27_hls,16.413,14.170,0.0,1.0,0
flash,512,fp16,36,0.748,radix_cutedsl,12.013,10.803,0.0,1.0,0
flash,512,fp16,36,0.748,radix_multi_cuda,38.919,35.472,0.0,1.0,0
flash,512,fp16,36,0.748,radix_single_cuda,22.427,20.223,0.0,1.0,0
flash,512,fp16,38,0.2559,gvr_cutedsl,17.586,15.469,0.0,1.0,0
flash,512,fp16,38,0.2559,gvr_multicta_cutedsl,16.200,13.976,0.0,1.0,0
flash,512,fp16,38,0.2559,op21_legacy,23.782,20.979,0.0,1.0,0
flash,512,fp16,38,0.2559,op26_1cta,17.477,15.471,0.0,1.0,0
flash,512,fp16,38,0.2559,op26_mc,16.198,13.967,0.0,1.0,0
flash,512,fp16,38,0.2559,op26_r0auto,16.813,15.050,0.0,1.0,0
flash,512,fp16,38,0.2559,op27_hls,24.371,20.945,0.0,1.0,0
flash,512,fp16,38,0.2559,radix_cutedsl,11.662,10.756,0.0,1.0,0
flash,512,fp16,38,0.2559,radix_multi_cuda,38.339,35.399,0.0,1.0,0
flash,512,fp16,38,0.2559,radix_single_cuda,22.746,20.338,0.0,1.0,0
flash,512,fp16,40,0.2812,gvr_cutedsl,19.134,17.093,0.0,1.0,0
flash,512,fp16,40,0.2812,gvr_multicta_cutedsl,17.731,15.325,0.0,1.0,0
flash,512,fp16,40,0.2812,op21_legacy,22.618,19.849,0.0,1.0,0
flash,512,fp16,40,0.2812,op26_1cta,19.197,17.064,0.0,1.0,0
flash,512,fp16,40,0.2812,op26_mc,17.813,15.311,0.0,1.0,0
flash,512,fp16,40,0.2812,op26_r0auto,14.168,12.339,0.0,1.0,0
flash,512,fp16,40,0.2812,op27_hls,23.350,19.855,0.0,1.0,0
flash,512,fp16,40,0.2812,radix_cutedsl,12.014,10.842,0.0,1.0,0
flash,512,fp16,40,0.2812,radix_multi_cuda,37.830,34.444,0.0,1.0,0
flash,512,fp16,40,0.2812,radix_single_cuda,22.186,19.718,0.0,1.0,0
flash,512,fp16,42,0.6602,gvr_cutedsl,15.816,13.004,0.0,1.0,0
flash,512,fp16,42,0.6602,gvr_multicta_cutedsl,13.736,11.597,0.0,1.0,0
flash,512,fp16,42,0.6602,op21_legacy,20.749,17.645,0.0,1.0,0
flash,512,fp16,42,0.6602,op26_1cta,15.486,12.996,0.0,1.0,0
flash,512,fp16,42,0.6602,op26_mc,13.923,11.610,0.0,1.0,0
flash,512,fp16,42,0.6602,op26_r0auto,14.368,12.075,0.0,1.0,0
flash,512,fp16,42,0.6602,op27_hls,21.291,17.635,0.0,1.0,0
flash,512,fp16,42,0.6602,radix_cutedsl,11.902,10.744,0.0,1.0,0
flash,512,fp16,42,0.6602,radix_multi_cuda,37.923,34.684,0.0,1.0,0
flash,512,fp16,42,0.6602,radix_single_cuda,22.315,20.167,0.0,1.0,0
flash,512,fp32,2,0.4375,flashinfer_topk,12.091,10.701,0.0,1.0,0
flash,512,fp32,2,0.4375,gvr29_hbe,9.627,7.348,0.0,1.0,0
flash,512,fp32,2,0.4375,gvr_cutedsl,13.136,10.252,0.0,1.0,0
flash,512,fp32,2,0.4375,gvr_multicta_cutedsl,12.739,10.266,0.0,1.0,0
flash,512,fp32,2,0.4375,op21_legacy,16.146,14.370,0.0,1.0,0
flash,512,fp32,2,0.4375,op26_1cta,11.162,8.762,0.0,1.0,0
flash,512,fp32,2,0.4375,op26_mc,12.688,10.254,0.0,1.0,0
flash,512,fp32,2,0.4375,op26_r0auto,11.192,8.752,0.0,1.0,0
flash,512,fp32,2,0.4375,op27_hls,16.086,14.342,0.0,1.0,0
flash,512,fp32,2,0.4375,radix_cutedsl,15.346,14.524,0.0,1.0,0
flash,512,fp32,2,0.4375,radix_multi_cuda,38.669,33.581,0.0,1.0,0
flash,512,fp32,2,0.4375,radix_single_cuda,23.739,19.859,0.0,1.0,0
flash,512,fp32,2,0.4375,sglang_streaming,13.666,12.377,0.0,1.0,0
flash,512,fp32,2,0.4375,sglang_v2,9.413,7.368,0.0,1.0,0
flash,512,fp32,4,0.3262,flashinfer_topk,12.229,10.858,0.0,1.0,0
flash,512,fp32,4,0.3262,gvr29_hbe,10.262,7.827,0.0,1.0,0
flash,512,fp32,4,0.3262,gvr_cutedsl,14.112,11.474,0.0,1.0,0
flash,512,fp32,4,0.3262,gvr_multicta_cutedsl,14.008,11.489,0.0,1.0,0
flash,512,fp32,4,0.3262,op21_legacy,16.682,14.767,0.0,1.0,0
flash,512,fp32,4,0.3262,op26_1cta,11.446,8.946,0.0,1.0,0
flash,512,fp32,4,0.3262,op26_mc,14.075,11.479,0.0,1.0,0
flash,512,fp32,4,0.3262,op26_r0auto,11.501,8.945,0.0,1.0,0
flash,512,fp32,4,0.3262,op27_hls,16.763,14.647,0.0,1.0,0
flash,512,fp32,4,0.3262,radix_cutedsl,15.430,14.627,0.0,1.0,0
flash,512,fp32,4,0.3262,radix_multi_cuda,39.046,33.996,0.0,1.0,0
flash,512,fp32,4,0.3262,radix_single_cuda,24.286,20.344,0.0,1.0,0
flash,512,fp32,4,0.3262,sglang_streaming,13.754,12.458,0.0,1.0,0
flash,512,fp32,4,0.3262,sglang_v2,9.968,7.832,0.0,1.0,0
flash,512,fp32,6,0.5039,flashinfer_topk,12.182,10.979,0.0,1.0,0
flash,512,fp32,6,0.5039,gvr29_hbe,9.955,7.609,0.0,1.0,0
flash,512,fp32,6,0.5039,gvr_cutedsl,15.248,12.791,0.0,1.0,0
flash,512,fp32,6,0.5039,gvr_multicta_cutedsl,15.243,12.794,0.0,1.0,0
flash,512,fp32,6,0.5039,op21_legacy,19.520,17.654,0.0,1.0,0
flash,512,fp32,6,0.5039,op26_1cta,13.762,11.285,0.0,1.0,0
flash,512,fp32,6,0.5039,op26_mc,15.342,12.785,0.0,1.0,0
flash,512,fp32,6,0.5039,op26_r0auto,13.771,11.277,0.0,1.0,0
flash,512,fp32,6,0.5039,op27_hls,19.592,17.662,0.0,1.0,0
flash,512,fp32,6,0.5039,radix_cutedsl,15.384,14.406,0.0,1.0,0
flash,512,fp32,6,0.5039,radix_multi_cuda,38.687,33.917,0.0,1.0,0
flash,512,fp32,6,0.5039,radix_single_cuda,24.333,20.365,0.0,1.0,0
flash,512,fp32,6,0.5039,sglang_streaming,13.768,12.422,0.0,1.0,0
flash,512,fp32,6,0.5039,sglang_v2,9.810,7.617,0.0,1.0,0
flash,512,fp32,8,0.4414,flashinfer_topk,12.325,10.996,0.0,1.0,0
flash,512,fp32,8,0.4414,gvr29_hbe,9.941,7.779,0.0,1.0,0
flash,512,fp32,8,0.4414,gvr_cutedsl,14.168,11.612,0.0,1.0,0
flash,512,fp32,8,0.4414,gvr_multicta_cutedsl,14.110,11.616,0.0,1.0,0
flash,512,fp32,8,0.4414,op21_legacy,16.126,14.271,0.0,1.0,0
flash,512,fp32,8,0.4414,op26_1cta,11.538,9.023,0.0,1.0,0
flash,512,fp32,8,0.4414,op26_mc,14.146,11.614,0.0,1.0,0
flash,512,fp32,8,0.4414,op26_r0auto,11.541,9.018,0.0,1.0,0
flash,512,fp32,8,0.4414,op27_hls,16.010,14.198,0.0,1.0,0
flash,512,fp32,8,0.4414,radix_cutedsl,16.038,15.017,0.0,1.0,0
flash,512,fp32,8,0.4414,radix_multi_cuda,38.982,34.089,0.0,1.0,0
flash,512,fp32,8,0.4414,radix_single_cuda,24.630,20.427,0.0,1.0,0
flash,512,fp32,8,0.4414,sglang_streaming,14.014,12.711,0.0,1.0,0
flash,512,fp32,8,0.4414,sglang_v2,10.075,7.807,0.0,1.0,0
flash,512,fp32,10,0.3008,flashinfer_topk,11.922,10.598,0.0,1.0,0
flash,512,fp32,10,0.3008,gvr29_hbe,10.074,7.487,0.0,1.0,0
flash,512,fp32,10,0.3008,gvr_cutedsl,16.781,14.180,0.0,1.0,0
flash,512,fp32,10,0.3008,gvr_multicta_cutedsl,16.792,14.179,0.0,1.0,0
flash,512,fp32,10,0.3008,op21_legacy,17.261,15.267,0.0,1.0,0
flash,512,fp32,10,0.3008,op26_1cta,11.608,9.066,0.0,1.0,0
flash,512,fp32,10,0.3008,op26_mc,16.702,14.163,0.0,1.0,0
flash,512,fp32,10,0.3008,op26_r0auto,11.712,9.076,0.0,1.0,0
flash,512,fp32,10,0.3008,op27_hls,17.200,15.176,0.0,1.0,0
flash,512,fp32,10,0.3008,radix_cutedsl,15.238,14.369,0.0,1.0,0
flash,512,fp32,10,0.3008,radix_multi_cuda,38.691,33.543,0.0,1.0,0
flash,512,fp32,10,0.3008,radix_single_cuda,23.818,19.818,0.0,1.0,0
flash,512,fp32,10,0.3008,sglang_streaming,13.614,12.301,0.0,1.0,0
flash,512,fp32,10,0.3008,sglang_v2,9.613,7.505,0.0,1.0,0
flash,512,fp32,12,0.3848,flashinfer_topk,12.118,10.686,0.0,1.0,0
flash,512,fp32,12,0.3848,gvr29_hbe,9.798,7.406,0.0,1.0,0
flash,512,fp32,12,0.3848,gvr_cutedsl,16.661,14.082,0.0,1.0,0
flash,512,fp32,12,0.3848,gvr_multicta_cutedsl,16.618,14.084,0.0,1.0,0
flash,512,fp32,12,0.3848,op21_legacy,16.720,14.634,0.0,1.0,0
flash,512,fp32,12,0.3848,op26_1cta,11.370,8.835,0.0,1.0,0
flash,512,fp32,12,0.3848,op26_mc,16.672,14.081,0.0,1.0,0
flash,512,fp32,12,0.3848,op26_r0auto,11.330,8.836,0.0,1.0,0
flash,512,fp32,12,0.3848,op27_hls,16.650,14.529,0.0,1.0,0
flash,512,fp32,12,0.3848,radix_cutedsl,15.259,14.065,0.0,1.0,0
flash,512,fp32,12,0.3848,radix_multi_cuda,38.230,33.474,0.0,1.0,0
flash,512,fp32,12,0.3848,radix_single_cuda,23.160,19.355,0.0,1.0,0
flash,512,fp32,12,0.3848,sglang_streaming,13.509,12.240,0.0,1.0,0
flash,512,fp32,12,0.3848,sglang_v2,9.618,7.409,0.0,1.0,0
flash,512,fp32,14,0.1484,flashinfer_topk,12.086,10.676,0.0,1.0,0
flash,512,fp32,14,0.1484,gvr29_hbe,10.485,8.010,0.0,1.0,0
flash,512,fp32,14,0.1484,gvr_cutedsl,15.333,12.791,0.0,1.0,0
flash,512,fp32,14,0.1484,gvr_multicta_cutedsl,15.382,12.772,0.0,1.0,0
flash,512,fp32,14,0.1484,op21_legacy,19.075,16.827,0.0,1.0,0
flash,512,fp32,14,0.1484,op26_1cta,16.315,13.768,0.0,1.0,0
flash,512,fp32,14,0.1484,op26_mc,15.453,12.792,0.0,1.0,0
flash,512,fp32,14,0.1484,op26_r0auto,16.275,13.764,0.0,1.0,0
flash,512,fp32,14,0.1484,op27_hls,18.808,16.808,0.0,1.0,0
flash,512,fp32,14,0.1484,radix_cutedsl,15.405,14.355,0.0,1.0,0
flash,512,fp32,14,0.1484,radix_multi_cuda,38.635,33.434,0.0,1.0,0
flash,512,fp32,14,0.1484,radix_single_cuda,23.906,19.610,0.0,1.0,0
flash,512,fp32,14,0.1484,sglang_streaming,13.701,12.367,0.0,1.0,0
flash,512,fp32,14,0.1484,sglang_v2,10.474,8.025,0.0,1.0,0
flash,512,fp32,16,0.3301,flashinfer_topk,12.083,10.744,0.0,1.0,0
flash,512,fp32,16,0.3301,gvr29_hbe,9.955,7.441,0.0,1.0,0
flash,512,fp32,16,0.3301,gvr_cutedsl,12.907,10.233,0.0,1.0,0
flash,512,fp32,16,0.3301,gvr_multicta_cutedsl,12.936,10.228,0.0,1.0,0
flash,512,fp32,16,0.3301,op21_legacy,16.755,14.861,0.0,1.0,0
flash,512,fp32,16,0.3301,op26_1cta,11.710,9.041,0.0,1.0,0
flash,512,fp32,16,0.3301,op26_mc,12.933,10.242,0.0,1.0,0
flash,512,fp32,16,0.3301,op26_r0auto,11.698,9.032,0.0,1.0,0
flash,512,fp32,16,0.3301,op27_hls,16.610,14.774,0.0,1.0,0
flash,512,fp32,16,0.3301,radix_cutedsl,15.262,14.237,0.0,1.0,0
flash,512,fp32,16,0.3301,radix_multi_cuda,38.888,33.701,0.0,1.0,0
flash,512,fp32,16,0.3301,radix_single_cuda,23.922,19.820,0.0,1.0,0
flash,512,fp32,16,0.3301,sglang_streaming,13.970,12.602,0.0,1.0,0
flash,512,fp32,16,0.3301,sglang_v2,9.714,7.469,0.0,1.0,0
flash,512,fp32,18,0.4199,flashinfer_topk,12.099,10.801,0.0,1.0,0
flash,512,fp32,18,0.4199,gvr29_hbe,9.984,7.726,0.0,1.0,0
flash,512,fp32,18,0.4199,gvr_cutedsl,10.704,8.400,0.0,1.0,0
flash,512,fp32,18,0.4199,gvr_multicta_cutedsl,10.731,8.386,0.0,1.0,0
flash,512,fp32,18,0.4199,op21_legacy,16.525,14.740,0.0,1.0,0
flash,512,fp32,18,0.4199,op26_1cta,13.709,11.421,0.0,1.0,0
flash,512,fp32,18,0.4199,op26_mc,10.694,8.401,0.0,1.0,0
flash,512,fp32,18,0.4199,op26_r0auto,13.666,11.420,0.0,1.0,0
flash,512,fp32,18,0.4199,op27_hls,16.429,14.645,0.0,1.0,0
flash,512,fp32,18,0.4199,radix_cutedsl,15.704,14.673,0.0,1.0,0
flash,512,fp32,18,0.4199,radix_multi_cuda,39.290,34.230,0.0,1.0,0
flash,512,fp32,18,0.4199,radix_single_cuda,24.056,20.280,0.0,1.0,0
flash,512,fp32,18,0.4199,sglang_streaming,14.078,12.768,0.0,1.0,0
flash,512,fp32,18,0.4199,sglang_v2,9.818,7.766,0.0,1.0,0
flash,512,fp32,20,0.5547,flashinfer_topk,12.227,10.926,0.0,1.0,0
flash,512,fp32,20,0.5547,gvr29_hbe,10.059,7.704,0.0,1.0,0
flash,512,fp32,20,0.5547,gvr_cutedsl,17.539,15.025,0.0,1.0,0
flash,512,fp32,20,0.5547,gvr_multicta_cutedsl,17.501,15.033,0.0,1.0,0
flash,512,fp32,20,0.5547,op21_legacy,18.322,16.679,0.0,1.0,0
flash,512,fp32,20,0.5547,op26_1cta,15.258,12.735,0.0,1.0,0
flash,512,fp32,20,0.5547,op26_mc,17.523,15.025,0.0,1.0,0
flash,512,fp32,20,0.5547,op26_r0auto,15.197,12.733,0.0,1.0,0
flash,512,fp32,20,0.5547,op27_hls,18.155,16.670,0.0,1.0,0
flash,512,fp32,20,0.5547,radix_cutedsl,15.622,14.663,0.0,1.0,0
flash,512,fp32,20,0.5547,radix_multi_cuda,38.963,34.447,0.0,1.0,0
flash,512,fp32,20,0.5547,radix_single_cuda,24.008,20.053,0.0,1.0,0
flash,512,fp32,20,0.5547,sglang_streaming,13.803,12.513,0.0,1.0,0
flash,512,fp32,20,0.5547,sglang_v2,9.797,7.732,0.0,1.0,0
flash,512,fp32,22,0.2598,flashinfer_topk,11.875,10.507,0.0,1.0,0
flash,512,fp32,22,0.2598,gvr29_hbe,10.442,7.747,0.0,1.0,0
flash,512,fp32,22,0.2598,gvr_cutedsl,15.542,13.016,0.0,1.0,0
flash,512,fp32,22,0.2598,gvr_multicta_cutedsl,15.626,13.020,0.0,1.0,0
flash,512,fp32,22,0.2598,op21_legacy,17.947,16.040,0.0,1.0,0
flash,512,fp32,22,0.2598,op26_1cta,15.261,12.745,0.0,1.0,0
flash,512,fp32,22,0.2598,op26_mc,15.646,13.012,0.0,1.0,0
flash,512,fp32,22,0.2598,op26_r0auto,15.195,12.740,0.0,1.0,0
flash,512,fp32,22,0.2598,op27_hls,17.971,15.980,0.0,1.0,0
flash,512,fp32,22,0.2598,radix_cutedsl,15.582,14.432,0.0,1.0,0
flash,512,fp32,22,0.2598,radix_multi_cuda,38.786,33.740,0.0,1.0,0
flash,512,fp32,22,0.2598,radix_single_cuda,24.349,20.211,0.0,1.0,0
flash,512,fp32,22,0.2598,sglang_streaming,13.986,12.646,0.0,1.0,0
flash,512,fp32,22,0.2598,sglang_v2,10.158,7.745,0.0,1.0,0
flash,512,fp32,24,0.1387,flashinfer_topk,12.125,10.794,0.0,1.0,0
flash,512,fp32,24,0.1387,gvr29_hbe,10.085,7.695,0.0,1.0,0
flash,512,fp32,24,0.1387,gvr_cutedsl,18.726,16.113,0.0,1.0,0
flash,512,fp32,24,0.1387,gvr_multicta_cutedsl,18.605,16.107,0.0,1.0,0
flash,512,fp32,24,0.1387,op21_legacy,18.536,16.705,0.0,1.0,0
flash,512,fp32,24,0.1387,op26_1cta,16.394,13.821,0.0,1.0,0
flash,512,fp32,24,0.1387,op26_mc,18.650,16.107,0.0,1.0,0
flash,512,fp32,24,0.1387,op26_r0auto,16.274,13.821,0.0,1.0,0
flash,512,fp32,24,0.1387,op27_hls,18.592,16.666,0.0,1.0,0
flash,512,fp32,24,0.1387,radix_cutedsl,15.610,14.491,0.0,1.0,0
flash,512,fp32,24,0.1387,radix_multi_cuda,38.814,33.784,0.0,1.0,0
flash,512,fp32,24,0.1387,radix_single_cuda,24.189,20.076,0.0,1.0,0
flash,512,fp32,24,0.1387,sglang_streaming,13.794,12.555,0.0,1.0,0
flash,512,fp32,24,0.1387,sglang_v2,10.070,7.687,0.0,1.0,0
flash,512,fp32,26,0.334,flashinfer_topk,12.446,11.178,0.0,1.0,0
flash,512,fp32,26,0.334,gvr29_hbe,10.005,7.704,0.0,1.0,0
flash,512,fp32,26,0.334,gvr_cutedsl,12.395,10.005,0.0,1.0,0
flash,512,fp32,26,0.334,gvr_multicta_cutedsl,12.352,10.002,0.0,1.0,0
flash,512,fp32,26,0.334,op21_legacy,16.771,15.350,0.0,1.0,0
flash,512,fp32,26,0.334,op26_1cta,11.222,8.885,0.0,1.0,0
flash,512,fp32,26,0.334,op26_mc,12.301,9.999,0.0,1.0,0
flash,512,fp32,26,0.334,op26_r0auto,11.219,8.881,0.0,1.0,0
flash,512,fp32,26,0.334,op27_hls,16.702,15.319,0.0,1.0,0
flash,512,fp32,26,0.334,radix_cutedsl,16.120,15.084,0.0,1.0,0
flash,512,fp32,26,0.334,radix_multi_cuda,39.018,34.176,0.0,1.0,0
flash,512,fp32,26,0.334,radix_single_cuda,24.259,19.860,0.0,1.0,0
flash,512,fp32,26,0.334,sglang_streaming,13.854,12.532,0.0,1.0,0
flash,512,fp32,26,0.334,sglang_v2,9.944,7.665,0.0,1.0,0
flash,512,fp32,28,0.5781,flashinfer_topk,12.109,10.782,0.0,1.0,0
flash,512,fp32,28,0.5781,gvr29_hbe,10.021,7.726,0.0,1.0,0
flash,512,fp32,28,0.5781,gvr_cutedsl,19.627,17.181,0.0,1.0,0
flash,512,fp32,28,0.5781,gvr_multicta_cutedsl,19.565,17.161,0.0,1.0,0
flash,512,fp32,28,0.5781,op21_legacy,20.030,18.001,0.0,1.0,0
flash,512,fp32,28,0.5781,op26_1cta,16.283,13.853,0.0,1.0,0
flash,512,fp32,28,0.5781,op26_mc,19.544,17.162,0.0,1.0,0
flash,512,fp32,28,0.5781,op26_r0auto,16.347,13.853,0.0,1.0,0
flash,512,fp32,28,0.5781,op27_hls,20.070,17.950,0.0,1.0,0
flash,512,fp32,28,0.5781,radix_cutedsl,15.696,14.749,0.0,1.0,0
flash,512,fp32,28,0.5781,radix_multi_cuda,39.474,34.537,0.0,1.0,0
flash,512,fp32,28,0.5781,radix_single_cuda,24.205,20.283,0.0,1.0,0
flash,512,fp32,28,0.5781,sglang_streaming,14.045,12.719,0.0,1.0,0
flash,512,fp32,28,0.5781,sglang_v2,9.896,7.736,0.0,1.0,0
flash,512,fp32,30,0.2656,flashinfer_topk,12.210,10.793,0.0,1.0,0
flash,512,fp32,30,0.2656,gvr29_hbe,10.270,8.077,0.0,1.0,0
flash,512,fp32,30,0.2656,gvr_cutedsl,14.685,12.015,0.0,1.0,0
flash,512,fp32,30,0.2656,gvr_multicta_cutedsl,14.661,12.002,0.0,1.0,0
flash,512,fp32,30,0.2656,op21_legacy,17.854,15.510,0.0,1.0,0
flash,512,fp32,30,0.2656,op26_1cta,11.730,9.048,0.0,1.0,0
flash,512,fp32,30,0.2656,op26_mc,14.686,12.021,0.0,1.0,0
flash,512,fp32,30,0.2656,op26_r0auto,11.734,9.055,0.0,1.0,0
flash,512,fp32,30,0.2656,op27_hls,17.826,15.540,0.0,1.0,0
flash,512,fp32,30,0.2656,radix_cutedsl,15.678,14.655,0.0,1.0,0
flash,512,fp32,30,0.2656,radix_multi_cuda,38.827,33.847,0.0,1.0,0
flash,512,fp32,30,0.2656,radix_single_cuda,24.485,20.356,0.0,1.0,0
flash,512,fp32,30,0.2656,sglang_streaming,13.930,12.687,0.0,1.0,0
flash,512,fp32,30,0.2656,sglang_v2,10.534,8.105,0.0,1.0,0
flash,512,fp32,32,0.3691,flashinfer_topk,12.358,11.066,0.0,1.0,0
flash,512,fp32,32,0.3691,gvr29_hbe,10.086,7.596,0.0,1.0,0
flash,512,fp32,32,0.3691,gvr_cutedsl,14.314,11.748,0.0,1.0,0
flash,512,fp32,32,0.3691,gvr_multicta_cutedsl,14.342,11.729,0.0,1.0,0
flash,512,fp32,32,0.3691,op21_legacy,16.843,14.883,0.0,1.0,0
flash,512,fp32,32,0.3691,op26_1cta,11.458,8.800,0.0,1.0,0
flash,512,fp32,32,0.3691,op26_mc,14.331,11.739,0.0,1.0,0
flash,512,fp32,32,0.3691,op26_r0auto,11.448,8.808,0.0,1.0,0
flash,512,fp32,32,0.3691,op27_hls,16.851,14.755,0.0,1.0,0
flash,512,fp32,32,0.3691,radix_cutedsl,15.805,14.646,0.0,1.0,0
flash,512,fp32,32,0.3691,radix_multi_cuda,39.139,33.988,0.0,1.0,0
flash,512,fp32,32,0.3691,radix_single_cuda,24.485,20.150,0.0,1.0,0
flash,512,fp32,32,0.3691,sglang_streaming,13.986,12.666,0.0,1.0,0
flash,512,fp32,32,0.3691,sglang_v2,10.122,7.621,0.0,1.0,0
flash,512,fp32,34,0.3926,flashinfer_topk,12.246,10.924,0.0,1.0,0
flash,512,fp32,34,0.3926,gvr29_hbe,10.371,7.684,0.0,1.0,0
