scenario,K,dtype,N,BS,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,op21_legacy_cold_us,op21_legacy_warm_us,op21_hls_cold_us,op21_hls_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,speedup_vs_base_op21_legacy,speedup_vs_base_op21_hls,speedup_vs_base_radix_cutedsl,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_sglang_streaming,mc_cluster_size
real,1024,fp32,65536,16,25.413,23.283,15.942,13.72,15.059,12.886,21.162,19.797,18.035,15.746,26.56,25.697,1.5941,1.6876,1.2009,1.4091,0.9568,4
real,1024,fp32,65536,32,26.066,23.452,16.95,14.171,16.042,13.401,25.11,23.178,20.268,18.086,26.938,25.841,1.5378,1.6249,1.0381,1.2861,0.9676,2
real,1024,fp32,65536,64,26.899,23.615,22.499,19.958,22.693,20.199,32.406,29.942,21.861,19.094,27.494,26.016,1.1956,1.1853,0.8301,1.2305,0.9784,2
real,1024,fp32,65536,128,29.797,24.452,24.13,20.403,24.375,20.645,60.631,57.373,29.79,24.429,28.621,26.512,1.2349,1.2224,0.4914,1.0002,1.0411,1
real,1024,fp32,65536,256,50.552,37.793,39.456,28.511,39.651,28.649,117.351,112.108,45.818,35.285,45.394,41.93,1.2812,1.2749,0.4308,1.1033,1.1136,1
real,1024,fp32,65536,512,170.423,155.103,86.416,68.09,86.245,68.985,203.343,200.178,89.652,75.377,82.637,79.722,1.9721,1.976,0.8381,1.9009,2.0623,1
real,1024,fp32,65536,1024,287.98,277.574,129.543,114.082,130.234,114.997,400.838,398.058,148.685,135.528,137.859,134.904,2.223,2.2113,0.7184,1.9368,2.0889,1
real,1024,fp32,65536,2048,511.945,504.935,219.392,207.668,220.084,208.887,796.427,793.594,264.167,252.43,263.763,261.117,2.3335,2.3261,0.6428,1.938,1.9409,1
real,1024,fp32,131072,1,26.239,23.987,39.89,37.599,24.264,21.651,19.339,18.479,17.842,16.619,44.49,44.067,0.6578,1.0814,1.3568,1.4706,0.5898,4
real,1024,fp32,131072,2,26.117,23.955,40.099,37.681,24.366,21.746,19.938,19.169,17.865,16.549,44.383,44.12,0.6513,1.0719,1.3099,1.4619,0.5884,4
real,1024,fp32,131072,4,26.269,23.982,40.091,38.062,24.496,22.182,20.278,19.31,17.966,16.582,44.408,44.157,0.6552,1.0724,1.2954,1.4622,0.5915,4
real,1024,fp32,131072,8,26.523,23.998,40.499,38.312,24.606,22.323,20.738,19.332,18.641,16.706,44.411,44.18,0.6549,1.0779,1.279,1.4228,0.5972,4
real,1024,fp32,131072,16,26.974,24.225,40.736,38.291,24.71,22.376,24.653,22.844,19.421,16.95,45.042,44.479,0.6622,1.0916,1.0941,1.3889,0.5989,4
real,1024,fp32,131072,32,27.901,24.38,42.014,39.069,26.047,23.377,31.547,29.051,23.783,20.545,45.405,44.703,0.6641,1.0712,0.8844,1.1731,0.6145,2
real,1024,fp32,131072,64,29.938,24.64,46.149,42.547,38.048,35.315,59.178,55.784,26.871,21.167,45.989,44.9,0.6487,0.7868,0.5059,1.1141,0.651,2
real,1024,fp32,131072,128,38.92,26.414,50.423,45.907,42.298,36.609,102.667,96.25,38.698,26.438,49.33,45.306,0.7719,0.9201,0.3791,1.0057,0.789,1
real,1024,fp32,131072,256,90.096,78.507,136.523,125.378,95.52,84.83,199.386,194.887,85.55,72.378,78.045,74.531,0.6599,0.9432,0.4519,1.0531,1.1544,1
real,1024,fp32,131072,512,185.136,161.667,272.669,251.451,188.146,172.952,360.591,356.065,154.93,143.305,143.946,140.478,0.679,0.984,0.5134,1.195,1.2861,1
real,1024,fp32,131072,1024,297.349,279.014,450.651,435.29,303.516,290.131,685.55,681.748,282.608,273.34,242.207,238.547,0.6598,0.9797,0.4337,1.0522,1.2277,1
real,1024,fp32,131072,2048,542.82,533.596,869.84,853.619,562.76,548.376,1369.838,1366.098,525.656,526.521,466.707,463.062,0.624,0.9646,0.3963,1.0327,1.1631,1
real,1024,fp32,262144,1,39.234,35.932,41.511,39.717,29.875,28.424,19.608,18.837,21.679,20.05,80.234,80.4,0.9451,1.3133,2.0009,1.8098,0.489,4
real,1024,fp32,262144,2,39.296,35.943,41.832,39.934,30.123,28.664,19.573,18.712,21.865,19.983,80.166,80.554,0.9394,1.3045,2.0077,1.7972,0.4902,4
real,1024,fp32,262144,4,39.24,35.938,42.138,40.278,30.823,29.089,20.816,19.633,21.899,20.003,80.157,80.557,0.9312,1.2731,1.8851,1.7919,0.4895,4
real,1024,fp32,262144,8,39.555,35.953,42.653,40.54,31.189,29.228,24.117,22.239,22.613,20.172,80.165,80.606,0.9274,1.2682,1.6401,1.7492,0.4934,4
real,1024,fp32,262144,16,40.392,36.23,43.13,40.627,31.741,29.373,31.258,28.792,23.91,20.422,80.72,80.84,0.9365,1.2725,1.2922,1.6893,0.5004,4
real,1024,fp32,262144,32,41.866,36.423,44.85,41.365,33.802,30.8,58.536,55.218,32.005,26.794,81.219,81.186,0.9335,1.2386,0.7152,1.3081,0.5155,2
real,1024,fp32,262144,64,50.616,36.84,56.547,50.944,56.672,51.272,113.595,108.027,40.087,27.844,82.696,81.397,0.8951,0.8931,0.4456,1.2627,0.6121,2
real,1024,fp32,262144,128,84.581,72.593,70.399,64.383,71.831,65.616,189.842,183.64,84.669,72.51,87.362,82.645,1.2015,1.1775,0.4455,0.999,0.9682,1
real,1024,fp32,262144,256,156.592,141.922,128.079,115.413,128.325,115.442,334.548,328.038,157.458,134.171,139.543,135.774,1.2226,1.2203,0.4681,0.9945,1.1222,1
real,1024,fp32,262144,512,328.282,303.368,254.855,230.797,253.405,230.602,658.822,652.694,287.623,272.217,261.949,257.118,1.2881,1.2955,0.4983,1.1414,1.2532,1
real,1024,fp32,262144,1024,549.731,534.506,413.539,393.039,413.3,392.99,1296.819,1290.31,537.747,527.636,443.777,438.564,1.3293,1.3301,0.4239,1.0223,1.2388,1
real,1024,fp32,262144,2048,1001.257,980.649,727.176,700.683,720.472,701.515,2583.379,2577.897,1002.825,987.15,871.69,856.538,1.3769,1.3897,0.3876,0.9984,1.1486,1
real,1024,fp32,524288,2,66.717,61.519,25.467,23.618,24.222,22.647,19.87,18.684,29.633,27.404,150.912,152.377,2.6197,2.7544,3.3577,2.2514,0.4421,4
real,1024,fp32,524288,4,66.742,61.502,26.072,24.069,24.93,23.113,24.182,22.383,30.061,27.426,150.827,152.419,2.5599,2.6772,2.76,2.2202,0.4425,4
real,1024,fp32,524288,8,67.182,61.582,26.71,24.323,25.469,23.3,31.069,28.533,30.947,27.629,150.853,152.442,2.5152,2.6378,2.1623,2.1709,0.4453,4
real,1024,fp32,524288,16,68.392,61.857,27.331,24.392,25.899,23.388,57.699,54.439,33.21,27.936,151.374,152.697,2.5024,2.6407,1.1853,2.0594,0.4518,4
real,1024,fp32,524288,32,76.85,62.054,30.398,25.158,28.744,24.154,112.811,106.692,52.071,40.606,152.288,153.164,2.5281,2.6736,0.6812,1.4759,0.5046,2
real,1024,fp32,524288,64,112.514,101.277,62.651,60.639,62.925,61.504,196.205,192.72,86.79,75.559,153.675,152.544,1.7959,1.7881,0.5735,1.2964,0.7322,2
real,1024,fp32,1048576,2,122.149,113.45,37.653,35.67,36.608,34.591,23.469,21.711,46.632,43.001,290.65,294.442,3.2441,3.3367,5.2047,2.6194,0.4203,4
real,1024,fp32,1048576,4,122.109,113.519,38.19,36.001,37.142,34.901,30.741,28.332,46.89,43.067,290.487,294.487,3.1974,3.2876,3.9722,2.6042,0.4204,4
real,1024,fp32,1048576,8,122.434,113.647,38.853,36.262,37.659,35.095,57.831,54.77,48.248,43.284,290.687,294.54,3.1512,3.2511,2.1171,2.5376,0.4212,4
real,1024,fp32,1048576,16,137.691,119.078,40.315,36.337,38.48,35.201,112.949,107.566,57.565,45.64,291.103,294.875,3.4154,3.5782,1.2191,2.3919,0.473,4
real,1024,fp32,1048576,32,185.541,176.074,45.192,40.918,42.264,38.933,221.965,217.518,109.614,97.981,292.114,292.074,4.1056,4.39,0.8359,1.6927,0.6352,2
real,1024,fp32,1048576,64,206.747,192.59,112.136,110.401,112.447,110.993,437.242,433.395,159.332,137.69,293.335,292.738,1.8437,1.8386,0.4728,1.2976,0.7048,2
real,2048,bf16,8192,1,14.522,13.14,12.517,11.447,12.574,11.437,7.099,6.375,14.425,13.272,,,1.1602,1.1549,2.0456,1.0067,,1
real,2048,bf16,8192,2,14.232,13.104,12.773,11.448,12.536,11.396,6.982,6.385,14.416,13.266,,,1.1142,1.1353,2.0384,0.9872,,1
real,2048,bf16,8192,4,14.138,13.103,12.558,11.416,12.517,11.414,6.978,6.371,14.341,13.233,,,1.1258,1.1295,2.0261,0.9858,,1
real,2048,bf16,8192,8,14.274,13.097,12.56,11.419,12.626,11.411,6.992,6.378,14.354,13.224,,,1.1365,1.1305,2.0415,0.9944,,1
real,2048,bf16,8192,16,14.274,13.103,12.59,11.422,12.546,11.398,7.078,6.386,14.308,13.224,,,1.1338,1.1377,2.0167,0.9976,,1
real,2048,bf16,8192,32,14.384,13.112,12.606,11.444,12.642,11.44,7.141,6.424,14.392,13.226,,,1.141,1.1378,2.0143,0.9994,,1
real,2048,bf16,8192,64,14.61,13.339,12.856,11.629,12.912,11.589,7.304,6.475,14.729,13.468,,,1.1364,1.1315,2.0003,0.9919,,1
real,2048,bf16,8192,128,15.038,13.62,13.352,11.89,13.338,11.832,7.549,6.589,15.139,13.761,,,1.1263,1.1275,1.9921,0.9933,,1
real,2048,bf16,8192,256,18.688,17.005,18.338,15.521,18.322,15.461,13.39,11.777,18.468,17.019,,,1.0191,1.02,1.3957,1.0119,,1
real,2048,bf16,8192,512,32.941,30.725,31.507,28.058,31.402,27.928,24.525,22.165,32.965,30.781,,,1.0455,1.049,1.3432,0.9993,,1
real,2048,bf16,8192,1024,51.989,49.287,48.014,43.674,48.144,43.649,41.651,37.702,52.075,49.266,,,1.0828,1.0799,1.2482,0.9983,,1
real,2048,bf16,8192,2048,96.584,91.975,85.591,79.679,85.221,79.367,81.066,73.678,96.536,92.022,,,1.1284,1.1333,1.1914,1.0005,,1
real,2048,bf16,16384,1,15.174,14.127,16.626,14.243,16.006,14.333,10.274,9.739,14.822,13.793,,,0.9127,0.948,1.4769,1.0237,,1
real,2048,bf16,16384,2,15.35,14.14,16.147,14.223,16.018,14.373,10.318,9.776,15.303,13.823,,,0.9506,0.9583,1.4877,1.0031,,1
real,2048,bf16,16384,4,15.682,14.131,16.048,14.243,16.008,14.328,10.338,9.791,15.201,13.832,,,0.9772,0.9796,1.5169,1.0316,,1
real,2048,bf16,16384,8,15.182,14.131,15.89,14.26,15.803,14.272,10.33,9.793,14.796,13.802,,,0.9554,0.9607,1.4697,1.0261,,1
real,2048,bf16,16384,16,15.214,14.121,15.835,14.246,15.837,14.27,10.368,9.788,14.887,13.771,,,0.9608,0.9607,1.4674,1.022,,1
real,2048,bf16,16384,32,15.398,14.142,15.936,14.307,16.003,14.36,10.413,9.837,15.07,13.831,,,0.9662,0.9622,1.4787,1.0218,,1
real,2048,bf16,16384,64,15.621,14.366,16.096,14.448,16.005,14.449,10.664,9.903,15.179,14.034,,,0.9705,0.976,1.4648,1.0291,,1
real,2048,bf16,16384,128,16.338,14.701,16.813,14.698,16.626,14.671,11.234,10.046,16.043,14.332,,,0.9717,0.9827,1.4543,1.0184,,1
real,2048,bf16,16384,256,21.566,19.263,26.27,20.758,26.085,20.666,20.282,18.565,21.258,18.989,,,0.8209,0.8268,1.0633,1.0145,,1
real,2048,bf16,16384,512,38.355,35.283,46.528,37.676,45.87,37.27,38.072,35.549,36.999,33.971,,,0.8243,0.8362,1.0074,1.0366,,1
real,2048,bf16,16384,1024,60.811,56.197,73.135,59.699,72.685,59.048,64.959,60.79,58.722,54.862,,,0.8315,0.8366,0.9361,1.0356,,1
real,2048,bf16,16384,2048,111.063,107.744,133.682,128.113,132.714,126.902,126.699,119.858,107.679,104.741,,,0.8308,0.8369,0.8766,1.0314,,1
real,2048,bf16,32768,1,16.661,15.567,19.726,18.446,20.045,18.517,14.819,13.942,16.962,15.784,,,0.8446,0.8312,1.1243,0.9823,,1
real,2048,bf16,32768,2,17.123,15.537,19.496,18.468,20.218,18.51,14.963,14.063,16.857,15.77,,,0.8783,0.8469,1.1444,1.0158,,1
real,2048,bf16,32768,4,16.962,15.551,19.419,18.449,19.987,18.494,15.304,14.218,17.308,15.762,,,0.8735,0.8487,1.1083,0.98,,1
real,2048,bf16,32768,8,16.755,15.548,19.491,18.431,19.962,18.422,15.675,14.71,17.045,15.801,,,0.8596,0.8393,1.0689,0.983,,1
real,2048,bf16,32768,16,16.778,15.559,19.619,18.445,19.997,18.426,15.968,14.855,17.125,15.799,,,0.8552,0.839,1.0507,0.9797,,1
real,2048,bf16,32768,32,17.006,15.605,19.843,18.486,20.085,18.502,16.125,14.928,17.23,15.85,,,0.857,0.8467,1.0546,0.987,,1
real,2048,bf16,32768,64,17.563,15.834,20.398,18.664,20.747,18.65,15.907,14.906,17.783,16.072,,,0.861,0.8465,1.1041,0.9876,,1
real,2048,bf16,32768,128,18.674,16.19,21.118,18.938,21.429,18.92,16.739,15.098,18.945,16.464,,,0.8843,0.8714,1.1156,0.9857,,1
real,2048,bf16,32768,256,27.074,23.606,36.808,27.638,36.466,27.383,30.758,28.543,27.273,23.977,,,0.7355,0.7424,0.8802,0.9927,,1
real,2048,bf16,32768,512,46.926,41.189,66.322,49.969,65.802,49.67,59.005,55.251,46.83,41.364,,,0.7075,0.7131,0.7953,1.002,,1
real,2048,bf16,32768,1024,74.244,67.553,108.229,88.555,107.272,89.571,102.248,95.447,74.003,67.676,,,0.686,0.6921,0.7261,1.0033,,1
real,2048,bf16,32768,2048,134.098,130.949,200.903,194.901,200.229,194.482,199.973,196.923,134.672,131.819,,,0.6675,0.6697,0.6706,0.9957,,1
real,2048,bf16,65536,1,21.093,19.789,15.726,14.282,15.45,13.961,14.405,13.62,19.196,17.335,,,1.3413,1.3652,1.4643,1.0988,,4
real,2048,bf16,65536,2,20.885,19.759,15.88,14.308,15.744,14.191,15.157,14.034,18.656,17.387,,,1.3152,1.3265,1.3779,1.1195,,4
real,2048,bf16,65536,4,21.014,19.732,16.136,14.485,16.07,14.522,15.2,14.04,19.026,17.399,,,1.3023,1.3077,1.3825,1.1045,,4
real,2048,bf16,65536,8,21.024,19.725,16.325,14.753,16.267,14.779,15.315,14.323,19.173,17.529,,,1.2878,1.2924,1.3728,1.0965,,4
real,2048,bf16,65536,16,21.245,19.736,16.459,14.81,16.44,14.795,15.768,14.565,19.468,17.575,,,1.2908,1.2923,1.3473,1.0913,,4
real,2048,bf16,65536,32,21.541,19.801,17.298,15.249,17.291,15.333,18.726,17.392,20.65,18.969,,,1.2453,1.2458,1.1503,1.0431,,2
real,2048,bf16,65536,64,22.237,20.01,23.226,21.021,23.109,20.944,24.445,22.688,21.521,19.38,,,0.9574,0.9623,0.9097,1.0333,,2
real,2048,bf16,65536,128,23.776,20.374,24.834,21.345,24.574,21.277,27.024,25.085,24.376,20.951,,,0.9574,0.9675,0.8798,0.9754,,1
real,2048,bf16,65536,256,40.282,33.816,51.997,39.295,51.701,39.045,51.511,48.17,41.067,34.843,,,0.7747,0.7791,0.782,0.9809,,1
real,2048,bf16,65536,512,70.728,58.943,95.887,72.776,95.482,71.437,101.2,94.414,71.701,60.328,,,0.7376,0.7407,0.6989,0.9864,,1
real,2048,bf16,65536,1024,112.247,106.294,153.482,146.819,152.903,146.27,176.608,170.759,114.53,109.011,,,0.7313,0.7341,0.6356,0.9801,,1
real,2048,bf16,65536,2048,201.991,196.294,285.621,279.151,284.676,278.061,344.702,338.636,207.072,202.106,,,0.7072,0.7095,0.586,0.9755,,1
real,2048,bf16,131072,1,29.006,27.208,20.589,17.938,19.959,17.552,14.88,14.081,19.474,17.93,,,1.4088,1.4533,1.9493,1.4895,,4
real,2048,bf16,131072,2,28.829,27.152,20.351,17.91,20.077,17.846,15.19,14.364,19.321,18.024,,,1.4166,1.4359,1.8979,1.4921,,4
real,2048,bf16,131072,4,28.498,27.126,20.344,18.11,20.28,17.847,15.848,14.671,19.375,18.016,,,1.4008,1.4052,1.7982,1.4709,,4
real,2048,bf16,131072,8,28.646,27.128,21.347,19.043,21.011,18.968,16.32,14.993,19.606,18.134,,,1.3419,1.3634,1.7553,1.4611,,4
real,2048,bf16,131072,16,28.829,27.137,21.485,19.128,21.496,19.002,18.968,17.766,19.755,18.178,,,1.3418,1.3411,1.5199,1.4593,,4
real,2048,bf16,131072,32,29.414,27.226,22.67,19.799,22.542,19.651,24.95,23.254,24.885,22.546,,,1.2975,1.3049,1.1789,1.182,,2
real,2048,bf16,131072,64,30.482,27.497,34.576,31.747,34.478,31.73,36.698,34.382,25.929,23.018,,,0.8816,0.8841,0.8306,1.1756,,2
real,2048,bf16,131072,128,33.125,27.897,36.848,32.181,36.845,32.156,70.019,66.705,34.501,28.967,,,0.899,0.899,0.4731,0.9601,,1
real,2048,bf16,131072,256,60.554,49.287,76.981,60.035,76.635,59.951,136.899,131.101,63.333,52.337,,,0.7866,0.7902,0.4423,0.9561,,1
real,2048,bf16,131072,512,128.664,98.755,142.107,132.647,141.149,131.856,237.223,235.222,141.66,103.608,,,0.9054,0.9115,0.5424,0.9083,,1
real,2048,bf16,131072,1024,199.712,178.281,234.869,226.816,233.813,226.456,469.538,467.221,226.241,175.524,,,0.8503,0.8542,0.4253,0.8827,,1
real,2048,bf16,131072,2048,342.768,323.342,439.876,433.157,437.81,430.674,933.936,931.374,366.269,329.718,,,0.7792,0.7829,0.367,0.9358,,1
real,2048,bf16,262144,1,52.683,50.647,21.226,18.877,20.992,18.383,14.723,13.877,27.766,25.979,,,2.482,2.5097,3.5783,1.8974,,4
real,2048,bf16,262144,2,52.155,50.63,21.173,18.981,21.091,18.714,14.885,13.96,27.599,26.067,,,2.4633,2.4729,3.5039,1.8897,,4
real,2048,bf16,262144,4,52.264,50.618,21.378,19.045,21.123,18.752,15.726,14.394,27.874,26.124,,,2.4448,2.4743,3.3234,1.875,,4
real,2048,bf16,262144,8,52.39,50.646,21.776,19.26,21.514,19.023,18.602,17.28,28.13,26.294,,,2.4059,2.4352,2.8164,1.8624,,4
real,2048,bf16,262144,16,52.891,50.616,24.184,20.819,23.875,20.598,24.355,22.645,28.633,26.347,,,2.187,2.2153,2.1717,1.8472,,4
real,2048,bf16,262144,32,53.656,50.716,25.307,21.42,25.208,21.316,35.736,33.317,39.811,36.71,,,2.1202,2.1285,1.5015,1.3478,,2
real,2048,bf16,262144,64,55.255,51.037,50.618,47.074,50.471,47.04,67.798,64.397,41.864,37.16,,,1.0916,1.0948,0.815,1.3199,,2
real,2048,bf16,262144,128,61.184,51.611,54.157,47.583,54.184,47.5,123.856,115.932,65.138,54.657,,,1.1298,1.1292,0.494,0.9393,,1
real,2048,bf16,262144,256,145.346,131.649,125.287,115.991,124.765,115.326,242.138,238.103,159.789,147.216,,,1.1601,1.165,0.6003,0.9096,,1
real,2048,bf16,262144,512,298.263,252.393,216.802,207.74,215.944,206.768,440.945,437.937,308.547,266.825,,,1.3757,1.3812,0.6764,0.9667,,1
real,2048,bf16,262144,1024,482.242,443.303,363.944,354.369,362.69,352.869,839.403,836.623,502.559,462.562,,,1.325,1.3296,0.5745,0.9596,,1
real,2048,bf16,262144,2048,888.814,868.078,682.254,673.114,680.956,670.491,1673.341,1669.829,932.264,909.67,,,1.3028,1.3052,0.5312,0.9534,,1
real,2048,bf16,524288,2,90.741,88.402,148.181,138.386,31.597,26.32,15.218,14.002,38.913,36.849,,,0.6124,2.8718,5.9627,2.3319,,4
real,2048,bf16,524288,4,90.535,88.353,148.482,138.779,31.384,26.288,17.832,16.572,38.96,36.781,,,0.6097,2.8848,5.0771,2.3238,,4
real,2048,bf16,524288,8,90.832,88.394,148.899,139.066,31.914,26.605,23.152,21.464,39.45,36.996,,,0.61,2.8461,3.9233,2.3025,,4
real,2048,bf16,524288,16,91.183,88.354,288.405,275.983,59.499,51.713,33.362,31.203,40.177,37.021,,,0.3162,1.5325,2.7331,2.2695,,4
real,2048,bf16,524288,32,92.384,88.519,153.293,140.912,40.282,34.751,63.563,60.127,62.088,57.319,,,0.6027,2.2934,1.4534,1.488,,2
real,2048,bf16,524288,64,96.323,88.694,162.493,154.441,94.867,88.609,123.709,118.108,67.417,57.79,,,0.5928,1.0153,0.7786,1.4288,,2
real,2048,bf16,1048576,2,91.674,88.624,27.949,23.755,27.648,23.366,17.974,16.586,36.309,33.434,,,3.28,3.3158,5.1004,2.5248,,4
real,2048,bf16,1048576,4,92.075,88.626,28.198,23.823,28.342,23.468,22.962,21.261,36.636,33.438,,,3.2653,3.2487,4.0099,2.5132,,4
real,2048,bf16,1048576,8,92.083,88.657,28.766,24.086,28.386,23.703,33.234,31.0,37.224,33.663,,,3.2011,3.244,2.7707,2.4738,,4
real,2048,bf16,1048576,16,92.613,88.639,48.374,39.814,47.104,38.891,63.304,59.882,38.139,33.708,,,1.9145,1.9661,1.463,2.4283,,4
real,2048,bf16,1048576,32,95.197,88.753,69.442,55.74,68.139,54.002,123.757,117.544,64.619,53.892,,,1.3709,1.3971,0.7692,1.4732,,2
real,2048,bf16,1048576,64,108.938,100.711,161.731,159.401,161.829,159.272,243.311,239.303,84.415,73.433,,,0.6736,0.6732,0.4477,1.2905,,2
real,2048,fp16,8192,1,14.906,13.383,12.301,10.907,12.413,10.982,6.458,5.855,14.852,13.522,,,1.2118,1.2008,2.3081,1.0036,,1
real,2048,fp16,8192,2,14.611,13.332,12.048,10.874,12.248,10.939,6.731,5.918,14.777,13.511,,,1.2127,1.1929,2.1707,0.9888,,1
real,2048,fp16,8192,4,14.635,13.356,12.229,10.909,12.309,10.962,6.739,5.907,14.78,13.49,,,1.1967,1.189,2.1717,0.9902,,1
real,2048,fp16,8192,8,14.691,13.381,12.298,10.918,12.336,10.961,6.834,5.935,14.825,13.531,,,1.1946,1.1909,2.1497,0.991,,1
real,2048,fp16,8192,16,14.771,13.596,12.442,11.155,12.517,11.188,6.976,6.297,14.937,13.742,,,1.1872,1.1801,2.1174,0.9889,,1
real,2048,fp16,8192,32,14.918,13.822,12.488,11.316,12.651,11.386,7.029,6.356,15.017,13.966,,,1.1946,1.1792,2.1224,0.9934,,1
real,2048,fp16,8192,64,15.24,13.997,12.741,11.452,12.821,11.538,7.254,6.405,15.331,14.148,,,1.1961,1.1887,2.1009,0.9941,,1
real,2048,fp16,8192,128,15.661,14.323,13.222,11.716,13.288,11.798,7.504,6.49,15.868,14.509,,,1.1845,1.1786,2.087,0.987,,1
real,2048,fp16,8192,256,19.589,17.834,18.186,15.358,18.165,15.293,13.21,11.634,19.437,17.837,,,1.0771,1.0784,1.4829,1.0078,,1
real,2048,fp16,8192,512,34.557,32.421,31.421,27.844,31.315,27.724,24.354,21.893,34.512,32.416,,,1.0998,1.1035,1.4189,1.0013,,1
real,2048,fp16,8192,1024,54.725,52.018,47.706,43.6,47.874,43.38,41.216,37.285,54.73,52.031,,,1.1471,1.1431,1.3278,0.9999,,1
real,2048,fp16,8192,2048,101.584,97.04,85.035,79.416,84.744,78.885,80.354,72.915,101.759,97.134,,,1.1946,1.1987,1.2642,0.9983,,1
real,2048,fp16,16384,1,14.774,13.518,14.661,13.549,14.966,13.551,9.99,9.206,14.392,13.156,,,1.0077,0.9872,1.4789,1.0265,,1
real,2048,fp16,16384,2,14.542,13.434,15.0,13.543,14.97,13.51,10.011,9.244,14.482,13.108,,,0.9695,0.9714,1.4526,1.0041,,1
real,2048,fp16,16384,4,14.766,13.479,14.75,13.516,14.992,13.546,10.069,9.228,14.337,13.17,,,1.0011,0.9849,1.4665,1.0299,,1
real,2048,fp16,16384,8,14.808,13.483,14.699,13.511,14.918,13.523,10.05,9.24,14.463,13.15,,,1.0074,0.9926,1.4734,1.0239,,1
real,2048,fp16,16384,16,14.918,13.697,14.982,13.774,15.042,13.78,10.235,9.61,14.557,13.351,,,0.9957,0.9918,1.4575,1.0248,,1
real,2048,fp16,16384,32,15.078,13.932,15.426,13.98,15.191,13.956,10.296,9.664,14.705,13.595,,,0.9774,0.9926,1.4645,1.0254,,1
real,2048,fp16,16384,64,15.362,14.099,15.574,14.097,15.442,14.107,10.539,9.738,14.968,13.743,,,0.9864,0.9948,1.4576,1.0263,,1
real,2048,fp16,16384,128,16.126,14.419,16.262,14.405,16.192,14.368,11.059,9.878,15.757,14.038,,,0.9916,0.9959,1.4582,1.0234,,1
real,2048,fp16,16384,256,20.955,18.805,25.685,20.215,25.666,20.127,20.051,18.387,20.919,18.644,,,0.8158,0.8164,1.0451,1.0017,,1
real,2048,fp16,16384,512,37.182,34.353,45.32,36.648,44.978,36.317,37.6,35.216,36.431,33.514,,,0.8204,0.8267,0.9889,1.0206,,1
real,2048,fp16,16384,1024,58.848,54.689,71.483,57.977,70.869,57.319,64.319,60.499,57.773,53.811,,,0.8232,0.8304,0.9149,1.0186,,1
real,2048,fp16,16384,2048,107.842,104.776,130.297,124.654,129.382,123.737,125.997,119.369,105.8,102.962,,,0.8277,0.8335,0.8559,1.0193,,1
real,2048,fp16,32768,1,16.21,14.925,18.974,17.902,19.155,17.877,14.602,13.623,16.399,15.363,,,0.8543,0.8463,1.1101,0.9885,,1
real,2048,fp16,32768,2,16.374,14.877,19.154,17.88,18.891,17.832,15.042,13.856,16.83,15.315,,,0.8549,0.8668,1.0886,0.9729,,1
real,2048,fp16,32768,4,16.034,14.877,19.158,17.872,18.942,17.837,15.099,14.075,16.523,15.29,,,0.8369,0.8465,1.0619,0.9704,,1
real,2048,fp16,32768,8,16.003,14.883,19.206,17.882,18.989,17.836,15.536,14.384,16.447,15.34,,,0.8332,0.8428,1.0301,0.973,,1
real,2048,fp16,32768,16,16.374,15.139,19.371,18.134,19.25,18.09,15.55,14.41,16.857,15.583,,,0.8453,0.8506,1.053,0.9713,,1
real,2048,fp16,32768,32,16.83,15.359,19.605,18.33,19.602,18.287,15.898,14.696,17.174,15.816,,,0.8585,0.8586,1.0586,0.98,,1
real,2048,fp16,32768,64,17.274,15.533,20.182,18.474,20.13,18.443,15.384,14.308,17.748,15.998,,,0.8559,0.8581,1.1229,0.9733,,1
real,2048,fp16,32768,128,18.413,15.9,21.037,18.815,21.227,18.777,16.059,14.517,18.925,16.403,,,0.8753,0.8674,1.1466,0.9729,,1
real,2048,fp16,32768,256,26.666,23.187,36.533,27.258,36.17,27.008,29.639,27.441,27.08,23.82,,,0.7299,0.7372,0.8997,0.9847,,1
real,2048,fp16,32768,512,45.536,40.16,65.741,49.417,65.117,49.034,56.571,53.041,46.54,40.913,,,0.6927,0.6993,0.8049,0.9784,,1
real,2048,fp16,32768,1024,72.479,66.008,107.464,88.101,106.552,88.755,98.482,91.504,73.315,66.921,,,0.6744,0.6802,0.736,0.9886,,1
real,2048,fp16,32768,2048,131.312,128.477,198.946,192.809,198.269,192.425,192.338,189.36,133.484,130.401,,,0.66,0.6623,0.6827,0.9837,,1
real,2048,fp16,65536,1,21.011,19.637,15.224,13.659,15.096,13.659,14.464,13.525,19.351,17.479,,,1.3801,1.3918,1.4526,1.0858,,4
real,2048,fp16,65536,2,21.128,19.665,15.709,14.08,15.51,13.862,14.91,13.948,19.084,17.606,,,1.345,1.3622,1.417,1.1071,,4
real,2048,fp16,65536,4,21.051,19.652,16.061,14.46,16.082,14.574,15.003,13.973,19.284,17.621,,,1.3107,1.309,1.4031,1.0916,,4
real,2048,fp16,65536,8,21.058,19.647,16.232,14.619,16.176,14.755,15.291,14.332,19.401,17.757,,,1.2973,1.3018,1.3771,1.0854,,4
