scenario,K,dtype,N,BS,hr,layer,gvr_ms_auto_cold_us,gvr_ms_auto_warm_us,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,op21_cold_speedup_vs_gvr_cutedsl,op21_cold_speedup_vs_gvr_multicta_cutedsl,op21_cold_speedup_vs_radix_cutedsl,op21_cold_speedup_vs_sglang_streaming
best,1024,fp32,131072,256,0.9004,26,135.159,124.077,93.896,82.244,89.201,75.909,198.558,193.642,77.957,74.645,0.695,0.66,1.469,0.577
best,1024,fp32,131072,512,0.9004,26,265.43,250.164,180.311,160.966,160.328,147.98,359.563,354.959,143.945,140.429,0.679,0.604,1.355,0.542
best,1024,fp32,131072,1024,0.9004,26,446.133,430.321,299.396,286.501,293.985,277.213,681.309,676.974,241.964,238.343,0.671,0.659,1.527,0.542
best,1024,fp32,131072,2048,0.9004,26,864.513,845.57,557.29,546.823,544.811,541.575,1357.003,1352.257,465.939,462.402,0.645,0.63,1.57,0.539
best,1024,fp32,262144,1,0.9004,58,65.026,61.339,44.717,41.052,27.606,25.599,19.538,18.819,80.596,80.255,0.688,0.425,0.3,1.239
best,1024,fp32,262144,2,0.9004,58,64.901,61.458,44.507,41.027,27.675,25.724,19.698,18.76,80.407,80.416,0.686,0.426,0.304,1.239
best,1024,fp32,262144,4,0.9004,58,64.274,61.811,44.687,41.061,28.091,26.076,20.368,19.123,80.418,80.445,0.695,0.437,0.317,1.251
best,1024,fp32,262144,8,0.9004,58,64.367,61.969,44.992,41.176,28.624,26.203,24.458,22.71,80.379,80.523,0.699,0.445,0.38,1.249
best,1024,fp32,262144,16,0.9004,58,64.592,61.893,45.843,41.527,29.851,26.303,31.319,28.993,80.679,80.909,0.71,0.462,0.485,1.249
best,1024,fp32,262144,32,0.9004,58,65.931,62.787,47.277,41.679,37.235,31.667,58.458,55.224,81.159,81.211,0.717,0.565,0.887,1.231
best,1024,fp32,262144,64,0.9004,58,76.379,72.227,56.365,42.127,45.757,34.277,113.557,108.454,82.81,81.383,0.738,0.599,1.487,1.084
best,1024,fp32,262144,128,0.9004,58,129.407,123.124,89.848,77.477,89.807,77.664,192.524,186.416,87.307,82.639,0.694,0.694,1.488,0.675
best,1024,fp32,262144,256,0.9004,58,247.779,231.898,163.615,148.746,164.063,141.187,339.571,333.685,139.364,135.698,0.66,0.662,1.37,0.562
best,1024,fp32,262144,512,0.9004,58,489.237,455.186,328.729,309.52,294.855,278.491,670.69,664.823,261.986,256.883,0.672,0.603,1.371,0.536
best,1024,fp32,262144,1024,0.9004,58,892.672,872.068,568.437,548.57,560.848,547.091,1331.474,1326.023,443.446,438.353,0.637,0.628,1.492,0.497
best,1024,fp32,262144,2048,0.9004,58,1667.217,1627.505,1028.383,1012.098,1035.589,1023.433,2625.763,2620.999,865.533,856.279,0.617,0.621,1.575,0.519
best,1024,fp32,524288,2,0.9004,26,84.947,82.874,74.304,69.039,38.029,35.661,20.027,18.774,149.747,151.329,0.875,0.448,0.236,1.763
best,1024,fp32,524288,4,0.9004,26,85.187,83.153,74.379,69.055,38.784,36.001,23.896,22.223,149.699,151.365,0.873,0.455,0.281,1.757
best,1024,fp32,524288,8,0.9004,26,85.8,83.428,74.859,69.13,39.683,36.223,30.674,28.15,149.734,151.471,0.872,0.463,0.358,1.745
best,1024,fp32,524288,16,0.9004,26,86.227,83.5,76.19,69.372,41.91,36.376,57.568,53.929,150.398,151.745,0.884,0.486,0.668,1.744
best,1024,fp32,524288,32,0.9004,26,91.264,84.525,84.778,69.624,59.37,47.309,111.157,105.071,151.208,152.253,0.929,0.651,1.218,1.657
best,1024,fp32,524288,64,0.9004,26,109.494,107.608,120.952,109.479,94.728,83.59,200.77,196.326,152.81,151.48,1.105,0.865,1.834,1.396
best,1024,fp32,1048576,2,0.9004,46,178.782,175.492,118.072,109.377,42.45,38.774,23.574,21.939,289.299,293.166,0.66,0.237,0.132,1.618
best,1024,fp32,1048576,4,0.9004,46,178.146,175.83,118.294,109.409,43.146,39.097,30.386,27.97,289.285,293.194,0.664,0.242,0.171,1.624
best,1024,fp32,1048576,8,0.9004,46,178.646,176.164,118.832,109.519,44.467,39.399,57.378,54.077,289.301,293.302,0.665,0.249,0.321,1.619
best,1024,fp32,1048576,16,0.9004,46,180.699,176.273,135.942,119.588,51.472,39.61,111.602,106.0,289.885,293.456,0.752,0.285,0.618,1.604
best,1024,fp32,1048576,32,0.9004,46,261.226,254.986,181.552,172.023,105.915,94.464,219.773,214.522,290.966,290.842,0.695,0.405,0.841,1.114
best,1024,fp32,1048576,64,0.9004,46,319.245,317.805,203.259,188.742,153.366,134.167,431.989,427.122,292.293,291.653,0.637,0.48,1.353,0.916
best,2048,bf16,8192,1,0.8999,0,24.56,16.308,14.118,12.759,14.274,12.841,6.85,6.033,,,0.575,0.581,0.279,
best,2048,bf16,8192,2,0.8999,0,23.832,16.027,14.04,12.731,14.21,12.824,6.832,6.044,,,0.589,0.596,0.287,
best,2048,bf16,8192,4,0.8999,0,22.683,16.001,14.162,12.746,14.238,12.84,6.917,6.083,,,0.624,0.628,0.305,
best,2048,bf16,8192,8,0.8999,0,22.418,16.052,14.107,12.763,14.227,12.863,6.978,6.081,,,0.629,0.635,0.311,
best,2048,bf16,8192,16,0.8999,0,21.15,16.243,14.275,12.98,14.408,13.085,7.126,6.453,,,0.675,0.681,0.337,
best,2048,bf16,8192,32,0.8999,0,21.29,16.374,14.448,13.192,14.522,13.316,7.224,6.525,,,0.679,0.682,0.339,
best,2048,bf16,8192,64,0.8999,0,21.565,16.424,14.645,13.369,14.755,13.461,7.368,6.567,,,0.679,0.684,0.342,
best,2048,bf16,8192,128,0.8999,0,22.032,16.82,15.165,13.705,15.275,13.818,7.693,6.686,,,0.688,0.693,0.349,
best,2048,bf16,8192,256,0.8999,0,25.738,22.979,18.744,17.082,18.763,17.11,13.474,11.907,,,0.728,0.729,0.523,
best,2048,bf16,8192,512,0.8999,0,47.778,42.463,33.056,30.902,33.067,30.915,24.786,22.229,,,0.692,0.692,0.519,
best,2048,bf16,8192,1024,0.8999,0,72.575,67.012,52.384,49.83,52.288,49.869,42.043,37.909,,,0.722,0.72,0.579,
best,2048,bf16,8192,2048,0.8999,0,129.663,122.396,97.677,92.999,97.699,93.041,80.93,73.859,,,0.753,0.753,0.624,
best,2048,bf16,16384,1,0.8999,22,30.735,19.397,14.811,13.655,14.237,13.166,9.811,9.242,,,0.482,0.463,0.319,
best,2048,bf16,16384,2,0.8999,22,30.43,19.413,14.723,13.633,14.216,13.151,9.854,9.265,,,0.484,0.467,0.324,
best,2048,bf16,16384,4,0.8999,22,30.104,19.421,15.245,13.628,14.237,13.159,9.869,9.297,,,0.506,0.473,0.328,
best,2048,bf16,16384,8,0.8999,22,29.904,19.285,14.792,13.642,14.256,13.171,9.92,9.314,,,0.495,0.477,0.332,
best,2048,bf16,16384,16,0.8999,22,28.618,19.547,15.026,13.894,14.525,13.404,10.39,9.665,,,0.525,0.508,0.363,
best,2048,bf16,16384,32,0.8999,22,28.546,19.731,15.384,14.097,14.888,13.627,10.517,9.747,,,0.539,0.522,0.368,
best,2048,bf16,16384,64,0.8999,22,28.49,19.608,15.573,14.242,15.12,13.782,10.672,9.795,,,0.547,0.531,0.375,
best,2048,bf16,16384,128,0.8999,22,29.037,19.797,16.355,14.602,15.907,14.145,11.235,9.969,,,0.563,0.548,0.387,
best,2048,bf16,16384,256,0.8999,22,34.178,28.614,21.454,19.047,20.856,18.618,20.101,18.339,,,0.628,0.61,0.588,
best,2048,bf16,16384,512,0.8999,22,65.699,52.437,37.861,34.792,36.211,33.155,37.258,34.908,,,0.576,0.551,0.567,
best,2048,bf16,16384,1024,0.8999,22,99.109,83.075,60.104,55.468,57.328,53.775,63.526,59.777,,,0.606,0.578,0.641,
best,2048,bf16,16384,2048,0.8999,22,180.296,173.305,109.661,106.275,104.875,102.207,124.611,117.544,,,0.608,0.582,0.691,
best,2048,bf16,32768,1,0.8999,0,42.872,25.242,15.834,14.688,16.142,14.969,14.626,13.667,,,0.369,0.377,0.341,
best,2048,bf16,32768,2,0.8999,0,43.059,25.027,15.733,14.664,16.122,14.948,14.904,13.911,,,0.365,0.374,0.346,
best,2048,bf16,32768,4,0.8999,0,42.734,25.115,15.829,14.691,16.238,14.98,15.218,14.209,,,0.37,0.38,0.356,
best,2048,bf16,32768,8,0.8999,0,42.298,24.966,16.261,14.69,16.194,14.976,15.646,14.502,,,0.384,0.383,0.37,
best,2048,bf16,32768,16,0.8999,0,38.718,25.201,16.122,14.929,16.462,15.206,15.851,14.659,,,0.416,0.425,0.409,
best,2048,bf16,32768,32,0.8999,0,38.731,25.418,16.549,15.178,16.878,15.473,16.325,14.995,,,0.427,0.436,0.421,
best,2048,bf16,32768,64,0.8999,0,39.029,25.329,17.048,15.304,17.429,15.59,16.024,14.964,,,0.437,0.447,0.411,
best,2048,bf16,32768,128,0.8999,0,39.306,25.529,18.206,15.728,18.534,15.994,16.84,15.234,,,0.463,0.472,0.428,
best,2048,bf16,32768,256,0.8999,0,47.907,39.685,26.73,23.134,26.842,23.362,30.922,28.791,,,0.558,0.56,0.645,
best,2048,bf16,32768,512,0.8999,0,97.194,70.461,45.727,40.024,45.83,40.461,59.282,55.716,,,0.47,0.472,0.61,
best,2048,bf16,32768,1024,0.8999,0,146.531,123.498,73.291,65.498,72.575,65.62,103.555,96.209,,,0.5,0.495,0.707,
best,2048,bf16,32768,2048,0.8999,0,273.608,265.561,130.771,127.854,131.834,128.821,202.946,199.36,,,0.478,0.482,0.742,
best,2048,bf16,65536,1,0.8999,42,48.92,31.166,22.376,21.164,19.99,18.564,14.702,13.773,,,0.457,0.409,0.301,
best,2048,bf16,65536,2,0.8999,42,48.827,31.137,22.272,21.146,20.165,18.558,15.085,14.156,,,0.456,0.413,0.309,
best,2048,bf16,65536,4,0.8999,42,44.925,31.859,22.411,21.166,20.667,18.92,15.085,14.116,,,0.499,0.46,0.336,
best,2048,bf16,65536,8,0.8999,42,44.736,32.151,22.523,21.168,20.821,19.105,15.568,14.541,,,0.503,0.465,0.348,
best,2048,bf16,65536,16,0.8999,42,44.68,31.881,22.814,21.426,20.846,19.15,15.942,14.672,,,0.511,0.467,0.357,
best,2048,bf16,65536,32,0.8999,42,45.0,31.898,23.378,21.625,22.118,20.435,19.022,17.633,,,0.52,0.492,0.423,
best,2048,bf16,65536,64,0.8999,42,38.445,30.18,24.125,21.765,23.139,21.066,24.84,23.087,,,0.628,0.602,0.646,
best,2048,bf16,65536,128,0.8999,42,39.44,30.497,25.571,22.214,26.298,22.934,27.89,25.843,,,0.648,0.667,0.707,
best,2048,bf16,65536,256,0.8999,42,67.254,54.652,43.835,37.619,45.122,39.079,52.728,49.51,,,0.652,0.671,0.784,
best,2048,bf16,65536,512,0.8999,42,125.555,98.552,77.472,65.793,79.197,67.783,103.576,96.602,,,0.617,0.631,0.825,
best,2048,bf16,65536,1024,0.8999,42,204.04,195.433,123.471,117.297,126.973,121.259,180.523,174.743,,,0.605,0.622,0.885,
best,2048,bf16,65536,2048,0.8999,42,381.181,372.914,223.972,218.045,231.44,226.68,352.712,346.606,,,0.588,0.607,0.925,
best,2048,bf16,131072,1,0.8999,0,61.554,46.037,32.741,31.119,21.538,20.241,15.03,14.219,,,0.532,0.35,0.244,
best,2048,bf16,131072,2,0.8999,0,61.283,46.129,32.581,31.082,21.666,20.334,14.99,14.268,,,0.532,0.354,0.245,
best,2048,bf16,131072,4,0.8999,0,57.175,46.488,32.768,31.089,21.904,20.639,15.384,14.29,,,0.573,0.383,0.269,
best,2048,bf16,131072,8,0.8999,0,58.84,47.308,32.734,31.09,22.294,20.808,15.862,14.669,,,0.556,0.379,0.27,
best,2048,bf16,131072,16,0.8999,0,58.557,47.146,33.058,31.329,22.437,20.836,18.906,17.526,,,0.565,0.383,0.323,
best,2048,bf16,131072,32,0.8999,0,58.952,47.192,33.933,31.576,28.256,25.954,24.61,22.783,,,0.576,0.479,0.417,
best,2048,bf16,131072,64,0.8999,0,56.605,48.338,34.832,31.775,29.515,26.627,35.614,33.327,,,0.615,0.521,0.629,
best,2048,bf16,131072,128,0.8999,0,58.166,48.687,37.526,32.314,39.104,33.591,67.738,64.429,,,0.645,0.672,1.165,
best,2048,bf16,131072,256,0.8999,0,109.392,93.201,69.086,57.989,72.559,61.822,131.96,126.113,,,0.632,0.663,1.206,
best,2048,bf16,131072,512,0.8999,0,201.247,190.926,150.01,125.282,158.795,118.122,229.375,226.53,,,0.745,0.789,1.14,
best,2048,bf16,131072,1024,0.8999,0,336.161,327.631,227.107,208.468,261.386,204.296,453.903,451.226,,,0.676,0.778,1.35,
best,2048,bf16,131072,2048,0.8999,0,642.047,633.375,400.015,378.229,427.901,389.269,901.839,899.757,,,0.623,0.666,1.405,
best,2048,bf16,262144,1,0.8999,0,90.094,72.982,44.838,43.184,24.237,22.878,14.723,13.832,,,0.498,0.269,0.163,
best,2048,bf16,262144,2,0.8999,0,89.848,73.014,44.867,43.144,24.6,22.899,14.765,13.856,,,0.499,0.274,0.164,
best,2048,bf16,262144,4,0.8999,0,84.751,73.352,44.933,43.165,25.038,23.227,15.061,13.853,,,0.53,0.295,0.178,
best,2048,bf16,262144,8,0.8999,0,84.586,73.571,45.053,43.177,25.419,23.409,18.21,16.748,,,0.533,0.301,0.215,
best,2048,bf16,262144,16,0.8999,0,85.293,74.444,45.682,43.449,25.806,23.475,23.416,21.639,,,0.536,0.303,0.275,
best,2048,bf16,262144,32,0.8999,0,85.4,74.623,46.749,43.669,35.114,31.834,33.882,31.61,,,0.547,0.411,0.397,
best,2048,bf16,262144,64,0.8999,0,87.859,79.831,48.33,43.916,37.155,32.501,64.419,61.013,,,0.55,0.423,0.733,
best,2048,bf16,262144,128,0.8999,0,90.776,80.467,53.995,44.541,57.426,46.901,117.832,110.19,,,0.595,0.633,1.298,
best,2048,bf16,262144,256,0.8999,0,224.661,199.654,123.995,110.236,135.624,122.793,231.13,227.184,,,0.552,0.604,1.029,
best,2048,bf16,262144,512,0.8999,0,419.655,409.778,251.677,212.457,265.877,225.011,419.005,415.451,,,0.6,0.634,0.998,
best,2048,bf16,262144,1024,0.8999,0,735.663,724.473,405.476,373.954,422.642,386.111,797.075,792.7,,,0.551,0.575,1.083,
best,2048,bf16,262144,2048,0.8999,0,1451.87,1440.787,733.966,718.709,769.559,754.258,1589.33,1586.005,,,0.506,0.53,1.095,
best,2048,bf16,524288,2,0.8999,42,138.698,125.331,90.155,87.776,38.67,36.398,15.122,13.962,,,0.65,0.279,0.109,
best,2048,bf16,524288,4,0.8999,42,135.861,125.804,90.299,87.798,39.067,36.701,17.477,16.198,,,0.665,0.288,0.129,
best,2048,bf16,524288,8,0.8999,42,135.968,126.011,90.445,87.822,39.546,36.895,22.71,21.041,,,0.665,0.291,0.167,
best,2048,bf16,524288,16,0.8999,42,262.421,249.805,91.117,88.037,40.03,37.045,32.174,30.024,,,0.347,0.153,0.123,
best,2048,bf16,524288,32,0.8999,42,140.474,128.14,92.309,88.293,61.586,56.794,61.475,58.088,,,0.657,0.438,0.438,
best,2048,bf16,524288,64,0.8999,42,150.736,141.84,96.126,88.542,66.979,57.596,120.256,113.802,,,0.638,0.444,0.798,
best,2048,bf16,1048576,2,0.8999,0,271.296,256.626,141.539,138.426,52.517,49.389,17.742,16.488,,,0.522,0.194,0.065,
best,2048,bf16,1048576,4,0.8999,0,267.878,256.978,141.763,138.452,53.034,49.674,23.168,21.498,,,0.529,0.198,0.086,
best,2048,bf16,1048576,8,0.8999,0,267.926,257.462,142.08,138.461,53.451,49.934,33.258,31.133,,,0.53,0.199,0.124,
best,2048,bf16,1048576,16,0.8999,0,528.088,512.341,143.005,138.689,54.474,50.091,63.578,60.18,,,0.271,0.103,0.12,
best,2048,bf16,1048576,32,0.8999,0,790.077,768.435,145.298,138.941,92.334,83.336,124.472,118.214,,,0.184,0.117,0.158,
best,2048,bf16,1048576,64,0.8999,0,319.158,316.739,164.72,156.381,125.605,114.123,243.219,239.215,,,0.516,0.394,0.762,
best,2048,fp16,8192,1,0.8999,0,24.112,16.869,13.952,12.577,13.976,12.639,6.638,5.868,,,0.579,0.58,0.275,
best,2048,fp16,8192,2,0.8999,0,23.114,16.57,13.814,12.541,13.923,12.627,6.677,5.884,,,0.598,0.602,0.289,
best,2048,fp16,8192,4,0.8999,0,22.699,16.707,13.872,12.552,13.931,12.648,6.79,5.933,,,0.611,0.614,0.299,
best,2048,fp16,8192,8,0.8999,0,23.093,16.621,13.917,12.573,13.958,12.671,6.802,5.933,,,0.603,0.604,0.295,
best,2048,fp16,8192,16,0.8999,0,22.002,16.838,14.029,12.796,14.08,12.886,6.946,6.305,,,0.638,0.64,0.316,
best,2048,fp16,8192,32,0.8999,0,22.094,16.989,14.203,13.037,14.28,13.108,7.07,6.367,,,0.643,0.646,0.32,
best,2048,fp16,8192,64,0.8999,0,22.437,16.919,14.395,13.192,14.514,13.265,7.238,6.424,,,0.642,0.647,0.323,
best,2048,fp16,8192,128,0.8999,0,22.373,17.228,14.923,13.524,14.954,13.619,7.578,6.532,,,0.667,0.668,0.339,
best,2048,fp16,8192,256,0.8999,0,26.461,23.648,18.49,16.742,18.448,16.757,13.269,11.688,,,0.699,0.697,0.501,
best,2048,fp16,8192,512,0.8999,0,47.59,43.451,32.523,30.503,32.522,30.496,24.506,21.903,,,0.683,0.683,0.515,
best,2048,fp16,8192,1024,0.8999,0,73.24,68.472,51.525,48.746,51.512,48.832,41.578,37.403,,,0.704,0.703,0.568,
best,2048,fp16,8192,2048,0.8999,0,131.122,125.018,96.103,91.324,96.123,91.286,79.856,72.966,,,0.733,0.733,0.609,
best,2048,fp16,16384,1,0.8999,22,33.037,19.3,14.36,13.247,14.026,12.931,9.491,8.913,,,0.435,0.425,0.287,
best,2048,fp16,16384,2,0.8999,22,33.04,19.445,14.298,13.213,13.954,12.903,9.531,8.941,,,0.433,0.422,0.288,
best,2048,fp16,16384,4,0.8999,22,32.254,19.457,14.341,13.219,14.042,12.92,9.587,8.964,,,0.445,0.435,0.297,
best,2048,fp16,16384,8,0.8999,22,32.391,19.171,14.355,13.228,14.048,12.922,9.598,8.981,,,0.443,0.434,0.296,
best,2048,fp16,16384,16,0.8999,22,29.408,19.53,14.627,13.473,14.282,13.158,10.103,9.332,,,0.497,0.486,0.344,
best,2048,fp16,16384,32,0.8999,22,29.549,19.692,14.955,13.691,14.606,13.365,10.16,9.418,,,0.506,0.494,0.344,
best,2048,fp16,16384,64,0.8999,22,29.64,19.496,15.173,13.837,14.87,13.553,10.302,9.462,,,0.512,0.502,0.348,
best,2048,fp16,16384,128,0.8999,22,29.854,19.737,15.946,14.204,15.685,13.91,10.848,9.641,,,0.534,0.525,0.363,
best,2048,fp16,16384,256,0.8999,22,33.594,28.071,20.757,18.474,20.714,18.345,19.696,17.898,,,0.618,0.617,0.586,
best,2048,fp16,16384,512,0.8999,22,68.894,51.323,36.45,33.603,35.605,32.607,36.517,34.196,,,0.529,0.517,0.53,
best,2048,fp16,16384,1024,0.8999,22,98.68,81.415,57.538,53.566,56.429,52.788,62.389,58.69,,,0.583,0.572,0.632,
best,2048,fp16,16384,2048,0.8999,22,177.879,170.224,105.703,102.661,103.162,100.506,122.477,115.594,,,0.594,0.58,0.689,
best,2048,fp16,32768,1,0.8999,0,44.435,26.977,16.054,14.958,16.59,15.402,14.549,13.52,,,0.361,0.373,0.327,
best,2048,fp16,32768,2,0.8999,0,43.128,27.068,16.045,14.947,16.534,15.382,14.864,13.738,,,0.372,0.383,0.345,
best,2048,fp16,32768,4,0.8999,0,42.59,27.043,16.078,14.952,16.582,15.414,15.091,14.027,,,0.378,0.389,0.354,
best,2048,fp16,32768,8,0.8999,0,42.614,26.888,16.12,14.952,16.64,15.408,15.478,14.303,,,0.378,0.39,0.363,
best,2048,fp16,32768,16,0.8999,0,39.587,27.098,16.368,15.199,16.885,15.617,15.619,14.427,,,0.413,0.427,0.395,
best,2048,fp16,32768,32,0.8999,0,39.304,27.333,16.757,15.432,17.278,15.874,16.09,14.771,,,0.426,0.44,0.409,
best,2048,fp16,32768,64,0.8999,0,39.813,27.241,17.376,15.574,17.819,16.022,15.547,14.445,,,0.436,0.448,0.391,
best,2048,fp16,32768,128,0.8999,0,40.491,27.448,18.419,15.971,18.894,16.43,16.286,14.68,,,0.455,0.467,0.402,
best,2048,fp16,32768,256,0.8999,0,50.434,41.917,26.87,23.329,27.342,23.966,29.895,27.753,,,0.533,0.542,0.593,
best,2048,fp16,32768,512,0.8999,0,93.832,74.689,45.715,40.217,46.517,41.103,57.146,53.603,,,0.487,0.496,0.609,
best,2048,fp16,32768,1024,0.8999,0,152.36,129.456,73.13,66.246,73.835,66.741,99.909,92.462,,,0.48,0.485,0.656,
best,2048,fp16,32768,2048,0.8999,0,284.552,276.681,132.216,129.386,133.766,130.801,195.565,191.81,,,0.465,0.47,0.687,
best,2048,fp16,65536,1,0.8999,42,48.698,32.06,22.019,20.858,19.765,18.38,14.619,13.58,,,0.452,0.406,0.3,
best,2048,fp16,65536,2,0.8999,42,48.278,32.07,22.067,20.854,19.966,18.385,14.837,13.894,,,0.457,0.414,0.307,
best,2048,fp16,65536,4,0.8999,42,42.49,32.853,22.074,20.873,20.459,18.729,14.957,13.921,,,0.52,0.482,0.352,
best,2048,fp16,65536,8,0.8999,42,42.048,33.101,22.16,20.876,20.59,18.917,15.418,14.342,,,0.527,0.49,0.367,
best,2048,fp16,65536,16,0.8999,42,42.154,32.808,22.546,21.135,20.57,18.982,15.771,14.55,,,0.535,0.488,0.374,
best,2048,fp16,65536,32,0.8999,42,42.542,32.833,23.109,21.32,21.827,20.168,18.608,17.274,,,0.543,0.513,0.437,
best,2048,fp16,65536,64,0.8999,42,37.595,30.86,23.778,21.453,22.882,20.777,24.397,22.477,,,0.632,0.609,0.649,
best,2048,fp16,65536,128,0.8999,42,38.504,31.245,25.298,21.908,25.864,22.392,26.554,24.547,,,0.657,0.672,0.69,
best,2048,fp16,65536,256,0.8999,42,68.174,55.745,42.611,36.576,44.301,38.14,50.323,47.157,,,0.625,0.65,0.738,
best,2048,fp16,65536,512,0.8999,42,125.978,99.168,74.599,63.372,77.579,66.146,98.911,92.02,,,0.592,0.616,0.785,
best,2048,fp16,65536,1024,0.8999,42,205.578,198.711,119.635,113.619,124.197,118.613,172.616,166.739,,,0.582,0.604,0.84,
best,2048,fp16,65536,2048,0.8999,42,388.874,382.189,216.396,211.253,226.373,221.161,336.578,330.768,,,0.556,0.582,0.866,
best,2048,fp16,131072,1,0.8999,0,60.84,45.293,32.378,30.817,21.309,19.981,14.71,14.038,,,0.532,0.35,0.242,
best,2048,fp16,131072,2,0.8999,0,60.637,45.402,32.283,30.778,21.395,20.051,14.778,14.068,,,0.532,0.353,0.244,
best,2048,fp16,131072,4,0.8999,0,56.331,45.751,32.464,30.79,21.674,20.39,15.061,14.061,,,0.576,0.385,0.267,
best,2048,fp16,131072,8,0.8999,0,57.818,46.784,32.432,30.785,22.0,20.545,15.651,14.381,,,0.561,0.381,0.271,
best,2048,fp16,131072,16,0.8999,0,57.418,46.528,32.731,31.037,22.219,20.589,18.523,17.205,,,0.57,0.387,0.323,
best,2048,fp16,131072,32,0.8999,0,57.96,46.486,33.666,31.262,27.805,25.505,23.904,22.159,,,0.581,0.48,0.412,
best,2048,fp16,131072,64,0.8999,0,54.026,47.247,34.536,31.465,29.05,26.205,34.318,31.98,,,0.639,0.538,0.635,
best,2048,fp16,131072,128,0.8999,0,53.914,47.717,37.166,31.966,38.642,33.034,65.007,61.706,,,0.689,0.717,1.206,
best,2048,fp16,131072,256,0.8999,0,106.602,90.751,67.099,55.807,71.381,60.604,126.451,120.736,,,0.629,0.67,1.186,
best,2048,fp16,131072,512,0.8999,0,196.589,186.407,149.829,136.681,161.239,115.647,219.301,216.992,,,0.762,0.82,1.116,
best,2048,fp16,131072,1024,0.8999,0,328.569,319.884,245.431,222.304,260.603,200.48,433.822,431.841,,,0.747,0.793,1.32,
best,2048,fp16,131072,2048,0.8999,0,627.759,619.047,401.27,378.839,427.055,381.848,861.342,859.954,,,0.639,0.68,1.372,
best,2048,fp16,262144,1,0.8999,0,85.565,71.392,44.35,42.614,23.933,22.518,14.618,13.75,,,0.518,0.28,0.171,
best,2048,fp16,262144,2,0.8999,0,85.655,71.401,44.325,42.598,24.195,22.55,14.766,13.811,,,0.517,0.282,0.172,
best,2048,fp16,262144,4,0.8999,0,80.623,71.702,44.408,42.611,24.701,22.856,15.018,13.83,,,0.551,0.306,0.186,
best,2048,fp16,262144,8,0.8999,0,80.719,71.905,44.535,42.625,25.077,23.016,18.078,16.646,,,0.552,0.311,0.224,
best,2048,fp16,262144,16,0.8999,0,82.456,72.595,44.992,42.883,25.318,23.113,23.016,21.443,,,0.546,0.307,0.279,
best,2048,fp16,262144,32,0.8999,0,82.127,72.821,46.139,43.096,34.662,31.372,33.498,31.18,,,0.562,0.422,0.408,
best,2048,fp16,262144,64,0.8999,0,84.474,77.575,47.667,43.329,36.744,32.115,63.464,60.145,,,0.564,0.435,0.751,
best,2048,fp16,262144,128,0.8999,0,85.939,78.353,53.448,43.926,56.374,45.984,115.848,108.021,,,0.622,0.656,1.348,
best,2048,fp16,262144,256,0.8999,0,225.165,209.62,126.191,112.41,135.306,122.086,226.898,223.153,,,0.56,0.601,1.008,
best,2048,fp16,262144,512,0.8999,0,415.919,406.01,248.429,210.642,264.714,229.712,411.391,407.848,,,0.597,0.636,0.989,
best,2048,fp16,262144,1024,0.8999,0,732.051,722.052,402.284,372.678,420.462,386.953,782.195,778.155,,,0.55,0.574,1.068,
best,2048,fp16,262144,2048,0.8999,0,1449.946,1435.461,736.355,716.448,769.139,752.493,1560.278,1557.676,,,0.508,0.53,1.076,
best,2048,fp16,524288,2,0.8999,42,134.522,122.582,89.056,86.744,38.186,35.885,14.835,13.712,,,0.662,0.284,0.11,
best,2048,fp16,524288,4,0.8999,42,132.186,122.931,89.288,86.764,38.667,36.197,17.258,16.002,,,0.675,0.293,0.131,
best,2048,fp16,524288,8,0.8999,42,132.141,123.208,89.374,86.771,39.048,36.412,22.272,20.577,,,0.676,0.296,0.169,
best,2048,fp16,524288,16,0.8999,42,257.515,244.608,90.098,87.0,39.494,36.509,31.653,29.569,,,0.35,0.153,0.123,
best,2048,fp16,524288,32,0.8999,42,136.941,124.907,91.19,87.246,60.739,56.049,60.622,57.135,,,0.666,0.444,0.443,
best,2048,fp16,524288,64,0.8999,42,144.264,137.856,94.971,87.485,66.394,56.835,118.544,112.154,,,0.658,0.46,0.822,
best,2048,fp16,1048576,2,0.8999,0,265.179,251.11,139.538,136.567,51.638,48.438,17.443,16.108,,,0.526,0.195,0.066,
best,2048,fp16,1048576,4,0.8999,0,260.966,251.493,139.778,136.575,52.098,48.73,22.659,20.964,,,0.536,0.2,0.087,
best,2048,fp16,1048576,8,0.8999,0,261.253,251.96,139.971,136.589,52.461,48.972,32.285,30.249,,,0.536,0.201,0.124,
best,2048,fp16,1048576,16,0.8999,0,515.834,501.656,140.886,136.817,53.467,49.105,61.618,58.173,,,0.273,0.104,0.119,
best,2048,fp16,1048576,32,0.8999,0,771.592,752.24,143.158,137.206,90.877,81.782,120.498,114.341,,,0.186,0.118,0.156,
best,2048,fp16,1048576,64,0.8999,0,311.848,309.309,162.07,153.957,125.344,113.796,235.334,231.302,,,0.52,0.402,0.755,
best,2048,fp32,8192,1,0.8999,0,23.575,16.524,14.456,13.094,14.515,13.08,8.173,7.443,,,0.613,0.616,0.347,
