scenario,K,dtype,N,BS,hr,layer,gvr_ms_auto_cold_us,gvr_ms_auto_warm_us,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,op21_cold_speedup_vs_gvr_cutedsl,op21_cold_speedup_vs_gvr_multicta_cutedsl,op21_cold_speedup_vs_radix_cutedsl,op21_cold_speedup_vs_sglang_streaming
worst,1024,fp16,1048576,64,0.0498,14,136.589,129.1,104.52,96.468,81.166,70.816,228.165,221.215,,,0.765,0.594,1.67,
worst,1024,fp32,4096,1,0.0498,18,12.97,11.358,11.267,9.902,11.39,10.017,6.443,5.608,7.573,6.297,0.869,0.878,0.497,0.584
worst,1024,fp32,4096,2,0.0498,18,12.613,11.33,11.229,9.908,11.355,10.039,6.486,5.62,7.563,6.324,0.89,0.9,0.514,0.6
worst,1024,fp32,4096,4,0.0498,18,12.61,11.347,11.242,9.904,11.358,10.05,6.576,5.639,7.533,6.324,0.892,0.901,0.522,0.597
worst,1024,fp32,4096,8,0.0498,18,12.718,11.359,11.363,9.914,11.378,10.065,6.616,5.648,7.528,6.332,0.893,0.895,0.52,0.592
worst,1024,fp32,4096,16,0.0498,18,12.819,11.637,11.347,10.228,11.552,10.361,6.726,6.012,7.541,6.677,0.885,0.901,0.525,0.588
worst,1024,fp32,4096,32,0.0498,18,13.027,11.842,11.443,10.37,11.712,10.529,6.846,6.088,7.627,6.735,0.878,0.899,0.526,0.585
worst,1024,fp32,4096,64,0.0498,18,13.101,11.946,11.763,10.467,11.974,10.618,6.997,6.127,7.765,6.787,0.898,0.914,0.534,0.593
worst,1024,fp32,4096,128,0.0498,18,13.402,12.145,12.12,10.652,12.286,10.806,7.598,6.507,8.15,6.908,0.904,0.917,0.567,0.608
worst,1024,fp32,4096,256,0.0498,18,16.637,15.051,14.982,13.262,14.533,12.86,13.352,11.624,10.8,9.316,0.901,0.874,0.803,0.649
worst,1024,fp32,4096,512,0.0498,18,29.789,27.315,26.048,23.695,26.842,24.124,24.504,21.731,19.062,16.704,0.874,0.901,0.823,0.64
worst,1024,fp32,4096,1024,0.0498,18,46.12,42.858,40.352,37.414,47.541,43.459,41.098,37.056,31.283,28.04,0.875,1.031,0.891,0.678
worst,1024,fp32,4096,2048,0.0498,18,82.128,77.417,72.973,68.662,87.091,80.777,79.69,72.43,58.11,52.483,0.889,1.06,0.97,0.708
worst,1024,fp32,8192,1,0.0498,30,16.002,14.604,9.678,7.941,9.742,7.93,7.952,7.28,8.571,7.266,0.605,0.609,0.497,0.536
worst,1024,fp32,8192,2,0.0498,30,15.766,14.6,9.387,7.963,9.557,7.974,8.034,7.317,8.6,7.288,0.595,0.606,0.51,0.545
worst,1024,fp32,8192,4,0.0498,30,15.936,14.62,9.458,8.004,9.627,7.991,8.035,7.347,8.586,7.331,0.593,0.604,0.504,0.539
worst,1024,fp32,8192,8,0.0498,30,15.826,14.6,9.518,7.999,9.64,7.99,8.101,7.361,8.595,7.334,0.601,0.609,0.512,0.543
worst,1024,fp32,8192,16,0.0498,30,16.301,14.94,9.71,8.314,9.824,8.317,8.296,7.718,8.653,7.693,0.596,0.603,0.509,0.531
worst,1024,fp32,8192,32,0.0498,30,16.342,15.091,10.008,8.457,10.0,8.454,8.422,7.78,8.723,7.756,0.612,0.612,0.515,0.534
worst,1024,fp32,8192,64,0.0498,30,16.48,15.184,10.278,8.553,10.254,8.538,8.717,7.836,9.083,7.814,0.624,0.622,0.529,0.551
worst,1024,fp32,8192,128,0.0498,30,17.162,15.462,10.848,8.748,10.942,8.759,9.322,7.983,9.598,8.103,0.632,0.638,0.543,0.559
worst,1024,fp32,8192,256,0.0498,30,22.443,19.795,13.718,11.366,13.253,10.79,16.394,14.506,13.466,11.393,0.611,0.591,0.73,0.6
worst,1024,fp32,8192,512,0.0498,30,39.358,35.596,24.794,20.008,23.704,19.866,30.13,27.474,23.077,20.619,0.63,0.602,0.766,0.586
worst,1024,fp32,8192,1024,0.0498,30,60.878,55.986,37.683,31.665,41.678,35.4,51.174,47.038,37.722,34.03,0.619,0.685,0.841,0.62
worst,1024,fp32,8192,2048,0.0498,30,110.128,105.134,65.354,58.983,75.362,66.539,99.661,92.098,70.568,64.501,0.593,0.684,0.905,0.641
worst,1024,fp32,16384,1,0.0498,10,13.018,11.628,13.845,12.203,13.906,12.207,12.374,11.595,11.699,10.455,1.064,1.068,0.951,0.899
worst,1024,fp32,16384,2,0.0498,10,13.158,11.601,13.65,12.177,13.856,12.187,12.434,11.62,11.613,10.481,1.037,1.053,0.945,0.883
worst,1024,fp32,16384,4,0.0498,10,13.069,11.706,13.758,12.171,13.794,12.176,12.486,11.656,11.69,10.481,1.053,1.055,0.955,0.894
worst,1024,fp32,16384,8,0.0498,10,13.274,11.667,13.893,12.202,13.805,12.181,12.478,11.673,11.654,10.534,1.047,1.04,0.94,0.878
worst,1024,fp32,16384,16,0.0498,10,13.45,11.964,14.112,12.476,14.142,12.479,12.73,12.047,11.83,10.858,1.049,1.052,0.946,0.88
worst,1024,fp32,16384,32,0.0498,10,13.558,12.101,14.23,12.653,14.301,12.658,12.858,12.113,12.048,10.974,1.05,1.055,0.948,0.889
worst,1024,fp32,16384,64,0.0498,10,14.128,12.198,14.869,12.783,14.83,12.777,13.35,12.175,12.55,11.078,1.052,1.05,0.945,0.888
worst,1024,fp32,16384,128,0.0498,10,14.816,12.549,15.704,13.062,15.693,13.067,14.067,12.371,13.446,11.569,1.06,1.059,0.949,0.908
worst,1024,fp32,16384,256,0.0498,10,20.25,15.851,20.866,17.02,19.856,16.467,25.528,23.142,19.29,16.808,1.03,0.981,1.261,0.953
worst,1024,fp32,16384,512,0.0498,10,35.882,28.413,36.477,30.432,36.592,31.085,48.6,44.62,33.429,30.232,1.017,1.02,1.354,0.932
worst,1024,fp32,16384,1024,0.0498,10,57.158,45.774,58.176,48.412,64.789,54.865,84.752,76.837,56.051,50.884,1.018,1.133,1.483,0.981
worst,1024,fp32,16384,2048,0.0498,10,99.306,93.948,100.379,95.167,115.752,111.292,165.803,160.484,105.413,103.295,1.011,1.166,1.67,1.061
worst,1024,fp32,32768,1,0.0498,6,20.04,18.39,15.974,13.857,15.93,13.862,17.589,16.546,16.509,15.288,0.797,0.795,0.878,0.824
worst,1024,fp32,32768,2,0.0498,6,19.925,18.343,15.787,13.821,15.782,13.821,17.402,16.365,16.6,15.368,0.792,0.792,0.873,0.833
worst,1024,fp32,32768,4,0.0498,6,20.054,18.426,15.95,13.835,15.835,13.842,19.544,18.669,16.507,15.419,0.795,0.79,0.975,0.823
worst,1024,fp32,32768,8,0.0498,6,20.208,18.479,15.976,13.839,15.992,13.853,19.965,18.972,16.506,15.441,0.791,0.791,0.988,0.817
worst,1024,fp32,32768,16,0.0498,6,20.493,18.752,16.2,14.149,16.198,14.15,20.49,19.452,16.8,15.776,0.791,0.79,1.0,0.82
worst,1024,fp32,32768,32,0.0498,6,20.827,18.857,16.627,14.314,16.696,14.327,21.122,19.619,17.134,15.884,0.798,0.802,1.014,0.823
worst,1024,fp32,32768,64,0.0498,6,21.454,18.972,17.379,14.457,17.453,14.46,19.584,17.843,17.693,15.993,0.81,0.813,0.913,0.825
worst,1024,fp32,32768,128,0.0498,6,22.531,19.393,18.52,14.845,18.542,14.849,20.558,18.084,18.384,16.51,0.822,0.823,0.912,0.816
worst,1024,fp32,32768,256,0.0498,6,31.578,24.939,26.934,20.263,25.694,19.911,38.565,34.468,27.762,25.315,0.853,0.814,1.221,0.879
worst,1024,fp32,32768,512,0.0498,6,57.485,44.687,48.696,36.907,47.776,37.651,75.47,66.991,49.906,46.133,0.847,0.831,1.313,0.868
worst,1024,fp32,32768,1024,0.0498,6,90.595,84.39,76.094,68.805,81.531,74.378,132.421,124.579,83.654,81.578,0.84,0.9,1.462,0.923
worst,1024,fp32,32768,2048,0.0498,6,161.0,155.457,130.194,123.009,143.018,136.925,252.002,244.726,157.958,156.215,0.809,0.888,1.565,0.981
worst,1024,fp32,65536,1,0.0498,16,23.846,22.075,19.685,17.681,18.501,16.598,17.682,16.701,26.515,25.359,0.825,0.776,0.741,1.112
worst,1024,fp32,65536,2,0.0498,16,24.029,22.208,19.645,17.693,18.618,16.64,19.277,18.575,26.446,25.389,0.818,0.775,0.802,1.101
worst,1024,fp32,65536,4,0.0498,16,24.242,22.527,19.84,17.719,18.797,16.986,20.154,19.255,26.446,25.434,0.818,0.775,0.831,1.091
worst,1024,fp32,65536,8,0.0498,16,24.616,22.705,19.906,17.75,19.133,17.118,20.405,19.385,26.461,25.507,0.809,0.777,0.829,1.075
worst,1024,fp32,65536,16,0.0498,16,24.874,22.758,20.227,18.075,19.318,17.17,21.091,19.715,26.642,25.828,0.813,0.777,0.848,1.071
worst,1024,fp32,65536,32,0.0498,16,25.893,23.257,20.866,18.208,20.347,17.865,25.226,23.441,27.064,25.946,0.806,0.786,0.974,1.045
worst,1024,fp32,65536,64,0.0498,16,26.283,23.719,21.907,18.365,21.808,18.371,32.931,30.488,27.565,26.102,0.834,0.83,1.253,1.049
worst,1024,fp32,65536,128,0.0498,16,27.864,24.26,24.774,19.18,24.624,19.174,62.184,58.929,28.709,26.661,0.889,0.884,2.232,1.03
worst,1024,fp32,65536,256,0.0498,16,42.931,31.889,39.718,27.253,37.885,27.006,120.365,115.225,45.661,41.985,0.925,0.882,2.804,1.064
worst,1024,fp32,65536,512,0.0498,16,95.042,74.165,84.669,71.315,71.651,59.589,208.291,205.45,82.96,80.174,0.891,0.754,2.192,0.873
worst,1024,fp32,65536,1024,0.0498,16,137.76,123.621,136.254,123.201,118.031,103.946,412.599,409.849,138.269,135.582,0.989,0.857,2.995,1.004
worst,1024,fp32,65536,2048,0.0498,16,237.627,224.145,227.36,214.354,202.549,189.288,819.991,817.489,264.678,262.204,0.957,0.852,3.451,1.114
worst,1024,fp32,131072,1,0.0498,30,26.987,25.377,20.621,18.018,15.04,13.471,19.216,18.311,44.989,44.028,0.764,0.557,0.712,1.667
worst,1024,fp32,131072,2,0.0498,30,27.152,25.391,20.546,18.063,15.256,13.475,20.171,19.29,44.912,44.138,0.757,0.562,0.743,1.654
worst,1024,fp32,131072,4,0.0498,30,27.39,25.683,20.658,18.056,15.509,13.858,19.677,18.789,44.742,44.181,0.754,0.566,0.718,1.634
worst,1024,fp32,131072,8,0.0498,30,27.622,25.908,20.802,18.088,15.861,13.984,20.896,19.557,44.762,44.213,0.753,0.574,0.756,1.62
worst,1024,fp32,131072,16,0.0498,30,28.053,25.938,21.36,18.415,16.552,14.036,24.75,23.049,45.106,44.543,0.761,0.59,0.882,1.608
worst,1024,fp32,131072,32,0.0498,30,29.49,26.692,22.28,18.561,19.557,15.927,32.08,29.732,45.587,44.769,0.756,0.663,1.088,1.546
worst,1024,fp32,131072,64,0.0498,30,32.92,30.086,24.296,18.782,22.472,16.879,60.422,57.069,46.122,44.957,0.738,0.683,1.835,1.401
worst,1024,fp32,131072,128,0.0498,30,36.155,30.709,32.051,20.214,32.278,20.196,105.755,99.14,49.298,45.445,0.886,0.893,2.925,1.363
worst,1024,fp32,131072,256,0.0498,30,72.131,61.002,67.494,55.459,64.382,51.27,205.235,201.082,77.91,74.541,0.936,0.893,2.845,1.08
worst,1024,fp32,131072,512,0.0498,30,145.888,127.472,137.354,117.381,115.706,101.733,372.024,368.088,144.096,140.746,0.942,0.793,2.55,0.988
worst,1024,fp32,131072,1024,0.0498,30,223.835,207.745,218.717,199.178,206.936,196.296,705.019,701.245,242.613,239.075,0.977,0.925,3.15,1.084
worst,1024,fp32,131072,2048,0.0498,30,397.896,382.181,385.509,374.496,377.051,368.329,1404.991,1400.772,467.416,464.048,0.969,0.948,3.531,1.175
worst,1024,fp32,262144,1,0.0498,2,39.642,37.622,30.701,27.072,17.866,15.812,19.485,18.786,80.733,80.394,0.774,0.451,0.492,2.037
worst,1024,fp32,262144,2,0.0498,2,39.808,37.74,30.56,27.089,17.942,15.837,19.661,18.766,80.533,80.398,0.768,0.451,0.494,2.023
worst,1024,fp32,262144,4,0.0498,2,39.819,38.029,30.733,27.119,18.354,16.227,20.739,19.347,80.538,80.5,0.772,0.461,0.521,2.023
worst,1024,fp32,262144,8,0.0498,2,40.282,38.264,31.021,27.152,18.898,16.365,24.378,22.607,80.6,80.553,0.77,0.469,0.605,2.001
worst,1024,fp32,262144,16,0.0498,2,40.707,38.266,31.758,27.439,20.061,16.447,31.414,29.028,80.816,80.905,0.78,0.493,0.772,1.985
worst,1024,fp32,262144,32,0.0498,2,42.323,39.128,33.344,27.619,26.181,20.499,58.755,55.539,81.415,81.211,0.788,0.619,1.388,1.924
worst,1024,fp32,262144,64,0.0498,2,53.014,48.977,40.832,27.907,35.163,22.021,114.118,109.017,82.794,81.402,0.77,0.663,2.153,1.562
worst,1024,fp32,262144,128,0.0498,2,66.883,60.591,62.781,50.798,62.965,50.863,192.728,186.678,87.178,82.735,0.939,0.941,2.882,1.303
worst,1024,fp32,262144,256,0.0498,2,119.81,106.993,113.757,98.688,109.819,94.074,340.218,334.188,139.408,135.537,0.949,0.917,2.84,1.164
worst,1024,fp32,262144,512,0.0498,2,241.722,221.478,236.31,211.009,200.789,185.827,670.821,665.007,261.904,256.954,0.978,0.831,2.775,1.083
worst,1024,fp32,262144,1024,0.0498,2,399.616,381.581,384.013,368.394,378.034,364.977,1333.967,1328.493,443.922,438.7,0.961,0.946,3.338,1.111
worst,1024,fp32,262144,2048,0.0498,2,705.538,685.603,690.501,673.487,690.485,678.793,2621.652,2614.49,862.203,857.263,0.979,0.979,3.716,1.222
worst,1024,fp32,524288,2,0.0498,30,68.811,66.812,50.816,45.569,23.038,20.66,20.662,19.35,151.208,152.394,0.738,0.335,0.3,2.197
worst,1024,fp32,524288,4,0.0498,30,69.122,67.106,50.965,45.59,23.866,20.996,24.478,22.664,151.101,152.437,0.737,0.345,0.354,2.186
worst,1024,fp32,524288,8,0.0498,30,69.654,67.321,51.323,45.644,24.629,21.174,31.594,29.066,151.082,152.46,0.737,0.354,0.454,2.169
worst,1024,fp32,524288,16,0.0498,30,70.174,67.421,52.918,45.909,26.912,21.295,59.326,55.679,151.661,152.706,0.754,0.384,0.845,2.161
worst,1024,fp32,524288,32,0.0498,30,75.102,68.46,58.662,46.136,43.242,30.076,114.781,108.645,152.671,153.285,0.781,0.576,1.528,2.033
worst,1024,fp32,524288,64,0.0498,30,107.77,105.699,80.525,69.5,64.938,53.551,208.12,203.588,153.983,152.908,0.747,0.603,1.931,1.429
worst,1024,fp32,1048576,2,0.0498,14,113.973,112.023,91.008,82.232,33.208,29.56,23.376,21.725,290.702,294.231,0.799,0.291,0.205,2.551
worst,1024,fp32,1048576,4,0.0498,14,114.474,112.311,91.226,82.257,33.997,29.908,30.291,27.935,290.744,294.225,0.797,0.297,0.265,2.54
worst,1024,fp32,1048576,8,0.0498,14,115.12,112.641,91.68,82.382,35.282,30.138,57.347,53.935,290.765,294.351,0.796,0.306,0.498,2.526
worst,1024,fp32,1048576,16,0.0498,14,117.33,112.79,100.173,86.763,43.214,30.312,111.714,105.927,291.454,294.588,0.854,0.368,0.952,2.484
worst,1024,fp32,1048576,32,0.0498,14,155.306,148.481,124.927,115.634,81.61,71.048,219.44,214.351,292.573,292.304,0.804,0.525,1.413,1.884
worst,1024,fp32,1048576,64,0.0498,14,192.306,190.763,142.803,128.11,108.576,94.094,431.12,426.681,293.741,293.136,0.743,0.565,2.242,1.527
worst,2048,bf16,8192,1,0.0498,1,14.029,11.965,12.074,10.712,12.416,10.886,6.693,5.932,,,0.861,0.885,0.477,
worst,2048,bf16,8192,2,0.0498,1,13.227,11.926,11.998,10.685,12.36,10.878,6.739,5.951,,,0.907,0.934,0.509,
worst,2048,bf16,8192,4,0.0498,1,13.248,11.932,12.198,10.696,12.357,10.893,6.81,5.992,,,0.921,0.933,0.514,
worst,2048,bf16,8192,8,0.0498,1,13.29,11.96,12.112,10.71,12.355,10.915,6.899,5.995,,,0.911,0.93,0.519,
worst,2048,bf16,8192,16,0.0498,1,13.386,12.191,12.347,10.972,12.517,11.169,7.005,6.365,,,0.922,0.935,0.523,
worst,2048,bf16,8192,32,0.0498,1,13.555,12.385,12.454,11.169,12.707,11.353,7.125,6.426,,,0.919,0.937,0.526,
worst,2048,bf16,8192,64,0.0498,1,13.786,12.545,12.669,11.283,12.906,11.496,7.288,6.482,,,0.919,0.936,0.529,
worst,2048,bf16,8192,128,0.0498,1,14.216,12.884,13.098,11.574,13.424,11.786,7.592,6.597,,,0.921,0.944,0.534,
worst,2048,bf16,8192,256,0.0498,1,20.09,17.124,16.512,14.666,16.454,14.668,13.426,11.809,,,0.822,0.819,0.668,
worst,2048,bf16,8192,512,0.0498,1,34.541,31.088,28.186,26.171,28.266,26.195,24.634,22.109,,,0.816,0.818,0.713,
worst,2048,bf16,8192,1024,0.0498,1,53.605,48.879,44.55,42.12,44.637,42.088,41.832,37.766,,,0.831,0.833,0.78,
worst,2048,bf16,8192,2048,0.0498,1,95.915,90.019,82.507,78.218,82.6,78.176,80.586,73.694,,,0.86,0.861,0.84,
worst,2048,bf16,16384,1,0.0498,20,16.642,13.636,12.658,11.514,12.334,11.203,9.874,9.342,,,0.761,0.741,0.593,
worst,2048,bf16,16384,2,0.0498,20,16.568,13.622,12.621,11.504,12.331,11.182,9.947,9.386,,,0.762,0.744,0.6,
worst,2048,bf16,16384,4,0.0498,20,15.973,13.636,13.08,11.503,12.379,11.191,10.008,9.411,,,0.819,0.775,0.627,
worst,2048,bf16,16384,8,0.0498,20,15.926,13.634,12.704,11.514,12.334,11.202,9.998,9.42,,,0.798,0.774,0.628,
worst,2048,bf16,16384,16,0.0498,20,15.978,13.854,12.901,11.756,12.619,11.441,10.518,9.777,,,0.807,0.79,0.658,
worst,2048,bf16,16384,32,0.0498,20,16.054,14.104,13.23,11.978,12.986,11.642,10.613,9.852,,,0.824,0.809,0.661,
worst,2048,bf16,16384,64,0.0498,20,16.208,14.264,13.459,12.115,13.154,11.806,10.752,9.919,,,0.83,0.812,0.663,
worst,2048,bf16,16384,128,0.0498,20,16.699,14.614,14.192,12.462,13.986,12.157,11.283,10.076,,,0.85,0.838,0.676,
worst,2048,bf16,16384,256,0.0498,20,26.723,21.082,18.43,15.986,17.898,15.516,20.379,18.614,,,0.69,0.67,0.763,
worst,2048,bf16,16384,512,0.0498,20,46.346,38.209,32.072,28.97,30.744,27.942,37.766,35.53,,,0.692,0.663,0.815,
worst,2048,bf16,16384,1024,0.0498,20,74.203,61.041,50.499,45.978,48.605,45.324,64.784,60.938,,,0.681,0.655,0.873,
worst,2048,bf16,16384,2048,0.0498,20,136.077,130.789,91.805,88.461,89.754,86.764,127.245,119.947,,,0.675,0.66,0.935,
worst,2048,bf16,32768,1,0.0498,1,21.243,15.548,13.859,12.669,14.283,12.878,14.99,14.071,,,0.652,0.672,0.706,
worst,2048,bf16,32768,2,0.0498,1,20.002,15.653,13.773,12.654,14.013,12.856,15.334,14.211,,,0.689,0.701,0.767,
worst,2048,bf16,32768,4,0.0498,1,19.32,15.585,13.771,12.662,14.109,12.886,15.514,14.513,,,0.713,0.73,0.803,
worst,2048,bf16,32768,8,0.0498,1,19.318,15.581,14.374,12.666,14.181,12.869,15.827,14.755,,,0.744,0.734,0.819,
worst,2048,bf16,32768,16,0.0498,1,19.099,15.796,14.254,12.906,14.432,13.094,16.066,14.862,,,0.746,0.756,0.841,
worst,2048,bf16,32768,32,0.0498,1,19.274,16.023,14.75,13.136,14.84,13.333,16.496,15.138,,,0.765,0.77,0.856,
worst,2048,bf16,32768,64,0.0498,1,19.645,16.181,15.203,13.27,15.373,13.478,16.8,15.711,,,0.774,0.783,0.855,
worst,2048,bf16,32768,128,0.0498,1,20.458,16.599,16.427,13.674,16.45,13.857,17.659,15.992,,,0.803,0.804,0.863,
worst,2048,bf16,32768,256,0.0498,1,34.867,25.809,22.664,18.62,22.41,18.554,32.341,30.233,,,0.65,0.643,0.928,
worst,2048,bf16,32768,512,0.0498,1,63.237,46.684,38.84,33.297,38.274,33.13,61.965,58.414,,,0.614,0.605,0.98,
worst,2048,bf16,32768,1024,0.0498,1,104.32,84.263,61.749,54.323,60.24,53.792,108.125,100.865,,,0.592,0.577,1.036,
worst,2048,bf16,32768,2048,0.0498,1,192.818,186.818,109.918,107.11,108.677,106.373,212.135,208.593,,,0.57,0.564,1.1,
worst,2048,bf16,65536,1,0.0498,21,24.464,20.17,16.578,15.492,15.829,14.449,15.088,14.138,,,0.678,0.647,0.617,
worst,2048,bf16,65536,2,0.0498,21,24.427,20.218,16.608,15.485,16.059,14.462,15.37,14.472,,,0.68,0.657,0.629,
worst,2048,bf16,65536,4,0.0498,21,25.701,21.108,16.646,15.512,16.482,14.808,15.522,14.427,,,0.648,0.641,0.604,
worst,2048,bf16,65536,8,0.0498,21,25.51,21.275,16.824,15.516,16.586,14.97,15.91,14.911,,,0.659,0.65,0.624,
worst,2048,bf16,65536,16,0.0498,21,25.384,21.261,17.078,15.774,16.707,15.018,16.304,15.014,,,0.673,0.658,0.642,
worst,2048,bf16,65536,32,0.0498,21,25.874,21.853,17.654,15.943,17.062,15.466,19.283,17.875,,,0.682,0.659,0.745,
worst,2048,bf16,65536,64,0.0498,21,22.494,20.261,18.275,16.109,17.955,15.868,25.68,23.826,,,0.812,0.798,1.142,
worst,2048,bf16,65536,128,0.0498,21,23.909,20.694,19.88,16.527,19.768,16.393,29.106,27.014,,,0.831,0.827,1.217,
worst,2048,bf16,65536,256,0.0498,21,48.864,36.386,32.92,26.204,32.862,26.664,54.875,51.762,,,0.674,0.673,1.123,
worst,2048,bf16,65536,512,0.0498,21,88.997,64.403,58.125,46.156,57.806,46.325,107.986,100.989,,,0.653,0.65,1.213,
worst,2048,bf16,65536,1024,0.0498,21,144.069,137.527,92.024,86.284,92.091,86.748,188.317,182.668,,,0.639,0.639,1.307,
worst,2048,bf16,65536,2048,0.0498,21,267.768,261.246,165.89,160.334,166.674,161.619,368.291,362.238,,,0.62,0.622,1.375,
worst,2048,bf16,131072,1,0.0498,1,29.666,25.363,21.71,20.041,16.101,14.837,15.05,14.284,,,0.732,0.543,0.507,
worst,2048,bf16,131072,2,0.0498,1,29.53,25.464,21.525,20.027,16.162,14.87,15.178,14.25,,,0.729,0.547,0.514,
worst,2048,bf16,131072,4,0.0498,1,29.211,25.766,21.664,20.036,16.536,15.235,15.397,14.33,,,0.742,0.566,0.527,
worst,2048,bf16,131072,8,0.0498,1,32.28,27.156,21.642,20.054,16.933,15.381,15.84,14.669,,,0.67,0.525,0.491,
worst,2048,bf16,131072,16,0.0498,1,32.427,27.163,21.986,20.317,17.064,15.414,18.87,17.597,,,0.678,0.526,0.582,
worst,2048,bf16,131072,32,0.0498,1,32.614,27.774,22.798,20.503,20.216,17.889,24.829,22.977,,,0.699,0.62,0.761,
worst,2048,bf16,131072,64,0.0498,1,31.021,28.264,23.768,20.692,21.418,18.349,35.971,33.713,,,0.766,0.69,1.16,
worst,2048,bf16,131072,128,0.0498,1,33.248,28.781,26.413,21.179,26.994,21.462,68.477,65.231,,,0.794,0.812,2.06,
worst,2048,bf16,131072,256,0.0498,1,69.254,53.482,47.843,36.332,48.158,37.169,133.504,127.65,,,0.691,0.695,1.928,
worst,2048,bf16,131072,512,0.0498,1,126.074,116.167,90.61,76.17,93.408,77.297,232.163,229.392,,,0.719,0.741,1.841,
worst,2048,bf16,131072,1024,0.0498,1,207.774,200.012,140.635,127.642,155.477,130.698,458.984,456.821,,,0.677,0.748,2.209,
worst,2048,bf16,131072,2048,0.0498,1,393.677,385.628,247.416,235.696,256.288,241.463,912.517,910.565,,,0.628,0.651,2.318,
worst,2048,bf16,262144,1,0.0498,1,39.352,36.318,32.371,30.678,19.867,18.48,15.05,14.124,,,0.823,0.505,0.382,
worst,2048,bf16,262144,2,0.0498,1,39.261,36.568,32.402,30.662,20.13,18.486,15.064,14.239,,,0.825,0.513,0.384,
worst,2048,bf16,262144,4,0.0498,1,39.424,36.82,32.438,30.688,20.683,18.817,15.429,14.241,,,0.823,0.525,0.391,
worst,2048,bf16,262144,8,0.0498,1,39.75,37.053,32.662,30.683,21.035,19.023,18.541,17.189,,,0.822,0.529,0.466,
worst,2048,bf16,262144,16,0.0498,1,42.53,38.897,33.211,30.96,21.422,19.052,24.25,22.538,,,0.781,0.504,0.57,
worst,2048,bf16,262144,32,0.0498,1,43.595,39.615,34.222,31.158,27.104,23.803,35.376,33.115,,,0.785,0.622,0.811,
worst,2048,bf16,262144,64,0.0498,1,47.453,44.008,35.762,31.382,29.187,24.335,67.395,64.063,,,0.754,0.615,1.42,
worst,2048,bf16,262144,128,0.0498,1,50.707,44.603,41.445,31.925,43.29,32.813,123.031,115.383,,,0.817,0.854,2.426,
worst,2048,bf16,262144,256,0.0498,1,113.88,104.789,82.87,69.295,89.871,76.602,241.312,237.461,,,0.728,0.789,2.119,
worst,2048,bf16,262144,512,0.0498,1,199.115,189.41,149.48,136.553,164.139,143.472,437.61,434.264,,,0.751,0.824,2.198,
worst,2048,bf16,262144,1024,0.0498,1,330.367,320.366,243.528,231.77,254.619,242.186,832.181,828.524,,,0.737,0.771,2.519,
worst,2048,bf16,262144,2048,0.0498,1,619.877,610.278,443.744,432.216,470.82,458.586,1660.756,1657.934,,,0.716,0.76,2.679,
worst,2048,bf16,524288,2,0.0498,21,63.758,58.254,53.013,50.604,27.072,24.716,15.578,14.398,,,0.831,0.425,0.244,
worst,2048,bf16,524288,4,0.0498,21,62.827,58.562,53.224,50.627,27.474,25.027,18.267,17.074,,,0.847,0.437,0.291,
worst,2048,bf16,524288,8,0.0498,21,63.224,58.762,53.362,50.648,27.898,25.24,24.234,22.636,,,0.844,0.441,0.383,
worst,2048,bf16,524288,16,0.0498,21,123.181,115.779,53.925,50.9,28.362,25.325,35.445,33.19,,,0.438,0.23,0.288,
worst,2048,bf16,524288,32,0.0498,21,69.168,63.462,55.086,51.093,39.61,34.721,67.758,64.513,,,0.796,0.573,0.98,
worst,2048,bf16,524288,64,0.0498,21,78.984,75.087,58.987,51.35,45.717,35.32,133.246,126.705,,,0.747,0.579,1.687,
worst,2048,bf16,1048576,2,0.0498,1,105.437,99.662,93.606,90.421,39.216,36.118,18.21,16.875,,,0.888,0.372,0.173,
worst,2048,bf16,1048576,4,0.0498,1,105.57,99.975,93.778,90.44,39.758,36.437,23.782,22.31,,,0.888,0.377,0.225,
worst,2048,bf16,1048576,8,0.0498,1,105.803,100.246,94.082,90.437,40.237,36.681,34.742,32.638,,,0.889,0.38,0.328,
worst,2048,bf16,1048576,16,0.0498,1,208.568,198.638,94.888,90.671,41.17,36.778,66.331,62.94,,,0.455,0.197,0.318,
worst,2048,bf16,1048576,32,0.0498,1,312.221,297.861,97.405,90.899,65.971,56.213,129.883,123.718,,,0.312,0.211,0.416,
worst,2048,bf16,1048576,64,0.0498,1,149.114,146.406,110.998,102.996,86.619,75.527,253.735,250.112,,,0.744,0.581,1.702,
worst,2048,fp16,8192,1,0.0498,1,15.451,13.421,14.962,13.578,15.357,13.983,6.618,5.818,,,0.968,0.994,0.428,
worst,2048,fp16,8192,2,0.0498,1,14.72,13.377,14.928,13.561,15.346,13.963,6.659,5.841,,,1.014,1.042,0.452,
worst,2048,fp16,8192,4,0.0498,1,14.734,13.394,14.891,13.571,15.314,13.974,6.762,5.885,,,1.011,1.039,0.459,
worst,2048,fp16,8192,8,0.0498,1,14.979,13.423,14.949,13.596,15.342,14.011,6.731,5.885,,,0.998,1.024,0.449,
