scenario,sweep,K,dtype,N,BS,op,op26_cold_us_local,op26_warm_us_local,anchor_op,anchor_cold_us_local,anchor_warm_us_local,speedup_same_node_cold
best,bs,1024,fp16,524288,32,op26_mc,44.227,39.772,gvr_multicta_cutedsl,45.121,40.661,1.0202
best,bs,1024,fp16,524288,64,op26_mc,49.772,40.377,gvr_multicta_cutedsl,50.535,41.269,1.0153
best,bs,1024,fp16,1048576,2,op26_mc,42.849,39.939,gvr_multicta_cutedsl,44.257,41.315,1.0329
best,bs,1024,fp16,1048576,4,op26_mc,43.451,40.291,gvr_multicta_cutedsl,44.803,41.634,1.0311
best,bs,1024,fp16,1048576,8,op26_mc,43.951,40.446,gvr_multicta_cutedsl,45.352,41.789,1.0319
best,bs,1024,fp16,1048576,16,op26_mc,44.867,40.547,gvr_multicta_cutedsl,46.243,41.854,1.0307
best,bs,1024,fp16,1048576,32,op26_mc,75.495,66.738,gvr_multicta_cutedsl,76.457,67.782,1.0127
best,bs,1024,fp16,1048576,64,op26_mc,103.647,93.086,gvr_multicta_cutedsl,105.141,94.105,1.0144
best,bs,1024,fp32,4096,1,op26_mc,10.253,9.071,gvr_multicta_cutedsl,9.974,8.819,0.9728
best,bs,1024,fp32,4096,2,op26_mc,10.253,9.046,gvr_multicta_cutedsl,9.869,8.795,0.9625
best,bs,1024,fp32,4096,4,op26_mc,10.082,9.051,gvr_multicta_cutedsl,9.862,8.792,0.9782
best,bs,1024,fp32,4096,8,op26_mc,10.123,9.044,gvr_multicta_cutedsl,9.808,8.789,0.9689
best,bs,1024,fp32,4096,16,op26_mc,10.33,9.318,gvr_multicta_cutedsl,10.184,9.093,0.9859
best,bs,1024,fp32,4096,32,op26_mc,10.491,9.412,gvr_multicta_cutedsl,10.275,9.182,0.9794
best,bs,1024,fp32,4096,64,op26_mc,10.739,9.487,gvr_multicta_cutedsl,10.392,9.26,0.9677
best,bs,1024,fp32,4096,128,op26_mc,11.112,9.647,gvr_multicta_cutedsl,10.816,9.411,0.9734
best,bs,1024,fp32,4096,256,op26_mc,13.098,11.483,gvr_multicta_cutedsl,12.819,11.163,0.9787
best,bs,1024,fp32,4096,512,op26_mc,23.985,21.356,gvr_multicta_cutedsl,23.342,20.813,0.9732
best,bs,1024,fp32,4096,1024,op26_mc,42.553,38.327,gvr_multicta_cutedsl,41.729,37.553,0.9806
best,bs,1024,fp32,4096,2048,op26_mc,77.802,71.641,gvr_multicta_cutedsl,76.124,69.622,0.9784
best,bs,1024,fp32,8192,1,op26_mc,11.569,10.186,gvr_multicta_cutedsl,13.773,12.558,1.1905
best,bs,1024,fp32,8192,2,op26_mc,11.523,10.173,gvr_multicta_cutedsl,13.861,12.544,1.2029
best,bs,1024,fp32,8192,4,op26_mc,11.942,10.178,gvr_multicta_cutedsl,13.917,12.522,1.1654
best,bs,1024,fp32,8192,8,op26_mc,12.006,10.186,gvr_multicta_cutedsl,13.976,12.536,1.1641
best,bs,1024,fp32,8192,16,op26_mc,11.934,11.061,gvr_multicta_cutedsl,14.27,12.801,1.1957
best,bs,1024,fp32,8192,32,op26_mc,12.217,10.553,gvr_multicta_cutedsl,14.216,12.877,1.1636
best,bs,1024,fp32,8192,64,op26_mc,12.24,10.632,gvr_multicta_cutedsl,14.425,12.987,1.1785
best,bs,1024,fp32,8192,128,op26_mc,12.88,10.788,gvr_multicta_cutedsl,15.04,13.199,1.1677
best,bs,1024,fp32,8192,256,op26_mc,15.813,13.301,gvr_multicta_cutedsl,19.6,17.237,1.2395
best,bs,1024,fp32,8192,512,op26_mc,28.87,25.127,gvr_multicta_cutedsl,35.616,32.411,1.2337
best,bs,1024,fp32,8192,1024,op26_mc,50.871,44.949,gvr_multicta_cutedsl,61.543,56.331,1.2098
best,bs,1024,fp32,8192,2048,op26_mc,92.906,84.599,gvr_multicta_cutedsl,114.773,108.645,1.2354
best,bs,1024,fp32,16384,1,op26_mc,12.883,11.4,gvr_multicta_cutedsl,17.91,16.457,1.3902
best,bs,1024,fp32,16384,2,op26_mc,13.046,11.411,gvr_multicta_cutedsl,17.837,16.439,1.3672
best,bs,1024,fp32,16384,4,op26_mc,12.867,11.398,gvr_multicta_cutedsl,17.981,16.441,1.3975
best,bs,1024,fp32,16384,8,op26_mc,12.95,11.413,gvr_multicta_cutedsl,17.817,16.45,1.3758
best,bs,1024,fp32,16384,16,op26_mc,13.091,11.674,gvr_multicta_cutedsl,18.305,16.714,1.3983
best,bs,1024,fp32,16384,32,op26_mc,13.344,11.743,gvr_multicta_cutedsl,18.368,16.803,1.3765
best,bs,1024,fp32,16384,64,op26_mc,13.85,11.871,gvr_multicta_cutedsl,18.877,16.925,1.363
best,bs,1024,fp32,16384,128,op26_mc,14.686,12.088,gvr_multicta_cutedsl,19.901,17.175,1.3551
best,bs,1024,fp32,16384,256,op26_mc,19.869,16.267,gvr_multicta_cutedsl,27.705,24.368,1.3944
best,bs,1024,fp32,16384,512,op26_mc,36.542,30.837,gvr_multicta_cutedsl,51.635,46.115,1.413
best,bs,1024,fp32,16384,1024,op26_mc,65.89,54.23,gvr_multicta_cutedsl,90.269,80.627,1.37
best,bs,1024,fp32,16384,2048,op26_mc,115.692,110.225,gvr_multicta_cutedsl,164.17,160.598,1.419
best,bs,1024,fp32,32768,1,op26_mc,25.248,23.483,gvr_multicta_cutedsl,23.539,21.808,0.9323
best,bs,1024,fp32,32768,2,op26_mc,25.233,23.45,gvr_multicta_cutedsl,23.544,21.783,0.9331
best,bs,1024,fp32,32768,4,op26_mc,25.189,23.45,gvr_multicta_cutedsl,23.449,21.784,0.9309
best,bs,1024,fp32,32768,8,op26_mc,25.289,23.472,gvr_multicta_cutedsl,23.838,21.8,0.9426
best,bs,1024,fp32,32768,16,op26_mc,25.659,23.746,gvr_multicta_cutedsl,23.965,22.045,0.934
best,bs,1024,fp32,32768,32,op26_mc,26.091,23.842,gvr_multicta_cutedsl,24.349,22.145,0.9332
best,bs,1024,fp32,32768,64,op26_mc,26.689,23.99,gvr_multicta_cutedsl,25.115,22.294,0.941
best,bs,1024,fp32,32768,128,op26_mc,27.961,24.324,gvr_multicta_cutedsl,26.349,22.63,0.9423
best,bs,1024,fp32,32768,256,op26_mc,39.411,33.728,gvr_multicta_cutedsl,36.683,31.111,0.9308
best,bs,1024,fp32,32768,512,op26_mc,73.449,65.199,gvr_multicta_cutedsl,68.55,59.69,0.9333
best,bs,1024,fp32,32768,1024,op26_mc,125.114,119.967,gvr_multicta_cutedsl,116.78,111.415,0.9334
best,bs,1024,fp32,32768,2048,op26_mc,231.935,227.348,gvr_multicta_cutedsl,214.612,209.593,0.9253
best,bs,1024,fp32,65536,1,op26_mc,21.632,19.805,gvr_multicta_cutedsl,23.201,21.412,1.0725
best,bs,1024,fp32,65536,2,op26_mc,22.057,19.952,gvr_multicta_cutedsl,23.497,21.566,1.0653
best,bs,1024,fp32,65536,4,op26_mc,22.067,20.398,gvr_multicta_cutedsl,23.734,21.99,1.0755
best,bs,1024,fp32,65536,8,op26_mc,22.361,20.416,gvr_multicta_cutedsl,23.96,22.059,1.0715
best,bs,1024,fp32,65536,16,op26_mc,22.657,20.53,gvr_multicta_cutedsl,24.249,22.212,1.0703
best,bs,1024,fp32,65536,32,op26_mc,24.28,22.126,gvr_multicta_cutedsl,26.779,24.52,1.1029
best,bs,1024,fp32,65536,64,op26_mc,26.204,23.309,gvr_multicta_cutedsl,28.774,25.945,1.0981
best,bs,1024,fp32,65536,128,op26_mc,31.84,26.694,gvr_multicta_cutedsl,37.238,32.059,1.1695
best,bs,1024,fp32,65536,256,op26_mc,47.31,36.247,gvr_multicta_cutedsl,55.136,44.358,1.1654
best,bs,1024,fp32,65536,512,op26_mc,90.012,77.486,gvr_multicta_cutedsl,105.02,93.052,1.1667
best,bs,1024,fp32,65536,1024,op26_mc,153.11,138.406,gvr_multicta_cutedsl,181.512,168.425,1.1855
best,bs,1024,fp32,65536,2048,op26_mc,267.784,253.592,gvr_multicta_cutedsl,324.947,311.521,1.2135
best,bs,1024,fp32,131072,1,op26_mc,21.585,20.232,gvr_multicta_cutedsl,19.07,17.703,0.8835
best,bs,1024,fp32,131072,2,op26_mc,21.881,20.217,gvr_multicta_cutedsl,19.483,17.762,0.8904
best,bs,1024,fp32,131072,4,op26_mc,22.241,20.687,gvr_multicta_cutedsl,19.737,18.223,0.8874
best,bs,1024,fp32,131072,8,op26_mc,22.795,20.791,gvr_multicta_cutedsl,20.129,18.335,0.883
best,bs,1024,fp32,131072,16,op26_mc,23.416,20.899,gvr_multicta_cutedsl,20.883,18.424,0.8918
best,bs,1024,fp32,131072,32,op26_mc,29.419,26.136,gvr_multicta_cutedsl,24.661,21.244,0.8383
best,bs,1024,fp32,131072,64,op26_mc,33.536,28.365,gvr_multicta_cutedsl,27.872,22.596,0.8311
best,bs,1024,fp32,131072,128,op26_mc,47.703,36.931,gvr_multicta_cutedsl,39.798,27.221,0.8343
best,bs,1024,fp32,131072,256,op26_mc,137.493,123.963,gvr_multicta_cutedsl,86.639,73.221,0.6301
best,bs,1024,fp32,131072,512,op26_mc,250.578,239.88,gvr_multicta_cutedsl,155.214,143.628,0.6194
best,bs,1024,fp32,131072,1024,op26_mc,474.677,464.549,gvr_multicta_cutedsl,285.751,274.809,0.602
best,bs,1024,fp32,131072,2048,op26_mc,932.37,927.031,gvr_multicta_cutedsl,530.167,525.683,0.5686
best,bs,1024,fp32,262144,1,op26_mc,22.987,21.238,gvr_multicta_cutedsl,24.275,22.584,1.056
best,bs,1024,fp32,262144,2,op26_mc,23.424,21.281,gvr_multicta_cutedsl,24.665,22.603,1.053
best,bs,1024,fp32,262144,4,op26_mc,23.643,21.728,gvr_multicta_cutedsl,25.062,23.047,1.06
best,bs,1024,fp32,262144,8,op26_mc,24.371,21.838,gvr_multicta_cutedsl,25.526,23.206,1.0474
best,bs,1024,fp32,262144,16,op26_mc,25.422,21.943,gvr_multicta_cutedsl,26.789,23.272,1.0538
best,bs,1024,fp32,262144,32,op26_mc,33.409,28.015,gvr_multicta_cutedsl,34.379,28.978,1.029
best,bs,1024,fp32,262144,64,op26_mc,41.758,30.334,gvr_multicta_cutedsl,42.875,31.352,1.0267
best,bs,1024,fp32,262144,128,op26_mc,84.564,72.772,gvr_multicta_cutedsl,87.097,74.975,1.03
best,bs,1024,fp32,262144,256,op26_mc,158.653,135.29,gvr_multicta_cutedsl,161.314,137.371,1.0168
best,bs,1024,fp32,262144,512,op26_mc,284.482,268.047,gvr_multicta_cutedsl,288.031,270.998,1.0125
best,bs,1024,fp32,262144,1024,op26_mc,542.66,530.445,gvr_multicta_cutedsl,549.422,536.627,1.0125
best,bs,1024,fp32,262144,2048,op26_mc,1006.401,994.855,gvr_multicta_cutedsl,1016.492,1004.546,1.01
best,bs,1024,fp32,524288,2,op26_mc,33.574,30.905,gvr_multicta_cutedsl,32.364,30.037,0.964
best,bs,1024,fp32,524288,4,op26_mc,34.05,31.419,gvr_multicta_cutedsl,33.302,30.534,0.978
best,bs,1024,fp32,524288,8,op26_mc,34.867,31.544,gvr_multicta_cutedsl,33.982,30.672,0.9746
best,bs,1024,fp32,524288,16,op26_mc,37.122,31.686,gvr_multicta_cutedsl,36.233,30.812,0.9761
best,bs,1024,fp32,524288,32,op26_mc,55.6,43.75,gvr_multicta_cutedsl,54.401,42.761,0.9784
best,bs,1024,fp32,524288,64,op26_mc,90.651,79.568,gvr_multicta_cutedsl,89.331,78.256,0.9854
best,bs,1024,fp32,1048576,2,op26_mc,41.993,38.3,gvr_multicta_cutedsl,44.258,40.752,1.0539
best,bs,1024,fp32,1048576,4,op26_mc,42.733,38.872,gvr_multicta_cutedsl,45.364,41.337,1.0616
best,bs,1024,fp32,1048576,8,op26_mc,43.982,39.03,gvr_multicta_cutedsl,46.49,41.479,1.057
best,bs,1024,fp32,1048576,16,op26_mc,51.154,39.252,gvr_multicta_cutedsl,53.738,41.755,1.0505
best,bs,1024,fp32,1048576,32,op26_mc,105.278,94.015,gvr_multicta_cutedsl,107.726,96.33,1.0233
best,bs,1024,fp32,1048576,64,op26_mc,153.368,133.738,gvr_multicta_cutedsl,155.17,136.419,1.0117
best,bs,2048,bf16,8192,1,op26_mc,15.493,14.357,gvr_multicta_cutedsl,14.616,13.028,0.9434
best,bs,2048,bf16,8192,2,op26_mc,15.49,14.341,gvr_multicta_cutedsl,14.274,12.986,0.9215
best,bs,2048,bf16,8192,4,op26_mc,15.652,14.491,gvr_multicta_cutedsl,14.25,13.161,0.9104
best,bs,2048,bf16,8192,8,op26_mc,15.645,14.529,gvr_multicta_cutedsl,14.299,13.176,0.914
best,bs,2048,bf16,8192,16,op26_mc,15.677,14.535,gvr_multicta_cutedsl,14.285,13.185,0.9112
best,bs,2048,bf16,8192,32,op26_mc,15.893,14.607,gvr_multicta_cutedsl,14.499,13.25,0.9123
best,bs,2048,bf16,8192,64,op26_mc,16.29,14.896,gvr_multicta_cutedsl,14.866,13.558,0.9126
best,bs,2048,bf16,8192,128,op26_mc,16.63,15.108,gvr_multicta_cutedsl,15.275,13.755,0.9185
best,bs,2048,bf16,8192,256,op26_mc,20.633,18.925,gvr_multicta_cutedsl,18.654,16.93,0.9041
best,bs,2048,bf16,8192,512,op26_mc,36.28,34.272,gvr_multicta_cutedsl,32.785,30.771,0.9037
best,bs,2048,bf16,8192,1024,op26_mc,57.84,55.387,gvr_multicta_cutedsl,52.238,49.427,0.9031
best,bs,2048,bf16,8192,2048,op26_mc,108.281,104.173,gvr_multicta_cutedsl,97.175,92.262,0.8974
best,bs,2048,bf16,16384,1,op26_mc,15.96,14.704,gvr_multicta_cutedsl,14.811,13.603,0.928
best,bs,2048,bf16,16384,2,op26_mc,15.902,14.696,gvr_multicta_cutedsl,14.686,13.577,0.9235
best,bs,2048,bf16,16384,4,op26_mc,16.09,14.863,gvr_multicta_cutedsl,15.038,13.772,0.9346
best,bs,2048,bf16,16384,8,op26_mc,16.134,14.918,gvr_multicta_cutedsl,15.08,13.819,0.9347
best,bs,2048,bf16,16384,16,op26_mc,16.083,14.904,gvr_multicta_cutedsl,14.977,13.819,0.9312
best,bs,2048,bf16,16384,32,op26_mc,16.232,14.988,gvr_multicta_cutedsl,15.118,13.905,0.9314
best,bs,2048,bf16,16384,64,op26_mc,16.672,15.329,gvr_multicta_cutedsl,15.582,14.225,0.9346
best,bs,2048,bf16,16384,128,op26_mc,17.219,15.509,gvr_multicta_cutedsl,16.154,14.395,0.9381
best,bs,2048,bf16,16384,256,op26_mc,22.646,20.561,gvr_multicta_cutedsl,21.336,19.069,0.9422
best,bs,2048,bf16,16384,512,op26_mc,40.001,36.967,gvr_multicta_cutedsl,37.048,34.034,0.9262
best,bs,2048,bf16,16384,1024,op26_mc,63.203,59.925,gvr_multicta_cutedsl,58.763,55.191,0.9298
best,bs,2048,bf16,16384,2048,op26_mc,117.153,113.995,gvr_multicta_cutedsl,107.909,104.886,0.9211
best,bs,2048,bf16,32768,1,op26_mc,18.237,16.881,gvr_multicta_cutedsl,17.984,16.706,0.9861
best,bs,2048,bf16,32768,2,op26_mc,18.092,16.85,gvr_multicta_cutedsl,17.808,16.708,0.9843
best,bs,2048,bf16,32768,4,op26_mc,18.288,17.024,gvr_multicta_cutedsl,18.082,16.854,0.9887
best,bs,2048,bf16,32768,8,op26_mc,18.322,17.069,gvr_multicta_cutedsl,18.213,16.904,0.9941
best,bs,2048,bf16,32768,16,op26_mc,18.274,17.076,gvr_multicta_cutedsl,18.169,16.924,0.9943
best,bs,2048,bf16,32768,32,op26_mc,18.465,17.15,gvr_multicta_cutedsl,18.387,16.994,0.9958
best,bs,2048,bf16,32768,64,op26_mc,19.24,17.483,gvr_multicta_cutedsl,18.976,17.305,0.9863
best,bs,2048,bf16,32768,128,op26_mc,20.005,17.792,gvr_multicta_cutedsl,19.995,17.568,0.9995
best,bs,2048,bf16,32768,256,op26_mc,29.048,25.584,gvr_multicta_cutedsl,29.563,26.107,1.0177
best,bs,2048,bf16,32768,512,op26_mc,49.272,44.095,gvr_multicta_cutedsl,50.499,45.207,1.0249
best,bs,2048,bf16,32768,1024,op26_mc,78.767,71.967,gvr_multicta_cutedsl,80.398,74.029,1.0207
best,bs,2048,bf16,32768,2048,op26_mc,143.557,141.148,gvr_multicta_cutedsl,147.733,144.945,1.0291
best,bs,2048,bf16,65536,1,op26_mc,22.432,20.619,gvr_multicta_cutedsl,19.193,17.323,0.8556
best,bs,2048,bf16,65536,2,op26_mc,22.32,20.61,gvr_multicta_cutedsl,18.73,17.291,0.8392
best,bs,2048,bf16,65536,4,op26_mc,22.091,20.59,gvr_multicta_cutedsl,19.081,17.333,0.8637
best,bs,2048,bf16,65536,8,op26_mc,22.317,20.703,gvr_multicta_cutedsl,18.973,17.425,0.8502
best,bs,2048,bf16,65536,16,op26_mc,22.601,21.008,gvr_multicta_cutedsl,19.347,17.708,0.856
best,bs,2048,bf16,65536,32,op26_mc,23.532,21.912,gvr_multicta_cutedsl,20.39,18.719,0.8665
best,bs,2048,bf16,65536,64,op26_mc,24.24,22.233,gvr_multicta_cutedsl,21.073,19.079,0.8693
best,bs,2048,bf16,65536,128,op26_mc,27.377,24.054,gvr_multicta_cutedsl,23.869,20.566,0.8719
best,bs,2048,bf16,65536,256,op26_mc,47.262,41.12,gvr_multicta_cutedsl,40.211,34.159,0.8508
best,bs,2048,bf16,65536,512,op26_mc,82.807,71.526,gvr_multicta_cutedsl,70.473,59.18,0.8511
best,bs,2048,bf16,65536,1024,op26_mc,132.781,127.379,gvr_multicta_cutedsl,111.916,106.447,0.8429
best,bs,2048,bf16,65536,2048,op26_mc,243.046,237.998,gvr_multicta_cutedsl,202.531,197.279,0.8333
best,bs,2048,bf16,131072,1,op26_mc,22.112,20.519,gvr_multicta_cutedsl,20.925,19.396,0.9463
best,bs,2048,bf16,131072,2,op26_mc,22.072,20.594,gvr_multicta_cutedsl,20.817,19.405,0.9431
best,bs,2048,bf16,131072,4,op26_mc,21.87,20.579,gvr_multicta_cutedsl,20.819,19.406,0.9519
best,bs,2048,bf16,131072,8,op26_mc,22.166,20.674,gvr_multicta_cutedsl,21.008,19.487,0.9478
best,bs,2048,bf16,131072,16,op26_mc,23.021,24.137,gvr_multicta_cutedsl,21.206,19.798,0.9212
best,bs,2048,bf16,131072,32,op26_mc,26.656,24.54,gvr_multicta_cutedsl,25.974,23.943,0.9744
best,bs,2048,bf16,131072,64,op26_mc,27.806,24.923,gvr_multicta_cutedsl,27.293,24.359,0.9816
best,bs,2048,bf16,131072,128,op26_mc,36.102,30.716,gvr_multicta_cutedsl,35.819,30.32,0.9922
best,bs,2048,bf16,131072,256,op26_mc,66.183,55.388,gvr_multicta_cutedsl,65.79,55.151,0.9941
best,bs,2048,bf16,131072,512,op26_mc,138.588,106.18,gvr_multicta_cutedsl,136.951,105.646,0.9882
best,bs,2048,bf16,131072,1024,op26_mc,222.819,183.691,gvr_multicta_cutedsl,224.196,181.371,1.0062
best,bs,2048,bf16,131072,2048,op26_mc,380.507,346.155,gvr_multicta_cutedsl,375.694,343.169,0.9874
best,bs,2048,bf16,262144,1,op26_mc,29.657,28.109,gvr_multicta_cutedsl,25.865,24.281,0.8721
best,bs,2048,bf16,262144,2,op26_mc,29.806,28.114,gvr_multicta_cutedsl,26.072,24.295,0.8747
best,bs,2048,bf16,262144,4,op26_mc,29.853,28.15,gvr_multicta_cutedsl,26.115,24.283,0.8748
best,bs,2048,bf16,262144,8,op26_mc,30.184,28.229,gvr_multicta_cutedsl,26.34,24.385,0.8726
best,bs,2048,bf16,262144,16,op26_mc,30.52,28.487,gvr_multicta_cutedsl,26.817,24.706,0.8787
best,bs,2048,bf16,262144,32,op26_mc,41.15,38.235,gvr_multicta_cutedsl,36.112,32.983,0.8776
best,bs,2048,bf16,262144,64,op26_mc,43.222,38.752,gvr_multicta_cutedsl,38.136,33.489,0.8823
best,bs,2048,bf16,262144,128,op26_mc,65.995,55.756,gvr_multicta_cutedsl,58.094,47.965,0.8803
best,bs,2048,bf16,262144,256,op26_mc,162.279,149.217,gvr_multicta_cutedsl,137.477,124.725,0.8472
best,bs,2048,bf16,262144,512,op26_mc,301.852,268.354,gvr_multicta_cutedsl,269.527,227.065,0.8929
best,bs,2048,bf16,262144,1024,op26_mc,503.221,465.611,gvr_multicta_cutedsl,428.199,390.843,0.8509
best,bs,2048,bf16,262144,2048,op26_mc,934.23,916.892,gvr_multicta_cutedsl,777.321,762.654,0.832
best,bs,2048,bf16,524288,2,op26_mc,40.857,38.807,gvr_multicta_cutedsl,35.054,32.651,0.858
best,bs,2048,bf16,524288,4,op26_mc,40.987,38.867,gvr_multicta_cutedsl,35.064,32.597,0.8555
best,bs,2048,bf16,524288,8,op26_mc,41.5,38.976,gvr_multicta_cutedsl,35.358,32.758,0.852
best,bs,2048,bf16,524288,16,op26_mc,42.193,39.28,gvr_multicta_cutedsl,36.216,33.088,0.8583
best,bs,2048,bf16,524288,32,op26_mc,63.06,58.634,gvr_multicta_cutedsl,54.123,49.617,0.8583
best,bs,2048,bf16,524288,64,op26_mc,68.636,59.282,gvr_multicta_cutedsl,59.64,50.208,0.8689
best,bs,2048,bf16,1048576,2,op26_mc,62.486,59.578,gvr_multicta_cutedsl,52.883,49.879,0.8463
best,bs,2048,bf16,1048576,4,op26_mc,62.721,59.561,gvr_multicta_cutedsl,53.211,49.84,0.8484
best,bs,2048,bf16,1048576,8,op26_mc,63.299,59.736,gvr_multicta_cutedsl,53.684,50.007,0.8481
best,bs,2048,bf16,1048576,16,op26_mc,64.046,60.088,gvr_multicta_cutedsl,54.502,50.408,0.851
best,bs,2048,bf16,1048576,32,op26_mc,108.188,99.532,gvr_multicta_cutedsl,92.385,83.726,0.8539
best,bs,2048,bf16,1048576,64,op26_mc,147.832,136.269,gvr_multicta_cutedsl,125.808,114.245,0.851
best,bs,2048,fp16,8192,1,op26_mc,15.358,14.034,gvr_multicta_cutedsl,18.465,17.203,1.2023
best,bs,2048,fp16,8192,2,op26_mc,15.382,14.044,gvr_multicta_cutedsl,18.307,17.184,1.1902
best,bs,2048,fp16,8192,4,op26_mc,15.363,14.025,gvr_multicta_cutedsl,18.462,17.181,1.2017
best,bs,2048,fp16,8192,8,op26_mc,15.326,14.045,gvr_multicta_cutedsl,18.57,17.173,1.2117
best,bs,2048,fp16,8192,16,op26_mc,15.526,14.276,gvr_multicta_cutedsl,18.878,17.433,1.2159
best,bs,2048,fp16,8192,32,op26_mc,15.794,14.516,gvr_multicta_cutedsl,18.906,17.657,1.197
best,bs,2048,fp16,8192,64,op26_mc,15.942,14.667,gvr_multicta_cutedsl,19.091,17.81,1.1975
best,bs,2048,fp16,8192,128,op26_mc,16.483,15.026,gvr_multicta_cutedsl,19.691,18.151,1.1946
best,bs,2048,fp16,8192,256,op26_mc,20.549,18.682,gvr_multicta_cutedsl,24.603,22.848,1.1973
best,bs,2048,fp16,8192,512,op26_mc,35.943,33.923,gvr_multicta_cutedsl,43.383,41.247,1.207
best,bs,2048,fp16,8192,1024,op26_mc,57.423,54.585,gvr_multicta_cutedsl,68.97,66.432,1.2011
best,bs,2048,fp16,8192,2048,op26_mc,107.295,103.156,gvr_multicta_cutedsl,129.568,125.525,1.2076
best,bs,2048,fp16,16384,1,op26_mc,15.995,14.886,gvr_multicta_cutedsl,14.328,13.22,0.8958
best,bs,2048,fp16,16384,2,op26_mc,15.942,14.881,gvr_multicta_cutedsl,14.139,13.171,0.8869
best,bs,2048,fp16,16384,4,op26_mc,15.953,14.867,gvr_multicta_cutedsl,14.329,13.23,0.8982
best,bs,2048,fp16,16384,8,op26_mc,15.969,14.859,gvr_multicta_cutedsl,14.387,13.233,0.9009
best,bs,2048,fp16,16384,16,op26_mc,16.219,15.098,gvr_multicta_cutedsl,14.611,13.474,0.9009
best,bs,2048,fp16,16384,32,op26_mc,16.537,15.317,gvr_multicta_cutedsl,14.92,13.673,0.9022
best,bs,2048,fp16,16384,64,op26_mc,16.843,15.483,gvr_multicta_cutedsl,15.198,13.84,0.9023
best,bs,2048,fp16,16384,128,op26_mc,17.7,15.835,gvr_multicta_cutedsl,15.984,14.184,0.9031
best,bs,2048,fp16,16384,256,op26_mc,23.094,20.976,gvr_multicta_cutedsl,21.124,18.75,0.9147
best,bs,2048,fp16,16384,512,op26_mc,40.934,37.546,gvr_multicta_cutedsl,36.452,33.464,0.8905
best,bs,2048,fp16,16384,1024,op26_mc,64.713,60.625,gvr_multicta_cutedsl,57.956,54.237,0.8956
best,bs,2048,fp16,16384,2048,op26_mc,118.613,115.204,gvr_multicta_cutedsl,106.365,103.282,0.8967
best,bs,2048,fp16,32768,1,op26_mc,17.553,16.383,gvr_multicta_cutedsl,17.537,16.327,0.9991
best,bs,2048,fp16,32768,2,op26_mc,17.328,16.351,gvr_multicta_cutedsl,17.395,16.29,1.0039
best,bs,2048,fp16,32768,4,op26_mc,17.472,16.363,gvr_multicta_cutedsl,17.436,16.294,0.9979
best,bs,2048,fp16,32768,8,op26_mc,17.436,16.365,gvr_multicta_cutedsl,17.408,16.321,0.9984
best,bs,2048,fp16,32768,16,op26_mc,17.866,16.599,gvr_multicta_cutedsl,17.739,16.549,0.9929
best,bs,2048,fp16,32768,32,op26_mc,19.635,16.851,gvr_multicta_cutedsl,18.141,16.782,0.9239
best,bs,2048,fp16,32768,64,op26_mc,18.731,17.01,gvr_multicta_cutedsl,18.756,16.957,1.0013
best,bs,2048,fp16,32768,128,op26_mc,19.861,17.432,gvr_multicta_cutedsl,19.696,17.344,0.9917
best,bs,2048,fp16,32768,256,op26_mc,28.604,25.127,gvr_multicta_cutedsl,29.224,25.763,1.0217
best,bs,2048,fp16,32768,512,op26_mc,48.483,43.189,gvr_multicta_cutedsl,49.771,44.22,1.0266
best,bs,2048,fp16,32768,1024,op26_mc,77.436,70.766,gvr_multicta_cutedsl,79.233,72.235,1.0232
best,bs,2048,fp16,32768,2048,op26_mc,141.244,138.313,gvr_multicta_cutedsl,144.774,141.969,1.025
best,bs,2048,fp16,65536,1,op26_mc,21.224,19.723,gvr_multicta_cutedsl,17.971,16.549,0.8467
best,bs,2048,fp16,65536,2,op26_mc,21.547,19.95,gvr_multicta_cutedsl,18.17,16.821,0.8433
best,bs,2048,fp16,65536,4,op26_mc,21.947,20.341,gvr_multicta_cutedsl,18.776,17.117,0.8555
best,bs,2048,fp16,65536,8,op26_mc,22.128,20.548,gvr_multicta_cutedsl,18.939,17.294,0.8559
best,bs,2048,fp16,65536,16,op26_mc,22.168,20.588,gvr_multicta_cutedsl,18.99,17.357,0.8566
best,bs,2048,fp16,65536,32,op26_mc,22.789,21.291,gvr_multicta_cutedsl,19.677,18.195,0.8634
best,bs,2048,fp16,65536,64,op26_mc,23.931,21.879,gvr_multicta_cutedsl,20.771,18.736,0.868
best,bs,2048,fp16,65536,128,op26_mc,27.011,23.623,gvr_multicta_cutedsl,23.536,20.136,0.8713
best,bs,2048,fp16,65536,256,op26_mc,45.982,39.881,gvr_multicta_cutedsl,39.518,33.22,0.8594
best,bs,2048,fp16,65536,512,op26_mc,80.709,69.171,gvr_multicta_cutedsl,68.921,57.472,0.8539
best,bs,2048,fp16,65536,1024,op26_mc,129.109,123.501,gvr_multicta_cutedsl,109.37,103.862,0.8471
best,bs,2048,fp16,65536,2048,op26_mc,236.447,231.333,gvr_multicta_cutedsl,197.727,192.621,0.8362
best,bs,2048,fp16,131072,1,op26_mc,20.775,19.611,gvr_multicta_cutedsl,19.792,18.625,0.9527
best,bs,2048,fp16,131072,2,op26_mc,21.233,19.911,gvr_multicta_cutedsl,20.274,18.903,0.9548
best,bs,2048,fp16,131072,4,op26_mc,21.675,20.217,gvr_multicta_cutedsl,20.41,19.207,0.9416
