scenario,sweep,K,dtype,N,BS,op,op26_cold_us_local,op26_warm_us_local,anchor_op,anchor_cold_us_local,anchor_warm_us_local,speedup_same_node_cold
real,bs,2048,fp32,8192,512,op26_1cta,28.878,25.843,gvr_cutedsl,37.845,34.202,1.3105
real,bs,2048,fp32,8192,1024,op26_1cta,45.758,41.034,gvr_cutedsl,59.509,55.216,1.3005
real,bs,2048,fp32,8192,2048,op26_1cta,82.139,78.201,gvr_cutedsl,108.978,105.444,1.3268
real,bs,2048,fp32,16384,1,op26_1cta,13.243,12.095,gvr_cutedsl,15.594,14.492,1.1775
real,bs,2048,fp32,16384,2,op26_1cta,13.206,12.04,gvr_cutedsl,15.635,14.45,1.1839
real,bs,2048,fp32,16384,4,op26_1cta,13.366,12.016,gvr_cutedsl,15.87,14.44,1.1873
real,bs,2048,fp32,16384,8,op26_1cta,13.461,12.04,gvr_cutedsl,15.875,14.472,1.1793
real,bs,2048,fp32,16384,16,op26_1cta,13.36,12.04,gvr_cutedsl,15.851,14.497,1.1865
real,bs,2048,fp32,16384,32,op26_1cta,13.494,12.083,gvr_cutedsl,15.962,14.53,1.1829
real,bs,2048,fp32,16384,64,op26_1cta,14.037,12.152,gvr_cutedsl,16.482,14.595,1.1742
real,bs,2048,fp32,16384,128,op26_1cta,14.8,12.338,gvr_cutedsl,17.357,14.808,1.1728
real,bs,2048,fp32,16384,256,op26_1cta,21.493,17.973,gvr_cutedsl,26.179,21.142,1.218
real,bs,2048,fp32,16384,512,op26_1cta,36.416,30.919,gvr_cutedsl,45.923,38.52,1.2611
real,bs,2048,fp32,16384,1024,op26_1cta,58.53,50.412,gvr_cutedsl,73.901,62.715,1.2626
real,bs,2048,fp32,16384,2048,op26_1cta,104.306,99.992,gvr_cutedsl,131.81,127.103,1.2637
real,bs,2048,fp32,32768,1,op26_1cta,17.16,15.459,gvr_cutedsl,17.107,15.303,0.9969
real,bs,2048,fp32,32768,2,op26_1cta,17.378,15.544,gvr_cutedsl,16.973,15.278,0.9767
real,bs,2048,fp32,32768,4,op26_1cta,17.378,15.534,gvr_cutedsl,17.005,15.301,0.9785
real,bs,2048,fp32,32768,8,op26_1cta,17.517,15.549,gvr_cutedsl,17.25,15.32,0.9848
real,bs,2048,fp32,32768,16,op26_1cta,17.494,15.585,gvr_cutedsl,17.229,15.306,0.9849
real,bs,2048,fp32,32768,32,op26_1cta,17.781,15.62,gvr_cutedsl,17.557,15.338,0.9874
real,bs,2048,fp32,32768,64,op26_1cta,18.304,15.717,gvr_cutedsl,18.216,15.454,0.9952
real,bs,2048,fp32,32768,128,op26_1cta,19.893,16.019,gvr_cutedsl,19.666,15.683,0.9886
real,bs,2048,fp32,32768,256,op26_1cta,29.797,22.753,gvr_cutedsl,32.467,23.802,1.0896
real,bs,2048,fp32,32768,512,op26_1cta,54.839,42.835,gvr_cutedsl,63.007,45.411,1.1489
real,bs,2048,fp32,32768,1024,op26_1cta,86.027,78.86,gvr_cutedsl,98.035,89.47,1.1396
real,bs,2048,fp32,32768,2048,op26_1cta,147.858,140.359,gvr_cutedsl,171.594,163.494,1.1605
real,bs,2048,fp32,65536,1,op26_1cta,22.483,20.646,gvr_cutedsl,24.903,22.936,1.1076
real,bs,2048,fp32,65536,2,op26_1cta,22.173,20.559,gvr_cutedsl,24.779,22.839,1.1175
real,bs,2048,fp32,65536,4,op26_1cta,22.275,20.619,gvr_cutedsl,24.661,22.941,1.1071
real,bs,2048,fp32,65536,8,op26_1cta,22.398,20.666,gvr_cutedsl,24.68,22.977,1.1019
real,bs,2048,fp32,65536,16,op26_1cta,22.678,20.686,gvr_cutedsl,24.995,22.987,1.1022
real,bs,2048,fp32,65536,32,op26_1cta,23.085,20.734,gvr_cutedsl,25.466,23.017,1.1031
real,bs,2048,fp32,65536,64,op26_1cta,24.264,20.93,gvr_cutedsl,26.576,23.231,1.0953
real,bs,2048,fp32,65536,128,op26_1cta,27.189,21.422,gvr_cutedsl,29.47,23.718,1.0839
real,bs,2048,fp32,65536,256,op26_1cta,46.523,32.335,gvr_cutedsl,52.165,36.377,1.1213
real,bs,2048,fp32,65536,512,op26_1cta,123.887,103.627,gvr_cutedsl,133.568,117.582,1.0781
real,bs,2048,fp32,65536,1024,op26_1cta,200.46,184.811,gvr_cutedsl,210.873,196.971,1.0519
real,bs,2048,fp32,65536,2048,op26_1cta,338.278,324.675,gvr_cutedsl,364.729,351.671,1.0782
real,bs,2048,fp32,131072,1,op26_1cta,30.558,27.962,gvr_cutedsl,35.443,32.993,1.1599
real,bs,2048,fp32,131072,2,op26_1cta,30.09,28.014,gvr_cutedsl,35.346,32.956,1.1747
real,bs,2048,fp32,131072,4,op26_1cta,30.351,28.032,gvr_cutedsl,35.36,32.999,1.165
real,bs,2048,fp32,131072,8,op26_1cta,30.512,28.074,gvr_cutedsl,35.542,33.056,1.1649
real,bs,2048,fp32,131072,16,op26_1cta,30.73,28.09,gvr_cutedsl,35.87,33.083,1.1673
real,bs,2048,fp32,131072,32,op26_1cta,31.77,28.205,gvr_cutedsl,36.592,33.192,1.1518
real,bs,2048,fp32,131072,64,op26_1cta,33.734,28.699,gvr_cutedsl,38.882,33.712,1.1526
real,bs,2048,fp32,131072,128,op26_1cta,40.651,29.612,gvr_cutedsl,45.682,34.73,1.1238
real,bs,2048,fp32,131072,256,op26_1cta,114.413,99.123,gvr_cutedsl,139.254,124.891,1.2171
real,bs,2048,fp32,131072,512,op26_1cta,224.159,202.02,gvr_cutedsl,265.369,249.089,1.1838
real,bs,2048,fp32,131072,1024,op26_1cta,370.225,349.845,gvr_cutedsl,449.579,432.719,1.2143
real,bs,2048,fp32,131072,2048,op26_1cta,696.944,683.053,gvr_cutedsl,866.783,851.112,1.2437
real,bs,2048,fp32,262144,1,op26_1cta,44.562,41.205,gvr_cutedsl,53.685,50.247,1.2047
real,bs,2048,fp32,262144,2,op26_1cta,44.453,41.11,gvr_cutedsl,53.576,50.237,1.2052
real,bs,2048,fp32,262144,4,op26_1cta,44.626,41.153,gvr_cutedsl,53.778,50.22,1.2051
real,bs,2048,fp32,262144,8,op26_1cta,44.8,41.275,gvr_cutedsl,54.01,50.325,1.2056
real,bs,2048,fp32,262144,16,op26_1cta,45.347,41.301,gvr_cutedsl,54.438,50.35,1.2005
real,bs,2048,fp32,262144,32,op26_1cta,46.701,41.445,gvr_cutedsl,55.679,50.558,1.1922
real,bs,2048,fp32,262144,64,op26_1cta,53.128,42.523,gvr_cutedsl,62.167,51.76,1.1701
real,bs,2048,fp32,262144,128,op26_1cta,100.176,87.203,gvr_cutedsl,120.176,107.426,1.1996
real,bs,2048,fp32,262144,256,op26_1cta,204.89,187.348,gvr_cutedsl,252.564,235.347,1.2327
real,bs,2048,fp32,262144,512,op26_1cta,408.612,383.55,gvr_cutedsl,484.452,461.707,1.1856
real,bs,2048,fp32,262144,1024,op26_1cta,723.701,703.205,gvr_cutedsl,899.433,877.946,1.2428
real,bs,2048,fp32,262144,2048,op26_1cta,1320.145,1291.031,gvr_cutedsl,1654.781,1622.129,1.2535
real,bs,2048,fp32,524288,2,op26_1cta,74.568,69.486,gvr_cutedsl,86.675,81.66,1.1624
real,bs,2048,fp32,524288,4,op26_1cta,74.815,69.539,gvr_cutedsl,86.98,81.747,1.1626
real,bs,2048,fp32,524288,8,op26_1cta,75.141,69.624,gvr_cutedsl,87.264,81.851,1.1613
real,bs,2048,fp32,524288,16,op26_1cta,75.93,69.664,gvr_cutedsl,88.301,81.875,1.1629
real,bs,2048,fp32,524288,32,op26_1cta,80.755,69.892,gvr_cutedsl,93.138,82.128,1.1533
real,bs,2048,fp32,524288,64,op26_1cta,120.805,108.743,gvr_cutedsl,140.669,128.462,1.1644
real,bs,2048,fp32,1048576,2,op26_1cta,93.197,84.798,gvr_cutedsl,93.516,85.445,1.0034
real,bs,2048,fp32,1048576,4,op26_1cta,93.456,84.865,gvr_cutedsl,93.68,85.528,1.0024
real,bs,2048,fp32,1048576,8,op26_1cta,93.747,84.997,gvr_cutedsl,94.264,85.658,1.0055
real,bs,2048,fp32,1048576,16,op26_1cta,99.29,85.027,gvr_cutedsl,100.328,85.658,1.0105
real,bs,2048,fp32,1048576,32,op26_1cta,126.476,117.071,gvr_cutedsl,127.151,117.603,1.0053
real,bs,2048,fp32,1048576,64,op26_1cta,144.698,130.075,gvr_cutedsl,144.974,130.153,1.0019
real,seq,512,bf16,4096,1,op26_1cta,12.288,11.277,gvr_cutedsl,12.677,11.387,1.0317
real,seq,512,bf16,8192,1,op26_1cta,11.091,9.786,gvr_cutedsl,11.139,9.788,1.0043
real,seq,512,bf16,16384,1,op26_1cta,13.878,12.26,gvr_cutedsl,13.939,12.321,1.0044
real,seq,512,bf16,32768,1,op26_1cta,16.763,15.112,gvr_cutedsl,16.738,15.103,0.9985
real,seq,512,bf16,65536,1,op26_1cta,27.392,25.774,gvr_cutedsl,27.322,25.717,0.9974
real,seq,512,bf16,131072,1,op26_1cta,24.253,22.44,gvr_cutedsl,24.264,22.367,1.0005
real,seq,512,bf16,262144,1,op26_1cta,36.104,34.122,gvr_cutedsl,35.899,33.943,0.9943
real,seq,512,bf16,524288,1,op26_1cta,61.416,58.884,gvr_cutedsl,61.061,58.449,0.9942
real,seq,512,bf16,1048576,1,op26_1cta,114.184,110.496,gvr_cutedsl,113.221,109.676,0.9916
real,seq,512,fp16,4096,1,op26_1cta,10.808,9.473,gvr_cutedsl,10.741,9.435,0.9938
real,seq,512,fp16,8192,1,op26_1cta,10.338,9.018,gvr_cutedsl,10.304,8.995,0.9967
real,seq,512,fp16,16384,1,op26_1cta,15.477,13.743,gvr_cutedsl,15.363,13.793,0.9926
real,seq,512,fp16,32768,1,op26_1cta,16.531,14.689,gvr_cutedsl,16.326,14.698,0.9876
real,seq,512,fp16,65536,1,op26_1cta,28.466,26.846,gvr_cutedsl,28.242,26.641,0.9921
real,seq,512,fp16,131072,1,op26_1cta,23.682,21.866,gvr_cutedsl,23.642,21.717,0.9983
real,seq,512,fp16,262144,1,op26_1cta,35.491,33.101,gvr_cutedsl,35.182,32.77,0.9913
real,seq,512,fp16,524288,1,op26_1cta,60.859,58.259,gvr_cutedsl,60.707,58.003,0.9975
real,seq,512,fp16,1048576,1,op26_1cta,112.722,109.117,gvr_cutedsl,112.309,108.675,0.9963
real,seq,512,fp32,4096,1,op26_1cta,8.918,7.66,gvr_cutedsl,11.442,10.053,1.283
real,seq,512,fp32,8192,1,op26_1cta,9.36,7.848,gvr_cutedsl,11.677,10.254,1.2475
real,seq,512,fp32,16384,1,op26_1cta,11.562,9.622,gvr_cutedsl,14.822,13.32,1.282
real,seq,512,fp32,32768,1,op26_1cta,14.048,12.076,gvr_cutedsl,17.19,15.241,1.2237
real,seq,512,fp32,65536,1,op26_1cta,30.677,28.925,gvr_cutedsl,32.842,31.228,1.0706
real,seq,512,fp32,131072,1,op26_1cta,24.142,21.761,gvr_cutedsl,25.024,22.514,1.0365
real,seq,512,fp32,262144,1,op26_1cta,35.694,32.202,gvr_cutedsl,38.72,35.314,1.0848
real,seq,512,fp32,524288,1,op26_1cta,60.448,55.173,gvr_cutedsl,62.414,57.119,1.0325
real,seq,512,fp32,1048576,1,op26_1cta,111.335,102.472,gvr_cutedsl,117.234,107.895,1.053
real,seq,1024,bf16,4096,1,op26_1cta,10.0,8.778,gvr_cutedsl,10.312,8.893,1.0312
real,seq,1024,bf16,8192,1,op26_1cta,10.587,9.427,gvr_cutedsl,13.019,11.953,1.2297
real,seq,1024,bf16,16384,1,op26_1cta,12.731,11.517,gvr_cutedsl,12.866,11.612,1.0106
real,seq,1024,bf16,32768,1,op26_1cta,15.827,14.305,gvr_cutedsl,15.293,13.783,0.9663
real,seq,1024,bf16,65536,1,op26_1cta,20.155,18.713,gvr_cutedsl,24.243,22.757,1.2028
real,seq,1024,bf16,131072,1,op26_1cta,25.227,23.567,gvr_cutedsl,25.534,23.825,1.0122
real,seq,1024,bf16,262144,1,op26_1cta,36.234,34.422,gvr_cutedsl,36.65,34.79,1.0115
real,seq,1024,bf16,524288,1,op26_1cta,62.495,60.133,gvr_cutedsl,63.0,60.818,1.0081
real,seq,1024,bf16,1048576,1,op26_1cta,114.914,111.614,gvr_cutedsl,116.015,112.873,1.0096
real,seq,1024,fp16,4096,1,op26_1cta,9.488,8.325,gvr_cutedsl,9.875,8.318,1.0408
real,seq,1024,fp16,8192,1,op26_1cta,10.792,9.629,gvr_cutedsl,14.926,13.665,1.3831
real,seq,1024,fp16,16384,1,op26_1cta,13.645,12.082,gvr_cutedsl,13.672,12.079,1.002
real,seq,1024,fp16,32768,1,op26_1cta,17.344,15.631,gvr_cutedsl,16.8,15.267,0.9686
real,seq,1024,fp16,65536,1,op26_1cta,20.654,19.341,gvr_cutedsl,19.843,18.538,0.9607
real,seq,1024,fp16,131072,1,op26_1cta,24.576,23.071,gvr_cutedsl,24.446,23.002,0.9947
real,seq,1024,fp16,262144,1,op26_1cta,37.463,35.317,gvr_cutedsl,37.104,35.147,0.9904
real,seq,1024,fp16,524288,1,op26_1cta,61.12,58.868,gvr_cutedsl,60.992,58.808,0.9979
real,seq,1024,fp16,1048576,1,op26_1cta,114.202,110.695,gvr_cutedsl,113.861,110.665,0.997
real,seq,1024,fp32,4096,1,op26_1cta,9.811,8.573,gvr_cutedsl,10.395,9.135,1.0595
real,seq,1024,fp32,8192,1,op26_1cta,11.181,9.435,gvr_cutedsl,19.085,17.474,1.7069
real,seq,1024,fp32,16384,1,op26_1cta,11.523,9.978,gvr_cutedsl,16.013,14.504,1.3897
real,seq,1024,fp32,32768,1,op26_1cta,14.198,12.083,gvr_cutedsl,19.354,17.249,1.3631
real,seq,1024,fp32,65536,1,op26_1cta,24.706,22.666,gvr_cutedsl,24.619,22.558,0.9965
real,seq,1024,fp32,131072,1,op26_1cta,24.69,22.276,gvr_cutedsl,26.058,23.663,1.0554
real,seq,1024,fp32,262144,1,op26_1cta,36.326,32.522,gvr_cutedsl,39.138,35.555,1.0774
real,seq,1024,fp32,524288,1,op26_1cta,61.683,56.33,gvr_cutedsl,66.291,60.99,1.0747
real,seq,1024,fp32,1048576,1,op26_1cta,112.957,103.746,gvr_cutedsl,121.474,112.653,1.0754
real,seq,2048,bf16,8192,1,op26_1cta,13.838,12.446,gvr_cutedsl,13.858,12.268,1.0014
real,seq,2048,bf16,16384,1,op26_1cta,15.443,13.27,gvr_cutedsl,14.547,13.283,0.942
real,seq,2048,bf16,32768,1,op26_1cta,16.624,14.622,gvr_cutedsl,16.01,14.74,0.9631
real,seq,2048,bf16,65536,1,op26_1cta,20.504,18.983,gvr_cutedsl,20.382,19.023,0.994
real,seq,2048,bf16,131072,1,op26_1cta,27.627,26.242,gvr_cutedsl,27.866,26.378,1.0087
real,seq,2048,bf16,262144,1,op26_1cta,45.869,44.027,gvr_cutedsl,51.754,49.869,1.1283
real,seq,2048,bf16,524288,1,op26_1cta,88.32,86.17,gvr_cutedsl,89.727,87.573,1.0159
real,seq,2048,bf16,1048576,1,op26_1cta,91.373,88.355,gvr_cutedsl,91.074,87.806,0.9967
real,seq,2048,fp16,8192,1,op26_1cta,15.214,14.171,gvr_cutedsl,15.384,14.093,1.0112
real,seq,2048,fp16,16384,1,op26_1cta,15.859,14.177,gvr_cutedsl,15.709,14.219,0.9905
real,seq,2048,fp16,32768,1,op26_1cta,17.698,15.555,gvr_cutedsl,16.736,15.629,0.9456
real,seq,2048,fp16,65536,1,op26_1cta,21.645,20.264,gvr_cutedsl,21.582,20.267,0.9971
real,seq,2048,fp16,131072,1,op26_1cta,29.259,27.464,gvr_cutedsl,29.315,27.542,1.0019
real,seq,2048,fp16,262144,1,op26_1cta,45.959,44.037,gvr_cutedsl,52.053,50.2,1.1326
real,seq,2048,fp16,524288,1,op26_1cta,89.048,86.626,gvr_cutedsl,89.904,87.424,1.0096
real,seq,2048,fp16,1048576,1,op26_1cta,91.357,88.117,gvr_cutedsl,90.728,87.535,0.9931
real,seq,2048,fp32,8192,1,op26_1cta,11.771,10.73,gvr_cutedsl,14.717,13.697,1.2503
real,seq,2048,fp32,16384,1,op26_1cta,13.194,12.079,gvr_cutedsl,15.614,14.491,1.1834
real,seq,2048,fp32,32768,1,op26_1cta,17.018,15.461,gvr_cutedsl,17.005,15.274,0.9992
real,seq,2048,fp32,65536,1,op26_1cta,22.374,20.626,gvr_cutedsl,24.669,22.945,1.1026
real,seq,2048,fp32,131072,1,op26_1cta,30.293,27.963,gvr_cutedsl,35.291,32.952,1.165
real,seq,2048,fp32,262144,1,op26_1cta,44.893,41.295,gvr_cutedsl,53.563,50.236,1.1931
real,seq,2048,fp32,524288,1,op26_1cta,74.415,69.537,gvr_cutedsl,86.581,81.713,1.1635
real,seq,2048,fp32,1048576,1,op26_1cta,93.384,84.906,gvr_cutedsl,94.002,85.516,1.0066
worst,bs,512,bf16,4096,1,op26_1cta,8.758,7.661,gvr_cutedsl,9.168,7.738,1.0468
worst,bs,512,bf16,4096,2,op26_1cta,8.699,7.686,gvr_cutedsl,8.805,7.756,1.0122
worst,bs,512,bf16,4096,4,op26_1cta,8.797,7.745,gvr_cutedsl,8.771,7.812,0.997
worst,bs,512,bf16,4096,8,op26_1cta,8.952,7.752,gvr_cutedsl,8.946,7.812,0.9993
worst,bs,512,bf16,4096,16,op26_1cta,9.173,8.099,gvr_cutedsl,9.237,8.159,1.007
worst,bs,512,bf16,4096,32,op26_1cta,9.397,8.203,gvr_cutedsl,9.384,8.271,0.9986
worst,bs,512,bf16,4096,64,op26_1cta,9.496,8.258,gvr_cutedsl,9.48,8.335,0.9983
worst,bs,512,bf16,4096,128,op26_1cta,9.699,8.368,gvr_cutedsl,9.795,8.472,1.0099
worst,bs,512,bf16,4096,256,op26_1cta,9.898,8.571,gvr_cutedsl,11.754,10.573,1.1875
worst,bs,512,bf16,4096,512,op26_1cta,17.037,14.73,gvr_cutedsl,19.938,18.046,1.1703
worst,bs,512,bf16,4096,1024,op26_1cta,25.823,22.98,gvr_cutedsl,30.704,28.508,1.189
worst,bs,512,bf16,4096,2048,op26_1cta,45.261,41.528,gvr_cutedsl,55.727,52.692,1.2312
worst,bs,512,bf16,8192,1,op26_1cta,8.733,7.491,gvr_cutedsl,8.586,7.557,0.9832
worst,bs,512,bf16,8192,2,op26_1cta,8.738,7.524,gvr_cutedsl,8.675,7.576,0.9928
worst,bs,512,bf16,8192,4,op26_1cta,8.597,7.554,gvr_cutedsl,8.862,7.638,1.0308
worst,bs,512,bf16,8192,8,op26_1cta,8.63,7.555,gvr_cutedsl,8.832,7.648,1.0234
worst,bs,512,bf16,8192,16,op26_1cta,9.053,7.908,gvr_cutedsl,9.114,7.992,1.0067
worst,bs,512,bf16,8192,32,op26_1cta,9.264,8.028,gvr_cutedsl,9.21,8.106,0.9942
worst,bs,512,bf16,8192,64,op26_1cta,9.41,8.086,gvr_cutedsl,9.544,8.177,1.0142
worst,bs,512,bf16,8192,128,op26_1cta,9.706,8.204,gvr_cutedsl,9.877,8.328,1.0176
worst,bs,512,bf16,8192,256,op26_1cta,10.91,9.162,gvr_cutedsl,11.861,10.266,1.0872
worst,bs,512,bf16,8192,512,op26_1cta,18.29,15.707,gvr_cutedsl,19.952,17.535,1.0909
worst,bs,512,bf16,8192,1024,op26_1cta,28.018,24.595,gvr_cutedsl,30.651,27.813,1.094
worst,bs,512,bf16,8192,2048,op26_1cta,48.973,44.796,gvr_cutedsl,54.704,51.132,1.117
worst,bs,512,bf16,16384,1,op26_1cta,10.055,8.434,gvr_cutedsl,9.962,8.422,0.9908
worst,bs,512,bf16,16384,2,op26_1cta,9.902,8.4,gvr_cutedsl,10.123,8.428,1.0223
worst,bs,512,bf16,16384,4,op26_1cta,10.042,8.442,gvr_cutedsl,10.195,8.456,1.0152
worst,bs,512,bf16,16384,8,op26_1cta,10.186,8.441,gvr_cutedsl,10.197,8.454,1.0011
worst,bs,512,bf16,16384,16,op26_1cta,10.331,8.786,gvr_cutedsl,10.523,8.79,1.0186
worst,bs,512,bf16,16384,32,op26_1cta,10.603,8.922,gvr_cutedsl,10.747,8.922,1.0136
worst,bs,512,bf16,16384,64,op26_1cta,10.848,8.988,gvr_cutedsl,10.885,9.0,1.0034
worst,bs,512,bf16,16384,128,op26_1cta,11.331,9.165,gvr_cutedsl,11.48,9.193,1.0131
worst,bs,512,bf16,16384,256,op26_1cta,13.374,10.942,gvr_cutedsl,14.054,11.603,1.0508
worst,bs,512,bf16,16384,512,op26_1cta,23.003,18.756,gvr_cutedsl,24.214,20.261,1.0526
worst,bs,512,bf16,16384,1024,op26_1cta,34.967,29.626,gvr_cutedsl,37.279,32.166,1.0661
worst,bs,512,bf16,16384,2048,op26_1cta,61.621,54.433,gvr_cutedsl,66.504,59.742,1.0792
worst,bs,512,bf16,32768,1,op26_1cta,11.136,9.299,gvr_cutedsl,11.074,9.336,0.9944
worst,bs,512,bf16,32768,2,op26_1cta,10.944,9.311,gvr_cutedsl,11.174,9.323,1.021
worst,bs,512,bf16,32768,4,op26_1cta,11.008,9.314,gvr_cutedsl,11.064,9.323,1.0051
worst,bs,512,bf16,32768,8,op26_1cta,11.138,9.326,gvr_cutedsl,11.074,9.341,0.9943
worst,bs,512,bf16,32768,16,op26_1cta,11.341,9.636,gvr_cutedsl,11.486,9.666,1.0128
worst,bs,512,bf16,32768,32,op26_1cta,11.654,9.784,gvr_cutedsl,11.691,9.821,1.0032
worst,bs,512,bf16,32768,64,op26_1cta,12.045,9.912,gvr_cutedsl,12.154,9.934,1.009
worst,bs,512,bf16,32768,128,op26_1cta,12.821,10.141,gvr_cutedsl,12.664,10.183,0.9878
worst,bs,512,bf16,32768,256,op26_1cta,16.243,13.215,gvr_cutedsl,16.861,13.778,1.038
worst,bs,512,bf16,32768,512,op26_1cta,27.122,22.102,gvr_cutedsl,28.53,23.701,1.0519
worst,bs,512,bf16,32768,1024,op26_1cta,42.751,35.902,gvr_cutedsl,45.36,38.394,1.061
worst,bs,512,bf16,32768,2048,op26_1cta,75.482,71.807,gvr_cutedsl,80.554,76.839,1.0672
worst,bs,512,bf16,65536,1,op26_1cta,13.616,12.097,gvr_cutedsl,13.57,12.092,0.9966
worst,bs,512,bf16,65536,2,op26_1cta,13.837,12.109,gvr_cutedsl,13.458,12.071,0.9726
worst,bs,512,bf16,65536,4,op26_1cta,13.629,12.165,gvr_cutedsl,13.408,12.108,0.9838
worst,bs,512,bf16,65536,8,op26_1cta,13.683,12.174,gvr_cutedsl,13.602,12.121,0.9941
worst,bs,512,bf16,65536,16,op26_1cta,14.018,12.486,gvr_cutedsl,13.982,12.448,0.9974
worst,bs,512,bf16,65536,32,op26_1cta,14.501,12.588,gvr_cutedsl,14.352,12.565,0.9897
worst,bs,512,bf16,65536,64,op26_1cta,15.006,12.752,gvr_cutedsl,14.885,12.713,0.9919
worst,bs,512,bf16,65536,128,op26_1cta,15.984,13.03,gvr_cutedsl,16.013,13.025,1.0018
worst,bs,512,bf16,65536,256,op26_1cta,23.336,18.603,gvr_cutedsl,23.891,19.009,1.0238
worst,bs,512,bf16,65536,512,op26_1cta,40.362,31.991,gvr_cutedsl,41.877,33.102,1.0375
worst,bs,512,bf16,65536,1024,op26_1cta,63.699,56.675,gvr_cutedsl,66.031,59.011,1.0366
worst,bs,512,bf16,65536,2048,op26_1cta,110.24,104.182,gvr_cutedsl,115.244,108.958,1.0454
worst,bs,512,bf16,131072,1,op26_1cta,18.48,16.954,gvr_cutedsl,18.646,16.925,1.009
worst,bs,512,bf16,131072,2,op26_1cta,18.491,16.988,gvr_cutedsl,18.39,16.945,0.9945
worst,bs,512,bf16,131072,4,op26_1cta,18.781,17.039,gvr_cutedsl,18.814,16.982,1.0018
worst,bs,512,bf16,131072,8,op26_1cta,18.885,17.053,gvr_cutedsl,18.946,17.021,1.0032
worst,bs,512,bf16,131072,16,op26_1cta,19.347,17.371,gvr_cutedsl,19.182,17.325,0.9915
worst,bs,512,bf16,131072,32,op26_1cta,19.738,17.49,gvr_cutedsl,19.624,17.474,0.9942
worst,bs,512,bf16,131072,64,op26_1cta,20.592,17.671,gvr_cutedsl,20.462,17.644,0.9937
worst,bs,512,bf16,131072,128,op26_1cta,22.494,18.052,gvr_cutedsl,22.554,18.035,1.0027
worst,bs,512,bf16,131072,256,op26_1cta,37.781,28.851,gvr_cutedsl,38.301,29.05,1.0138
worst,bs,512,bf16,131072,512,op26_1cta,76.981,59.564,gvr_cutedsl,78.712,62.033,1.0225
worst,bs,512,bf16,131072,1024,op26_1cta,118.688,98.912,gvr_cutedsl,124.792,101.935,1.0514
worst,bs,512,bf16,131072,2048,op26_1cta,194.38,181.137,gvr_cutedsl,200.766,185.605,1.0329
worst,bs,512,bf16,262144,1,op26_1cta,29.208,27.113,gvr_cutedsl,28.982,26.97,0.9923
worst,bs,512,bf16,262144,2,op26_1cta,28.991,27.104,gvr_cutedsl,28.704,26.95,0.9901
worst,bs,512,bf16,262144,4,op26_1cta,29.0,27.187,gvr_cutedsl,28.927,27.061,0.9975
worst,bs,512,bf16,262144,8,op26_1cta,29.16,27.221,gvr_cutedsl,28.949,27.076,0.9928
worst,bs,512,bf16,262144,16,op26_1cta,29.834,27.509,gvr_cutedsl,29.599,27.375,0.9921
worst,bs,512,bf16,262144,32,op26_1cta,30.472,27.663,gvr_cutedsl,30.311,27.509,0.9947
worst,bs,512,bf16,262144,64,op26_1cta,31.671,27.88,gvr_cutedsl,31.464,27.753,0.9935
worst,bs,512,bf16,262144,128,op26_1cta,37.733,28.341,gvr_cutedsl,37.395,28.19,0.991
worst,bs,512,bf16,262144,256,op26_1cta,71.472,61.097,gvr_cutedsl,72.027,61.539,1.0078
worst,bs,512,bf16,262144,512,op26_1cta,125.219,113.495,gvr_cutedsl,127.042,115.188,1.0146
worst,bs,512,bf16,262144,1024,op26_1cta,207.178,196.051,gvr_cutedsl,212.351,199.953,1.025
worst,bs,512,bf16,262144,2048,op26_1cta,374.057,362.57,gvr_cutedsl,379.937,368.682,1.0157
worst,bs,512,bf16,524288,2,op26_1cta,48.349,46.142,gvr_cutedsl,48.698,45.904,1.0072
worst,bs,512,bf16,524288,4,op26_1cta,48.616,46.282,gvr_cutedsl,48.392,46.069,0.9954
worst,bs,512,bf16,524288,8,op26_1cta,48.912,46.356,gvr_cutedsl,48.475,46.096,0.9911
worst,bs,512,bf16,524288,16,op26_1cta,49.455,46.579,gvr_cutedsl,49.291,46.376,0.9967
worst,bs,512,bf16,524288,32,op26_1cta,50.399,46.759,gvr_cutedsl,50.139,46.522,0.9948
worst,bs,512,bf16,524288,64,op26_1cta,54.563,47.055,gvr_cutedsl,54.194,46.824,0.9932
worst,bs,512,bf16,1048576,2,op26_1cta,88.904,85.552,gvr_cutedsl,88.456,85.032,0.995
worst,bs,512,bf16,1048576,4,op26_1cta,88.951,85.846,gvr_cutedsl,88.503,85.304,0.995
worst,bs,512,bf16,1048576,8,op26_1cta,89.325,85.876,gvr_cutedsl,88.706,85.365,0.9931
worst,bs,512,bf16,1048576,16,op26_1cta,90.09,86.121,gvr_cutedsl,89.568,85.607,0.9942
worst,bs,512,bf16,1048576,32,op26_1cta,92.759,86.275,gvr_cutedsl,92.24,85.776,0.9944
worst,bs,512,bf16,1048576,64,op26_1cta,105.805,97.984,gvr_cutedsl,105.357,97.675,0.9958
worst,bs,512,fp16,4096,1,op26_1cta,10.157,8.773,gvr_cutedsl,10.488,8.755,1.0326
worst,bs,512,fp16,4096,2,op26_1cta,10.123,8.749,gvr_cutedsl,9.875,8.714,0.9755
worst,bs,512,fp16,4096,4,op26_1cta,9.896,8.748,gvr_cutedsl,9.851,8.704,0.9955
worst,bs,512,fp16,4096,8,op26_1cta,10.032,8.753,gvr_cutedsl,9.85,8.739,0.9819
