scenario,sweep,K,dtype,N,BS,op,radix_cold_us_local,radix_warm_us_local,base_cold_us_local,base_warm_us_local,speedup_same_node_cold
best,bs,1024,fp16,16384,512,radix_single_cuda,51.583,49.647,46.079,42.744,0.8933
best,bs,1024,fp16,16384,1024,radix_single_cuda,84.385,82.578,73.036,68.699,0.8655
best,bs,1024,fp16,16384,2048,radix_single_cuda,160.658,158.703,134.241,129.333,0.8356
best,bs,1024,fp16,32768,1,radix_single_cuda,24.615,21.974,14.981,13.577,0.6086
best,bs,1024,fp16,32768,2,radix_single_cuda,24.482,22.151,14.918,13.563,0.6093
best,bs,1024,fp16,32768,4,radix_single_cuda,24.794,22.525,15.046,13.561,0.6068
best,bs,1024,fp16,32768,8,radix_single_cuda,24.835,22.531,15.14,13.583,0.6096
best,bs,1024,fp16,32768,16,radix_single_cuda,25.058,22.982,15.441,13.858,0.6162
best,bs,1024,fp16,32768,32,radix_single_cuda,25.312,23.101,15.582,14.016,0.6156
best,bs,1024,fp16,32768,64,radix_single_cuda,25.661,23.193,16.121,14.141,0.6282
best,bs,1024,fp16,32768,128,radix_single_cuda,25.909,23.378,17.131,14.445,0.6612
best,bs,1024,fp16,32768,256,radix_single_cuda,36.563,34.623,24.356,20.541,0.6661
best,bs,1024,fp16,32768,512,radix_single_cuda,65.379,62.346,41.446,36.106,0.6339
best,bs,1024,fp16,32768,1024,radix_single_cuda,106.16,103.091,65.682,58.674,0.6187
best,bs,1024,fp16,32768,2048,radix_single_cuda,202.136,201.375,119.139,116.194,0.5894
best,bs,1024,fp16,65536,1,radix_single_cuda,33.827,30.604,26.441,24.949,0.7817
best,bs,1024,fp16,65536,2,radix_single_cuda,33.871,30.705,26.412,24.957,0.7798
best,bs,1024,fp16,65536,4,radix_single_cuda,34.353,31.121,26.296,24.958,0.7655
best,bs,1024,fp16,65536,8,radix_single_cuda,34.299,31.278,26.556,24.967,0.7742
best,bs,1024,fp16,65536,16,radix_single_cuda,34.781,31.594,26.668,25.283,0.7667
best,bs,1024,fp16,65536,32,radix_single_cuda,34.996,31.989,27.212,25.46,0.7776
best,bs,1024,fp16,65536,64,radix_single_cuda,35.362,32.097,27.769,25.591,0.7853
best,bs,1024,fp16,65536,128,radix_single_cuda,36.067,32.392,28.929,25.902,0.8021
best,bs,1024,fp16,65536,256,radix_single_cuda,48.858,45.771,50.708,45.678,1.0379
best,bs,1024,fp16,65536,512,radix_single_cuda,89.01,82.823,91.415,81.039,1.027
best,bs,1024,fp16,65536,1024,radix_single_cuda,144.571,141.845,144.324,138.377,0.9983
best,bs,1024,fp16,65536,2048,radix_single_cuda,273.141,269.857,265.135,260.005,0.9707
best,bs,1024,fp16,131072,1,radix_single_cuda,53.961,47.599,25.902,24.021,0.48
best,bs,1024,fp16,131072,2,radix_single_cuda,54.73,47.759,25.582,24.013,0.4674
best,bs,1024,fp16,131072,4,radix_single_cuda,55.195,48.335,25.518,24.019,0.4623
best,bs,1024,fp16,131072,8,radix_single_cuda,55.377,48.343,25.638,24.019,0.463
best,bs,1024,fp16,131072,16,radix_single_cuda,55.15,48.88,26.153,24.334,0.4742
best,bs,1024,fp16,131072,32,radix_single_cuda,55.915,49.804,26.756,24.497,0.4785
best,bs,1024,fp16,131072,64,radix_single_cuda,56.546,49.986,27.529,24.678,0.4868
best,bs,1024,fp16,131072,128,radix_single_cuda,57.737,50.097,29.641,25.084,0.5134
best,bs,1024,fp16,131072,256,radix_single_cuda,75.246,69.019,53.94,43.487,0.7168
best,bs,1024,fp16,131072,512,radix_single_cuda,144.324,134.117,111.95,99.097,0.7757
best,bs,1024,fp16,131072,1024,radix_single_cuda,228.744,222.024,173.743,159.871,0.7596
best,bs,1024,fp16,131072,2048,radix_single_cuda,428.477,421.448,297.737,284.089,0.6949
best,bs,1024,fp16,262144,1,radix_single_cuda,93.462,80.665,40.566,38.613,0.434
best,bs,1024,fp16,262144,2,radix_single_cuda,94.313,80.815,40.223,38.582,0.4265
best,bs,1024,fp16,262144,4,radix_single_cuda,94.426,81.404,40.379,38.589,0.4276
best,bs,1024,fp16,262144,8,radix_single_cuda,94.832,81.866,40.475,38.595,0.4268
best,bs,1024,fp16,262144,16,radix_single_cuda,94.821,82.743,41.14,38.91,0.4339
best,bs,1024,fp16,262144,32,radix_single_cuda,98.125,85.855,41.9,39.07,0.427
best,bs,1024,fp16,262144,64,radix_single_cuda,98.846,85.977,43.193,39.298,0.437
best,bs,1024,fp16,262144,128,radix_single_cuda,102.788,86.175,49.028,39.813,0.477
best,bs,1024,fp16,262144,256,radix_single_cuda,135.648,129.991,107.387,94.589,0.7917
best,bs,1024,fp16,262144,512,radix_single_cuda,246.558,233.31,204.584,176.412,0.8298
best,bs,1024,fp16,262144,1024,radix_single_cuda,394.153,389.279,327.979,299.676,0.8321
best,bs,1024,fp16,262144,2048,radix_single_cuda,734.892,730.301,585.395,569.581,0.7966
best,bs,1024,fp16,524288,2,radix_single_cuda,174.32,149.826,63.492,60.8,0.3642
best,bs,1024,fp16,524288,4,radix_single_cuda,174.796,150.542,63.316,60.83,0.3622
best,bs,1024,fp16,524288,8,radix_single_cuda,175.175,151.648,63.509,60.832,0.3625
best,bs,1024,fp16,524288,16,radix_single_cuda,176.294,153.496,64.153,61.147,0.3639
best,bs,1024,fp16,524288,32,radix_single_cuda,183.347,160.435,65.215,61.346,0.3557
best,bs,1024,fp16,524288,64,radix_single_cuda,186.649,160.549,68.882,61.589,0.369
best,bs,1024,fp16,1048576,2,radix_single_cuda,338.548,290.05,114.305,111.138,0.3376
best,bs,1024,fp16,1048576,4,radix_single_cuda,338.953,291.089,114.677,111.175,0.3383
best,bs,1024,fp16,1048576,8,radix_single_cuda,339.9,293.05,114.851,111.204,0.3379
best,bs,1024,fp16,1048576,16,radix_single_cuda,341.054,296.421,115.736,111.507,0.3393
best,bs,1024,fp16,1048576,32,radix_single_cuda,359.698,310.426,117.981,111.747,0.328
best,bs,1024,fp16,1048576,64,radix_single_cuda,398.735,392.142,136.239,128.275,0.3417
best,bs,1024,fp32,4096,1,radix_single_cuda,15.003,13.873,10.067,8.857,0.671
best,bs,1024,fp32,4096,2,radix_single_cuda,15.563,13.944,9.986,8.84,0.6417
best,bs,1024,fp32,4096,4,radix_single_cuda,15.269,13.892,10.053,8.858,0.6584
best,bs,1024,fp32,4096,8,radix_single_cuda,14.904,13.886,10.283,8.872,0.6899
best,bs,1024,fp32,4096,16,radix_single_cuda,15.122,14.188,10.401,9.149,0.6878
best,bs,1024,fp32,4096,32,radix_single_cuda,15.405,14.332,10.429,9.218,0.677
best,bs,1024,fp32,4096,64,radix_single_cuda,15.621,14.363,10.454,9.302,0.6692
best,bs,1024,fp32,4096,128,radix_single_cuda,15.901,14.55,10.742,9.451,0.6756
best,bs,1024,fp32,4096,256,radix_single_cuda,23.313,22.145,13.246,11.587,0.5682
best,bs,1024,fp32,4096,512,radix_single_cuda,40.706,39.74,23.712,21.008,0.5825
best,bs,1024,fp32,4096,1024,radix_single_cuda,67.785,66.02,36.393,33.322,0.5369
best,bs,1024,fp32,4096,2048,radix_single_cuda,129.189,127.58,64.918,60.635,0.5025
best,bs,1024,fp32,8192,1,radix_single_cuda,16.917,15.48,14.118,12.57,0.8345
best,bs,1024,fp32,8192,2,radix_single_cuda,17.112,15.545,14.046,12.548,0.8208
best,bs,1024,fp32,8192,4,radix_single_cuda,16.992,15.508,14.11,12.56,0.8304
best,bs,1024,fp32,8192,8,radix_single_cuda,17.145,15.5,13.995,12.584,0.8163
best,bs,1024,fp32,8192,16,radix_single_cuda,17.6,15.898,14.072,12.8,0.7995
best,bs,1024,fp32,8192,32,radix_single_cuda,17.66,15.976,14.269,12.871,0.808
best,bs,1024,fp32,8192,64,radix_single_cuda,17.797,16.025,14.505,12.994,0.815
best,bs,1024,fp32,8192,128,radix_single_cuda,18.287,16.225,15.133,13.171,0.8275
best,bs,1024,fp32,8192,256,radix_single_cuda,26.274,24.198,20.23,17.883,0.77
best,bs,1024,fp32,8192,512,radix_single_cuda,45.87,43.678,35.476,32.056,0.7734
best,bs,1024,fp32,8192,1024,radix_single_cuda,74.608,72.353,55.421,51.361,0.7428
best,bs,1024,fp32,8192,2048,radix_single_cuda,142.355,139.407,101.346,96.468,0.7119
best,bs,1024,fp32,16384,1,radix_single_cuda,21.141,18.368,17.965,16.485,0.8498
best,bs,1024,fp32,16384,2,radix_single_cuda,20.749,18.556,18.16,16.464,0.8752
best,bs,1024,fp32,16384,4,radix_single_cuda,21.079,18.545,18.062,16.483,0.8569
best,bs,1024,fp32,16384,8,radix_single_cuda,21.053,18.537,18.12,16.502,0.8607
best,bs,1024,fp32,16384,16,radix_single_cuda,21.284,18.826,18.317,16.738,0.8606
best,bs,1024,fp32,16384,32,radix_single_cuda,21.732,19.011,18.35,16.784,0.8444
best,bs,1024,fp32,16384,64,radix_single_cuda,22.079,19.03,18.864,16.918,0.8544
best,bs,1024,fp32,16384,128,radix_single_cuda,22.735,19.305,19.758,17.143,0.8691
best,bs,1024,fp32,16384,256,radix_single_cuda,31.844,28.7,29.894,26.041,0.9388
best,bs,1024,fp32,16384,512,radix_single_cuda,56.093,51.44,52.196,46.476,0.9305
best,bs,1024,fp32,16384,1024,radix_single_cuda,89.599,85.33,85.351,75.361,0.9526
best,bs,1024,fp32,16384,2048,radix_single_cuda,169.728,168.539,151.509,146.669,0.8927
best,bs,1024,fp32,32768,1,radix_single_cuda,29.568,25.371,23.923,21.805,0.8091
best,bs,1024,fp32,32768,2,radix_single_cuda,29.692,25.404,23.566,21.786,0.7937
best,bs,1024,fp32,32768,4,radix_single_cuda,29.656,25.477,23.67,21.797,0.7982
best,bs,1024,fp32,32768,8,radix_single_cuda,29.636,25.64,23.678,21.829,0.799
best,bs,1024,fp32,32768,16,radix_single_cuda,29.834,25.895,24.024,22.055,0.8053
best,bs,1024,fp32,32768,32,radix_single_cuda,30.407,26.113,24.413,22.145,0.8029
best,bs,1024,fp32,32768,64,radix_single_cuda,30.793,26.256,25.195,22.288,0.8182
best,bs,1024,fp32,32768,128,radix_single_cuda,31.491,26.602,26.369,22.602,0.8374
best,bs,1024,fp32,32768,256,radix_single_cuda,42.768,36.666,38.27,31.807,0.8948
best,bs,1024,fp32,32768,512,radix_single_cuda,76.367,66.888,69.114,58.511,0.905
best,bs,1024,fp32,32768,1024,radix_single_cuda,121.747,117.778,108.127,101.832,0.8881
best,bs,1024,fp32,32768,2048,radix_single_cuda,224.182,220.165,191.779,186.244,0.8555
best,bs,1024,fp32,65536,1,radix_single_cuda,44.533,36.087,32.844,30.652,0.7375
best,bs,1024,fp32,65536,2,radix_single_cuda,44.871,36.282,32.39,30.59,0.7218
best,bs,1024,fp32,65536,4,radix_single_cuda,45.481,36.622,32.409,30.641,0.7126
best,bs,1024,fp32,65536,8,radix_single_cuda,45.424,36.589,32.576,30.645,0.7172
best,bs,1024,fp32,65536,16,radix_single_cuda,45.891,36.849,32.894,30.956,0.7168
best,bs,1024,fp32,65536,32,radix_single_cuda,45.802,37.088,33.696,31.046,0.7357
best,bs,1024,fp32,65536,64,radix_single_cuda,46.528,37.264,34.467,31.299,0.7408
best,bs,1024,fp32,65536,128,radix_single_cuda,48.361,37.653,37.209,32.05,0.7694
best,bs,1024,fp32,65536,256,radix_single_cuda,63.509,50.369,59.868,47.133,0.9427
best,bs,1024,fp32,65536,512,radix_single_cuda,123.787,112.747,197.348,184.777,1.5943
best,bs,1024,fp32,65536,1024,radix_single_cuda,191.539,185.653,336.559,321.259,1.7571
best,bs,1024,fp32,65536,2048,radix_single_cuda,338.911,331.518,595.932,595.931,1.7584
best,bs,1024,fp32,131072,1,radix_single_cuda,74.206,56.683,27.344,24.907,0.3685
best,bs,1024,fp32,131072,2,radix_single_cuda,73.801,57.048,27.238,24.845,0.3691
best,bs,1024,fp32,131072,4,radix_single_cuda,74.381,56.826,27.125,24.835,0.3647
best,bs,1024,fp32,131072,8,radix_single_cuda,74.14,56.829,27.357,24.917,0.369
best,bs,1024,fp32,131072,16,radix_single_cuda,73.931,57.376,28.009,25.148,0.3789
best,bs,1024,fp32,131072,32,radix_single_cuda,75.0,57.76,28.712,25.266,0.3828
best,bs,1024,fp32,131072,64,radix_single_cuda,76.7,57.753,30.604,25.622,0.399
best,bs,1024,fp32,131072,128,radix_single_cuda,82.893,58.455,39.531,27.217,0.4769
best,bs,1024,fp32,131072,256,radix_single_cuda,113.617,104.237,91.162,79.469,0.8024
best,bs,1024,fp32,131072,512,radix_single_cuda,193.609,183.335,187.353,163.444,0.9677
best,bs,1024,fp32,131072,1024,radix_single_cuda,308.032,297.853,300.747,282.523,0.9763
best,bs,1024,fp32,131072,2048,radix_single_cuda,566.541,556.637,548.475,538.407,0.9681
best,bs,1024,fp32,262144,1,radix_single_cuda,131.192,97.291,42.14,38.706,0.3212
best,bs,1024,fp32,262144,2,radix_single_cuda,131.169,97.321,42.064,38.643,0.3207
best,bs,1024,fp32,262144,4,radix_single_cuda,131.216,97.305,42.127,38.639,0.3211
best,bs,1024,fp32,262144,8,radix_single_cuda,131.236,97.195,42.47,38.794,0.3236
best,bs,1024,fp32,262144,16,radix_single_cuda,131.587,97.684,43.175,39.044,0.3281
best,bs,1024,fp32,262144,32,radix_single_cuda,132.968,98.27,44.479,39.217,0.3345
best,bs,1024,fp32,262144,64,radix_single_cuda,141.873,98.163,52.903,39.741,0.3729
best,bs,1024,fp32,262144,128,radix_single_cuda,176.557,166.784,87.209,75.135,0.4939
best,bs,1024,fp32,262144,256,radix_single_cuda,192.943,184.442,160.083,145.078,0.8297
best,bs,1024,fp32,262144,512,radix_single_cuda,344.199,328.027,328.548,305.258,0.9545
best,bs,1024,fp32,262144,1024,radix_single_cuda,566.456,557.961,557.589,538.979,0.9843
best,bs,1024,fp32,262144,2048,radix_single_cuda,992.842,982.661,1012.273,995.025,1.0196
best,bs,1024,fp32,524288,2,radix_single_cuda,245.352,177.402,69.638,64.407,0.2838
best,bs,1024,fp32,524288,4,radix_single_cuda,245.331,177.872,69.614,64.434,0.2838
best,bs,1024,fp32,524288,8,radix_single_cuda,245.425,177.536,70.05,64.637,0.2854
best,bs,1024,fp32,524288,16,radix_single_cuda,245.527,177.793,71.23,64.93,0.2901
best,bs,1024,fp32,524288,32,radix_single_cuda,258.431,178.449,79.489,65.129,0.3076
best,bs,1024,fp32,524288,64,radix_single_cuda,318.946,308.76,115.65,104.297,0.3626
best,bs,1024,fp32,1048576,2,radix_single_cuda,473.35,338.639,121.158,112.372,0.256
best,bs,1024,fp32,1048576,4,radix_single_cuda,470.483,338.841,121.555,112.454,0.2584
best,bs,1024,fp32,1048576,8,radix_single_cuda,469.967,338.256,122.074,112.731,0.2598
best,bs,1024,fp32,1048576,16,radix_single_cuda,560.567,419.84,133.382,114.504,0.2379
best,bs,1024,fp32,1048576,32,radix_single_cuda,611.765,602.1,183.873,174.257,0.3006
best,bs,1024,fp32,1048576,64,radix_single_cuda,612.541,605.101,205.615,191.156,0.3357
best,bs,2048,bf16,8192,1,radix_single_cuda,16.157,15.305,14.289,12.92,0.8844
best,bs,2048,bf16,8192,2,radix_single_cuda,16.217,15.349,14.078,12.855,0.8681
best,bs,2048,bf16,8192,4,radix_single_cuda,16.055,15.225,14.363,13.044,0.8946
best,bs,2048,bf16,8192,8,radix_single_cuda,16.152,15.205,14.16,13.074,0.8767
best,bs,2048,bf16,8192,16,radix_single_cuda,16.169,15.2,14.153,13.056,0.8753
best,bs,2048,bf16,8192,32,radix_single_cuda,16.149,15.208,14.338,13.118,0.8879
best,bs,2048,bf16,8192,64,radix_single_cuda,16.035,15.177,14.789,13.434,0.9223
best,bs,2048,bf16,8192,128,radix_single_cuda,16.398,15.474,15.053,13.574,0.918
best,bs,2048,bf16,8192,256,radix_single_cuda,24.401,23.588,18.629,16.913,0.7635
best,bs,2048,bf16,8192,512,radix_single_cuda,43.638,42.458,32.691,30.782,0.7491
best,bs,2048,bf16,8192,1024,radix_single_cuda,71.946,70.899,52.097,49.434,0.7241
best,bs,2048,bf16,8192,2048,radix_single_cuda,137.807,136.499,96.975,92.268,0.7037
best,bs,2048,bf16,16384,1,radix_single_cuda,19.33,18.248,15.129,13.889,0.7827
best,bs,2048,bf16,16384,2,radix_single_cuda,19.398,18.298,15.329,13.878,0.7902
best,bs,2048,bf16,16384,4,radix_single_cuda,19.866,18.148,15.302,14.029,0.7703
best,bs,2048,bf16,16384,8,radix_single_cuda,19.535,18.152,15.091,14.073,0.7725
best,bs,2048,bf16,16384,16,radix_single_cuda,19.394,18.16,15.201,14.054,0.7838
best,bs,2048,bf16,16384,32,radix_single_cuda,18.904,18.144,15.765,14.125,0.834
best,bs,2048,bf16,16384,64,radix_single_cuda,19.478,18.075,15.798,14.481,0.8111
best,bs,2048,bf16,16384,128,radix_single_cuda,20.059,18.458,16.289,14.646,0.8121
best,bs,2048,bf16,16384,256,radix_single_cuda,29.145,27.985,21.518,19.256,0.7383
best,bs,2048,bf16,16384,512,radix_single_cuda,51.984,50.93,38.438,35.24,0.7394
best,bs,2048,bf16,16384,1024,radix_single_cuda,86.075,84.336,61.049,56.45,0.7093
best,bs,2048,bf16,16384,2048,radix_single_cuda,165.198,163.784,111.44,107.708,0.6746
best,bs,2048,bf16,32768,1,radix_single_cuda,24.98,23.791,18.08,16.387,0.7238
best,bs,2048,bf16,32768,2,radix_single_cuda,26.729,23.781,17.602,16.377,0.6585
best,bs,2048,bf16,32768,4,radix_single_cuda,26.352,23.652,17.552,16.533,0.6661
best,bs,2048,bf16,32768,8,radix_single_cuda,25.888,23.707,17.891,16.563,0.6911
best,bs,2048,bf16,32768,16,radix_single_cuda,25.627,23.723,17.981,16.564,0.7016
best,bs,2048,bf16,32768,32,radix_single_cuda,25.957,23.778,17.998,16.64,0.6934
best,bs,2048,bf16,32768,64,radix_single_cuda,26.044,23.71,18.677,16.977,0.7171
best,bs,2048,bf16,32768,128,radix_single_cuda,26.894,24.033,19.549,17.236,0.7269
best,bs,2048,bf16,32768,256,radix_single_cuda,37.656,35.834,29.118,25.649,0.7733
best,bs,2048,bf16,32768,512,radix_single_cuda,67.669,65.598,50.921,45.091,0.7525
best,bs,2048,bf16,32768,1024,radix_single_cuda,112.214,110.018,80.418,73.005,0.7166
best,bs,2048,bf16,32768,2048,radix_single_cuda,217.36,216.634,146.675,143.485,0.6748
best,bs,2048,bf16,65536,1,radix_single_cuda,36.893,33.382,20.681,19.158,0.5606
best,bs,2048,bf16,65536,2,radix_single_cuda,37.275,33.626,20.214,19.136,0.5423
best,bs,2048,bf16,65536,4,radix_single_cuda,37.03,33.676,20.426,19.282,0.5516
best,bs,2048,bf16,65536,8,radix_single_cuda,37.18,33.761,20.552,19.311,0.5528
best,bs,2048,bf16,65536,16,radix_single_cuda,37.261,33.697,20.675,19.313,0.5549
best,bs,2048,bf16,65536,32,radix_single_cuda,37.812,33.853,20.949,19.391,0.554
best,bs,2048,bf16,65536,64,radix_single_cuda,38.068,34.028,21.648,19.667,0.5687
best,bs,2048,bf16,65536,128,radix_single_cuda,38.35,34.24,23.288,19.964,0.6072
best,bs,2048,bf16,65536,256,radix_single_cuda,52.573,50.127,39.468,33.175,0.7507
best,bs,2048,bf16,65536,512,radix_single_cuda,97.331,92.056,69.206,57.626,0.711
best,bs,2048,bf16,65536,1024,radix_single_cuda,158.703,156.304,109.897,104.049,0.6925
best,bs,2048,bf16,65536,2048,radix_single_cuda,303.674,300.885,197.656,191.998,0.6509
best,bs,2048,bf16,131072,1,radix_single_cuda,58.4,50.627,30.075,28.397,0.515
best,bs,2048,bf16,131072,2,radix_single_cuda,58.544,50.713,29.973,28.354,0.512
best,bs,2048,bf16,131072,4,radix_single_cuda,57.806,50.776,30.163,28.461,0.5218
best,bs,2048,bf16,131072,8,radix_single_cuda,57.917,51.015,30.185,28.484,0.5212
best,bs,2048,bf16,131072,16,radix_single_cuda,58.312,51.119,30.256,28.508,0.5189
best,bs,2048,bf16,131072,32,radix_single_cuda,58.816,51.457,30.765,28.634,0.5231
best,bs,2048,bf16,131072,64,radix_single_cuda,59.373,51.487,31.888,28.954,0.5371
best,bs,2048,bf16,131072,128,radix_single_cuda,60.416,51.843,34.456,29.337,0.5703
best,bs,2048,bf16,131072,256,radix_single_cuda,80.309,73.947,63.435,52.339,0.7899
best,bs,2048,bf16,131072,512,radix_single_cuda,153.587,146.235,132.931,102.924,0.8655
best,bs,2048,bf16,131072,1024,radix_single_cuda,245.595,243.097,202.108,182.312,0.8229
best,bs,2048,bf16,131072,2048,radix_single_cuda,464.397,459.64,353.71,335.04,0.7617
best,bs,2048,bf16,262144,1,radix_single_cuda,97.8,82.843,46.39,44.388,0.4743
best,bs,2048,bf16,262144,2,radix_single_cuda,97.399,82.982,46.059,44.345,0.4729
best,bs,2048,bf16,262144,4,radix_single_cuda,97.292,83.274,46.379,44.503,0.4767
best,bs,2048,bf16,262144,8,radix_single_cuda,97.452,83.692,46.615,44.545,0.4783
best,bs,2048,bf16,262144,16,radix_single_cuda,97.985,83.71,46.7,44.566,0.4766
best,bs,2048,bf16,262144,32,radix_single_cuda,99.7,85.231,47.459,44.695,0.476
best,bs,2048,bf16,262144,64,radix_single_cuda,100.205,85.143,49.222,45.125,0.4912
best,bs,2048,bf16,262144,128,radix_single_cuda,105.965,85.384,55.039,45.568,0.5194
best,bs,2048,bf16,262144,256,radix_single_cuda,142.947,138.367,126.184,112.325,0.8827
best,bs,2048,bf16,262144,512,radix_single_cuda,258.177,246.87,249.161,216.833,0.9651
best,bs,2048,bf16,262144,1024,radix_single_cuda,419.846,416.3,410.775,376.053,0.9784
best,bs,2048,bf16,262144,2048,radix_single_cuda,789.353,784.943,742.377,726.843,0.9405
best,bs,2048,bf16,524288,2,radix_single_cuda,175.867,147.186,77.914,75.442,0.443
best,bs,2048,bf16,524288,4,radix_single_cuda,175.477,147.086,77.873,75.613,0.4438
best,bs,2048,bf16,524288,8,radix_single_cuda,176.874,148.053,78.017,75.676,0.4411
best,bs,2048,bf16,524288,16,radix_single_cuda,176.35,148.291,78.562,75.705,0.4455
best,bs,2048,bf16,524288,32,radix_single_cuda,181.595,153.397,79.602,75.847,0.4383
best,bs,2048,bf16,524288,64,radix_single_cuda,186.173,153.333,83.764,76.307,0.4499
best,bs,2048,bf16,1048576,2,radix_single_cuda,337.732,280.311,141.803,138.77,0.4199
best,bs,2048,bf16,1048576,4,radix_single_cuda,337.949,280.239,142.144,139.005,0.4206
best,bs,2048,bf16,1048576,8,radix_single_cuda,337.392,281.933,142.514,139.082,0.4224
best,bs,2048,bf16,1048576,16,radix_single_cuda,338.349,282.995,143.207,139.106,0.4233
best,bs,2048,bf16,1048576,32,radix_single_cuda,355.013,295.701,145.322,139.288,0.4093
best,bs,2048,bf16,1048576,64,radix_single_cuda,404.872,396.406,165.267,156.894,0.4082
best,bs,2048,fp16,8192,1,radix_single_cuda,15.705,14.763,18.35,16.824,1.1684
best,bs,2048,fp16,8192,2,radix_single_cuda,15.863,14.798,17.843,16.735,1.1248
best,bs,2048,fp16,8192,4,radix_single_cuda,15.779,14.775,17.84,16.78,1.1306
best,bs,2048,fp16,8192,8,radix_single_cuda,15.905,14.787,18.056,16.793,1.1352
best,bs,2048,fp16,8192,16,radix_single_cuda,15.936,15.194,18.232,16.995,1.1441
best,bs,2048,fp16,8192,32,radix_single_cuda,16.212,15.272,18.381,17.216,1.1338
best,bs,2048,fp16,8192,64,radix_single_cuda,16.222,15.332,18.656,17.404,1.15
best,bs,2048,fp16,8192,128,radix_single_cuda,16.419,15.479,19.182,17.714,1.1683
best,bs,2048,fp16,8192,256,radix_single_cuda,24.39,23.601,24.555,22.834,1.0068
best,bs,2048,fp16,8192,512,radix_single_cuda,43.483,42.616,43.452,41.23,0.9993
best,bs,2048,fp16,8192,1024,radix_single_cuda,71.854,70.852,68.823,66.446,0.9578
best,bs,2048,fp16,8192,2048,radix_single_cuda,137.661,136.599,129.531,125.431,0.9409
best,bs,2048,fp16,16384,1,radix_single_cuda,19.295,17.875,14.47,13.423,0.7499
best,bs,2048,fp16,16384,2,radix_single_cuda,18.574,17.828,14.803,13.385,0.797
best,bs,2048,fp16,16384,4,radix_single_cuda,19.462,17.927,14.478,13.381,0.7439
best,bs,2048,fp16,16384,8,radix_single_cuda,19.357,17.867,14.678,13.424,0.7583
best,bs,2048,fp16,16384,16,radix_single_cuda,19.553,18.288,14.853,13.623,0.7596
best,bs,2048,fp16,16384,32,radix_single_cuda,19.558,18.38,15.077,13.845,0.7709
best,bs,2048,fp16,16384,64,radix_single_cuda,19.612,18.433,15.387,14.003,0.7846
best,bs,2048,fp16,16384,128,radix_single_cuda,20.099,18.608,16.059,14.345,0.799
best,bs,2048,fp16,16384,256,radix_single_cuda,29.258,28.01,20.845,18.766,0.7125
best,bs,2048,fp16,16384,512,radix_single_cuda,52.172,51.175,37.265,34.329,0.7143
best,bs,2048,fp16,16384,1024,radix_single_cuda,86.43,84.719,58.834,54.816,0.6807
best,bs,2048,fp16,16384,2048,radix_single_cuda,165.418,163.716,108.07,104.822,0.6533
best,bs,2048,fp16,32768,1,radix_single_cuda,25.691,23.181,16.955,15.867,0.66
best,bs,2048,fp16,32768,2,radix_single_cuda,25.805,23.235,16.984,15.835,0.6582
best,bs,2048,fp16,32768,4,radix_single_cuda,25.347,23.296,17.11,15.843,0.675
best,bs,2048,fp16,32768,8,radix_single_cuda,25.075,23.349,17.179,15.847,0.6851
best,bs,2048,fp16,32768,16,radix_single_cuda,25.646,23.707,17.329,16.094,0.6757
best,bs,2048,fp16,32768,32,radix_single_cuda,26.173,23.889,17.638,16.316,0.6739
best,bs,2048,fp16,32768,64,radix_single_cuda,26.249,23.961,18.155,16.476,0.6916
best,bs,2048,fp16,32768,128,radix_single_cuda,26.868,24.128,19.221,16.868,0.7154
best,bs,2048,fp16,32768,256,radix_single_cuda,37.674,35.805,28.419,25.05,0.7543
best,bs,2048,fp16,32768,512,radix_single_cuda,67.918,65.565,49.081,43.56,0.7227
best,bs,2048,fp16,32768,1024,radix_single_cuda,112.102,109.198,77.754,71.042,0.6936
best,bs,2048,fp16,32768,2048,radix_single_cuda,216.764,215.683,142.292,139.652,0.6564
best,bs,2048,fp16,65536,1,radix_single_cuda,36.91,33.454,19.811,18.576,0.5367
best,bs,2048,fp16,65536,2,radix_single_cuda,37.49,33.497,19.822,18.557,0.5287
best,bs,2048,fp16,65536,4,radix_single_cuda,36.886,34.019,19.891,18.574,0.5393
best,bs,2048,fp16,65536,8,radix_single_cuda,37.181,34.067,20.048,18.56,0.5392
best,bs,2048,fp16,65536,16,radix_single_cuda,37.236,34.501,20.312,18.841,0.5455
best,bs,2048,fp16,65536,32,radix_single_cuda,37.662,34.635,20.694,19.021,0.5495
best,bs,2048,fp16,65536,64,radix_single_cuda,38.057,34.813,21.414,19.203,0.5627
best,bs,2048,fp16,65536,128,radix_single_cuda,38.642,35.031,22.891,19.568,0.5924
best,bs,2048,fp16,65536,256,radix_single_cuda,52.949,50.302,38.158,32.055,0.7207
best,bs,2048,fp16,65536,512,radix_single_cuda,98.056,92.049,66.86,55.138,0.6819
best,bs,2048,fp16,65536,1024,radix_single_cuda,160.054,156.939,106.005,100.374,0.6623
best,bs,2048,fp16,65536,2048,radix_single_cuda,304.975,302.217,191.495,185.93,0.6279
best,bs,2048,fp16,131072,1,radix_single_cuda,57.908,51.381,29.297,27.72,0.5059
best,bs,2048,fp16,131072,2,radix_single_cuda,58.206,52.017,29.243,27.663,0.5024
best,bs,2048,fp16,131072,4,radix_single_cuda,58.797,52.016,29.169,27.642,0.4961
best,bs,2048,fp16,131072,8,radix_single_cuda,59.225,52.072,29.24,27.667,0.4937
