scenario,sweep,K,dtype,N,BS,op,radix_cold_us_local,radix_warm_us_local,base_cold_us_local,base_warm_us_local,speedup_same_node_cold
real,bs,512,fp16,32768,512,radix_multi_cuda,150.808,148.693,44.663,40.199,0.2962
real,bs,512,fp16,32768,1024,radix_multi_cuda,276.898,274.885,70.628,65.305,0.2551
real,bs,512,fp16,32768,2048,radix_multi_cuda,548.711,548.789,130.018,127.9,0.237
real,bs,512,fp16,65536,1,radix_multi_cuda,38.445,35.173,28.265,26.823,0.7352
real,bs,512,fp16,65536,2,radix_multi_cuda,38.921,36.165,28.502,26.801,0.7323
real,bs,512,fp16,65536,4,radix_multi_cuda,39.499,36.095,28.198,26.81,0.7139
real,bs,512,fp16,65536,8,radix_multi_cuda,39.048,36.461,28.163,26.818,0.7212
real,bs,512,fp16,65536,16,radix_multi_cuda,38.529,36.308,28.748,27.183,0.7461
real,bs,512,fp16,65536,32,radix_multi_cuda,45.824,44.433,29.054,27.32,0.634
real,bs,512,fp16,65536,64,radix_multi_cuda,65.153,64.324,29.819,27.495,0.4577
real,bs,512,fp16,65536,128,radix_multi_cuda,54.326,51.012,30.704,27.843,0.5652
real,bs,512,fp16,65536,256,radix_multi_cuda,98.311,94.333,50.307,46.405,0.5117
real,bs,512,fp16,65536,512,radix_multi_cuda,170.838,166.475,88.428,80.656,0.5176
real,bs,512,fp16,65536,1024,radix_multi_cuda,314.479,313.796,141.38,136.533,0.4496
real,bs,512,fp16,65536,2048,radix_multi_cuda,620.773,620.125,264.688,260.377,0.4264
real,bs,512,fp16,131072,1,radix_multi_cuda,41.214,37.425,23.541,21.894,0.5712
real,bs,512,fp16,131072,2,radix_multi_cuda,41.476,38.419,23.883,21.844,0.5758
real,bs,512,fp16,131072,4,radix_multi_cuda,42.257,38.665,23.468,21.866,0.5554
real,bs,512,fp16,131072,8,radix_multi_cuda,41.267,38.691,23.869,21.915,0.5784
real,bs,512,fp16,131072,16,radix_multi_cuda,40.911,38.347,24.184,22.245,0.5911
real,bs,512,fp16,131072,32,radix_multi_cuda,49.034,47.215,24.635,22.411,0.5024
real,bs,512,fp16,131072,64,radix_multi_cuda,71.048,69.376,25.47,22.632,0.3585
real,bs,512,fp16,131072,128,radix_multi_cuda,66.092,61.856,27.592,23.079,0.4175
real,bs,512,fp16,131072,256,radix_multi_cuda,121.193,113.968,47.806,38.832,0.3945
real,bs,512,fp16,131072,512,radix_multi_cuda,210.151,204.373,99.098,86.418,0.4716
real,bs,512,fp16,131072,1024,radix_multi_cuda,378.749,382.402,156.809,134.255,0.414
real,bs,512,fp16,131072,2048,radix_multi_cuda,750.143,748.886,255.468,238.717,0.3406
real,bs,512,fp16,262144,1,radix_multi_cuda,45.164,40.679,35.278,32.963,0.7811
real,bs,512,fp16,262144,2,radix_multi_cuda,45.308,41.284,34.883,32.896,0.7699
real,bs,512,fp16,262144,4,radix_multi_cuda,45.758,41.591,34.976,32.949,0.7644
real,bs,512,fp16,262144,8,radix_multi_cuda,45.39,41.793,35.142,32.982,0.7742
real,bs,512,fp16,262144,16,radix_multi_cuda,45.406,42.33,35.734,33.336,0.787
real,bs,512,fp16,262144,32,radix_multi_cuda,54.881,52.384,36.31,33.493,0.6616
real,bs,512,fp16,262144,64,radix_multi_cuda,82.179,79.125,37.712,33.751,0.4589
real,bs,512,fp16,262144,128,radix_multi_cuda,92.571,85.545,44.012,34.275,0.4754
real,bs,512,fp16,262144,256,radix_multi_cuda,176.905,169.008,93.704,82.151,0.5297
real,bs,512,fp16,262144,512,radix_multi_cuda,294.227,285.941,186.905,153.458,0.6352
real,bs,512,fp16,262144,1024,radix_multi_cuda,538.765,513.023,295.597,277.416,0.5487
real,bs,512,fp16,262144,2048,radix_multi_cuda,1051.624,1045.093,525.354,509.453,0.4996
real,bs,512,fp16,524288,2,radix_multi_cuda,52.09,46.856,61.042,58.156,1.1719
real,bs,512,fp16,524288,4,radix_multi_cuda,51.745,46.701,60.769,58.173,1.1744
real,bs,512,fp16,524288,8,radix_multi_cuda,51.952,47.212,60.865,58.207,1.1716
real,bs,512,fp16,524288,16,radix_multi_cuda,54.196,49.124,61.65,58.569,1.1375
real,bs,512,fp16,524288,32,radix_multi_cuda,66.656,62.82,62.716,58.742,0.9409
real,bs,512,fp16,524288,64,radix_multi_cuda,104.217,97.678,66.97,59.055,0.6426
real,bs,512,fp16,1048576,2,radix_multi_cuda,70.137,61.638,112.589,108.784,1.6053
real,bs,512,fp16,1048576,4,radix_multi_cuda,70.681,62.731,112.779,108.853,1.5956
real,bs,512,fp16,1048576,8,radix_multi_cuda,70.693,62.778,112.89,108.916,1.5969
real,bs,512,fp16,1048576,16,radix_multi_cuda,75.684,66.195,113.704,109.298,1.5024
real,bs,512,fp16,1048576,32,radix_multi_cuda,90.589,83.07,116.027,109.499,1.2808
real,bs,512,fp16,1048576,64,radix_multi_cuda,153.355,145.69,135.218,127.017,0.8817
real,bs,512,fp32,4096,1,radix_multi_cuda,33.907,30.525,12.803,10.822,0.3776
real,bs,512,fp32,4096,2,radix_multi_cuda,35.018,30.539,12.232,10.793,0.3493
real,bs,512,fp32,4096,4,radix_multi_cuda,34.799,30.479,12.208,10.776,0.3508
real,bs,512,fp32,4096,8,radix_multi_cuda,34.866,30.385,12.306,10.827,0.353
real,bs,512,fp32,4096,16,radix_multi_cuda,33.754,31.28,12.104,10.818,0.3586
real,bs,512,fp32,4096,32,radix_multi_cuda,33.575,31.656,12.168,10.856,0.3624
real,bs,512,fp32,4096,64,radix_multi_cuda,34.072,31.82,12.283,10.883,0.3605
real,bs,512,fp32,4096,128,radix_multi_cuda,40.405,39.638,12.728,11.039,0.315
real,bs,512,fp32,4096,256,radix_multi_cuda,74.688,73.455,16.048,14.04,0.2149
real,bs,512,fp32,4096,512,radix_multi_cuda,132.522,131.999,27.824,24.919,0.21
real,bs,512,fp32,4096,1024,radix_multi_cuda,243.307,242.142,42.969,39.615,0.1766
real,bs,512,fp32,4096,2048,radix_multi_cuda,480.619,478.32,77.685,73.261,0.1616
real,bs,512,fp32,8192,1,radix_multi_cuda,35.586,31.457,12.68,11.042,0.3563
real,bs,512,fp32,8192,2,radix_multi_cuda,36.563,31.666,12.437,11.02,0.3402
real,bs,512,fp32,8192,4,radix_multi_cuda,36.728,31.8,12.361,11.039,0.3366
real,bs,512,fp32,8192,8,radix_multi_cuda,35.083,31.66,12.656,11.064,0.3607
real,bs,512,fp32,8192,16,radix_multi_cuda,35.143,32.395,12.512,11.075,0.356
real,bs,512,fp32,8192,32,radix_multi_cuda,35.352,32.867,12.665,11.083,0.3583
real,bs,512,fp32,8192,64,radix_multi_cuda,36.351,33.339,12.789,11.144,0.3518
real,bs,512,fp32,8192,128,radix_multi_cuda,42.938,41.615,13.432,11.246,0.3128
real,bs,512,fp32,8192,256,radix_multi_cuda,78.807,76.434,17.261,14.621,0.219
real,bs,512,fp32,8192,512,radix_multi_cuda,140.15,137.814,30.02,26.081,0.2142
real,bs,512,fp32,8192,1024,radix_multi_cuda,256.582,253.613,46.123,41.325,0.1798
real,bs,512,fp32,8192,2048,radix_multi_cuda,502.883,501.764,82.9,77.078,0.1648
real,bs,512,fp32,16384,1,radix_multi_cuda,35.889,31.69,15.773,14.176,0.4395
real,bs,512,fp32,16384,2,radix_multi_cuda,36.133,32.023,15.926,14.169,0.4408
real,bs,512,fp32,16384,4,radix_multi_cuda,35.694,31.925,15.712,14.152,0.4402
real,bs,512,fp32,16384,8,radix_multi_cuda,35.897,31.842,15.739,14.189,0.4384
real,bs,512,fp32,16384,16,radix_multi_cuda,34.201,32.54,15.875,14.185,0.4642
real,bs,512,fp32,16384,32,radix_multi_cuda,34.983,32.877,15.984,14.21,0.4569
real,bs,512,fp32,16384,64,radix_multi_cuda,37.114,34.12,16.369,14.285,0.441
real,bs,512,fp32,16384,128,radix_multi_cuda,44.542,42.681,17.232,14.488,0.3869
real,bs,512,fp32,16384,256,radix_multi_cuda,82.151,78.529,24.966,21.483,0.3039
real,bs,512,fp32,16384,512,radix_multi_cuda,142.407,140.66,47.239,37.762,0.3317
real,bs,512,fp32,16384,1024,radix_multi_cuda,263.305,260.231,73.684,60.647,0.2798
real,bs,512,fp32,16384,2048,radix_multi_cuda,522.614,521.29,124.555,119.201,0.2383
real,bs,512,fp32,32768,1,radix_multi_cuda,38.204,33.515,17.933,16.081,0.4694
real,bs,512,fp32,32768,2,radix_multi_cuda,38.372,33.747,17.973,16.078,0.4684
real,bs,512,fp32,32768,4,radix_multi_cuda,37.109,33.163,17.997,16.099,0.485
real,bs,512,fp32,32768,8,radix_multi_cuda,36.845,33.325,18.15,16.128,0.4926
real,bs,512,fp32,32768,16,radix_multi_cuda,36.784,34.434,18.235,16.128,0.4957
real,bs,512,fp32,32768,32,radix_multi_cuda,43.516,42.233,18.429,16.15,0.4235
real,bs,512,fp32,32768,64,radix_multi_cuda,61.839,60.392,19.11,16.302,0.309
real,bs,512,fp32,32768,128,radix_multi_cuda,49.738,46.249,20.051,16.584,0.4031
real,bs,512,fp32,32768,256,radix_multi_cuda,90.747,85.808,32.812,27.056,0.3616
real,bs,512,fp32,32768,512,radix_multi_cuda,159.997,156.586,65.287,51.741,0.4081
real,bs,512,fp32,32768,1024,radix_multi_cuda,291.047,289.03,101.885,94.436,0.3501
real,bs,512,fp32,32768,2048,radix_multi_cuda,574.69,573.712,168.974,161.007,0.294
real,bs,512,fp32,65536,1,radix_multi_cuda,40.933,35.975,33.58,32.105,0.8204
real,bs,512,fp32,65536,2,radix_multi_cuda,40.809,35.787,33.728,32.154,0.8265
real,bs,512,fp32,65536,4,radix_multi_cuda,40.303,35.569,33.955,32.333,0.8425
real,bs,512,fp32,65536,8,radix_multi_cuda,40.214,35.77,34.265,32.386,0.8521
real,bs,512,fp32,65536,16,radix_multi_cuda,39.423,36.591,34.388,32.391,0.8723
real,bs,512,fp32,65536,32,radix_multi_cuda,46.969,44.669,34.857,32.483,0.7421
real,bs,512,fp32,65536,64,radix_multi_cuda,67.005,64.276,36.014,32.908,0.5375
real,bs,512,fp32,65536,128,radix_multi_cuda,59.811,53.539,38.718,33.491,0.6473
real,bs,512,fp32,65536,256,radix_multi_cuda,108.803,99.495,63.374,49.687,0.5825
real,bs,512,fp32,65536,512,radix_multi_cuda,191.888,185.309,211.682,199.112,1.1032
real,bs,512,fp32,65536,1024,radix_multi_cuda,331.378,330.847,360.061,354.487,1.0866
real,bs,512,fp32,65536,2048,radix_multi_cuda,655.497,662.522,626.002,635.61,0.955
real,bs,512,fp32,131072,1,radix_multi_cuda,43.056,37.758,26.19,23.614,0.6083
real,bs,512,fp32,131072,2,radix_multi_cuda,43.292,37.914,25.845,23.431,0.597
real,bs,512,fp32,131072,4,radix_multi_cuda,42.317,37.247,26.19,23.507,0.6189
real,bs,512,fp32,131072,8,radix_multi_cuda,42.165,37.199,26.182,23.538,0.6209
real,bs,512,fp32,131072,16,radix_multi_cuda,42.579,38.632,26.497,23.57,0.6223
real,bs,512,fp32,131072,32,radix_multi_cuda,50.888,47.697,27.113,23.666,0.5328
real,bs,512,fp32,131072,64,radix_multi_cuda,75.157,69.291,29.496,24.436,0.3925
real,bs,512,fp32,131072,128,radix_multi_cuda,79.367,66.234,38.388,25.586,0.4837
real,bs,512,fp32,131072,256,radix_multi_cuda,154.005,145.091,87.687,76.529,0.5694
real,bs,512,fp32,131072,512,radix_multi_cuda,251.618,245.456,179.396,154.413,0.713
real,bs,512,fp32,131072,1024,radix_multi_cuda,448.308,449.607,287.033,266.186,0.6403
real,bs,512,fp32,131072,2048,radix_multi_cuda,863.866,860.906,522.783,511.481,0.6052
real,bs,512,fp32,262144,1,radix_multi_cuda,49.167,41.875,39.771,36.414,0.8089
real,bs,512,fp32,262144,2,radix_multi_cuda,48.209,41.66,40.078,36.424,0.8313
real,bs,512,fp32,262144,4,radix_multi_cuda,48.322,41.175,39.9,36.437,0.8257
real,bs,512,fp32,262144,8,radix_multi_cuda,48.448,41.119,40.417,36.528,0.8342
real,bs,512,fp32,262144,16,radix_multi_cuda,49.375,43.312,40.835,36.542,0.827
real,bs,512,fp32,262144,32,radix_multi_cuda,60.812,54.633,41.99,36.725,0.6905
real,bs,512,fp32,262144,64,radix_multi_cuda,93.066,80.87,51.697,37.948,0.5555
real,bs,512,fp32,262144,128,radix_multi_cuda,130.764,121.544,84.223,73.456,0.6441
real,bs,512,fp32,262144,256,radix_multi_cuda,226.428,217.063,154.563,139.646,0.6826
real,bs,512,fp32,262144,512,radix_multi_cuda,382.758,376.109,316.959,290.637,0.8281
real,bs,512,fp32,262144,1024,radix_multi_cuda,679.758,674.228,537.018,519.49,0.79
real,bs,512,fp32,262144,2048,radix_multi_cuda,1316.835,1307.893,975.146,956.239,0.7405
real,bs,512,fp32,524288,2,radix_multi_cuda,61.309,51.307,64.554,58.532,1.0529
real,bs,512,fp32,524288,4,radix_multi_cuda,62.108,51.273,64.241,58.621,1.0343
real,bs,512,fp32,524288,8,radix_multi_cuda,62.155,51.579,64.886,58.73,1.0439
real,bs,512,fp32,524288,16,radix_multi_cuda,65.619,54.779,65.562,58.706,0.9991
real,bs,512,fp32,524288,32,radix_multi_cuda,81.023,65.965,73.022,58.941,0.9013
real,bs,512,fp32,524288,64,radix_multi_cuda,134.011,123.852,109.882,99.155,0.8199
real,bs,512,fp32,1048576,2,radix_multi_cuda,87.703,68.486,119.493,110.014,1.3625
real,bs,512,fp32,1048576,4,radix_multi_cuda,87.816,68.477,119.703,110.226,1.3631
real,bs,512,fp32,1048576,8,radix_multi_cuda,88.805,68.615,119.613,110.356,1.3469
real,bs,512,fp32,1048576,16,radix_multi_cuda,105.874,77.679,128.331,110.372,1.2121
real,bs,512,fp32,1048576,32,radix_multi_cuda,131.112,122.753,182.538,173.752,1.3922
real,bs,512,fp32,1048576,64,radix_multi_cuda,220.646,211.275,203.945,190.047,0.9243
real,bs,1024,bf16,4096,1,radix_multi_cuda,38.965,34.443,9.917,8.466,0.2545
real,bs,1024,bf16,4096,2,radix_multi_cuda,37.811,34.495,9.606,8.466,0.2541
real,bs,1024,bf16,4096,4,radix_multi_cuda,37.019,34.525,9.617,8.463,0.2598
real,bs,1024,bf16,4096,8,radix_multi_cuda,36.842,34.783,9.709,8.456,0.2635
real,bs,1024,bf16,4096,16,radix_multi_cuda,37.219,34.25,9.741,8.781,0.2617
real,bs,1024,bf16,4096,32,radix_multi_cuda,36.912,33.964,9.941,8.932,0.2693
real,bs,1024,bf16,4096,64,radix_multi_cuda,36.876,34.138,9.982,9.034,0.2707
real,bs,1024,bf16,4096,128,radix_multi_cuda,43.05,41.548,10.352,9.209,0.2405
real,bs,1024,bf16,4096,256,radix_multi_cuda,78.941,77.592,12.185,10.969,0.1544
real,bs,1024,bf16,4096,512,radix_multi_cuda,140.597,138.608,21.184,18.98,0.1507
real,bs,1024,bf16,4096,1024,radix_multi_cuda,255.101,254.196,32.428,29.925,0.1271
real,bs,1024,bf16,4096,2048,radix_multi_cuda,507.184,503.259,58.524,55.338,0.1154
real,bs,1024,bf16,8192,1,radix_multi_cuda,38.294,34.35,12.68,11.553,0.3311
real,bs,1024,bf16,8192,2,radix_multi_cuda,38.314,34.531,12.494,11.47,0.3261
real,bs,1024,bf16,8192,4,radix_multi_cuda,38.161,34.943,12.505,11.496,0.3277
real,bs,1024,bf16,8192,8,radix_multi_cuda,38.103,35.011,12.546,11.492,0.3293
real,bs,1024,bf16,8192,16,radix_multi_cuda,37.34,34.789,12.861,11.828,0.3444
real,bs,1024,bf16,8192,32,radix_multi_cuda,36.783,34.561,13.158,11.978,0.3577
real,bs,1024,bf16,8192,64,radix_multi_cuda,36.232,34.321,13.289,12.073,0.3668
real,bs,1024,bf16,8192,128,radix_multi_cuda,43.442,42.124,13.653,12.261,0.3143
real,bs,1024,bf16,8192,256,radix_multi_cuda,80.641,78.209,17.158,15.707,0.2128
real,bs,1024,bf16,8192,512,radix_multi_cuda,142.872,140.919,29.366,27.315,0.2055
real,bs,1024,bf16,8192,1024,radix_multi_cuda,261.243,258.095,46.207,43.821,0.1769
real,bs,1024,bf16,8192,2048,radix_multi_cuda,511.951,510.537,86.505,82.804,0.169
real,bs,1024,bf16,16384,1,radix_multi_cuda,39.175,36.141,12.633,11.142,0.3225
real,bs,1024,bf16,16384,2,radix_multi_cuda,39.957,36.709,12.368,11.126,0.3095
real,bs,1024,bf16,16384,4,radix_multi_cuda,39.264,36.743,12.6,11.14,0.3209
real,bs,1024,bf16,16384,8,radix_multi_cuda,39.346,36.77,12.489,11.143,0.3174
real,bs,1024,bf16,16384,16,radix_multi_cuda,38.587,36.365,12.825,11.495,0.3324
real,bs,1024,bf16,16384,32,radix_multi_cuda,37.092,34.798,13.096,11.648,0.3531
real,bs,1024,bf16,16384,64,radix_multi_cuda,38.053,35.543,13.289,11.742,0.3492
real,bs,1024,bf16,16384,128,radix_multi_cuda,45.357,44.056,14.038,11.972,0.3095
real,bs,1024,bf16,16384,256,radix_multi_cuda,84.255,81.71,17.717,15.349,0.2103
real,bs,1024,bf16,16384,512,radix_multi_cuda,149.126,146.473,30.281,27.097,0.2031
real,bs,1024,bf16,16384,1024,radix_multi_cuda,272.282,269.188,47.089,43.047,0.1729
real,bs,1024,bf16,16384,2048,radix_multi_cuda,537.846,536.613,85.725,80.969,0.1594
real,bs,1024,bf16,32768,1,radix_multi_cuda,40.802,37.44,14.765,13.313,0.3619
real,bs,1024,bf16,32768,2,radix_multi_cuda,41.433,38.191,14.688,13.3,0.3545
real,bs,1024,bf16,32768,4,radix_multi_cuda,40.967,38.418,14.838,13.33,0.3622
real,bs,1024,bf16,32768,8,radix_multi_cuda,40.695,38.438,14.992,13.33,0.3684
real,bs,1024,bf16,32768,16,radix_multi_cuda,40.047,37.776,15.235,13.678,0.3804
real,bs,1024,bf16,32768,32,radix_multi_cuda,46.827,45.829,15.457,13.814,0.3301
real,bs,1024,bf16,32768,64,radix_multi_cuda,65.376,64.558,15.963,13.936,0.2442
real,bs,1024,bf16,32768,128,radix_multi_cuda,49.096,47.603,16.869,14.208,0.3436
real,bs,1024,bf16,32768,256,radix_multi_cuda,91.837,88.378,23.251,19.94,0.2532
real,bs,1024,bf16,32768,512,radix_multi_cuda,160.111,157.921,39.608,34.569,0.2474
real,bs,1024,bf16,32768,1024,radix_multi_cuda,294.189,291.847,62.698,56.769,0.2131
real,bs,1024,bf16,32768,2048,radix_multi_cuda,584.182,583.7,114.109,111.961,0.1953
real,bs,1024,bf16,65536,1,radix_multi_cuda,40.675,37.447,23.837,22.359,0.586
real,bs,1024,bf16,65536,2,radix_multi_cuda,41.169,38.241,23.748,22.317,0.5768
real,bs,1024,bf16,65536,4,radix_multi_cuda,41.435,38.749,23.694,22.334,0.5718
real,bs,1024,bf16,65536,8,radix_multi_cuda,41.013,38.658,23.886,22.339,0.5824
real,bs,1024,bf16,65536,16,radix_multi_cuda,40.502,38.339,24.042,22.683,0.5936
real,bs,1024,bf16,65536,32,radix_multi_cuda,47.826,46.877,24.55,22.835,0.5133
real,bs,1024,bf16,65536,64,radix_multi_cuda,67.693,66.682,25.13,22.983,0.3712
real,bs,1024,bf16,65536,128,radix_multi_cuda,56.189,53.13,26.273,23.333,0.4676
real,bs,1024,bf16,65536,256,radix_multi_cuda,102.528,98.819,42.959,37.93,0.419
real,bs,1024,bf16,65536,512,radix_multi_cuda,178.627,175.09,76.159,66.974,0.4264
real,bs,1024,bf16,65536,1024,radix_multi_cuda,331.442,329.96,122.073,116.558,0.3683
real,bs,1024,bf16,65536,2048,radix_multi_cuda,652.028,652.9,225.847,220.753,0.3464
real,bs,1024,bf16,131072,1,radix_multi_cuda,43.106,39.98,25.269,23.377,0.5862
real,bs,1024,bf16,131072,2,radix_multi_cuda,44.514,41.013,24.891,23.331,0.5592
real,bs,1024,bf16,131072,4,radix_multi_cuda,44.483,41.244,24.839,23.336,0.5584
real,bs,1024,bf16,131072,8,radix_multi_cuda,44.447,41.294,24.973,23.352,0.5619
real,bs,1024,bf16,131072,16,radix_multi_cuda,43.545,40.715,25.517,23.717,0.586
real,bs,1024,bf16,131072,32,radix_multi_cuda,51.911,50.34,26.093,23.874,0.5026
real,bs,1024,bf16,131072,64,radix_multi_cuda,75.341,73.984,26.883,24.058,0.3568
real,bs,1024,bf16,131072,128,radix_multi_cuda,69.048,65.796,29.046,24.48,0.4207
real,bs,1024,bf16,131072,256,radix_multi_cuda,127.965,120.947,50.985,41.188,0.3984
real,bs,1024,bf16,131072,512,radix_multi_cuda,219.731,205.136,104.112,92.787,0.4738
real,bs,1024,bf16,131072,1024,radix_multi_cuda,406.126,403.363,154.876,141.556,0.3813
real,bs,1024,bf16,131072,2048,radix_multi_cuda,798.922,797.874,268.504,254.706,0.3361
real,bs,1024,bf16,262144,1,radix_multi_cuda,47.178,43.154,36.651,34.359,0.7769
real,bs,1024,bf16,262144,2,radix_multi_cuda,48.892,44.297,35.867,34.254,0.7336
real,bs,1024,bf16,262144,4,radix_multi_cuda,48.508,44.762,36.116,34.288,0.7445
real,bs,1024,bf16,262144,8,radix_multi_cuda,48.622,44.595,36.207,34.302,0.7447
real,bs,1024,bf16,262144,16,radix_multi_cuda,49.26,45.587,36.927,34.663,0.7496
real,bs,1024,bf16,262144,32,radix_multi_cuda,59.431,57.243,37.617,34.841,0.633
real,bs,1024,bf16,262144,64,radix_multi_cuda,89.177,86.03,38.807,35.049,0.4352
real,bs,1024,bf16,262144,128,radix_multi_cuda,96.259,89.547,44.737,35.589,0.4648
real,bs,1024,bf16,262144,256,radix_multi_cuda,182.759,176.312,94.18,81.02,0.5153
real,bs,1024,bf16,262144,512,radix_multi_cuda,306.302,300.625,190.439,155.713,0.6217
real,bs,1024,bf16,262144,1024,radix_multi_cuda,565.619,541.352,302.529,282.709,0.5349
real,bs,1024,bf16,262144,2048,radix_multi_cuda,1103.755,1104.135,533.638,516.523,0.4835
real,bs,1024,bf16,524288,2,radix_multi_cuda,55.93,51.078,62.934,60.332,1.1252
real,bs,1024,bf16,524288,4,radix_multi_cuda,55.685,50.959,62.769,60.354,1.1272
real,bs,1024,bf16,524288,8,radix_multi_cuda,55.685,50.893,63.078,60.368,1.1328
real,bs,1024,bf16,524288,16,radix_multi_cuda,57.745,52.654,63.62,60.722,1.1017
real,bs,1024,bf16,524288,32,radix_multi_cuda,71.544,68.902,64.473,60.877,0.9012
real,bs,1024,bf16,524288,64,radix_multi_cuda,112.685,106.432,68.429,61.158,0.6073
real,bs,1024,bf16,1048576,2,radix_multi_cuda,74.215,65.552,115.474,112.343,1.5559
real,bs,1024,bf16,1048576,4,radix_multi_cuda,74.099,65.825,115.688,112.39,1.5613
real,bs,1024,bf16,1048576,8,radix_multi_cuda,74.649,66.518,116.05,112.397,1.5546
real,bs,1024,bf16,1048576,16,radix_multi_cuda,78.694,69.523,116.656,112.772,1.4824
real,bs,1024,bf16,1048576,32,radix_multi_cuda,95.928,89.328,118.93,112.972,1.2398
real,bs,1024,bf16,1048576,64,radix_multi_cuda,160.234,153.451,136.952,129.126,0.8547
real,bs,1024,fp16,4096,1,radix_multi_cuda,38.633,34.605,10.098,8.534,0.2614
real,bs,1024,fp16,4096,2,radix_multi_cuda,37.648,34.714,9.64,8.529,0.2561
real,bs,1024,fp16,4096,4,radix_multi_cuda,37.015,34.719,9.713,8.523,0.2624
real,bs,1024,fp16,4096,8,radix_multi_cuda,36.846,34.845,9.789,8.545,0.2657
real,bs,1024,fp16,4096,16,radix_multi_cuda,37.192,34.33,9.88,8.871,0.2656
real,bs,1024,fp16,4096,32,radix_multi_cuda,36.726,33.966,10.033,9.044,0.2732
real,bs,1024,fp16,4096,64,radix_multi_cuda,36.478,34.045,10.182,9.156,0.2791
real,bs,1024,fp16,4096,128,radix_multi_cuda,42.789,41.398,10.558,9.369,0.2467
real,bs,1024,fp16,4096,256,radix_multi_cuda,78.079,77.157,12.838,11.45,0.1644
real,bs,1024,fp16,4096,512,radix_multi_cuda,139.93,138.788,22.449,20.282,0.1604
real,bs,1024,fp16,4096,1024,radix_multi_cuda,255.562,253.653,34.896,32.342,0.1365
real,bs,1024,fp16,4096,2048,radix_multi_cuda,505.405,502.11,63.458,59.782,0.1256
real,bs,1024,fp16,8192,1,radix_multi_cuda,37.758,34.265,15.093,13.902,0.3997
real,bs,1024,fp16,8192,2,radix_multi_cuda,37.849,34.353,14.841,13.819,0.3921
real,bs,1024,fp16,8192,4,radix_multi_cuda,37.955,34.714,14.849,13.843,0.3912
real,bs,1024,fp16,8192,8,radix_multi_cuda,37.964,34.785,14.889,13.855,0.3922
real,bs,1024,fp16,8192,16,radix_multi_cuda,36.956,34.665,15.221,14.187,0.4119
real,bs,1024,fp16,8192,32,radix_multi_cuda,36.525,34.415,15.507,14.388,0.4246
real,bs,1024,fp16,8192,64,radix_multi_cuda,36.199,34.359,15.638,14.507,0.432
real,bs,1024,fp16,8192,128,radix_multi_cuda,43.097,42.068,16.141,14.735,0.3745
real,bs,1024,fp16,8192,256,radix_multi_cuda,80.002,78.186,20.953,19.367,0.2619
real,bs,1024,fp16,8192,512,radix_multi_cuda,142.527,140.044,36.574,34.931,0.2566
real,bs,1024,fp16,8192,1024,radix_multi_cuda,261.019,258.292,58.278,55.822,0.2233
real,bs,1024,fp16,8192,2048,radix_multi_cuda,511.944,511.02,108.455,105.222,0.2118
real,bs,1024,fp16,16384,1,radix_multi_cuda,38.609,36.141,13.707,12.237,0.355
real,bs,1024,fp16,16384,2,radix_multi_cuda,39.809,36.699,13.397,12.21,0.3365
real,bs,1024,fp16,16384,4,radix_multi_cuda,38.879,36.72,13.773,12.246,0.3543
real,bs,1024,fp16,16384,8,radix_multi_cuda,39.335,36.743,13.619,12.244,0.3462
real,bs,1024,fp16,16384,16,radix_multi_cuda,38.365,36.387,13.971,12.609,0.3642
real,bs,1024,fp16,16384,32,radix_multi_cuda,36.863,34.823,14.264,12.815,0.3869
real,bs,1024,fp16,16384,64,radix_multi_cuda,37.681,35.494,14.486,12.925,0.3844
real,bs,1024,fp16,16384,128,radix_multi_cuda,45.105,43.803,15.19,13.188,0.3368
real,bs,1024,fp16,16384,256,radix_multi_cuda,83.221,81.284,19.521,17.149,0.2346
real,bs,1024,fp16,16384,512,radix_multi_cuda,148.52,145.832,34.124,30.895,0.2298
real,bs,1024,fp16,16384,1024,radix_multi_cuda,271.867,269.583,53.326,49.028,0.1961
real,bs,1024,fp16,16384,2048,radix_multi_cuda,536.183,535.328,97.108,92.565,0.1811
real,bs,1024,fp16,32768,1,radix_multi_cuda,40.66,37.412,16.819,15.398,0.4136
real,bs,1024,fp16,32768,2,radix_multi_cuda,40.792,38.159,16.829,15.405,0.4126
real,bs,1024,fp16,32768,4,radix_multi_cuda,40.717,38.426,16.885,15.447,0.4147
real,bs,1024,fp16,32768,8,radix_multi_cuda,40.296,38.281,17.133,15.476,0.4252
real,bs,1024,fp16,32768,16,radix_multi_cuda,39.671,37.812,17.381,15.794,0.4381
real,bs,1024,fp16,32768,32,radix_multi_cuda,46.276,45.796,17.635,15.968,0.3811
real,bs,1024,fp16,32768,64,radix_multi_cuda,65.542,64.539,18.1,16.103,0.2762
real,bs,1024,fp16,32768,128,radix_multi_cuda,49.114,47.399,19.027,16.425,0.3874
real,bs,1024,fp16,32768,256,radix_multi_cuda,90.811,88.318,27.307,23.439,0.3007
real,bs,1024,fp16,32768,512,radix_multi_cuda,160.34,157.434,46.588,41.51,0.2906
real,bs,1024,fp16,32768,1024,radix_multi_cuda,294.081,291.146,73.694,67.41,0.2506
real,bs,1024,fp16,32768,2048,radix_multi_cuda,583.773,583.621,136.246,133.575,0.2334
real,bs,1024,fp16,65536,1,radix_multi_cuda,40.42,37.459,20.091,18.633,0.4971
