scenario,sweep,K,dtype,N,BS,ms_path,op25_cold_us_local,op25_warm_us_local,base_cold_us_local,base_warm_us_local,speedup_same_node_cold
best,bs,512,bf16,4096,1,ms_1cta,10.652,9.444,9.872,8.552,0.9268
best,bs,512,bf16,4096,2,ms_1cta,10.664,9.481,9.486,8.537,0.8895
best,bs,512,bf16,4096,4,ms_1cta,10.729,9.487,9.485,8.554,0.8841
best,bs,512,bf16,4096,8,ms_1cta,10.413,9.453,9.686,8.546,0.9302
best,bs,512,bf16,4096,16,ms_1cta,10.712,9.476,9.808,8.896,0.9156
best,bs,512,bf16,4096,32,ms_1cta,10.77,9.45,10.088,9.045,0.9367
best,bs,512,bf16,4096,64,ms_1cta,10.763,9.537,10.195,9.11,0.9472
best,bs,512,bf16,4096,128,ms_1cta,10.962,9.677,10.512,9.305,0.9589
best,bs,512,bf16,4096,256,ms_1cta,12.159,10.671,12.639,11.475,1.0395
best,bs,512,bf16,4096,512,ms_1cta,21.629,19.163,21.573,19.674,0.9974
best,bs,512,bf16,4096,1024,ms_1cta,33.123,29.745,33.397,31.396,1.0083
best,bs,512,bf16,4096,2048,ms_1cta,57.334,53.523,61.319,58.199,1.0695
best,bs,512,bf16,8192,1,ms_1cta,11.564,10.19,12.786,11.476,1.1057
best,bs,512,bf16,8192,2,ms_1cta,11.675,10.209,12.559,11.437,1.0757
best,bs,512,bf16,8192,4,ms_1cta,11.385,10.194,12.786,11.493,1.1231
best,bs,512,bf16,8192,8,ms_1cta,11.284,10.165,12.885,11.501,1.1419
best,bs,512,bf16,8192,16,ms_1cta,11.571,10.209,12.995,11.818,1.1231
best,bs,512,bf16,8192,32,ms_1cta,11.826,10.256,13.207,11.966,1.1168
best,bs,512,bf16,8192,64,ms_1cta,11.619,10.354,13.453,12.054,1.1578
best,bs,512,bf16,8192,128,ms_1cta,11.963,10.506,13.835,12.252,1.1565
best,bs,512,bf16,8192,256,ms_1cta,14.244,12.224,17.202,15.443,1.2077
best,bs,512,bf16,8192,512,ms_1cta,25.395,22.3,29.354,26.817,1.1559
best,bs,512,bf16,8192,1024,ms_1cta,38.74,34.72,45.711,42.922,1.1799
best,bs,512,bf16,8192,2048,ms_1cta,67.463,62.642,84.332,80.492,1.25
best,bs,512,bf16,16384,1,ms_1cta,15.145,13.345,12.013,10.502,0.7932
best,bs,512,bf16,16384,2,ms_1cta,15.005,13.317,12.109,10.488,0.807
best,bs,512,bf16,16384,4,ms_1cta,14.89,13.29,12.227,10.522,0.8212
best,bs,512,bf16,16384,8,ms_1cta,15.14,13.338,12.253,10.52,0.8093
best,bs,512,bf16,16384,16,ms_1cta,15.025,13.245,12.501,10.856,0.832
best,bs,512,bf16,16384,32,ms_1cta,14.862,13.231,12.802,10.988,0.8614
best,bs,512,bf16,16384,64,ms_1cta,15.366,13.345,12.85,11.091,0.8363
best,bs,512,bf16,16384,128,ms_1cta,15.688,13.518,13.581,11.308,0.8657
best,bs,512,bf16,16384,256,ms_1cta,19.15,16.982,16.928,14.428,0.884
best,bs,512,bf16,16384,512,ms_1cta,33.824,30.185,30.018,26.207,0.8875
best,bs,512,bf16,16384,1024,ms_1cta,52.113,47.349,46.464,41.855,0.8916
best,bs,512,bf16,16384,2048,ms_1cta,94.058,88.054,83.58,77.413,0.8886
best,bs,512,bf16,32768,1,ms_1cta,16.128,13.918,14.365,12.551,0.8907
best,bs,512,bf16,32768,2,ms_1cta,15.489,13.961,14.699,12.534,0.949
best,bs,512,bf16,32768,4,ms_1cta,15.969,13.942,14.229,12.563,0.891
best,bs,512,bf16,32768,8,ms_1cta,15.968,13.952,14.338,12.561,0.8979
best,bs,512,bf16,32768,16,ms_1cta,15.959,13.897,14.768,12.886,0.9254
best,bs,512,bf16,32768,32,ms_1cta,16.44,13.958,14.768,13.009,0.8983
best,bs,512,bf16,32768,64,ms_1cta,16.774,14.073,15.205,13.155,0.9065
best,bs,512,bf16,32768,128,ms_1cta,17.514,14.273,16.063,13.434,0.9172
best,bs,512,bf16,32768,256,ms_1cta,24.017,20.794,21.951,18.932,0.914
best,bs,512,bf16,32768,512,ms_1cta,41.93,37.273,37.699,33.141,0.8991
best,bs,512,bf16,32768,1024,ms_1cta,65.777,58.933,59.688,54.431,0.9074
best,bs,512,bf16,32768,2048,ms_1cta,118.136,115.481,109.492,107.338,0.9268
best,bs,512,bf16,65536,1,msc_C8,13.794,12.294,23.49,22.09,1.7029
best,bs,512,bf16,65536,2,msc_C8,13.982,12.472,23.475,22.086,1.6789
best,bs,512,bf16,65536,4,msc_C4,14.621,13.201,23.467,22.188,1.605
best,bs,512,bf16,65536,8,msc_C4,14.822,13.265,23.599,22.196,1.5922
best,bs,512,bf16,65536,16,msc_C4,14.841,13.121,23.938,22.495,1.613
best,bs,512,bf16,65536,32,msc_C4,15.656,13.613,24.277,22.645,1.5507
best,bs,512,bf16,65536,64,ms_1cta,23.483,20.786,24.966,22.79,1.0632
best,bs,512,bf16,65536,128,ms_1cta,24.225,21.017,26.055,23.118,1.0755
best,bs,512,bf16,65536,256,ms_1cta,35.223,30.982,42.335,38.135,1.2019
best,bs,512,bf16,65536,512,ms_1cta,61.88,54.98,75.907,67.454,1.2267
best,bs,512,bf16,65536,1024,ms_1cta,97.733,93.57,120.396,115.436,1.2319
best,bs,512,bf16,65536,2048,ms_1cta,176.68,173.505,223.081,218.397,1.2626
best,bs,512,bf16,131072,1,msc_C8,13.53,12.363,24.173,22.506,1.7866
best,bs,512,bf16,131072,2,msc_C8,14.015,12.718,23.973,22.474,1.7105
best,bs,512,bf16,131072,4,msc_C8,14.284,13.105,24.36,22.526,1.7054
best,bs,512,bf16,131072,8,msc_C4,15.665,14.037,24.474,22.538,1.5623
best,bs,512,bf16,131072,16,msc_C4,15.972,13.963,24.738,22.879,1.5488
best,bs,512,bf16,131072,32,msc_C4,16.528,14.471,25.199,23.02,1.5246
best,bs,512,bf16,131072,64,ms_1cta,31.244,27.194,25.898,23.252,0.8289
best,bs,512,bf16,131072,128,ms_1cta,32.188,27.46,27.999,23.668,0.8699
best,bs,512,bf16,131072,256,ms_1cta,53.562,47.065,49.287,40.021,0.9202
best,bs,512,bf16,131072,512,ms_1cta,98.52,90.305,102.376,89.945,1.0391
best,bs,512,bf16,131072,1024,ms_1cta,157.932,152.333,156.17,140.743,0.9888
best,bs,512,bf16,131072,2048,ms_1cta,295.089,290.29,265.675,252.536,0.9003
best,bs,512,bf16,262144,1,msc_C8,14.128,12.515,35.832,33.822,2.5362
best,bs,512,bf16,262144,2,msc_C8,14.501,12.628,35.559,33.828,2.4522
best,bs,512,bf16,262144,4,msc_C8,14.776,12.884,35.645,33.935,2.4124
best,bs,512,bf16,262144,8,msc_C8,15.081,13.102,35.787,33.926,2.373
best,bs,512,bf16,262144,16,msc_C4,16.878,14.25,36.445,34.25,2.1593
best,bs,512,bf16,262144,32,msc_C4,17.916,14.729,37.109,34.385,2.0713
best,bs,512,bf16,262144,64,ms_1cta,28.526,22.356,38.424,34.657,1.347
best,bs,512,bf16,262144,128,ms_1cta,31.963,22.681,44.61,35.139,1.3957
best,bs,512,bf16,262144,256,ms_1cta,91.762,89.608,96.272,85.193,1.0491
best,bs,512,bf16,262144,512,ms_1cta,155.706,152.138,189.697,157.315,1.2183
best,bs,512,bf16,262144,1024,ms_1cta,261.209,257.022,303.131,278.358,1.1605
best,bs,512,bf16,262144,2048,ms_1cta,488.123,489.0,543.078,524.349,1.1126
best,bs,512,bf16,524288,2,msc_C8,15.715,13.566,61.56,58.843,3.9173
best,bs,512,bf16,524288,4,msc_C8,15.939,13.595,61.293,58.875,3.8455
best,bs,512,bf16,524288,8,msc_C8,16.389,13.753,61.624,58.924,3.7601
best,bs,512,bf16,524288,16,msc_C8,28.633,23.892,61.762,58.92,2.157
best,bs,512,bf16,524288,32,msc_C4,21.438,16.291,62.539,59.031,2.9172
best,bs,512,bf16,524288,64,ms_1cta,42.889,30.014,66.642,59.209,1.5538
best,bs,512,bf16,1048576,2,msc_C8,19.607,16.456,113.277,109.764,5.7774
best,bs,512,bf16,1048576,4,msc_C8,19.878,16.361,113.499,109.844,5.7098
best,bs,512,bf16,1048576,8,msc_C8,20.518,16.624,113.468,109.893,5.5302
best,bs,512,bf16,1048576,16,msc_C8,36.439,29.207,114.067,109.912,3.1304
best,bs,512,bf16,1048576,32,msc_C8,55.048,42.549,116.071,109.985,2.1085
best,bs,512,bf16,1048576,64,ms_1cta,74.217,67.681,134.003,126.309,1.8056
best,bs,512,fp16,4096,1,ms_1cta,9.485,8.594,11.099,9.784,1.1702
best,bs,512,fp16,4096,2,ms_1cta,9.378,8.596,10.802,9.783,1.1518
best,bs,512,fp16,4096,4,ms_1cta,9.772,8.704,10.858,9.891,1.1111
best,bs,512,fp16,4096,8,ms_1cta,9.812,8.697,10.97,9.935,1.118
best,bs,512,fp16,4096,16,ms_1cta,10.112,9.077,11.262,10.292,1.1137
best,bs,512,fp16,4096,32,ms_1cta,10.413,9.194,11.475,10.442,1.102
best,bs,512,fp16,4096,64,ms_1cta,10.404,9.241,11.626,10.504,1.1175
best,bs,512,fp16,4096,128,ms_1cta,10.636,9.364,11.965,10.681,1.125
best,bs,512,fp16,4096,256,ms_1cta,12.01,10.43,14.731,13.51,1.2266
best,bs,512,fp16,4096,512,ms_1cta,21.042,18.689,25.146,23.455,1.195
best,bs,512,fp16,4096,1024,ms_1cta,32.507,29.229,39.486,37.537,1.2147
best,bs,512,fp16,4096,2048,ms_1cta,56.078,52.368,73.055,70.202,1.3027
best,bs,512,fp16,8192,1,ms_1cta,11.246,9.683,13.659,12.36,1.2146
best,bs,512,fp16,8192,2,ms_1cta,11.168,9.646,13.458,12.348,1.2051
best,bs,512,fp16,8192,4,ms_1cta,11.078,9.761,13.816,12.468,1.2472
best,bs,512,fp16,8192,8,ms_1cta,11.094,9.731,13.957,12.522,1.2581
best,bs,512,fp16,8192,16,ms_1cta,11.478,10.105,14.125,12.863,1.2306
best,bs,512,fp16,8192,32,ms_1cta,11.695,10.229,14.339,13.01,1.2261
best,bs,512,fp16,8192,64,ms_1cta,11.572,10.292,14.555,13.088,1.2578
best,bs,512,fp16,8192,128,ms_1cta,11.973,10.445,14.922,13.27,1.2463
best,bs,512,fp16,8192,256,ms_1cta,14.111,12.204,18.651,16.809,1.3217
best,bs,512,fp16,8192,512,ms_1cta,25.479,22.362,31.861,29.384,1.2505
best,bs,512,fp16,8192,1024,ms_1cta,39.397,34.809,49.997,47.236,1.2691
best,bs,512,fp16,8192,2048,ms_1cta,67.292,62.458,92.414,88.718,1.3733
best,bs,512,fp16,16384,1,ms_1cta,14.802,12.61,14.387,12.928,0.972
best,bs,512,fp16,16384,2,ms_1cta,14.325,12.634,14.47,12.87,1.0101
best,bs,512,fp16,16384,4,ms_1cta,14.516,12.708,14.691,13.031,1.0121
best,bs,512,fp16,16384,8,ms_1cta,14.701,12.779,14.758,13.041,1.0039
best,bs,512,fp16,16384,16,ms_1cta,14.877,13.118,15.051,13.401,1.0117
best,bs,512,fp16,16384,32,ms_1cta,14.947,13.202,15.358,13.569,1.0275
best,bs,512,fp16,16384,64,ms_1cta,15.205,13.304,15.483,13.633,1.0183
best,bs,512,fp16,16384,128,ms_1cta,15.774,13.494,16.067,13.835,1.0186
best,bs,512,fp16,16384,256,ms_1cta,18.89,16.708,19.91,17.548,1.054
best,bs,512,fp16,16384,512,ms_1cta,33.465,29.93,35.283,31.556,1.0543
best,bs,512,fp16,16384,1024,ms_1cta,51.616,47.013,54.661,49.926,1.059
best,bs,512,fp16,16384,2048,ms_1cta,93.051,86.716,98.707,92.945,1.0608
best,bs,512,fp16,32768,1,ms_1cta,14.924,13.263,14.64,12.245,0.981
best,bs,512,fp16,32768,2,ms_1cta,15.453,13.219,13.998,12.237,0.9058
best,bs,512,fp16,32768,4,ms_1cta,15.542,13.38,14.126,12.415,0.9089
best,bs,512,fp16,32768,8,ms_1cta,15.753,13.428,14.237,12.447,0.9038
best,bs,512,fp16,32768,16,ms_1cta,16.03,13.769,14.526,12.778,0.9062
best,bs,512,fp16,32768,32,ms_1cta,16.27,13.896,14.688,12.92,0.9028
best,bs,512,fp16,32768,64,ms_1cta,16.677,14.04,15.157,13.03,0.9089
best,bs,512,fp16,32768,128,ms_1cta,17.47,14.269,15.99,13.321,0.9153
best,bs,512,fp16,32768,256,ms_1cta,23.97,20.488,21.624,18.967,0.9021
best,bs,512,fp16,32768,512,ms_1cta,41.887,36.964,37.139,32.55,0.8866
best,bs,512,fp16,32768,1024,ms_1cta,65.22,58.369,58.491,53.359,0.8968
best,bs,512,fp16,32768,2048,ms_1cta,117.225,113.88,106.637,104.679,0.9097
best,bs,512,fp16,65536,1,msc_C8,13.759,12.128,23.13,21.508,1.6811
best,bs,512,fp16,65536,2,msc_C8,13.917,12.205,22.962,21.543,1.6499
best,bs,512,fp16,65536,4,msc_C4,14.42,12.969,23.131,21.675,1.6041
best,bs,512,fp16,65536,8,msc_C4,14.903,13.071,23.112,21.708,1.5508
best,bs,512,fp16,65536,16,msc_C4,14.877,13.089,23.622,22.077,1.5878
best,bs,512,fp16,65536,32,msc_C4,15.722,13.582,23.902,22.207,1.5203
best,bs,512,fp16,65536,64,ms_1cta,23.113,20.458,24.768,22.348,1.0716
best,bs,512,fp16,65536,128,ms_1cta,24.101,20.845,25.638,22.72,1.0638
best,bs,512,fp16,65536,256,ms_1cta,34.53,30.528,41.405,37.366,1.1991
best,bs,512,fp16,65536,512,ms_1cta,61.372,54.161,72.638,64.835,1.1836
best,bs,512,fp16,65536,1024,ms_1cta,96.382,92.103,115.851,110.502,1.202
best,bs,512,fp16,65536,2048,ms_1cta,173.513,170.066,213.709,209.102,1.2317
best,bs,512,fp16,131072,1,msc_C8,14.331,12.225,24.85,23.172,1.734
best,bs,512,fp16,131072,2,msc_C8,14.312,12.425,24.661,23.146,1.7231
best,bs,512,fp16,131072,4,msc_C8,14.356,12.794,25.119,23.305,1.7497
best,bs,512,fp16,131072,8,msc_C4,15.831,13.899,25.199,23.349,1.5918
best,bs,512,fp16,131072,16,msc_C4,16.032,13.95,25.576,23.709,1.5953
best,bs,512,fp16,131072,32,msc_C4,16.589,14.466,26.19,23.883,1.5788
best,bs,512,fp16,131072,64,ms_1cta,30.874,26.841,26.95,24.075,0.8729
best,bs,512,fp16,131072,128,ms_1cta,31.786,27.214,28.987,24.49,0.9119
best,bs,512,fp16,131072,256,ms_1cta,52.432,45.82,50.323,41.644,0.9598
best,bs,512,fp16,131072,512,ms_1cta,97.709,89.057,104.016,90.855,1.0645
best,bs,512,fp16,131072,1024,ms_1cta,154.649,149.141,155.381,142.015,1.0047
best,bs,512,fp16,131072,2048,ms_1cta,288.085,283.435,266.933,254.141,0.9266
best,bs,512,fp16,262144,1,msc_C8,14.237,12.456,35.438,33.306,2.4891
best,bs,512,fp16,262144,2,msc_C8,14.699,12.478,35.237,33.3,2.3972
best,bs,512,fp16,262144,4,msc_C8,15.182,12.791,35.307,33.434,2.3256
best,bs,512,fp16,262144,8,msc_C8,15.095,12.969,35.541,33.518,2.3545
best,bs,512,fp16,262144,16,msc_C4,16.984,14.28,36.238,33.86,2.1337
best,bs,512,fp16,262144,32,msc_C4,18.083,14.824,36.917,34.039,2.0415
best,bs,512,fp16,262144,64,ms_1cta,28.486,22.134,38.179,34.278,1.3403
best,bs,512,fp16,262144,128,ms_1cta,32.008,22.601,44.421,34.835,1.3878
best,bs,512,fp16,262144,256,ms_1cta,90.396,87.251,94.325,82.703,1.0435
best,bs,512,fp16,262144,512,ms_1cta,150.762,149.275,189.244,154.516,1.2552
best,bs,512,fp16,262144,1024,ms_1cta,256.671,249.093,298.05,278.008,1.1612
best,bs,512,fp16,262144,2048,ms_1cta,478.636,479.464,531.501,511.454,1.1104
best,bs,512,fp16,524288,2,msc_C8,15.37,13.303,60.885,57.973,3.9613
best,bs,512,fp16,524288,4,msc_C8,15.895,13.605,60.634,58.11,3.8147
best,bs,512,fp16,524288,8,msc_C8,16.561,13.79,60.843,58.177,3.6739
best,bs,512,fp16,524288,16,msc_C8,28.683,23.943,61.64,58.56,2.149
best,bs,512,fp16,524288,32,msc_C4,21.511,16.437,62.554,58.771,2.908
best,bs,512,fp16,524288,64,ms_1cta,42.624,29.84,66.71,58.984,1.5651
best,bs,512,fp16,1048576,2,msc_C8,19.273,15.966,108.85,105.34,5.6478
best,bs,512,fp16,1048576,4,msc_C8,20.035,16.487,109.045,105.531,5.4427
best,bs,512,fp16,1048576,8,msc_C8,20.482,16.515,109.29,105.616,5.3359
best,bs,512,fp16,1048576,16,msc_C8,36.647,29.1,110.291,105.988,3.0096
best,bs,512,fp16,1048576,32,msc_C8,55.249,42.487,112.762,106.252,2.041
best,bs,512,fp16,1048576,64,ms_1cta,74.274,67.427,131.592,123.59,1.7717
best,bs,512,fp32,4096,1,ms_1cta,11.21,10.113,10.547,8.983,0.9409
best,bs,512,fp32,4096,2,ms_1cta,11.524,10.087,10.355,8.954,0.8986
best,bs,512,fp32,4096,4,ms_1cta,11.414,10.117,10.533,9.078,0.9228
best,bs,512,fp32,4096,8,ms_1cta,11.409,10.105,10.731,9.128,0.9406
best,bs,512,fp32,4096,16,ms_1cta,11.606,10.344,10.877,9.468,0.9372
best,bs,512,fp32,4096,32,ms_1cta,11.633,10.398,11.102,9.651,0.9544
best,bs,512,fp32,4096,64,ms_1cta,11.773,10.579,11.326,9.731,0.962
best,bs,512,fp32,4096,128,ms_1cta,12.414,10.808,11.592,9.939,0.9338
best,bs,512,fp32,4096,256,ms_1cta,13.369,11.575,14.635,12.535,1.0947
best,bs,512,fp32,4096,512,ms_1cta,24.299,20.732,25.41,22.331,1.0457
best,bs,512,fp32,4096,1024,ms_1cta,37.042,32.246,39.05,35.464,1.0542
best,bs,512,fp32,4096,2048,ms_1cta,63.123,57.802,70.179,65.309,1.1118
best,bs,512,fp32,8192,1,ms_1cta,11.703,10.557,10.669,9.063,0.9116
best,bs,512,fp32,8192,2,ms_1cta,12.321,10.604,10.539,9.055,0.8554
best,bs,512,fp32,8192,4,ms_1cta,12.327,10.546,10.648,9.204,0.8638
best,bs,512,fp32,8192,8,ms_1cta,11.897,10.549,10.89,9.233,0.9154
best,bs,512,fp32,8192,16,ms_1cta,12.115,10.78,11.198,9.565,0.9243
best,bs,512,fp32,8192,32,ms_1cta,12.201,10.844,11.422,9.728,0.9362
best,bs,512,fp32,8192,64,ms_1cta,12.409,11.045,11.566,9.816,0.9321
best,bs,512,fp32,8192,128,ms_1cta,13.267,11.268,12.054,10.047,0.9086
best,bs,512,fp32,8192,256,ms_1cta,16.099,13.527,15.672,13.03,0.9735
best,bs,512,fp32,8192,512,ms_1cta,29.739,23.818,27.47,23.439,0.9237
best,bs,512,fp32,8192,1024,ms_1cta,44.29,37.032,42.253,36.947,0.954
best,bs,512,fp32,8192,2048,ms_1cta,74.948,68.026,74.637,68.706,0.9959
best,bs,512,fp32,16384,1,ms_1cta,14.712,13.367,12.214,10.751,0.8302
best,bs,512,fp32,16384,2,ms_1cta,14.862,13.339,12.115,10.733,0.8152
best,bs,512,fp32,16384,4,ms_1cta,14.371,13.272,12.318,10.896,0.8571
best,bs,512,fp32,16384,8,ms_1cta,14.628,13.28,12.474,10.927,0.8527
best,bs,512,fp32,16384,16,ms_1cta,14.663,13.47,12.874,11.261,0.878
best,bs,512,fp32,16384,32,ms_1cta,14.982,13.519,13.179,11.472,0.8797
best,bs,512,fp32,16384,64,ms_1cta,15.351,13.747,13.698,11.577,0.8923
best,bs,512,fp32,16384,128,ms_1cta,16.12,14.066,14.613,11.874,0.9065
best,bs,512,fp32,16384,256,ms_1cta,21.306,17.453,20.606,16.946,0.9671
best,bs,512,fp32,16384,512,ms_1cta,40.888,31.723,39.136,30.269,0.9572
best,bs,512,fp32,16384,1024,ms_1cta,61.633,49.768,60.576,49.075,0.9829
best,bs,512,fp32,16384,2048,ms_1cta,103.671,98.34,101.582,95.274,0.9798
best,bs,512,fp32,32768,1,ms_1cta,14.862,13.411,14.619,12.871,0.9836
best,bs,512,fp32,32768,2,ms_1cta,15.03,13.423,14.842,12.877,0.9875
best,bs,512,fp32,32768,4,ms_1cta,14.751,13.36,15.04,13.078,1.0196
best,bs,512,fp32,32768,8,ms_1cta,14.695,13.372,15.283,13.128,1.04
best,bs,512,fp32,32768,16,ms_1cta,15.202,13.588,15.549,13.448,1.0228
best,bs,512,fp32,32768,32,ms_1cta,15.499,13.681,15.824,13.642,1.021
best,bs,512,fp32,32768,64,ms_1cta,16.042,13.924,16.57,13.772,1.0329
best,bs,512,fp32,32768,128,ms_1cta,16.753,14.258,17.768,14.197,1.0606
best,bs,512,fp32,32768,256,ms_1cta,26.623,21.486,26.494,20.565,0.9952
best,bs,512,fp32,32768,512,ms_1cta,53.49,38.771,49.635,38.099,0.9279
best,bs,512,fp32,32768,1024,ms_1cta,81.311,70.373,78.382,69.414,0.964
best,bs,512,fp32,32768,2048,ms_1cta,133.272,126.232,131.132,123.1,0.9839
best,bs,512,fp32,65536,1,msc_C4,14.031,12.514,27.965,26.097,1.9931
best,bs,512,fp32,65536,2,msc_C4,14.503,12.617,27.77,26.002,1.9148
best,bs,512,fp32,65536,4,msc_C4,14.354,13.038,28.469,26.464,1.9833
best,bs,512,fp32,65536,8,msc_C4,14.802,13.053,28.629,26.53,1.9341
best,bs,512,fp32,65536,16,msc_C4,15.103,13.105,28.992,26.84,1.9196
best,bs,512,fp32,65536,32,msc_C4,16.082,13.647,29.418,27.066,1.8293
best,bs,512,fp32,65536,64,ms_1cta,18.858,16.685,30.786,27.266,1.6325
best,bs,512,fp32,65536,128,ms_1cta,20.148,17.042,33.422,28.158,1.6588
best,bs,512,fp32,65536,256,ms_1cta,42.282,32.246,55.429,42.138,1.3109
best,bs,512,fp32,65536,512,ms_1cta,89.063,77.081,177.583,164.313,1.9939
best,bs,512,fp32,65536,1024,ms_1cta,133.126,121.298,290.436,285.892,2.1817
best,bs,512,fp32,65536,2048,ms_1cta,227.077,215.691,498.429,511.702,2.195
best,bs,512,fp32,131072,1,msc_C8,14.917,13.367,25.302,22.704,1.6962
best,bs,512,fp32,131072,2,msc_C8,15.301,13.36,25.122,22.688,1.6419
best,bs,512,fp32,131072,4,msc_C8,15.25,13.652,25.629,22.936,1.6806
best,bs,512,fp32,131072,8,msc_C8,15.282,13.742,25.832,22.997,1.6904
best,bs,512,fp32,131072,16,msc_C4,16.912,14.95,26.226,23.319,1.5507
best,bs,512,fp32,131072,32,msc_C4,18.225,15.417,26.995,23.521,1.4812
best,bs,512,fp32,131072,64,ms_1cta,33.431,31.212,29.502,23.807,0.8825
best,bs,512,fp32,131072,128,ms_1cta,37.919,31.654,38.464,25.822,1.0144
best,bs,512,fp32,131072,256,ms_1cta,74.768,64.872,88.367,76.984,1.1819
best,bs,512,fp32,131072,512,ms_1cta,143.715,130.644,178.615,155.905,1.2428
best,bs,512,fp32,131072,1024,ms_1cta,220.422,207.942,288.364,271.511,1.3082
best,bs,512,fp32,131072,2048,ms_1cta,392.056,380.742,522.533,512.466,1.3328
best,bs,512,fp32,262144,1,msc_C8,15.92,14.706,36.493,33.066,2.2923
best,bs,512,fp32,262144,2,msc_C8,16.595,14.917,36.349,33.046,2.1904
best,bs,512,fp32,262144,4,msc_C8,16.549,15.179,37.088,33.375,2.2411
best,bs,512,fp32,262144,8,msc_C8,16.852,15.254,37.443,33.48,2.2219
best,bs,512,fp32,262144,16,msc_C4,19.368,17.262,38.029,33.731,1.9635
best,bs,512,fp32,262144,32,msc_C4,20.477,17.797,39.539,34.042,1.9309
best,bs,512,fp32,262144,64,ms_1cta,36.224,33.534,49.218,34.494,1.3587
best,bs,512,fp32,262144,128,ms_1cta,40.567,36.232,82.312,71.08,2.029
best,bs,512,fp32,262144,256,ms_1cta,121.411,108.884,151.715,136.976,1.2496
best,bs,512,fp32,262144,512,ms_1cta,247.655,219.958,310.58,293.841,1.2541
best,bs,512,fp32,262144,1024,ms_1cta,394.664,376.509,529.092,513.687,1.3406
best,bs,512,fp32,262144,2048,ms_1cta,692.294,670.493,963.863,942.711,1.3923
best,bs,512,fp32,524288,2,msc_C8,19.046,17.593,65.627,59.839,3.4457
best,bs,512,fp32,524288,4,msc_C8,19.181,17.584,65.57,59.96,3.4185
best,bs,512,fp32,524288,8,msc_C8,19.843,17.706,65.718,60.053,3.3119
best,bs,512,fp32,524288,16,msc_C4,24.746,22.637,66.862,60.07,2.7019
best,bs,512,fp32,524288,32,msc_C4,27.62,23.303,75.726,60.269,2.7417
best,bs,512,fp32,524288,64,ms_1cta,59.801,58.573,110.991,100.076,1.856
best,bs,512,fp32,1048576,2,msc_C8,25.821,24.203,118.349,109.029,4.5834
best,bs,512,fp32,1048576,4,msc_C8,25.962,24.114,118.622,109.18,4.5691
best,bs,512,fp32,1048576,8,msc_C8,26.528,24.41,118.963,109.309,4.4844
best,bs,512,fp32,1048576,16,msc_C4,39.552,36.408,126.998,109.377,3.2109
best,bs,512,fp32,1048576,32,msc_C4,41.654,38.084,181.319,171.883,4.353
best,bs,512,fp32,1048576,64,ms_1cta,107.989,106.643,202.439,188.891,1.8746
best,bs,1024,bf16,4096,1,ms_1cta,9.827,8.71,9.514,8.054,0.9681
best,bs,1024,bf16,4096,2,ms_1cta,9.516,8.688,9.283,8.048,0.9755
best,bs,1024,bf16,4096,4,ms_1cta,9.666,8.706,9.24,8.07,0.9559
best,bs,1024,bf16,4096,8,ms_1cta,9.624,8.706,9.254,8.063,0.9616
best,bs,1024,bf16,4096,16,ms_1cta,9.92,8.71,9.333,8.394,0.9408
best,bs,1024,bf16,4096,32,ms_1cta,9.979,8.722,9.506,8.521,0.9526
best,bs,1024,bf16,4096,64,ms_1cta,9.966,8.807,9.598,8.62,0.9631
best,bs,1024,bf16,4096,128,ms_1cta,10.179,8.921,9.92,8.811,0.9746
best,bs,1024,bf16,4096,256,ms_1cta,11.314,10.111,11.734,10.429,1.0371
best,bs,1024,bf16,4096,512,ms_1cta,20.824,18.098,20.238,18.015,0.9719
best,bs,1024,bf16,4096,1024,ms_1cta,31.835,28.284,30.736,28.485,0.9655
best,bs,1024,bf16,4096,2048,ms_1cta,55.043,51.036,55.706,52.415,1.012
best,bs,1024,bf16,8192,1,ms_1cta,11.247,10.308,12.861,11.487,1.1435
best,bs,1024,bf16,8192,2,ms_1cta,11.454,10.294,12.525,11.473,1.0935
best,bs,1024,bf16,8192,4,ms_1cta,11.558,10.314,12.507,11.503,1.0821
best,bs,1024,bf16,8192,8,ms_1cta,11.53,10.319,12.685,11.511,1.1002
best,bs,1024,bf16,8192,16,ms_1cta,11.442,10.378,12.901,11.829,1.1275
best,bs,1024,bf16,8192,32,ms_1cta,11.618,10.393,12.965,11.951,1.1159
best,bs,1024,bf16,8192,64,ms_1cta,11.737,10.483,13.157,12.058,1.121
best,bs,1024,bf16,8192,128,ms_1cta,12.095,10.628,13.511,12.268,1.1171
best,bs,1024,bf16,8192,256,ms_1cta,14.391,12.684,17.151,15.798,1.1918
best,bs,1024,bf16,8192,512,ms_1cta,25.621,22.973,29.407,27.431,1.1478
best,bs,1024,bf16,8192,1024,ms_1cta,39.538,36.218,46.251,43.969,1.1698
best,bs,1024,bf16,8192,2048,ms_1cta,69.798,65.629,86.495,82.901,1.2392
best,bs,1024,bf16,16384,1,ms_1cta,14.192,12.841,11.955,10.31,0.8424
best,bs,1024,bf16,16384,2,ms_1cta,14.118,12.814,12.077,10.339,0.8554
best,bs,1024,bf16,16384,4,ms_1cta,13.915,12.778,12.234,10.357,0.8792
best,bs,1024,bf16,16384,8,ms_1cta,14.091,12.757,12.099,10.38,0.8586
best,bs,1024,bf16,16384,16,ms_1cta,14.099,12.697,12.379,10.707,0.878
