scenario,sweep,K,dtype,N,BS,op,op27_cold_us_local,op27_warm_us_local,base_cold_us_local,base_warm_us_local,speedup_same_node_cold
real,bs,1024,fp32,4096,2048,op27_hls,62.694,58.147,70.227,65.965,1.1202
real,bs,1024,fp32,8192,1,op27_hls,12.585,11.46,19.537,18.151,1.5524
real,bs,1024,fp32,8192,2,op27_hls,12.544,11.459,19.235,18.134,1.5334
real,bs,1024,fp32,8192,4,op27_hls,12.603,11.451,19.349,18.148,1.5353
real,bs,1024,fp32,8192,8,op27_hls,12.578,11.449,19.403,18.183,1.5426
real,bs,1024,fp32,8192,16,op27_hls,12.406,11.467,19.331,18.174,1.5582
real,bs,1024,fp32,8192,32,op27_hls,12.565,11.51,19.457,18.186,1.5485
real,bs,1024,fp32,8192,64,op27_hls,12.745,11.569,19.609,18.269,1.5386
real,bs,1024,fp32,8192,128,op27_hls,13.341,11.712,20.158,18.464,1.511
real,bs,1024,fp32,8192,256,op27_hls,16.619,14.14,27.638,25.461,1.663
real,bs,1024,fp32,8192,512,op27_hls,29.088,25.271,48.879,45.507,1.6804
real,bs,1024,fp32,8192,1024,op27_hls,45.727,39.675,77.071,73.384,1.6855
real,bs,1024,fp32,8192,2048,op27_hls,78.444,73.778,143.746,139.528,1.8325
real,bs,1024,fp32,16384,1,op27_hls,13.229,12.061,16.408,15.187,1.2403
real,bs,1024,fp32,16384,2,op27_hls,13.048,12.031,16.422,15.153,1.2586
real,bs,1024,fp32,16384,4,op27_hls,13.078,12.044,16.443,15.152,1.2573
real,bs,1024,fp32,16384,8,op27_hls,13.088,12.06,16.537,15.172,1.2635
real,bs,1024,fp32,16384,16,op27_hls,13.339,12.063,16.545,15.226,1.2403
real,bs,1024,fp32,16384,32,op27_hls,13.401,12.107,16.859,15.214,1.258
real,bs,1024,fp32,16384,64,op27_hls,13.784,12.164,17.344,15.291,1.2583
real,bs,1024,fp32,16384,128,op27_hls,14.705,12.351,18.235,15.498,1.2401
real,bs,1024,fp32,16384,256,op27_hls,21.36,16.867,25.533,21.623,1.1954
real,bs,1024,fp32,16384,512,op27_hls,39.727,30.622,44.127,38.515,1.1108
real,bs,1024,fp32,16384,1024,op27_hls,61.126,48.406,69.913,61.91,1.1438
real,bs,1024,fp32,16384,2048,op27_hls,104.186,98.481,124.066,120.331,1.1908
real,bs,1024,fp32,32768,1,op27_hls,15.024,13.506,19.985,17.961,1.3302
real,bs,1024,fp32,32768,2,op27_hls,14.936,13.477,19.856,17.936,1.3294
real,bs,1024,fp32,32768,4,op27_hls,14.865,13.47,19.909,17.936,1.3393
real,bs,1024,fp32,32768,8,op27_hls,15.03,13.518,19.966,17.958,1.3284
real,bs,1024,fp32,32768,16,op27_hls,14.997,13.514,19.958,17.976,1.3308
real,bs,1024,fp32,32768,32,op27_hls,15.283,13.577,20.307,17.991,1.3287
real,bs,1024,fp32,32768,64,op27_hls,15.923,13.661,20.95,18.125,1.3157
real,bs,1024,fp32,32768,128,op27_hls,17.073,13.888,22.144,18.387,1.297
real,bs,1024,fp32,32768,256,op27_hls,27.593,21.244,33.219,26.522,1.2039
real,bs,1024,fp32,32768,512,op27_hls,54.507,37.977,59.955,48.822,1.1
real,bs,1024,fp32,32768,1024,op27_hls,82.117,72.831,93.576,87.127,1.1395
real,bs,1024,fp32,32768,2048,op27_hls,136.978,130.362,164.164,157.939,1.1985
real,bs,1024,fp32,65536,1,op27_hls,14.161,12.683,25.166,23.316,1.7771
real,bs,1024,fp32,65536,2,op27_hls,14.088,12.726,25.179,23.245,1.7873
real,bs,1024,fp32,65536,4,op27_hls,14.341,12.852,25.339,23.417,1.7669
real,bs,1024,fp32,65536,8,op27_hls,14.873,13.117,25.531,23.456,1.7166
real,bs,1024,fp32,65536,16,op27_hls,15.256,13.184,25.604,23.446,1.6783
real,bs,1024,fp32,65536,32,op27_hls,16.171,13.568,26.184,23.534,1.6192
real,bs,1024,fp32,65536,64,op27_hls,22.969,20.33,27.07,23.877,1.1785
real,bs,1024,fp32,65536,128,op27_hls,24.408,20.642,29.867,24.413,1.2237
real,bs,1024,fp32,65536,256,op27_hls,39.264,28.467,50.62,37.432,1.2892
real,bs,1024,fp32,65536,512,op27_hls,85.908,68.209,165.995,152.754,1.9322
real,bs,1024,fp32,65536,1024,op27_hls,129.739,115.112,279.065,271.359,2.151
real,bs,1024,fp32,65536,2048,op27_hls,219.546,208.556,513.413,505.877,2.3385
real,bs,1024,fp32,131072,1,op27_hls,15.693,13.791,26.87,24.395,1.7122
real,bs,1024,fp32,131072,2,op27_hls,15.678,13.81,26.888,24.387,1.715
real,bs,1024,fp32,131072,4,op27_hls,15.974,13.901,26.932,24.422,1.686
real,bs,1024,fp32,131072,8,op27_hls,16.342,14.217,27.134,24.478,1.6604
real,bs,1024,fp32,131072,16,op27_hls,17.062,14.894,27.329,24.479,1.6017
real,bs,1024,fp32,131072,32,op27_hls,18.305,15.459,28.092,24.57,1.5347
real,bs,1024,fp32,131072,64,op27_hls,25.889,22.978,30.061,25.212,1.1611
real,bs,1024,fp32,131072,128,op27_hls,28.595,23.271,38.787,26.34,1.3564
real,bs,1024,fp32,131072,256,op27_hls,75.103,64.527,90.173,78.603,1.2007
real,bs,1024,fp32,131072,512,op27_hls,143.774,128.847,179.014,161.206,1.2451
real,bs,1024,fp32,131072,1024,op27_hls,223.94,208.618,298.262,278.546,1.3319
real,bs,1024,fp32,131072,2048,op27_hls,398.251,384.522,545.697,533.253,1.3702
real,bs,1024,fp32,262144,1,op27_hls,17.104,15.5,39.939,36.444,2.3351
real,bs,1024,fp32,262144,2,op27_hls,17.019,15.326,39.847,36.346,2.3413
real,bs,1024,fp32,262144,4,op27_hls,17.229,15.41,40.11,36.432,2.3281
real,bs,1024,fp32,262144,8,op27_hls,17.861,15.72,40.283,36.499,2.2554
real,bs,1024,fp32,262144,16,op27_hls,20.005,17.453,40.68,36.523,2.0335
real,bs,1024,fp32,262144,32,op27_hls,21.441,18.117,42.042,36.669,1.9608
real,bs,1024,fp32,262144,64,op27_hls,37.967,34.48,50.417,37.735,1.3279
real,bs,1024,fp32,262144,128,op27_hls,42.356,37.471,84.949,72.626,2.0056
real,bs,1024,fp32,262144,256,op27_hls,123.997,111.323,156.438,141.783,1.2616
real,bs,1024,fp32,262144,512,op27_hls,244.736,221.759,323.793,297.419,1.323
real,bs,1024,fp32,262144,1024,op27_hls,404.413,385.221,550.169,531.484,1.3604
real,bs,1024,fp32,262144,2048,op27_hls,708.989,687.792,1002.729,984.075,1.4143
real,bs,1024,fp32,524288,2,op27_hls,20.709,19.301,67.41,61.997,3.2551
real,bs,1024,fp32,524288,4,op27_hls,20.909,19.928,67.913,68.362,3.248
real,bs,1024,fp32,524288,8,op27_hls,21.542,19.308,67.998,62.16,3.1565
real,bs,1024,fp32,524288,16,op27_hls,26.42,25.727,68.663,62.207,2.5989
real,bs,1024,fp32,524288,32,op27_hls,29.307,26.134,76.028,68.957,2.5942
real,bs,1024,fp32,524288,64,op27_hls,64.606,63.45,111.544,111.525,1.7265
real,bs,1024,fp32,1048576,2,op27_hls,27.43,25.641,125.766,116.174,4.585
real,bs,1024,fp32,1048576,4,op27_hls,27.731,25.622,122.912,114.233,4.4323
real,bs,1024,fp32,1048576,8,op27_hls,28.491,25.946,123.36,114.323,4.3298
real,bs,1024,fp32,1048576,16,op27_hls,39.356,36.301,132.832,114.371,3.3751
real,bs,1024,fp32,1048576,32,op27_hls,43.414,39.973,186.972,177.716,4.3067
real,bs,1024,fp32,1048576,64,op27_hls,205.127,203.908,207.914,193.705,1.0136
real,bs,2048,bf16,8192,1,op27_hls,12.557,11.159,14.35,12.687,1.1428
real,bs,2048,bf16,8192,2,op27_hls,12.475,11.13,14.018,12.646,1.1237
real,bs,2048,bf16,8192,4,op27_hls,12.495,11.124,14.078,12.666,1.1267
real,bs,2048,bf16,8192,8,op27_hls,12.576,11.133,13.99,12.677,1.1124
real,bs,2048,bf16,8192,16,op27_hls,12.677,11.409,14.182,12.907,1.1187
real,bs,2048,bf16,8192,32,op27_hls,12.838,11.618,14.302,13.168,1.114
real,bs,2048,bf16,8192,64,op27_hls,13.074,11.765,14.706,13.373,1.1248
real,bs,2048,bf16,8192,128,op27_hls,13.496,12.031,15.128,13.653,1.1209
real,bs,2048,bf16,8192,256,op27_hls,18.472,15.496,18.778,17.041,1.0166
real,bs,2048,bf16,8192,512,op27_hls,31.716,28.198,32.803,30.788,1.0343
real,bs,2048,bf16,8192,1024,op27_hls,48.804,44.127,52.07,49.352,1.0669
real,bs,2048,bf16,8192,2048,op27_hls,86.636,80.778,96.7,91.998,1.1162
real,bs,2048,bf16,16384,1,op27_hls,16.326,14.155,14.993,13.673,0.9184
real,bs,2048,bf16,16384,2,op27_hls,16.208,14.176,14.84,13.643,0.9156
real,bs,2048,bf16,16384,4,op27_hls,16.013,14.143,15.158,13.668,0.9466
real,bs,2048,bf16,16384,8,op27_hls,16.07,14.096,14.793,13.665,0.9205
real,bs,2048,bf16,16384,16,op27_hls,16.024,14.417,15.049,13.93,0.9392
real,bs,2048,bf16,16384,32,op27_hls,16.046,14.576,15.494,14.214,0.9656
real,bs,2048,bf16,16384,64,op27_hls,16.142,14.672,15.656,14.382,0.9699
real,bs,2048,bf16,16384,128,op27_hls,16.726,14.936,16.35,14.717,0.9775
real,bs,2048,bf16,16384,256,op27_hls,26.531,20.866,21.577,19.321,0.8133
real,bs,2048,bf16,16384,512,op27_hls,46.255,37.454,38.451,35.273,0.8313
real,bs,2048,bf16,16384,1024,op27_hls,73.25,59.601,60.682,56.326,0.8284
real,bs,2048,bf16,16384,2048,op27_hls,133.462,128.525,111.486,107.997,0.8353
real,bs,2048,bf16,32768,1,op27_hls,19.537,18.205,16.197,15.103,0.829
real,bs,2048,bf16,32768,2,op27_hls,19.529,18.241,16.286,15.085,0.8339
real,bs,2048,bf16,32768,4,op27_hls,19.901,18.251,16.32,15.106,0.8201
real,bs,2048,bf16,32768,8,op27_hls,19.659,18.211,16.747,15.121,0.8519
real,bs,2048,bf16,32768,16,op27_hls,20.024,18.528,16.659,15.38,0.832
real,bs,2048,bf16,32768,32,op27_hls,20.141,18.685,16.949,15.65,0.8415
real,bs,2048,bf16,32768,64,op27_hls,20.494,18.84,17.551,15.829,0.8564
real,bs,2048,bf16,32768,128,op27_hls,21.913,19.149,19.978,16.259,0.9117
real,bs,2048,bf16,32768,256,op27_hls,36.716,27.668,27.26,23.644,0.7425
real,bs,2048,bf16,32768,512,op27_hls,66.342,50.076,47.103,41.116,0.71
real,bs,2048,bf16,32768,1024,op27_hls,108.163,92.553,74.679,67.638,0.6904
real,bs,2048,bf16,32768,2048,op27_hls,201.244,195.386,134.133,131.073,0.6665
real,bs,2048,bf16,65536,1,op27_hls,15.222,13.934,20.704,19.302,1.3601
real,bs,2048,bf16,65536,2,op27_hls,15.707,14.106,20.51,19.296,1.3058
real,bs,2048,bf16,65536,4,op27_hls,16.243,14.749,20.771,19.329,1.2788
real,bs,2048,bf16,65536,8,op27_hls,16.489,15.067,20.841,19.323,1.2639
real,bs,2048,bf16,65536,16,op27_hls,16.739,15.085,21.03,19.608,1.2563
real,bs,2048,bf16,65536,32,op27_hls,17.59,15.679,21.486,19.828,1.2215
real,bs,2048,bf16,65536,64,op27_hls,23.195,21.114,22.227,20.002,0.9583
real,bs,2048,bf16,65536,128,op27_hls,24.784,21.492,23.763,20.411,0.9588
real,bs,2048,bf16,65536,256,op27_hls,52.519,39.816,40.232,33.909,0.766
real,bs,2048,bf16,65536,512,op27_hls,96.333,72.706,70.991,59.106,0.7369
real,bs,2048,bf16,65536,1024,op27_hls,154.753,148.193,112.24,106.32,0.7253
real,bs,2048,bf16,65536,2048,op27_hls,287.876,281.276,202.268,196.565,0.7026
real,bs,2048,bf16,131072,1,op27_hls,19.192,17.522,28.304,26.72,1.4748
real,bs,2048,bf16,131072,2,op27_hls,19.022,17.342,28.129,26.654,1.4788
real,bs,2048,bf16,131072,4,op27_hls,19.59,17.924,28.323,26.698,1.4458
real,bs,2048,bf16,131072,8,op27_hls,21.384,19.072,28.579,26.707,1.3365
real,bs,2048,bf16,131072,16,op27_hls,21.913,19.375,28.724,27.008,1.3108
real,bs,2048,bf16,131072,32,op27_hls,22.771,19.876,29.422,27.212,1.2921
real,bs,2048,bf16,131072,64,op27_hls,34.606,31.792,30.419,27.43,0.879
real,bs,2048,bf16,131072,128,op27_hls,36.897,32.324,33.041,27.95,0.8955
real,bs,2048,bf16,131072,256,op27_hls,76.988,61.219,60.564,49.46,0.7867
real,bs,2048,bf16,131072,512,op27_hls,141.998,132.849,128.579,97.536,0.9055
real,bs,2048,bf16,131072,1024,op27_hls,234.661,227.214,196.041,176.953,0.8354
real,bs,2048,bf16,131072,2048,op27_hls,439.082,433.193,341.581,322.729,0.7779
real,bs,2048,bf16,262144,1,op27_hls,20.662,18.19,52.167,50.147,2.5248
real,bs,2048,bf16,262144,2,op27_hls,21.038,18.418,51.86,50.152,2.4651
real,bs,2048,bf16,262144,4,op27_hls,21.408,18.683,52.175,50.17,2.4372
real,bs,2048,bf16,262144,8,op27_hls,21.803,19.035,52.294,50.197,2.3985
real,bs,2048,bf16,262144,16,op27_hls,24.278,20.869,52.843,50.477,2.1766
real,bs,2048,bf16,262144,32,op27_hls,25.308,21.398,53.692,50.723,2.1215
real,bs,2048,bf16,262144,64,op27_hls,50.303,46.925,55.196,50.968,1.0973
real,bs,2048,bf16,262144,128,op27_hls,53.934,47.523,61.231,51.711,1.1353
real,bs,2048,bf16,262144,256,op27_hls,124.974,115.752,145.716,131.918,1.166
real,bs,2048,bf16,262144,512,op27_hls,216.344,206.783,282.681,252.328,1.3066
real,bs,2048,bf16,262144,1024,op27_hls,363.683,353.458,481.56,443.423,1.3241
real,bs,2048,bf16,262144,2048,op27_hls,681.636,672.181,892.196,867.147,1.3089
real,bs,2048,bf16,524288,2,op27_hls,30.337,26.07,90.527,87.879,2.984
real,bs,2048,bf16,524288,4,op27_hls,30.129,26.425,90.404,87.861,3.0006
real,bs,2048,bf16,524288,8,op27_hls,30.321,26.603,90.577,87.884,2.9873
real,bs,2048,bf16,524288,16,op27_hls,57.814,51.598,91.245,88.202,1.5783
real,bs,2048,bf16,524288,32,op27_hls,42.065,34.981,92.461,88.476,2.1981
real,bs,2048,bf16,524288,64,op27_hls,94.536,88.563,96.482,88.748,1.0206
real,bs,2048,bf16,1048576,2,op27_hls,27.516,23.854,91.242,88.114,3.316
real,bs,2048,bf16,1048576,4,op27_hls,28.256,24.238,91.437,88.14,3.236
real,bs,2048,bf16,1048576,8,op27_hls,29.004,24.464,91.662,88.144,3.1603
real,bs,2048,bf16,1048576,16,op27_hls,48.002,39.733,92.78,88.464,1.9328
real,bs,2048,bf16,1048576,32,op27_hls,69.165,55.147,95.091,88.722,1.3748
real,bs,2048,bf16,1048576,64,op27_hls,162.703,160.146,108.904,100.594,0.6693
real,bs,2048,fp16,8192,1,op27_hls,12.469,11.06,14.733,13.2,1.1816
real,bs,2048,fp16,8192,2,op27_hls,12.36,11.046,14.472,13.156,1.1709
real,bs,2048,fp16,8192,4,op27_hls,12.477,11.07,14.553,13.198,1.1664
real,bs,2048,fp16,8192,8,op27_hls,12.44,11.078,14.577,13.216,1.1718
real,bs,2048,fp16,8192,16,op27_hls,12.685,11.411,14.77,13.545,1.1644
real,bs,2048,fp16,8192,32,op27_hls,12.885,11.619,15.018,13.819,1.1655
real,bs,2048,fp16,8192,64,op27_hls,13.056,11.762,15.243,13.998,1.1675
real,bs,2048,fp16,8192,128,op27_hls,13.421,12.03,15.739,14.303,1.1727
real,bs,2048,fp16,8192,256,op27_hls,18.448,15.44,19.645,17.881,1.0649
real,bs,2048,fp16,8192,512,op27_hls,31.77,28.094,34.38,32.481,1.0822
real,bs,2048,fp16,8192,1024,op27_hls,48.843,44.135,54.665,52.049,1.1192
real,bs,2048,fp16,8192,2048,op27_hls,86.263,80.54,101.692,97.022,1.1789
real,bs,2048,fp16,16384,1,op27_hls,14.985,13.738,14.568,13.305,0.9722
real,bs,2048,fp16,16384,2,op27_hls,14.806,13.726,14.496,13.263,0.9791
real,bs,2048,fp16,16384,4,op27_hls,14.784,13.714,14.264,13.298,0.9648
real,bs,2048,fp16,16384,8,op27_hls,14.849,13.73,14.469,13.293,0.9744
real,bs,2048,fp16,16384,16,op27_hls,15.195,14.054,14.83,13.639,0.976
real,bs,2048,fp16,16384,32,op27_hls,15.518,14.301,15.153,13.925,0.9765
real,bs,2048,fp16,16384,64,op27_hls,15.667,14.425,15.427,14.075,0.9847
real,bs,2048,fp16,16384,128,op27_hls,16.347,14.693,16.187,14.438,0.9902
real,bs,2048,fp16,16384,256,op27_hls,25.99,20.468,20.877,18.81,0.8033
real,bs,2048,fp16,16384,512,op27_hls,46.207,36.826,38.651,34.458,0.8365
real,bs,2048,fp16,16384,1024,op27_hls,72.015,58.536,58.911,54.723,0.818
real,bs,2048,fp16,16384,2048,op27_hls,131.379,125.643,108.125,104.779,0.823
real,bs,2048,fp16,32768,1,op27_hls,19.03,17.914,16.182,14.729,0.8503
real,bs,2048,fp16,32768,2,op27_hls,18.974,17.865,16.017,14.696,0.8442
real,bs,2048,fp16,32768,4,op27_hls,19.217,17.901,16.041,14.749,0.8347
real,bs,2048,fp16,32768,8,op27_hls,19.238,17.914,16.061,14.8,0.8349
real,bs,2048,fp16,32768,16,op27_hls,19.462,18.247,16.408,15.092,0.8431
real,bs,2048,fp16,32768,32,op27_hls,19.75,18.44,16.704,15.347,0.8458
real,bs,2048,fp16,32768,64,op27_hls,20.264,18.599,17.174,15.514,0.8475
real,bs,2048,fp16,32768,128,op27_hls,21.257,18.916,18.309,15.895,0.8613
real,bs,2048,fp16,32768,256,op27_hls,36.488,27.237,26.515,23.21,0.7267
real,bs,2048,fp16,32768,512,op27_hls,65.604,49.419,45.303,40.112,0.6906
real,bs,2048,fp16,32768,1024,op27_hls,107.167,90.064,72.614,65.856,0.6776
real,bs,2048,fp16,32768,2048,op27_hls,199.066,193.271,131.167,128.566,0.6589
real,bs,2048,fp16,65536,1,op27_hls,15.168,13.822,20.909,19.486,1.3785
real,bs,2048,fp16,65536,2,op27_hls,15.734,14.212,20.621,19.459,1.3106
real,bs,2048,fp16,65536,4,op27_hls,16.301,14.795,20.968,19.528,1.2863
real,bs,2048,fp16,65536,8,op27_hls,16.574,15.063,21.073,19.542,1.2714
real,bs,2048,fp16,65536,16,op27_hls,16.723,15.09,21.278,19.885,1.2724
real,bs,2048,fp16,65536,32,op27_hls,17.686,15.689,21.651,20.099,1.2242
real,bs,2048,fp16,65536,64,op27_hls,23.067,21.022,22.532,20.265,0.9768
real,bs,2048,fp16,65536,128,op27_hls,24.648,21.363,24.017,20.644,0.9744
real,bs,2048,fp16,65536,256,op27_hls,51.964,38.969,40.131,34.079,0.7723
real,bs,2048,fp16,65536,512,op27_hls,95.46,71.223,70.943,58.89,0.7432
real,bs,2048,fp16,65536,1024,op27_hls,152.902,146.334,111.826,106.216,0.7314
real,bs,2048,fp16,65536,2048,op27_hls,283.835,277.258,202.084,196.594,0.712
real,bs,2048,fp16,131072,1,op27_hls,15.464,13.825,28.36,26.782,1.8339
real,bs,2048,fp16,131072,2,op27_hls,15.521,13.863,28.144,26.716,1.8133
real,bs,2048,fp16,131072,4,op27_hls,16.075,14.367,28.513,26.778,1.7737
real,bs,2048,fp16,131072,8,op27_hls,17.625,15.477,28.648,26.798,1.6254
real,bs,2048,fp16,131072,16,op27_hls,18.094,15.571,28.993,27.148,1.6024
real,bs,2048,fp16,131072,32,op27_hls,19.998,16.326,33.36,28.968,1.6682
real,bs,2048,fp16,131072,64,op27_hls,30.289,27.505,30.592,27.6,1.01
real,bs,2048,fp16,131072,128,op27_hls,32.598,27.928,33.347,28.111,1.023
real,bs,2048,fp16,131072,256,op27_hls,69.746,54.055,59.716,48.596,0.8562
real,bs,2048,fp16,131072,512,op27_hls,128.463,118.92,128.759,97.199,1.0023
real,bs,2048,fp16,131072,1024,op27_hls,211.886,203.789,212.785,182.375,1.0042
real,bs,2048,fp16,131072,2048,op27_hls,397.107,389.112,342.789,323.435,0.8632
real,bs,2048,fp16,262144,1,op27_hls,16.598,14.508,51.305,49.317,3.091
real,bs,2048,fp16,262144,2,op27_hls,17.033,14.699,50.956,49.329,2.9916
real,bs,2048,fp16,262144,4,op27_hls,17.288,15.046,51.336,49.372,2.9695
real,bs,2048,fp16,262144,8,op27_hls,17.728,15.354,51.523,49.404,2.9063
real,bs,2048,fp16,262144,16,op27_hls,20.353,16.981,51.923,49.75,2.5511
real,bs,2048,fp16,262144,32,op27_hls,21.44,17.551,52.91,50.014,2.4678
real,bs,2048,fp16,262144,64,op27_hls,45.572,42.25,54.474,50.277,1.1953
real,bs,2048,fp16,262144,128,op27_hls,49.831,42.661,60.361,50.922,1.2113
real,bs,2048,fp16,262144,256,op27_hls,116.396,108.299,149.017,135.285,1.2803
real,bs,2048,fp16,262144,512,op27_hls,202.674,193.307,293.745,250.736,1.4493
real,bs,2048,fp16,262144,1024,op27_hls,339.004,329.914,481.097,475.387,1.4191
real,bs,2048,fp16,262144,2048,op27_hls,634.583,625.527,892.556,867.873,1.4065
real,bs,2048,fp16,524288,2,op27_hls,29.632,25.592,89.279,86.636,3.0129
real,bs,2048,fp16,524288,4,op27_hls,29.517,26.099,89.191,86.633,3.0217
real,bs,2048,fp16,524288,8,op27_hls,29.862,26.272,89.362,86.704,2.9925
real,bs,2048,fp16,524288,16,op27_hls,57.087,50.646,90.073,87.056,1.5778
real,bs,2048,fp16,524288,32,op27_hls,40.006,34.533,91.312,87.328,2.2825
real,bs,2048,fp16,524288,64,op27_hls,91.858,85.59,95.237,87.629,1.0368
real,bs,2048,fp16,1048576,2,op27_hls,23.237,19.597,89.645,86.718,3.8579
real,bs,2048,fp16,1048576,4,op27_hls,24.172,20.153,89.992,86.747,3.723
real,bs,2048,fp16,1048576,8,op27_hls,24.808,20.221,90.319,86.791,3.6407
real,bs,2048,fp16,1048576,16,op27_hls,43.475,35.047,91.33,87.134,2.1007
real,bs,2048,fp16,1048576,32,op27_hls,64.991,50.59,93.607,87.376,1.4403
real,bs,2048,fp16,1048576,64,op27_hls,154.598,152.103,107.514,99.286,0.6954
real,bs,2048,fp32,8192,1,op27_hls,12.896,11.847,14.765,13.67,1.1449
real,bs,2048,fp32,8192,2,op27_hls,12.891,11.842,14.729,13.659,1.1426
real,bs,2048,fp32,8192,4,op27_hls,12.889,11.844,14.848,13.661,1.152
real,bs,2048,fp32,8192,8,op27_hls,12.854,11.857,14.757,13.706,1.148
real,bs,2048,fp32,8192,16,op27_hls,12.913,11.885,14.907,13.732,1.1544
real,bs,2048,fp32,8192,32,op27_hls,13.054,11.896,14.902,13.754,1.1416
real,bs,2048,fp32,8192,64,op27_hls,13.265,11.97,15.163,13.807,1.1431
real,bs,2048,fp32,8192,128,op27_hls,13.777,12.114,15.622,14.004,1.1339
real,bs,2048,fp32,8192,256,op27_hls,17.213,14.901,21.616,19.172,1.2558
real,bs,2048,fp32,8192,512,op27_hls,31.944,28.054,37.871,34.249,1.1855
real,bs,2048,fp32,8192,1024,op27_hls,58.03,51.52,59.622,55.251,1.0274
real,bs,2048,fp32,8192,2048,op27_hls,104.063,100.722,109.135,105.603,1.0487
real,bs,2048,fp32,16384,1,op27_hls,15.592,14.568,15.686,14.521,1.006
real,bs,2048,fp32,16384,2,op27_hls,15.569,14.493,15.641,14.461,1.0046
real,bs,2048,fp32,16384,4,op27_hls,15.757,14.509,15.782,14.444,1.0016
real,bs,2048,fp32,16384,8,op27_hls,15.71,14.535,15.853,14.484,1.0091
real,bs,2048,fp32,16384,16,op27_hls,15.717,14.543,15.803,14.5,1.0055
real,bs,2048,fp32,16384,32,op27_hls,15.853,14.581,15.977,14.534,1.0078
real,bs,2048,fp32,16384,64,op27_hls,16.278,14.657,16.405,14.595,1.0078
real,bs,2048,fp32,16384,128,op27_hls,17.123,14.82,17.293,14.789,1.0099
real,bs,2048,fp32,16384,256,op27_hls,23.766,19.881,26.217,21.161,1.1031
real,bs,2048,fp32,16384,512,op27_hls,43.663,37.797,46.166,38.63,1.0573
real,bs,2048,fp32,16384,1024,op27_hls,79.103,69.938,74.047,62.729,0.9361
real,bs,2048,fp32,16384,2048,op27_hls,140.416,136.275,132.245,127.403,0.9418
real,bs,2048,fp32,32768,1,op27_hls,20.24,18.868,16.997,15.317,0.8398
real,bs,2048,fp32,32768,2,op27_hls,20.283,18.802,16.99,15.303,0.8376
real,bs,2048,fp32,32768,4,op27_hls,20.384,18.817,17.016,15.309,0.8348
real,bs,2048,fp32,32768,8,op27_hls,20.494,18.838,17.329,15.334,0.8456
real,bs,2048,fp32,32768,16,op27_hls,20.401,18.828,17.243,15.334,0.8452
real,bs,2048,fp32,32768,32,op27_hls,20.724,18.868,17.376,15.38,0.8384
real,bs,2048,fp32,32768,64,op27_hls,21.276,18.949,18.15,15.465,0.8531
real,bs,2048,fp32,32768,128,op27_hls,22.856,19.19,19.704,15.691,0.8621
real,bs,2048,fp32,32768,256,op27_hls,33.641,26.642,32.5,23.852,0.9661
real,bs,2048,fp32,32768,512,op27_hls,64.54,52.038,63.354,45.471,0.9816
real,bs,2048,fp32,32768,1024,op27_hls,114.431,107.554,98.394,89.783,0.8599
real,bs,2048,fp32,32768,2048,op27_hls,201.743,195.4,171.979,163.766,0.8525
real,bs,2048,fp32,65536,1,op27_hls,16.665,14.663,24.824,22.957,1.4896
real,bs,2048,fp32,65536,2,op27_hls,16.712,14.706,24.696,22.89,1.4777
real,bs,2048,fp32,65536,4,op27_hls,16.675,14.761,24.654,22.976,1.4785
real,bs,2048,fp32,65536,8,op27_hls,17.017,14.95,24.661,22.997,1.4492
real,bs,2048,fp32,65536,16,op27_hls,17.24,14.969,25.016,23.013,1.451
real,bs,2048,fp32,65536,32,op27_hls,18.457,15.42,25.628,23.052,1.3885
real,bs,2048,fp32,65536,64,op27_hls,25.309,22.42,26.539,23.26,1.0486
real,bs,2048,fp32,65536,128,op27_hls,27.681,22.704,29.376,23.715,1.0612
real,bs,2048,fp32,65536,256,op27_hls,51.156,38.997,52.388,36.462,1.0241
real,bs,2048,fp32,65536,512,op27_hls,96.4,87.808,133.07,116.175,1.3804
real,bs,2048,fp32,65536,1024,op27_hls,171.703,163.597,213.594,201.458,1.244
real,bs,2048,fp32,65536,2048,op27_hls,306.795,299.457,362.137,348.686,1.1804
real,bs,2048,fp32,131072,1,op27_hls,18.014,16.025,35.513,33.022,1.9714
real,bs,2048,fp32,131072,2,op27_hls,18.044,16.095,35.456,33.05,1.965
real,bs,2048,fp32,131072,4,op27_hls,18.016,16.061,35.421,33.081,1.9661
real,bs,2048,fp32,131072,8,op27_hls,18.267,16.29,35.546,33.154,1.9459
real,bs,2048,fp32,131072,16,op27_hls,18.894,16.358,35.778,33.127,1.8936
real,bs,2048,fp32,131072,32,op27_hls,19.907,16.927,36.684,33.225,1.8428
real,bs,2048,fp32,131072,64,op27_hls,32.491,28.944,38.732,33.741,1.1921
real,bs,2048,fp32,131072,128,op27_hls,37.945,29.299,45.851,34.727,1.2084
real,bs,2048,fp32,131072,256,op27_hls,85.692,73.317,140.134,125.639,1.6353
real,bs,2048,fp32,131072,512,op27_hls,158.651,147.678,267.413,249.623,1.6855
real,bs,2048,fp32,131072,1024,op27_hls,282.294,271.851,452.057,432.913,1.6014
real,bs,2048,fp32,131072,2048,op27_hls,523.557,512.93,869.567,853.062,1.6609
real,bs,2048,fp32,262144,1,op27_hls,18.233,16.39,53.908,50.361,2.9566
real,bs,2048,fp32,262144,2,op27_hls,18.408,16.558,53.827,50.286,2.9241
