scenario,sweep,K,dtype,N,BS,op,op27_cold_us_local,op27_warm_us_local,base_cold_us_local,base_warm_us_local,speedup_same_node_cold
best,bs,512,bf16,4096,1,op27_hls,10.662,9.386,10.525,8.893,0.9872
best,bs,512,bf16,4096,2,op27_hls,10.658,9.36,9.936,8.862,0.9323
best,bs,512,bf16,4096,4,op27_hls,10.502,9.374,9.997,8.921,0.9519
best,bs,512,bf16,4096,8,op27_hls,10.638,9.416,10.134,8.97,0.9526
best,bs,512,bf16,4096,16,op27_hls,10.499,9.426,10.07,8.956,0.9591
best,bs,512,bf16,4096,32,op27_hls,10.67,9.478,10.246,9.031,0.9603
best,bs,512,bf16,4096,64,op27_hls,10.734,9.576,10.232,9.166,0.9532
best,bs,512,bf16,4096,128,op27_hls,11.01,9.707,10.525,9.3,0.9559
best,bs,512,bf16,4096,256,op27_hls,12.059,10.722,12.608,11.492,1.0455
best,bs,512,bf16,4096,512,op27_hls,21.496,19.267,21.496,19.699,1.0
best,bs,512,bf16,4096,1024,op27_hls,33.137,29.945,33.516,31.44,1.0114
best,bs,512,bf16,4096,2048,op27_hls,57.449,53.615,61.31,58.252,1.0672
best,bs,512,bf16,8192,1,op27_hls,11.346,10.171,13.278,11.817,1.1703
best,bs,512,bf16,8192,2,op27_hls,11.408,10.174,13.251,11.785,1.1616
best,bs,512,bf16,8192,4,op27_hls,11.723,10.214,13.23,11.856,1.1286
best,bs,512,bf16,8192,8,op27_hls,11.749,10.235,13.358,11.908,1.1369
best,bs,512,bf16,8192,16,op27_hls,11.606,10.223,13.171,11.906,1.1348
best,bs,512,bf16,8192,32,op27_hls,11.665,10.273,13.272,11.96,1.1378
best,bs,512,bf16,8192,64,op27_hls,11.745,10.412,13.43,12.091,1.1435
best,bs,512,bf16,8192,128,op27_hls,12.051,10.505,13.789,12.247,1.1442
best,bs,512,bf16,8192,256,op27_hls,14.2,12.282,17.251,15.441,1.2149
best,bs,512,bf16,8192,512,op27_hls,25.728,22.393,29.281,26.82,1.1381
best,bs,512,bf16,8192,1024,op27_hls,39.057,34.939,45.689,42.954,1.1698
best,bs,512,bf16,8192,2048,op27_hls,67.361,62.774,84.402,80.508,1.253
best,bs,512,bf16,16384,1,op27_hls,14.912,13.144,12.717,10.832,0.8528
best,bs,512,bf16,16384,2,op27_hls,15.112,13.153,12.517,10.834,0.8283
best,bs,512,bf16,16384,4,op27_hls,15.195,13.208,12.688,10.912,0.835
best,bs,512,bf16,16384,8,op27_hls,15.088,13.225,12.69,10.95,0.8411
best,bs,512,bf16,16384,16,op27_hls,15.061,13.227,12.587,10.909,0.8357
best,bs,512,bf16,16384,32,op27_hls,15.126,13.273,12.803,10.973,0.8464
best,bs,512,bf16,16384,64,op27_hls,15.368,13.402,12.869,11.135,0.8374
best,bs,512,bf16,16384,128,op27_hls,15.846,13.536,13.497,11.296,0.8518
best,bs,512,bf16,16384,256,op27_hls,19.248,17.028,16.958,14.468,0.881
best,bs,512,bf16,16384,512,op27_hls,34.291,30.398,29.905,26.271,0.8721
best,bs,512,bf16,16384,1024,op27_hls,52.284,47.637,46.574,41.843,0.8908
best,bs,512,bf16,16384,2048,op27_hls,93.834,87.765,83.623,77.403,0.8912
best,bs,512,bf16,32768,1,op27_hls,15.779,13.843,14.201,12.877,0.9
best,bs,512,bf16,32768,2,op27_hls,16.019,13.856,14.601,12.882,0.9115
best,bs,512,bf16,32768,4,op27_hls,16.131,13.91,14.509,12.946,0.8994
best,bs,512,bf16,32768,8,op27_hls,16.289,13.936,14.624,12.98,0.8978
best,bs,512,bf16,32768,16,op27_hls,16.294,13.944,14.734,12.95,0.9043
best,bs,512,bf16,32768,32,op27_hls,16.419,14.004,14.872,13.028,0.9058
best,bs,512,bf16,32768,64,op27_hls,16.747,14.18,15.288,13.217,0.9129
best,bs,512,bf16,32768,128,op27_hls,17.485,14.319,16.083,13.452,0.9198
best,bs,512,bf16,32768,256,op27_hls,24.07,20.871,21.921,18.962,0.9107
best,bs,512,bf16,32768,512,op27_hls,42.092,37.362,37.6,33.232,0.8933
best,bs,512,bf16,32768,1024,op27_hls,65.834,59.052,59.651,54.517,0.9061
best,bs,512,bf16,32768,2048,op27_hls,118.399,115.535,109.521,107.343,0.925
best,bs,512,bf16,65536,1,op27_hls,14.331,12.813,23.846,22.433,1.6639
best,bs,512,bf16,65536,2,op27_hls,14.377,12.874,23.822,22.408,1.657
best,bs,512,bf16,65536,4,op27_hls,14.357,12.937,23.928,22.495,1.6666
best,bs,512,bf16,65536,8,op27_hls,14.672,13.081,24.09,22.533,1.6419
best,bs,512,bf16,65536,16,op27_hls,14.809,13.138,24.153,22.526,1.631
best,bs,512,bf16,65536,32,op27_hls,15.536,13.636,24.419,22.638,1.5718
best,bs,512,bf16,65536,64,op27_hls,23.582,20.874,24.992,22.847,1.0598
best,bs,512,bf16,65536,128,op27_hls,24.321,21.14,25.95,23.189,1.067
best,bs,512,bf16,65536,256,op27_hls,35.297,31.097,42.477,38.137,1.2034
best,bs,512,bf16,65536,512,op27_hls,61.918,55.18,75.971,67.56,1.227
best,bs,512,bf16,65536,1024,op27_hls,97.818,93.621,120.602,115.538,1.2329
best,bs,512,bf16,65536,2048,op27_hls,177.014,173.614,223.147,218.408,1.2606
best,bs,512,bf16,131072,1,op27_hls,14.546,12.941,24.414,22.814,1.6784
best,bs,512,bf16,131072,2,op27_hls,14.222,12.948,24.547,22.794,1.726
best,bs,512,bf16,131072,4,op27_hls,14.499,12.96,24.429,22.879,1.6849
best,bs,512,bf16,131072,8,op27_hls,15.578,13.804,24.454,22.927,1.5698
best,bs,512,bf16,131072,16,op27_hls,16.021,13.998,24.787,22.927,1.5472
best,bs,512,bf16,131072,32,op27_hls,16.614,14.494,25.174,23.029,1.5152
best,bs,512,bf16,131072,64,op27_hls,31.182,27.325,25.941,23.298,0.8319
best,bs,512,bf16,131072,128,op27_hls,32.121,27.642,28.093,23.667,0.8746
best,bs,512,bf16,131072,256,op27_hls,53.507,47.36,49.22,40.012,0.9199
best,bs,512,bf16,131072,512,op27_hls,98.642,90.553,102.498,90.12,1.0391
best,bs,512,bf16,131072,1024,op27_hls,158.398,152.31,157.674,140.733,0.9954
best,bs,512,bf16,131072,2048,op27_hls,295.45,290.757,266.061,252.714,0.9005
best,bs,512,bf16,262144,1,op27_hls,14.726,12.781,35.982,34.138,2.4434
best,bs,512,bf16,262144,2,op27_hls,14.752,12.896,36.145,34.152,2.4502
best,bs,512,bf16,262144,4,op27_hls,14.645,12.851,36.163,34.221,2.4693
best,bs,512,bf16,262144,8,op27_hls,15.03,13.019,36.34,34.29,2.4178
best,bs,512,bf16,262144,16,op27_hls,17.04,14.48,36.524,34.281,2.1434
best,bs,512,bf16,262144,32,op27_hls,17.909,14.729,37.096,34.414,2.0714
best,bs,512,bf16,262144,64,op27_hls,28.731,22.458,38.344,34.698,1.3346
best,bs,512,bf16,262144,128,op27_hls,32.019,22.807,44.622,35.184,1.3936
best,bs,512,bf16,262144,256,op27_hls,91.703,89.897,96.439,85.088,1.0516
best,bs,512,bf16,262144,512,op27_hls,155.542,152.696,190.697,157.37,1.226
best,bs,512,bf16,262144,1024,op27_hls,261.655,259.227,304.119,276.754,1.1623
best,bs,512,bf16,262144,2048,op27_hls,490.592,487.95,540.567,525.021,1.1019
best,bs,512,bf16,524288,2,op27_hls,19.456,18.715,61.439,58.639,3.1578
best,bs,512,bf16,524288,4,op27_hls,16.014,13.699,61.135,58.756,3.8176
best,bs,512,bf16,524288,8,op27_hls,16.502,13.853,61.204,58.81,3.7089
best,bs,512,bf16,524288,16,op27_hls,28.849,24.08,61.814,58.815,2.1427
best,bs,512,bf16,524288,32,op27_hls,21.385,16.301,62.537,58.949,2.9243
best,bs,512,bf16,524288,64,op27_hls,42.766,30.013,66.444,59.275,1.5537
best,bs,512,bf16,1048576,2,op27_hls,23.149,20.816,112.736,109.563,4.87
best,bs,512,bf16,1048576,4,op27_hls,19.939,16.572,113.001,109.696,5.6673
best,bs,512,bf16,1048576,8,op27_hls,20.449,16.608,113.149,109.77,5.5332
best,bs,512,bf16,1048576,16,op27_hls,37.088,29.397,113.844,109.783,3.0696
best,bs,512,bf16,1048576,32,op27_hls,55.215,42.39,116.112,109.934,2.1029
best,bs,512,bf16,1048576,64,op27_hls,74.451,67.73,134.144,126.237,1.8018
best,bs,512,fp16,4096,1,op27_hls,9.654,8.706,11.338,9.966,1.1744
best,bs,512,fp16,4096,2,op27_hls,9.598,8.719,10.958,9.963,1.1417
best,bs,512,fp16,4096,4,op27_hls,9.814,8.738,10.902,9.964,1.1109
best,bs,512,fp16,4096,8,op27_hls,9.79,8.704,11.077,9.951,1.1315
best,bs,512,fp16,4096,16,op27_hls,10.125,9.072,11.296,10.302,1.1157
best,bs,512,fp16,4096,32,op27_hls,10.338,9.179,11.454,10.433,1.108
best,bs,512,fp16,4096,64,op27_hls,10.374,9.221,11.577,10.498,1.116
best,bs,512,fp16,4096,128,op27_hls,10.669,9.382,11.955,10.684,1.1205
best,bs,512,fp16,4096,256,op27_hls,11.872,10.418,14.71,13.503,1.239
best,bs,512,fp16,4096,512,op27_hls,21.283,18.694,25.157,23.369,1.182
best,bs,512,fp16,4096,1024,op27_hls,32.508,29.198,39.507,37.441,1.2153
best,bs,512,fp16,4096,2048,op27_hls,56.252,52.282,73.065,70.096,1.2989
best,bs,512,fp16,8192,1,op27_hls,11.117,9.766,13.777,12.517,1.2393
best,bs,512,fp16,8192,2,op27_hls,11.045,9.778,13.537,12.5,1.2256
best,bs,512,fp16,8192,4,op27_hls,10.961,9.791,13.861,12.527,1.2646
best,bs,512,fp16,8192,8,op27_hls,11.051,9.773,13.966,12.548,1.2638
best,bs,512,fp16,8192,16,op27_hls,11.376,10.095,14.126,12.867,1.2417
best,bs,512,fp16,8192,32,op27_hls,11.677,10.207,14.347,12.995,1.2287
best,bs,512,fp16,8192,64,op27_hls,11.645,10.286,14.517,13.064,1.2466
best,bs,512,fp16,8192,128,op27_hls,11.989,10.429,14.896,13.267,1.2425
best,bs,512,fp16,8192,256,op27_hls,14.185,12.18,18.669,16.76,1.3161
best,bs,512,fp16,8192,512,op27_hls,25.46,22.356,31.852,29.325,1.2511
best,bs,512,fp16,8192,1024,op27_hls,39.193,34.773,50.014,47.104,1.2761
best,bs,512,fp16,8192,2048,op27_hls,67.223,62.42,92.365,88.608,1.374
best,bs,512,fp16,16384,1,op27_hls,14.539,12.763,14.624,13.086,1.0058
best,bs,512,fp16,16384,2,op27_hls,14.349,12.763,14.741,13.052,1.0273
best,bs,512,fp16,16384,4,op27_hls,14.385,12.763,14.776,13.082,1.0272
best,bs,512,fp16,16384,8,op27_hls,14.555,12.761,14.76,13.082,1.0141
best,bs,512,fp16,16384,16,op27_hls,14.83,13.099,15.123,13.403,1.0198
best,bs,512,fp16,16384,32,op27_hls,15.038,13.203,15.411,13.549,1.0248
best,bs,512,fp16,16384,64,op27_hls,15.206,13.295,15.497,13.618,1.0191
best,bs,512,fp16,16384,128,op27_hls,15.857,13.478,16.065,13.815,1.0131
best,bs,512,fp16,16384,256,op27_hls,18.984,16.706,19.916,17.518,1.0491
best,bs,512,fp16,16384,512,op27_hls,33.712,29.946,35.332,31.633,1.0481
best,bs,512,fp16,16384,1024,op27_hls,51.766,46.963,54.719,49.798,1.057
best,bs,512,fp16,16384,2048,op27_hls,92.877,86.623,98.687,92.771,1.0626
best,bs,512,fp16,32768,1,op27_hls,15.883,13.445,14.905,12.461,0.9384
best,bs,512,fp16,32768,2,op27_hls,15.733,13.477,14.139,12.459,0.8987
best,bs,512,fp16,32768,4,op27_hls,15.67,13.482,14.153,12.48,0.9032
best,bs,512,fp16,32768,8,op27_hls,15.832,13.472,14.237,12.48,0.8993
best,bs,512,fp16,32768,16,op27_hls,16.025,13.782,14.597,12.765,0.9109
best,bs,512,fp16,32768,32,op27_hls,16.317,13.901,14.729,12.893,0.9027
best,bs,512,fp16,32768,64,op27_hls,16.673,14.011,15.187,13.016,0.9109
best,bs,512,fp16,32768,128,op27_hls,17.48,14.243,16.024,13.316,0.9167
best,bs,512,fp16,32768,256,op27_hls,23.921,20.46,21.665,18.889,0.9057
best,bs,512,fp16,32768,512,op27_hls,41.905,36.915,37.065,32.52,0.8845
best,bs,512,fp16,32768,1024,op27_hls,65.335,58.412,58.529,53.181,0.8958
best,bs,512,fp16,32768,2048,op27_hls,117.184,113.905,106.586,104.481,0.9096
best,bs,512,fp16,65536,1,op27_hls,13.528,12.006,23.372,21.722,1.7277
best,bs,512,fp16,65536,2,op27_hls,13.737,12.163,23.099,21.71,1.6815
best,bs,512,fp16,65536,4,op27_hls,14.392,12.959,23.185,21.726,1.611
best,bs,512,fp16,65536,8,op27_hls,14.731,13.046,23.187,21.721,1.574
best,bs,512,fp16,65536,16,op27_hls,14.854,13.09,23.63,22.055,1.5908
best,bs,512,fp16,65536,32,op27_hls,15.593,13.581,23.942,22.18,1.5354
best,bs,512,fp16,65536,64,op27_hls,23.368,20.434,24.731,22.328,1.0583
best,bs,512,fp16,65536,128,op27_hls,24.1,20.759,25.694,22.667,1.0661
best,bs,512,fp16,65536,256,op27_hls,34.796,30.44,41.427,37.24,1.1906
best,bs,512,fp16,65536,512,op27_hls,61.265,54.186,72.537,64.672,1.184
best,bs,512,fp16,65536,1024,op27_hls,96.346,91.924,115.648,110.361,1.2003
best,bs,512,fp16,65536,2048,op27_hls,173.679,169.813,213.218,208.878,1.2277
best,bs,512,fp16,131072,1,op27_hls,13.931,12.094,25.061,23.394,1.7989
best,bs,512,fp16,131072,2,op27_hls,14.107,12.395,24.966,23.365,1.7698
best,bs,512,fp16,131072,4,op27_hls,14.328,12.776,25.249,23.357,1.7622
best,bs,512,fp16,131072,8,op27_hls,15.731,13.868,25.358,23.351,1.612
best,bs,512,fp16,131072,16,op27_hls,15.981,13.959,25.683,23.701,1.6071
best,bs,512,fp16,131072,32,op27_hls,16.611,14.46,26.233,23.853,1.5793
best,bs,512,fp16,131072,64,op27_hls,30.969,26.827,26.945,24.039,0.8701
best,bs,512,fp16,131072,128,op27_hls,31.811,27.108,28.976,24.457,0.9109
best,bs,512,fp16,131072,256,op27_hls,52.444,45.762,50.355,41.513,0.9602
best,bs,512,fp16,131072,512,op27_hls,98.68,89.067,104.011,90.742,1.054
best,bs,512,fp16,131072,1024,op27_hls,154.958,149.454,154.856,141.74,0.9993
best,bs,512,fp16,131072,2048,op27_hls,288.479,284.333,266.305,253.836,0.9231
best,bs,512,fp16,262144,1,op27_hls,14.565,12.322,35.539,33.534,2.44
best,bs,512,fp16,262144,2,op27_hls,14.337,12.461,35.502,33.525,2.4763
best,bs,512,fp16,262144,4,op27_hls,14.836,12.724,35.534,33.509,2.3951
best,bs,512,fp16,262144,8,op27_hls,15.083,12.974,35.52,33.507,2.355
best,bs,512,fp16,262144,16,op27_hls,16.95,14.257,36.267,33.854,2.1396
best,bs,512,fp16,262144,32,op27_hls,18.104,14.812,36.996,34.003,2.0435
best,bs,512,fp16,262144,64,op27_hls,28.516,22.144,38.175,34.227,1.3387
best,bs,512,fp16,262144,128,op27_hls,31.876,22.531,44.486,34.772,1.3956
best,bs,512,fp16,262144,256,op27_hls,90.28,87.046,94.488,82.756,1.0466
best,bs,512,fp16,262144,512,op27_hls,151.476,149.351,187.615,154.541,1.2386
best,bs,512,fp16,262144,1024,op27_hls,256.435,253.785,297.521,278.493,1.1602
best,bs,512,fp16,262144,2048,op27_hls,481.016,478.704,527.805,511.535,1.0973
best,bs,512,fp16,524288,2,op27_hls,15.627,13.067,61.026,58.151,3.9052
best,bs,512,fp16,524288,4,op27_hls,16.075,13.644,60.846,58.155,3.7851
best,bs,512,fp16,524288,8,op27_hls,16.465,13.721,61.165,58.166,3.7148
best,bs,512,fp16,524288,16,op27_hls,28.952,24.12,61.559,58.491,2.1262
best,bs,512,fp16,524288,32,op27_hls,21.564,16.42,62.514,58.657,2.899
best,bs,512,fp16,524288,64,op27_hls,43.601,40.799,66.693,58.889,1.5296
best,bs,512,fp16,1048576,2,op27_hls,19.262,15.909,109.174,105.578,5.6678
best,bs,512,fp16,1048576,4,op27_hls,20.118,19.298,113.099,112.694,5.6218
best,bs,512,fp16,1048576,8,op27_hls,20.741,20.025,110.45,111.637,5.3252
best,bs,512,fp16,1048576,16,op27_hls,37.891,36.147,114.686,114.025,3.0267
best,bs,512,fp16,1048576,32,op27_hls,55.321,53.374,115.667,114.131,2.0908
best,bs,512,fp16,1048576,64,op27_hls,71.652,68.623,132.025,131.832,1.8426
best,bs,512,fp32,4096,1,op27_hls,11.354,10.226,17.617,15.483,1.5516
best,bs,512,fp32,4096,2,op27_hls,11.632,10.239,10.744,9.353,0.9237
best,bs,512,fp32,4096,4,op27_hls,11.515,10.24,10.906,9.353,0.9471
best,bs,512,fp32,4096,8,op27_hls,11.654,10.257,10.862,9.375,0.932
best,bs,512,fp32,4096,16,op27_hls,11.713,10.473,11.083,9.661,0.9462
best,bs,512,fp32,4096,32,op27_hls,11.763,10.526,11.162,9.711,0.9489
best,bs,512,fp32,4096,64,op27_hls,12.006,10.655,11.376,9.805,0.9475
best,bs,512,fp32,4096,128,op27_hls,12.203,10.839,11.616,9.953,0.9519
best,bs,512,fp32,4096,256,op27_hls,13.33,11.552,14.594,12.569,1.0948
best,bs,512,fp32,4096,512,op27_hls,24.504,20.727,25.4,22.398,1.0366
best,bs,512,fp32,4096,1024,op27_hls,36.974,32.337,39.171,35.665,1.0594
best,bs,512,fp32,4096,2048,op27_hls,63.236,57.937,70.303,65.526,1.1118
best,bs,512,fp32,8192,1,op27_hls,11.889,10.65,11.042,9.427,0.9288
best,bs,512,fp32,8192,2,op27_hls,17.043,12.399,10.939,9.45,0.6418
best,bs,512,fp32,8192,4,op27_hls,12.496,10.632,11.496,9.456,0.92
best,bs,512,fp32,8192,8,op27_hls,12.07,10.642,11.002,9.458,0.9115
best,bs,512,fp32,8192,16,op27_hls,12.264,10.902,11.281,9.744,0.9198
best,bs,512,fp32,8192,32,op27_hls,12.241,10.97,11.425,9.825,0.9333
best,bs,512,fp32,8192,64,op27_hls,12.466,11.16,12.102,9.895,0.9708
best,bs,512,fp32,8192,128,op27_hls,13.277,11.286,12.52,10.068,0.943
best,bs,512,fp32,8192,256,op27_hls,15.947,14.487,15.825,13.08,0.9923
best,bs,512,fp32,8192,512,op27_hls,30.713,28.615,32.708,29.676,1.065
best,bs,512,fp32,8192,1024,op27_hls,44.297,37.222,47.856,40.585,1.0803
best,bs,512,fp32,8192,2048,op27_hls,75.16,73.6,78.526,72.471,1.0448
best,bs,512,fp32,16384,1,op27_hls,16.894,21.282,18.094,15.624,1.071
best,bs,512,fp32,16384,2,op27_hls,14.505,22.086,15.038,15.618,1.0367
best,bs,512,fp32,16384,4,op27_hls,22.182,13.38,12.6,20.613,0.568
best,bs,512,fp32,16384,8,op27_hls,15.835,18.41,14.145,12.132,0.8933
best,bs,512,fp32,16384,16,op27_hls,21.761,19.849,20.368,18.189,0.936
best,bs,512,fp32,16384,32,op27_hls,15.389,16.964,14.269,12.473,0.9272
best,bs,512,fp32,16384,64,op27_hls,16.363,16.741,13.728,13.679,0.839
best,bs,512,fp32,16384,128,op27_hls,16.685,18.221,15.845,13.199,0.9497
best,bs,512,fp32,16384,256,op27_hls,21.246,18.605,21.177,17.366,0.9968
best,bs,512,fp32,16384,512,op27_hls,41.332,34.731,42.102,32.308,1.0186
best,bs,512,fp32,16384,1024,op27_hls,63.568,54.862,62.943,52.679,0.9902
best,bs,512,fp32,16384,2048,op27_hls,105.577,104.704,109.154,106.856,1.0339
best,bs,512,fp32,32768,1,op27_hls,17.709,14.109,24.461,21.63,1.3813
best,bs,512,fp32,32768,2,op27_hls,15.803,19.271,16.561,17.716,1.048
best,bs,512,fp32,32768,4,op27_hls,15.499,21.479,24.624,13.45,1.5887
best,bs,512,fp32,32768,8,op27_hls,16.288,17.002,15.838,16.064,0.9724
best,bs,512,fp32,32768,16,op27_hls,15.326,18.389,17.099,15.318,1.1157
best,bs,512,fp32,32768,32,op27_hls,16.243,17.714,16.014,19.45,0.9859
best,bs,512,fp32,32768,64,op27_hls,22.558,20.317,23.137,20.48,1.0257
best,bs,512,fp32,32768,128,op27_hls,22.821,20.617,23.273,21.238,1.0198
best,bs,512,fp32,32768,256,op27_hls,26.757,22.712,27.347,21.105,1.0221
best,bs,512,fp32,32768,512,op27_hls,53.611,46.484,50.345,44.373,0.9391
best,bs,512,fp32,32768,1024,op27_hls,81.34,77.03,81.532,70.958,1.0024
best,bs,512,fp32,32768,2048,op27_hls,134.105,126.419,135.351,129.341,1.0093
best,bs,512,fp32,65536,1,op27_hls,16.065,15.181,30.765,28.073,1.915
best,bs,512,fp32,65536,2,op27_hls,14.286,13.431,29.899,28.747,2.0929
best,bs,512,fp32,65536,4,op27_hls,14.573,13.682,32.444,26.714,2.2263
best,bs,512,fp32,65536,8,op27_hls,14.825,13.729,30.854,27.472,2.0812
best,bs,512,fp32,65536,16,op27_hls,15.083,14.486,30.058,29.294,1.9928
best,bs,512,fp32,65536,32,op27_hls,16.238,14.36,31.344,28.148,1.9303
best,bs,512,fp32,65536,64,op27_hls,19.408,20.198,32.248,28.229,1.6616
best,bs,512,fp32,65536,128,op27_hls,22.048,20.871,36.0,33.751,1.6328
best,bs,512,fp32,65536,256,op27_hls,41.803,34.341,55.678,51.266,1.3319
best,bs,512,fp32,65536,512,op27_hls,91.407,80.241,176.278,170.795,1.9285
best,bs,512,fp32,65536,1024,op27_hls,136.634,132.557,296.449,291.235,2.1697
best,bs,512,fp32,65536,2048,op27_hls,227.861,223.864,507.7,509.755,2.2281
best,bs,512,fp32,131072,1,op27_hls,17.709,16.237,32.329,23.264,1.8256
best,bs,512,fp32,131072,2,op27_hls,16.635,15.901,32.211,29.86,1.9363
best,bs,512,fp32,131072,4,op27_hls,15.048,13.487,25.91,23.257,1.7218
best,bs,512,fp32,131072,8,op27_hls,15.435,13.613,25.946,23.32,1.681
best,bs,512,fp32,131072,16,op27_hls,16.881,14.912,26.528,23.545,1.5715
best,bs,512,fp32,131072,32,op27_hls,18.193,15.443,27.184,23.704,1.4942
best,bs,512,fp32,131072,64,op27_hls,33.537,31.282,29.477,24.126,0.8789
best,bs,512,fp32,131072,128,op27_hls,38.123,31.785,38.424,25.837,1.0079
best,bs,512,fp32,131072,256,op27_hls,75.026,64.913,88.261,77.0,1.1764
best,bs,512,fp32,131072,512,op27_hls,142.907,129.846,178.984,155.867,1.2525
best,bs,512,fp32,131072,1024,op27_hls,222.795,209.016,287.66,273.67,1.2911
best,bs,512,fp32,131072,2048,op27_hls,393.05,380.641,521.699,512.179,1.3273
best,bs,512,fp32,262144,1,op27_hls,15.416,14.335,37.305,33.845,2.4199
best,bs,512,fp32,262144,2,op27_hls,16.296,14.665,37.185,33.803,2.2818
best,bs,512,fp32,262144,4,op27_hls,16.39,14.976,37.603,33.796,2.2943
best,bs,512,fp32,262144,8,op27_hls,16.952,15.2,37.776,33.931,2.2284
best,bs,512,fp32,262144,16,op27_hls,19.233,17.19,38.254,34.138,1.989
best,bs,512,fp32,262144,32,op27_hls,20.502,17.829,39.747,34.325,1.9387
best,bs,512,fp32,262144,64,op27_hls,36.385,33.602,50.22,34.91,1.3802
best,bs,512,fp32,262144,128,op27_hls,40.71,36.332,81.87,70.973,2.0111
best,bs,512,fp32,262144,256,op27_hls,121.46,109.171,152.026,137.236,1.2517
best,bs,512,fp32,262144,512,op27_hls,255.039,219.7,311.478,292.619,1.2213
best,bs,512,fp32,262144,1024,op27_hls,394.449,377.09,530.245,514.425,1.3443
best,bs,512,fp32,262144,2048,op27_hls,688.438,670.363,960.34,942.821,1.395
best,bs,512,fp32,524288,2,op27_hls,18.757,17.421,65.599,59.611,3.4973
best,bs,512,fp32,524288,4,op27_hls,19.342,17.77,65.337,59.649,3.378
best,bs,512,fp32,524288,8,op27_hls,20.083,17.986,65.457,59.85,3.2593
best,bs,512,fp32,524288,16,op27_hls,25.027,22.765,66.873,60.164,2.672
best,bs,512,fp32,524288,32,op27_hls,27.566,23.478,75.114,60.614,2.7249
best,bs,512,fp32,524288,64,op27_hls,59.942,58.898,111.042,100.179,1.8525
best,bs,512,fp32,1048576,2,op27_hls,25.443,23.909,118.442,108.84,4.6552
best,bs,512,fp32,1048576,4,op27_hls,26.291,24.464,118.117,108.897,4.4927
best,bs,512,fp32,1048576,8,op27_hls,27.577,27.125,124.227,123.84,4.5047
best,bs,512,fp32,1048576,16,op27_hls,37.744,34.851,131.075,109.957,3.4727
best,bs,512,fp32,1048576,32,op27_hls,42.022,38.42,181.044,171.833,4.3083
best,bs,512,fp32,1048576,64,op27_hls,107.727,106.853,202.798,188.692,1.8825
best,bs,1024,bf16,4096,1,op27_hls,9.76,8.611,9.882,8.402,1.0125
best,bs,1024,bf16,4096,2,op27_hls,9.825,8.596,9.606,8.366,0.9777
best,bs,1024,bf16,4096,4,op27_hls,9.858,8.647,9.618,8.445,0.9757
best,bs,1024,bf16,4096,8,op27_hls,9.961,8.682,9.638,8.462,0.9676
best,bs,1024,bf16,4096,16,op27_hls,9.816,8.677,9.544,8.472,0.9723
best,bs,1024,bf16,4096,32,op27_hls,9.854,8.719,9.601,8.516,0.9743
best,bs,1024,bf16,4096,64,op27_hls,10.062,8.849,9.77,8.683,0.971
best,bs,1024,bf16,4096,128,op27_hls,10.181,8.943,10.045,8.787,0.9866
best,bs,1024,bf16,4096,256,op27_hls,11.528,10.125,11.632,10.407,1.009
best,bs,1024,bf16,4096,512,op27_hls,20.798,18.125,20.064,18.006,0.9647
best,bs,1024,bf16,4096,1024,op27_hls,31.361,28.442,31.044,28.486,0.9899
best,bs,1024,bf16,4096,2048,op27_hls,54.907,51.151,55.871,52.437,1.0176
best,bs,1024,bf16,8192,1,op27_hls,11.392,10.314,13.211,11.868,1.1597
best,bs,1024,bf16,8192,2,op27_hls,11.305,10.284,12.785,11.823,1.1309
best,bs,1024,bf16,8192,4,op27_hls,11.565,10.337,12.824,11.867,1.1089
best,bs,1024,bf16,8192,8,op27_hls,11.55,10.35,13.054,11.906,1.1302
best,bs,1024,bf16,8192,16,op27_hls,11.522,10.362,13.115,11.911,1.1383
best,bs,1024,bf16,8192,32,op27_hls,11.553,10.409,13.113,11.973,1.135
best,bs,1024,bf16,8192,64,op27_hls,11.725,10.539,13.293,12.107,1.1337
best,bs,1024,bf16,8192,128,op27_hls,12.005,10.65,13.569,12.267,1.1303
best,bs,1024,bf16,8192,256,op27_hls,14.296,12.753,17.251,15.794,1.2067
best,bs,1024,bf16,8192,512,op27_hls,25.544,23.084,29.443,27.389,1.1526
best,bs,1024,bf16,8192,1024,op27_hls,40.328,36.334,46.361,43.97,1.1496
best,bs,1024,bf16,8192,2048,op27_hls,70.135,65.775,86.506,82.862,1.2334
best,bs,1024,bf16,16384,1,op27_hls,14.323,12.663,12.278,10.703,0.8572
best,bs,1024,bf16,16384,2,op27_hls,14.064,12.675,12.448,10.703,0.8851
best,bs,1024,bf16,16384,4,op27_hls,14.058,12.736,12.576,10.72,0.8946
best,bs,1024,bf16,16384,8,op27_hls,14.171,12.763,12.498,10.763,0.8819
best,bs,1024,bf16,16384,16,op27_hls,14.227,12.768,12.542,10.755,0.8816
best,bs,1024,bf16,16384,32,op27_hls,14.349,12.818,12.531,10.823,0.8733
best,bs,1024,bf16,16384,64,op27_hls,14.52,12.98,12.713,10.896,0.8756
best,bs,1024,bf16,16384,128,op27_hls,15.048,13.092,13.241,11.032,0.8799
best,bs,1024,bf16,16384,256,op27_hls,19.465,17.091,17.12,14.848,0.8795
best,bs,1024,bf16,16384,512,op27_hls,34.272,30.676,30.361,27.383,0.8859
