model,isl,dtype,BS,N,hit,gvr_base,gvr_pr,op26_r0auto,radix_cutedsl,sglang_v2,flashinfer_topk
flash,64k,fp32,1024,16387,0.076171875,67.0919,57.74165,58.88875,85.51814999999999,39.2719,53.0703
flash,8k,bf16,1,2051,0.333984375,8.00795,7.61595,7.84475,5.5952,,6.5504
flash,8k,bf16,2,2051,0.333984375,8.26235,7.9823,8.08465,5.268800000000001,,6.3216
flash,8k,bf16,4,2051,0.333984375,8.32475,7.96635,8.2447,5.296,,6.3024
flash,8k,bf16,8,2051,0.333984375,8.1759,7.913600000000001,8.13275,5.3456,,6.3552
flash,8k,bf16,16,2051,0.333984375,8.6111,8.298950000000001,8.5055,5.3712,,6.528
flash,8k,bf16,32,2051,0.333984375,8.631950000000002,8.427100000000001,8.59515,5.4687,,6.5712
flash,8k,bf16,64,2051,0.333984375,8.75825,8.44155,8.719899999999999,5.5744,,6.6352
flash,8k,bf16,128,2051,0.333984375,9.1198,8.860700000000001,9.055950000000001,5.7776000000000005,,6.7824
flash,8k,bf16,256,2051,0.333984375,10.6383,9.81595,8.92305,9.7424,,8.256
flash,8k,bf16,512,2051,0.333984375,18.2735,17.28775,15.4556,17.80795,,14.5328
flash,8k,bf16,1024,2051,0.333984375,27.9917,26.2845,23.3886,30.0319,,25.2527
flash,8k,fp16,1,2051,0.333984375,10.016,7.999899999999999,9.96955,4.59195,,5.1088000000000005
flash,8k,fp16,2,2051,0.333984375,9.72625,7.7664,9.7935,4.9792,,5.5264
flash,8k,fp16,4,2051,0.333984375,9.5184,7.5775500000000005,9.446299999999999,5.1568000000000005,,5.79515
flash,8k,fp16,8,2051,0.333984375,9.7663,7.86875,9.688,5.2336,,6.01755
flash,8k,fp16,16,2051,0.333984375,9.7727,7.8175,9.68625,5.395149999999999,,6.14395
flash,8k,fp16,32,2051,0.333984375,9.95195,8.0095,9.9119,5.5248,,6.2016
flash,8k,fp16,64,2051,0.333984375,10.00155,7.98555,9.929549999999999,5.5088,,6.3152
flash,8k,fp16,128,2051,0.333984375,10.3583,8.345600000000001,10.238299999999999,5.872,,6.4096
flash,8k,fp16,256,2051,0.333984375,12.2256,9.63035,8.8479,9.7584,,7.6416
flash,8k,fp16,512,2051,0.333984375,21.14225,16.915,15.37275,17.5615,,13.3327
flash,8k,fp16,1024,2051,0.333984375,32.08455,25.67505,23.295849999999998,29.815849999999998,,23.393549999999998
flash,8k,fp32,1,2051,0.333984375,8.67495,8.0096,7.6015500000000005,6.1072,4.824,7.3216
flash,8k,fp32,2,2051,0.333984375,8.451049999999999,7.8687,7.4207,6.3856,4.7856000000000005,7.4752
flash,8k,fp32,4,2051,0.333984375,8.659049999999999,8.09585,7.7231000000000005,6.464,4.8,7.5648
flash,8k,fp32,8,2051,0.333984375,8.4528,7.871899999999999,7.462350000000001,6.5424,4.739199999999999,7.5488
flash,8k,fp32,16,2051,0.333984375,8.614049999999999,8.1072,7.69275,6.5328,4.7328,7.6192
flash,8k,fp32,32,2051,0.333984375,8.638399999999999,8.08315,7.69425,6.5968,4.7488,7.6208
flash,8k,fp32,64,2051,0.333984375,8.79345,8.1744,7.803100000000001,6.76,4.8256000000000006,7.832
flash,8k,fp32,128,2051,0.333984375,9.1616,8.5791,8.027149999999999,7.1216,5.009600000000001,7.897600000000001
flash,8k,fp32,256,2051,0.333984375,10.384,9.6984,10.1232,12.3248,6.1392,9.8256
flash,8k,fp32,512,2051,0.333984375,18.82855,17.56615,17.73095,22.5616,10.462399999999999,17.624
flash,8k,fp32,1024,2051,0.333984375,34.2091,31.3676,26.7532,38.1376,17.462400000000002,30.8176
pro,1024k,bf16,1,262127,0.2666015625,18.065450000000002,18.8093,19.50695,15.5984,,14.9056
pro,1024k,bf16,2,262127,0.2666015625,18.297400000000003,19.089299999999998,19.7198,15.6944,,15.0096
pro,1024k,bf16,4,262127,0.2666015625,18.47015,19.2141,19.98695,16.340799999999998,,15.0592
pro,1024k,bf16,8,262127,0.2666015625,19.810950000000002,21.00615,20.24455,18.944,,15.40315
pro,1024k,bf16,16,262127,0.2666015625,20.2718,21.422099999999997,20.63485,24.26715,,21.3808
pro,1024k,bf16,32,262127,0.2666015625,21.31165,22.30365,26.5868,33.9968,,22.8672
pro,1024k,bf16,64,262127,0.2666015625,27.138849999999998,28.9853,27.942,63.67035,,35.04
pro,1024k,bf16,128,262127,0.2666015625,36.91625,36.73535,39.913050000000005,112.37275,,62.947199999999995
pro,1024k,bf16,256,262127,0.2666015625,84.41005,86.65644999999999,75.90455,219.86235,,123.37275
pro,1024k,bf16,512,262127,0.2666015625,155.23945,158.2393,133.58855,399.504,,217.5135
pro,1024k,bf16,1024,262127,0.2666015625,245.03175,236.72465,219.78895,758.58685,,369.37579999999997
pro,1024k,fp16,1,262127,0.2666015625,20.459049999999998,17.683049999999998,18.2989,14.443200000000001,,14.4848
pro,1024k,fp16,2,262127,0.2666015625,20.466900000000003,17.5773,18.22225,14.699200000000001,,14.57595
pro,1024k,fp16,4,262127,0.2666015625,20.756700000000002,17.958299999999998,18.56145,16.0544,,14.9935
pro,1024k,fp16,8,262127,0.2666015625,23.99605,20.8702,18.921349999999997,18.92795,,15.31675
pro,1024k,fp16,16,262127,0.2666015625,24.34985,21.30695,19.3454,24.115099999999998,,20.955099999999998
pro,1024k,fp16,32,262127,0.2666015625,25.499200000000002,22.3645,24.705299999999998,33.46075,,22.1743
pro,1024k,fp16,64,262127,0.2666015625,31.958099999999998,28.811,26.138900000000003,62.8654,,33.9807
pro,1024k,fp16,128,262127,0.2666015625,44.10365,36.59795,39.7435,111.15325,,60.99335
pro,1024k,fp16,256,262127,0.2666015625,73.79925,76.69030000000001,71.37195,217.2872,,120.2299
pro,1024k,fp16,512,262127,0.2666015625,143.58245000000002,147.75035,145.52315,394.39695,,211.2776
pro,1024k,fp16,1024,262127,0.2666015625,228.14775,226.6114,222.9175,750.59075,,357.67225
pro,1024k,fp32,1,262127,0.2666015625,23.806150000000002,18.93425,19.5598,20.7776,16.0704,17.9344
pro,1024k,fp32,2,262127,0.2666015625,23.723,18.8526,19.61105,20.4576,15.9104,18.0608
pro,1024k,fp32,4,262127,0.2666015625,23.99025,19.0062,19.62545,21.7264,16.2112,18.3824
pro,1024k,fp32,8,262127,0.2666015625,26.2208,21.8383,20.167900000000003,25.052799999999998,16.6464,18.88
pro,1024k,fp32,16,262127,0.2666015625,27.40445,22.796650000000003,21.1182,32.041599999999995,21.5136,25.76
pro,1024k,fp32,32,262127,0.2666015625,30.5456,25.5871,26.97255,60.3872,33.5184,28.768
pro,1024k,fp32,64,262127,0.2666015625,41.289199999999994,37.16125,34.0621,117.1664,51.5344,43.83045
pro,1024k,fp32,128,262127,0.2666015625,69.07145,62.5771,63.58825,192.95839999999998,86.68639999999999,80.7952
pro,1024k,fp32,256,262127,0.2666015625,115.03425,109.5959,110.93355,341.76325,111.8608,137.0608
pro,1024k,fp32,512,262127,0.2666015625,197.869,187.9126,226.3727,675.8576999999999,199.30405,254.29925
pro,1024k,fp32,1024,262127,0.2666015625,367.77635,349.6694,379.2691,1337.11225,376.03684999999996,448.92485
pro,128k,bf16,1,32771,0.326171875,12.03025,12.41425,14.577350000000001,14.4656,,9.2
pro,128k,bf16,2,32771,0.326171875,12.03505,12.42865,14.302200000000001,14.4992,,9.412799999999999
pro,128k,bf16,4,32771,0.326171875,12.158299999999999,12.60455,14.476600000000001,14.5824,,9.4064
pro,128k,bf16,8,32771,0.326171875,12.17105,12.57895,14.522950000000002,15.0368,,9.5184
pro,128k,bf16,16,32771,0.326171875,12.302200000000001,12.67815,14.73265,15.124799999999999,,11.2944
pro,128k,bf16,32,32771,0.326171875,12.4878,12.900649999999999,14.82225,17.432,,12.0864
pro,128k,bf16,64,32771,0.326171875,12.9246,13.323049999999999,15.371049999999999,14.6144,,13.539200000000001
pro,128k,bf16,128,32771,0.326171875,13.5678,13.8958,15.9182,15.3216,,17.206400000000002
pro,128k,bf16,256,32771,0.326171875,18.215700000000002,18.90535,21.09095,27.76,,22.4784
pro,128k,bf16,512,32771,0.326171875,30.639599999999998,31.841150000000003,36.0571,52.93275,,40.065599999999996
pro,128k,bf16,1024,32771,0.326171875,48.14175,50.05045,57.03605,92.0656,,67.83515
pro,128k,fp16,1,32771,0.326171875,13.849450000000001,11.6143,15.202950000000001,12.2736,,8.8416
pro,128k,fp16,2,32771,0.326171875,13.74865,11.689549999999999,15.062299999999999,12.2192,,8.816
pro,128k,fp16,4,32771,0.326171875,13.6479,11.553600000000001,14.899049999999999,14.441600000000001,,9.192
pro,128k,fp16,8,32771,0.326171875,13.71505,11.712,15.03505,14.9952,,9.3104
pro,128k,fp16,16,32771,0.326171875,14.076600000000001,11.980799999999999,15.4206,15.2304,,10.936
pro,128k,fp16,32,32771,0.326171875,14.35825,12.19185,15.719850000000001,17.537599999999998,,11.808
pro,128k,fp16,64,32771,0.326171875,14.74705,12.595049999999999,16.07665,14.444799999999999,,12.9424
pro,128k,fp16,128,32771,0.326171875,15.531049999999999,13.305399999999999,16.80145,15.108799999999999,,16.4592
pro,128k,fp16,256,32771,0.326171875,20.9902,19.19335,23.4013,27.2576,,21.422400000000003
pro,128k,fp16,512,32771,0.326171875,35.876400000000004,33.57085,40.72435,51.93925,,38.0256
pro,128k,fp16,1024,32771,0.326171875,56.60385,53.18815,64.6024,90.3873,,64.2192
pro,128k,fp32,1,32771,0.326171875,15.479899999999999,12.23025,11.3904,19.5456,8.5008,12.2736
pro,128k,fp32,2,32771,0.326171875,15.33265,12.0879,11.2319,19.79845,8.60965,12.432
pro,128k,fp32,4,32771,0.326171875,15.411,12.05275,11.31995,19.8496,8.5984,12.4865
pro,128k,fp32,8,32771,0.326171875,15.6095,12.43035,11.47185,20.190450000000002,8.748850000000001,12.6528
pro,128k,fp32,16,32771,0.326171875,15.70065,12.41595,11.620700000000001,20.8432,12.147200000000002,15.505600000000001
pro,128k,fp32,32,32771,0.326171875,16.1167,12.737549999999999,12.038200000000002,24.12005,12.5296,16.5616
pro,128k,fp32,64,32771,0.326171875,16.9215,13.61585,12.83995,30.377650000000003,13.0784,17.318450000000002
pro,128k,fp32,128,32771,0.326171875,17.842950000000002,14.4894,13.69915,20.53925,13.836799999999998,20.9712
pro,128k,fp32,256,32771,0.326171875,24.86055,20.868650000000002,21.0559,38.337650000000004,18.61925,25.5936
pro,128k,fp32,512,32771,0.326171875,45.7166,38.548449999999995,40.06845,74.75695,34.7825,46.3536
pro,128k,fp32,1024,32771,0.326171875,80.1242,67.25545,62.46835,130.8339,60.411300000000004,78.0898
pro,16k,bf16,1,4099,0.740234375,10.0223,8.71185,10.123,5.97125,,6.6784
pro,16k,bf16,2,4099,0.740234375,9.94065,8.6191,10.0127,5.7616499999999995,,6.6336
pro,16k,bf16,4,4099,0.740234375,10.06225,8.74075,10.123,5.82085,,6.6720500000000005
pro,16k,bf16,8,4099,0.740234375,10.11985,8.72785,10.155,5.944,,6.976
pro,16k,bf16,16,4099,0.740234375,10.43345,8.787049999999999,10.0991,6.04325,,7.073600000000001
pro,16k,bf16,32,4099,0.740234375,10.156600000000001,8.8399,10.222299999999999,6.254449999999999,,7.2463999999999995
pro,16k,bf16,64,4099,0.740234375,10.31505,8.950299999999999,10.4719,6.34725,,7.39525
pro,16k,bf16,128,4099,0.740234375,10.607850000000001,9.21115,10.7135,6.6960500000000005,,7.5792
pro,16k,bf16,256,4099,0.740234375,12.71655,11.1374,11.54225,11.5184,,10.216
pro,16k,bf16,512,4099,0.740234375,22.4285,19.5038,20.6029,20.928099999999997,,18.33445
pro,16k,bf16,1024,4099,0.740234375,34.15475,29.40755,30.9211,35.5441,,31.22895
pro,16k,fp16,1,4099,0.7392578125,12.15675,8.5951,12.140450000000001,5.652699999999999,,6.20155
pro,16k,fp16,2,4099,0.7392578125,12.027149999999999,8.50535,11.8351,5.88155,,6.300800000000001
pro,16k,fp16,4,4099,0.7392578125,12.00475,8.4046,11.945549999999999,6.048,,6.3792
pro,16k,fp16,8,4099,0.7392578125,11.9709,8.46075,11.9935,6.0528,,6.42555
pro,16k,fp16,16,4099,0.7392578125,12.204799999999999,8.6623,12.1838,6.105600000000001,,6.4176
pro,16k,fp16,32,4099,0.7392578125,12.24775,8.6911,12.254100000000001,6.0928,,6.4896
pro,16k,fp16,64,4099,0.7392578125,12.670399999999999,8.9711,12.61435,6.264,,6.648
pro,16k,fp16,128,4099,0.7392578125,12.8496,9.20635,12.817350000000001,6.5792,,6.8031999999999995
pro,16k,fp16,256,4099,0.7392578125,15.8606,11.5487,11.828700000000001,11.2783,,8.9936
pro,16k,fp16,512,4099,0.7392578125,28.057299999999998,20.9726,20.95655,20.60475,,15.88795
pro,16k,fp16,1024,4099,0.7392578125,43.206,31.551650000000002,31.8172,34.9133,,26.915200000000002
pro,16k,fp32,1,4099,0.7392578125,14.47355,9.49915,10.81595,7.046399999999999,5.344,8.2624
pro,16k,fp32,2,4099,0.7392578125,14.299100000000001,9.38715,10.339049999999999,7.296,5.6032,8.459200000000001
pro,16k,fp32,4,4099,0.7392578125,14.247950000000001,9.3134,10.53275,7.2992,5.46555,8.45915
pro,16k,fp32,8,4099,0.7392578125,14.302299999999999,9.34235,10.43035,7.470350000000001,5.48,8.535950000000001
pro,16k,fp32,16,4099,0.7392578125,14.302299999999999,9.351899999999999,10.5487,7.5872,5.4752,8.61755
pro,16k,fp32,32,4099,0.7392578125,14.379,9.4015,10.63835,7.6319,5.528,8.6848
pro,16k,fp32,64,4099,0.7392578125,14.7151,9.65275,10.93435,7.7936000000000005,5.6768,8.8704
pro,16k,fp32,128,4099,0.7392578125,14.993450000000001,9.91825,11.254299999999999,8.252799999999999,5.929600000000001,9.04955
pro,16k,fp32,256,4099,0.7392578125,17.907,11.7295,14.09745,14.537600000000001,7.4288,12.47835
pro,16k,fp32,512,4099,0.7392578125,33.4862,21.374299999999998,25.6462,26.915200000000002,12.8992,22.5439
pro,16k,fp32,1024,4099,0.7392578125,59.57705,38.719699999999996,39.567699999999995,45.5567,21.1952,38.0095
pro,256k,bf16,1,65539,0.357421875,14.233450000000001,13.9325,14.260549999999999,14.784,,10.608
pro,256k,bf16,2,65539,0.357421875,14.366,14.14235,14.271799999999999,14.7728,,10.8224
pro,256k,bf16,4,65539,0.357421875,14.460700000000001,14.27035,14.50225,14.916799999999999,,10.8608
pro,256k,bf16,8,65539,0.357421875,14.58235,14.412799999999999,14.56465,15.220799999999999,,11.060799999999999
pro,256k,bf16,16,65539,0.357421875,14.836649999999999,14.68145,14.839799999999999,15.380799999999999,,13.2544
pro,256k,bf16,32,65539,0.357421875,15.289399999999999,15.0,15.5646,21.9952,,14.1856
pro,256k,bf16,64,65539,0.357421875,16.7566,17.14375,16.21895,31.153599999999997,,17.6144
pro,256k,bf16,128,65539,0.357421875,16.6414,16.7502,18.12935,23.462400000000002,,23.4576
pro,256k,bf16,256,65539,0.357421875,26.96445,26.7868,26.0732,44.26725,,34.732800000000005
pro,256k,bf16,512,65539,0.357421875,47.44575,47.0634,45.168949999999995,86.6752,,63.4048
pro,256k,bf16,1024,65539,0.357421875,73.93010000000001,73.4646,71.767,151.0352,,106.13119999999999
pro,256k,fp16,1,65539,0.3583984375,15.022200000000002,13.601450000000002,13.803049999999999,14.4688,,10.2784
pro,256k,fp16,2,65539,0.3583984375,15.028649999999999,13.643049999999999,13.7839,14.376,,10.4336
pro,256k,fp16,4,65539,0.3583984375,15.041450000000001,13.611049999999999,13.8702,14.536,,10.544
pro,256k,fp16,8,65539,0.3583984375,15.414200000000001,14.03665,14.1934,14.9136,,10.798399999999999
pro,256k,fp16,16,65539,0.3583984375,15.639850000000001,14.2143,14.4191,15.1648,,12.478399999999999
pro,256k,fp16,32,65539,0.3583984375,16.13895,14.63665,15.06225,21.81915,,13.769549999999999
pro,256k,fp16,64,65539,0.3583984375,17.734150000000003,16.5214,15.73425,30.889599999999998,,16.5984
pro,256k,fp16,128,65539,0.3583984375,18.183799999999998,16.7695,20.702099999999998,23.08795,,22.1792
pro,256k,fp16,256,65539,0.3583984375,26.3341,26.3949,28.64125,43.53755,,33.168
pro,256k,fp16,512,65539,0.3583984375,46.954699999999995,48.186699999999995,52.019800000000004,85.43355,,60.27675
pro,256k,fp16,1024,65539,0.3583984375,72.67595,74.1991,81.28705000000001,148.94875,,100.99355
pro,256k,fp32,1,65539,0.3583984375,16.5439,13.8463,14.33425,19.4528,9.8704,13.521600000000001
pro,256k,fp32,2,65539,0.3583984375,16.51355,13.7935,14.2431,19.686400000000003,9.955200000000001,13.622399999999999
pro,256k,fp32,4,65539,0.3583984375,16.5454,13.8735,14.2768,20.308799999999998,10.2192,13.944
pro,256k,fp32,8,65539,0.3583984375,16.959799999999998,14.2431,14.6511,20.2416,10.3024,14.1392
pro,256k,fp32,16,65539,0.3583984375,17.32455,14.62235,15.02225,21.0592,12.104,16.942400000000003
pro,256k,fp32,32,65539,0.3583984375,18.28955,15.5246,16.0575,30.3888,22.6288,19.1152
pro,256k,fp32,64,65539,0.3583984375,20.2495,17.86385,17.39025,57.864,23.1888,21.632
pro,256k,fp32,128,65539,0.3583984375,22.88935,20.4943,26.17095,59.9216,25.0656,28.3184
pro,256k,fp32,256,65539,0.3583984375,34.777300000000004,31.82695,40.3037,115.8528,33.6336,41.97285
pro,256k,fp32,512,65539,0.3583984375,64.09875,58.76575,89.20895,200.23520000000002,59.944,74.98885
pro,256k,fp32,1024,65539,0.3583984375,108.9,96.9353,134.13660000000002,393.68165000000005,95.0992,120.79205
pro,32k,bf16,1,8195,0.5322265625,14.185450000000001,11.291049999999998,13.8926,7.723199999999999,,9.224
pro,32k,bf16,2,8195,0.5322265625,14.379,11.45265,13.994950000000001,7.7264,,9.2432
pro,32k,bf16,4,8195,0.5322265625,14.127799999999999,11.49265,14.13905,7.8288,,9.31855
pro,32k,bf16,8,8195,0.5322265625,14.20935,11.513399999999999,14.147,7.8144,,9.3409
pro,32k,bf16,16,8195,0.5322265625,14.1742,11.553450000000002,14.267100000000001,7.921600000000001,,11.8353
pro,32k,bf16,32,8195,0.5322265625,14.3566,11.69425,14.361450000000001,8.0752,,12.33455
pro,32k,bf16,64,8195,0.5322265625,14.56775,11.838149999999999,14.50855,8.1312,,12.376
pro,32k,bf16,128,8195,0.5322265625,14.7214,12.0814,14.8174,8.512,,12.45605
pro,32k,bf16,256,8195,0.5322265625,18.766099999999998,14.7534,14.942200000000001,14.812850000000001,,13.8769
pro,32k,bf16,512,8195,0.5322265625,32.13715,25.99955,26.135650000000002,27.2817,,24.8898
pro,32k,bf16,1024,8195,0.5322265625,50.15285,39.5274,39.633050000000004,45.83055,,41.795449999999995
pro,32k,fp16,1,8195,0.5302734375,15.10855,10.924700000000001,15.10875,7.13285,,8.1936
pro,32k,fp16,2,8195,0.5302734375,14.87495,10.76795,14.8475,7.2352,,8.217600000000001
pro,32k,fp16,4,8195,0.5302734375,14.81425,10.808,14.859,7.4512,,8.396799999999999
pro,32k,fp16,8,8195,0.5302734375,14.9822,10.89275,15.0607,7.4352,,8.6256
pro,32k,fp16,16,8195,0.5302734375,15.16155,11.064,15.1535,7.6432,,10.688
pro,32k,fp16,32,8195,0.5302734375,15.281450000000001,11.25275,15.2847,7.7456000000000005,,10.948799999999999
pro,32k,fp16,64,8195,0.5302734375,15.64785,11.47815,15.6541,7.8768,,11.392
pro,32k,fp16,128,8195,0.5302734375,15.9502,11.7757,15.97275,8.272,,11.201649999999999
pro,32k,fp16,256,8195,0.5302734375,21.19975,15.395100000000001,15.37915,14.46085,,11.69285
pro,32k,fp16,512,8195,0.5302734375,36.1725,27.30375,26.55975,26.6384,,20.552049999999998
pro,32k,fp16,1024,8195,0.5302734375,56.7072,43.3099,41.078,44.7296,,34.16165
pro,32k,fp32,1,8195,0.5302734375,17.5774,11.006350000000001,11.0446,9.84475,6.755199999999999,12.17435
pro,32k,fp32,2,8195,0.5302734375,17.673599999999997,11.0063,10.91835,9.683200000000001,6.2976,12.195200000000002
pro,32k,fp32,4,8195,0.5302734375,17.457549999999998,10.8895,10.895950000000001,9.8448,6.4112,12.235149999999999
pro,32k,fp32,8,8195,0.5302734375,17.45915,10.8815,10.988700000000001,9.85915,6.3824,12.47835
pro,32k,fp32,16,8195,0.5302734375,17.76955,11.12635,11.08955,9.936,6.3519499999999995,15.7424
pro,32k,fp32,32,8195,0.5302734375,17.745549999999998,11.17905,11.2544,10.00475,6.51355,16.255950000000002
pro,32k,fp32,64,8195,0.5302734375,18.035,11.37915,11.414200000000001,10.179200000000002,6.624,16.2624
pro,32k,fp32,128,8195,0.5302734375,18.6318,11.98875,11.9967,10.6336,7.1136,15.99675
pro,32k,fp32,256,8195,0.5302734375,24.08465,14.76795,15.703850000000001,19.2416,9.33115,16.70235
pro,32k,fp32,512,8195,0.5302734375,44.23485,26.7806,29.6077,35.72475,16.12955,29.374299999999998
pro,32k,fp32,1024,8195,0.5302734375,76.42975,48.58015,45.82845,60.809400000000004,26.079900000000002,49.567800000000005
pro,4k,bf16,1,1027,0.998046875,18.8925,9.42065,18.79495,5.328,,5.664
pro,4k,bf16,2,1027,0.998046875,18.9582,9.084700000000002,18.913349999999998,5.2703999999999995,,5.68
pro,4k,bf16,4,1027,0.998046875,18.44455,9.19665,18.831799999999998,5.07995,,5.7088
pro,4k,bf16,8,1027,0.998046875,18.689349999999997,9.435049999999999,19.036450000000002,5.2703999999999995,,5.6
pro,4k,bf16,16,1027,0.998046875,18.53895,9.35985,18.862099999999998,5.1952,,5.656
pro,4k,bf16,32,1027,0.998046875,18.7037,9.4047,19.03975,5.3024,,5.6816
pro,4k,bf16,64,1027,0.998046875,18.844549999999998,9.5663,19.137349999999998,5.3616,,5.7871999999999995
pro,4k,bf16,128,1027,0.998046875,19.0029,9.739049999999999,19.2926,5.5088,,5.857600000000001
pro,4k,bf16,256,1027,0.998046875,21.126,11.2015,20.9054,9.1776,,7.065600000000001
pro,4k,bf16,512,1027,0.998046875,39.70185,20.1357,39.70665,16.3872,,12.3024
pro,4k,bf16,1024,1027,0.998046875,61.3927,30.55475,60.4855,27.6944,,21.6288
pro,4k,fp16,1,1027,0.998046875,18.838099999999997,9.1024,18.78855,4.1568000000000005,,4.753550000000001
pro,4k,fp16,2,1027,0.998046875,18.315,9.2478,18.4925,4.244800000000001,,4.7696000000000005
pro,4k,fp16,4,1027,0.998046875,18.4894,9.16315,18.63505,4.8191999999999995,,5.20315
pro,4k,fp16,8,1027,0.998046875,18.524549999999998,9.20305,18.7118,4.712,,5.494350000000001
pro,4k,fp16,16,1027,0.998046875,18.8942,9.495700000000001,19.0463,4.9728,,5.54075
pro,4k,fp16,32,1027,0.998046875,19.020599999999998,9.587200000000001,19.13895,5.2623999999999995,,5.6224
pro,4k,fp16,64,1027,0.998046875,19.05415,9.604700000000001,19.179,5.29915,,5.7566999999999995
pro,4k,fp16,128,1027,0.998046875,19.45575,10.07675,19.61735,5.5232,,5.824
pro,4k,fp16,256,1027,0.998046875,21.811,11.782,21.5085,9.2464,,7.016
pro,4k,fp16,512,1027,0.998046875,40.953199999999995,21.7182,40.884449999999994,16.244799999999998,,12.1759
pro,4k,fp16,1024,1027,0.998046875,62.890550000000005,33.3324,62.49525,27.50395,,21.3823
pro,4k,fp32,1,1027,0.998046875,18.612650000000002,9.3727,8.3392,6.16,4.8224,6.656
pro,4k,fp32,2,1027,0.998046875,18.58865,9.29425,8.12475,5.926399999999999,4.632,6.6832
pro,4k,fp32,4,1027,0.998046875,18.72305,9.4368,8.4685,6.2783999999999995,4.6272,6.7408
pro,4k,fp32,8,1027,0.998046875,18.582349999999998,9.297450000000001,8.300799999999999,6.3264,4.6592,6.7184
pro,4k,fp32,16,1027,0.998046875,18.5119,9.2352,8.3552,6.3168,4.6176,6.7776000000000005
pro,4k,fp32,32,1027,0.998046875,18.7118,9.48475,8.4398,6.3552,4.6592,6.9328
pro,4k,fp32,64,1027,0.998046875,18.93435,9.5631,8.5615,6.3888,4.7296000000000005,7.006399999999999
pro,4k,fp32,128,1027,0.998046875,19.01745,9.73275,8.8448,6.6672,4.9328,7.1408000000000005
pro,4k,fp32,256,1027,0.998046875,20.67505,10.785549999999999,10.55835,11.3072,5.8096000000000005,8.7728
pro,4k,fp32,512,1027,0.998046875,39.44125,20.03505,19.595,20.4656,9.654399999999999,15.6112
pro,4k,fp32,1024,1027,0.998046875,76.3306,37.676449999999996,29.762900000000002,34.76,16.609599999999997,27.70405
pro,512k,bf16,1,131075,0.23046875,16.988599999999998,16.2397,15.79175,13.7712,,11.7728
pro,512k,bf16,2,131075,0.23046875,16.83975,16.03175,15.801350000000001,14.964799999999999,,11.7311
pro,512k,bf16,4,131075,0.23046875,17.0366,16.30855,16.0254,14.6208,,11.992
pro,512k,bf16,8,131075,0.23046875,17.634900000000002,17.499,16.24465,15.4512,,12.39355
pro,512k,bf16,16,131075,0.23046875,17.9213,17.887700000000002,16.7165,17.5184,,15.686399999999999
pro,512k,bf16,32,131075,0.23046875,18.418950000000002,18.247799999999998,19.64775,31.1919,,16.974349999999998
pro,512k,bf16,64,131075,0.23046875,21.2364,21.63015,20.5676,59.531099999999995,,22.69755
pro,512k,bf16,128,131075,0.23046875,23.98845,23.6605,27.636400000000002,61.462300000000006,,35.73275
pro,512k,bf16,256,131075,0.23046875,45.0426,45.25215,45.66015,119.27669999999999,,62.10555
pro,512k,bf16,512,131075,0.23046875,97.9682,97.65944999999999,86.12195,205.77885,,112.62695
pro,512k,bf16,1024,131075,0.23046875,151.75625,149.22670000000002,132.53895,407.3062,,188.18045
pro,512k,fp16,1,131075,0.23046875,19.12605,15.726299999999998,15.201450000000001,14.651200000000001,,11.459200000000001
pro,512k,fp16,2,131075,0.23046875,19.20445,15.881350000000001,15.3598,14.5648,,11.6256
pro,512k,fp16,4,131075,0.23046875,19.43025,16.01905,15.451,14.7872,,11.7088
pro,512k,fp16,8,131075,0.23046875,19.919700000000002,16.822200000000002,15.8478,15.1824,,11.9984
pro,512k,fp16,16,131075,0.23046875,20.2638,17.09575,16.20625,17.4448,,15.1072
pro,512k,fp16,32,131075,0.23046875,20.849400000000003,17.61095,18.7502,30.8496,,16.53605
pro,512k,fp16,64,131075,0.23046875,24.724400000000003,21.7773,19.921349999999997,58.836800000000004,,21.942400000000003
pro,512k,fp16,128,131075,0.23046875,28.089299999999998,23.7469,27.64455,60.9456,,34.39525
pro,512k,fp16,256,131075,0.23046875,44.2618,43.655550000000005,45.1035,118.17445,,59.0896
pro,512k,fp16,512,131075,0.23046875,90.49975,92.44055,94.74589999999999,203.8,,107.7808
pro,512k,fp16,1024,131075,0.23046875,144.864,141.024,145.21439999999998,403.10895,,180.20645000000002
pro,512k,fp32,1,131075,0.23046875,20.8127,16.246299999999998,15.9999,19.1008,11.576,14.9248
pro,512k,fp32,2,131075,0.23046875,20.92945,16.2254,16.131149999999998,19.98075,11.6976,15.1904
pro,512k,fp32,4,131075,0.23046875,21.028599999999997,16.4719,16.12625,20.392,11.8096,15.3312
pro,512k,fp32,8,131075,0.23046875,21.7535,17.374299999999998,16.59505,20.9024,12.0848,15.7552
pro,512k,fp32,16,131075,0.23046875,22.23025,17.84615,17.115099999999998,24.5488,14.329600000000001,20.569599999999998
pro,512k,fp32,32,131075,0.23046875,23.67975,19.023799999999998,20.35995,57.26235,24.368,22.04
pro,512k,fp32,64,131075,0.23046875,28.865599999999997,24.52,23.335900000000002,84.76944999999999,37.10395,27.952
pro,512k,fp32,128,131075,0.23046875,38.8365,33.48135,35.08775,103.39835000000001,41.94075,44.38715
pro,512k,fp32,256,131075,0.23046875,67.0763,61.260400000000004,67.8491,201.9263,63.864,82.68960000000001
pro,512k,fp32,512,131075,0.23046875,119.2566,107.96075,138.52685,363.91655,110.74395,144.59835
