cell,N,model,BS,cand_us,pr_us,speedup,exact
pro_1024k_L46,262127,pro,64,36.855,38.847699999999996,1.0541,OK
pro_1024k_L46,262127,pro,128,62.839,63.27,1.0069,OK
pro_1024k_L46,262127,pro,256,118.026,111.54485000000001,0.9451,OK
pro_1024k_L46,262127,pro,512,223.29,204.16639999999998,0.9144,OK
pro_1024k_L46,262127,pro,1024,406.929,384.35225,0.9445,OK
v32_4k_L14,4111,v32,1,6.021,11.95505,1.9855,OK
v32_4k_L14,4111,v32,2,5.961,11.931149999999999,2.0016,OK
v32_4k_L14,4111,v32,4,6.309,11.803049999999999,1.8708,OK
v32_4k_L14,4111,v32,8,6.322,11.732700000000001,1.8559,OK
v32_4k_L14,4111,v32,16,6.6,11.767850000000001,1.7831,OK
v32_4k_L14,4111,v32,32,6.708,11.7935,1.7582,OK
v32_4k_L14,4111,v32,64,6.872,11.98715,1.7445,OK
v32_4k_L14,4111,v32,128,7.153,12.3758,1.7303,OK
v32_4k_L14,4111,v32,256,12.415,14.83985,1.1953,OK
v32_4k_L14,4111,v32,512,22.194,27.2894,1.2296,OK
v32_4k_L14,4111,v32,1024,40.118,48.8506,1.2177,OK
v32_4k_L34,4111,v32,1,7.158,11.8943,1.6616,OK
v32_4k_L34,4111,v32,2,7.242,11.862200000000001,1.6379,OK
v32_4k_L34,4111,v32,4,7.254,11.8111,1.6282,OK
v32_4k_L34,4111,v32,8,7.314,11.63025,1.5902,OK
v32_4k_L34,4111,v32,16,7.634,11.63995,1.5248,OK
v32_4k_L34,4111,v32,32,7.781,11.7615,1.5116,OK
v32_4k_L34,4111,v32,64,7.864,11.9311,1.5173,OK
v32_4k_L34,4111,v32,128,8.164,12.3261,1.5097,OK
v32_4k_L34,4111,v32,256,12.379,14.81425,1.1968,OK
v32_4k_L34,4111,v32,512,22.106,27.134,1.2275,OK
v32_4k_L34,4111,v32,1024,39.989,48.54825,1.214,OK
v32_4k_L54,4111,v32,1,6.522,11.3376,1.7385,OK
v32_4k_L54,4111,v32,2,6.485,11.17235,1.7228,OK
v32_4k_L54,4111,v32,4,6.495,11.1328,1.714,OK
v32_4k_L54,4111,v32,8,6.562,11.30695,1.723,OK
v32_4k_L54,4111,v32,16,6.543,11.4841,1.7553,OK
v32_4k_L54,4111,v32,32,6.678,11.70715,1.7532,OK
v32_4k_L54,4111,v32,64,6.811,11.97225,1.7578,OK
v32_4k_L54,4111,v32,128,7.084,12.52785,1.7684,OK
v32_4k_L54,4111,v32,256,12.316,15.0622,1.223,OK
v32_4k_L54,4111,v32,512,21.89,27.551650000000002,1.2586,OK
v32_4k_L54,4111,v32,1024,39.651,49.812050000000006,1.2562,OK
v32_8k_L14,8207,v32,1,8.23,12.6334,1.5351,OK
v32_8k_L14,8207,v32,2,8.262,12.60155,1.5253,OK
v32_8k_L14,8207,v32,4,8.263,12.6766,1.5342,OK
v32_8k_L14,8207,v32,8,8.322,12.499049999999999,1.5019,OK
v32_8k_L14,8207,v32,16,8.374,12.5518,1.499,OK
v32_8k_L14,8207,v32,32,8.511,12.55665,1.4753,OK
v32_8k_L14,8207,v32,64,8.699,12.87505,1.4801,OK
v32_8k_L14,8207,v32,128,9.127,13.40955,1.4692,OK
v32_8k_L14,8207,v32,256,13.042,16.3486,1.2535,OK
v32_8k_L14,8207,v32,512,22.807,30.3325,1.3299,OK
v32_8k_L14,8207,v32,1024,39.131,54.852199999999996,1.4018,OK
v32_8k_L34,8207,v32,1,8.345,13.849450000000001,1.6596,OK
v32_8k_L34,8207,v32,2,8.522,13.6846,1.6058,OK
v32_8k_L34,8207,v32,4,8.586,13.9341,1.623,OK
v32_8k_L34,8207,v32,8,8.559,13.831700000000001,1.6161,OK
v32_8k_L34,8207,v32,16,8.862,13.63185,1.5382,OK
v32_8k_L34,8207,v32,32,9.076,13.900649999999999,1.5316,OK
v32_8k_L34,8207,v32,64,9.243,14.1052,1.5261,OK
v32_8k_L34,8207,v32,128,9.771,14.703899999999999,1.5048,OK
v32_8k_L34,8207,v32,256,13.898,18.47275,1.3292,OK
v32_8k_L34,8207,v32,512,24.444,34.041199999999996,1.3926,OK
v32_8k_L34,8207,v32,1024,42.624,60.361,1.4161,OK
v32_8k_L54,8207,v32,1,8.893,12.1967,1.3714,OK
v32_8k_L54,8207,v32,2,9.072,12.35025,1.3614,OK
v32_8k_L54,8207,v32,4,9.071,12.136,1.338,OK
v32_8k_L54,8207,v32,8,9.084,12.14545,1.337,OK
v32_8k_L54,8207,v32,16,9.398,12.5008,1.3302,OK
v32_8k_L54,8207,v32,32,9.622,12.84605,1.335,OK
v32_8k_L54,8207,v32,64,9.838,13.0911,1.3307,OK
v32_8k_L54,8207,v32,128,10.319,13.84765,1.342,OK
v32_8k_L54,8207,v32,256,13.219,16.9757,1.2842,OK
v32_8k_L54,8207,v32,512,23.111,31.31155,1.3548,OK
v32_8k_L54,8207,v32,1024,40.012,57.0056,1.4247,OK
v32_16k_L14,16399,v32,1,10.628,14.3599,1.3512,OK
v32_16k_L14,16399,v32,2,10.644,14.553450000000002,1.3673,OK
v32_16k_L14,16399,v32,4,10.772,14.25255,1.3231,OK
v32_16k_L14,16399,v32,8,10.736,14.25265,1.3276,OK
v32_16k_L14,16399,v32,16,10.77,14.46385,1.343,OK
v32_16k_L14,16399,v32,32,10.934,14.6749,1.3421,OK
v32_16k_L14,16399,v32,64,11.465,15.0015,1.3084,OK
v32_16k_L14,16399,v32,128,12.362,15.702200000000001,1.2702,OK
v32_16k_L14,16399,v32,256,17.886,19.95025,1.1154,OK
v32_16k_L14,16399,v32,512,31.527,37.148300000000006,1.1783,OK
v32_16k_L14,16399,v32,1024,53.625,66.16555,1.2339,OK
v32_16k_L34,16399,v32,1,11.739,13.833450000000001,1.1784,OK
v32_16k_L34,16399,v32,2,11.297,13.96625,1.2363,OK
v32_16k_L34,16399,v32,4,11.217,13.70065,1.2214,OK
v32_16k_L34,16399,v32,8,11.274,13.8575,1.2291,OK
v32_16k_L34,16399,v32,16,11.364,13.9454,1.2272,OK
v32_16k_L34,16399,v32,32,11.586,14.16615,1.2227,OK
v32_16k_L34,16399,v32,64,12.143,14.55975,1.199,OK
v32_16k_L34,16399,v32,128,13.105,15.3758,1.1733,OK
v32_16k_L34,16399,v32,256,17.316,20.302400000000002,1.1724,OK
v32_16k_L34,16399,v32,512,30.046,37.6443,1.2529,OK
v32_16k_L34,16399,v32,1024,50.732,68.81830000000001,1.3565,OK
v32_16k_L54,16399,v32,1,10.136,14.10375,1.3915,OK
v32_16k_L54,16399,v32,2,10.119,13.93745,1.3774,OK
v32_16k_L54,16399,v32,4,10.136,14.1919,1.4001,OK
v32_16k_L54,16399,v32,8,10.148,13.999799999999999,1.3795,OK
v32_16k_L54,16399,v32,16,10.477,14.39505,1.3739,OK
v32_16k_L54,16399,v32,32,10.729,14.755,1.3752,OK
v32_16k_L54,16399,v32,64,11.324,15.1806,1.3406,OK
v32_16k_L54,16399,v32,128,12.328,16.09105,1.3053,OK
v32_16k_L54,16399,v32,256,19.321,20.3789,1.0547,OK
v32_16k_L54,16399,v32,512,34.307,38.36425,1.1183,OK
v32_16k_L54,16399,v32,1024,58.924,68.8887,1.1691,OK
v32_32k_L14,32783,v32,1,10.784,17.4206,1.6154,OK
v32_32k_L14,32783,v32,2,10.846,17.1438,1.5807,OK
v32_32k_L14,32783,v32,4,11.151,17.318150000000003,1.553,OK
v32_32k_L14,32783,v32,8,11.279,17.258950000000002,1.5301,OK
v32_32k_L14,32783,v32,16,12.9,17.252650000000003,1.3374,OK
v32_32k_L14,32783,v32,32,13.389,17.6334,1.317,OK
v32_32k_L14,32783,v32,64,13.94,18.043,1.2944,OK
v32_32k_L14,32783,v32,128,15.6,19.08935,1.2237,OK
v32_32k_L14,32783,v32,256,25.134,25.5245,1.0155,OK
v32_32k_L14,32783,v32,512,44.228,48.09075,1.0873,OK
v32_32k_L14,32783,v32,1024,71.545,82.9222,1.159,OK
v32_32k_L34,32783,v32,1,10.525,16.98205,1.6135,OK
v32_32k_L34,32783,v32,2,10.512,16.63655,1.5826,OK
v32_32k_L34,32783,v32,4,10.561,16.70055,1.5814,OK
v32_32k_L34,32783,v32,8,10.733,16.91345,1.5758,OK
v32_32k_L34,32783,v32,16,14.194,16.77735,1.182,OK
v32_32k_L34,32783,v32,32,14.546,17.24425,1.1855,OK
v32_32k_L34,32783,v32,64,15.087,17.56945,1.1646,OK
v32_32k_L34,32783,v32,128,16.852,18.86215,1.1193,OK
v32_32k_L34,32783,v32,256,26.075,26.2093,1.0052,OK
v32_32k_L34,32783,v32,512,46.323,48.8715,1.055,OK
v32_32k_L34,32783,v32,1024,74.963,85.80375,1.1446,OK
v32_32k_L54,32783,v32,1,12.979,16.89905,1.302,OK
v32_32k_L54,32783,v32,2,12.909,16.5917,1.2853,OK
v32_32k_L54,32783,v32,4,12.946,16.74225,1.2932,OK
v32_32k_L54,32783,v32,8,13.13,16.9533,1.2912,OK
v32_32k_L54,32783,v32,16,12.976,17.4894,1.3478,OK
v32_32k_L54,32783,v32,32,13.355,17.9198,1.3418,OK
v32_32k_L54,32783,v32,64,13.981,18.38375,1.3149,OK
v32_32k_L54,32783,v32,128,15.369,19.670099999999998,1.2799,OK
v32_32k_L54,32783,v32,256,24.985,25.956400000000002,1.0389,OK
v32_32k_L54,32783,v32,512,43.941,48.988150000000005,1.1149,OK
v32_32k_L54,32783,v32,1024,70.934,84.94460000000001,1.1975,OK
v32_64k_L14,65551,v32,1,12.372,19.315,1.5612,OK
v32_64k_L14,65551,v32,2,12.461,19.5422,1.5682,OK
v32_64k_L14,65551,v32,4,12.821,19.62695,1.5308,OK
v32_64k_L14,65551,v32,8,13.087,19.889400000000002,1.5198,OK
v32_64k_L14,65551,v32,16,16.859,20.3277,1.2057,OK
v32_64k_L14,65551,v32,32,17.487,21.1102,1.2072,OK
v32_64k_L14,65551,v32,64,19.199,23.6525,1.232,OK
v32_64k_L14,65551,v32,128,23.28,23.42375,1.0062,OK
v32_64k_L14,65551,v32,256,37.517,37.0032,0.9863,OK
v32_64k_L14,65551,v32,512,69.873,69.64395,0.9967,OK
v32_64k_L14,65551,v32,1024,112.902,115.17885000000001,1.0202,OK
v32_64k_L34,65551,v32,1,12.489,20.5581,1.646,OK
v32_64k_L34,65551,v32,2,12.598,20.763,1.6482,OK
v32_64k_L34,65551,v32,4,13.905,20.7677,1.4935,OK
v32_64k_L34,65551,v32,8,15.169,21.1182,1.3922,OK
v32_64k_L34,65551,v32,16,19.761,21.4142,1.0837,OK
v32_64k_L34,65551,v32,32,19.287,22.29725,1.1561,OK
v32_64k_L34,65551,v32,64,21.04,25.294150000000002,1.2022,OK
v32_64k_L34,65551,v32,128,24.53,24.313200000000002,0.9912,OK
v32_64k_L34,65551,v32,256,46.31,38.748400000000004,0.8367,OK
v32_64k_L34,65551,v32,512,85.188,73.77664999999999,0.866,OK
v32_64k_L34,65551,v32,1024,141.345,122.63369999999999,0.8676,OK
v32_64k_L54,65551,v32,1,12.454,18.980700000000002,1.5241,OK
v32_64k_L54,65551,v32,2,12.487,19.299049999999998,1.5455,OK
v32_64k_L54,65551,v32,4,12.57,19.59505,1.5589,OK
v32_64k_L54,65551,v32,8,12.841,19.83015,1.5443,OK
v32_64k_L54,65551,v32,16,16.805,20.332549999999998,1.2099,OK
v32_64k_L54,65551,v32,32,17.41,21.0892,1.2113,OK
v32_64k_L54,65551,v32,64,19.142,24.242900000000002,1.2665,OK
v32_64k_L54,65551,v32,128,23.422,25.0285,1.0686,OK
v32_64k_L54,65551,v32,256,46.354,39.21705,0.846,OK
v32_64k_L54,65551,v32,512,85.052,74.431,0.8751,OK
v32_64k_L54,65551,v32,1024,140.369,121.88155,0.8683,OK
v32_128k_L14,131087,v32,1,10.683,20.24775,1.8953,OK
v32_128k_L14,131087,v32,2,10.84,20.79975,1.9188,OK
v32_128k_L14,131087,v32,4,11.297,20.92455,1.8523,OK
v32_128k_L14,131087,v32,8,17.994,22.7181,1.2625,OK
v32_128k_L14,131087,v32,16,16.83,23.0798,1.3714,OK
v32_128k_L14,131087,v32,32,18.062,24.3549,1.3484,OK
v32_128k_L14,131087,v32,64,27.084,27.70205,1.0228,OK
v32_128k_L14,131087,v32,128,34.989,35.27425,1.0082,OK
v32_128k_L14,131087,v32,256,66.991,68.34635,1.0202,OK
v32_128k_L14,131087,v32,512,124.393,121.25935000000001,0.9748,OK
v32_128k_L14,131087,v32,1024,215.274,217.88375,1.0121,OK
v32_128k_L34,131087,v32,1,11.732,17.8861,1.5245,OK
v32_128k_L34,131087,v32,2,12.1,18.3214,1.5141,OK
v32_128k_L34,131087,v32,4,12.31,18.5326,1.5055,OK
v32_128k_L34,131087,v32,8,15.706,19.862099999999998,1.2646,OK
v32_128k_L34,131087,v32,16,17.868,20.20615,1.1309,OK
v32_128k_L34,131087,v32,32,19.227,21.635,1.1252,OK
v32_128k_L34,131087,v32,64,26.086,25.61105,0.9818,OK
v32_128k_L34,131087,v32,128,34.906,34.516349999999996,0.9888,OK
v32_128k_L34,131087,v32,256,66.889,67.41355,1.0078,OK
v32_128k_L34,131087,v32,512,124.304,120.0945,0.9661,OK
v32_128k_L34,131087,v32,1024,215.773,215.5556,0.999,OK
v32_128k_L54,131087,v32,1,10.414,19.687900000000003,1.8905,OK
v32_128k_L54,131087,v32,2,10.738,19.690900000000003,1.8338,OK
v32_128k_L54,131087,v32,4,10.996,20.13895,1.8314,OK
v32_128k_L54,131087,v32,8,12.777,21.1919,1.6586,OK
v32_128k_L54,131087,v32,16,16.171,21.603,1.3359,OK
v32_128k_L54,131087,v32,32,17.755,23.050900000000002,1.2983,OK
v32_128k_L54,131087,v32,64,23.134,27.042849999999998,1.169,OK
v32_128k_L54,131087,v32,128,33.308,34.6252,1.0395,OK
v32_128k_L54,131087,v32,256,64.201,67.20230000000001,1.0467,OK
v32_128k_L54,131087,v32,512,118.386,119.35195,1.0082,OK
v32_128k_L54,131087,v32,1024,205.05,215.43075,1.0506,OK
v32_256k_L14,163775,v32,1,10.766,21.593349999999997,2.0057,OK
v32_256k_L14,163775,v32,2,10.931,21.95015,2.0081,OK
v32_256k_L14,163775,v32,4,11.274,22.17415,1.9669,OK
v32_256k_L14,163775,v32,8,13.376,24.7885,1.8532,OK
v32_256k_L14,163775,v32,16,21.458,25.31805,1.1799,OK
v32_256k_L14,163775,v32,32,22.394,26.8796,1.2003,OK
v32_256k_L14,163775,v32,64,26.269,32.8204,1.2494,OK
v32_256k_L14,163775,v32,128,42.128,49.689,1.1795,OK
v32_256k_L14,163775,v32,256,79.417,103.25795,1.3002,OK
v32_256k_L14,163775,v32,512,145.252,187.82175,1.2931,OK
v32_256k_L14,163775,v32,1024,251.437,340.7911,1.3554,OK
v32_256k_L34,163775,v32,1,10.731,21.8669,2.0378,OK
v32_256k_L34,163775,v32,2,10.9,22.094,2.0269,OK
v32_256k_L34,163775,v32,4,11.471,22.2765,1.9419,OK
v32_256k_L34,163775,v32,8,12.335,23.7007,1.9215,OK
v32_256k_L34,163775,v32,16,19.429,24.282799999999998,1.2498,OK
v32_256k_L34,163775,v32,32,21.612,25.8349,1.1954,OK
v32_256k_L34,163775,v32,64,25.478,29.754849999999998,1.1679,OK
v32_256k_L34,163775,v32,128,41.107,45.28915,1.1017,OK
v32_256k_L34,163775,v32,256,78.058,82.0758,1.0515,OK
v32_256k_L34,163775,v32,512,143.074,148.78375,1.0399,OK
v32_256k_L34,163775,v32,1024,247.433,265.80940000000004,1.0743,OK
v32_256k_L54,163775,v32,1,10.329,19.6621,1.9036,OK
v32_256k_L54,163775,v32,2,10.781,19.92935,1.8486,OK
v32_256k_L54,163775,v32,4,11.056,20.350150000000003,1.8407,OK
v32_256k_L54,163775,v32,8,12.932,21.844450000000002,1.6891,OK
v32_256k_L54,163775,v32,16,20.518,22.4045,1.092,OK
v32_256k_L54,163775,v32,32,22.953,23.87975,1.0404,OK
v32_256k_L54,163775,v32,64,25.407,28.812450000000002,1.134,OK
v32_256k_L54,163775,v32,128,41.022,44.75305,1.091,OK
v32_256k_L54,163775,v32,256,77.822,79.6614,1.0236,OK
v32_256k_L54,163775,v32,512,142.876,143.9821,1.0077,OK
v32_256k_L54,163775,v32,1024,246.267,257.2125,1.0444,OK
