scenario,K,N,BS,hit_rate,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,flashinfer_topk_i32_cold_us,flashinfer_topk_i32_warm_us,sglang_v2_cold_span_us,sglang_v2_warm_span_us,anchor_ratio,rr_op21_hls_cold_us_adj,rr_op25_hls_cold_us_adj,rr_op26_r0auto_cold_us_adj,rr_gvr_multicta_cutedsl_cold_us_adj,rr_radix_single_cuda_cold_us_adj,rr_radix_multi_cuda_cold_us_adj
best,1024,65536,8,0.5498046875,32.707,30.651,20.705,19.848,26.568,25.62,9.691,8.608,13.432,12.21,13.336,11.928,9.691,8.608,0.9937,14.741,15.688,19.108,23.829,45.712,41.786
best,1024,65536,16,0.5498046875,33.046,30.901,21.208,19.806,26.684,25.899,18.507,14.95,16.861,15.659,16.515,15.113,18.507,14.95,0.9969,15.042,16.108,19.347,24.288,46.035,42.199
best,1024,65536,32,0.5498046875,33.689,31.01,25.123,23.291,27.102,26.034,19.166,15.058,18.701,17.01,18.207,16.363,19.166,15.058,0.9926,16.015,17.328,20.724,26.983,46.144,49.573
best,1024,65536,64,0.5498046875,34.355,31.285,32.624,30.336,27.574,26.224,19.598,15.206,22.302,19.476,21.497,18.81,19.598,15.206,0.9992,23.336,25.757,21.975,28.476,46.566,69.681
best,1024,65536,128,0.5498046875,37.305,32.089,61.158,57.999,28.651,26.724,21.373,15.577,32.321,27.392,31.48,26.702,21.373,15.577,0.9991,25.025,27.449,24.54,37.265,48.404,62.395
best,1024,65536,256,0.5498046875,60.073,47.24,118.656,113.321,45.624,42.218,31.539,25.724,49.913,38.748,47.919,36.997,31.539,25.724,0.9994,40.993,45.359,41.271,55.123,63.549,114.422
best,1024,65536,512,0.5498046875,198.662,185.869,205.625,202.274,82.903,80.332,58.433,50.65,90.716,82.724,84.754,77.218,58.433,50.65,1.0116,87.711,96.17,91.18,106.324,122.368,196.155
best,1024,65536,1024,0.5498046875,333.14,326.49,405.744,403.489,138.712,135.895,97.66,88.363,151.589,143.824,137.226,129.257,97.66,88.363,1.0199,130.22,140.648,133.965,176.794,187.802,352.942
best,1024,65536,2048,0.5498046875,578.981,581.206,813.045,812.236,270.554,271.435,177.353,169.763,288.846,281.307,258.554,250.683,177.353,169.763,1.0244,220.161,238.606,216.62,314.068,330.847,676.686
best,1024,131072,1,0.5498046875,27.43,24.869,19.213,18.377,45.046,44.165,11.209,9.455,15.184,13.55,15.048,13.346,11.209,9.455,0.9897,15.15,16.074,17.275,19.384,74.979,44.394
best,1024,131072,2,0.5498046875,27.256,24.862,19.069,18.412,44.889,44.202,11.264,9.484,15.331,13.596,15.296,13.384,11.264,9.484,0.9879,15.46,15.911,17.263,19.26,74.702,44.827
best,1024,131072,4,0.5498046875,27.331,24.823,20.45,19.641,44.825,44.219,11.454,9.892,15.75,14.009,15.766,13.81,11.454,9.892,0.9918,15.662,16.363,17.512,19.479,74.995,44.955
best,1024,131072,8,0.5498046875,27.604,24.914,21.326,20.001,44.737,44.277,11.765,9.991,16.065,14.05,16.089,13.86,11.765,9.991,0.9893,16.361,16.779,17.846,20.062,74.942,44.98
best,1024,131072,16,0.5498046875,28.12,25.111,24.878,23.112,44.972,44.586,14.221,12.883,21.235,18.886,20.646,18.207,14.221,12.883,0.985,16.698,17.4,18.415,20.829,75.053,46.106
best,1024,131072,32,0.5498046875,28.708,25.237,31.84,29.478,45.379,44.739,38.564,31.74,22.996,20.21,22.555,19.768,24.07,20.542,0.9994,17.766,18.308,21.534,24.655,75.046,54.287
best,1024,131072,64,0.5498046875,30.785,25.623,59.998,56.725,45.891,44.969,33.47,25.003,30.558,25.696,29.966,24.97,39.692,31.262,0.9975,25.1,25.749,24.278,27.937,76.891,80.191
best,1024,131072,128,0.5498046875,39.62,27.3,104.445,97.662,49.222,45.483,39.334,25.69,50.566,38.674,50.195,38.692,45.033,31.811,0.999,27.959,28.86,33.728,39.484,82.975,83.148
best,1024,131072,256,0.5498046875,91.17,79.409,203.215,198.54,77.914,74.594,59.592,49.896,91.239,80.3,86.569,76.473,61.583,52.063,1.0014,73.18,75.189,70.378,86.626,113.458,159.03
best,1024,131072,512,0.5498046875,187.79,162.086,366.986,362.99,144.184,140.742,105.153,95.023,162.353,152.513,150.853,140.701,111.207,100.629,0.9946,142.035,147.074,143.756,158.29,194.66,262.308
best,1024,131072,1024,0.5498046875,301.179,282.216,695.613,691.793,242.618,238.99,194.063,182.994,283.173,274.031,257.997,248.014,194.063,182.994,0.9978,221.795,225.313,224.246,286.698,308.715,470.945
best,1024,131072,2048,0.5498046875,548.559,538.309,1387.18,1382.376,467.395,463.673,345.308,334.441,540.288,531.398,490.566,480.959,345.308,334.441,0.9988,394.16,399.065,388.678,533.115,567.233,909.502
best,1024,262144,1,0.5498046875,42.345,38.614,19.102,18.36,80.303,80.121,13.811,11.339,18.024,15.214,18.065,15.124,13.811,11.339,0.9886,18.348,17.034,24.186,24.596,132.709,50.389
best,1024,262144,2,0.5498046875,41.972,38.627,19.777,19.086,80.135,80.235,13.838,11.38,18.144,15.232,18.25,15.197,13.838,11.38,0.9967,18.353,17.045,24.089,24.559,131.6,50.985
best,1024,262144,4,0.5498046875,42.246,38.62,19.829,18.587,80.018,80.223,14.23,11.789,18.747,15.647,18.83,15.606,14.23,11.789,0.9919,18.907,17.585,24.333,24.787,132.29,51.015
best,1024,262144,8,0.5498046875,42.502,38.755,24.409,22.667,80.033,80.342,14.677,11.906,19.198,15.734,19.393,15.679,14.677,11.906,0.994,19.407,18.029,24.805,25.482,132.034,51.088
best,1024,262144,16,0.5498046875,43.076,38.993,30.98,28.59,80.19,80.551,17.934,16.914,25.441,21.447,25.221,21.288,17.934,16.914,0.9981,19.848,20.05,25.627,26.678,131.836,52.95
best,1024,262144,32,0.5498046875,44.523,39.173,57.867,54.618,80.516,80.887,50.489,40.299,27.952,23.068,27.824,22.678,30.857,24.935,0.9994,21.171,21.348,32.242,34.57,133.051,64.734
best,1024,262144,64,0.5498046875,53.825,39.763,112.253,107.145,82.076,81.081,87.473,67.51,43.449,32.29,43.166,32.658,47.311,37.284,0.9901,38.089,38.113,40.909,43.174,143.295,100.375
best,1024,262144,128,0.5498046875,87.21,74.923,186.875,180.759,86.892,82.231,80.873,70.739,80.156,69.491,78.574,68.353,84.716,74.674,1.0004,42.232,42.328,67.816,87.453,176.481,133.906
best,1024,262144,256,0.5498046875,160.053,144.927,329.251,323.808,139.501,135.654,104.33,90.212,141.734,131.626,133.83,123.282,110.072,95.767,1.0,122.951,124.615,121.195,160.784,192.943,232.722
best,1024,262144,512,0.5498046875,331.015,305.46,649.442,644.292,261.754,256.804,191.507,176.404,260.139,249.632,245.314,234.061,203.455,185.606,1.0068,243.391,247.611,254.854,289.611,341.884,393.547
best,1024,262144,1024,0.5498046875,556.111,539.502,1292.227,1287.531,443.949,438.49,365.933,351.042,461.764,450.794,430.805,419.347,365.933,351.042,1.0022,401.465,402.409,403.665,547.153,565.199,697.906
best,1024,262144,2048,0.5498046875,1013.083,995.805,2534.522,2530.416,861.69,856.454,658.743,639.006,886.939,876.841,820.113,809.09,658.743,639.006,1.0,709.684,708.306,711.486,1016.407,992.825,1359.851
best,2048,8192,1,0.5498046875,13.586,12.137,8.186,7.45,,,5.762,4.763,11.698,10.952,11.189,10.483,5.762,4.763,0.9941,12.65,12.713,16.498,13.654,16.956,24.836
best,2048,8192,2,0.5498046875,13.526,12.111,8.242,7.482,,,5.731,4.819,11.829,11.088,11.241,10.577,5.731,4.819,0.998,12.51,12.619,16.486,13.507,17.13,24.752
best,2048,8192,4,0.5498046875,13.539,12.117,8.246,7.485,,,5.704,4.828,12.091,11.445,11.57,10.982,5.704,4.828,0.9874,12.572,12.583,16.422,13.47,17.131,24.642
best,2048,8192,8,0.5498046875,13.509,12.115,8.234,7.492,,,5.643,4.826,12.325,11.578,11.667,11.075,5.643,4.826,1.0042,12.47,12.619,16.286,13.475,17.055,24.777
best,2048,8192,16,0.5498046875,13.666,12.316,8.485,7.846,,,5.931,5.185,15.497,14.655,14.701,13.954,5.931,5.185,0.9904,12.774,12.803,16.475,13.663,17.153,25.274
best,2048,8192,32,0.5498046875,13.782,12.388,8.573,7.912,,,6.01,5.232,16.131,15.542,15.44,14.706,6.01,5.232,0.9965,12.768,12.869,16.543,13.741,17.486,25.454
best,2048,8192,64,0.5498046875,13.869,12.491,8.803,7.969,,,6.126,5.276,15.557,14.639,14.688,13.791,6.126,5.276,0.9943,12.975,12.925,16.639,13.863,17.325,36.961
best,2048,8192,128,0.5498046875,14.488,12.785,9.43,8.115,,,6.72,5.431,15.395,14.427,14.665,13.659,6.72,5.431,1.0073,13.458,13.549,17.038,14.498,17.76,43.315
best,2048,8192,256,0.5498046875,19.909,17.323,16.731,14.785,,,9.093,7.86,15.304,13.784,14.189,12.63,9.093,7.86,0.9923,17.143,17.162,24.175,18.03,25.786,80.334
best,2048,8192,512,0.5498046875,34.561,30.959,30.856,28.149,,,15.435,13.898,27.582,25.393,24.984,22.817,15.435,13.898,1.0,31.237,31.252,43.106,33.513,45.563,142.682
best,2048,8192,1024,0.5498046875,54.542,49.625,52.686,48.198,,,24.851,23.256,46.417,42.694,41.835,38.221,24.851,23.256,0.994,56.205,56.679,67.373,59.02,74.652,261.606
best,2048,8192,2048,0.5498046875,98.612,94.646,102.234,94.573,,,46.658,44.066,88.431,87.982,79.076,72.96,46.658,44.066,0.9977,102.009,101.89,121.27,109.363,141.283,519.163
best,2048,16384,1,0.5498046875,16.635,15.218,12.789,11.901,,,8.28,7.192,11.84,10.725,11.429,10.371,8.28,7.192,0.9906,14.928,15.066,14.919,16.621,21.302,27.779
best,2048,16384,2,0.5498046875,16.64,15.186,12.754,11.931,,,8.216,7.24,11.987,10.819,11.404,10.464,8.216,7.24,0.988,14.947,14.926,14.998,16.632,21.211,28.525
best,2048,16384,4,0.5498046875,16.661,15.177,12.752,11.933,,,8.179,7.236,12.23,11.209,11.736,10.852,8.179,7.236,0.9995,15.01,15.108,15.316,16.642,21.247,28.296
best,2048,16384,8,0.5498046875,16.697,15.177,12.792,11.938,,,8.192,7.254,12.349,11.258,11.907,10.884,8.192,7.254,0.9978,14.821,15.083,15.289,16.65,21.279,28.312
best,2048,16384,16,0.5498046875,16.816,15.391,13.061,12.315,,,8.571,7.628,14.754,13.803,14.229,13.24,8.571,7.628,0.9959,15.174,15.251,15.446,16.763,21.39,29.027
best,2048,16384,32,0.5498046875,16.989,15.469,13.189,12.387,,,8.669,7.699,15.704,14.697,14.921,14.043,8.669,7.699,0.9941,15.368,15.454,15.68,16.997,21.772,38.656
best,2048,16384,64,0.5498046875,17.478,15.588,13.554,12.447,,,8.966,7.776,14.805,13.663,14.115,13.096,8.966,7.776,0.9968,15.877,15.831,16.083,17.404,22.051,39.373
best,2048,16384,128,0.5498046875,18.405,15.89,14.379,12.655,,,9.886,8.082,18.523,16.842,17.201,15.606,9.886,8.082,0.9985,16.792,16.8,16.991,18.546,22.545,46.8
best,2048,16384,256,0.5498046875,27.467,22.51,26.249,23.736,,,14.283,12.28,20.901,18.41,18.731,16.118,14.283,12.28,0.9994,23.398,23.325,27.048,24.577,31.916,85.792
best,2048,16384,512,0.5498046875,48.441,41.318,49.635,45.831,,,24.198,22.391,37.757,33.616,33.389,29.494,24.198,22.391,1.0032,42.907,43.311,47.226,45.887,56.514,150.848
best,2048,16384,1024,0.5498046875,77.54,66.587,86.886,78.844,,,40.02,37.708,64.236,58.552,56.193,49.786,40.02,37.708,0.9996,77.057,77.198,76.827,79.316,91.497,275.03
best,2048,16384,2048,0.5498046875,137.965,133.584,168.848,164.828,,,74.801,74.288,121.055,119.485,105.799,103.278,74.801,74.288,0.9997,138.035,137.604,134.825,143.72,173.562,546.414
best,2048,32768,1,0.5498046875,19.211,17.314,18.008,17.078,,,12.765,10.402,11.653,10.93,11.264,10.63,12.765,10.402,0.9872,19.105,18.99,17.215,19.182,29.93,42.759
best,2048,32768,2,0.5498046875,19.211,17.285,18.099,17.066,,,12.665,10.424,11.681,10.993,11.322,10.699,12.665,10.424,0.9914,19.082,18.887,17.047,19.35,30.069,43.523
best,2048,32768,4,0.5498046875,19.197,17.276,20.429,19.695,,,12.717,10.444,12.09,11.386,11.694,11.11,12.717,10.444,0.9943,18.917,18.838,16.986,19.337,30.42,43.464
best,2048,32768,8,0.5498046875,19.305,17.27,20.926,19.967,,,12.768,10.455,12.219,11.451,11.874,11.172,12.768,10.455,0.989,19.038,19.156,17.071,19.283,30.497,43.523
best,2048,32768,16,0.5498046875,19.469,17.49,21.101,20.048,,,12.998,10.829,14.905,14.128,14.467,13.737,12.998,10.829,0.9961,19.196,19.402,17.384,19.451,30.55,43.167
best,2048,32768,32,0.5498046875,19.776,17.606,21.683,20.264,,,13.365,10.907,16.846,15.79,16.213,15.171,13.365,10.907,1.0033,19.463,19.582,17.638,19.676,30.88,49.875
best,2048,32768,64,0.5498046875,20.547,17.743,21.379,19.699,,,13.872,11.011,19.307,17.704,18.592,16.917,13.872,11.011,0.9988,20.237,20.27,18.503,20.505,31.499,69.109
best,2048,32768,128,0.5498046875,22.099,18.105,22.333,19.967,,,14.771,11.332,26.486,23.821,24.888,22.267,14.771,11.332,1.0023,21.798,21.929,20.275,22.089,32.183,52.824
best,2048,32768,256,0.5498046875,37.781,29.242,42.097,38.197,,,21.377,19.082,37.171,32.797,33.806,29.542,21.377,19.082,0.9971,32.462,32.393,32.092,32.891,43.833,96.845
best,2048,32768,512,0.5498046875,73.339,56.639,82.711,74.721,,,40.42,35.43,69.641,61.651,62.388,55.433,40.42,35.43,0.9964,62.22,61.789,60.534,61.99,78.78,168.659
best,2048,32768,1024,0.5498046875,115.887,106.947,145.082,138.153,,,66.61,62.738,117.662,114.847,104.916,101.493,66.61,62.738,0.9938,109.639,109.841,95.652,109.1,126.782,313.65
best,2048,32768,2048,0.5498046875,203.275,194.598,279.281,273.111,,,124.377,120.305,223.694,220.958,198.115,194.63,124.377,120.305,0.9965,192.747,193.249,166.922,198.407,234.732,613.164
best,2048,65536,1,0.5498046875,23.747,21.803,17.929,16.944,,,11.395,10.147,12.774,11.848,12.507,11.476,11.395,10.147,0.9856,15.747,16.248,19.798,19.422,48.295,45.401
best,2048,65536,2,0.5498046875,23.646,21.78,19.434,18.719,,,11.363,10.264,12.918,11.937,12.654,11.51,11.363,10.264,0.9897,16.166,16.491,19.446,19.279,48.171,46.186
best,2048,65536,4,0.5498046875,23.624,21.785,20.128,19.284,,,12.094,10.691,13.313,12.313,13.048,11.919,12.094,10.691,0.9954,16.414,16.384,19.429,19.347,48.327,45.665
best,2048,65536,8,0.5498046875,23.795,21.799,20.856,19.893,,,12.443,10.776,13.493,12.371,13.259,11.989,12.443,10.776,0.9925,16.812,16.795,19.839,19.795,48.114,45.668
best,2048,65536,16,0.5498046875,24.03,22.029,21.435,20.105,,,21.664,18.1,17.984,16.621,17.322,16.002,21.664,18.1,0.9943,17.062,16.968,19.937,19.998,48.33,45.819
best,2048,65536,32,0.5498046875,24.635,22.154,25.721,23.85,,,22.158,18.219,19.328,17.727,18.864,17.368,22.158,18.219,0.9945,18.001,17.645,20.621,21.985,48.747,53.546
best,2048,65536,64,0.5498046875,25.597,22.338,33.774,31.428,,,22.867,18.369,23.971,21.126,22.805,20.186,22.867,18.369,1.0017,24.26,24.309,21.886,23.248,49.061,73.471
best,2048,65536,128,0.5498046875,28.739,23.073,63.732,60.615,,,24.634,18.809,35.801,31.174,34.126,29.606,24.634,18.809,0.9977,26.817,26.916,25.21,28.751,51.022,65.469
best,2048,65536,256,0.5498046875,50.912,35.167,123.521,118.536,,,37.341,31.777,56.784,47.569,53.632,44.349,37.341,31.777,0.9987,49.232,49.314,47.22,44.075,67.095,120.543
best,2048,65536,512,0.5498046875,132.794,117.206,214.407,211.172,,,68.406,62.894,107.089,101.198,96.9,90.648,68.406,62.894,0.9998,92.656,92.408,106.166,82.058,127.106,204.945
best,2048,65536,1024,0.5498046875,209.555,196.731,423.964,421.252,,,113.69,106.776,185.386,179.21,158.285,152.355,113.69,106.776,1.0037,163.472,163.414,156.12,135.248,196.823,372.531
best,2048,65536,2048,0.5498046875,358.188,345.936,843.487,840.906,,,212.48,205.389,355.001,349.365,297.851,291.42,212.48,205.389,0.9971,293.077,291.308,262.648,242.558,360.365,731.883
best,2048,131072,1,0.5498046875,30.592,28.108,19.254,18.488,,,13.081,11.518,15.472,13.878,15.045,13.542,13.081,11.518,0.9965,16.912,17.365,19.476,19.732,77.748,48.512
best,2048,131072,2,0.5498046875,30.619,28.121,20.442,19.631,,,13.533,11.606,15.649,13.965,15.418,13.614,13.533,11.606,0.9932,17.323,17.719,19.615,19.792,78.584,49.516
best,2048,131072,4,0.5498046875,30.665,28.109,20.056,19.085,,,13.902,12.038,16.086,14.346,15.778,13.986,13.902,12.038,0.9955,17.87,17.746,19.903,20.119,77.907,49.112
best,2048,131072,8,0.5498046875,30.817,28.129,21.475,20.114,,,14.501,12.106,16.416,14.424,16.182,14.09,14.501,12.106,0.9945,18.212,18.036,20.129,20.524,78.0,49.155
best,2048,131072,16,0.5498046875,31.293,28.375,25.563,23.832,,,17.474,16.117,22.085,19.787,21.509,19.352,17.474,16.117,0.9941,18.589,18.414,20.621,21.131,77.741,49.778
best,2048,131072,32,0.5498046875,32.107,28.518,33.029,30.694,,,47.801,40.917,24.363,21.589,23.491,20.869,28.947,25.127,0.9999,19.501,19.484,23.734,26.31,78.291,58.791
best,2048,131072,64,0.5498046875,34.248,28.796,62.678,59.361,,,36.761,28.421,33.758,28.921,32.626,27.76,42.041,34.219,1.0015,31.854,31.741,26.012,29.502,80.021,85.129
best,2048,131072,128,0.5498046875,41.184,30.346,108.555,101.864,,,41.902,28.858,56.061,45.405,54.91,44.426,48.219,35.126,1.0013,37.197,37.207,35.809,41.136,86.974,86.617
best,2048,131072,256,0.5498046875,117.61,103.147,211.874,207.665,,,61.526,52.972,104.817,94.088,95.879,86.516,67.654,58.923,1.0026,84.22,84.263,79.937,105.179,117.401,166.198
best,2048,131072,512,0.5498046875,227.406,210.772,383.196,379.514,,,110.841,101.288,190.477,182.061,169.013,159.545,116.942,115.707,0.9892,158.185,158.113,164.247,184.49,204.305,278.691
best,2048,131072,1024,0.5498046875,375.183,362.559,728.29,723.869,,,191.6,180.015,330.161,321.586,287.708,278.465,191.6,180.015,1.0131,274.08,276.676,254.278,349.791,318.981,489.13
best,2048,131072,2048,0.5498046875,718.861,704.931,1453.766,1451.233,,,357.204,347.239,635.263,626.828,547.897,538.479,357.204,347.239,0.9978,517.763,515.949,455.507,670.215,594.603,964.143
best,2048,262144,1,0.5498046875,46.18,42.633,19.317,18.666,,,16.482,14.136,21.141,18.543,21.046,18.273,16.482,14.136,0.9925,17.652,18.114,23.487,25.232,135.987,55.696
best,2048,262144,2,0.5498046875,46.022,42.585,19.619,18.859,,,16.582,14.217,21.398,18.628,21.293,18.378,16.582,14.217,0.9941,17.854,18.081,23.526,25.182,136.108,56.856
best,2048,262144,4,0.5498046875,46.145,42.608,20.72,19.457,,,17.214,14.649,21.931,19.046,21.886,18.78,17.214,14.649,0.9934,18.594,18.417,23.758,25.438,135.64,56.734
best,2048,262144,8,0.5498046875,46.561,42.61,24.947,23.223,,,18.179,14.82,22.505,19.166,22.393,18.907,18.179,14.82,0.9894,21.986,22.018,24.318,26.045,136.278,56.92
best,2048,262144,16,0.5498046875,47.051,42.822,32.443,30.061,,,21.979,20.578,31.884,28.194,31.465,27.741,21.979,20.578,0.9966,22.35,22.354,24.93,27.121,135.594,58.901
best,2048,262144,32,0.5498046875,48.512,43.022,60.988,57.884,,,61.593,51.612,34.883,30.507,34.305,29.649,36.925,31.317,0.9993,23.509,23.496,31.103,37.531,136.61,71.456
best,2048,262144,64,0.5498046875,54.665,43.463,118.649,113.664,,,100.497,83.207,56.896,45.999,56.056,44.864,56.601,47.728,0.9996,50.645,50.97,39.521,45.442,144.718,106.882
best,2048,262144,128,0.5498046875,101.777,88.743,199.495,193.67,,,83.267,73.548,106.01,95.695,102.393,93.116,90.855,81.136,0.9994,69.964,69.892,68.248,101.611,179.573,138.53
best,2048,262144,256,0.5498046875,209.525,192.144,353.865,347.97,,,106.673,94.166,189.826,181.062,179.226,171.123,114.21,102.258,1.0012,135.787,136.392,131.491,200.442,197.822,242.817
best,2048,262144,512,0.5498046875,412.034,382.196,699.378,693.565,,,198.165,183.633,353.294,345.086,332.287,323.429,206.784,191.698,0.9817,261.924,251.836,269.849,362.531,347.003,406.541
best,2048,262144,1024,0.5498046875,739.019,716.229,1384.479,1378.585,,,378.618,364.356,618.537,608.274,570.129,561.037,378.618,364.356,0.9981,485.095,483.173,444.779,687.136,582.418,739.61
best,2048,262144,2048,0.5498046875,1342.089,1320.334,2739.088,2729.428,,,672.341,658.571,1198.717,1190.385,1098.047,1088.973,672.341,658.571,1.001,873.363,875.718,793.845,1314.312,1025.884,1435.919
real,512,4096,1,0.720703125,12.222,10.171,6.4,5.559,7.424,6.153,4.894,3.726,6.328,5.823,6.147,5.623,4.894,3.726,0.9678,10.302,10.98,9.544,12.055,14.099,35.034
real,512,4096,2,0.720703125,11.84,10.161,6.394,5.598,7.443,6.168,4.805,3.757,6.374,5.784,6.142,5.624,4.805,3.757,0.993,10.132,11.117,9.548,11.806,14.46,35.265
real,512,4096,4,0.720703125,11.629,10.186,6.517,5.616,7.458,6.2,4.822,3.804,6.384,5.786,6.21,5.632,4.822,3.804,1.0184,9.927,10.948,9.137,11.817,14.18,34.172
real,512,4096,8,0.720703125,11.782,10.2,6.53,5.624,7.381,6.2,4.816,3.814,6.67,6.156,6.501,6.0,4.816,3.814,1.0124,9.812,10.885,9.472,11.804,14.353,34.439
real,512,4096,16,0.720703125,11.883,10.528,6.643,5.976,7.448,6.564,4.787,4.163,6.787,6.198,6.605,6.031,4.787,4.163,1.0053,10.176,11.118,9.602,12.166,14.622,33.576
real,512,4096,32,0.720703125,11.976,10.713,6.785,6.06,7.545,6.613,4.869,4.224,6.878,6.312,6.734,6.086,4.869,4.224,1.0018,10.426,11.095,9.599,12.021,14.626,33.513
real,512,4096,64,0.720703125,12.16,10.794,6.958,6.084,7.728,6.657,4.978,4.259,7.038,6.333,6.818,6.114,4.978,4.259,1.0044,10.452,11.306,9.833,12.069,14.946,33.924
real,512,4096,128,0.720703125,12.465,11.015,7.568,6.474,7.998,6.774,5.318,4.383,7.307,6.472,7.101,6.235,5.318,4.383,1.0155,10.814,11.642,10.371,12.521,14.897,39.79
real,512,4096,256,0.720703125,16.004,13.972,13.28,11.572,10.643,9.113,6.923,5.967,10.134,9.114,9.757,8.771,6.923,5.967,1.0035,12.079,12.846,12.517,15.314,22.582,74.425
real,512,4096,512,0.720703125,27.742,24.926,24.276,21.682,18.723,16.417,11.648,10.309,18.102,16.51,17.101,15.682,11.648,10.309,0.9974,22.382,23.904,21.602,28.151,39.633,132.872
real,512,4096,1024,0.720703125,42.745,39.676,41.409,36.83,30.878,27.639,18.777,17.123,30.123,28.21,28.179,26.263,18.777,17.123,1.0045,33.608,35.679,33.334,49.243,65.039,242.214
real,512,4096,2048,0.720703125,77.681,73.317,79.428,72.111,57.046,51.519,34.092,31.922,56.426,53.397,52.591,49.41,34.092,31.922,1.001,57.32,60.852,58.541,91.113,124.928,480.135
real,512,8192,1,0.515625,11.986,10.406,7.747,7.227,8.443,7.286,5.489,4.495,11.112,10.381,10.811,10.117,5.489,4.495,1.0064,10.732,11.452,12.217,12.204,16.222,35.36
real,512,8192,2,0.515625,11.768,10.406,7.808,7.267,8.469,7.338,5.483,4.528,11.214,10.424,10.95,10.165,5.483,4.528,1.0483,10.617,11.548,11.833,11.683,16.449,34.879
real,512,8192,4,0.515625,11.937,10.41,7.864,7.273,8.385,7.359,5.419,4.543,11.525,10.805,11.213,10.55,5.419,4.543,1.0341,10.413,11.898,12.169,11.791,16.693,35.518
real,512,8192,8,0.515625,12.001,10.415,7.861,7.279,8.389,7.371,5.394,4.557,11.726,10.932,11.317,10.648,5.394,4.557,1.009,10.618,11.667,12.12,12.058,16.588,34.769
real,512,8192,16,0.515625,12.377,10.763,8.392,7.634,8.707,7.732,5.702,4.939,14.201,13.407,13.677,12.938,5.702,4.939,1.0048,10.923,11.816,12.817,12.349,17.206,34.975
real,512,8192,32,0.515625,12.609,10.939,8.489,7.71,8.835,7.797,5.736,5.003,14.685,14.075,14.354,13.623,5.736,5.003,1.0039,11.212,12.023,12.935,12.727,17.356,35.213
real,512,8192,64,0.515625,12.665,11.024,8.69,7.754,9.082,7.861,5.992,5.036,14.328,13.207,13.714,12.69,5.992,5.036,1.0152,11.16,12.058,13.046,12.725,17.475,35.807
real,512,8192,128,0.515625,13.51,11.236,9.373,7.901,9.768,8.161,6.507,5.172,14.19,12.919,13.693,12.53,6.507,5.172,0.9947,12.123,13.198,13.805,13.583,18.081,43.169
real,512,8192,256,0.515625,17.217,14.561,16.166,14.38,13.36,11.328,8.685,7.373,12.949,11.464,12.264,10.7,8.685,7.373,1.0014,15.109,15.848,17.274,16.659,25.867,78.694
real,512,8192,512,0.515625,29.993,26.083,29.955,27.209,23.061,20.56,14.302,12.868,22.992,20.91,21.657,19.362,14.302,12.868,1.0014,28.441,29.471,30.416,30.164,45.477,139.959
real,512,8192,1024,0.515625,45.945,41.393,50.776,46.561,37.572,33.938,23.392,21.517,38.656,34.928,36.235,32.362,23.392,21.517,1.0064,42.06,43.698,46.789,52.163,73.695,254.946
real,512,8192,2048,0.515625,82.689,77.763,98.562,91.384,70.618,64.545,42.977,40.657,73.745,67.18,68.842,61.712,42.977,40.657,1.0011,71.074,74.271,83.688,96.697,139.982,502.311
real,512,16384,1,0.669921875,14.867,13.505,11.998,11.37,11.277,10.068,7.176,6.102,11.83,10.739,11.512,10.514,7.176,6.102,1.0322,11.351,13.312,12.164,14.943,19.402,34.769
real,512,16384,2,0.669921875,14.966,13.489,12.07,11.392,11.176,10.178,7.176,6.147,11.861,10.822,11.585,10.565,7.176,6.147,1.031,11.386,13.5,12.518,14.88,19.775,35.047
real,512,16384,4,0.669921875,14.905,13.495,12.035,11.407,11.177,10.183,7.157,6.153,12.177,11.216,11.882,10.971,7.157,6.153,1.0176,11.366,13.232,12.278,14.961,19.912,35.076
real,512,16384,8,0.669921875,15.025,13.497,12.206,11.411,11.206,10.178,7.142,6.169,12.366,11.261,11.981,11.017,7.142,6.169,1.0214,11.542,13.467,12.36,15.207,20.124,35.145
real,512,16384,16,0.669921875,15.435,13.852,12.539,11.79,11.488,10.513,7.449,6.543,14.709,13.831,14.275,13.275,7.449,6.543,0.9977,12.067,13.744,12.821,15.319,20.325,34.279
real,512,16384,32,0.669921875,15.817,14.034,12.712,11.855,11.712,10.588,7.593,6.609,15.661,14.59,15.189,14.168,7.593,6.609,0.9981,12.197,14.181,13.242,15.854,20.94,35.05
real,512,16384,64,0.669921875,16.281,14.16,13.158,11.913,12.328,10.708,8.07,6.675,14.808,13.587,14.294,13.222,8.07,6.675,0.9972,12.601,14.659,13.537,16.22,21.353,37.22
real,512,16384,128,0.669921875,17.057,14.48,13.91,12.095,13.152,11.152,8.851,6.973,17.609,16.009,17.019,15.422,8.851,6.973,1.0009,13.416,15.299,14.459,17.173,21.7,44.504
real,512,16384,256,0.669921875,24.944,21.446,25.169,22.68,19.098,16.214,12.733,10.367,19.683,17.191,18.737,16.16,12.733,10.367,1.0026,18.342,20.624,18.683,23.188,30.747,81.94
