scenario,K,N,BS,hit_rate,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,sglang_v2_cold_us,sglang_v2_warm_us,flashinfer_topk_cold_us,flashinfer_topk_warm_us,flashinfer_topk_i32_cold_us,flashinfer_topk_i32_warm_us,sglang_v2_cold_span_us,sglang_v2_warm_span_us,anchor_ratio,rr_op21_hls_cold_us_adj,rr_op25_hls_cold_us_adj,rr_op26_r0auto_cold_us_adj,rr_gvr_multicta_cutedsl_cold_us_adj,rr_radix_single_cuda_cold_us_adj,rr_radix_multi_cuda_cold_us_adj
worst,512,8192,4,0.05078125,9.264,7.823,8.358,7.798,8.984,7.89,5.802,4.991,11.55,10.827,11.246,10.548,5.802,4.991,0.9886,10.813,11.567,11.684,9.116,16.566,34.616
worst,512,8192,8,0.05078125,9.416,7.847,8.411,7.807,8.909,7.907,5.801,5.01,11.606,10.88,11.289,10.616,5.801,5.01,0.9492,11.321,11.697,11.656,9.345,17.149,35.591
worst,512,8192,16,0.05078125,9.355,7.853,8.43,7.804,8.914,7.906,5.797,5.013,14.185,13.614,13.857,13.23,5.797,5.013,0.9922,11.114,11.629,11.474,9.288,16.508,33.852
worst,512,8192,32,0.05078125,9.502,7.9,8.51,7.852,8.993,7.947,5.841,5.044,14.776,14.084,13.984,13.35,5.841,5.044,1.0067,11.359,12.033,11.774,9.665,16.738,34.43
worst,512,8192,64,0.05078125,9.741,8.091,8.699,7.925,9.256,8.038,6.024,5.115,14.189,13.152,13.723,12.712,6.024,5.115,1.0072,11.533,12.194,12.059,9.816,17.087,34.972
worst,512,8192,128,0.05078125,10.253,8.185,9.323,8.015,9.765,8.246,6.477,5.195,14.006,12.85,13.579,12.463,6.477,5.195,1.0034,12.201,12.696,12.492,10.458,17.338,41.352
worst,512,8192,256,0.05078125,13.008,10.342,16.627,14.628,13.494,11.487,8.68,7.437,13.038,11.414,12.425,10.75,8.68,7.437,0.9967,15.186,15.098,15.77,12.542,25.395,76.398
worst,512,8192,512,0.05078125,22.761,18.306,30.537,27.767,23.246,20.813,14.477,13.011,22.947,20.834,21.662,19.392,14.477,13.011,1.0167,26.438,28.08,27.274,21.909,44.485,135.779
worst,512,8192,1024,0.05078125,34.451,28.721,51.806,47.471,38.339,34.424,23.581,21.719,38.62,35.043,36.145,32.513,23.581,21.719,1.007,39.741,41.232,43.636,39.124,73.38,251.349
worst,512,8192,2048,0.05078125,59.58,52.63,100.66,93.051,71.159,65.354,43.15,40.87,73.534,67.151,68.881,61.9,43.15,40.87,1.0038,69.7,70.423,76.036,71.126,137.342,487.309
worst,512,16384,1,0.05078125,10.442,9.071,12.318,11.762,11.57,10.468,7.557,6.522,12.242,11.196,11.934,10.935,7.557,6.522,0.9889,13.948,14.137,10.888,10.526,20.213,34.809
worst,512,16384,2,0.05078125,10.491,9.05,12.37,11.79,11.566,10.516,7.515,6.547,12.24,11.226,11.832,10.992,7.515,6.547,0.9892,13.886,13.942,11.034,10.371,20.701,35.684
worst,512,16384,4,0.05078125,10.478,9.155,12.542,11.822,11.608,10.57,7.542,6.578,12.254,11.252,11.877,10.996,7.542,6.578,0.9725,14.016,14.122,11.224,10.55,20.764,35.8
worst,512,16384,8,0.05078125,10.614,9.184,12.518,11.836,11.584,10.594,7.55,6.603,12.318,11.265,12.005,11.019,7.55,6.603,0.9798,14.043,14.546,11.341,10.791,20.711,35.723
worst,512,16384,16,0.05078125,10.696,9.179,12.568,11.848,11.598,10.592,7.584,6.601,14.907,14.098,14.443,13.521,7.584,6.601,0.9867,14.331,14.25,11.228,10.583,20.832,35.523
worst,512,16384,32,0.05078125,10.938,9.228,12.617,11.888,11.777,10.623,7.602,6.65,15.547,14.598,15.014,14.08,7.602,6.65,1.0037,14.387,14.837,11.341,10.913,20.7,34.778
worst,512,16384,64,0.05078125,11.488,9.454,13.089,11.988,12.297,10.904,7.982,6.802,14.696,13.583,14.28,13.236,7.982,6.802,0.9956,14.858,15.072,12.055,11.422,21.436,37.408
worst,512,16384,128,0.05078125,12.334,9.622,13.928,12.117,13.177,11.208,8.709,6.98,17.675,16.031,17.19,15.524,8.709,6.98,0.9997,15.687,15.714,12.946,12.501,21.826,44.736
worst,512,16384,256,0.05078125,16.165,12.563,25.067,22.694,18.811,16.29,12.39,10.402,19.725,17.197,18.816,16.176,12.39,10.402,1.0003,20.435,19.237,16.547,15.289,30.849,82.157
worst,512,16384,512,0.05078125,29.809,22.045,47.808,43.82,32.365,29.257,20.406,18.647,35.568,31.467,33.6,29.71,20.406,18.647,0.9944,37.602,36.432,29.59,27.493,54.04,144.192
worst,512,16384,1024,0.05078125,46.211,35.263,83.081,75.41,54.372,49.163,33.376,30.868,60.862,53.125,56.817,50.07,33.376,30.868,0.9977,57.872,55.279,47.467,49.392,87.272,262.601
worst,512,16384,2048,0.05078125,77.043,70.898,160.382,155.813,101.858,99.888,61.836,60.83,114.586,112.117,106.593,103.523,61.836,60.83,0.997,99.269,92.292,80.118,86.919,165.498,522.916
worst,512,32768,1,0.05078125,12.494,10.713,16.675,16.025,16.443,15.372,11.472,9.247,11.616,10.878,11.368,10.688,11.472,9.247,0.9827,16.092,17.933,13.619,12.316,27.725,37.605
worst,512,32768,2,0.05078125,12.571,10.713,16.307,15.682,16.314,15.386,11.336,9.273,11.68,10.907,11.398,10.687,11.336,9.273,1.0053,15.96,18.489,12.986,12.611,27.811,37.812
worst,512,32768,4,0.05078125,12.691,10.813,17.387,16.378,16.336,15.447,11.334,9.3,11.726,10.923,11.481,10.725,11.334,9.3,0.9656,16.436,18.36,13.466,12.478,28.34,37.641
worst,512,32768,8,0.05078125,12.792,10.843,20.347,19.387,16.344,15.485,11.486,9.341,11.79,10.944,11.542,10.751,11.486,9.341,0.9573,16.432,19.055,13.526,12.955,28.428,38.068
worst,512,32768,16,0.05078125,12.981,10.848,20.705,19.741,16.466,15.466,11.432,9.355,14.389,13.492,13.771,12.873,11.432,9.355,0.9847,16.531,18.974,13.543,13.076,28.478,37.718
worst,512,32768,32,0.05078125,13.285,10.916,21.28,19.78,16.814,15.554,11.79,9.407,15.68,14.536,15.243,14.161,11.79,9.407,0.992,16.756,19.097,13.963,13.158,28.651,44.169
worst,512,32768,64,0.05078125,13.733,11.187,19.749,18.026,17.318,15.777,12.411,9.522,17.088,15.264,16.544,14.756,12.411,9.522,1.0068,17.224,19.392,14.191,13.766,28.61,61.798
worst,512,32768,128,0.05078125,14.942,11.424,20.587,18.226,18.104,16.125,13.195,9.752,21.219,18.456,20.741,18.0,13.195,9.752,0.9957,18.238,20.553,15.393,15.077,29.524,49.628
worst,512,32768,256,0.05078125,21.417,15.544,38.604,34.816,27.312,24.656,18.099,15.591,27.157,22.587,26.049,21.696,18.099,15.591,1.0002,24.739,24.754,21.622,20.336,40.482,91.094
worst,512,32768,512,0.05078125,41.825,28.038,75.919,67.908,48.345,44.844,34.102,28.018,49.552,41.234,47.093,39.552,34.102,28.018,0.9913,49.515,50.272,42.276,38.353,71.827,157.891
worst,512,32768,1024,0.05078125,64.2,55.081,133.405,125.427,80.836,79.07,58.63,52.023,83.553,79.084,78.958,74.285,58.63,52.023,0.9905,73.701,75.092,65.001,66.081,115.95,292.6
worst,512,32768,2048,0.05078125,104.876,96.407,254.89,247.377,152.543,150.873,103.925,97.275,156.291,151.959,144.645,140.333,103.925,97.275,0.9824,124.535,124.971,107.232,112.92,216.473,583.641
worst,512,65536,1,0.05078125,15.603,13.878,16.088,15.538,25.763,24.806,10.069,8.865,12.645,11.621,12.518,11.416,10.069,8.865,0.984,18.249,13.501,13.929,14.334,42.784,38.492
worst,512,65536,2,0.05078125,16.11,13.906,19.8,18.847,25.788,24.883,9.969,8.894,12.587,11.617,12.478,11.381,9.969,8.894,0.9737,18.854,13.94,14.449,15.026,44.547,40.669
worst,512,65536,4,0.05078125,15.925,14.016,19.43,18.635,25.736,24.933,10.094,8.854,12.683,11.63,12.558,11.403,10.094,8.854,0.9597,19.412,13.829,14.175,14.828,43.565,39.6
worst,512,65536,8,0.05078125,15.873,14.009,19.909,18.953,25.669,25.003,10.571,8.934,12.833,11.695,12.755,11.435,10.571,8.934,0.9777,19.312,14.094,14.026,14.938,43.732,39.272
worst,512,65536,16,0.05078125,16.19,14.003,20.816,19.435,25.827,24.973,17.108,13.59,16.275,14.943,15.819,14.653,17.108,13.59,0.9968,19.219,14.515,14.52,15.286,43.107,38.904
worst,512,65536,32,0.05078125,16.784,14.091,24.787,23.005,26.153,25.085,17.622,13.672,17.531,15.869,16.973,15.273,17.622,13.672,0.994,20.245,15.349,15.794,16.367,44.136,47.097
worst,512,65536,64,0.05078125,17.755,14.488,31.566,29.154,26.645,25.302,18.177,13.839,20.289,17.494,19.833,16.939,18.177,13.839,0.9993,21.957,21.317,17.069,17.457,44.132,66.061
worst,512,65536,128,0.05078125,20.44,15.006,59.335,56.02,27.84,25.721,19.957,14.168,27.519,22.689,27.318,22.551,19.957,14.168,1.005,23.082,22.534,19.807,20.446,46.03,60.036
worst,512,65536,256,0.05078125,33.979,21.632,114.759,109.38,43.639,40.615,29.169,23.362,40.971,29.707,40.14,29.248,29.169,23.362,0.994,36.91,38.004,32.884,32.334,60.297,110.149
worst,512,65536,512,0.05078125,76.415,64.052,199.563,196.014,79.584,76.768,54.671,46.042,74.031,64.685,71.386,61.722,54.671,46.042,1.0015,83.194,81.677,74.582,60.592,117.107,187.265
worst,512,65536,1024,0.05078125,123.018,106.508,393.274,389.961,132.703,130.069,91.297,80.502,120.573,111.89,112.721,103.738,91.297,80.502,0.9928,127.642,124.112,116.38,103.399,181.845,342.05
worst,512,65536,2048,0.05078125,199.531,190.403,782.447,779.122,253.522,250.869,160.107,149.561,221.239,212.811,204.827,195.8,160.107,149.561,0.9925,212.435,207.669,184.841,166.136,327.648,672.769
worst,512,131072,1,0.05078125,19.365,17.1,19.302,18.546,43.582,42.894,11.074,9.498,15.005,13.366,14.841,13.27,11.074,9.498,0.9856,20.753,13.783,14.945,13.827,72.452,42.312
worst,512,131072,2,0.05078125,19.776,17.06,19.625,18.918,43.481,42.951,11.041,9.502,14.992,13.325,15.073,13.212,11.041,9.502,0.9793,21.221,14.547,15.428,14.302,73.053,43.278
worst,512,131072,4,0.05078125,19.454,17.14,20.274,19.206,43.433,43.064,11.358,9.494,15.192,13.347,15.168,13.235,11.358,9.494,0.9834,21.511,14.399,15.098,14.179,72.681,42.864
worst,512,131072,8,0.05078125,20.182,17.199,20.744,19.211,43.451,43.102,11.36,9.567,15.454,13.387,15.581,13.284,11.36,9.567,0.9559,22.614,14.943,15.894,14.841,73.719,43.799
worst,512,131072,16,0.05078125,20.437,17.209,24.272,22.493,43.558,43.107,14.168,12.765,20.568,18.032,20.182,17.966,14.168,12.765,0.9855,22.353,16.213,16.485,15.708,73.748,44.283
worst,512,131072,32,0.05078125,20.881,17.365,31.47,29.196,43.875,43.219,35.454,29.652,21.926,18.927,21.435,18.744,22.952,19.835,1.0002,23.417,17.386,19.734,18.472,71.925,51.027
worst,512,131072,64,0.05078125,23.381,18.06,59.555,56.271,44.398,43.471,32.296,23.95,28.342,23.661,28.027,23.367,38.128,30.112,0.9921,31.662,30.571,22.92,21.815,74.083,76.137
worst,512,131072,128,0.05078125,30.904,18.908,104.258,97.883,47.631,43.859,38.171,24.222,46.092,34.803,46.401,35.249,43.39,29.876,1.0003,34.895,35.133,31.774,30.804,79.906,79.684
worst,512,131072,256,0.05078125,64.129,52.748,203.388,199.126,76.108,72.966,59.841,50.125,82.633,71.533,80.164,69.519,66.507,57.635,0.9998,69.822,70.376,63.76,61.298,110.44,154.527
worst,512,131072,512,0.05078125,130.178,110.086,367.44,363.226,139.707,137.901,104.722,94.374,144.635,134.653,138.143,127.782,111.596,100.342,1.002,146.38,135.755,132.679,109.311,188.51,252.031
worst,512,131072,1024,0.05078125,204.123,192.1,695.257,691.389,234.583,231.358,190.987,179.758,253.082,243.267,237.598,227.352,190.987,179.758,1.0064,213.763,211.128,202.374,196.979,297.434,448.027
worst,512,131072,2048,0.05078125,358.891,348.361,1381.014,1377.107,451.796,448.396,343.09,331.65,482.688,473.078,453.351,442.65,343.09,331.65,0.9998,381.257,376.022,351.477,359.913,550.029,869.252
worst,512,262144,1,0.05078125,29.848,26.453,19.31,18.591,78.577,78.359,15.909,12.673,20.256,17.631,20.403,17.586,15.909,12.673,0.9944,27.04,15.817,18.07,17.093,128.031,46.509
worst,512,262144,2,0.05078125,30.571,26.472,19.821,18.959,78.562,78.475,15.025,12.715,20.353,17.647,20.448,17.594,15.025,12.715,0.9721,28.086,16.409,18.867,17.614,132.857,48.576
worst,512,262144,4,0.05078125,29.956,26.557,20.733,19.284,78.486,78.639,15.272,12.739,20.617,17.643,20.72,17.595,15.272,12.739,0.9943,27.809,16.199,18.44,17.532,128.837,47.393
worst,512,262144,8,0.05078125,30.414,26.647,24.158,22.409,78.526,78.737,16.264,12.867,21.019,17.727,21.129,17.67,16.264,12.867,0.9939,28.141,16.539,18.85,18.061,130.843,48.672
worst,512,262144,16,0.05078125,30.838,26.641,31.385,28.99,78.666,78.729,18.942,18.602,28.392,25.055,28.505,24.827,18.942,18.602,1.0039,28.376,28.082,19.958,19.247,129.658,49.78
worst,512,262144,32,0.05078125,32.349,26.796,59.121,55.957,78.998,78.919,53.204,43.978,31.094,26.511,31.062,26.096,32.31,27.043,1.0004,30.359,30.03,26.902,25.513,130.121,60.696
worst,512,262144,64,0.05078125,40.779,27.891,115.212,109.498,80.37,79.216,88.546,70.801,49.235,38.658,49.284,38.77,49.556,40.272,0.9816,53.144,52.4,35.951,35.082,142.192,93.503
worst,512,262144,128,0.05078125,61.559,50.267,195.227,189.546,85.018,80.889,80.879,70.653,89.034,78.9,89.431,79.445,89.575,76.917,0.9959,67.499,67.369,61.461,61.405,174.643,130.642
worst,512,262144,256,0.05078125,110.575,96.447,344.573,338.642,135.634,132.228,104.279,91.063,153.886,143.494,150.888,140.156,110.249,96.949,0.9981,117.943,119.726,109.58,106.701,190.359,226.641
worst,512,262144,512,0.05078125,229.415,209.732,679.822,673.893,254.466,249.918,191.869,176.7,283.616,272.884,276.143,264.36,198.013,184.268,1.0038,247.03,251.485,232.362,197.596,331.002,376.508
worst,512,262144,1024,0.05078125,370.419,355.482,1352.532,1346.75,430.532,425.593,364.168,349.421,491.45,480.443,476.056,464.659,364.168,349.421,1.0017,390.92,389.592,370.786,368.313,557.538,679.955
worst,512,262144,2048,0.05078125,661.377,646.42,2663.707,2657.926,837.798,834.181,652.79,637.759,944.714,934.139,908.81,897.399,652.79,637.759,1.0024,688.566,685.141,651.632,675.652,977.419,1316.096
worst,1024,4096,1,0.0498046875,11.496,10.226,6.577,5.996,7.632,7.393,4.931,4.211,7.338,6.833,7.024,6.54,4.931,4.211,0.9659,12.985,11.026,10.093,11.525,15.055,35.97
worst,1024,4096,2,0.0498046875,11.337,10.249,6.638,6.022,7.499,6.723,4.917,4.226,7.416,6.839,7.125,6.551,4.917,4.226,1.0023,12.527,11.101,10.088,11.719,15.201,35.715
worst,1024,4096,4,0.0498046875,11.485,10.303,6.665,6.044,7.533,6.738,4.913,4.238,7.453,6.878,7.101,6.563,4.913,4.238,0.978,12.9,11.109,10.109,11.826,15.307,35.835
worst,1024,4096,8,0.0498046875,11.341,10.333,6.731,6.049,7.517,6.753,4.91,4.248,7.486,6.915,7.15,6.582,4.91,4.248,0.9907,12.733,10.7,10.205,11.315,14.831,34.805
worst,1024,4096,16,0.0498046875,11.397,10.329,6.725,6.051,7.573,6.745,4.846,4.246,7.554,6.983,7.186,6.625,4.846,4.246,1.0013,12.75,10.72,10.324,11.366,14.772,34.43
worst,1024,4096,32,0.0498046875,11.395,10.388,6.814,6.08,7.632,6.774,4.95,4.284,7.614,7.026,7.27,6.655,4.95,4.284,1.0125,12.771,10.877,10.235,11.438,14.906,34.31
worst,1024,4096,64,0.0498046875,11.614,10.537,6.998,6.139,7.765,6.836,5.078,4.363,7.824,7.102,7.41,6.715,5.078,4.363,1.0182,12.848,11.208,10.394,11.719,15.121,35.011
worst,1024,4096,128,0.0498046875,12.089,10.65,7.499,6.488,8.086,6.914,5.355,4.427,8.038,7.219,7.622,6.809,5.355,4.427,1.0126,13.191,11.648,10.999,12.372,15.728,42.302
worst,1024,4096,256,0.0498046875,14.993,13.291,13.338,11.584,10.689,9.318,6.986,6.073,11.261,10.322,10.616,9.77,6.986,6.073,1.0051,15.988,12.383,13.262,14.595,23.212,77.204
worst,1024,4096,512,0.0498046875,26.094,23.738,24.449,21.772,18.984,16.736,11.816,10.509,20.317,18.781,18.761,17.604,11.816,10.509,1.002,28.275,22.661,22.919,26.717,40.747,137.556
worst,1024,4096,1024,0.0498046875,40.881,40.999,41.227,37.04,31.31,28.127,18.944,17.536,33.843,32.094,31.238,29.569,18.944,17.536,0.9875,44.43,35.289,35.698,48.35,67.825,254.148
worst,1024,4096,2048,0.0498046875,73.062,68.757,79.706,72.455,57.985,52.567,34.515,32.673,63.262,61.043,58.022,56.009,34.515,32.673,0.9977,78.806,59.74,62.957,86.962,129.116,497.308
worst,1024,8192,1,0.0498046875,9.501,8.308,8.203,7.716,8.582,7.697,5.638,4.958,11.694,10.881,11.371,10.596,5.638,4.958,0.9879,15.882,11.826,14.75,9.55,15.916,33.365
worst,1024,8192,2,0.0498046875,9.626,8.322,8.238,7.735,8.563,7.702,5.645,4.959,11.736,10.91,11.368,10.613,5.645,4.959,0.9798,16.134,11.94,14.836,9.845,16.498,34.541
worst,1024,8192,4,0.0498046875,9.686,8.401,8.235,7.757,8.568,7.741,5.621,4.98,11.707,10.916,11.392,10.607,5.621,4.98,0.9544,16.397,12.072,14.715,9.884,16.649,34.608
worst,1024,8192,8,0.0498046875,10.813,9.905,8.534,8.288,8.869,8.42,5.877,5.561,11.737,10.969,11.413,10.656,5.877,5.561,0.8671,18.237,13.624,16.699,11.184,18.843,39.112
worst,1024,8192,16,0.0498046875,9.699,8.433,8.355,7.771,8.672,7.749,5.579,5.002,14.609,13.834,13.725,13.003,5.579,5.002,1.0055,16.004,11.737,14.997,9.643,16.992,35.489
worst,1024,8192,32,0.0498046875,9.893,8.482,8.416,7.797,8.8,7.794,5.626,5.028,14.862,14.212,14.259,13.617,5.626,5.028,1.0186,16.1,11.901,15.094,9.938,16.886,35.14
worst,1024,8192,64,0.0498046875,10.365,8.658,8.731,7.874,9.104,7.889,5.933,5.11,14.309,13.317,13.713,12.74,5.933,5.11,0.987,16.788,12.525,15.717,10.309,17.557,36.565
worst,1024,8192,128,0.0498046875,10.865,8.756,9.306,7.961,9.611,8.109,6.445,5.2,14.368,13.242,13.821,12.593,6.445,5.2,0.993,17.346,13.109,16.22,10.848,17.657,42.738
worst,1024,8192,256,0.0498046875,13.821,11.412,16.437,14.512,13.504,11.414,8.762,7.514,13.363,11.743,12.446,10.744,8.762,7.514,0.9998,21.772,15.668,19.769,13.336,25.735,78.917
worst,1024,8192,512,0.0498046875,24.63,20.055,30.179,27.574,23.051,20.681,14.577,13.119,23.52,21.289,21.621,19.529,14.577,13.119,1.0037,37.665,27.772,35.233,23.347,45.32,140.661
worst,1024,8192,1024,0.0498046875,38.145,31.767,51.279,47.089,37.726,34.157,23.758,21.972,39.735,35.902,36.35,32.668,23.758,21.972,0.9804,59.833,43.93,55.668,42.13,74.454,259.634
worst,1024,8192,2048,0.0498046875,65.259,59.157,99.578,92.085,70.654,64.755,43.636,41.289,75.622,70.087,69.047,61.622,43.636,41.289,1.0022,106.539,72.967,99.411,75.194,138.303,500.979
worst,1024,16384,1,0.0498046875,13.816,12.516,12.576,12.008,11.688,10.854,7.73,6.904,12.64,11.574,12.371,11.277,7.73,6.904,0.9917,12.993,13.162,12.928,13.975,21.084,37.285
worst,1024,16384,2,0.0498046875,13.944,12.502,12.659,12.044,11.726,10.863,7.776,6.933,12.489,11.599,12.258,11.299,7.776,6.933,0.9698,13.174,13.18,13.189,13.995,21.251,37.417
worst,1024,16384,4,0.0498046875,13.889,12.593,12.68,12.078,11.744,10.884,7.705,6.954,12.608,11.606,12.28,11.301,7.705,6.954,0.9813,12.989,12.939,12.892,13.899,21.236,37.22
worst,1024,16384,8,0.0498046875,14.059,12.636,12.811,12.102,11.784,10.931,7.758,6.975,12.712,11.621,12.397,11.353,7.758,6.975,0.9703,13.092,13.188,13.19,14.105,21.517,37.513
worst,1024,16384,16,0.0498046875,14.171,12.627,12.797,12.099,11.859,10.952,7.75,6.979,15.696,15.014,15.245,14.466,7.75,6.979,0.9887,13.365,13.422,13.358,14.295,21.572,37.818
worst,1024,16384,32,0.0498046875,14.408,12.687,12.875,12.134,12.11,11.006,7.925,7.034,16.269,15.396,15.765,14.911,7.925,7.034,0.9939,13.526,13.591,13.617,14.411,21.948,37.693
worst,1024,16384,64,0.0498046875,14.859,12.916,13.152,12.227,12.544,11.298,8.264,7.178,15.83,14.75,14.905,14.405,8.264,7.178,0.9954,13.988,13.886,14.031,14.909,22.295,39.35
worst,1024,16384,128,0.0498046875,15.668,13.079,14.089,12.367,13.453,11.579,9.101,7.368,19.617,17.916,18.601,17.044,9.101,7.368,0.9996,14.892,14.8,14.647,15.502,22.625,46.59
worst,1024,16384,256,0.0498046875,20.851,17.062,25.872,25.202,19.96,19.243,13.501,12.612,27.001,26.594,25.377,24.968,13.501,12.612,1.0033,20.133,20.127,20.485,19.736,31.911,85.784
worst,1024,16384,512,0.0498046875,36.462,30.47,48.542,44.747,33.313,30.348,22.006,19.949,47.715,43.31,44.643,40.078,22.006,19.949,0.9992,36.43,37.57,36.356,36.51,56.292,151.14
worst,1024,16384,1024,0.0498046875,58.873,48.435,84.639,76.841,55.987,50.975,35.993,33.257,80.678,79.175,74.575,72.995,35.993,33.257,0.9868,58.276,58.817,59.32,65.135,90.056,272.255
worst,1024,16384,2048,0.0498046875,100.543,95.294,165.766,160.151,105.516,103.578,66.707,65.767,154.04,153.088,140.874,140.187,66.707,65.767,0.999,99.117,98.442,99.603,115.642,170.934,546.187
worst,1024,32768,1,0.0498046875,15.862,14.153,19.302,18.73,16.627,15.74,11.92,9.877,11.595,10.872,11.333,10.647,11.92,9.877,0.9882,20.318,15.112,16.54,15.866,28.736,38.127
worst,1024,32768,2,0.0498046875,15.894,14.155,20.034,19.28,16.526,15.783,11.795,9.903,11.653,10.896,11.361,10.648,11.795,9.903,0.983,20.413,15.261,16.462,15.964,28.67,39.444
worst,1024,32768,4,0.0498046875,16.089,14.255,20.046,19.307,16.611,15.826,11.902,9.949,11.661,10.908,11.398,10.659,11.902,9.949,0.9736,20.578,15.284,16.729,16.109,29.085,39.86
worst,1024,32768,8,0.0498046875,16.165,14.3,20.257,19.386,16.616,15.856,11.944,9.984,11.768,10.934,11.539,10.68,11.944,9.984,0.9758,20.418,15.521,16.838,16.133,29.279,39.645
worst,1024,32768,16,0.0498046875,16.241,14.295,20.638,19.549,16.803,15.888,11.984,9.997,14.427,13.577,13.762,12.806,11.984,9.997,0.9966,20.462,15.474,16.97,16.217,29.176,39.28
worst,1024,32768,32,0.0498046875,16.657,14.368,21.211,19.878,17.136,15.947,12.387,10.05,15.637,14.547,15.081,14.012,12.387,10.05,1.0014,20.777,15.82,17.348,16.733,29.672,46.159
worst,1024,32768,64,0.0498046875,17.382,14.641,19.376,17.914,17.581,16.178,12.832,10.166,16.68,14.993,15.981,14.294,12.832,10.166,1.0,21.403,16.395,17.865,17.325,30.077,64.113
worst,1024,32768,128,0.0498046875,20.212,20.996,20.499,18.111,18.449,16.598,13.745,10.4,21.224,18.376,20.272,17.502,13.745,10.4,0.9205,24.515,19.348,20.73,20.294,33.3,55.783
worst,1024,32768,256,0.0498046875,26.875,20.29,38.469,34.528,27.838,25.348,19.481,16.939,26.429,21.732,24.651,20.112,19.481,16.939,0.9988,31.407,27.378,28.02,25.759,41.878,94.183
worst,1024,32768,512,0.0498046875,48.492,36.919,75.487,67.322,49.871,46.292,36.564,30.954,48.587,39.813,44.572,36.638,36.564,30.954,1.0029,56.959,54.366,55.114,47.514,74.844,163.159
worst,1024,32768,1024,0.0498046875,76.186,68.954,132.194,124.469,83.526,81.746,61.652,55.852,82.094,77.829,74.63,69.944,61.652,55.852,0.998,89.941,81.287,80.879,81.483,119.746,300.25
worst,1024,32768,2048,0.0498046875,130.199,123.194,252.239,244.937,157.984,156.357,110.741,105.011,152.715,148.453,139.837,139.88,110.741,105.011,0.9988,159.367,136.657,137.634,142.981,221.576,591.331
worst,1024,65536,1,0.0498046875,20.019,18.074,19.598,19.004,26.424,25.763,10.377,9.384,13.235,12.269,13.094,11.992,10.377,9.384,0.9839,23.166,14.116,17.911,18.66,45.185,41.179
worst,1024,65536,2,0.0498046875,19.79,18.086,19.651,18.99,26.51,25.84,10.405,9.419,13.256,12.28,13.177,12.035,10.405,9.419,0.9824,22.999,14.151,17.756,18.407,45.206,41.712
worst,1024,65536,4,0.0498046875,20.11,18.141,20.168,19.293,26.507,25.877,10.45,9.415,13.347,12.29,13.253,12.028,10.45,9.415,0.977,23.696,14.406,18.05,18.583,46.549,42.479
worst,1024,65536,8,0.0498046875,20.169,18.209,20.742,19.766,26.534,25.951,10.563,9.447,13.477,12.339,13.342,12.052,10.563,9.447,0.9787,23.867,14.805,18.053,18.991,45.68,41.736
worst,1024,65536,16,0.0498046875,20.253,18.202,21.237,19.892,26.755,25.935,18.408,15.067,17.545,16.477,17.182,16.016,18.408,15.067,0.998,23.542,15.188,18.056,19.144,45.706,42.086
worst,1024,65536,32,0.0498046875,21.021,18.288,25.419,23.508,27.102,26.037,19.115,15.141,19.016,17.375,18.539,16.803,19.115,15.141,0.9929,24.721,16.193,19.173,20.499,45.947,49.169
worst,1024,65536,64,0.0498046875,21.851,18.667,32.981,30.628,27.558,26.288,19.637,15.309,22.99,20.131,22.224,19.564,19.637,15.309,0.9961,26.636,23.762,20.413,21.883,46.808,69.391
worst,1024,65536,128,0.0498046875,24.617,19.178,61.9,58.748,28.696,26.717,21.35,15.673,33.494,28.751,32.925,28.25,21.35,15.673,1.0017,28.164,25.234,23.293,24.614,48.507,62.59
worst,1024,65536,256,0.0498046875,39.6,27.194,119.946,114.657,45.392,42.089,31.633,25.838,52.654,42.031,50.55,40.194,31.633,25.838,1.0035,42.631,41.087,40.016,37.65,63.362,114.254
worst,1024,65536,512,0.0498046875,83.836,71.334,208.456,205.111,82.951,80.418,58.422,51.05,96.473,89.223,91.022,83.689,58.422,51.05,1.0059,94.32,89.25,89.08,71.453,121.347,194.506
worst,1024,65536,1024,0.0498046875,136.464,121.577,410.306,407.148,138.651,135.903,97.847,88.638,161.81,154.534,147.511,140.106,97.847,88.638,0.9968,140.594,133.762,134.601,117.934,190.856,359.058
worst,1024,65536,2048,0.0498046875,226.046,214.258,816.086,813.578,265.002,262.324,175.486,166.242,306.912,299.69,276.527,268.743,175.486,166.242,1.0045,238.322,227.818,221.669,203.255,340.171,696.284
worst,1024,131072,1,0.0498046875,20.635,18.409,19.752,18.892,45.04,44.444,12.088,10.516,15.274,13.672,15.107,13.522,12.088,10.516,0.99,23.313,15.032,18.027,14.837,73.869,43.754
worst,1024,131072,2,0.0498046875,20.733,18.408,19.864,18.984,44.932,44.532,11.979,10.504,15.285,13.667,15.265,13.519,11.979,10.504,0.9818,23.614,15.225,18.31,15.085,74.277,44.577
worst,1024,131072,4,0.0498046875,20.849,18.506,20.032,19.038,44.977,44.642,12.018,10.523,15.377,13.643,15.32,13.519,12.018,10.523,0.9837,23.626,15.427,18.468,15.193,75.103,44.84
