cell,N,model,BS,cand_us,pr_us,speedup,exact
v32_128k_L54,131087,v32,4,10.969,20.13895,1.8359,OK
v32_128k_L54,131087,v32,8,12.863,21.1919,1.6476,OK
v32_128k_L54,131087,v32,16,20.729,21.603,1.0422,OK
v32_128k_L54,131087,v32,32,21.793,23.050900000000002,1.0577,OK
v32_128k_L54,131087,v32,64,23.852,27.042849999999998,1.1338,OK
v32_128k_L54,131087,v32,128,33.431,34.6252,1.0357,OK
v32_128k_L54,131087,v32,256,64.169,67.20230000000001,1.0473,OK
v32_128k_L54,131087,v32,512,118.835,119.35195,1.0043,OK
v32_128k_L54,131087,v32,1024,205.104,215.43075,1.0504,OK
v32_256k_L14,163775,v32,1,10.793,21.593349999999997,2.0007,OK
v32_256k_L14,163775,v32,2,11.162,21.95015,1.9665,OK
v32_256k_L14,163775,v32,4,11.405,22.17415,1.9442,OK
v32_256k_L14,163775,v32,8,13.226,24.7885,1.8742,OK
v32_256k_L14,163775,v32,16,21.46,25.31805,1.1798,OK
v32_256k_L14,163775,v32,32,26.015,26.8796,1.0333,OK
v32_256k_L14,163775,v32,64,28.586,32.8204,1.1481,OK
v32_256k_L14,163775,v32,128,42.916,49.689,1.1578,OK
v32_256k_L14,163775,v32,256,81.5,103.25795,1.267,OK
v32_256k_L14,163775,v32,512,149.719,187.82175,1.2545,OK
v32_256k_L14,163775,v32,1024,257.892,340.7911,1.3215,OK
v32_256k_L34,163775,v32,1,10.866,21.8669,2.0123,OK
v32_256k_L34,163775,v32,2,10.976,22.094,2.0129,OK
v32_256k_L34,163775,v32,4,11.265,22.2765,1.9775,OK
v32_256k_L34,163775,v32,8,12.332,23.7007,1.9219,OK
v32_256k_L34,163775,v32,16,19.419,24.282799999999998,1.2505,OK
v32_256k_L34,163775,v32,32,23.599,25.8349,1.0947,OK
v32_256k_L34,163775,v32,64,26.024,29.754849999999998,1.1434,OK
v32_256k_L34,163775,v32,128,41.95,45.28915,1.0796,OK
v32_256k_L34,163775,v32,256,79.369,82.0758,1.0341,OK
v32_256k_L34,163775,v32,512,145.672,148.78375,1.0214,OK
v32_256k_L34,163775,v32,1024,250.762,265.80940000000004,1.06,OK
v32_256k_L54,163775,v32,1,10.34,19.6621,1.9016,OK
v32_256k_L54,163775,v32,2,10.786,19.92935,1.8478,OK
v32_256k_L54,163775,v32,4,11.035,20.350150000000003,1.8442,OK
v32_256k_L54,163775,v32,8,12.915,21.844450000000002,1.6914,OK
v32_256k_L54,163775,v32,16,20.491,22.4045,1.0934,OK
v32_256k_L54,163775,v32,32,24.725,23.87975,0.9658,OK
v32_256k_L54,163775,v32,64,27.308,28.812450000000002,1.0551,OK
v32_256k_L54,163775,v32,128,42.662,44.75305,1.049,OK
v32_256k_L54,163775,v32,256,80.845,79.6614,0.9854,OK
v32_256k_L54,163775,v32,512,149.007,143.9821,0.9663,OK
v32_256k_L54,163775,v32,1024,256.681,257.2125,1.0021,OK
