family,sweep,scenario,model,op,K,dtype,N,BS,isl,cr,hit,us,us_span,exact
real,bs,,pro,op26_r0auto,1024,fp32,65539,1,256k,4,0.3583984375,13.9454,13.9454,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,1,256k,4,0.3583984375,19.4528,19.4528,True
real,bs,,pro,sglang_v2,1024,fp32,65539,1,256k,4,0.3583984375,9.8704,9.8704,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,2,256k,4,0.3583984375,13.622399999999999,13.622399999999999,True
real,bs,,pro,gvr_base,1024,fp32,65539,2,256k,4,0.3583984375,16.91015,16.91015,True
real,bs,,pro,gvr_pr,1024,fp32,65539,2,256k,4,0.3583984375,14.931049999999999,14.931049999999999,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,2,256k,4,0.3583984375,14.1999,14.1999,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,2,256k,4,0.3583984375,19.686400000000003,19.686400000000003,True
real,bs,,pro,sglang_v2,1024,fp32,65539,2,256k,4,0.3583984375,9.955200000000001,9.955200000000001,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,4,256k,4,0.3583984375,13.944,13.944,True
real,bs,,pro,gvr_base,1024,fp32,65539,4,256k,4,0.3583984375,17.4142,17.4142,True
real,bs,,pro,gvr_pr,1024,fp32,65539,4,256k,4,0.3583984375,15.39655,15.39655,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,4,256k,4,0.3583984375,14.545399999999999,14.545399999999999,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,4,256k,4,0.3583984375,20.308799999999998,20.308799999999998,True
real,bs,,pro,sglang_v2,1024,fp32,65539,4,256k,4,0.3583984375,10.2192,10.2192,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,8,256k,4,0.3583984375,14.1392,14.1392,True
real,bs,,pro,gvr_base,1024,fp32,65539,8,256k,4,0.3583984375,17.8141,17.8141,True
real,bs,,pro,gvr_pr,1024,fp32,65539,8,256k,4,0.3583984375,15.76455,15.76455,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,8,256k,4,0.3583984375,14.75975,14.75975,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,8,256k,4,0.3583984375,20.2416,20.2416,True
real,bs,,pro,sglang_v2,1024,fp32,65539,8,256k,4,0.3583984375,10.3024,10.3024,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,16,256k,4,0.3583984375,16.942400000000003,16.942400000000003,True
real,bs,,pro,gvr_base,1024,fp32,65539,16,256k,4,0.3583984375,18.1647,18.1647,True
real,bs,,pro,gvr_pr,1024,fp32,65539,16,256k,4,0.3583984375,16.032,16.032,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,16,256k,4,0.3583984375,15.08305,15.08305,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,16,256k,4,0.3583984375,21.0592,21.0592,True
real,bs,,pro,sglang_v2,1024,fp32,65539,16,256k,4,0.3583984375,12.104,12.104,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,32,256k,4,0.3583984375,19.1152,19.1152,True
real,bs,,pro,gvr_base,1024,fp32,65539,32,256k,4,0.3583984375,19.113349999999997,19.113349999999997,True
real,bs,,pro,gvr_pr,1024,fp32,65539,32,256k,4,0.3583984375,17.02535,17.02535,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,32,256k,4,0.3583984375,16.299049999999998,16.299049999999998,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,32,256k,4,0.3583984375,30.3888,30.3888,True
real,bs,,pro,sglang_v2,1024,fp32,65539,32,256k,4,0.3583984375,20.528,22.6288,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,64,256k,4,0.3583984375,21.632,21.632,True
real,bs,,pro,gvr_base,1024,fp32,65539,64,256k,4,0.3583984375,21.50695,21.50695,True
real,bs,,pro,gvr_pr,1024,fp32,65539,64,256k,4,0.3583984375,19.2,19.2,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,64,256k,4,0.3583984375,17.683,17.683,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,64,256k,4,0.3583984375,57.864,57.864,True
real,bs,,pro,sglang_v2,1024,fp32,65539,64,256k,4,0.3583984375,21.088,23.1888,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,128,256k,4,0.3583984375,28.3184,28.3184,True
real,bs,,pro,gvr_base,1024,fp32,65539,128,256k,4,0.3583984375,22.46845,22.46845,True
real,bs,,pro,gvr_pr,1024,fp32,65539,128,256k,4,0.3583984375,21.281599999999997,21.281599999999997,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,128,256k,4,0.3583984375,25.995,25.995,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,128,256k,4,0.3583984375,59.9216,59.9216,True
real,bs,,pro,sglang_v2,1024,fp32,65539,128,256k,4,0.3583984375,22.531200000000002,25.0656,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,256,256k,4,0.3583984375,41.97285,41.97285,True
real,bs,,pro,gvr_base,1024,fp32,65539,256,256k,4,0.3583984375,36.1051,36.1051,True
real,bs,,pro,gvr_pr,1024,fp32,65539,256,256k,4,0.3583984375,33.04435,33.04435,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,256,256k,4,0.3583984375,41.23945,41.23945,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,256,256k,4,0.3583984375,115.8528,115.8528,True
real,bs,,pro,sglang_v2,1024,fp32,65539,256,256k,4,0.3583984375,31.7664,33.6336,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,512,256k,4,0.3583984375,74.98885,74.98885,True
real,bs,,pro,gvr_base,1024,fp32,65539,512,256k,4,0.3583984375,67.66314999999999,67.66314999999999,True
real,bs,,pro,gvr_pr,1024,fp32,65539,512,256k,4,0.3583984375,62.20245,62.20245,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,512,256k,4,0.3583984375,91.45165,91.45165,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,512,256k,4,0.3583984375,200.23520000000002,200.23520000000002,True
real,bs,,pro,sglang_v2,1024,fp32,65539,512,256k,4,0.3583984375,57.608,59.944,True
real,bs,,pro,flashinfer_topk,1024,fp32,65539,1024,256k,4,0.3583984375,120.79205,120.79205,True
real,bs,,pro,gvr_base,1024,fp32,65539,1024,256k,4,0.3583984375,114.69135,114.69135,True
real,bs,,pro,gvr_pr,1024,fp32,65539,1024,256k,4,0.3583984375,103.6755,103.6755,True
real,bs,,pro,op26_r0auto,1024,fp32,65539,1024,256k,4,0.3583984375,139.79170000000002,139.79170000000002,
real,bs,,pro,radix_cutedsl,1024,fp32,65539,1024,256k,4,0.3583984375,393.68165000000005,393.68165000000005,True
real,bs,,pro,sglang_v2,1024,fp32,65539,1024,256k,4,0.3583984375,95.0992,95.0992,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,1,512k,4,0.23046875,14.9248,14.9248,True
real,bs,,pro,gvr_base,1024,fp32,131075,1,512k,4,0.23046875,21.5582,21.5582,True
real,bs,,pro,gvr_pr,1024,fp32,131075,1,512k,4,0.23046875,17.57685,17.57685,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,1,512k,4,0.23046875,15.67665,15.67665,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,1,512k,4,0.23046875,19.1008,19.1008,True
real,bs,,pro,sglang_v2,1024,fp32,131075,1,512k,4,0.23046875,11.576,11.576,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,2,512k,4,0.23046875,15.1904,15.1904,True
real,bs,,pro,gvr_base,1024,fp32,131075,2,512k,4,0.23046875,21.742099999999997,21.742099999999997,True
real,bs,,pro,gvr_pr,1024,fp32,131075,2,512k,4,0.23046875,17.7136,17.7136,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,2,512k,4,0.23046875,15.67815,15.67815,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,2,512k,4,0.23046875,19.98075,19.98075,True
real,bs,,pro,sglang_v2,1024,fp32,131075,2,512k,4,0.23046875,11.6976,11.6976,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,4,512k,4,0.23046875,15.3312,15.3312,True
real,bs,,pro,gvr_base,1024,fp32,131075,4,512k,4,0.23046875,22.02545,22.02545,True
real,bs,,pro,gvr_pr,1024,fp32,131075,4,512k,4,0.23046875,17.921599999999998,17.921599999999998,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,4,512k,4,0.23046875,16.0991,16.0991,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,4,512k,4,0.23046875,20.392,20.392,True
real,bs,,pro,sglang_v2,1024,fp32,131075,4,512k,4,0.23046875,11.8096,11.8096,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,8,512k,4,0.23046875,15.7552,15.7552,True
real,bs,,pro,gvr_base,1024,fp32,131075,8,512k,4,0.23046875,23.01405,23.01405,True
real,bs,,pro,gvr_pr,1024,fp32,131075,8,512k,4,0.23046875,19.28445,19.28445,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,8,512k,4,0.23046875,16.681549999999998,16.681549999999998,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,8,512k,4,0.23046875,20.9024,20.9024,True
real,bs,,pro,sglang_v2,1024,fp32,131075,8,512k,4,0.23046875,12.0848,12.0848,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,16,512k,4,0.23046875,20.569599999999998,20.569599999999998,True
real,bs,,pro,gvr_base,1024,fp32,131075,16,512k,4,0.23046875,23.71815,23.71815,True
real,bs,,pro,gvr_pr,1024,fp32,131075,16,512k,4,0.23046875,19.84465,19.84465,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,16,512k,4,0.23046875,17.3421,17.3421,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,16,512k,4,0.23046875,24.5488,24.5488,True
real,bs,,pro,sglang_v2,1024,fp32,131075,16,512k,4,0.23046875,14.329600000000001,14.329600000000001,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,32,512k,4,0.23046875,22.04,22.04,True
real,bs,,pro,gvr_base,1024,fp32,131075,32,512k,4,0.23046875,25.00765,25.00765,True
real,bs,,pro,gvr_pr,1024,fp32,131075,32,512k,4,0.23046875,20.9983,20.9983,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,32,512k,4,0.23046875,20.8448,20.8448,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,32,512k,4,0.23046875,57.26235,57.26235,True
real,bs,,pro,sglang_v2,1024,fp32,131075,32,512k,4,0.23046875,41.8624,24.368,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,64,512k,4,0.23046875,27.952,27.952,True
real,bs,,pro,gvr_base,1024,fp32,131075,64,512k,4,0.23046875,29.21245,29.21245,True
real,bs,,pro,gvr_pr,1024,fp32,131075,64,512k,4,0.23046875,25.1756,25.1756,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,64,512k,4,0.23046875,23.730900000000002,23.730900000000002,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,64,512k,4,0.23046875,84.76944999999999,84.76944999999999,True
real,bs,,pro,sglang_v2,1024,fp32,131075,64,512k,4,0.23046875,34.823949999999996,37.10395,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,128,512k,4,0.23046875,44.38715,44.38715,True
real,bs,,pro,gvr_base,1024,fp32,131075,128,512k,4,0.23046875,38.06825,38.06825,True
real,bs,,pro,gvr_pr,1024,fp32,131075,128,512k,4,0.23046875,34.8956,34.8956,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,128,512k,4,0.23046875,34.7468,34.7468,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,128,512k,4,0.23046875,103.39835000000001,103.39835000000001,True
real,bs,,pro,sglang_v2,1024,fp32,131075,128,512k,4,0.23046875,39.64,41.94075,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,256,512k,4,0.23046875,82.68960000000001,82.68960000000001,True
real,bs,,pro,gvr_base,1024,fp32,131075,256,512k,4,0.23046875,72.67439999999999,72.67439999999999,True
real,bs,,pro,gvr_pr,1024,fp32,131075,256,512k,4,0.23046875,66.67755,66.67755,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,256,512k,4,0.23046875,72.25665,72.25665,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,256,512k,4,0.23046875,201.9263,201.9263,True
real,bs,,pro,sglang_v2,1024,fp32,131075,256,512k,4,0.23046875,61.9696,63.864,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,512,512k,4,0.23046875,144.59835,144.59835,True
real,bs,,pro,gvr_base,1024,fp32,131075,512,512k,4,0.23046875,129.61430000000001,129.61430000000001,True
real,bs,,pro,gvr_pr,1024,fp32,131075,512,512k,4,0.23046875,118.6,118.6,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,512,512k,4,0.23046875,145.35504999999998,145.35504999999998,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,512,512k,4,0.23046875,363.91655,363.91655,True
real,bs,,pro,sglang_v2,1024,fp32,131075,512,512k,4,0.23046875,108.53275,110.74395,True
real,bs,,pro,flashinfer_topk,1024,fp32,131075,1024,512k,4,0.23046875,252.85745,252.85745,True
real,bs,,pro,gvr_base,1024,fp32,131075,1024,512k,4,0.23046875,231.0804,231.0804,True
real,bs,,pro,gvr_pr,1024,fp32,131075,1024,512k,4,0.23046875,212.9461,212.9461,True
real,bs,,pro,op26_r0auto,1024,fp32,131075,1024,512k,4,0.23046875,223.2884,223.2884,
real,bs,,pro,radix_cutedsl,1024,fp32,131075,1024,512k,4,0.23046875,690.37725,690.37725,True
real,bs,,pro,sglang_v2,1024,fp32,131075,1024,512k,4,0.23046875,196.6927,196.6927,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,1,1024k,4,0.2666015625,17.9344,17.9344,True
real,bs,,pro,gvr_base,1024,fp32,262127,1,1024k,4,0.2666015625,25.04455,25.04455,True
real,bs,,pro,gvr_pr,1024,fp32,262127,1,1024k,4,0.2666015625,20.1967,20.1967,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,1,1024k,4,0.2666015625,19.6365,19.6365,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,1,1024k,4,0.2666015625,20.7776,20.7776,True
real,bs,,pro,sglang_v2,1024,fp32,262127,1,1024k,4,0.2666015625,16.0704,16.0704,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,2,1024k,4,0.2666015625,18.0608,18.0608,True
real,bs,,pro,gvr_base,1024,fp32,262127,2,1024k,4,0.2666015625,25.4157,25.4157,True
real,bs,,pro,gvr_pr,1024,fp32,262127,2,1024k,4,0.2666015625,20.47985,20.47985,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,2,1024k,4,0.2666015625,19.8662,19.8662,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,2,1024k,4,0.2666015625,20.4576,20.4576,True
real,bs,,pro,sglang_v2,1024,fp32,262127,2,1024k,4,0.2666015625,15.9104,15.9104,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,4,1024k,4,0.2666015625,18.3824,18.3824,True
real,bs,,pro,gvr_base,1024,fp32,262127,4,1024k,4,0.2666015625,25.737299999999998,25.737299999999998,True
real,bs,,pro,gvr_pr,1024,fp32,262127,4,1024k,4,0.2666015625,20.81595,20.81595,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,4,1024k,4,0.2666015625,20.31835,20.31835,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,4,1024k,4,0.2666015625,21.7264,21.7264,True
real,bs,,pro,sglang_v2,1024,fp32,262127,4,1024k,4,0.2666015625,16.2112,16.2112,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,8,1024k,4,0.2666015625,18.88,18.88,True
real,bs,,pro,gvr_base,1024,fp32,262127,8,1024k,4,0.2666015625,27.0973,27.0973,True
real,bs,,pro,gvr_pr,1024,fp32,262127,8,1024k,4,0.2666015625,22.12775,22.12775,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,8,1024k,4,0.2666015625,20.78865,20.78865,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,8,1024k,4,0.2666015625,25.052799999999998,25.052799999999998,True
real,bs,,pro,sglang_v2,1024,fp32,262127,8,1024k,4,0.2666015625,16.6464,16.6464,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,16,1024k,4,0.2666015625,25.76,25.76,True
real,bs,,pro,gvr_base,1024,fp32,262127,16,1024k,4,0.2666015625,28.1293,28.1293,True
real,bs,,pro,gvr_pr,1024,fp32,262127,16,1024k,4,0.2666015625,22.946900000000003,22.946900000000003,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,16,1024k,4,0.2666015625,21.63805,21.63805,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,16,1024k,4,0.2666015625,32.041599999999995,32.041599999999995,True
real,bs,,pro,sglang_v2,1024,fp32,262127,16,1024k,4,0.2666015625,21.5136,21.5136,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,32,1024k,4,0.2666015625,28.768,28.768,True
real,bs,,pro,gvr_base,1024,fp32,262127,32,1024k,4,0.2666015625,31.48595,31.48595,True
real,bs,,pro,gvr_pr,1024,fp32,262127,32,1024k,4,0.2666015625,26.08935,26.08935,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,32,1024k,4,0.2666015625,28.215700000000002,28.215700000000002,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,32,1024k,4,0.2666015625,60.3872,60.3872,True
real,bs,,pro,sglang_v2,1024,fp32,262127,32,1024k,4,0.2666015625,60.371199999999995,33.5184,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,64,1024k,4,0.2666015625,43.83045,43.83045,True
real,bs,,pro,gvr_base,1024,fp32,262127,64,1024k,4,0.2666015625,43.2795,43.2795,True
real,bs,,pro,gvr_pr,1024,fp32,262127,64,1024k,4,0.2666015625,37.7323,37.7323,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,64,1024k,4,0.2666015625,36.615550000000006,36.615550000000006,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,64,1024k,4,0.2666015625,117.1664,117.1664,True
real,bs,,pro,sglang_v2,1024,fp32,262127,64,1024k,4,0.2666015625,96.46719999999999,51.5344,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,128,1024k,4,0.2666015625,80.7952,80.7952,True
real,bs,,pro,gvr_base,1024,fp32,262127,128,1024k,4,0.2666015625,67.96239999999999,67.96239999999999,True
real,bs,,pro,gvr_pr,1024,fp32,262127,128,1024k,4,0.2666015625,64.516,64.516,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,128,1024k,4,0.2666015625,63.19125,63.19125,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,128,1024k,4,0.2666015625,192.95839999999998,192.95839999999998,True
real,bs,,pro,sglang_v2,1024,fp32,262127,128,1024k,4,0.2666015625,84.1472,86.68639999999999,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,256,1024k,4,0.2666015625,137.0608,137.0608,True
real,bs,,pro,gvr_base,1024,fp32,262127,256,1024k,4,0.2666015625,116.1682,116.1682,True
real,bs,,pro,gvr_pr,1024,fp32,262127,256,1024k,4,0.2666015625,108.99860000000001,108.99860000000001,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,256,1024k,4,0.2666015625,114.42895,114.42895,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,256,1024k,4,0.2666015625,341.76325,341.76325,True
real,bs,,pro,sglang_v2,1024,fp32,262127,256,1024k,4,0.2666015625,109.1904,111.8608,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,512,1024k,4,0.2666015625,254.29925,254.29925,True
real,bs,,pro,gvr_base,1024,fp32,262127,512,1024k,4,0.2666015625,213.43415,213.43415,True
real,bs,,pro,gvr_pr,1024,fp32,262127,512,1024k,4,0.2666015625,201.11585,201.11585,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,512,1024k,4,0.2666015625,232.9363,232.9363,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,512,1024k,4,0.2666015625,675.8576999999999,675.8576999999999,True
real,bs,,pro,sglang_v2,1024,fp32,262127,512,1024k,4,0.2666015625,197.02405,199.30405,True
real,bs,,pro,flashinfer_topk,1024,fp32,262127,1024,1024k,4,0.2666015625,448.92485,448.92485,True
real,bs,,pro,gvr_base,1024,fp32,262127,1024,1024k,4,0.2666015625,402.4494,402.4494,True
real,bs,,pro,gvr_pr,1024,fp32,262127,1024,1024k,4,0.2666015625,378.98904999999996,378.98904999999996,True
real,bs,,pro,op26_r0auto,1024,fp32,262127,1024,1024k,4,0.2666015625,386.62715000000003,386.62715000000003,
real,bs,,pro,radix_cutedsl,1024,fp32,262127,1024,1024k,4,0.2666015625,1337.11225,1337.11225,True
real,bs,,pro,sglang_v2,1024,fp32,262127,1024,1024k,4,0.2666015625,376.03684999999996,376.03684999999996,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,1,4k,1,0.72705078125,7.755199999999999,7.755199999999999,True
real,bs,,v32,gvr_base,2048,bf16,4111,1,4k,1,0.72705078125,15.0574,15.0574,True
real,bs,,v32,gvr_pr,2048,bf16,4111,1,4k,1,0.72705078125,10.8879,10.8879,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,1,4k,1,0.72705078125,14.63655,14.63655,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,1,4k,1,0.72705078125,6.2223999999999995,6.2223999999999995,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,2,4k,1,0.72705078125,7.873600000000001,7.873600000000001,True
real,bs,,v32,gvr_base,2048,bf16,4111,2,4k,1,0.72705078125,14.76145,14.76145,True
real,bs,,v32,gvr_pr,2048,bf16,4111,2,4k,1,0.72705078125,10.8944,10.8944,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,2,4k,1,0.72705078125,14.53115,14.53115,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,2,4k,1,0.72705078125,6.4192,6.4192,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,4,4k,1,0.72705078125,7.9088,7.9088,True
real,bs,,v32,gvr_base,2048,bf16,4111,4,4k,1,0.72705078125,14.6111,14.6111,True
real,bs,,v32,gvr_pr,2048,bf16,4111,4,4k,1,0.72705078125,10.796700000000001,10.796700000000001,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,4,4k,1,0.72705078125,14.4399,14.4399,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,4,4k,1,0.72705078125,6.5536,6.5536,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,8,4k,1,0.72705078125,7.976,7.976,True
real,bs,,v32,gvr_base,2048,bf16,4111,8,4k,1,0.72705078125,14.732299999999999,14.732299999999999,True
real,bs,,v32,gvr_pr,2048,bf16,4111,8,4k,1,0.72705078125,10.8575,10.8575,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,8,4k,1,0.72705078125,14.6015,14.6015,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,8,4k,1,0.72705078125,6.5376,6.5376,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,16,4k,1,0.72705078125,7.9952,7.9952,True
real,bs,,v32,gvr_base,2048,bf16,4111,16,4k,1,0.72705078125,14.670350000000001,14.670350000000001,True
real,bs,,v32,gvr_pr,2048,bf16,4111,16,4k,1,0.72705078125,10.79675,10.79675,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,16,4k,1,0.72705078125,14.43985,14.43985,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,16,4k,1,0.72705078125,6.5552,6.5552,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,32,4k,1,0.72705078125,8.0784,8.0784,True
real,bs,,v32,gvr_base,2048,bf16,4111,32,4k,1,0.72705078125,14.71475,14.71475,True
real,bs,,v32,gvr_pr,2048,bf16,4111,32,4k,1,0.72705078125,10.787049999999999,10.787049999999999,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,32,4k,1,0.72705078125,14.53275,14.53275,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,32,4k,1,0.72705078125,6.5456,6.5456,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,64,4k,1,0.72705078125,8.2256,8.2256,True
real,bs,,v32,gvr_base,2048,bf16,4111,64,4k,1,0.72705078125,14.71665,14.71665,True
real,bs,,v32,gvr_pr,2048,bf16,4111,64,4k,1,0.72705078125,10.8974,10.8974,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,64,4k,1,0.72705078125,14.63505,14.63505,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,64,4k,1,0.72705078125,6.6688,6.6688,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,128,4k,1,0.72705078125,8.36,8.36,True
real,bs,,v32,gvr_base,2048,bf16,4111,128,4k,1,0.72705078125,15.0848,15.0848,True
real,bs,,v32,gvr_pr,2048,bf16,4111,128,4k,1,0.72705078125,11.2095,11.2095,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,128,4k,1,0.72705078125,14.85735,14.85735,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,128,4k,1,0.72705078125,7.0,7.0,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,256,4k,1,0.72705078125,10.987200000000001,10.987200000000001,True
real,bs,,v32,gvr_base,2048,bf16,4111,256,4k,1,0.72705078125,18.1422,18.1422,True
real,bs,,v32,gvr_pr,2048,bf16,4111,256,4k,1,0.72705078125,12.98225,12.98225,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,256,4k,1,0.72705078125,16.95155,16.95155,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,256,4k,1,0.72705078125,11.7728,11.7728,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,512,4k,1,0.72705078125,20.2256,20.2256,True
real,bs,,v32,gvr_base,2048,bf16,4111,512,4k,1,0.72705078125,32.4588,32.4588,True
real,bs,,v32,gvr_pr,2048,bf16,4111,512,4k,1,0.72705078125,22.89105,22.89105,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,512,4k,1,0.72705078125,30.11645,30.11645,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,512,4k,1,0.72705078125,21.3936,21.3936,True
real,bs,,v32,flashinfer_topk,2048,bf16,4111,1024,4k,1,0.72705078125,34.384,34.384,True
real,bs,,v32,gvr_base,2048,bf16,4111,1024,4k,1,0.72705078125,51.30015,51.30015,True
real,bs,,v32,gvr_pr,2048,bf16,4111,1024,4k,1,0.72705078125,35.292449999999995,35.292449999999995,True
real,bs,,v32,op26_r0auto,2048,bf16,4111,1024,4k,1,0.72705078125,47.36745,47.36745,
real,bs,,v32,radix_cutedsl,2048,bf16,4111,1024,4k,1,0.72705078125,35.8112,35.8112,True
real,bs,,v32,flashinfer_topk,2048,bf16,8207,1,8k,1,0.84130859375,9.9056,9.9056,True
real,bs,,v32,gvr_base,2048,bf16,8207,1,8k,1,0.84130859375,12.057549999999999,12.057549999999999,True
real,bs,,v32,gvr_pr,2048,bf16,8207,1,8k,1,0.84130859375,11.7374,11.7374,True
real,bs,,v32,op26_r0auto,2048,bf16,8207,1,8k,1,0.84130859375,11.9936,11.9936,
real,bs,,v32,radix_cutedsl,2048,bf16,8207,1,8k,1,0.84130859375,7.73445,7.73445,True
real,bs,,v32,flashinfer_topk,2048,bf16,8207,2,8k,1,0.84130859375,9.7488,9.7488,True
real,bs,,v32,gvr_base,2048,bf16,8207,2,8k,1,0.84130859375,11.87825,11.87825,True
real,bs,,v32,gvr_pr,2048,bf16,8207,2,8k,1,0.84130859375,11.503950000000001,11.503950000000001,True
real,bs,,v32,op26_r0auto,2048,bf16,8207,2,8k,1,0.84130859375,11.99025,11.99025,
real,bs,,v32,radix_cutedsl,2048,bf16,8207,2,8k,1,0.84130859375,7.3936,7.3936,True
