model,isl,L,dtype,N,cs,BS,hit,base,pr,op26,pr_vs_base,op26_vs_pr,pr_exact
v32,64k,34,fp32,65551,4,32,0.40625,34.0205,22.081400000000002,20.6206,1.541,0.934,True
v32,64k,34,fp32,65551,2,64,0.40625,39.73395,25.402900000000002,21.79655,1.564,0.858,True
v32,64k,34,fp32,65551,1,128,0.40625,42.9976,24.49565,26.4845,1.755,1.081,True
v32,64k,34,fp32,65551,1,256,0.40625,60.13375,39.5212,47.685900000000004,1.522,1.207,True
v32,64k,34,fp32,65551,1,512,0.40625,114.03389999999999,74.7144,101.842,1.526,1.363,True
v32,64k,34,fp32,65551,1,1024,0.40625,193.24415,124.62395,156.7406,1.551,1.258,True
v32,128k,34,bf16,131087,8,1,0.61962890625,21.19975,18.0717,17.6432,1.173,0.976,True
v32,128k,34,bf16,131087,8,2,0.61962890625,21.1519,17.9232,17.42675,1.18,0.972,True
v32,128k,34,bf16,131087,8,4,0.61962890625,21.366049999999998,18.0671,17.63335,1.183,0.976,True
v32,128k,34,bf16,131087,4,8,0.61962890625,21.892799999999998,19.2924,17.996650000000002,1.135,0.933,True
v32,128k,34,bf16,131087,4,16,0.61962890625,22.106849999999998,19.4941,18.24,1.134,0.936,True
v32,128k,34,bf16,131087,4,32,0.61962890625,22.819,20.0014,21.4607,1.141,1.073,True
v32,128k,34,bf16,131087,2,64,0.61962890625,24.58835,23.7085,22.53405,1.037,0.95,True
v32,128k,34,bf16,131087,1,128,0.61962890625,26.99,28.21895,27.2527,0.956,0.966,True
v32,128k,34,bf16,131087,1,256,0.61962890625,47.0266,46.81065,49.751349999999995,1.005,1.063,True
v32,128k,34,bf16,131087,1,512,0.61962890625,98.93164999999999,87.94460000000001,101.4387,1.125,1.153,True
v32,128k,34,bf16,131087,1,1024,0.61962890625,155.611,137.08485000000002,144.3664,1.135,1.053,True
v32,128k,34,fp16,131087,8,1,0.61962890625,19.2365,18.0382,16.8925,1.066,0.936,True
v32,128k,34,fp16,131087,8,2,0.61962890625,19.6812,18.1406,17.015849999999997,1.085,0.938,True
v32,128k,34,fp16,131087,8,4,0.61962890625,20.21255,18.47975,17.9117,1.094,0.969,True
v32,128k,34,fp16,131087,4,8,0.61962890625,21.0364,19.18535,18.0062,1.096,0.939,True
v32,128k,34,fp16,131087,4,16,0.61962890625,21.257450000000002,19.3197,17.9757,1.1,0.93,True
v32,128k,34,fp16,131087,4,32,0.61962890625,21.9772,19.8925,20.865299999999998,1.105,1.049,True
v32,128k,34,fp16,131087,2,64,0.61962890625,24.01725,23.43165,21.79335,1.025,0.93,True
v32,128k,34,fp16,131087,1,128,0.61962890625,26.4333,27.48755,26.5996,0.962,0.968,True
v32,128k,34,fp16,131087,1,256,0.61962890625,45.42015,45.4266,48.7626,1.0,1.073,True
v32,128k,34,fp16,131087,1,512,0.61962890625,99.07860000000001,86.79235,100.21775,1.142,1.155,True
v32,128k,34,fp16,131087,1,1024,0.61962890625,152.41695,133.89565,143.07635000000002,1.138,1.069,True
v32,128k,34,fp32,131087,8,1,0.61962890625,21.59975,18.3678,16.943849999999998,1.176,0.922,True
v32,128k,34,fp32,131087,8,2,0.61962890625,22.04925,18.2943,17.2174,1.205,0.941,True
v32,128k,34,fp32,131087,8,4,0.61962890625,22.32135,18.726200000000002,17.57725,1.192,0.939,True
v32,128k,34,fp32,131087,4,8,0.61962890625,23.4927,19.99005,17.904,1.175,0.896,True
v32,128k,34,fp32,131087,4,16,0.61962890625,23.894,20.3311,18.34705,1.175,0.902,True
v32,128k,34,fp32,131087,4,32,0.61962890625,25.556549999999998,21.55495,21.583650000000002,1.186,1.001,True
v32,128k,34,fp32,131087,2,64,0.61962890625,29.14845,25.9342,24.5453,1.124,0.946,True
v32,128k,34,fp32,131087,1,128,0.61962890625,36.4651,34.35465,37.3804,1.061,1.088,True
v32,128k,34,fp32,131087,1,256,0.61962890625,71.4743,67.70325,77.8408,1.056,1.15,True
v32,128k,34,fp32,131087,1,512,0.61962890625,127.26905000000001,121.93464999999999,150.56470000000002,1.044,1.235,True
v32,128k,34,fp32,131087,1,1024,0.61962890625,228.86464999999998,219.2763,236.67575,1.044,1.079,True
v32,256k,34,bf16,163775,8,1,0.8623046875,19.35185,18.5807,20.64145,1.042,1.111,True
v32,256k,34,bf16,163775,8,2,0.8623046875,19.572599999999998,18.593349999999997,20.6668,1.053,1.112,True
v32,256k,34,bf16,163775,8,4,0.8623046875,19.6493,18.7264,20.822400000000002,1.049,1.112,True
v32,256k,34,bf16,163775,4,8,0.8623046875,21.09575,20.403,21.219,1.034,1.04,True
v32,256k,34,bf16,163775,4,16,0.8623046875,21.30845,20.671799999999998,21.53895,1.031,1.042,True
v32,256k,34,bf16,163775,4,32,0.8623046875,22.3454,21.282799999999998,26.69545,1.05,1.254,True
v32,256k,34,bf16,163775,2,64,0.8623046875,24.49565,25.12935,27.812549999999998,0.975,1.107,True
v32,256k,34,bf16,163775,1,128,0.8623046875,30.766,32.615700000000004,36.226699999999994,0.943,1.111,True
v32,256k,34,bf16,163775,1,256,0.8623046875,57.613699999999994,57.41695,71.1928,1.003,1.24,True
v32,256k,34,bf16,163775,1,512,0.8623046875,112.67225,102.66595,142.08,1.097,1.384,True
v32,256k,34,bf16,163775,1,1024,0.8623046875,176.7868,162.81414999999998,223.66129999999998,1.086,1.374,True
v32,256k,34,fp16,163775,8,1,0.865234375,18.6587,18.0269,20.40275,1.035,1.132,True
v32,256k,34,fp16,163775,8,2,0.865234375,18.988599999999998,18.140549999999998,20.43345,1.047,1.126,True
v32,256k,34,fp16,163775,8,4,0.865234375,19.338849999999997,18.772650000000002,20.706799999999998,1.03,1.103,True
v32,256k,34,fp16,163775,4,8,0.865234375,20.71485,20.094099999999997,20.95975,1.031,1.043,True
v32,256k,34,fp16,163775,4,16,0.865234375,20.87485,20.350099999999998,21.15485,1.026,1.04,True
v32,256k,34,fp16,163775,4,32,0.865234375,22.03815,20.9213,26.0237,1.053,1.244,True
v32,256k,34,fp16,163775,2,64,0.865234375,24.08915,24.62045,27.133950000000002,0.978,1.102,True
v32,256k,34,fp16,163775,1,128,0.865234375,30.261950000000002,31.852349999999998,35.46985,0.95,1.114,True
v32,256k,34,fp16,163775,1,256,0.865234375,56.9161,55.647,70.31739999999999,1.023,1.264,True
v32,256k,34,fp16,163775,1,512,0.865234375,112.58075,101.2642,145.7212,1.112,1.439,True
v32,256k,34,fp16,163775,1,1024,0.865234375,174.80055,159.7722,225.16965,1.094,1.409,True
v32,256k,34,fp32,163775,8,1,0.865234375,27.89735,18.521349999999998,18.7102,1.506,1.01,True
v32,256k,34,fp32,163775,8,2,0.865234375,28.41085,18.86065,19.28935,1.506,1.023,True
v32,256k,34,fp32,163775,8,4,0.865234375,28.85105,19.342200000000002,19.55025,1.492,1.011,True
v32,256k,34,fp32,163775,4,8,0.865234375,30.4909,21.0733,20.10055,1.447,0.954,True
v32,256k,34,fp32,163775,4,16,0.865234375,30.9932,21.514950000000002,20.5261,1.441,0.954,True
v32,256k,34,fp32,163775,4,32,0.865234375,32.7963,22.6445,24.73255,1.448,1.092,True
v32,256k,34,fp32,163775,2,64,0.865234375,37.521449999999994,27.82845,28.49565,1.348,1.024,True
v32,256k,34,fp32,163775,1,128,0.865234375,52.46175,43.8828,46.5676,1.195,1.061,True
v32,256k,34,fp32,163775,1,256,0.865234375,91.5926,80.1543,90.81655,1.143,1.133,True
v32,256k,34,fp32,163775,1,512,0.865234375,166.13725,145.39505,175.422,1.143,1.207,True
v32,256k,34,fp32,163775,1,1024,0.865234375,297.48625,259.39705,283.24309999999997,1.147,1.092,True
