model,isl,L,dtype,N,cs,BS,hit,base,pr,op26,pr_vs_base,op26_vs_pr,pr_exact
flash,128k,10,fp32,32771,1,256,0.523,24.03965,20.934099999999997,25.9644,1.148,1.24,True
flash,128k,10,fp32,32771,1,512,0.523,44.8681,38.92275,51.405699999999996,1.153,1.321,True
flash,128k,10,fp32,32771,1,1024,0.523,78.76845,67.77515,78.33655,1.162,1.156,True
flash,256k,10,fp32,65538,4,1,0.193,17.2189,13.61895,13.947049999999999,1.264,1.024,True
flash,256k,10,fp32,65538,4,2,0.193,17.6606,14.06705,14.6029,1.255,1.038,True
flash,256k,10,fp32,65538,4,4,0.193,17.9758,14.307,14.651,1.256,1.024,True
flash,256k,10,fp32,65538,4,8,0.193,18.099,14.61895,15.115,1.238,1.034,True
flash,256k,10,fp32,65538,4,16,0.193,18.48775,14.9888,15.348600000000001,1.233,1.024,True
flash,256k,10,fp32,65538,4,32,0.193,19.3869,15.8542,16.3902,1.223,1.034,True
flash,256k,10,fp32,65538,2,64,0.193,21.8717,18.2238,17.923,1.2,0.983,True
flash,256k,10,fp32,65538,1,128,0.193,23.82375,20.356450000000002,25.90525,1.17,1.273,True
flash,256k,10,fp32,65538,1,256,0.193,36.911550000000005,31.7261,39.38505,1.163,1.241,True
flash,256k,10,fp32,65538,1,512,0.193,69.72710000000001,60.22005,86.28505,1.158,1.433,True
flash,256k,10,fp32,65538,1,1024,0.193,115.58885000000001,100.51065,130.46705,1.15,1.298,True
flash,512k,10,fp32,131075,8,1,0.455,17.343700000000002,17.9597,17.18215,0.966,0.957,True
flash,512k,10,fp32,131075,8,2,0.455,17.2269,17.79495,17.265349999999998,0.968,0.97,True
flash,512k,10,fp32,131075,8,4,0.455,17.59825,18.29895,17.539,0.962,0.958,True
flash,512k,10,fp32,131075,4,8,0.455,18.61095,19.623849999999997,17.91015,0.948,0.913,True
flash,512k,10,fp32,131075,4,16,0.455,19.2078,20.145349999999997,18.59345,0.953,0.923,True
flash,512k,10,fp32,131075,4,32,0.455,20.4045,21.19655,22.36125,0.963,1.055,True
flash,512k,10,fp32,131075,2,64,0.455,25.47325,26.743650000000002,25.3245,0.952,0.947,True
flash,512k,10,fp32,131075,1,128,0.455,34.4491,37.76275,38.4475,0.912,1.018,True
flash,512k,10,fp32,131075,1,256,0.455,66.7975,83.08535,88.0515,0.804,1.06,True
flash,512k,10,fp32,131075,1,512,0.455,119.29414999999999,149.5068,178.10160000000002,0.798,1.191,True
flash,512k,10,fp32,131075,1,1024,0.455,212.63225,272.31,282.5146,0.781,1.037,True
flash,1024k,10,fp32,262127,8,1,0.385,21.32125,21.19175,20.7517,1.006,0.979,True
flash,1024k,10,fp32,262127,8,2,0.385,21.2781,21.1133,20.6221,1.008,0.977,True
flash,1024k,10,fp32,262127,8,4,0.385,21.8285,21.658900000000003,21.318099999999998,1.008,0.984,True
flash,1024k,10,fp32,262127,4,8,0.385,22.795,23.148400000000002,21.9917,0.985,0.95,True
flash,1024k,10,fp32,262127,4,16,0.385,23.94525,23.990099999999998,22.812549999999998,0.998,0.951,True
flash,1024k,10,fp32,262127,4,32,0.385,27.041150000000002,27.13085,29.9468,0.997,1.104,True
flash,1024k,10,fp32,262127,2,64,0.385,38.80585,39.78515,38.063550000000006,0.975,0.957,True
flash,1024k,10,fp32,262127,1,128,0.385,63.8551,81.6164,79.90935,0.782,0.979,True
flash,1024k,10,fp32,262127,1,256,0.385,110.17460000000001,151.95795,152.03475,0.725,1.001,True
flash,1024k,10,fp32,262127,1,512,0.385,202.27725,271.70509999999996,305.56225,0.744,1.125,True
flash,1024k,10,fp32,262127,1,1024,0.385,382.9597,519.713,515.41385,0.737,0.992,True
flash,4k,22,fp32,1027,1,1,0.639,8.63345,7.44795,7.776,1.159,1.044,True
flash,4k,22,fp32,1027,1,2,0.639,8.4511,7.6223,7.737550000000001,1.109,1.015,True
flash,4k,22,fp32,1027,1,4,0.639,8.321549999999998,7.44475,7.93095,1.118,1.065,True
flash,4k,22,fp32,1027,1,8,0.639,8.4383,7.56155,8.09595,1.116,1.071,True
flash,4k,22,fp32,1027,1,16,0.639,8.833450000000001,7.95665,8.239799999999999,1.11,1.036,True
flash,4k,22,fp32,1027,1,32,0.639,8.865450000000001,7.95185,8.297450000000001,1.115,1.043,True
flash,4k,22,fp32,1027,1,64,0.639,8.9903,8.04945,8.43035,1.117,1.047,True
flash,4k,22,fp32,1027,1,128,0.639,9.25435,8.3632,8.670200000000001,1.107,1.037,True
flash,4k,22,fp32,1027,1,256,0.639,10.19345,9.33105,10.2798,1.092,1.102,True
flash,4k,22,fp32,1027,1,512,0.639,18.796599999999998,17.166150000000002,18.259,1.095,1.064,True
flash,4k,22,fp32,1027,1,1024,0.639,35.01075,31.5517,27.7712,1.11,0.88,True
flash,8k,22,fp32,2051,1,1,0.334,8.544,7.9038,7.43345,1.081,0.94,True
flash,8k,22,fp32,2051,1,2,0.334,8.7247,8.03345,7.555,1.086,0.94,True
flash,8k,22,fp32,2051,1,4,0.334,8.5502,7.90715,7.27515,1.081,0.92,True
flash,8k,22,fp32,2051,1,8,0.334,8.7232,8.0111,7.54875,1.089,0.942,True
flash,8k,22,fp32,2051,1,16,0.334,8.783850000000001,8.15185,7.667,1.078,0.941,True
flash,8k,22,fp32,2051,1,32,0.334,8.918299999999999,8.2958,7.79035,1.075,0.939,True
flash,8k,22,fp32,2051,1,64,0.334,9.011149999999999,8.4255,7.9727,1.07,0.946,True
flash,8k,22,fp32,2051,1,128,0.334,9.395100000000001,8.79825,8.17425,1.068,0.929,True
flash,8k,22,fp32,2051,1,256,0.334,10.6431,9.8879,9.819049999999999,1.076,0.993,True
flash,8k,22,fp32,2051,1,512,0.334,19.2398,17.8959,17.434900000000003,1.075,0.974,True
flash,8k,22,fp32,2051,1,1024,0.334,35.0298,32.21405,26.1419,1.087,0.812,True
flash,16k,22,fp32,4099,1,1,0.344,11.50385,8.69745,8.1007,1.323,0.931,True
flash,16k,22,fp32,4099,1,2,0.344,11.18385,8.52635,7.6766000000000005,1.312,0.9,True
flash,16k,22,fp32,4099,1,4,0.344,11.347100000000001,8.705549999999999,8.043149999999999,1.303,0.924,True
flash,16k,22,fp32,4099,1,8,0.344,11.377450000000001,8.67665,7.87985,1.311,0.908,True
flash,16k,22,fp32,4099,1,16,0.344,11.54225,8.9086,8.16315,1.296,0.916,True
flash,16k,22,fp32,4099,1,32,0.344,11.7231,9.02535,8.348700000000001,1.299,0.925,True
flash,16k,22,fp32,4099,1,64,0.344,11.88785,9.211049999999998,8.44475,1.291,0.917,True
flash,16k,22,fp32,4099,1,128,0.344,12.19985,9.54235,8.719899999999999,1.278,0.914,True
flash,16k,22,fp32,4099,1,256,0.344,14.035,10.961549999999999,10.7102,1.28,0.977,True
flash,16k,22,fp32,4099,1,512,0.344,26.05105,19.926099999999998,18.88615,1.307,0.948,True
flash,16k,22,fp32,4099,1,1024,0.344,47.04905,35.79475,28.33395,1.314,0.792,True
flash,32k,22,fp32,8195,1,1,0.686,11.48785,8.94065,9.9214,1.285,1.11,True
flash,32k,22,fp32,8195,1,2,0.686,11.6735,9.032,9.903799999999999,1.292,1.097,True
flash,32k,22,fp32,8195,1,4,0.686,11.49425,8.870149999999999,9.9694,1.296,1.124,True
flash,32k,22,fp32,8195,1,8,0.686,11.74705,9.17905,10.143799999999999,1.28,1.105,True
flash,32k,22,fp32,8195,1,16,0.686,11.93425,9.337549999999998,10.30225,1.278,1.103,True
flash,32k,22,fp32,8195,1,32,0.686,12.12945,9.60625,10.456,1.263,1.088,True
flash,32k,22,fp32,8195,1,64,0.686,12.31825,9.7488,10.6608,1.264,1.094,True
flash,32k,22,fp32,8195,1,128,0.686,12.9119,10.3264,11.29905,1.25,1.094,True
flash,32k,22,fp32,8195,1,256,0.686,15.51975,12.5022,14.0703,1.241,1.125,True
flash,32k,22,fp32,8195,1,512,0.686,28.01275,22.29255,24.308400000000002,1.257,1.09,True
flash,32k,22,fp32,8195,1,1024,0.686,49.71305,40.1356,38.3804,1.239,0.956,True
flash,64k,22,fp32,16387,1,1,0.076,14.43825,11.6191,11.975850000000001,1.243,1.031,True
flash,64k,22,fp32,16387,1,2,0.076,14.164549999999998,11.4863,11.9534,1.233,1.041,True
flash,64k,22,fp32,16387,1,4,0.076,14.59345,11.83825,11.942350000000001,1.233,1.009,True
flash,64k,22,fp32,16387,1,8,0.076,14.55985,11.878200000000001,12.18075,1.226,1.025,True
flash,64k,22,fp32,16387,1,16,0.076,14.84145,12.108649999999999,12.40625,1.226,1.025,True
flash,64k,22,fp32,16387,1,32,0.076,15.026950000000001,12.337399999999999,12.63345,1.218,1.024,True
flash,64k,22,fp32,16387,1,64,0.076,15.447799999999999,12.76305,13.04795,1.21,1.022,True
flash,64k,22,fp32,16387,1,128,0.076,16.446150000000003,13.705549999999999,14.05415,1.2,1.025,True
flash,64k,22,fp32,16387,1,256,0.076,21.690849999999998,17.787,20.215799999999998,1.219,1.137,True
flash,64k,22,fp32,16387,1,512,0.076,39.466699999999996,32.4672,37.590199999999996,1.216,1.158,True
flash,64k,22,fp32,16387,1,1024,0.076,66.75439999999999,57.79285,58.6601,1.155,1.015,True
flash,128k,22,fp32,32771,1,1,0.701,16.075,11.6271,13.55025,1.383,1.165,True
flash,128k,22,fp32,32771,1,2,0.701,15.8158,11.468549999999999,13.4222,1.379,1.17,True
flash,128k,22,fp32,32771,1,4,0.701,16.08935,11.788549999999999,13.787,1.365,1.17,True
flash,128k,22,fp32,32771,1,8,0.701,16.19655,11.82855,13.766200000000001,1.369,1.164,True
flash,128k,22,fp32,32771,1,16,0.701,16.651,12.331,14.24135,1.35,1.155,True
flash,128k,22,fp32,32771,1,32,0.701,17.1167,12.731,14.635,1.344,1.15,True
flash,128k,22,fp32,32771,1,64,0.701,17.75495,13.3615,15.287799999999999,1.329,1.144,True
flash,128k,22,fp32,32771,1,128,0.701,18.8334,14.383799999999999,16.363,1.309,1.138,True
flash,128k,22,fp32,32771,1,256,0.701,26.0315,19.747,25.7213,1.318,1.303,True
flash,128k,22,fp32,32771,1,512,0.701,48.9914,36.876349999999995,51.071349999999995,1.329,1.385,True
flash,128k,22,fp32,32771,1,1024,0.701,85.14775,63.5673,77.59905,1.339,1.221,True
flash,256k,22,fp32,65538,4,1,0.279,17.09575,12.63345,13.24145,1.353,1.048,True
flash,256k,22,fp32,65538,4,2,0.279,17.604650000000003,13.26705,14.028649999999999,1.327,1.057,True
flash,256k,22,fp32,65538,4,4,0.279,17.854200000000002,13.42855,14.11665,1.33,1.051,True
flash,256k,22,fp32,65538,4,8,0.279,18.11015,13.74385,14.45425,1.318,1.052,True
flash,256k,22,fp32,65538,4,16,0.279,18.323,14.052700000000002,14.7374,1.304,1.049,True
flash,256k,22,fp32,65538,4,32,0.279,19.273400000000002,14.9806,15.865450000000001,1.287,1.059,True
flash,256k,22,fp32,65538,2,64,0.279,21.94525,17.699,17.222099999999998,1.24,0.973,True
flash,256k,22,fp32,65538,1,128,0.279,23.115,19.811,23.639650000000003,1.167,1.193,True
flash,256k,22,fp32,65538,1,256,0.279,36.19,31.057599999999997,37.00595,1.165,1.192,True
flash,256k,22,fp32,65538,1,512,0.279,68.33685000000001,58.86645,81.8998,1.161,1.391,True
flash,256k,22,fp32,65538,1,1024,0.279,116.1377,98.39245,124.98735,1.18,1.27,True
flash,512k,22,fp32,131075,8,1,0.057,44.197900000000004,20.900599999999997,23.23475,2.115,1.112,True
flash,512k,22,fp32,131075,8,2,0.057,44.015449999999994,20.9773,23.4189,2.098,1.116,True
flash,512k,22,fp32,131075,8,4,0.057,44.503449999999994,21.382150000000003,23.703650000000003,2.081,1.109,True
flash,512k,22,fp32,131075,4,8,0.057,53.18815,24.10845,24.07475,2.206,0.999,True
flash,512k,22,fp32,131075,4,16,0.057,54.362550000000006,24.6365,24.78525,2.207,1.006,True
flash,512k,22,fp32,131075,4,32,0.057,55.9994,25.9324,30.6352,2.159,1.181,True
flash,512k,22,fp32,131075,2,64,0.057,72.17994999999999,34.8605,34.900400000000005,2.071,1.001,True
flash,512k,22,fp32,131075,1,128,0.057,96.30595,46.07465,51.506550000000004,2.09,1.118,True
flash,512k,22,fp32,131075,1,256,0.057,352.6632,120.3377,151.37435,2.931,1.258,True
flash,512k,22,fp32,131075,1,512,0.057,643.7840500000001,219.29175,293.5148,2.936,1.338,True
flash,512k,22,fp32,131075,1,1024,0.057,1275.2356499999999,406.25584999999995,495.72985,3.139,1.22,True
flash,1024k,22,fp32,262127,8,1,0.422,20.5229,20.778950000000002,20.6094,0.988,0.992,True
flash,1024k,22,fp32,262127,8,2,0.422,20.68135,20.81905,20.68125,0.993,0.993,True
flash,1024k,22,fp32,262127,8,4,0.422,21.2525,21.433349999999997,21.39175,0.992,0.998,True
flash,1024k,22,fp32,262127,4,8,0.422,22.30365,23.1869,21.9742,0.962,0.948,True
flash,1024k,22,fp32,262127,4,16,0.422,23.38055,24.12295,22.75325,0.969,0.943,True
flash,1024k,22,fp32,262127,4,32,0.422,26.63655,27.1644,29.288,0.981,1.078,True
flash,1024k,22,fp32,262127,2,64,0.422,38.1803,39.0539,37.4699,0.978,0.959,True
flash,1024k,22,fp32,262127,1,128,0.422,62.9016,80.88865,79.68225,0.778,0.985,True
flash,1024k,22,fp32,262127,1,256,0.422,109.03235000000001,151.04935,152.6044,0.722,1.01,True
flash,1024k,22,fp32,262127,1,512,0.422,199.93515,271.1442,306.3963,0.737,1.13,True
flash,1024k,22,fp32,262127,1,1024,0.422,378.0065,517.36995,515.1712,0.731,0.996,True
flash,4k,34,fp32,1027,1,1,0.695,9.940700000000001,7.779100000000001,7.9408,1.278,1.021,True
flash,4k,34,fp32,1027,1,2,0.695,9.72785,7.89595,7.84145,1.232,0.993,True
flash,4k,34,fp32,1027,1,4,0.695,9.556700000000001,7.75835,7.9567,1.232,1.026,True
flash,4k,34,fp32,1027,1,8,0.695,9.5758,7.7166999999999994,7.99665,1.241,1.036,True
flash,4k,34,fp32,1027,1,16,0.695,9.855799999999999,8.02395,8.2527,1.228,1.029,True
flash,4k,34,fp32,1027,1,32,0.695,10.00465,8.1824,8.265450000000001,1.223,1.01,True
flash,4k,34,fp32,1027,1,64,0.695,9.918149999999999,8.14705,8.34385,1.217,1.024,True
flash,4k,34,fp32,1027,1,128,0.695,10.20795,8.3455,8.53915,1.223,1.023,True
flash,4k,34,fp32,1027,1,256,0.695,11.21265,9.43515,10.18875,1.188,1.08,True
flash,4k,34,fp32,1027,1,512,0.695,20.894099999999998,17.2845,17.92445,1.209,1.037,True
flash,4k,34,fp32,1027,1,1024,0.695,39.025150000000004,31.91755,27.394650000000002,1.223,0.858,True
flash,8k,34,fp32,2051,1,1,0.611,10.25425,8.2479,9.2927,1.243,1.127,True
flash,8k,34,fp32,2051,1,2,0.611,10.3167,8.3695,9.49105,1.233,1.134,True
flash,8k,34,fp32,2051,1,4,0.611,10.2255,8.1982,9.1534,1.247,1.117,True
flash,8k,34,fp32,2051,1,8,0.611,10.3454,8.3632,9.435,1.237,1.128,True
flash,8k,34,fp32,2051,1,16,0.611,10.387049999999999,8.5007,9.531049999999999,1.222,1.121,True
flash,8k,34,fp32,2051,1,32,0.611,10.5022,8.5118,9.635200000000001,1.234,1.132,True
flash,8k,34,fp32,2051,1,64,0.611,10.5167,8.62065,9.8335,1.22,1.141,True
flash,8k,34,fp32,2051,1,128,0.611,11.01595,9.0255,9.9535,1.221,1.103,True
flash,8k,34,fp32,2051,1,256,0.611,12.3535,10.271799999999999,11.8719,1.203,1.156,True
flash,8k,34,fp32,2051,1,512,0.611,22.70055,18.6494,21.25425,1.217,1.14,True
flash,8k,34,fp32,2051,1,1024,0.611,41.0379,33.1742,31.9712,1.237,0.964,True
flash,16k,34,fp32,4099,1,1,0.348,10.041450000000001,8.82075,8.483049999999999,1.138,0.962,True
flash,16k,34,fp32,4099,1,2,0.348,9.627,8.51665,7.9775,1.13,0.937,True
flash,16k,34,fp32,4099,1,4,0.348,9.73915,8.61585,8.2096,1.13,0.953,True
flash,16k,34,fp32,4099,1,8,0.348,9.803049999999999,8.73745,8.08625,1.122,0.925,True
flash,16k,34,fp32,4099,1,16,0.348,9.8143,8.7711,8.3775,1.119,0.955,True
flash,16k,34,fp32,4099,1,32,0.348,10.0558,9.02225,8.63035,1.115,0.957,True
flash,16k,34,fp32,4099,1,64,0.348,10.270299999999999,9.251,8.6688,1.11,0.937,True
flash,16k,34,fp32,4099,1,128,0.348,10.5199,9.52465,8.9598,1.104,0.941,True
flash,16k,34,fp32,4099,1,256,0.348,12.163,10.9566,10.96785,1.11,1.001,True
flash,16k,34,fp32,4099,1,512,0.348,22.1708,19.78855,19.4926,1.12,0.985,True
flash,16k,34,fp32,4099,1,1024,0.348,39.7308,35.564099999999996,28.8666,1.117,0.812,True
flash,32k,34,fp32,8195,1,1,0.67,11.275049999999998,9.071950000000001,10.382200000000001,1.243,1.144,True
flash,32k,34,fp32,8195,1,2,0.67,11.3535,9.23985,10.321549999999998,1.229,1.117,True
flash,32k,34,fp32,8195,1,4,0.67,11.153450000000001,8.996649999999999,10.29415,1.24,1.144,True
flash,32k,34,fp32,8195,1,8,0.67,11.40465,9.3087,10.59195,1.225,1.138,True
flash,32k,34,fp32,8195,1,16,0.67,11.38545,9.2815,10.609549999999999,1.227,1.143,True
flash,32k,34,fp32,8195,1,32,0.67,11.545549999999999,9.5695,10.7711,1.206,1.126,True
flash,32k,34,fp32,8195,1,64,0.67,11.7567,9.68795,10.9438,1.214,1.13,True
flash,32k,34,fp32,8195,1,128,0.67,12.33595,10.22065,11.4574,1.207,1.121,True
flash,32k,34,fp32,8195,1,256,0.67,14.6334,12.40925,14.29585,1.179,1.152,True
flash,32k,34,fp32,8195,1,512,0.67,26.3854,22.0861,25.057299999999998,1.195,1.135,True
flash,32k,34,fp32,8195,1,1024,0.67,47.29375,39.83175,39.196349999999995,1.187,0.984,True
flash,64k,34,fp32,16387,1,1,0.145,11.42225,10.6015,11.41115,1.077,1.076,True
flash,64k,34,fp32,16387,1,2,0.145,11.089450000000001,10.33595,11.32145,1.073,1.095,True
flash,64k,34,fp32,16387,1,4,0.145,11.52315,10.6318,11.31505,1.084,1.064,True
flash,64k,34,fp32,16387,1,8,0.145,11.48625,10.673549999999999,11.50385,1.076,1.078,True
flash,64k,34,fp32,16387,1,16,0.145,11.531049999999999,10.65595,11.52305,1.082,1.081,True
flash,64k,34,fp32,16387,1,32,0.145,11.8015,10.959850000000001,11.766350000000001,1.077,1.074,True
flash,64k,34,fp32,16387,1,64,0.145,12.233450000000001,11.348600000000001,12.15975,1.078,1.071,True
flash,64k,34,fp32,16387,1,128,0.145,13.1519,12.2462,13.0975,1.074,1.07,True
flash,64k,34,fp32,16387,1,256,0.145,16.4958,15.48615,18.5438,1.065,1.197,True
flash,64k,34,fp32,16387,1,512,0.145,29.417099999999998,27.79005,33.8108,1.059,1.217,True
flash,64k,34,fp32,16387,1,1024,0.145,52.1418,49.8234,53.24885,1.047,1.069,True
flash,128k,34,fp32,32771,1,1,0.688,16.161450000000002,12.014299999999999,13.79665,1.345,1.148,True
flash,128k,34,fp32,32771,1,2,0.688,16.02065,11.815850000000001,13.5486,1.356,1.147,True
flash,128k,34,fp32,32771,1,4,0.688,16.14375,11.9599,13.8959,1.35,1.162,True
flash,128k,34,fp32,32771,1,8,0.688,16.18385,12.0271,13.6975,1.346,1.139,True
