model,isl,N,K,L,hit,op,us,us_span,exact
flash,4k,1027,512,38,0.742,flashinfer_topk,6.7088,6.7088,True
flash,4k,1027,512,40,0.795,radix_cutedsl,5.8639,5.8639,True
flash,4k,1027,512,40,0.795,sglang_v2,4.8175,4.8175,True
flash,4k,1027,512,40,0.795,flashinfer_topk,6.6414,6.6414,True
flash,4k,1027,512,42,0.932,radix_cutedsl,5.6192,5.6192,True
flash,4k,1027,512,42,0.932,sglang_v2,4.9424,4.9424,True
flash,4k,1027,512,42,0.932,flashinfer_topk,6.6766,6.6766,True
flash,512k,131075,512,2,0.604,radix_cutedsl,19.9502,19.9502,True
flash,512k,131075,512,2,0.604,sglang_v2,13.1135,13.1135,True
flash,512k,131075,512,2,0.604,flashinfer_topk,16.6495,16.6495,True
flash,512k,131075,512,4,0.805,radix_cutedsl,19.7645,19.7645,True
flash,512k,131075,512,4,0.805,sglang_v2,11.1439,11.1439,True
flash,512k,131075,512,4,0.805,flashinfer_topk,14.5918,14.5918,True
flash,512k,131075,512,6,0.748,radix_cutedsl,19.9568,19.9568,True
flash,512k,131075,512,6,0.748,sglang_v2,12.803,12.803,True
flash,512k,131075,512,6,0.748,flashinfer_topk,15.8,15.8,True
flash,512k,131075,512,8,0.738,radix_cutedsl,19.862,19.862,True
flash,512k,131075,512,8,0.738,sglang_v2,11.2014,11.2014,True
flash,512k,131075,512,8,0.738,flashinfer_topk,15.171,15.171,True
flash,512k,131075,512,10,0.455,radix_cutedsl,19.9261,19.9261,True
flash,512k,131075,512,10,0.455,sglang_v2,13.3375,13.3375,True
flash,512k,131075,512,10,0.455,flashinfer_topk,16.4047,16.4047,True
flash,512k,131075,512,12,0.715,radix_cutedsl,19.8621,19.8621,True
flash,512k,131075,512,12,0.715,sglang_v2,11.5597,11.5597,True
flash,512k,131075,512,12,0.715,flashinfer_topk,14.7326,14.7326,True
flash,512k,131075,512,14,0.479,radix_cutedsl,20.0077,20.0077,True
flash,512k,131075,512,14,0.479,sglang_v2,12.0573,12.0573,True
flash,512k,131075,512,14,0.479,flashinfer_topk,16.2333,16.2333,True
flash,512k,131075,512,16,0.318,radix_cutedsl,19.8432,19.8432,True
flash,512k,131075,512,16,0.318,sglang_v2,12.3695,12.3695,True
flash,512k,131075,512,16,0.318,flashinfer_topk,15.4446,15.4446,True
flash,512k,131075,512,18,0.148,radix_cutedsl,19.7981,19.7981,True
flash,512k,131075,512,18,0.148,sglang_v2,12.0925,12.0925,True
flash,512k,131075,512,18,0.148,flashinfer_topk,14.8063,14.8063,True
flash,512k,131075,512,20,0.332,radix_cutedsl,19.931,19.931,True
flash,512k,131075,512,20,0.332,sglang_v2,12.1631,12.1631,True
flash,512k,131075,512,20,0.332,flashinfer_topk,15.5614,15.5614,True
flash,512k,131075,512,22,0.057,radix_cutedsl,19.9965,19.9965,True
flash,512k,131075,512,22,0.057,sglang_v2,13.7486,13.7486,True
flash,512k,131075,512,22,0.057,flashinfer_topk,18.4749,18.4749,True
flash,512k,131075,512,24,0.023,radix_cutedsl,19.9388,19.9388,True
flash,512k,131075,512,24,0.023,sglang_v2,12.5165,12.5165,True
flash,512k,131075,512,24,0.023,flashinfer_topk,15.3727,15.3727,True
flash,512k,131075,512,26,0.301,radix_cutedsl,19.8765,19.8765,True
flash,512k,131075,512,26,0.301,sglang_v2,11.9135,11.9135,True
flash,512k,131075,512,26,0.301,flashinfer_topk,15.0575,15.0575,True
flash,512k,131075,512,28,0.525,radix_cutedsl,19.9998,19.9998,True
flash,512k,131075,512,28,0.525,sglang_v2,11.5695,11.5695,True
flash,512k,131075,512,28,0.525,flashinfer_topk,18.3292,18.3292,True
flash,512k,131075,512,30,0.119,radix_cutedsl,19.7901,19.7901,True
flash,512k,131075,512,30,0.119,sglang_v2,12.3598,12.3598,True
flash,512k,131075,512,30,0.119,flashinfer_topk,15.7887,15.7887,True
flash,512k,131075,512,32,0.197,radix_cutedsl,19.8894,19.8894,True
flash,512k,131075,512,32,0.197,sglang_v2,12.3646,12.3646,True
flash,512k,131075,512,32,0.197,flashinfer_topk,16.3965,16.3965,True
flash,512k,131075,512,34,0.283,radix_cutedsl,20.1885,20.1885,True
flash,512k,131075,512,34,0.283,sglang_v2,11.3054,11.3054,True
flash,512k,131075,512,34,0.283,flashinfer_topk,15.131,15.131,True
flash,512k,131075,512,36,0.584,radix_cutedsl,19.846,19.846,True
flash,512k,131075,512,36,0.584,sglang_v2,11.2686,11.2686,True
flash,512k,131075,512,36,0.584,flashinfer_topk,14.5759,14.5759,True
flash,512k,131075,512,38,0.215,radix_cutedsl,20.0045,20.0045,True
flash,512k,131075,512,38,0.215,sglang_v2,12.0238,12.0238,True
flash,512k,131075,512,38,0.215,flashinfer_topk,15.4542,15.4542,True
flash,512k,131075,512,40,0.432,radix_cutedsl,19.691,19.691,True
flash,512k,131075,512,40,0.432,sglang_v2,11.3759,11.3759,True
flash,512k,131075,512,40,0.432,flashinfer_topk,15.003,15.003,True
flash,512k,131075,512,42,0.611,radix_cutedsl,19.867,19.867,True
flash,512k,131075,512,42,0.611,sglang_v2,11.3758,11.3758,True
flash,512k,131075,512,42,0.611,flashinfer_topk,15.2831,15.2831,True
flash,64k,16387,512,2,0.715,radix_cutedsl,15.8271,15.8271,True
flash,64k,16387,512,2,0.715,sglang_v2,8.2159,8.2159,True
flash,64k,16387,512,2,0.715,flashinfer_topk,12.5215,12.5215,True
flash,64k,16387,512,4,0.766,radix_cutedsl,16.1727,16.1727,True
flash,64k,16387,512,4,0.766,sglang_v2,8.2671,8.2671,True
flash,64k,16387,512,4,0.766,flashinfer_topk,12.1279,12.1279,True
flash,64k,16387,512,6,0.705,radix_cutedsl,15.7454,15.7454,True
flash,64k,16387,512,6,0.705,sglang_v2,7.8286,7.8286,True
flash,64k,16387,512,6,0.705,flashinfer_topk,12.0416,12.0416,True
flash,64k,16387,512,8,0.617,radix_cutedsl,16.1567,16.1567,True
flash,64k,16387,512,8,0.617,sglang_v2,8.0191,8.0191,True
flash,64k,16387,512,8,0.617,flashinfer_topk,12.4527,12.4527,True
flash,64k,16387,512,10,0.582,radix_cutedsl,16.0302,16.0302,True
flash,64k,16387,512,10,0.582,sglang_v2,8.3311,8.3311,True
flash,64k,16387,512,10,0.582,flashinfer_topk,12.0911,12.0911,True
flash,64k,16387,512,12,0.254,radix_cutedsl,15.7662,15.7662,True
flash,64k,16387,512,12,0.254,sglang_v2,8.2384,8.2384,True
flash,64k,16387,512,12,0.254,flashinfer_topk,11.9918,11.9918,True
flash,64k,16387,512,14,0.311,radix_cutedsl,15.7517,15.7517,True
flash,64k,16387,512,14,0.311,sglang_v2,8.2591,8.2591,True
flash,64k,16387,512,14,0.311,flashinfer_topk,12.2175,12.2175,True
flash,64k,16387,512,16,0.227,radix_cutedsl,16.1694,16.1694,True
flash,64k,16387,512,16,0.227,sglang_v2,8.4335,8.4335,True
flash,64k,16387,512,16,0.227,flashinfer_topk,12.2526,12.2526,True
flash,64k,16387,512,18,0.412,radix_cutedsl,15.8591,15.8591,True
flash,64k,16387,512,18,0.412,sglang_v2,8.3454,8.3454,True
flash,64k,16387,512,18,0.412,flashinfer_topk,12.123,12.123,True
flash,64k,16387,512,20,0.178,radix_cutedsl,16.2765,16.2765,True
flash,64k,16387,512,20,0.178,sglang_v2,8.3968,8.3968,True
flash,64k,16387,512,20,0.178,flashinfer_topk,12.0461,12.0461,True
flash,64k,16387,512,22,0.076,radix_cutedsl,15.8079,15.8079,True
flash,64k,16387,512,22,0.076,sglang_v2,8.4495,8.4495,True
flash,64k,16387,512,22,0.076,flashinfer_topk,12.1086,12.1086,True
flash,64k,16387,512,24,0.107,radix_cutedsl,16.2892,16.2892,True
flash,64k,16387,512,24,0.107,sglang_v2,8.4272,8.4272,True
flash,64k,16387,512,24,0.107,flashinfer_topk,12.0927,12.0927,True
flash,64k,16387,512,26,0.156,radix_cutedsl,16.0174,16.0174,True
flash,64k,16387,512,26,0.156,sglang_v2,8.2895,8.2895,True
flash,64k,16387,512,26,0.156,flashinfer_topk,12.1037,12.1037,True
flash,64k,16387,512,28,0.41,radix_cutedsl,16.0558,16.0558,True
flash,64k,16387,512,28,0.41,sglang_v2,8.547,8.547,True
flash,64k,16387,512,28,0.41,flashinfer_topk,12.0079,12.0079,True
flash,64k,16387,512,30,0.256,radix_cutedsl,16.0095,16.0095,True
flash,64k,16387,512,30,0.256,sglang_v2,8.1983,8.1983,True
flash,64k,16387,512,30,0.256,flashinfer_topk,12.1677,12.1677,True
flash,64k,16387,512,32,0.148,radix_cutedsl,15.6062,15.6062,True
flash,64k,16387,512,32,0.148,sglang_v2,8.3215,8.3215,True
flash,64k,16387,512,32,0.148,flashinfer_topk,12.0718,12.0718,True
flash,64k,16387,512,34,0.145,radix_cutedsl,16.2303,16.2303,True
flash,64k,16387,512,34,0.145,sglang_v2,8.3344,8.3344,True
flash,64k,16387,512,34,0.145,flashinfer_topk,12.1807,12.1807,True
flash,64k,16387,512,36,0.779,radix_cutedsl,15.864,15.864,True
flash,64k,16387,512,36,0.779,sglang_v2,8.291,8.291,True
flash,64k,16387,512,36,0.779,flashinfer_topk,12.3263,12.3263,True
flash,64k,16387,512,38,0.336,radix_cutedsl,16.1087,16.1087,True
flash,64k,16387,512,38,0.336,sglang_v2,8.0303,8.0303,True
flash,64k,16387,512,38,0.336,flashinfer_topk,11.9903,11.9903,True
flash,64k,16387,512,40,0.406,radix_cutedsl,15.9549,15.9549,True
flash,64k,16387,512,40,0.406,sglang_v2,8.1503,8.1503,True
flash,64k,16387,512,40,0.406,flashinfer_topk,12.5807,12.5807,True
flash,64k,16387,512,42,0.779,radix_cutedsl,16.1374,16.1374,True
flash,64k,16387,512,42,0.779,sglang_v2,8.0975,8.0975,True
flash,64k,16387,512,42,0.779,flashinfer_topk,12.5901,12.5901,True
flash,8k,2051,512,2,0.84,radix_cutedsl,6.2879,6.2879,True
flash,8k,2051,512,2,0.84,sglang_v2,5.1967,5.1967,True
flash,8k,2051,512,2,0.84,flashinfer_topk,7.2479,7.2479,True
flash,8k,2051,512,4,0.844,radix_cutedsl,6.0912,6.0912,True
flash,8k,2051,512,4,0.844,sglang_v2,4.8448,4.8448,True
flash,8k,2051,512,4,0.844,flashinfer_topk,7.1567,7.1567,True
flash,8k,2051,512,6,0.75,radix_cutedsl,5.9711,5.9711,True
flash,8k,2051,512,6,0.75,sglang_v2,4.8239,4.8239,True
flash,8k,2051,512,6,0.75,flashinfer_topk,7.0175,7.0175,True
flash,8k,2051,512,8,0.631,radix_cutedsl,5.896,5.896,True
flash,8k,2051,512,8,0.631,sglang_v2,4.9264,4.9264,True
flash,8k,2051,512,8,0.631,flashinfer_topk,7.2367,7.2367,True
flash,8k,2051,512,10,0.672,radix_cutedsl,6.2111,6.2111,True
flash,8k,2051,512,10,0.672,sglang_v2,4.9487,4.9487,True
flash,8k,2051,512,10,0.672,flashinfer_topk,7.099,7.099,True
flash,8k,2051,512,12,0.477,radix_cutedsl,6.1344,6.1344,True
flash,8k,2051,512,12,0.477,sglang_v2,4.7855,4.7855,True
flash,8k,2051,512,12,0.477,flashinfer_topk,7.1519,7.1519,True
flash,8k,2051,512,14,0.416,radix_cutedsl,6.0911,6.0911,True
flash,8k,2051,512,14,0.416,sglang_v2,4.7936,4.7936,True
flash,8k,2051,512,14,0.416,flashinfer_topk,6.7119,6.7119,True
flash,8k,2051,512,16,0.498,radix_cutedsl,6.1327,6.1327,True
flash,8k,2051,512,16,0.498,sglang_v2,4.7808,4.7808,True
flash,8k,2051,512,16,0.498,flashinfer_topk,6.8495,6.8495,True
flash,8k,2051,512,18,0.586,radix_cutedsl,6.0591,6.0591,True
flash,8k,2051,512,18,0.586,sglang_v2,4.8624,4.8624,True
flash,8k,2051,512,18,0.586,flashinfer_topk,7.1789,7.1789,True
flash,8k,2051,512,20,0.488,radix_cutedsl,6.152,6.152,True
flash,8k,2051,512,20,0.488,sglang_v2,5.0687,5.0687,True
flash,8k,2051,512,20,0.488,flashinfer_topk,7.2144,7.2144,True
flash,8k,2051,512,22,0.334,radix_cutedsl,6.1407,6.1407,True
flash,8k,2051,512,22,0.334,sglang_v2,4.8735,4.8735,True
flash,8k,2051,512,22,0.334,flashinfer_topk,7.1279,7.1279,True
flash,8k,2051,512,24,0.48,radix_cutedsl,6.1135,6.1135,True
flash,8k,2051,512,24,0.48,sglang_v2,4.7711,4.7711,True
flash,8k,2051,512,24,0.48,flashinfer_topk,6.9951,6.9951,True
flash,8k,2051,512,26,0.439,radix_cutedsl,5.9487,5.9487,True
flash,8k,2051,512,26,0.439,sglang_v2,4.7999,4.7999,True
flash,8k,2051,512,26,0.439,flashinfer_topk,7.024,7.024,True
flash,8k,2051,512,28,0.639,radix_cutedsl,6.1246,6.1246,True
flash,8k,2051,512,28,0.639,sglang_v2,5.0864,5.0864,True
flash,8k,2051,512,28,0.639,flashinfer_topk,7.2431,7.2431,True
flash,8k,2051,512,30,0.492,radix_cutedsl,6.0063,6.0063,True
flash,8k,2051,512,30,0.492,sglang_v2,4.8352,4.8352,True
flash,8k,2051,512,30,0.492,flashinfer_topk,7.0192,7.0192,True
flash,8k,2051,512,32,0.309,radix_cutedsl,6.2814,6.2814,True
flash,8k,2051,512,32,0.309,sglang_v2,4.8224,4.8224,True
flash,8k,2051,512,32,0.309,flashinfer_topk,6.9248,6.9248,True
flash,8k,2051,512,34,0.611,radix_cutedsl,6.1487,6.1487,True
flash,8k,2051,512,34,0.611,sglang_v2,4.8031,4.8031,True
flash,8k,2051,512,34,0.611,flashinfer_topk,6.7664,6.7664,True
flash,8k,2051,512,36,0.865,radix_cutedsl,6.3327,6.3327,True
flash,8k,2051,512,36,0.865,sglang_v2,4.9536,4.9536,True
flash,8k,2051,512,36,0.865,flashinfer_topk,7.2319,7.2319,True
flash,8k,2051,512,38,0.51,radix_cutedsl,6.1616,6.1616,True
flash,8k,2051,512,38,0.51,sglang_v2,4.8144,4.8144,True
flash,8k,2051,512,38,0.51,flashinfer_topk,6.8624,6.8624,True
flash,8k,2051,512,40,0.529,radix_cutedsl,6.08,6.08,True
flash,8k,2051,512,40,0.529,sglang_v2,4.8671,4.8671,True
flash,8k,2051,512,40,0.529,flashinfer_topk,7.1807,7.1807,True
flash,8k,2051,512,42,0.848,radix_cutedsl,6.2367,6.2367,True
flash,8k,2051,512,42,0.848,sglang_v2,4.9024,4.9024,True
flash,8k,2051,512,42,0.848,flashinfer_topk,7.1886,7.1886,True
pro,1024k,262127,1024,2,0.93,radix_cutedsl,20.1872,20.1872,True
pro,1024k,262127,1024,2,0.93,sglang_v2,17.0798,17.0798,True
pro,1024k,262127,1024,2,0.93,flashinfer_topk,20.5342,20.5342,True
pro,1024k,262127,1024,4,0.886,radix_cutedsl,20.8062,20.8062,True
pro,1024k,262127,1024,4,0.886,sglang_v2,16.3422,16.3422,True
pro,1024k,262127,1024,4,0.886,flashinfer_topk,20.9598,20.9598,True
pro,1024k,262127,1024,6,0.922,radix_cutedsl,20.515,20.515,True
pro,1024k,262127,1024,6,0.922,sglang_v2,17.1822,17.1822,True
pro,1024k,262127,1024,6,0.922,flashinfer_topk,20.3935,20.3935,True
pro,1024k,262127,1024,8,0.871,radix_cutedsl,20.0078,20.0078,True
pro,1024k,262127,1024,8,0.871,sglang_v2,15.4238,15.4238,True
pro,1024k,262127,1024,8,0.871,flashinfer_topk,17.5679,17.5679,True
pro,1024k,262127,1024,10,0.887,radix_cutedsl,20.5582,20.5582,True
pro,1024k,262127,1024,10,0.887,sglang_v2,17.779,17.779,True
pro,1024k,262127,1024,10,0.887,flashinfer_topk,19.5629,19.5629,True
pro,1024k,262127,1024,12,0.856,radix_cutedsl,20.571,20.571,True
pro,1024k,262127,1024,12,0.856,sglang_v2,18.0798,18.0798,True
pro,1024k,262127,1024,12,0.856,flashinfer_topk,23.1373,23.1373,True
pro,1024k,262127,1024,14,0.71,radix_cutedsl,20.3822,20.3822,True
pro,1024k,262127,1024,14,0.71,sglang_v2,17.3502,17.3502,True
pro,1024k,262127,1024,14,0.71,flashinfer_topk,18.9038,18.9038,True
pro,1024k,262127,1024,16,0.619,radix_cutedsl,20.222,20.222,True
pro,1024k,262127,1024,16,0.619,sglang_v2,15.5421,15.5421,True
pro,1024k,262127,1024,16,0.619,flashinfer_topk,18.2877,18.2877,True
pro,1024k,262127,1024,18,0.749,radix_cutedsl,20.1887,20.1887,True
pro,1024k,262127,1024,18,0.749,sglang_v2,15.3262,15.3262,True
pro,1024k,262127,1024,18,0.749,flashinfer_topk,18.0061,18.0061,True
pro,1024k,262127,1024,20,0.76,radix_cutedsl,20.7198,20.7198,True
pro,1024k,262127,1024,20,0.76,sglang_v2,17.6447,17.6447,True
pro,1024k,262127,1024,20,0.76,flashinfer_topk,22.9773,22.9773,True
pro,1024k,262127,1024,22,0.575,radix_cutedsl,20.2045,20.2045,True
pro,1024k,262127,1024,22,0.575,sglang_v2,15.6783,15.6783,True
pro,1024k,262127,1024,22,0.575,flashinfer_topk,17.6526,17.6526,True
pro,1024k,262127,1024,24,0.664,radix_cutedsl,20.4142,20.4142,True
pro,1024k,262127,1024,24,0.664,sglang_v2,15.2927,15.2927,True
pro,1024k,262127,1024,24,0.664,flashinfer_topk,18.0446,18.0446,True
pro,1024k,262127,1024,26,0.535,radix_cutedsl,20.4158,20.4158,True
pro,1024k,262127,1024,26,0.535,sglang_v2,15.7727,15.7727,True
pro,1024k,262127,1024,26,0.535,flashinfer_topk,19.8893,19.8893,True
pro,1024k,262127,1024,28,0.611,radix_cutedsl,20.4414,20.4414,True
pro,1024k,262127,1024,28,0.611,sglang_v2,15.6575,15.6575,True
pro,1024k,262127,1024,28,0.611,flashinfer_topk,18.1245,18.1245,True
pro,1024k,262127,1024,30,0.267,radix_cutedsl,20.6365,20.6365,True
pro,1024k,262127,1024,30,0.267,sglang_v2,16.2014,16.2014,True
pro,1024k,262127,1024,30,0.267,flashinfer_topk,17.9918,17.9918,True
pro,1024k,262127,1024,32,0.394,radix_cutedsl,20.8925,20.8925,True
pro,1024k,262127,1024,32,0.394,sglang_v2,18.6542,18.6542,True
pro,1024k,262127,1024,32,0.394,flashinfer_topk,20.0813,20.0813,True
pro,1024k,262127,1024,34,0.673,radix_cutedsl,20.1612,20.1612,True
pro,1024k,262127,1024,34,0.673,sglang_v2,15.5135,15.5135,True
pro,1024k,262127,1024,34,0.673,flashinfer_topk,17.7231,17.7231,True
pro,1024k,262127,1024,36,0.196,radix_cutedsl,20.5583,20.5583,True
pro,1024k,262127,1024,36,0.196,sglang_v2,16.3134,16.3134,True
pro,1024k,262127,1024,36,0.196,flashinfer_topk,18.3293,18.3293,True
pro,1024k,262127,1024,38,0.425,radix_cutedsl,20.8398,20.8398,True
pro,1024k,262127,1024,38,0.425,sglang_v2,16.3324,16.3324,True
pro,1024k,262127,1024,38,0.425,flashinfer_topk,24.3533,24.3533,True
pro,1024k,262127,1024,40,0.122,radix_cutedsl,19.8223,19.8223,True
pro,1024k,262127,1024,40,0.122,sglang_v2,16.4142,16.4142,True
pro,1024k,262127,1024,40,0.122,flashinfer_topk,19.123,19.123,True
pro,1024k,262127,1024,42,0.479,radix_cutedsl,19.9806,19.9806,True
pro,1024k,262127,1024,42,0.479,sglang_v2,15.3902,15.3902,True
pro,1024k,262127,1024,42,0.479,flashinfer_topk,17.5213,17.5213,True
pro,1024k,262127,1024,44,0.176,radix_cutedsl,20.283,20.283,True
pro,1024k,262127,1024,44,0.176,sglang_v2,15.2957,15.2957,True
pro,1024k,262127,1024,44,0.176,flashinfer_topk,18.2877,18.2877,True
pro,1024k,262127,1024,46,0.64,radix_cutedsl,19.9806,19.9806,True
pro,1024k,262127,1024,46,0.64,sglang_v2,15.3503,15.3503,True
pro,1024k,262127,1024,46,0.64,flashinfer_topk,17.7678,17.7678,True
pro,1024k,262127,1024,48,0.244,radix_cutedsl,20.2542,20.2542,True
pro,1024k,262127,1024,48,0.244,sglang_v2,17.0415,17.0415,True
pro,1024k,262127,1024,48,0.244,flashinfer_topk,19.2457,19.2457,True
pro,1024k,262127,1024,50,0.351,radix_cutedsl,20.195,20.195,True
pro,1024k,262127,1024,50,0.351,sglang_v2,16.1135,16.1135,True
pro,1024k,262127,1024,50,0.351,flashinfer_topk,18.2045,18.2045,True
pro,1024k,262127,1024,52,0.292,radix_cutedsl,19.7645,19.7645,True
pro,1024k,262127,1024,52,0.292,sglang_v2,17.387,17.387,True
pro,1024k,262127,1024,52,0.292,flashinfer_topk,18.2925,18.2925,True
pro,1024k,262127,1024,54,0.671,radix_cutedsl,20.1134,20.1134,True
pro,1024k,262127,1024,54,0.671,sglang_v2,15.275,15.275,True
pro,1024k,262127,1024,54,0.671,flashinfer_topk,17.6717,17.6717,True
pro,1024k,262127,1024,56,0.624,radix_cutedsl,20.1581,20.1581,True
pro,1024k,262127,1024,56,0.624,sglang_v2,15.7886,15.7886,True
pro,1024k,262127,1024,56,0.624,flashinfer_topk,17.6813,17.6813,True
pro,1024k,262127,1024,58,0.679,radix_cutedsl,20.2525,20.2525,True
pro,1024k,262127,1024,58,0.679,sglang_v2,16.0045,16.0045,True
pro,1024k,262127,1024,58,0.679,flashinfer_topk,18.0511,18.0511,True
pro,1024k,262127,1024,60,0.876,radix_cutedsl,20.0861,20.0861,True
pro,1024k,262127,1024,60,0.876,sglang_v2,17.2542,17.2542,True
pro,1024k,262127,1024,60,0.876,flashinfer_topk,18.179,18.179,True
pro,128k,32771,1024,2,0.939,radix_cutedsl,18.0015,18.0015,True
pro,128k,32771,1024,2,0.939,sglang_v2,9.7135,9.7135,True
pro,128k,32771,1024,2,0.939,flashinfer_topk,12.3199,12.3199,True
pro,128k,32771,1024,4,0.863,radix_cutedsl,18.5438,18.5438,True
pro,128k,32771,1024,4,0.863,sglang_v2,11.1776,11.1776,True
pro,128k,32771,1024,4,0.863,flashinfer_topk,12.915,12.915,True
pro,128k,32771,1024,6,0.87,radix_cutedsl,18.1695,18.1695,True
pro,128k,32771,1024,6,0.87,sglang_v2,9.9118,9.9118,True
pro,128k,32771,1024,6,0.87,flashinfer_topk,12.4063,12.4063,True
pro,128k,32771,1024,8,0.928,radix_cutedsl,18.635,18.635,True
pro,128k,32771,1024,8,0.928,sglang_v2,10.5519,10.5519,True
pro,128k,32771,1024,8,0.928,flashinfer_topk,12.7791,12.7791,True
pro,128k,32771,1024,10,0.899,radix_cutedsl,18.5343,18.5343,True
pro,128k,32771,1024,10,0.899,sglang_v2,8.9807,8.9807,True
pro,128k,32771,1024,10,0.899,flashinfer_topk,12.3119,12.3119,True
pro,128k,32771,1024,12,0.849,radix_cutedsl,18.6062,18.6062,True
pro,128k,32771,1024,12,0.849,sglang_v2,9.1167,9.1167,True
pro,128k,32771,1024,12,0.849,flashinfer_topk,12.4462,12.4462,True
pro,128k,32771,1024,14,0.812,radix_cutedsl,18.3087,18.3087,True
pro,128k,32771,1024,14,0.812,sglang_v2,9.0623,9.0623,True
pro,128k,32771,1024,14,0.812,flashinfer_topk,12.0558,12.0558,True
pro,128k,32771,1024,16,0.665,radix_cutedsl,18.3481,18.3481,True
pro,128k,32771,1024,16,0.665,sglang_v2,9.8559,9.8559,True
pro,128k,32771,1024,16,0.665,flashinfer_topk,12.7359,12.7359,True
pro,128k,32771,1024,18,0.688,radix_cutedsl,18.6413,18.6413,True
pro,128k,32771,1024,18,0.688,sglang_v2,10.1965,10.1965,True
pro,128k,32771,1024,18,0.688,flashinfer_topk,12.7614,12.7614,True
pro,128k,32771,1024,20,0.782,radix_cutedsl,18.3424,18.3424,True
pro,128k,32771,1024,20,0.782,sglang_v2,10.8381,10.8381,True
pro,128k,32771,1024,20,0.782,flashinfer_topk,12.4687,12.4687,True
pro,128k,32771,1024,22,0.433,radix_cutedsl,18.6606,18.6606,True
pro,128k,32771,1024,22,0.433,sglang_v2,9.5823,9.5823,True
pro,128k,32771,1024,22,0.433,flashinfer_topk,12.2685,12.2685,True
pro,128k,32771,1024,24,0.683,radix_cutedsl,18.5647,18.5647,True
pro,128k,32771,1024,24,0.683,sglang_v2,8.9551,8.9551,True
pro,128k,32771,1024,24,0.683,flashinfer_topk,12.2846,12.2846,True
pro,128k,32771,1024,26,0.454,radix_cutedsl,18.675,18.675,True
pro,128k,32771,1024,26,0.454,sglang_v2,11.219,11.219,True
pro,128k,32771,1024,26,0.454,flashinfer_topk,12.9086,12.9086,True
pro,128k,32771,1024,28,0.728,radix_cutedsl,18.6733,18.6733,True
pro,128k,32771,1024,28,0.728,sglang_v2,9.9087,9.9087,True
pro,128k,32771,1024,28,0.728,flashinfer_topk,12.5759,12.5759,True
pro,128k,32771,1024,30,0.326,radix_cutedsl,18.4076,18.4076,True
pro,128k,32771,1024,30,0.326,sglang_v2,8.6431,8.6431,True
pro,128k,32771,1024,30,0.326,flashinfer_topk,12.2287,12.2287,True
pro,128k,32771,1024,32,0.43,radix_cutedsl,18.5262,18.5262,True
pro,128k,32771,1024,32,0.43,sglang_v2,9.0144,9.0144,True
pro,128k,32771,1024,32,0.43,flashinfer_topk,12.3822,12.3822,True
pro,128k,32771,1024,34,0.612,radix_cutedsl,18.8286,18.8286,True
pro,128k,32771,1024,34,0.612,sglang_v2,10.3599,10.3599,True
pro,128k,32771,1024,34,0.612,flashinfer_topk,12.6592,12.6592,True
pro,128k,32771,1024,36,0.346,radix_cutedsl,18.6255,18.6255,True
pro,128k,32771,1024,36,0.346,sglang_v2,9.2159,9.2159,True
pro,128k,32771,1024,36,0.346,flashinfer_topk,12.5262,12.5262,True
pro,128k,32771,1024,38,0.627,radix_cutedsl,18.5933,18.5933,True
pro,128k,32771,1024,38,0.627,sglang_v2,10.4703,10.4703,True
pro,128k,32771,1024,38,0.627,flashinfer_topk,12.4446,12.4446,True
pro,128k,32771,1024,40,0.415,radix_cutedsl,18.5487,18.5487,True
pro,128k,32771,1024,40,0.415,sglang_v2,9.9183,9.9183,True
pro,128k,32771,1024,40,0.415,flashinfer_topk,12.7006,12.7006,True
pro,128k,32771,1024,42,0.506,radix_cutedsl,18.5677,18.5677,True
pro,128k,32771,1024,42,0.506,sglang_v2,10.5584,10.5584,True
pro,128k,32771,1024,42,0.506,flashinfer_topk,12.4526,12.4526,True
pro,128k,32771,1024,44,0.395,radix_cutedsl,18.4253,18.4253,True
pro,128k,32771,1024,44,0.395,sglang_v2,10.1151,10.1151,True
pro,128k,32771,1024,44,0.395,flashinfer_topk,12.8334,12.8334,True
pro,128k,32771,1024,46,0.609,radix_cutedsl,18.459,18.459,True
pro,128k,32771,1024,46,0.609,sglang_v2,11.0671,11.0671,True
pro,128k,32771,1024,46,0.609,flashinfer_topk,12.7645,12.7645,True
pro,128k,32771,1024,48,0.346,radix_cutedsl,18.6654,18.6654,True
pro,128k,32771,1024,48,0.346,sglang_v2,9.9471,9.9471,True
pro,128k,32771,1024,48,0.346,flashinfer_topk,12.9086,12.9086,True
pro,128k,32771,1024,50,0.589,radix_cutedsl,18.3853,18.3853,True
pro,128k,32771,1024,50,0.589,sglang_v2,10.9599,10.9599,True
pro,128k,32771,1024,50,0.589,flashinfer_topk,12.4047,12.4047,True
pro,128k,32771,1024,52,0.544,radix_cutedsl,18.7358,18.7358,True
pro,128k,32771,1024,52,0.544,sglang_v2,10.9424,10.9424,True
pro,128k,32771,1024,52,0.544,flashinfer_topk,13.0047,13.0047,True
pro,128k,32771,1024,54,0.683,radix_cutedsl,18.547,18.547,True
pro,128k,32771,1024,54,0.683,sglang_v2,10.4847,10.4847,True
pro,128k,32771,1024,54,0.683,flashinfer_topk,12.475,12.475,True
pro,128k,32771,1024,56,0.527,radix_cutedsl,18.403,18.403,True
pro,128k,32771,1024,56,0.527,sglang_v2,10.9742,10.9742,True
