model,isl,N,K,L,BS,hit,op,us,us_span,exact
pro,16k,4099,1024,30,256,0.739,radix_cutedsl,14.3598,14.3598,True
pro,16k,4099,1024,30,256,0.739,sglang_v2,7.4367,7.4367,True
pro,16k,4099,1024,30,256,0.739,flashinfer_topk,12.4447,12.4447,True
pro,16k,4099,1024,30,512,0.739,gvr_pr,21.6911,21.6911,True
pro,16k,4099,1024,30,512,0.739,radix_cutedsl,26.547,26.547,True
pro,16k,4099,1024,30,512,0.739,sglang_v2,12.8416,12.8416,True
pro,16k,4099,1024,30,512,0.739,flashinfer_topk,22.5598,22.5598,True
pro,16k,4099,1024,30,1024,0.739,gvr_pr,39.6844,39.6844,True
pro,16k,4099,1024,30,1024,0.739,radix_cutedsl,45.2283,45.2283,True
pro,16k,4099,1024,30,1024,0.739,sglang_v2,21.2846,21.2846,True
pro,16k,4099,1024,30,1024,0.739,flashinfer_topk,37.9372,37.9372,True
pro,32k,8195,1024,30,1,0.53,gvr_pr,11.1007,11.1007,True
pro,32k,8195,1024,30,1,0.53,radix_cutedsl,9.3407,9.3407,True
pro,32k,8195,1024,30,1,0.53,sglang_v2,6.3887,6.3887,True
pro,32k,8195,1024,30,1,0.53,flashinfer_topk,12.3646,12.3646,True
pro,32k,8195,1024,30,2,0.53,gvr_pr,10.9966,10.9966,True
pro,32k,8195,1024,30,2,0.53,radix_cutedsl,9.4959,9.4959,True
pro,32k,8195,1024,30,2,0.53,sglang_v2,6.2654,6.2654,True
pro,32k,8195,1024,30,2,0.53,flashinfer_topk,12.3983,12.3983,True
pro,32k,8195,1024,30,4,0.53,gvr_pr,11.0144,11.0144,True
pro,32k,8195,1024,30,4,0.53,radix_cutedsl,9.619,9.619,True
pro,32k,8195,1024,30,4,0.53,sglang_v2,6.3296,6.3296,True
pro,32k,8195,1024,30,4,0.53,flashinfer_topk,12.4462,12.4462,True
pro,32k,8195,1024,30,8,0.53,gvr_pr,10.9951,10.9951,True
pro,32k,8195,1024,30,8,0.53,radix_cutedsl,9.6959,9.6959,True
pro,32k,8195,1024,30,8,0.53,sglang_v2,6.3486,6.3486,True
pro,32k,8195,1024,30,8,0.53,flashinfer_topk,12.5904,12.5904,True
pro,32k,8195,1024,30,16,0.53,gvr_pr,11.1359,11.1359,True
pro,32k,8195,1024,30,16,0.53,radix_cutedsl,9.6415,9.6415,True
pro,32k,8195,1024,30,16,0.53,sglang_v2,6.3583,6.3583,True
pro,32k,8195,1024,30,16,0.53,flashinfer_topk,16.1375,16.1375,True
pro,32k,8195,1024,30,32,0.53,gvr_pr,11.2143,11.2143,True
pro,32k,8195,1024,30,32,0.53,radix_cutedsl,9.7999,9.7999,True
pro,32k,8195,1024,30,32,0.53,sglang_v2,6.4496,6.4496,True
pro,32k,8195,1024,30,32,0.53,flashinfer_topk,16.3774,16.3774,True
pro,32k,8195,1024,30,64,0.53,gvr_pr,11.4799,11.4799,True
pro,32k,8195,1024,30,64,0.53,radix_cutedsl,10.0511,10.0511,True
pro,32k,8195,1024,30,64,0.53,sglang_v2,6.6351,6.6351,True
pro,32k,8195,1024,30,64,0.53,flashinfer_topk,16.1822,16.1822,True
pro,32k,8195,1024,30,128,0.53,gvr_pr,12.0111,12.0111,True
pro,32k,8195,1024,30,128,0.53,radix_cutedsl,10.5823,10.5823,True
pro,32k,8195,1024,30,128,0.53,sglang_v2,7.0911,7.0911,True
pro,32k,8195,1024,30,128,0.53,flashinfer_topk,16.0221,16.0221,True
pro,32k,8195,1024,30,256,0.53,gvr_pr,14.7903,14.7903,True
pro,32k,8195,1024,30,256,0.53,radix_cutedsl,18.931,18.931,True
pro,32k,8195,1024,30,256,0.53,sglang_v2,9.3743,9.3743,True
pro,32k,8195,1024,30,256,0.53,flashinfer_topk,16.6223,16.6223,True
pro,32k,8195,1024,30,512,0.53,gvr_pr,26.9581,26.9581,True
pro,32k,8195,1024,30,512,0.53,radix_cutedsl,35.3484,35.3484,True
pro,32k,8195,1024,30,512,0.53,sglang_v2,16.1247,16.1247,True
pro,32k,8195,1024,30,512,0.53,flashinfer_topk,29.2797,29.2797,True
pro,32k,8195,1024,30,1024,0.53,gvr_pr,48.2507,48.2507,True
pro,32k,8195,1024,30,1024,0.53,radix_cutedsl,59.8873,59.8873,True
pro,32k,8195,1024,30,1024,0.53,sglang_v2,26.0685,26.0685,True
pro,32k,8195,1024,30,1024,0.53,flashinfer_topk,49.609,49.609,True
pro,64k,16387,1024,30,1,0.312,gvr_pr,10.4832,10.4832,True
pro,64k,16387,1024,30,1,0.312,radix_cutedsl,19.8669,19.8669,True
pro,64k,16387,1024,30,1,0.312,sglang_v2,8.6287,8.6287,True
pro,64k,16387,1024,30,1,0.312,flashinfer_topk,12.7903,12.7903,True
pro,64k,16387,1024,30,2,0.312,gvr_pr,10.5087,10.5087,True
pro,64k,16387,1024,30,2,0.312,radix_cutedsl,20.6398,20.6398,True
pro,64k,16387,1024,30,2,0.312,sglang_v2,8.6272,8.6272,True
pro,64k,16387,1024,30,2,0.312,flashinfer_topk,12.768,12.768,True
pro,64k,16387,1024,30,4,0.312,gvr_pr,10.6608,10.6608,True
pro,64k,16387,1024,30,4,0.312,radix_cutedsl,20.8334,20.8334,True
pro,64k,16387,1024,30,4,0.312,sglang_v2,8.7072,8.7072,True
pro,64k,16387,1024,30,4,0.312,flashinfer_topk,12.7966,12.7966,True
pro,64k,16387,1024,30,8,0.312,gvr_pr,10.5998,10.5998,True
pro,64k,16387,1024,30,8,0.312,radix_cutedsl,20.8366,20.8366,True
pro,64k,16387,1024,30,8,0.312,sglang_v2,8.8192,8.8192,True
pro,64k,16387,1024,30,8,0.312,flashinfer_topk,12.9742,12.9742,True
pro,64k,16387,1024,30,16,0.312,gvr_pr,10.7806,10.7806,True
pro,64k,16387,1024,30,16,0.312,radix_cutedsl,20.8861,20.8861,True
pro,64k,16387,1024,30,16,0.312,sglang_v2,8.9568,8.9568,True
pro,64k,16387,1024,30,16,0.312,flashinfer_topk,16.083,16.083,True
pro,64k,16387,1024,30,32,0.312,gvr_pr,11.0655,11.0655,True
pro,64k,16387,1024,30,32,0.312,radix_cutedsl,21.1197,21.1197,True
pro,64k,16387,1024,30,32,0.312,sglang_v2,9.0559,9.0559,True
pro,64k,16387,1024,30,32,0.312,flashinfer_topk,16.6095,16.6095,True
pro,64k,16387,1024,30,64,0.312,gvr_pr,11.5472,11.5472,True
pro,64k,16387,1024,30,64,0.312,radix_cutedsl,13.768,13.768,True
pro,64k,16387,1024,30,64,0.312,sglang_v2,9.4911,9.4911,True
pro,64k,16387,1024,30,64,0.312,flashinfer_topk,16.3742,16.3742,True
pro,64k,16387,1024,30,128,0.312,gvr_pr,12.379,12.379,True
pro,64k,16387,1024,30,128,0.312,radix_cutedsl,14.5901,14.5901,True
pro,64k,16387,1024,30,128,0.312,sglang_v2,10.1536,10.1536,True
pro,64k,16387,1024,30,128,0.312,flashinfer_topk,19.5518,19.5518,True
pro,64k,16387,1024,30,256,0.312,gvr_pr,15.3534,15.3534,True
pro,64k,16387,1024,30,256,0.312,radix_cutedsl,26.403,26.403,True
pro,64k,16387,1024,30,256,0.312,sglang_v2,13.5408,13.5408,True
pro,64k,16387,1024,30,256,0.312,flashinfer_topk,25.0202,25.0202,True
pro,64k,16387,1024,30,512,0.312,gvr_pr,27.9533,27.9533,True
pro,64k,16387,1024,30,512,0.312,radix_cutedsl,50.0763,50.0763,True
pro,64k,16387,1024,30,512,0.312,sglang_v2,24.1564,24.1564,True
pro,64k,16387,1024,30,512,0.312,flashinfer_topk,45.0442,45.0442,True
pro,64k,16387,1024,30,1024,0.312,gvr_pr,51.1229,51.1229,True
pro,64k,16387,1024,30,1024,0.312,radix_cutedsl,87.2631,87.2631,True
pro,64k,16387,1024,30,1024,0.312,sglang_v2,40.7212,40.7212,True
pro,64k,16387,1024,30,1024,0.312,flashinfer_topk,76.4263,76.4263,True
pro,128k,32771,1024,30,1,0.326,gvr_pr,12.6847,12.6847,True
pro,128k,32771,1024,30,1,0.326,radix_cutedsl,19.707,19.707,True
pro,128k,32771,1024,30,1,0.326,sglang_v2,8.6335,8.6335,True
pro,128k,32771,1024,30,1,0.326,flashinfer_topk,12.5967,12.5967,True
pro,128k,32771,1024,30,2,0.326,gvr_pr,12.7071,12.7071,True
pro,128k,32771,1024,30,2,0.326,radix_cutedsl,20.1966,20.1966,True
pro,128k,32771,1024,30,2,0.326,sglang_v2,8.6927,8.6927,True
pro,128k,32771,1024,30,2,0.326,flashinfer_topk,12.5886,12.5886,True
pro,128k,32771,1024,30,4,0.326,gvr_pr,12.7535,12.7535,True
pro,128k,32771,1024,30,4,0.326,radix_cutedsl,20.2558,20.2558,True
pro,128k,32771,1024,30,4,0.326,sglang_v2,8.6351,8.6351,True
pro,128k,32771,1024,30,4,0.326,flashinfer_topk,12.6607,12.6607,True
pro,128k,32771,1024,30,8,0.326,gvr_pr,12.9374,12.9374,True
pro,128k,32771,1024,30,8,0.326,radix_cutedsl,20.6142,20.6142,True
pro,128k,32771,1024,30,8,0.326,sglang_v2,8.7215,8.7215,True
pro,128k,32771,1024,30,8,0.326,flashinfer_topk,12.7197,12.7197,True
pro,128k,32771,1024,30,16,0.326,gvr_pr,13.1439,13.1439,True
pro,128k,32771,1024,30,16,0.326,radix_cutedsl,20.923,20.923,True
pro,128k,32771,1024,30,16,0.326,sglang_v2,12.0895,12.0895,True
pro,128k,32771,1024,30,16,0.326,flashinfer_topk,15.5775,15.5775,True
pro,128k,32771,1024,30,32,0.326,gvr_pr,13.4398,13.4398,True
pro,128k,32771,1024,30,32,0.326,radix_cutedsl,24.0637,24.0637,True
pro,128k,32771,1024,30,32,0.326,sglang_v2,12.4302,12.4302,True
pro,128k,32771,1024,30,32,0.326,flashinfer_topk,16.5469,16.5469,True
pro,128k,32771,1024,30,64,0.326,gvr_pr,14.2431,14.2431,True
pro,128k,32771,1024,30,64,0.326,radix_cutedsl,29.9644,29.9644,True
pro,128k,32771,1024,30,64,0.326,sglang_v2,12.995,12.995,True
pro,128k,32771,1024,30,64,0.326,flashinfer_topk,17.3774,17.3774,True
pro,128k,32771,1024,30,128,0.326,gvr_pr,15.1102,15.1102,True
pro,128k,32771,1024,30,128,0.326,radix_cutedsl,20.2431,20.2431,True
pro,128k,32771,1024,30,128,0.326,sglang_v2,13.6959,13.6959,True
pro,128k,32771,1024,30,128,0.326,flashinfer_topk,20.9228,20.9228,True
pro,128k,32771,1024,30,256,0.326,gvr_pr,21.0767,21.0767,True
pro,128k,32771,1024,30,256,0.326,radix_cutedsl,37.9504,37.9504,True
pro,128k,32771,1024,30,256,0.326,sglang_v2,18.5485,18.5485,True
pro,128k,32771,1024,30,256,0.326,flashinfer_topk,25.6301,25.6301,True
pro,128k,32771,1024,30,512,0.326,gvr_pr,39.4412,39.4412,True
pro,128k,32771,1024,30,512,0.326,radix_cutedsl,74.2089,74.2089,True
pro,128k,32771,1024,30,512,0.326,sglang_v2,34.9693,34.9693,True
pro,128k,32771,1024,30,512,0.326,flashinfer_topk,46.4555,46.4555,True
pro,128k,32771,1024,30,1024,0.326,gvr_pr,68.0889,68.0889,True
pro,128k,32771,1024,30,1024,0.326,radix_cutedsl,129.4948,129.4948,True
pro,128k,32771,1024,30,1024,0.326,sglang_v2,60.4078,60.4078,True
pro,128k,32771,1024,30,1024,0.326,flashinfer_topk,78.2455,78.2455,True
pro,256k,65539,1024,30,1,0.358,gvr_pr,14.1278,14.1278,True
pro,256k,65539,1024,30,1,0.358,radix_cutedsl,19.7549,19.7549,True
pro,256k,65539,1024,30,1,0.358,sglang_v2,10.0271,10.0271,True
pro,256k,65539,1024,30,1,0.358,flashinfer_topk,13.9039,13.9039,True
pro,256k,65539,1024,30,2,0.358,gvr_pr,14.0382,14.0382,True
pro,256k,65539,1024,30,2,0.358,radix_cutedsl,19.763,19.763,True
pro,256k,65539,1024,30,2,0.358,sglang_v2,10.027,10.027,True
pro,256k,65539,1024,30,2,0.358,flashinfer_topk,13.9263,13.9263,True
pro,256k,65539,1024,30,4,0.358,gvr_pr,14.2111,14.2111,True
pro,256k,65539,1024,30,4,0.358,radix_cutedsl,19.859,19.859,True
pro,256k,65539,1024,30,4,0.358,sglang_v2,10.1694,10.1694,True
pro,256k,65539,1024,30,4,0.358,flashinfer_topk,13.9278,13.9278,True
pro,256k,65539,1024,30,8,0.358,gvr_pr,14.5135,14.5135,True
pro,256k,65539,1024,30,8,0.358,radix_cutedsl,20.7278,20.7278,True
pro,256k,65539,1024,30,8,0.358,sglang_v2,10.2927,10.2927,True
pro,256k,65539,1024,30,8,0.358,flashinfer_topk,14.2079,14.2079,True
pro,256k,65539,1024,30,16,0.358,gvr_pr,15.0016,15.0016,True
pro,256k,65539,1024,30,16,0.358,radix_cutedsl,21.2045,21.2045,True
pro,256k,65539,1024,30,16,0.358,sglang_v2,11.8959,11.8959,True
pro,256k,65539,1024,30,16,0.358,flashinfer_topk,16.9519,16.9519,True
pro,256k,65539,1024,30,32,0.358,gvr_pr,15.715,15.715,True
pro,256k,65539,1024,30,32,0.358,radix_cutedsl,30.3133,30.3133,True
pro,256k,65539,1024,30,32,0.358,sglang_v2,20.491,26.2013,True
pro,256k,65539,1024,30,32,0.358,flashinfer_topk,18.747,18.747,True
pro,256k,65539,1024,30,64,0.358,gvr_pr,18.5742,18.5742,True
pro,256k,65539,1024,30,64,0.358,radix_cutedsl,57.3672,57.3672,True
pro,256k,65539,1024,30,64,0.358,sglang_v2,21.0942,24.0718,True
pro,256k,65539,1024,30,64,0.358,flashinfer_topk,21.5646,21.5646,True
pro,256k,65539,1024,30,128,0.358,gvr_pr,20.4543,20.4543,True
pro,256k,65539,1024,30,128,0.358,radix_cutedsl,60.876,60.876,True
pro,256k,65539,1024,30,128,0.358,sglang_v2,22.9902,27.067,True
pro,256k,65539,1024,30,128,0.358,flashinfer_topk,28.4237,28.4237,True
pro,256k,65539,1024,30,256,0.358,gvr_pr,32.5117,32.5117,True
pro,256k,65539,1024,30,256,0.358,radix_cutedsl,117.0164,117.0164,True
pro,256k,65539,1024,30,256,0.358,sglang_v2,31.7853,38.0093,True
pro,256k,65539,1024,30,256,0.358,flashinfer_topk,41.9724,41.9724,True
pro,256k,65539,1024,30,512,0.358,gvr_pr,61.3449,61.3449,True
pro,256k,65539,1024,30,512,0.358,radix_cutedsl,201.7131,201.7131,True
pro,256k,65539,1024,30,512,0.358,sglang_v2,57.5673,61.0442,True
pro,256k,65539,1024,30,512,0.358,flashinfer_topk,75.948,75.948,True
pro,256k,65539,1024,30,1024,0.358,gvr_pr,102.8005,102.8005,True
pro,256k,65539,1024,30,1024,0.358,radix_cutedsl,397.628,397.628,True
pro,256k,65539,1024,30,1024,0.358,sglang_v2,94.8023,94.8023,True
pro,256k,65539,1024,30,1024,0.358,flashinfer_topk,120.882,120.882,True
pro,512k,131075,1024,30,1,0.23,gvr_pr,16.459,16.459,True
pro,512k,131075,1024,30,1,0.23,radix_cutedsl,19.8349,19.8349,True
pro,512k,131075,1024,30,1,0.23,sglang_v2,11.5165,11.5165,True
pro,512k,131075,1024,30,1,0.23,flashinfer_topk,15.3679,15.3679,True
pro,512k,131075,1024,30,2,0.23,gvr_pr,16.6605,16.6605,True
pro,512k,131075,1024,30,2,0.23,radix_cutedsl,19.974,19.974,True
pro,512k,131075,1024,30,2,0.23,sglang_v2,11.7535,11.7535,True
pro,512k,131075,1024,30,2,0.23,flashinfer_topk,15.2543,15.2543,True
pro,512k,131075,1024,30,4,0.23,gvr_pr,16.8846,16.8846,True
pro,512k,131075,1024,30,4,0.23,radix_cutedsl,20.2925,20.2925,True
pro,512k,131075,1024,30,4,0.23,sglang_v2,11.7455,11.7455,True
pro,512k,131075,1024,30,4,0.23,flashinfer_topk,15.3695,15.3695,True
pro,512k,131075,1024,30,8,0.23,gvr_pr,17.9695,17.9695,True
pro,512k,131075,1024,30,8,0.23,radix_cutedsl,21.1917,21.1917,True
pro,512k,131075,1024,30,8,0.23,sglang_v2,12.0095,12.0095,True
pro,512k,131075,1024,30,8,0.23,flashinfer_topk,15.675,15.675,True
pro,512k,131075,1024,30,16,0.23,gvr_pr,18.5006,18.5006,True
pro,512k,131075,1024,30,16,0.23,radix_cutedsl,24.7822,24.7822,True
pro,512k,131075,1024,30,16,0.23,sglang_v2,13.9967,13.9967,True
pro,512k,131075,1024,30,16,0.23,flashinfer_topk,20.7006,20.7006,True
pro,512k,131075,1024,30,32,0.23,gvr_pr,19.6911,19.6911,True
pro,512k,131075,1024,30,32,0.23,radix_cutedsl,57.3274,57.3274,True
pro,512k,131075,1024,30,32,0.23,sglang_v2,41.5261,24.4398,True
pro,512k,131075,1024,30,32,0.23,flashinfer_topk,21.931,21.931,True
pro,512k,131075,1024,30,64,0.23,gvr_pr,25.2287,25.2287,True
pro,512k,131075,1024,30,64,0.23,radix_cutedsl,84.7784,84.7784,True
pro,512k,131075,1024,30,64,0.23,sglang_v2,34.9308,38.8172,True
pro,512k,131075,1024,30,64,0.23,flashinfer_topk,27.8605,27.8605,True
pro,512k,131075,1024,30,128,0.23,gvr_pr,33.6637,33.6637,True
pro,512k,131075,1024,30,128,0.23,radix_cutedsl,102.2053,102.2053,True
pro,512k,131075,1024,30,128,0.23,sglang_v2,39.9516,43.2236,True
pro,512k,131075,1024,30,128,0.23,flashinfer_topk,44.3468,44.3468,True
pro,512k,131075,1024,30,256,0.23,gvr_pr,66.484,66.484,True
pro,512k,131075,1024,30,256,0.23,radix_cutedsl,198.078,198.078,True
pro,512k,131075,1024,30,256,0.23,sglang_v2,61.8587,66.4137,True
pro,512k,131075,1024,30,256,0.23,flashinfer_topk,83.2808,83.2808,True
pro,512k,131075,1024,30,512,0.23,gvr_pr,117.7285,117.7285,True
pro,512k,131075,1024,30,512,0.23,radix_cutedsl,358.3769,358.3769,True
pro,512k,131075,1024,30,512,0.23,sglang_v2,108.4917,112.0901,True
pro,512k,131075,1024,30,512,0.23,flashinfer_topk,144.752,144.752,True
pro,512k,131075,1024,30,1024,0.23,gvr_pr,211.9323,211.9323,True
pro,512k,131075,1024,30,1024,0.23,radix_cutedsl,678.7116,678.7116,True
pro,512k,131075,1024,30,1024,0.23,sglang_v2,196.8364,196.8364,True
pro,512k,131075,1024,30,1024,0.23,flashinfer_topk,252.5575,252.5575,True
pro,1024k,262127,1024,30,1,0.267,gvr_pr,20.0093,20.0093,True
pro,1024k,262127,1024,30,1,0.267,radix_cutedsl,20.294,20.294,True
pro,1024k,262127,1024,30,1,0.267,sglang_v2,16.5312,16.5312,True
pro,1024k,262127,1024,30,1,0.267,flashinfer_topk,18.0622,18.0622,True
pro,1024k,262127,1024,30,2,0.267,gvr_pr,20.2047,20.2047,True
pro,1024k,262127,1024,30,2,0.267,radix_cutedsl,20.2941,20.2941,True
pro,1024k,262127,1024,30,2,0.267,sglang_v2,16.4351,16.4351,True
pro,1024k,262127,1024,30,2,0.267,flashinfer_topk,18.1678,18.1678,True
pro,1024k,262127,1024,30,4,0.267,gvr_pr,20.5326,20.5326,True
pro,1024k,262127,1024,30,4,0.267,radix_cutedsl,20.6655,20.6655,True
pro,1024k,262127,1024,30,4,0.267,sglang_v2,16.5296,16.5296,True
pro,1024k,262127,1024,30,4,0.267,flashinfer_topk,18.3487,18.3487,True
pro,1024k,262127,1024,30,8,0.267,gvr_pr,22.2047,22.2047,True
pro,1024k,262127,1024,30,8,0.267,radix_cutedsl,24.6734,24.6734,True
pro,1024k,262127,1024,30,8,0.267,sglang_v2,16.5983,16.5983,True
pro,1024k,262127,1024,30,8,0.267,flashinfer_topk,18.7678,18.7678,True
pro,1024k,262127,1024,30,16,0.267,gvr_pr,23.0973,23.0973,True
pro,1024k,262127,1024,30,16,0.267,radix_cutedsl,31.9565,31.9565,True
pro,1024k,262127,1024,30,16,0.267,sglang_v2,21.395,21.395,True
pro,1024k,262127,1024,30,16,0.267,flashinfer_topk,25.8973,25.8973,True
pro,1024k,262127,1024,30,32,0.267,gvr_pr,26.2557,26.2557,True
pro,1024k,262127,1024,30,32,0.267,radix_cutedsl,60.3147,60.3147,True
pro,1024k,262127,1024,30,32,0.267,sglang_v2,60.1851,33.6878,True
pro,1024k,262127,1024,30,32,0.267,flashinfer_topk,28.6092,28.6092,True
pro,1024k,262127,1024,30,64,0.267,gvr_pr,38.2493,38.2493,True
pro,1024k,262127,1024,30,64,0.267,radix_cutedsl,117.029,117.029,True
pro,1024k,262127,1024,30,64,0.267,sglang_v2,93.8214,51.5307,True
pro,1024k,262127,1024,30,64,0.267,flashinfer_topk,43.7948,43.7948,True
pro,1024k,262127,1024,30,128,0.267,gvr_pr,62.5979,62.5979,True
pro,1024k,262127,1024,30,128,0.267,radix_cutedsl,192.8829,192.8829,True
pro,1024k,262127,1024,30,128,0.267,sglang_v2,84.2567,87.8054,True
pro,1024k,262127,1024,30,128,0.267,flashinfer_topk,80.7959,80.7959,True
pro,1024k,262127,1024,30,256,0.267,gvr_pr,110.4373,110.4373,True
pro,1024k,262127,1024,30,256,0.267,radix_cutedsl,340.4189,340.4189,True
pro,1024k,262127,1024,30,256,0.267,sglang_v2,109.7028,112.5987,True
pro,1024k,262127,1024,30,256,0.267,flashinfer_topk,137.4915,137.4915,True
pro,1024k,262127,1024,30,512,0.267,gvr_pr,201.5002,201.5002,True
pro,1024k,262127,1024,30,512,0.267,radix_cutedsl,670.7243,670.7243,True
pro,1024k,262127,1024,30,512,0.267,sglang_v2,197.134,201.198,True
pro,1024k,262127,1024,30,512,0.267,flashinfer_topk,254.0277,254.0277,True
pro,1024k,262127,1024,30,1024,0.267,gvr_pr,379.6922,379.6922,True
pro,1024k,262127,1024,30,1024,0.267,radix_cutedsl,1329.937,1329.937,True
pro,1024k,262127,1024,30,1024,0.267,sglang_v2,375.4042,375.4042,True
pro,1024k,262127,1024,30,1024,0.267,flashinfer_topk,449.2627,449.2627,True
pro,4k,1027,1024,46,1,0.998,gvr_pr,9.9069,9.9069,True
pro,4k,1027,1024,46,1,0.998,radix_cutedsl,5.8911,5.8911,True
pro,4k,1027,1024,46,1,0.998,sglang_v2,4.7935,4.7935,True
pro,4k,1027,1024,46,1,0.998,flashinfer_topk,6.7551,6.7551,True
pro,4k,1027,1024,46,2,0.998,gvr_pr,9.5311,9.5311,True
pro,4k,1027,1024,46,2,0.998,radix_cutedsl,5.9551,5.9551,True
pro,4k,1027,1024,46,2,0.998,sglang_v2,4.6271,4.6271,True
pro,4k,1027,1024,46,2,0.998,flashinfer_topk,6.7102,6.7102,True
pro,4k,1027,1024,46,4,0.998,gvr_pr,9.592,9.592,True
pro,4k,1027,1024,46,4,0.998,radix_cutedsl,6.056,6.056,True
pro,4k,1027,1024,46,4,0.998,sglang_v2,4.5264,4.5264,True
pro,4k,1027,1024,46,4,0.998,flashinfer_topk,6.7886,6.7886,True
pro,4k,1027,1024,46,8,0.998,gvr_pr,9.587,9.587,True
pro,4k,1027,1024,46,8,0.998,radix_cutedsl,6.0688,6.0688,True
pro,4k,1027,1024,46,8,0.998,sglang_v2,4.5631,4.5631,True
pro,4k,1027,1024,46,8,0.998,flashinfer_topk,6.7504,6.7504,True
pro,4k,1027,1024,46,16,0.998,gvr_pr,9.688,9.688,True
pro,4k,1027,1024,46,16,0.998,radix_cutedsl,6.0767,6.0767,True
pro,4k,1027,1024,46,16,0.998,sglang_v2,4.5648,4.5648,True
pro,4k,1027,1024,46,16,0.998,flashinfer_topk,6.8383,6.8383,True
pro,4k,1027,1024,46,32,0.998,gvr_pr,9.507,9.507,True
pro,4k,1027,1024,46,32,0.998,radix_cutedsl,6.1936,6.1936,True
pro,4k,1027,1024,46,32,0.998,sglang_v2,4.6016,4.6016,True
pro,4k,1027,1024,46,32,0.998,flashinfer_topk,6.9583,6.9583,True
pro,4k,1027,1024,46,64,0.998,gvr_pr,9.6112,9.6112,True
pro,4k,1027,1024,46,64,0.998,radix_cutedsl,6.2559,6.2559,True
pro,4k,1027,1024,46,64,0.998,sglang_v2,4.6463,4.6463,True
pro,4k,1027,1024,46,64,0.998,flashinfer_topk,7.0766,7.0766,True
pro,4k,1027,1024,46,128,0.998,gvr_pr,9.8239,9.8239,True
pro,4k,1027,1024,46,128,0.998,radix_cutedsl,6.4576,6.4576,True
pro,4k,1027,1024,46,128,0.998,sglang_v2,4.8239,4.8239,True
pro,4k,1027,1024,46,128,0.998,flashinfer_topk,7.2207,7.2207,True
pro,4k,1027,1024,46,256,0.998,gvr_pr,10.9181,10.9181,True
pro,4k,1027,1024,46,256,0.998,radix_cutedsl,11.1615,11.1615,True
pro,4k,1027,1024,46,256,0.998,sglang_v2,5.6783,5.6783,True
pro,4k,1027,1024,46,256,0.998,flashinfer_topk,8.8799,8.8799,True
pro,4k,1027,1024,46,512,0.998,gvr_pr,20.0767,20.0767,True
pro,4k,1027,1024,46,512,0.998,radix_cutedsl,20.4093,20.4093,True
pro,4k,1027,1024,46,512,0.998,sglang_v2,9.7086,9.7086,True
pro,4k,1027,1024,46,512,0.998,flashinfer_topk,15.8893,15.8893,True
pro,4k,1027,1024,46,1024,0.998,gvr_pr,37.7867,37.7867,True
pro,4k,1027,1024,46,1024,0.998,radix_cutedsl,34.2013,34.2013,True
pro,4k,1027,1024,46,1024,0.998,sglang_v2,16.5358,16.5358,True
pro,4k,1027,1024,46,1024,0.998,flashinfer_topk,28.0253,28.0253,True
pro,8k,2051,1024,46,1,0.611,gvr_pr,9.1951,9.1951,True
pro,8k,2051,1024,46,1,0.611,radix_cutedsl,6.2799,6.2799,True
pro,8k,2051,1024,46,1,0.611,sglang_v2,4.8831,4.8831,True
pro,8k,2051,1024,46,1,0.611,flashinfer_topk,7.5551,7.5551,True
pro,8k,2051,1024,46,2,0.611,gvr_pr,9.2734,9.2734,True
pro,8k,2051,1024,46,2,0.611,radix_cutedsl,6.3503,6.3503,True
pro,8k,2051,1024,46,2,0.611,sglang_v2,4.7952,4.7952,True
pro,8k,2051,1024,46,2,0.611,flashinfer_topk,7.5791,7.5791,True
pro,8k,2051,1024,46,4,0.611,gvr_pr,9.3536,9.3536,True
pro,8k,2051,1024,46,4,0.611,radix_cutedsl,6.3871,6.3871,True
pro,8k,2051,1024,46,4,0.611,sglang_v2,4.8111,4.8111,True
pro,8k,2051,1024,46,4,0.611,flashinfer_topk,7.5855,7.5855,True
pro,8k,2051,1024,46,8,0.611,gvr_pr,9.1406,9.1406,True
pro,8k,2051,1024,46,8,0.611,radix_cutedsl,6.4895,6.4895,True
pro,8k,2051,1024,46,8,0.611,sglang_v2,4.7951,4.7951,True
pro,8k,2051,1024,46,8,0.611,flashinfer_topk,7.5711,7.5711,True
pro,8k,2051,1024,46,16,0.611,gvr_pr,9.248,9.248,True
pro,8k,2051,1024,46,16,0.611,radix_cutedsl,6.5071,6.5071,True
pro,8k,2051,1024,46,16,0.611,sglang_v2,4.7999,4.7999,True
pro,8k,2051,1024,46,16,0.611,flashinfer_topk,7.6672,7.6672,True
pro,8k,2051,1024,46,32,0.611,gvr_pr,9.2591,9.2591,True
pro,8k,2051,1024,46,32,0.611,radix_cutedsl,6.5918,6.5918,True
pro,8k,2051,1024,46,32,0.611,sglang_v2,4.8191,4.8191,True
pro,8k,2051,1024,46,32,0.611,flashinfer_topk,7.7295,7.7295,True
pro,8k,2051,1024,46,64,0.611,gvr_pr,9.3968,9.3968,True
pro,8k,2051,1024,46,64,0.611,radix_cutedsl,6.6814,6.6814,True
pro,8k,2051,1024,46,64,0.611,sglang_v2,4.9408,4.9408,True
pro,8k,2051,1024,46,64,0.611,flashinfer_topk,7.8047,7.8047,True
pro,8k,2051,1024,46,128,0.611,gvr_pr,9.6559,9.6559,True
pro,8k,2051,1024,46,128,0.611,radix_cutedsl,7.1024,7.1024,True
