model,isl,N,K,L,BS,hit,op,us,us_span,exact
flash,1024k,262127,512,22,1024,0.422,sglang_v2,377.5925,377.5925,True
flash,1024k,262127,512,22,1024,0.422,flashinfer_topk,439.7615,439.7615,True
flash,4k,1027,512,34,1,0.695,gvr_pr,8.008,8.008,True
flash,4k,1027,512,34,1,0.695,radix_cutedsl,5.4544,5.4544,True
flash,4k,1027,512,34,1,0.695,sglang_v2,4.7312,4.7312,True
flash,4k,1027,512,34,1,0.695,flashinfer_topk,6.2512,6.2512,True
flash,4k,1027,512,34,2,0.695,gvr_pr,7.8943,7.8943,True
flash,4k,1027,512,34,2,0.695,radix_cutedsl,5.912,5.912,True
flash,4k,1027,512,34,2,0.695,sglang_v2,4.7392,4.7392,True
flash,4k,1027,512,34,2,0.695,flashinfer_topk,6.4495,6.4495,True
flash,4k,1027,512,34,4,0.695,gvr_pr,7.952,7.952,True
flash,4k,1027,512,34,4,0.695,radix_cutedsl,5.9104,5.9104,True
flash,4k,1027,512,34,4,0.695,sglang_v2,4.696,4.696,True
flash,4k,1027,512,34,4,0.695,flashinfer_topk,6.4704,6.4704,True
flash,4k,1027,512,34,8,0.695,gvr_pr,8.1023,8.1023,True
flash,4k,1027,512,34,8,0.695,radix_cutedsl,5.9136,5.9136,True
flash,4k,1027,512,34,8,0.695,sglang_v2,4.6863,4.6863,True
flash,4k,1027,512,34,8,0.695,flashinfer_topk,6.6624,6.6624,True
flash,4k,1027,512,34,16,0.695,gvr_pr,8.0559,8.0559,True
flash,4k,1027,512,34,16,0.695,radix_cutedsl,6.048,6.048,True
flash,4k,1027,512,34,16,0.695,sglang_v2,4.7183,4.7183,True
flash,4k,1027,512,34,16,0.695,flashinfer_topk,6.8559,6.8559,True
flash,4k,1027,512,34,32,0.695,gvr_pr,8.1216,8.1216,True
flash,4k,1027,512,34,32,0.695,radix_cutedsl,6.0976,6.0976,True
flash,4k,1027,512,34,32,0.695,sglang_v2,4.7312,4.7312,True
flash,4k,1027,512,34,32,0.695,flashinfer_topk,6.9311,6.9311,True
flash,4k,1027,512,34,64,0.695,gvr_pr,8.2464,8.2464,True
flash,4k,1027,512,34,64,0.695,radix_cutedsl,6.1872,6.1872,True
flash,4k,1027,512,34,64,0.695,sglang_v2,4.7904,4.7904,True
flash,4k,1027,512,34,64,0.695,flashinfer_topk,6.9584,6.9584,True
flash,4k,1027,512,34,128,0.695,gvr_pr,8.4944,8.4944,True
flash,4k,1027,512,34,128,0.695,radix_cutedsl,6.5711,6.5711,True
flash,4k,1027,512,34,128,0.695,sglang_v2,4.96,4.96,True
flash,4k,1027,512,34,128,0.695,flashinfer_topk,7.1407,7.1407,True
flash,4k,1027,512,34,256,0.695,gvr_pr,9.4815,9.4815,True
flash,4k,1027,512,34,256,0.695,radix_cutedsl,11.2751,11.2751,True
flash,4k,1027,512,34,256,0.695,sglang_v2,5.9199,5.9199,True
flash,4k,1027,512,34,256,0.695,flashinfer_topk,8.4926,8.4926,True
flash,4k,1027,512,34,512,0.695,gvr_pr,17.2383,17.2383,True
flash,4k,1027,512,34,512,0.695,radix_cutedsl,20.5711,20.5711,True
flash,4k,1027,512,34,512,0.695,sglang_v2,9.92,9.92,True
flash,4k,1027,512,34,512,0.695,flashinfer_topk,15.2575,15.2575,True
flash,4k,1027,512,34,1024,0.695,gvr_pr,31.9375,31.9375,True
flash,4k,1027,512,34,1024,0.695,radix_cutedsl,34.9053,34.9053,True
flash,4k,1027,512,34,1024,0.695,sglang_v2,17.3855,17.3855,True
flash,4k,1027,512,34,1024,0.695,flashinfer_topk,27.0702,27.0702,True
flash,8k,2051,512,34,1,0.611,gvr_pr,8.0496,8.0496,True
flash,8k,2051,512,34,1,0.611,radix_cutedsl,5.9055,5.9055,True
flash,8k,2051,512,34,1,0.611,sglang_v2,4.6591,4.6591,True
flash,8k,2051,512,34,1,0.611,flashinfer_topk,6.7951,6.7951,True
flash,8k,2051,512,34,2,0.611,gvr_pr,8.032,8.032,True
flash,8k,2051,512,34,2,0.611,radix_cutedsl,5.9134,5.9134,True
flash,8k,2051,512,34,2,0.611,sglang_v2,4.4656,4.4656,True
flash,8k,2051,512,34,2,0.611,flashinfer_topk,6.832,6.832,True
flash,8k,2051,512,34,4,0.611,gvr_pr,8.272,8.272,True
flash,8k,2051,512,34,4,0.611,radix_cutedsl,5.9679,5.9679,True
flash,8k,2051,512,34,4,0.611,sglang_v2,4.4864,4.4864,True
flash,8k,2051,512,34,4,0.611,flashinfer_topk,6.8319,6.8319,True
flash,8k,2051,512,34,8,0.611,gvr_pr,8.128,8.128,True
flash,8k,2051,512,34,8,0.611,radix_cutedsl,6.0336,6.0336,True
flash,8k,2051,512,34,8,0.611,sglang_v2,4.4719,4.4719,True
flash,8k,2051,512,34,8,0.611,flashinfer_topk,7.0127,7.0127,True
flash,8k,2051,512,34,16,0.611,gvr_pr,8.4446,8.4446,True
flash,8k,2051,512,34,16,0.611,radix_cutedsl,6.3424,6.3424,True
flash,8k,2051,512,34,16,0.611,sglang_v2,4.672,4.672,True
flash,8k,2051,512,34,16,0.611,flashinfer_topk,7.1632,7.1632,True
flash,8k,2051,512,34,32,0.611,gvr_pr,8.6608,8.6608,True
flash,8k,2051,512,34,32,0.611,radix_cutedsl,6.6288,6.6288,True
flash,8k,2051,512,34,32,0.611,sglang_v2,4.7984,4.7984,True
flash,8k,2051,512,34,32,0.611,flashinfer_topk,7.2527,7.2527,True
flash,8k,2051,512,34,64,0.611,gvr_pr,8.7168,8.7168,True
flash,8k,2051,512,34,64,0.611,radix_cutedsl,6.7887,6.7887,True
flash,8k,2051,512,34,64,0.611,sglang_v2,4.8544,4.8544,True
flash,8k,2051,512,34,64,0.611,flashinfer_topk,7.3871,7.3871,True
flash,8k,2051,512,34,128,0.611,gvr_pr,9.0688,9.0688,True
flash,8k,2051,512,34,128,0.611,radix_cutedsl,7.1616,7.1616,True
flash,8k,2051,512,34,128,0.611,sglang_v2,5.1024,5.1024,True
flash,8k,2051,512,34,128,0.611,flashinfer_topk,7.5264,7.5264,True
flash,8k,2051,512,34,256,0.611,gvr_pr,10.2942,10.2942,True
flash,8k,2051,512,34,256,0.611,radix_cutedsl,12.2528,12.2528,True
flash,8k,2051,512,34,256,0.611,sglang_v2,6.0079,6.0079,True
flash,8k,2051,512,34,256,0.611,flashinfer_topk,9.1615,9.1615,True
flash,8k,2051,512,34,512,0.611,gvr_pr,18.6415,18.6415,True
flash,8k,2051,512,34,512,0.611,radix_cutedsl,22.5087,22.5087,True
flash,8k,2051,512,34,512,0.611,sglang_v2,10.3951,10.3951,True
flash,8k,2051,512,34,512,0.611,flashinfer_topk,16.4142,16.4142,True
flash,8k,2051,512,34,1024,0.611,gvr_pr,33.2752,33.2752,True
flash,8k,2051,512,34,1024,0.611,radix_cutedsl,37.9742,37.9742,True
flash,8k,2051,512,34,1024,0.611,sglang_v2,17.2207,17.2207,True
flash,8k,2051,512,34,1024,0.611,flashinfer_topk,29.0046,29.0046,True
flash,16k,4099,512,34,1,0.348,gvr_pr,8.6975,8.6975,True
flash,16k,4099,512,34,1,0.348,radix_cutedsl,6.6848,6.6848,True
flash,16k,4099,512,34,1,0.348,sglang_v2,4.8496,4.8496,True
flash,16k,4099,512,34,1,0.348,flashinfer_topk,7.1968,7.1968,True
flash,16k,4099,512,34,2,0.348,gvr_pr,8.4608,8.4608,True
flash,16k,4099,512,34,2,0.348,radix_cutedsl,6.7727,6.7727,True
flash,16k,4099,512,34,2,0.348,sglang_v2,4.9088,4.9088,True
flash,16k,4099,512,34,2,0.348,flashinfer_topk,7.4047,7.4047,True
flash,16k,4099,512,34,4,0.348,gvr_pr,8.64,8.64,True
flash,16k,4099,512,34,4,0.348,radix_cutedsl,6.8384,6.8384,True
flash,16k,4099,512,34,4,0.348,sglang_v2,4.8864,4.8864,True
flash,16k,4099,512,34,4,0.348,flashinfer_topk,7.4224,7.4224,True
flash,16k,4099,512,34,8,0.348,gvr_pr,8.5455,8.5455,True
flash,16k,4099,512,34,8,0.348,radix_cutedsl,6.9136,6.9136,True
flash,16k,4099,512,34,8,0.348,sglang_v2,4.936,4.936,True
flash,16k,4099,512,34,8,0.348,flashinfer_topk,7.7056,7.7056,True
flash,16k,4099,512,34,16,0.348,gvr_pr,8.8335,8.8335,True
flash,16k,4099,512,34,16,0.348,radix_cutedsl,7.24,7.24,True
flash,16k,4099,512,34,16,0.348,sglang_v2,5.1264,5.1264,True
flash,16k,4099,512,34,16,0.348,flashinfer_topk,7.8031,7.8031,True
flash,16k,4099,512,34,32,0.348,gvr_pr,8.9935,8.9935,True
flash,16k,4099,512,34,32,0.348,radix_cutedsl,7.4751,7.4751,True
flash,16k,4099,512,34,32,0.348,sglang_v2,5.4064,5.4064,True
flash,16k,4099,512,34,32,0.348,flashinfer_topk,7.9104,7.9104,True
flash,16k,4099,512,34,64,0.348,gvr_pr,9.2175,9.2175,True
flash,16k,4099,512,34,64,0.348,radix_cutedsl,7.6208,7.6208,True
flash,16k,4099,512,34,64,0.348,sglang_v2,5.5679,5.5679,True
flash,16k,4099,512,34,64,0.348,flashinfer_topk,8.0832,8.0832,True
flash,16k,4099,512,34,128,0.348,gvr_pr,9.608,9.608,True
flash,16k,4099,512,34,128,0.348,radix_cutedsl,8.1824,8.1824,True
flash,16k,4099,512,34,128,0.348,sglang_v2,5.9087,5.9087,True
flash,16k,4099,512,34,128,0.348,flashinfer_topk,8.3088,8.3088,True
flash,16k,4099,512,34,256,0.348,gvr_pr,11.0111,11.0111,True
flash,16k,4099,512,34,256,0.348,radix_cutedsl,14.2208,14.2208,True
flash,16k,4099,512,34,256,0.348,sglang_v2,7.1727,7.1727,True
flash,16k,4099,512,34,256,0.348,flashinfer_topk,11.4047,11.4047,True
flash,16k,4099,512,34,512,0.348,gvr_pr,19.8559,19.8559,True
flash,16k,4099,512,34,512,0.348,radix_cutedsl,26.4285,26.4285,True
flash,16k,4099,512,34,512,0.348,sglang_v2,12.2224,12.2224,True
flash,16k,4099,512,34,512,0.348,flashinfer_topk,20.4607,20.4607,True
flash,16k,4099,512,34,1024,0.348,gvr_pr,35.5214,35.5214,True
flash,16k,4099,512,34,1024,0.348,radix_cutedsl,44.51,44.51,True
flash,16k,4099,512,34,1024,0.348,sglang_v2,20.0751,20.0751,True
flash,16k,4099,512,34,1024,0.348,flashinfer_topk,34.4382,34.4382,True
flash,32k,8195,512,34,1,0.67,gvr_pr,9.1295,9.1295,True
flash,32k,8195,512,34,1,0.67,radix_cutedsl,8.6704,8.6704,True
flash,32k,8195,512,34,1,0.67,sglang_v2,6.0176,6.0176,True
flash,32k,8195,512,34,1,0.67,flashinfer_topk,11.3855,11.3855,True
flash,32k,8195,512,34,2,0.67,gvr_pr,8.9055,8.9055,True
flash,32k,8195,512,34,2,0.67,radix_cutedsl,8.8175,8.8175,True
flash,32k,8195,512,34,2,0.67,sglang_v2,5.7376,5.7376,True
flash,32k,8195,512,34,2,0.67,flashinfer_topk,11.5232,11.5232,True
flash,32k,8195,512,34,4,0.67,gvr_pr,8.9328,8.9328,True
flash,32k,8195,512,34,4,0.67,radix_cutedsl,9.0015,9.0015,True
flash,32k,8195,512,34,4,0.67,sglang_v2,5.8064,5.8064,True
flash,32k,8195,512,34,4,0.67,flashinfer_topk,11.9344,11.9344,True
flash,32k,8195,512,34,8,0.67,gvr_pr,9.1055,9.1055,True
flash,32k,8195,512,34,8,0.67,radix_cutedsl,8.9696,8.9696,True
flash,32k,8195,512,34,8,0.67,sglang_v2,5.792,5.792,True
flash,32k,8195,512,34,8,0.67,flashinfer_topk,12.0397,12.0397,True
flash,32k,8195,512,34,16,0.67,gvr_pr,9.3039,9.3039,True
flash,32k,8195,512,34,16,0.67,radix_cutedsl,9.3647,9.3647,True
flash,32k,8195,512,34,16,0.67,sglang_v2,6.1568,6.1568,True
flash,32k,8195,512,34,16,0.67,flashinfer_topk,14.912,14.912,True
flash,32k,8195,512,34,32,0.67,gvr_pr,9.4895,9.4895,True
flash,32k,8195,512,34,32,0.67,radix_cutedsl,9.5424,9.5424,True
flash,32k,8195,512,34,32,0.67,sglang_v2,6.2992,6.2992,True
flash,32k,8195,512,34,32,0.67,flashinfer_topk,15.5309,15.5309,True
flash,32k,8195,512,34,64,0.67,gvr_pr,9.7232,9.7232,True
flash,32k,8195,512,34,64,0.67,radix_cutedsl,9.8142,9.8142,True
flash,32k,8195,512,34,64,0.67,sglang_v2,6.5376,6.5376,True
flash,32k,8195,512,34,64,0.67,flashinfer_topk,14.9566,14.9566,True
flash,32k,8195,512,34,128,0.67,gvr_pr,10.2527,10.2527,True
flash,32k,8195,512,34,128,0.67,radix_cutedsl,10.3727,10.3727,True
flash,32k,8195,512,34,128,0.67,sglang_v2,7.0671,7.0671,True
flash,32k,8195,512,34,128,0.67,flashinfer_topk,15.0096,15.0096,True
flash,32k,8195,512,34,256,0.67,gvr_pr,12.3727,12.3727,True
flash,32k,8195,512,34,256,0.67,radix_cutedsl,18.347,18.347,True
flash,32k,8195,512,34,256,0.67,sglang_v2,9.0912,9.0912,True
flash,32k,8195,512,34,256,0.67,flashinfer_topk,13.8959,13.8959,True
flash,32k,8195,512,34,512,0.67,gvr_pr,22.3054,22.3054,True
flash,32k,8195,512,34,512,0.67,radix_cutedsl,34.051,34.051,True
flash,32k,8195,512,34,512,0.67,sglang_v2,15.3407,15.3407,True
flash,32k,8195,512,34,512,0.67,flashinfer_topk,24.3598,24.3598,True
flash,32k,8195,512,34,1024,0.67,gvr_pr,40.3069,40.3069,True
flash,32k,8195,512,34,1024,0.67,radix_cutedsl,57.5196,57.5196,True
flash,32k,8195,512,34,1024,0.67,sglang_v2,25.0814,25.0814,True
flash,32k,8195,512,34,1024,0.67,flashinfer_topk,41.2764,41.2764,True
flash,64k,16387,512,34,1,0.145,gvr_pr,10.3007,10.3007,True
flash,64k,16387,512,34,1,0.145,radix_cutedsl,19.5519,19.5519,True
flash,64k,16387,512,34,1,0.145,sglang_v2,8.232,8.232,True
flash,64k,16387,512,34,1,0.145,flashinfer_topk,11.8287,11.8287,True
flash,64k,16387,512,34,2,0.145,gvr_pr,10.3278,10.3278,True
flash,64k,16387,512,34,2,0.145,radix_cutedsl,19.8175,19.8175,True
flash,64k,16387,512,34,2,0.145,sglang_v2,8.1279,8.1279,True
flash,64k,16387,512,34,2,0.145,flashinfer_topk,11.8079,11.8079,True
flash,64k,16387,512,34,4,0.145,gvr_pr,10.2448,10.2448,True
flash,64k,16387,512,34,4,0.145,radix_cutedsl,19.9998,19.9998,True
flash,64k,16387,512,34,4,0.145,sglang_v2,8.0271,8.0271,True
flash,64k,16387,512,34,4,0.145,flashinfer_topk,12.344,12.344,True
flash,64k,16387,512,34,8,0.145,gvr_pr,10.4688,10.4688,True
flash,64k,16387,512,34,8,0.145,radix_cutedsl,20.3694,20.3694,True
flash,64k,16387,512,34,8,0.145,sglang_v2,8.0575,8.0575,True
flash,64k,16387,512,34,8,0.145,flashinfer_topk,12.4464,12.4464,True
flash,64k,16387,512,34,16,0.145,gvr_pr,10.6863,10.6863,True
flash,64k,16387,512,34,16,0.145,radix_cutedsl,20.5054,20.5054,True
flash,64k,16387,512,34,16,0.145,sglang_v2,8.3136,8.3136,True
flash,64k,16387,512,34,16,0.145,flashinfer_topk,14.7375,14.7375,True
flash,64k,16387,512,34,32,0.145,gvr_pr,11.0144,11.0144,True
flash,64k,16387,512,34,32,0.145,radix_cutedsl,21.0047,21.0047,True
flash,64k,16387,512,34,32,0.145,sglang_v2,8.7376,8.7376,True
flash,64k,16387,512,34,32,0.145,flashinfer_topk,15.536,15.536,True
flash,64k,16387,512,34,64,0.145,gvr_pr,11.2927,11.2927,True
flash,64k,16387,512,34,64,0.145,radix_cutedsl,13.3408,13.3408,True
flash,64k,16387,512,34,64,0.145,sglang_v2,9.2,9.2,True
flash,64k,16387,512,34,64,0.145,flashinfer_topk,15.2719,15.2719,True
flash,64k,16387,512,34,128,0.145,gvr_pr,12.3168,12.3168,True
flash,64k,16387,512,34,128,0.145,radix_cutedsl,14.08,14.08,True
flash,64k,16387,512,34,128,0.145,sglang_v2,9.8224,9.8224,True
flash,64k,16387,512,34,128,0.145,flashinfer_topk,16.9503,16.9503,True
flash,64k,16387,512,34,256,0.145,gvr_pr,15.4047,15.4047,True
flash,64k,16387,512,34,256,0.145,radix_cutedsl,25.3262,25.3262,True
flash,64k,16387,512,34,256,0.145,sglang_v2,12.4975,12.4975,True
flash,64k,16387,512,34,256,0.145,flashinfer_topk,17.3408,17.3408,True
flash,64k,16387,512,34,512,0.145,gvr_pr,27.9214,27.9214,True
flash,64k,16387,512,34,512,0.145,radix_cutedsl,48.0174,48.0174,True
flash,64k,16387,512,34,512,0.145,sglang_v2,22.5215,22.5215,True
flash,64k,16387,512,34,512,0.145,flashinfer_topk,30.9597,30.9597,True
flash,64k,16387,512,34,1024,0.145,gvr_pr,49.9581,49.9581,True
flash,64k,16387,512,34,1024,0.145,radix_cutedsl,83.5994,83.5994,True
flash,64k,16387,512,34,1024,0.145,sglang_v2,38.6716,38.6716,True
flash,64k,16387,512,34,1024,0.145,flashinfer_topk,53.1404,53.1404,True
flash,128k,32771,512,34,1,0.688,gvr_pr,11.816,11.816,True
flash,128k,32771,512,34,1,0.688,radix_cutedsl,19.1567,19.1567,True
flash,128k,32771,512,34,1,0.688,sglang_v2,8.4064,8.4064,True
flash,128k,32771,512,34,1,0.688,flashinfer_topk,12.0255,12.0255,True
flash,128k,32771,512,34,2,0.688,gvr_pr,11.7535,11.7535,True
flash,128k,32771,512,34,2,0.688,radix_cutedsl,19.5198,19.5198,True
flash,128k,32771,512,34,2,0.688,sglang_v2,8.4208,8.4208,True
flash,128k,32771,512,34,2,0.688,flashinfer_topk,12.0762,12.0762,True
flash,128k,32771,512,34,4,0.688,gvr_pr,11.8015,11.8015,True
flash,128k,32771,512,34,4,0.688,radix_cutedsl,19.8014,19.8014,True
flash,128k,32771,512,34,4,0.688,sglang_v2,8.6623,8.6623,True
flash,128k,32771,512,34,4,0.688,flashinfer_topk,12.3933,12.3933,True
flash,128k,32771,512,34,8,0.688,gvr_pr,12.1374,12.1374,True
flash,128k,32771,512,34,8,0.688,radix_cutedsl,20.1373,20.1373,True
flash,128k,32771,512,34,8,0.688,sglang_v2,8.8815,8.8815,True
flash,128k,32771,512,34,8,0.688,flashinfer_topk,12.592,12.592,True
flash,128k,32771,512,34,16,0.688,gvr_pr,12.4735,12.4735,True
flash,128k,32771,512,34,16,0.688,radix_cutedsl,20.5981,20.5981,True
flash,128k,32771,512,34,16,0.688,sglang_v2,11.4415,11.4415,True
flash,128k,32771,512,34,16,0.688,flashinfer_topk,14.4735,14.4735,True
flash,128k,32771,512,34,32,0.688,gvr_pr,12.8192,12.8192,True
flash,128k,32771,512,34,32,0.688,radix_cutedsl,23.9886,23.9886,True
flash,128k,32771,512,34,32,0.688,sglang_v2,11.9855,11.9855,True
flash,128k,32771,512,34,32,0.688,flashinfer_topk,16.368,16.368,True
flash,128k,32771,512,34,64,0.688,gvr_pr,13.5088,13.5088,True
flash,128k,32771,512,34,64,0.688,radix_cutedsl,29.8559,29.8559,True
flash,128k,32771,512,34,64,0.688,sglang_v2,12.3535,12.3535,True
flash,128k,32771,512,34,64,0.688,flashinfer_topk,17.1007,17.1007,True
flash,128k,32771,512,34,128,0.688,gvr_pr,14.2943,14.2943,True
flash,128k,32771,512,34,128,0.688,radix_cutedsl,20.1087,20.1087,True
flash,128k,32771,512,34,128,0.688,sglang_v2,13.2191,13.2191,True
flash,128k,32771,512,34,128,0.688,flashinfer_topk,20.3998,20.3998,True
flash,128k,32771,512,34,256,0.688,gvr_pr,19.6991,19.6991,True
flash,128k,32771,512,34,256,0.688,radix_cutedsl,37.2701,37.2701,True
flash,128k,32771,512,34,256,0.688,sglang_v2,17.6863,17.6863,True
flash,128k,32771,512,34,256,0.688,flashinfer_topk,24.0558,24.0558,True
flash,128k,32771,512,34,512,0.688,gvr_pr,36.8781,36.8781,True
flash,128k,32771,512,34,512,0.688,radix_cutedsl,72.9419,72.9419,True
flash,128k,32771,512,34,512,0.688,sglang_v2,33.555,33.555,True
flash,128k,32771,512,34,512,0.688,flashinfer_topk,43.3568,43.3568,True
flash,128k,32771,512,34,1024,0.688,gvr_pr,64.1166,64.1166,True
flash,128k,32771,512,34,1024,0.688,radix_cutedsl,127.4376,127.4376,True
flash,128k,32771,512,34,1024,0.688,sglang_v2,57.9804,57.9804,True
flash,128k,32771,512,34,1024,0.688,flashinfer_topk,73.2442,73.2442,True
flash,256k,65538,512,34,1,0.631,gvr_pr,13.3535,13.3535,True
flash,256k,65538,512,34,1,0.631,radix_cutedsl,19.5102,19.5102,True
flash,256k,65538,512,34,1,0.631,sglang_v2,9.2063,9.2063,True
flash,256k,65538,512,34,1,0.631,flashinfer_topk,12.5919,12.5919,True
flash,256k,65538,512,34,2,0.631,gvr_pr,13.667,13.667,True
flash,256k,65538,512,34,2,0.631,radix_cutedsl,20.0463,20.0463,True
flash,256k,65538,512,34,2,0.631,sglang_v2,9.1503,9.1503,True
flash,256k,65538,512,34,2,0.631,flashinfer_topk,12.5983,12.5983,True
flash,256k,65538,512,34,4,0.631,gvr_pr,13.9647,13.9647,True
flash,256k,65538,512,34,4,0.631,radix_cutedsl,20.579,20.579,True
flash,256k,65538,512,34,4,0.631,sglang_v2,9.3806,9.3806,True
flash,256k,65538,512,34,4,0.631,flashinfer_topk,12.9661,12.9661,True
flash,256k,65538,512,34,8,0.631,gvr_pr,14.4384,14.4384,True
flash,256k,65538,512,34,8,0.631,radix_cutedsl,20.6157,20.6157,True
flash,256k,65538,512,34,8,0.631,sglang_v2,9.7551,9.7551,True
flash,256k,65538,512,34,8,0.631,flashinfer_topk,13.3631,13.3631,True
flash,256k,65538,512,34,16,0.631,gvr_pr,14.7024,14.7024,True
flash,256k,65538,512,34,16,0.631,radix_cutedsl,21.3263,21.3263,True
flash,256k,65538,512,34,16,0.631,sglang_v2,11.5663,11.5663,True
flash,256k,65538,512,34,16,0.631,flashinfer_topk,15.952,15.952,True
flash,256k,65538,512,34,32,0.631,gvr_pr,15.7071,15.7071,True
flash,256k,65538,512,34,32,0.631,radix_cutedsl,30.3358,30.3358,True
flash,256k,65538,512,34,32,0.631,sglang_v2,20.4575,23.763,True
flash,256k,65538,512,34,32,0.631,flashinfer_topk,17.7999,17.7999,True
flash,256k,65538,512,34,64,0.631,gvr_pr,18.0592,18.0592,True
flash,256k,65538,512,34,64,0.631,radix_cutedsl,56.8998,56.8998,True
flash,256k,65538,512,34,64,0.631,sglang_v2,20.891,23.8318,True
flash,256k,65538,512,34,64,0.631,flashinfer_topk,20.0543,20.0543,True
flash,256k,65538,512,34,128,0.631,gvr_pr,20.2606,20.2606,True
flash,256k,65538,512,34,128,0.631,radix_cutedsl,60.9111,60.9111,True
flash,256k,65538,512,34,128,0.631,sglang_v2,22.691,25.171,True
flash,256k,65538,512,34,128,0.631,flashinfer_topk,26.6685,26.6685,True
flash,256k,65538,512,34,256,0.631,gvr_pr,31.8318,31.8318,True
flash,256k,65538,512,34,256,0.631,radix_cutedsl,116.1128,116.1128,True
flash,256k,65538,512,34,256,0.631,sglang_v2,31.4254,34.0654,True
flash,256k,65538,512,34,256,0.631,flashinfer_topk,39.1164,39.1164,True
flash,256k,65538,512,34,512,0.631,gvr_pr,59.8138,59.8138,True
flash,256k,65538,512,34,512,0.631,radix_cutedsl,202.087,202.087,True
flash,256k,65538,512,34,512,0.631,sglang_v2,57.4444,59.9276,True
flash,256k,65538,512,34,512,0.631,flashinfer_topk,70.1851,70.1851,True
flash,256k,65538,512,34,1024,0.631,gvr_pr,99.3866,99.3866,True
flash,256k,65538,512,34,1024,0.631,radix_cutedsl,396.602,396.602,True
flash,256k,65538,512,34,1024,0.631,sglang_v2,94.4553,94.4553,True
flash,256k,65538,512,34,1024,0.631,flashinfer_topk,111.8824,111.8824,True
flash,512k,131075,512,34,1,0.283,gvr_pr,14.4303,14.4303,True
flash,512k,131075,512,34,1,0.283,radix_cutedsl,19.9727,19.9727,True
flash,512k,131075,512,34,1,0.283,sglang_v2,10.9775,10.9775,True
flash,512k,131075,512,34,1,0.283,flashinfer_topk,14.8334,14.8334,True
flash,512k,131075,512,34,2,0.283,gvr_pr,14.5823,14.5823,True
flash,512k,131075,512,34,2,0.283,radix_cutedsl,19.9327,19.9327,True
flash,512k,131075,512,34,2,0.283,sglang_v2,11.1343,11.1343,True
flash,512k,131075,512,34,2,0.283,flashinfer_topk,14.96,14.96,True
flash,512k,131075,512,34,4,0.283,gvr_pr,15.2303,15.2303,True
flash,512k,131075,512,34,4,0.283,radix_cutedsl,20.5357,20.5357,True
flash,512k,131075,512,34,4,0.283,sglang_v2,11.4751,11.4751,True
flash,512k,131075,512,34,4,0.283,flashinfer_topk,15.4655,15.4655,True
flash,512k,131075,512,34,8,0.283,gvr_pr,16.6479,16.6479,True
flash,512k,131075,512,34,8,0.283,radix_cutedsl,21.0366,21.0366,True
flash,512k,131075,512,34,8,0.283,sglang_v2,11.9375,11.9375,True
flash,512k,131075,512,34,8,0.283,flashinfer_topk,15.9631,15.9631,True
flash,512k,131075,512,34,16,0.283,gvr_pr,17.176,17.176,True
flash,512k,131075,512,34,16,0.283,radix_cutedsl,24.9791,24.9791,True
flash,512k,131075,512,34,16,0.283,sglang_v2,13.6655,13.6655,True
flash,512k,131075,512,34,16,0.283,flashinfer_topk,20.5007,20.5007,True
flash,512k,131075,512,34,32,0.283,gvr_pr,18.3279,18.3279,True
flash,512k,131075,512,34,32,0.283,radix_cutedsl,57.4667,57.4667,True
flash,512k,131075,512,34,32,0.283,sglang_v2,35.5262,24.1423,True
flash,512k,131075,512,34,32,0.283,flashinfer_topk,22.312,22.312,True
flash,512k,131075,512,34,64,0.283,gvr_pr,24.1647,24.1647,True
flash,512k,131075,512,34,64,0.283,radix_cutedsl,84.8538,84.8538,True
flash,512k,131075,512,34,64,0.283,sglang_v2,33.2765,38.9261,True
flash,512k,131075,512,34,64,0.283,flashinfer_topk,28.2542,28.2542,True
flash,512k,131075,512,34,128,0.283,gvr_pr,32.5789,32.5789,True
flash,512k,131075,512,34,128,0.283,radix_cutedsl,102.5656,102.5656,True
flash,512k,131075,512,34,128,0.283,sglang_v2,39.3195,45.3436,True
flash,512k,131075,512,34,128,0.283,flashinfer_topk,43.6078,43.6078,True
flash,512k,131075,512,34,256,0.283,gvr_pr,63.8156,63.8156,True
flash,512k,131075,512,34,256,0.283,radix_cutedsl,200.3923,200.3923,True
flash,512k,131075,512,34,256,0.283,sglang_v2,61.7692,68.1147,True
flash,512k,131075,512,34,256,0.283,flashinfer_topk,79.4571,79.4571,True
flash,512k,131075,512,34,512,0.283,gvr_pr,113.4664,113.4664,True
flash,512k,131075,512,34,512,0.283,radix_cutedsl,361.2375,361.2375,True
flash,512k,131075,512,34,512,0.283,sglang_v2,108.0696,114.4504,True
flash,512k,131075,512,34,512,0.283,flashinfer_topk,135.9463,135.9463,True
flash,512k,131075,512,34,1024,0.283,gvr_pr,202.6642,202.6642,True
flash,512k,131075,512,34,1024,0.283,radix_cutedsl,684.7536,684.7536,True
flash,512k,131075,512,34,1024,0.283,sglang_v2,194.0435,194.0435,True
flash,512k,131075,512,34,1024,0.283,flashinfer_topk,236.0768,236.0768,True
flash,1024k,262127,512,34,1,0.379,gvr_pr,19.2703,19.2703,True
flash,1024k,262127,512,34,1,0.379,radix_cutedsl,20.3646,20.3646,True
flash,1024k,262127,512,34,1,0.379,sglang_v2,15.9328,15.9328,True
flash,1024k,262127,512,34,1,0.379,flashinfer_topk,19.0752,19.0752,True
flash,1024k,262127,512,34,2,0.379,gvr_pr,19.3952,19.3952,True
