K,dtype,N,scen,cs,BS,base,pr,op26,pr_vs_base,op26_vs_pr,pr_exact
2048,bf16,8192,best,1,1,13.7408,9.8992,13.8256,1.388,1.397,True
2048,bf16,8192,best,1,2,13.7345,10.076799999999999,14.02885,1.363,1.392,True
2048,bf16,8192,best,1,4,13.74565,10.0272,14.12485,1.371,1.409,True
2048,bf16,8192,best,1,8,14.067200000000001,10.281600000000001,14.37285,1.368,1.398,True
2048,bf16,8192,best,1,16,14.17125,10.4352,14.53285,1.358,1.393,True
2048,bf16,8192,best,1,32,14.4545,10.566450000000001,14.7936,1.368,1.4,True
2048,bf16,8192,best,1,64,14.7696,10.808,14.98725,1.367,1.387,True
2048,bf16,8192,best,1,128,15.198450000000001,11.12805,15.491299999999999,1.366,1.392,True
2048,bf16,8192,best,1,256,18.91525,14.009649999999999,17.77445,1.35,1.269,True
2048,bf16,8192,best,1,512,33.0193,23.961650000000002,30.9825,1.378,1.293,True
2048,bf16,8192,best,1,1024,52.11055,36.7648,48.94415,1.417,1.331,True
2048,bf16,8192,worst,1,1,11.2784,10.41445,10.9184,1.083,1.048,True
2048,bf16,8192,worst,1,2,11.128,10.60485,11.1216,1.049,1.049,True
2048,bf16,8192,worst,1,4,11.214450000000001,10.555200000000001,11.104,1.062,1.052,True
2048,bf16,8192,worst,1,8,11.5024,10.7712,11.42085,1.068,1.06,True
2048,bf16,8192,worst,1,16,11.5952,10.9456,11.5824,1.059,1.058,True
2048,bf16,8192,worst,1,32,11.83685,11.084850000000001,11.880049999999999,1.068,1.072,True
2048,bf16,8192,worst,1,64,12.12485,11.28805,11.996799999999999,1.074,1.063,True
2048,bf16,8192,worst,1,128,12.59045,11.640049999999999,12.50725,1.082,1.075,True
2048,bf16,8192,worst,1,256,15.67685,14.60485,14.089649999999999,1.073,0.965,True
2048,bf16,8192,worst,1,512,26.75365,25.217650000000003,23.75845,1.061,0.942,True
2048,bf16,8192,worst,1,1024,42.21455,38.85615,37.955349999999996,1.086,0.977,True
2048,bf16,16384,best,1,1,14.3424,11.3552,15.86245,1.263,1.397,True
2048,bf16,16384,best,1,2,14.06085,11.0496,15.70885,1.273,1.422,True
2048,bf16,16384,best,1,4,14.4801,11.4048,15.69765,1.27,1.376,True
2048,bf16,16384,best,1,8,14.688049999999999,11.489600000000001,14.3345,1.278,1.248,True
2048,bf16,16384,best,1,16,14.812899999999999,11.6176,15.4497,1.275,1.33,True
2048,bf16,16384,best,1,32,15.06085,11.811200000000001,15.8641,1.275,1.343,True
2048,bf16,16384,best,1,64,15.33445,12.0704,15.0369,1.27,1.246,True
2048,bf16,16384,best,1,128,16.08005,12.6865,15.73935,1.267,1.241,True
2048,bf16,16384,best,1,256,20.80645,15.89925,20.73925,1.309,1.304,True
2048,bf16,16384,best,1,512,36.1473,27.3504,36.004949999999994,1.322,1.316,True
2048,bf16,16384,best,1,1024,57.34095,42.648199999999996,56.917,1.345,1.335,True
2048,bf16,16384,worst,1,1,12.34405,11.55205,15.83845,1.069,1.371,True
2048,bf16,16384,worst,1,2,12.068850000000001,11.3152,15.408100000000001,1.067,1.362,True
2048,bf16,16384,worst,1,4,12.49285,11.68165,15.48485,1.069,1.326,True
2048,bf16,16384,worst,1,8,12.6128,11.800049999999999,14.1584,1.069,1.2,True
2048,bf16,16384,worst,1,16,12.7968,11.90725,15.24485,1.075,1.28,True
2048,bf16,16384,worst,1,32,13.060799999999999,12.12805,15.7265,1.077,1.297,True
2048,bf16,16384,worst,1,64,13.284799999999999,12.33445,14.90405,1.077,1.208,True
2048,bf16,16384,worst,1,128,14.083200000000001,12.995299999999999,15.64805,1.084,1.204,True
2048,bf16,16384,worst,1,256,17.723200000000002,16.56325,20.41285,1.07,1.232,True
2048,bf16,16384,worst,1,512,30.5424,28.6417,35.862550000000006,1.066,1.252,True
2048,bf16,16384,worst,1,1024,48.0418,44.8001,56.2401,1.072,1.255,True
2048,bf16,32768,best,1,1,16.83845,13.57935,17.78725,1.24,1.31,True
2048,bf16,32768,best,1,2,16.734450000000002,13.56485,16.99045,1.234,1.253,True
2048,bf16,32768,best,1,4,17.096,13.7072,19.40805,1.247,1.416,True
2048,bf16,32768,best,1,8,17.14245,13.71365,19.29125,1.25,1.407,True
2048,bf16,32768,best,1,16,17.4305,14.01285,17.417650000000002,1.244,1.243,True
2048,bf16,32768,best,1,32,17.6784,14.2928,19.47685,1.237,1.363,True
2048,bf16,32768,best,1,64,18.174400000000002,14.7104,18.140900000000002,1.235,1.233,True
2048,bf16,32768,best,1,128,19.0913,15.448049999999999,18.21125,1.236,1.179,True
2048,bf16,32768,best,1,256,26.548849999999998,20.98885,25.849700000000002,1.265,1.232,True
2048,bf16,32768,best,1,512,45.05775,35.568,44.76965,1.267,1.259,True
2048,bf16,32768,best,1,1024,71.56814999999999,56.57295,71.8131,1.265,1.269,True
2048,bf16,32768,worst,1,1,13.8768,13.7648,16.7649,1.008,1.218,True
2048,bf16,32768,worst,1,2,13.8352,13.83685,16.0192,1.0,1.158,True
2048,bf16,32768,worst,1,4,14.0752,13.91685,18.50405,1.011,1.33,True
2048,bf16,32768,worst,1,8,14.2209,14.00325,18.3057,1.016,1.307,True
2048,bf16,32768,worst,1,16,14.432049999999998,14.22405,16.4321,1.015,1.155,True
2048,bf16,32768,worst,1,32,14.75365,14.414399999999999,18.545650000000002,1.024,1.287,True
2048,bf16,32768,worst,1,64,15.2896,14.99685,17.08805,1.02,1.139,True
2048,bf16,32768,worst,1,128,16.2769,15.87525,17.3681,1.025,1.094,True
2048,bf16,32768,worst,1,256,22.21605,23.57125,25.95045,0.943,1.101,True
2048,bf16,32768,worst,1,512,38.04975,39.56335,44.7602,0.962,1.131,True
2048,bf16,32768,worst,1,1024,60.1314,62.998599999999996,71.5154,0.954,1.135,True
2048,bf16,65536,best,4,1,20.33775,15.2657,17.3633,1.332,1.137,True
2048,bf16,65536,best,4,2,20.56805,15.446399999999999,17.6433,1.332,1.142,True
2048,bf16,65536,best,4,4,20.948900000000002,15.5457,17.8161,1.348,1.146,True
2048,bf16,65536,best,4,8,21.11205,15.77605,18.1505,1.338,1.151,True
2048,bf16,65536,best,4,16,21.1569,15.88965,18.296,1.331,1.151,True
2048,bf16,65536,best,4,32,22.044900000000002,16.46885,19.2353,1.339,1.168,True
2048,bf16,65536,best,2,64,25.068900000000003,19.4065,20.30725,1.292,1.046,True
2048,bf16,65536,best,1,128,23.30415,19.6384,22.74245,1.187,1.158,True
2048,bf16,65536,best,1,256,38.5346,30.99525,37.93305,1.243,1.224,True
2048,bf16,65536,best,1,512,67.05295,52.8498,68.0146,1.269,1.287,True
2048,bf16,65536,best,1,1024,105.4707,84.2467,107.744,1.252,1.279,True
2048,bf16,65536,worst,4,1,17.3473,16.01285,15.62725,1.083,0.976,True
2048,bf16,65536,worst,4,2,17.588849999999997,16.222450000000002,15.8641,1.084,0.978,True
2048,bf16,65536,worst,4,4,17.8496,16.3745,15.99685,1.09,0.977,True
2048,bf16,65536,worst,4,8,18.1569,16.6032,16.33445,1.094,0.984,True
2048,bf16,65536,worst,4,16,18.31685,16.6944,16.4432,1.097,0.985,True
2048,bf16,65536,worst,4,32,19.08495,17.2224,17.265700000000002,1.108,1.003,True
2048,bf16,65536,worst,2,64,20.9857,19.736,18.195349999999998,1.063,0.922,True
2048,bf16,65536,worst,1,128,19.372799999999998,19.785700000000002,20.358400000000003,0.979,1.029,True
2048,bf16,65536,worst,1,256,30.7314,31.988799999999998,34.075300000000006,0.961,1.065,True
2048,bf16,65536,worst,1,512,53.92975,54.72975,60.65775,0.985,1.108,True
2048,bf16,65536,worst,1,1024,84.3459,87.21635,96.10745,0.967,1.102,True
2048,bf16,131072,best,8,1,20.936049999999998,16.6369,18.59205,1.258,1.118,True
2048,bf16,131072,best,8,2,20.769599999999997,16.77125,18.9681,1.238,1.131,True
2048,bf16,131072,best,8,4,21.190450000000002,17.145599999999998,19.038400000000003,1.236,1.11,True
2048,bf16,131072,best,4,8,23.5488,18.467200000000002,19.2945,1.275,1.045,True
2048,bf16,131072,best,4,16,23.64,18.595299999999998,19.5649,1.271,1.052,True
2048,bf16,131072,best,4,32,24.54405,19.260849999999998,23.531299999999998,1.274,1.222,True
2048,bf16,131072,best,2,64,28.6017,22.9361,24.50735,1.247,1.069,True
2048,bf16,131072,best,1,128,33.584,27.32325,30.98725,1.229,1.134,True
2048,bf16,131072,best,1,256,60.693,46.15215,57.2338,1.315,1.24,True
2048,bf16,131072,best,1,512,137.98614999999998,86.23710000000001,114.9104,1.6,1.332,True
2048,bf16,131072,best,1,1024,218.67265,135.17970000000003,172.7205,1.618,1.278,True
2048,bf16,131072,worst,8,1,17.88,17.265700000000002,16.892799999999998,1.036,0.978,True
2048,bf16,131072,worst,8,2,17.7569,17.09285,17.072,1.039,0.999,True
2048,bf16,131072,worst,8,4,18.051299999999998,17.49765,17.2705,1.032,0.987,True
2048,bf16,131072,worst,4,8,19.47045,19.203200000000002,17.4801,1.014,0.91,True
2048,bf16,131072,worst,4,16,19.59365,19.28005,17.66245,1.016,0.916,True
2048,bf16,131072,worst,4,32,20.632099999999998,20.0433,21.04165,1.029,1.05,True
2048,bf16,131072,worst,2,64,22.449650000000002,23.37445,22.204849999999997,0.96,0.95,True
2048,bf16,131072,worst,1,128,26.889650000000003,29.0672,28.4641,0.925,0.979,True
2048,bf16,131072,worst,1,256,48.05935,52.062599999999996,53.6322,0.923,1.03,True
2048,bf16,131072,worst,1,512,93.3459,92.53465,99.06605,1.009,1.071,True
2048,bf16,131072,worst,1,1024,150.33,149.78275,157.52845000000002,1.004,1.052,True
2048,bf16,262144,best,8,1,24.7825,19.4625,23.24005,1.273,1.194,True
2048,bf16,262144,best,8,2,24.79845,19.67205,23.235349999999997,1.261,1.181,True
2048,bf16,262144,best,8,4,25.16645,19.832150000000002,23.5825,1.269,1.189,True
2048,bf16,262144,best,4,8,27.34245,22.16965,23.87375,1.233,1.077,True
2048,bf16,262144,best,4,16,27.577650000000002,22.5248,24.222450000000002,1.224,1.075,True
2048,bf16,262144,best,4,32,29.01925,23.5072,32.5024,1.234,1.383,True
2048,bf16,262144,best,2,64,38.93445,30.77445,33.9216,1.265,1.102,True
2048,bf16,262144,best,1,128,55.725,43.7521,48.40175,1.274,1.106,True
2048,bf16,262144,best,1,256,132.4916,88.43055,107.0467,1.498,1.211,True
2048,bf16,262144,best,1,512,259.1031,146.24689999999998,203.63105,1.772,1.392,True
2048,bf16,262144,best,1,1024,412.20605,250.65679999999998,321.2106,1.645,1.281,True
2048,bf16,262144,worst,8,1,20.9793,20.462400000000002,20.812849999999997,1.025,1.017,True
2048,bf16,262144,worst,8,2,21.0608,20.17765,20.85445,1.044,1.034,True
2048,bf16,262144,worst,8,4,21.201700000000002,20.529700000000002,21.1457,1.033,1.03,True
2048,bf16,262144,worst,4,8,22.108849999999997,22.609650000000002,21.41285,0.978,0.947,True
2048,bf16,262144,worst,4,16,22.260849999999998,23.017599999999998,21.832099999999997,0.967,0.948,True
2048,bf16,262144,worst,4,32,23.513650000000002,24.10565,28.3153,0.975,1.175,True
2048,bf16,262144,worst,2,64,30.563299999999998,32.084900000000005,30.0096,0.953,0.935,True
2048,bf16,262144,worst,1,128,43.30415,46.0274,42.881699999999995,0.941,0.932,True
2048,bf16,262144,worst,1,256,89.61945,96.0068,90.13805,0.933,0.939,True
2048,bf16,262144,worst,1,512,163.65005,158.0245,158.92204999999998,1.036,1.006,True
2048,bf16,262144,worst,1,1024,255.03920000000002,270.2437,261.83285,0.944,0.969,True
2048,bf16,524288,best,8,1,22.12325,23.1905,31.3169,0.954,1.35,True
2048,bf16,524288,best,8,2,22.112099999999998,23.2241,31.419400000000003,0.952,1.353,True
2048,bf16,524288,best,8,4,22.46565,23.659299999999998,32.06745,0.95,1.355,True
2048,bf16,524288,best,4,8,27.147299999999998,29.7729,32.5713,0.912,1.094,True
2048,bf16,524288,best,4,16,27.4065,30.14415,33.0304,0.909,1.096,True
2048,bf16,524288,best,4,32,29.5136,31.30745,48.6081,0.943,1.553,True
2048,bf16,524288,best,2,64,45.6945,47.6178,52.6402,0.96,1.105,True
2048,bf16,524288,best,1,128,81.8835,85.79855,95.04505,0.954,1.108,True
2048,bf16,524288,best,1,256,149.73329999999999,162.11405,186.77179999999998,0.924,1.152,True
2048,bf16,524288,best,1,512,288.8505,288.59290000000004,353.7195,1.001,1.226,True
2048,bf16,524288,best,1,1024,470.36955,460.9567,599.0418000000001,1.02,1.3,True
2048,bf16,524288,worst,8,1,23.58565,23.77295,27.3328,0.992,1.15,True
2048,bf16,524288,worst,8,2,23.62245,23.89925,27.4288,0.988,1.148,True
2048,bf16,524288,worst,8,4,23.88325,24.4065,27.8578,0.979,1.141,True
2048,bf16,524288,worst,4,8,28.812849999999997,30.45775,28.35225,0.946,0.931,True
2048,bf16,524288,worst,4,16,29.228900000000003,30.889599999999998,28.79685,0.946,0.932,True
2048,bf16,524288,worst,4,32,31.228900000000003,32.0369,41.196949999999994,0.975,1.286,True
2048,bf16,524288,worst,2,64,47.6353,48.3569,46.0081,0.985,0.951,True
2048,bf16,524288,worst,1,128,83.5651,86.30414999999999,75.5842,0.968,0.876,True
2048,bf16,524288,worst,1,256,154.17815,164.4869,147.56054999999998,0.937,0.897,True
2048,bf16,524288,worst,1,512,287.3929,292.99609999999996,276.7992,0.981,0.945,True
2048,bf16,524288,worst,1,1024,478.72305,468.19975,451.9454,1.022,0.965,True
2048,bf16,1048576,best,8,1,38.1809,30.249599999999997,47.3265,1.262,1.565,True
2048,bf16,1048576,best,8,2,37.976150000000004,30.168,47.40175,1.259,1.571,True
2048,bf16,1048576,best,8,4,38.4833,30.8128,47.81125,1.249,1.552,True
2048,bf16,1048576,best,4,8,54.934599999999996,43.988949999999996,48.35215,1.249,1.099,True
2048,bf16,1048576,best,4,16,55.6306,44.5106,48.85935,1.25,1.098,True
2048,bf16,1048576,best,4,32,62.04655,47.7408,84.63860000000001,1.3,1.773,True
2048,bf16,1048576,best,2,64,127.00195,88.7922,106.1648,1.43,1.196,True
2048,bf16,1048576,best,1,128,223.41670000000002,152.52855,171.87570000000002,1.465,1.127,True
2048,bf16,1048576,best,1,256,453.61745,302.35605,334.86025,1.5,1.108,True
2048,bf16,1048576,best,1,512,961.9694499999999,539.70405,675.8325500000001,1.782,1.252,True
2048,bf16,1048576,best,1,1024,1551.31375,857.8107,1109.1171000000002,1.808,1.293,True
2048,bf16,1048576,worst,8,1,30.43685,30.9505,40.0178,0.983,1.293,True
2048,bf16,1048576,worst,8,2,30.29765,30.8433,40.07695,0.982,1.299,True
2048,bf16,1048576,worst,8,4,30.7345,31.4593,40.5041,0.977,1.288,True
2048,bf16,1048576,worst,4,8,41.0002,44.8529,41.000150000000005,0.914,0.914,True
2048,bf16,1048576,worst,4,16,41.6864,45.53935,41.720099999999995,0.915,0.916,True
2048,bf16,1048576,worst,4,32,48.604949999999995,48.665699999999994,70.32825,0.999,1.445,True
2048,bf16,1048576,worst,2,64,88.1524,90.47545,86.4162,0.974,0.955,True
2048,bf16,1048576,worst,1,128,148.99564999999998,156.44055,132.08370000000002,0.952,0.844,True
2048,bf16,1048576,worst,1,256,280.10485,311.7178,260.75765,0.899,0.837,True
2048,bf16,1048576,worst,1,512,556.6529499999999,549.9521500000001,508.0303,1.012,0.924,True
2048,bf16,1048576,worst,1,1024,901.126,879.2459,820.3609,1.025,0.933,True
2048,fp16,8192,best,1,1,15.1136,10.696,14.4352,1.413,1.35,True
2048,fp16,8192,best,1,2,14.6592,10.491200000000001,14.1232,1.397,1.346,True
2048,fp16,8192,best,1,4,14.7264,10.601600000000001,14.2064,1.389,1.34,True
2048,fp16,8192,best,1,8,14.624,10.521600000000001,14.152,1.39,1.345,True
2048,fp16,8192,best,1,16,14.6928,10.5456,14.2144,1.393,1.348,True
2048,fp16,8192,best,1,32,14.872,10.6944,14.4,1.391,1.346,True
2048,fp16,8192,best,1,64,15.256,10.9248,14.7456,1.396,1.35,True
2048,fp16,8192,best,1,128,15.6944,11.2128,15.131200000000002,1.4,1.349,True
2048,fp16,8192,best,1,256,19.4656,13.980799999999999,17.403200000000002,1.392,1.245,True
2048,fp16,8192,best,1,512,34.2064,23.8816,30.3824,1.432,1.272,True
2048,fp16,8192,best,1,1024,54.2576,36.6192,48.0048,1.482,1.311,True
2048,fp16,8192,worst,1,1,12.4321,10.3632,12.04805,1.2,1.163,True
2048,fp16,8192,worst,1,2,12.404950000000001,10.62725,12.34565,1.167,1.162,True
2048,fp16,8192,worst,1,4,12.4544,10.46885,12.294450000000001,1.19,1.174,True
2048,fp16,8192,worst,1,8,12.80015,10.8016,12.670549999999999,1.185,1.173,True
2048,fp16,8192,worst,1,16,12.8529,10.9233,12.7505,1.177,1.167,True
2048,fp16,8192,worst,1,32,13.133,11.0481,12.96815,1.189,1.174,True
2048,fp16,8192,worst,1,64,13.4465,11.28805,13.24485,1.191,1.173,True
2048,fp16,8192,worst,1,128,13.91215,11.61925,13.67535,1.197,1.177,True
2048,fp16,8192,worst,1,256,17.252950000000002,14.539299999999999,14.148950000000001,1.187,0.973,True
2048,fp16,8192,worst,1,512,29.6352,24.95535,23.87545,1.188,0.957,True
2048,fp16,8192,worst,1,1024,46.75555,38.499550000000006,37.878449999999994,1.214,0.984,True
2048,fp16,16384,best,1,1,15.1872,11.5776,16.691200000000002,1.312,1.442,True
2048,fp16,16384,best,1,2,15.3424,11.744,16.601599999999998,1.306,1.414,True
2048,fp16,16384,best,1,4,15.2,11.587200000000001,15.9824,1.312,1.379,True
2048,fp16,16384,best,1,8,15.147200000000002,11.5648,15.9616,1.31,1.38,True
2048,fp16,16384,best,1,16,15.284799999999999,11.6944,16.5216,1.307,1.413,True
2048,fp16,16384,best,1,32,15.4352,11.798399999999999,16.336,1.308,1.385,True
2048,fp16,16384,best,1,64,15.808,12.0896,16.596799999999998,1.308,1.373,True
2048,fp16,16384,best,1,128,16.52,12.5968,17.3072,1.311,1.374,True
2048,fp16,16384,best,1,256,21.496,15.980799999999999,23.2432,1.345,1.454,True
2048,fp16,16384,best,1,512,37.176,27.2464,40.318400000000004,1.364,1.48,True
2048,fp16,16384,best,1,1024,58.9504,42.3664,63.5264,1.391,1.499,True
2048,fp16,16384,worst,1,1,12.01605,11.5121,14.4641,1.044,1.256,True
2048,fp16,16384,worst,1,2,11.72335,11.2433,14.41135,1.043,1.282,True
2048,fp16,16384,worst,1,4,12.16975,11.59365,13.84495,1.05,1.194,True
2048,fp16,16384,worst,1,8,12.30735,11.713700000000001,14.004850000000001,1.051,1.196,True
2048,fp16,16384,worst,1,16,12.48325,11.827200000000001,14.5025,1.055,1.226,True
2048,fp16,16384,worst,1,32,12.6865,12.0513,14.542549999999999,1.053,1.207,True
2048,fp16,16384,worst,1,64,12.969700000000001,12.25455,14.7249,1.058,1.202,True
2048,fp16,16384,worst,1,128,13.77285,12.8961,15.568100000000001,1.068,1.207,True
2048,fp16,16384,worst,1,256,17.440099999999997,16.388900000000003,20.2434,1.064,1.235,True
2048,fp16,16384,worst,1,512,29.931849999999997,28.2434,35.199,1.06,1.246,True
2048,fp16,16384,worst,1,1024,47.36835,44.0772,55.46455,1.075,1.258,True
2048,fp16,32768,best,1,1,17.113599999999998,13.6432,17.1184,1.254,1.255,True
2048,fp16,32768,best,1,2,17.0224,13.6768,18.121599999999997,1.245,1.325,True
2048,fp16,32768,best,1,4,17.072,13.731200000000001,17.7648,1.243,1.294,True
2048,fp16,32768,best,1,8,17.1888,13.7456,17.0288,1.25,1.239,True
2048,fp16,32768,best,1,16,17.2368,13.7776,18.344,1.251,1.331,True
2048,fp16,32768,best,1,32,17.4832,14.0112,18.1872,1.248,1.298,True
2048,fp16,32768,best,1,64,18.020799999999998,14.459200000000001,17.633599999999998,1.246,1.22,True
2048,fp16,32768,best,1,128,18.918400000000002,15.2416,18.696,1.241,1.227,True
2048,fp16,32768,best,1,256,26.107200000000002,20.6704,26.4864,1.263,1.281,True
2048,fp16,32768,best,1,512,44.5776,34.6992,46.0736,1.285,1.328,True
2048,fp16,32768,best,1,1024,70.5728,55.3392,73.5152,1.275,1.328,True
2048,fp16,32768,worst,1,1,13.700899999999999,13.4945,14.74565,1.015,1.093,True
2048,fp16,32768,worst,1,2,13.67535,13.526549999999999,15.873700000000001,1.011,1.174,True
2048,fp16,32768,worst,1,4,13.94725,13.65295,16.0465,1.022,1.175,True
2048,fp16,32768,worst,1,8,14.072149999999999,13.7217,15.19215,1.026,1.107,True
2048,fp16,32768,worst,1,16,14.212950000000001,13.92175,16.604950000000002,1.021,1.193,True
2048,fp16,32768,worst,1,32,14.55375,14.1809,16.68655,1.026,1.177,True
2048,fp16,32768,worst,1,64,15.043299999999999,14.64655,15.97775,1.027,1.091,True
2048,fp16,32768,worst,1,128,16.1585,15.552100000000001,17.1825,1.039,1.105,True
2048,fp16,32768,worst,1,256,22.0194,23.0627,25.67695,0.955,1.113,True
2048,fp16,32768,worst,1,512,38.03555,38.8947,44.4036,0.978,1.142,True
2048,fp16,32768,worst,1,1024,59.551,62.0421,70.67580000000001,0.96,1.139,True
2048,fp16,65536,best,4,1,20.1936,15.211200000000002,17.6752,1.328,1.162,True
2048,fp16,65536,best,4,2,20.3232,15.112,17.6816,1.345,1.17,True
2048,fp16,65536,best,4,4,20.390400000000003,15.2864,17.723200000000002,1.334,1.159,True
2048,fp16,65536,best,4,8,20.7792,15.544,18.064,1.337,1.162,True
2048,fp16,65536,best,4,16,20.9376,15.7056,18.24,1.333,1.161,True
2048,fp16,65536,best,4,32,21.705599999999997,16.1728,19.07525,1.342,1.179,True
2048,fp16,65536,best,2,64,24.76,19.0608,20.088,1.299,1.054,True
2048,fp16,65536,best,1,128,22.979200000000002,19.1584,22.262400000000003,1.199,1.162,True
2048,fp16,65536,best,1,256,37.6704,30.0032,37.1456,1.256,1.238,True
2048,fp16,65536,best,1,512,65.4368,51.028800000000004,66.6208,1.282,1.306,True
2048,fp16,65536,best,1,1024,103.296,81.28960000000001,105.27839999999999,1.271,1.295,True
2048,fp16,65536,worst,4,1,16.89775,15.4833,15.38735,1.091,0.994,True
2048,fp16,65536,worst,4,2,17.16655,15.7153,15.6993,1.092,0.999,True
2048,fp16,65536,worst,4,4,17.467299999999998,15.987350000000001,15.84815,1.093,0.991,True
2048,fp16,65536,worst,4,8,17.781,16.31855,16.21295,1.09,0.994,True
2048,fp16,65536,worst,4,16,17.86255,16.396900000000002,16.29135,1.089,0.994,True
2048,fp16,65536,worst,4,32,18.7745,16.99375,16.9441,1.105,0.997,True
2048,fp16,65536,worst,2,64,20.5153,19.28505,17.953799999999998,1.064,0.931,True
2048,fp16,65536,worst,1,128,19.3297,19.449849999999998,20.029,0.994,1.03,True
2048,fp16,65536,worst,1,256,29.9154,31.1603,33.3648,0.96,1.071,True
2048,fp16,65536,worst,1,512,52.90925,53.05805,59.438900000000004,0.997,1.12,True
2048,fp16,65536,worst,1,1024,82.87745,84.4663,94.2554,0.981,1.116,True
2048,fp16,131072,best,8,1,20.45445,16.5888,19.048,1.233,1.148,True
2048,fp16,131072,best,8,2,20.6576,16.7856,19.203200000000002,1.231,1.144,True
2048,fp16,131072,best,8,4,20.9728,16.9008,19.2208,1.241,1.137,True
2048,fp16,131072,best,4,8,23.270400000000002,18.464,19.4064,1.26,1.051,True
2048,fp16,131072,best,4,16,23.5616,18.7536,19.601599999999998,1.256,1.045,True
2048,fp16,131072,best,4,32,24.577599999999997,19.420849999999998,23.4528,1.266,1.208,True
2048,fp16,131072,best,2,64,28.217599999999997,22.6352,24.2256,1.247,1.07,True
2048,fp16,131072,best,1,128,33.0832,26.8176,30.5216,1.234,1.138,True
2048,fp16,131072,best,1,256,59.656,45.3696,56.3904,1.315,1.243,True
2048,fp16,131072,best,1,512,138.0496,85.7392,113.5232,1.61,1.324,True
2048,fp16,131072,best,1,1024,219.1376,133.696,171.272,1.639,1.281,True
2048,fp16,131072,worst,8,1,17.547400000000003,16.790650000000003,16.396849999999997,1.045,0.977,True
2048,fp16,131072,worst,8,2,17.444950000000002,16.5202,16.60975,1.056,1.005,True
2048,fp16,131072,worst,8,4,17.771349999999998,16.9202,16.8194,1.05,0.994,True
2048,fp16,131072,worst,4,8,19.2849,18.59375,17.099400000000003,1.037,0.92,True
2048,fp16,131072,worst,4,16,19.4642,18.74575,17.2961,1.038,0.923,True
2048,fp16,131072,worst,4,32,20.59225,19.6594,20.5586,1.047,1.046,True
2048,fp16,131072,worst,2,64,22.132900000000003,22.87855,21.60975,0.967,0.945,True
2048,fp16,131072,worst,1,128,26.7299,28.2114,27.9073,0.947,0.989,True
2048,fp16,131072,worst,1,256,47.11235,50.6485,52.768449999999994,0.93,1.042,True
2048,fp16,131072,worst,1,512,95.20545,89.972,98.5848,1.058,1.096,True
2048,fp16,131072,worst,1,1024,154.8618,146.08595000000003,155.138,1.06,1.062,True
2048,fp16,262144,best,8,1,23.6992,18.896,22.864,1.254,1.21,True
2048,fp16,262144,best,8,2,23.872,19.024,23.2592,1.255,1.223,True
2048,fp16,262144,best,8,4,24.1184,19.171200000000002,23.2432,1.258,1.212,True
2048,fp16,262144,best,4,8,26.7904,21.456,23.5296,1.249,1.097,True
2048,fp16,262144,best,4,16,27.1648,21.8048,23.872,1.246,1.095,True
2048,fp16,262144,best,4,32,28.5136,22.752,31.848,1.253,1.4,True
2048,fp16,262144,best,2,64,38.5024,30.0512,33.304,1.281,1.108,True
2048,fp16,262144,best,1,128,54.7712,42.392,48.2304,1.292,1.138,True
2048,fp16,262144,best,1,256,131.12485,86.928,107.1696,1.508,1.233,True
2048,fp16,262144,best,1,512,255.64479999999998,144.9408,212.61120000000003,1.764,1.467,True
2048,fp16,262144,best,1,1024,407.74879999999996,246.92479999999998,327.1184,1.651,1.325,True
2048,fp16,262144,worst,8,1,20.5682,19.81625,20.5826,1.038,1.039,True
2048,fp16,262144,worst,8,2,20.58905,19.92495,20.6178,1.033,1.035,True
2048,fp16,262144,worst,8,4,20.821150000000003,20.140849999999997,20.92655,1.034,1.039,True
2048,fp16,262144,worst,4,8,21.4481,22.49295,21.2162,0.954,0.943,True
2048,fp16,262144,worst,4,16,21.845,22.84655,21.6818,0.956,0.949,True
2048,fp16,262144,worst,4,32,23.08015,23.926599999999997,27.53955,0.965,1.151,True
2048,fp16,262144,worst,2,64,29.7312,31.439349999999997,29.224349999999998,0.946,0.93,True
2048,fp16,262144,worst,1,128,42.56025,44.888349999999996,42.02115,0.948,0.936,True
2048,fp16,262144,worst,1,256,88.63125,94.2586,89.16560000000001,0.94,0.946,True
2048,fp16,262144,worst,1,512,162.88595,154.1968,158.09115,1.056,1.025,True
2048,fp16,262144,worst,1,1024,251.39565,265.60695,258.6549,0.946,0.974,True
2048,fp16,524288,best,8,1,21.6496,23.1312,31.1088,0.936,1.345,True
2048,fp16,524288,best,8,2,21.705599999999997,23.128,31.4544,0.938,1.36,True
2048,fp16,524288,best,8,4,21.9072,23.2896,31.2336,0.941,1.341,True
2048,fp16,524288,best,4,8,26.3792,28.9264,31.8048,0.912,1.1,True
2048,fp16,524288,best,4,16,26.8992,29.3936,32.2224,0.915,1.096,True
2048,fp16,524288,best,4,32,28.944,30.526400000000002,47.4736,0.948,1.555,True
2048,fp16,524288,best,2,64,45.632,47.651199999999996,51.9456,0.958,1.09,True
2048,fp16,524288,best,1,128,81.5632,84.2176,94.28960000000001,0.968,1.12,True
2048,fp16,524288,best,1,256,148.74885,158.9952,185.4528,0.936,1.166,True
2048,fp16,524288,best,1,512,284.40479999999997,285.57445,366.9568,0.996,1.285,True
2048,fp16,524288,best,1,1024,466.22245000000004,456.66720000000004,602.0144,1.021,1.318,True
