K,dtype,N,scen,cs,BS,base,pr,op26,pr_vs_base,op26_vs_pr,pr_exact
2048,fp16,524288,worst,8,1,22.7042,22.949099999999998,26.4083,0.989,1.151,True
2048,fp16,524288,worst,8,2,22.76655,23.00975,26.445,0.989,1.149,True
2048,fp16,524288,worst,8,4,23.27855,23.459400000000002,27.0514,0.992,1.153,True
2048,fp16,524288,worst,4,8,27.9024,29.3361,27.4722,0.951,0.936,True
2048,fp16,524288,worst,4,16,28.3536,29.72,27.96325,0.954,0.941,True
2048,fp16,524288,worst,4,32,30.467200000000002,30.9984,40.003550000000004,0.983,1.291,True
2048,fp16,524288,worst,2,64,46.937949999999994,47.675599999999996,45.5316,0.985,0.955,True
2048,fp16,524288,worst,1,128,83.05194999999999,84.61025,74.85185,0.982,0.885,True
2048,fp16,524288,worst,1,256,152.6286,161.31965,145.6141,0.946,0.903,True
2048,fp16,524288,worst,1,512,293.70165000000003,288.46805,273.2212,1.018,0.947,True
2048,fp16,524288,worst,1,1024,477.94795,462.38945,446.8533,1.034,0.966,True
2048,fp16,1048576,best,8,1,37.126400000000004,30.08,46.5072,1.234,1.546,True
2048,fp16,1048576,best,8,2,37.4048,30.153599999999997,46.9856,1.24,1.558,True
2048,fp16,1048576,best,8,4,37.6704,30.3504,47.0496,1.241,1.55,True
2048,fp16,1048576,best,4,8,53.9264,42.65445,47.4416,1.264,1.112,True
2048,fp16,1048576,best,4,16,54.7936,43.248,48.0688,1.267,1.111,True
2048,fp16,1048576,best,4,32,61.1024,46.9456,80.0384,1.302,1.705,True
2048,fp16,1048576,best,2,64,126.56160000000001,87.8336,105.47845,1.441,1.201,True
2048,fp16,1048576,best,1,128,222.52325,148.792,170.9456,1.496,1.149,True
2048,fp16,1048576,best,1,256,452.57125,297.64805,331.86404999999996,1.52,1.115,True
2048,fp16,1048576,best,1,512,964.77285,536.5008,672.7265,1.798,1.254,True
2048,fp16,1048576,best,1,1024,1543.24175,846.6896999999999,1103.4353999999998,1.823,1.303,True
2048,fp16,1048576,worst,8,1,28.35105,30.0688,39.133199999999995,0.943,1.301,True
2048,fp16,1048576,worst,8,2,28.322400000000002,30.0,39.27865,0.944,1.309,True
2048,fp16,1048576,worst,8,4,28.9456,30.715799999999998,39.721849999999996,0.942,1.293,True
2048,fp16,1048576,worst,4,8,39.12685,43.1843,40.21475,0.906,0.931,True
2048,fp16,1048576,worst,4,16,40.00835,43.8979,41.038650000000004,0.911,0.935,True
2048,fp16,1048576,worst,4,32,47.51075,47.52365,68.55895,1.0,1.443,True
2048,fp16,1048576,worst,2,64,86.38315,89.31605,85.5991,0.967,0.958,True
2048,fp16,1048576,worst,1,128,147.4094,152.10979999999998,131.1707,0.969,0.862,True
2048,fp16,1048576,worst,1,256,277.77185,305.2985,257.2901,0.91,0.843,True
2048,fp16,1048576,worst,1,512,568.24475,542.9981,504.06185,1.046,0.928,True
2048,fp16,1048576,worst,1,1024,893.5690500000001,865.4375,823.946,1.033,0.952,True
2048,fp32,8192,best,1,1,14.84315,10.657549999999999,11.7552,1.393,1.103,True
2048,fp32,8192,best,1,2,14.7648,10.4,11.904,1.42,1.145,True
2048,fp32,8192,best,1,4,14.9584,10.64,11.715200000000001,1.406,1.101,True
2048,fp32,8192,best,1,8,14.811200000000001,10.457600000000001,11.6944,1.416,1.118,True
2048,fp32,8192,best,1,16,15.1056,10.85435,12.0064,1.392,1.106,True
2048,fp32,8192,best,1,32,15.2192,10.96,12.08155,1.389,1.102,True
2048,fp32,8192,best,1,64,15.3104,11.201600000000001,12.281600000000001,1.367,1.096,True
2048,fp32,8192,best,1,128,16.043200000000002,11.8016,12.910350000000001,1.359,1.094,True
2048,fp32,8192,best,1,256,19.984,14.6816,16.512,1.361,1.125,True
2048,fp32,8192,best,1,512,36.72,27.23995,29.0912,1.348,1.068,True
2048,fp32,8192,best,1,1024,64.30875,49.98555,45.756800000000005,1.287,0.915,True
2048,fp32,8192,worst,1,1,13.9599,11.2959,10.473600000000001,1.236,0.927,True
2048,fp32,8192,worst,1,2,14.1328,11.4816,10.51035,1.231,0.915,True
2048,fp32,8192,worst,1,4,13.916799999999999,11.3232,10.670399999999999,1.229,0.942,True
2048,fp32,8192,worst,1,8,14.1679,11.574399999999999,10.71995,1.224,0.926,True
2048,fp32,8192,worst,1,16,14.043149999999999,11.33915,10.619200000000001,1.238,0.937,True
2048,fp32,8192,worst,1,32,14.1024,11.472,10.7008,1.229,0.933,True
2048,fp32,8192,worst,1,64,14.42555,11.8496,10.94075,1.217,0.923,True
2048,fp32,8192,worst,1,128,14.991950000000001,12.348799999999999,11.395100000000001,1.214,0.923,True
2048,fp32,8192,worst,1,256,18.8064,15.4816,14.8304,1.215,0.958,True
2048,fp32,8192,worst,1,512,34.694300000000005,28.590349999999997,25.782349999999997,1.213,0.902,True
2048,fp32,8192,worst,1,1024,59.7551,52.65115,40.543949999999995,1.135,0.77,True
2048,fp32,16384,best,1,1,14.9424,11.93595,13.12,1.252,1.099,True
2048,fp32,16384,best,1,2,14.702399999999999,11.8176,12.91835,1.244,1.093,True
2048,fp32,16384,best,1,4,14.6928,11.811200000000001,12.900799999999998,1.244,1.092,True
2048,fp32,16384,best,1,8,14.9824,12.072,12.987200000000001,1.241,1.076,True
2048,fp32,16384,best,1,16,15.192,12.1616,13.2224,1.249,1.087,True
2048,fp32,16384,best,1,32,15.32,12.4864,13.526399999999999,1.227,1.083,True
2048,fp32,16384,best,1,64,15.81275,12.864,13.932799999999999,1.229,1.083,True
2048,fp32,16384,best,1,128,16.6848,13.6768,14.7696,1.22,1.08,True
2048,fp32,16384,best,1,256,21.3856,17.58715,20.672,1.216,1.175,True
2048,fp32,16384,best,1,512,40.156699999999994,32.80635,35.94235,1.224,1.096,True
2048,fp32,16384,best,1,1024,71.02080000000001,59.4912,57.6944,1.194,0.97,True
2048,fp32,16384,worst,1,1,14.1456,12.567950000000002,11.9152,1.126,0.948,True
2048,fp32,16384,worst,1,2,14.2544,12.712,12.04,1.121,0.947,True
2048,fp32,16384,worst,1,4,14.33115,12.72795,12.01755,1.126,0.944,True
2048,fp32,16384,worst,1,8,14.249600000000001,12.603200000000001,12.1808,1.131,0.966,True
2048,fp32,16384,worst,1,16,14.3024,12.6208,11.9904,1.133,0.95,True
2048,fp32,16384,worst,1,32,14.52315,12.8672,12.20955,1.129,0.949,True
2048,fp32,16384,worst,1,64,15.024,13.3696,12.7056,1.124,0.95,True
2048,fp32,16384,worst,1,128,15.8384,14.0256,13.3568,1.129,0.952,True
2048,fp32,16384,worst,1,256,19.7136,18.302400000000002,18.043200000000002,1.077,0.986,True
2048,fp32,16384,worst,1,512,36.79355,34.27035,31.2494,1.074,0.912,True
2048,fp32,16384,worst,1,1024,64.6575,62.3183,49.86225,1.038,0.8,True
2048,fp32,32768,best,1,1,18.0608,14.128,16.5808,1.278,1.174,True
2048,fp32,32768,best,1,2,18.0608,14.0704,16.2832,1.284,1.157,True
2048,fp32,32768,best,1,4,18.052799999999998,14.0656,16.305600000000002,1.283,1.159,True
2048,fp32,32768,best,1,8,17.94555,13.964799999999999,16.462400000000002,1.285,1.179,True
2048,fp32,32768,best,1,16,18.366400000000002,14.444799999999999,16.974400000000003,1.271,1.175,True
2048,fp32,32768,best,1,32,18.6688,14.768,17.288,1.264,1.171,True
2048,fp32,32768,best,1,64,19.3936,15.523200000000001,17.984,1.249,1.159,True
2048,fp32,32768,best,1,128,20.6128,16.4384,19.16155,1.254,1.166,True
2048,fp32,32768,best,1,256,28.864,23.249599999999997,28.1408,1.241,1.21,True
2048,fp32,32768,best,1,512,54.89915,43.987199999999994,53.2015,1.248,1.209,True
2048,fp32,32768,best,1,1024,94.3424,76.1663,82.47995,1.239,1.083,True
2048,fp32,32768,worst,1,1,15.13275,15.12475,14.1936,1.001,0.938,True
2048,fp32,32768,worst,1,2,15.163200000000002,14.990350000000001,14.33435,1.012,0.956,True
2048,fp32,32768,worst,1,4,15.1744,15.0704,14.471950000000001,1.007,0.96,True
2048,fp32,32768,worst,1,8,15.465549999999999,15.28315,14.46875,1.012,0.947,True
2048,fp32,32768,worst,1,16,15.3248,15.29915,14.3744,1.002,0.94,True
2048,fp32,32768,worst,1,32,15.7536,15.62715,14.9088,1.008,0.954,True
2048,fp32,32768,worst,1,64,16.403200000000002,16.227149999999998,15.38875,1.011,0.948,True
2048,fp32,32768,worst,1,128,17.82875,17.627200000000002,16.854400000000002,1.011,0.956,True
2048,fp32,32768,worst,1,256,24.7536,26.43675,24.865599999999997,0.936,0.941,True
2048,fp32,32768,worst,1,512,46.2655,49.043099999999995,44.425599999999996,0.943,0.906,True
2048,fp32,32768,worst,1,1024,79.3647,83.6639,70.06230000000001,0.949,0.837,True
2048,fp32,65536,best,4,1,20.9696,15.368,16.9232,1.364,1.101,True
2048,fp32,65536,best,4,2,21.4608,15.6688,17.0288,1.37,1.087,True
2048,fp32,65536,best,4,4,21.705599999999997,16.0384,17.4576,1.353,1.088,True
2048,fp32,65536,best,4,8,22.0832,16.337600000000002,17.84315,1.352,1.092,True
2048,fp32,65536,best,4,16,22.441599999999998,16.5984,18.113599999999998,1.352,1.091,True
2048,fp32,65536,best,4,32,23.641599999999997,17.4256,19.24,1.357,1.104,True
2048,fp32,65536,best,2,64,27.0192,20.6352,20.563200000000002,1.309,0.997,True
2048,fp32,65536,best,1,128,28.2144,21.97115,25.0032,1.284,1.138,True
2048,fp32,65536,best,1,256,43.662349999999996,35.035199999999996,45.702400000000004,1.246,1.304,True
2048,fp32,65536,best,1,512,82.97595,67.248,99.32955,1.234,1.477,True
2048,fp32,65536,best,1,1024,137.52315,110.0144,152.19035,1.25,1.383,True
2048,fp32,65536,worst,4,1,19.16955,16.6048,15.96475,1.154,0.961,True
2048,fp32,65536,worst,4,2,19.256,16.564799999999998,15.83515,1.162,0.956,True
2048,fp32,65536,worst,4,4,19.297549999999998,16.6032,16.030350000000002,1.162,0.965,True
2048,fp32,65536,worst,4,8,19.70395,16.889599999999998,16.319950000000002,1.167,0.966,True
2048,fp32,65536,worst,4,16,20.0272,17.21435,16.5216,1.163,0.96,True
2048,fp32,65536,worst,4,32,21.03035,18.046349999999997,17.77435,1.165,0.985,True
2048,fp32,65536,worst,2,64,23.367900000000002,20.536,18.92315,1.138,0.921,True
2048,fp32,65536,worst,1,128,24.180799999999998,22.081599999999998,25.08635,1.095,1.136,True
2048,fp32,65536,worst,1,256,37.78875,35.7663,45.4831,1.057,1.272,True
2048,fp32,65536,worst,1,512,71.87355000000001,67.80785,100.65585,1.06,1.484,True
2048,fp32,65536,worst,1,1024,118.7584,111.4191,153.57420000000002,1.066,1.378,True
2048,fp32,131072,best,8,1,20.892799999999998,16.848,18.0992,1.24,1.074,True
2048,fp32,131072,best,8,2,21.216,16.889599999999998,18.3488,1.256,1.086,True
2048,fp32,131072,best,8,4,21.6432,17.4496,18.6048,1.24,1.066,True
2048,fp32,131072,best,4,8,24.1552,19.2,19.116799999999998,1.258,0.996,True
2048,fp32,131072,best,4,16,24.6528,19.5872,19.494400000000002,1.259,0.995,True
2048,fp32,131072,best,4,32,26.769599999999997,20.828799999999998,22.697599999999998,1.285,1.09,True
2048,fp32,131072,best,2,64,32.608,25.0832,25.464,1.3,1.015,True
2048,fp32,131072,best,1,128,41.4928,33.692800000000005,36.9024,1.232,1.095,True
2048,fp32,131072,best,1,256,102.0048,65.8624,78.4976,1.549,1.192,True
2048,fp32,131072,best,1,512,181.46235000000001,119.14395,153.2992,1.523,1.287,True
2048,fp32,131072,best,1,1024,341.21909999999997,211.1391,243.82715,1.616,1.155,True
2048,fp32,131072,worst,8,1,18.1936,17.28635,16.705599999999997,1.052,0.966,True
2048,fp32,131072,worst,8,2,18.4192,17.43355,16.8448,1.057,0.966,True
2048,fp32,131072,worst,8,4,18.6208,17.5792,16.98715,1.059,0.966,True
2048,fp32,131072,worst,4,8,20.206349999999997,19.5888,17.4128,1.032,0.889,True
2048,fp32,131072,worst,4,16,20.6159,20.03675,17.88,1.029,0.892,True
2048,fp32,131072,worst,4,32,22.32,21.14555,21.590349999999997,1.056,1.021,True
2048,fp32,131072,worst,2,64,25.584,24.98235,23.86395,1.024,0.955,True
2048,fp32,131072,worst,1,128,34.11675,33.8991,35.587199999999996,1.006,1.05,True
2048,fp32,131072,worst,1,256,69.67994999999999,71.08465,79.51985,0.98,1.119,True
2048,fp32,131072,worst,1,512,123.1888,127.5915,162.9341,0.965,1.277,True
2048,fp32,131072,worst,1,1024,225.27325,221.13405,256.4956,1.019,1.16,True
2048,fp32,262144,best,8,1,25.5824,19.2112,22.3744,1.332,1.165,True
2048,fp32,262144,best,8,2,26.2016,19.5616,22.705599999999997,1.339,1.161,True
2048,fp32,262144,best,8,4,26.5552,20.056,23.1616,1.324,1.155,True
2048,fp32,262144,best,4,8,28.6288,22.2432,23.504,1.287,1.057,True
2048,fp32,262144,best,4,16,29.84,22.8624,24.326400000000003,1.305,1.064,True
2048,fp32,262144,best,4,32,34.924800000000005,25.7408,32.584,1.357,1.266,True
2048,fp32,262144,best,2,64,48.732800000000005,37.2592,41.0736,1.308,1.102,True
2048,fp32,262144,best,1,128,100.89280000000001,64.3184,85.1136,1.569,1.323,True
2048,fp32,262144,best,1,256,196.83675,112.40639999999999,167.45589999999999,1.751,1.49,True
2048,fp32,262144,best,1,512,352.6543,208.21275,329.26234999999997,1.694,1.581,True
2048,fp32,262144,best,1,1024,672.5567,395.45590000000004,578.9615,1.701,1.464,True
2048,fp32,262144,worst,8,1,22.0368,20.344,20.2144,1.083,0.994,True
2048,fp32,262144,worst,8,2,22.462349999999997,20.5792,20.436799999999998,1.092,0.993,True
2048,fp32,262144,worst,8,4,22.75995,20.88475,20.7215,1.09,0.992,True
2048,fp32,262144,worst,4,8,23.8,23.11195,21.177599999999998,1.03,0.916,True
2048,fp32,262144,worst,4,16,24.92315,23.878349999999998,21.975900000000003,1.044,0.92,True
2048,fp32,262144,worst,4,32,28.05595,25.98395,28.50555,1.08,1.097,True
2048,fp32,262144,worst,2,64,40.24475,37.3664,36.64315,1.077,0.981,True
2048,fp32,262144,worst,1,128,67.94555,66.39675,67.82395,1.023,1.021,True
2048,fp32,262144,worst,1,256,120.4687,121.11030000000001,131.7552,0.995,1.088,True
2048,fp32,262144,worst,1,512,217.8797,220.66525,270.34995000000004,0.987,1.225,True
2048,fp32,262144,worst,1,1024,410.1386,416.1131,440.969,0.986,1.06,True
2048,fp32,524288,best,8,1,21.787200000000002,22.83195,29.2976,0.954,1.283,True
2048,fp32,524288,best,8,2,22.212799999999998,23.12,29.592,0.961,1.28,True
2048,fp32,524288,best,8,4,22.9984,23.7728,30.2544,0.967,1.273,True
2048,fp32,524288,best,4,8,27.3536,29.5824,31.017599999999998,0.925,1.049,True
2048,fp32,524288,best,4,16,29.392,30.33275,32.256,0.969,1.063,True
2048,fp32,524288,best,4,32,38.5136,38.008,51.012800000000006,1.013,1.342,True
2048,fp32,524288,best,2,64,67.91680000000001,67.27515,86.0416,1.01,1.279,True
2048,fp32,524288,best,1,128,109.59514999999999,108.944,153.31035,1.006,1.407,True
2048,fp32,524288,best,1,256,203.62554999999998,204.52315,299.41115,0.996,1.464,True
2048,fp32,524288,best,1,512,372.48154999999997,378.1375,653.0159,0.985,1.727,True
2048,fp32,524288,best,1,1024,715.27985,735.25425,1071.5935,0.973,1.457,True
2048,fp32,524288,worst,8,1,23.03515,24.0768,26.52475,0.957,1.102,True
2048,fp32,524288,worst,8,2,23.1472,24.21115,26.49275,0.956,1.094,True
2048,fp32,524288,worst,8,4,23.58395,24.468799999999998,26.86235,0.964,1.098,True
2048,fp32,524288,worst,4,8,28.302400000000002,30.5184,27.6303,0.927,0.905,True
2048,fp32,524288,worst,4,16,30.4127,31.14875,28.84475,0.976,0.926,True
2048,fp32,524288,worst,4,32,39.5199,38.708800000000004,45.54875,1.021,1.177,True
2048,fp32,524288,worst,2,64,68.98710000000001,68.44794999999999,67.1695,1.008,0.981,True
2048,fp32,524288,worst,1,128,110.9982,110.79180000000001,112.16789999999999,1.002,1.012,True
2048,fp32,524288,worst,1,256,207.1757,207.32770000000002,218.49415,0.999,1.054,True
2048,fp32,524288,worst,1,512,378.385,382.44104999999996,462.4903,0.989,1.209,True
2048,fp32,524288,worst,1,1024,727.37015,744.3476999999999,751.0885,0.977,1.009,True
2048,fp32,1048576,best,8,1,38.5424,30.078349999999997,44.0496,1.281,1.464,True
2048,fp32,1048576,best,8,2,38.958400000000005,30.281599999999997,44.512,1.287,1.47,True
2048,fp32,1048576,best,8,4,40.0048,31.0768,44.9936,1.287,1.448,True
2048,fp32,1048576,best,4,8,54.776,44.203199999999995,45.819199999999995,1.239,1.037,True
2048,fp32,1048576,best,4,16,61.7744,47.283199999999994,51.1072,1.306,1.081,True
2048,fp32,1048576,best,4,32,108.58235,67.86555,105.6768,1.6,1.557,True
2048,fp32,1048576,best,2,64,192.3104,111.90235000000001,153.22395,1.719,1.369,True
2048,fp32,1048576,best,1,128,344.77915,198.51675,275.2016,1.737,1.386,True
2048,fp32,1048576,best,1,256,674.0783,372.90875,552.1344,1.808,1.481,True
2048,fp32,1048576,best,1,512,1285.7151000000001,706.0655,1233.6751000000002,1.821,1.747,True
2048,fp32,1048576,best,1,1024,2526.0766,1404.5326499999999,2042.1615,1.799,1.454,True
2048,fp32,1048576,worst,8,1,31.376,30.53595,37.638349999999996,1.028,1.233,True
2048,fp32,1048576,worst,8,2,31.74395,30.79035,38.0256,1.031,1.235,True
2048,fp32,1048576,worst,8,4,32.318400000000004,31.2111,38.37435,1.035,1.23,True
2048,fp32,1048576,worst,4,8,42.59355,44.406400000000005,39.29435,0.959,0.885,True
2048,fp32,1048576,worst,4,16,50.171099999999996,47.5535,45.0687,1.055,0.948,True
2048,fp32,1048576,worst,4,32,72.17745,68.2384,84.8735,1.058,1.244,True
2048,fp32,1048576,worst,2,64,116.7471,112.29260000000001,111.15339999999999,1.04,0.99,True
2048,fp32,1048576,worst,1,128,208.4412,205.1645,207.7021,1.016,1.012,True
2048,fp32,1048576,worst,1,256,382.16745000000003,385.36745,393.32425,0.992,1.021,True
2048,fp32,1048576,worst,1,512,714.6166,718.831,870.36665,0.994,1.211,True
2048,fp32,1048576,worst,1,1024,1398.4076,1437.7228,1417.62685,0.973,0.986,True
