scenario,K,dtype,N,hr,ladder,accept,best_cand,counts,straddle,all_below,all_above
best,2048,fp16,16384,0.55,hyb_pm,True,3271,3271|1493,False,False,False
best,2048,fp16,16384,0.55,hyb_pm9,True,3665,3665|1493,False,False,False
best,2048,fp16,32768,0.55,m2_d,True,2844,2844|1169,False,False,False
best,2048,fp16,32768,0.55,hyb_pm,True,2844,2844|1365,False,False,False
best,2048,fp16,32768,0.55,hyb_pm9,True,3383,3383|1365,False,False,False
best,2048,fp16,65536,0.55,m2_d,True,4307,4307|1042,False,False,False
best,2048,fp16,65536,0.55,hyb_pm,True,4307,4307|1609,False,False,False
best,2048,fp16,65536,0.55,hyb_pm9,False,,5223|1609,True,False,False
best,2048,fp16,131072,0.55,m2_d,True,2825,2825|1226,False,False,False
best,2048,fp16,131072,0.55,hyb_pm,True,2825,2825|1608,False,False,False
best,2048,fp16,131072,0.55,hyb_pm9,True,3151,3151|1608,False,False,False
best,2048,fp16,262144,0.55,m2_d,True,3453,3453|1232,False,False,False
best,2048,fp16,262144,0.55,hyb_pm,True,3453,3453|1662,False,False,False
best,2048,fp16,262144,0.55,hyb_pm9,True,4075,4075|1662,False,False,False
best,2048,fp16,524288,0.55,m2_d,False,,6136|1080,True,False,False
best,2048,fp16,524288,0.55,hyb_pm,False,,6136|1828,True,False,False
best,2048,fp16,524288,0.55,hyb_pm9,False,,8207|1828,True,False,False
best,2048,fp16,1048576,0.55,m2_d,True,4834,4834|1195,False,False,False
best,2048,fp16,1048576,0.55,hyb_pm,True,4834,4834|1763,False,False,False
best,2048,fp16,1048576,0.55,hyb_pm9,False,,5933|1763,True,False,False
worst,512,fp32,8192,0.051,m2_d,True,839,2299|839,False,False,False
worst,512,fp32,8192,0.051,hyb_pm,True,1147,2299|1147,False,False,False
worst,512,fp32,8192,0.051,hyb_pm9,True,1147,2646|1147,False,False,False
worst,512,fp32,16384,0.051,m2_d,True,878,4896|878,False,False,False
worst,512,fp32,16384,0.051,hyb_pm,True,1572,4896|1572,False,False,False
worst,512,fp32,16384,0.051,hyb_pm9,True,1572,6959|1572,False,False,False
worst,512,fp32,32768,0.051,m2_d,True,922,4531|922,False,False,False
worst,512,fp32,32768,0.051,hyb_pm,True,1405,4531|1405,False,False,False
worst,512,fp32,32768,0.051,hyb_pm9,True,1405,6031|1405,False,False,False
worst,512,fp32,65536,0.051,m2_d,True,751,3190|751,False,False,False
worst,512,fp32,65536,0.051,hyb_pm,True,1096,3190|1096,False,False,False
worst,512,fp32,65536,0.051,hyb_pm9,True,1096,4518|1096,False,False,False
worst,512,fp32,131072,0.051,m2_d,True,702,2159|702,False,False,False
worst,512,fp32,131072,0.051,hyb_pm,True,958,2159|958,False,False,False
worst,512,fp32,131072,0.051,hyb_pm9,True,958,2921|958,False,False,False
worst,512,fp32,262144,0.051,m2_d,True,751,3608|751,False,False,False
worst,512,fp32,262144,0.051,hyb_pm,True,1231,3608|1231,False,False,False
worst,512,fp32,262144,0.051,hyb_pm9,True,1231,6386|1231,False,False,False
worst,512,fp32,524288,0.051,m2_d,True,704,1609|704,False,False,False
worst,512,fp32,524288,0.051,hyb_pm,True,838,1609|838,False,False,False
worst,512,fp32,524288,0.051,hyb_pm9,True,838,1838|838,False,False,False
worst,512,fp32,1048576,0.051,m2_d,True,759,2395|759,False,False,False
worst,512,fp32,1048576,0.051,hyb_pm,True,1116,2395|1116,False,False,False
worst,512,fp32,1048576,0.051,hyb_pm9,True,1116,2922|1116,False,False,False
worst,512,bf16,8192,0.051,m2_d,True,847,2312|847,False,False,False
worst,512,bf16,8192,0.051,hyb_pm,True,1147,2312|1147,False,False,False
worst,512,bf16,8192,0.051,hyb_pm9,True,1147,2653|1147,False,False,False
worst,512,bf16,16384,0.051,m2_d,True,878,4895|878,False,False,False
worst,512,bf16,16384,0.051,hyb_pm,True,1577,4895|1577,False,False,False
worst,512,bf16,16384,0.051,hyb_pm9,True,1577,6967|1577,False,False,False
worst,512,bf16,32768,0.051,m2_d,True,923,4529|923,False,False,False
worst,512,bf16,32768,0.051,hyb_pm,True,1404,4529|1404,False,False,False
worst,512,bf16,32768,0.051,hyb_pm9,True,1404,6037|1404,False,False,False
worst,512,bf16,65536,0.051,m2_d,True,753,3209|753,False,False,False
worst,512,bf16,65536,0.051,hyb_pm,True,1094,3209|1094,False,False,False
worst,512,bf16,65536,0.051,hyb_pm9,True,1094,4535|1094,False,False,False
worst,512,bf16,131072,0.051,m2_d,True,702,2239|702,False,False,False
worst,512,bf16,131072,0.051,hyb_pm,True,961,2239|961,False,False,False
worst,512,bf16,131072,0.051,hyb_pm9,True,961,2927|961,False,False,False
worst,512,bf16,262144,0.051,m2_d,True,753,3618|753,False,False,False
worst,512,bf16,262144,0.051,hyb_pm,True,1231,3618|1231,False,False,False
worst,512,bf16,262144,0.051,hyb_pm9,True,1231,6398|1231,False,False,False
worst,512,bf16,524288,0.051,m2_d,True,734,1564|734,False,False,False
worst,512,bf16,524288,0.051,hyb_pm,True,838,1564|838,False,False,False
worst,512,bf16,524288,0.051,hyb_pm9,True,838,1837|838,False,False,False
worst,512,bf16,1048576,0.051,m2_d,True,765,2447|765,False,False,False
worst,512,bf16,1048576,0.051,hyb_pm,True,1119,2447|1119,False,False,False
worst,512,bf16,1048576,0.051,hyb_pm9,True,1119,2937|1119,False,False,False
worst,512,fp16,8192,0.051,m2_d,True,838,2298|838,False,False,False
worst,512,fp16,8192,0.051,hyb_pm,True,1147,2298|1147,False,False,False
worst,512,fp16,8192,0.051,hyb_pm9,True,1147,2645|1147,False,False,False
worst,512,fp16,16384,0.051,m2_d,True,877,4892|877,False,False,False
worst,512,fp16,16384,0.051,hyb_pm,True,1572,4892|1572,False,False,False
worst,512,fp16,16384,0.051,hyb_pm9,True,1572,6955|1572,False,False,False
worst,512,fp16,32768,0.051,m2_d,True,922,4524|922,False,False,False
worst,512,fp16,32768,0.051,hyb_pm,True,1405,4524|1405,False,False,False
worst,512,fp16,32768,0.051,hyb_pm9,True,1405,6026|1405,False,False,False
worst,512,fp16,65536,0.051,m2_d,True,751,3188|751,False,False,False
worst,512,fp16,65536,0.051,hyb_pm,True,1095,3188|1095,False,False,False
worst,512,fp16,65536,0.051,hyb_pm9,True,1095,4514|1095,False,False,False
worst,512,fp16,131072,0.051,m2_d,True,702,2160|702,False,False,False
worst,512,fp16,131072,0.051,hyb_pm,True,958,2160|958,False,False,False
worst,512,fp16,131072,0.051,hyb_pm9,True,958,2922|958,False,False,False
worst,512,fp16,262144,0.051,m2_d,True,750,3603|750,False,False,False
worst,512,fp16,262144,0.051,hyb_pm,True,1230,3603|1230,False,False,False
worst,512,fp16,262144,0.051,hyb_pm9,True,1230,6378|1230,False,False,False
worst,512,fp16,524288,0.051,m2_d,True,702,1609|702,False,False,False
worst,512,fp16,524288,0.051,hyb_pm,True,836,1609|836,False,False,False
worst,512,fp16,524288,0.051,hyb_pm9,True,836,1837|836,False,False,False
worst,512,fp16,1048576,0.051,m2_d,True,757,2438|757,False,False,False
worst,512,fp16,1048576,0.051,hyb_pm,True,1113,2438|1113,False,False,False
worst,512,fp16,1048576,0.051,hyb_pm9,True,1113,2916|1113,False,False,False
worst,1024,fp32,8192,0.05,m2_d,True,1350,2944|1350,False,False,False
worst,1024,fp32,8192,0.05,hyb_pm,True,1731,2944|1731,False,False,False
worst,1024,fp32,8192,0.05,hyb_pm9,True,1731,3466|1731,False,False,False
worst,1024,fp32,16384,0.05,m2_d,True,1380,2708|1380,False,False,False
worst,1024,fp32,16384,0.05,hyb_pm,True,1546,2708|1546,False,False,False
worst,1024,fp32,16384,0.05,hyb_pm9,True,1546,3123|1546,False,False,False
worst,1024,fp32,32768,0.05,m2_d,True,1346,2240|1346,False,False,False
worst,1024,fp32,32768,0.05,hyb_pm,True,1436,2240|1436,False,False,False
worst,1024,fp32,32768,0.05,hyb_pm9,True,1436,2562|1436,False,False,False
worst,1024,fp32,65536,0.05,m2_d,True,1645,5178|1645,False,False,False
worst,1024,fp32,65536,0.05,hyb_pm,True,2253,5178|2253,False,False,False
worst,1024,fp32,65536,0.05,hyb_pm9,True,2253,6807|2253,False,False,False
worst,1024,fp32,131072,0.05,m2_d,True,1352,3100|1352,False,False,False
worst,1024,fp32,131072,0.05,hyb_pm,True,1732,3100|1732,False,False,False
worst,1024,fp32,131072,0.05,hyb_pm9,True,1732,4539|1732,False,False,False
worst,1024,fp32,262144,0.05,m2_d,True,1338,1868|1338,False,False,False
worst,1024,fp32,262144,0.05,hyb_pm,True,1460,1868|1460,False,False,False
worst,1024,fp32,262144,0.05,hyb_pm9,True,1460,2119|1460,False,False,False
worst,1024,fp32,524288,0.05,m2_d,True,1370,2919|1370,False,False,False
worst,1024,fp32,524288,0.05,hyb_pm,True,1760,2919|1760,False,False,False
worst,1024,fp32,524288,0.05,hyb_pm9,True,1760,3614|1760,False,False,False
worst,1024,fp32,1048576,0.05,m2_d,True,1344,1992|1344,False,False,False
worst,1024,fp32,1048576,0.05,hyb_pm,True,1394,1992|1394,False,False,False
worst,1024,fp32,1048576,0.05,hyb_pm9,True,1394,2259|1394,False,False,False
worst,1024,bf16,8192,0.05,m2_d,True,1347,2938|1347,False,False,False
worst,1024,bf16,8192,0.05,hyb_pm,True,1730,2938|1730,False,False,False
worst,1024,bf16,8192,0.05,hyb_pm9,True,1730,3575|1730,False,False,False
worst,1024,bf16,16384,0.05,m2_d,True,1385,2719|1385,False,False,False
worst,1024,bf16,16384,0.05,hyb_pm,True,1543,2719|1543,False,False,False
worst,1024,bf16,16384,0.05,hyb_pm9,True,1543,3156|1543,False,False,False
worst,1024,bf16,32768,0.05,m2_d,True,1353,2175|1353,False,False,False
worst,1024,bf16,32768,0.05,hyb_pm,True,1436,2175|1436,False,False,False
worst,1024,bf16,32768,0.05,hyb_pm9,True,1436,2581|1436,False,False,False
worst,1024,bf16,65536,0.05,m2_d,True,1647,5178|1647,False,False,False
worst,1024,bf16,65536,0.05,hyb_pm,True,2245,5178|2245,False,False,False
worst,1024,bf16,65536,0.05,hyb_pm9,True,2245,6793|2245,False,False,False
worst,1024,bf16,131072,0.05,m2_d,True,1359,3004|1359,False,False,False
worst,1024,bf16,131072,0.05,hyb_pm,True,1737,3004|1737,False,False,False
worst,1024,bf16,131072,0.05,hyb_pm9,True,1737,4551|1737,False,False,False
worst,1024,bf16,262144,0.05,m2_d,True,1341,1865|1341,False,False,False
worst,1024,bf16,262144,0.05,hyb_pm,True,1450,1865|1450,False,False,False
worst,1024,bf16,262144,0.05,hyb_pm9,True,1450,2122|1450,False,False,False
worst,1024,bf16,524288,0.05,m2_d,True,1424,2908|1424,False,False,False
worst,1024,bf16,524288,0.05,hyb_pm,True,1761,2908|1761,False,False,False
worst,1024,bf16,524288,0.05,hyb_pm9,True,1761,3609|1761,False,False,False
worst,1024,bf16,1048576,0.05,m2_d,True,1354,1988|1354,False,False,False
worst,1024,bf16,1048576,0.05,hyb_pm,True,1397,1988|1397,False,False,False
worst,1024,bf16,1048576,0.05,hyb_pm9,True,1397,2263|1397,False,False,False
worst,1024,fp16,8192,0.05,m2_d,True,1349,2943|1349,False,False,False
worst,1024,fp16,8192,0.05,hyb_pm,True,1731,2943|1731,False,False,False
worst,1024,fp16,8192,0.05,hyb_pm9,True,1731,3465|1731,False,False,False
worst,1024,fp16,16384,0.05,m2_d,True,1380,2708|1380,False,False,False
worst,1024,fp16,16384,0.05,hyb_pm,True,1547,2708|1547,False,False,False
worst,1024,fp16,16384,0.05,hyb_pm9,True,1547,3123|1547,False,False,False
worst,1024,fp16,32768,0.05,m2_d,True,1348,2240|1348,False,False,False
worst,1024,fp16,32768,0.05,hyb_pm,True,1436,2240|1436,False,False,False
worst,1024,fp16,32768,0.05,hyb_pm9,True,1436,2562|1436,False,False,False
worst,1024,fp16,65536,0.05,m2_d,True,1642,5178|1642,False,False,False
worst,1024,fp16,65536,0.05,hyb_pm,True,2253,5178|2253,False,False,False
worst,1024,fp16,65536,0.05,hyb_pm9,True,2253,6807|2253,False,False,False
worst,1024,fp16,131072,0.05,m2_d,True,1352,3102|1352,False,False,False
worst,1024,fp16,131072,0.05,hyb_pm,True,1731,3102|1731,False,False,False
worst,1024,fp16,131072,0.05,hyb_pm9,True,1731,4539|1731,False,False,False
worst,1024,fp16,262144,0.05,m2_d,True,1338,1868|1338,False,False,False
worst,1024,fp16,262144,0.05,hyb_pm,True,1458,1868|1458,False,False,False
worst,1024,fp16,262144,0.05,hyb_pm9,True,1458,2121|1458,False,False,False
worst,1024,fp16,524288,0.05,m2_d,True,1370,2919|1370,False,False,False
worst,1024,fp16,524288,0.05,hyb_pm,True,1760,2919|1760,False,False,False
worst,1024,fp16,524288,0.05,hyb_pm9,True,1760,3611|1760,False,False,False
worst,1024,fp16,1048576,0.05,m2_d,True,1339,1992|1339,False,False,False
worst,1024,fp16,1048576,0.05,hyb_pm,True,1395,1992|1395,False,False,False
worst,1024,fp16,1048576,0.05,hyb_pm9,True,1395,2258|1395,False,False,False
worst,2048,fp32,8192,0.05,m2_d,True,2667,3705|2667,False,False,False
worst,2048,fp32,8192,0.05,hyb_pm,True,2902,3705|2902,False,False,False
worst,2048,fp32,8192,0.05,hyb_pm9,True,2902,3867|2902,False,False,False
worst,2048,fp32,16384,0.05,m2_d,True,2736,4068|2736,False,False,False
worst,2048,fp32,16384,0.05,hyb_pm,True,3013,4068|3013,False,False,False
worst,2048,fp32,16384,0.05,hyb_pm9,True,3013,4509|3013,False,False,False
worst,2048,fp32,32768,0.05,m2_d,True,2698,3863|2698,False,False,False
worst,2048,fp32,32768,0.05,hyb_pm,True,2866,3863|2866,False,False,False
worst,2048,fp32,32768,0.05,hyb_pm9,True,2866,4484|2866,False,False,False
worst,2048,fp32,65536,0.05,m2_d,True,2824,5929|2824,False,False,False
worst,2048,fp32,65536,0.05,hyb_pm,True,3662,5929|3662,False,False,False
worst,2048,fp32,65536,0.05,hyb_pm9,True,3662,7336|3662,False,False,False
worst,2048,fp32,131072,0.05,m2_d,True,2708,3713|2708,False,False,False
worst,2048,fp32,131072,0.05,hyb_pm,True,2967,3713|2967,False,False,False
worst,2048,fp32,131072,0.05,hyb_pm9,True,2967,3859|2967,False,False,False
worst,2048,fp32,262144,0.05,m2_d,True,2732,4848|2732,False,False,False
worst,2048,fp32,262144,0.05,hyb_pm,True,3319,4848|3319,False,False,False
worst,2048,fp32,262144,0.05,hyb_pm9,True,3319,5738|3319,False,False,False
worst,2048,fp32,524288,0.05,m2_d,True,3147,10869|3147,False,False,False
worst,2048,fp32,524288,0.05,hyb_pm,True,4990,10869|4990,False,False,False
worst,2048,fp32,524288,0.05,hyb_pm9,True,4990,15143|4990,False,False,False
worst,2048,fp32,1048576,0.05,m2_d,True,2872,8103|2872,False,False,False
worst,2048,fp32,1048576,0.05,hyb_pm,True,4318,8103|4318,False,False,False
worst,2048,fp32,1048576,0.05,hyb_pm9,True,4318,11011|4318,False,False,False
worst,2048,bf16,8192,0.05,m2_d,True,2678,3716|2678,False,False,False
worst,2048,bf16,8192,0.05,hyb_pm,True,2902,3716|2902,False,False,False
worst,2048,bf16,8192,0.05,hyb_pm9,True,2902,3875|2902,False,False,False
worst,2048,bf16,16384,0.05,m2_d,True,2677,4087|2677,False,False,False
worst,2048,bf16,16384,0.05,hyb_pm,True,3011,4087|3011,False,False,False
worst,2048,bf16,16384,0.05,hyb_pm9,True,3011,4510|3011,False,False,False
worst,2048,bf16,32768,0.05,m2_d,True,2708,3890|2708,False,False,False
worst,2048,bf16,32768,0.05,hyb_pm,True,2867,3890|2867,False,False,False
worst,2048,bf16,32768,0.05,hyb_pm9,True,2867,4494|2867,False,False,False
worst,2048,bf16,65536,0.05,m2_d,True,2842,5932|2842,False,False,False
worst,2048,bf16,65536,0.05,hyb_pm,True,3667,5932|3667,False,False,False
worst,2048,bf16,65536,0.05,hyb_pm9,True,3667,7375|3667,False,False,False
worst,2048,bf16,131072,0.05,m2_d,True,2695,3758|2695,False,False,False
worst,2048,bf16,131072,0.05,hyb_pm,True,2963,3758|2963,False,False,False
worst,2048,bf16,131072,0.05,hyb_pm9,True,2963,3826|2963,False,False,False
worst,2048,bf16,262144,0.05,m2_d,True,2759,4782|2759,False,False,False
worst,2048,bf16,262144,0.05,hyb_pm,True,3290,4782|3290,False,False,False
worst,2048,bf16,262144,0.05,hyb_pm9,True,3290,5660|3290,False,False,False
worst,2048,bf16,524288,0.05,m2_d,True,3137,10851|3137,False,False,False
worst,2048,bf16,524288,0.05,hyb_pm,True,4925,10851|4925,False,False,False
worst,2048,bf16,524288,0.05,hyb_pm9,True,4925,14715|4925,False,False,False
worst,2048,bf16,1048576,0.05,m2_d,True,2916,7966|2916,False,False,False
worst,2048,bf16,1048576,0.05,hyb_pm,True,4242,7966|4242,False,False,False
worst,2048,bf16,1048576,0.05,hyb_pm9,True,4242,10783|4242,False,False,False
worst,2048,fp16,8192,0.05,m2_d,True,2667,3705|2667,False,False,False
worst,2048,fp16,8192,0.05,hyb_pm,True,2902,3705|2902,False,False,False
worst,2048,fp16,8192,0.05,hyb_pm9,True,2902,3866|2902,False,False,False
worst,2048,fp16,16384,0.05,m2_d,True,2737,4069|2737,False,False,False
worst,2048,fp16,16384,0.05,hyb_pm,True,3013,4069|3013,False,False,False
worst,2048,fp16,16384,0.05,hyb_pm9,True,3013,4511|3013,False,False,False
worst,2048,fp16,32768,0.05,m2_d,True,2698,3863|2698,False,False,False
worst,2048,fp16,32768,0.05,hyb_pm,True,2864,3863|2864,False,False,False
worst,2048,fp16,32768,0.05,hyb_pm9,True,2864,4484|2864,False,False,False
worst,2048,fp16,65536,0.05,m2_d,True,2826,5938|2826,False,False,False
worst,2048,fp16,65536,0.05,hyb_pm,True,3662,5938|3662,False,False,False
worst,2048,fp16,65536,0.05,hyb_pm9,True,3662,7342|3662,False,False,False
worst,2048,fp16,131072,0.05,m2_d,True,2706,3715|2706,False,False,False
worst,2048,fp16,131072,0.05,hyb_pm,True,2967,3715|2967,False,False,False
worst,2048,fp16,131072,0.05,hyb_pm9,True,2967,3861|2967,False,False,False
worst,2048,fp16,262144,0.05,m2_d,True,2726,4848|2726,False,False,False
worst,2048,fp16,262144,0.05,hyb_pm,True,3319,4848|3319,False,False,False
worst,2048,fp16,262144,0.05,hyb_pm9,True,3319,5738|3319,False,False,False
worst,2048,fp16,524288,0.05,m2_d,True,3149,10869|3149,False,False,False
worst,2048,fp16,524288,0.05,hyb_pm,True,4991,10869|4991,False,False,False
worst,2048,fp16,524288,0.05,hyb_pm9,True,4991,15127|4991,False,False,False
worst,2048,fp16,1048576,0.05,m2_d,True,2875,8107|2875,False,False,False
worst,2048,fp16,1048576,0.05,hyb_pm,True,4305,8107|4305,False,False,False
worst,2048,fp16,1048576,0.05,hyb_pm9,True,4305,10996|4305,False,False,False
