family,sweep,scenario,model,K,dtype,N,BS,isl,hit,base,pr,vs,pr_vs_base,vs_vs_base,vs_vs_pr,base_exact,pr_exact,vs_exact,launch_cfg
real,bs,,pro,1024,fp32,2051,16,8k,0.4609375,8.654,8.914,8.624,0.9709,1.0035,1.0336,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,2051,32,8k,0.4609375,8.837,9.099,8.838,0.9712,0.9998,1.0295,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,2051,64,8k,0.4609375,8.934,9.184,8.893,0.9728,1.0047,1.0327,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,2051,128,8k,0.4609375,9.158,9.442,9.253,0.97,0.9898,1.0204,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,2051,256,8k,0.4609375,10.597,11.094,10.65,0.9551,0.995,1.0418,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,2051,512,8k,0.4609375,19.326,20.355,19.466,0.9495,0.9928,1.0457,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,2051,1024,8k,0.4609375,35.182,36.565,35.438,0.9622,0.9928,1.0318,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,1,16k,0.7392578125,13.902,8.96,8.918,1.5516,1.5588,1.0047,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,2,16k,0.7392578125,13.733,8.899,8.886,1.5431,1.5454,1.0014,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,4,16k,0.7392578125,13.838,8.918,9.026,1.5517,1.5332,0.9881,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,8,16k,0.7392578125,14.043,9.117,8.888,1.5404,1.58,1.0257,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,16,16k,0.7392578125,14.138,9.347,9.242,1.5125,1.5298,1.0114,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,32,16k,0.7392578125,14.371,9.392,9.371,1.5302,1.5335,1.0022,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,64,16k,0.7392578125,14.629,9.654,9.547,1.5152,1.5323,1.0112,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,128,16k,0.7392578125,15.114,10.024,9.893,1.5077,1.5277,1.0133,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,256,16k,0.7392578125,18.054,11.816,11.718,1.528,1.5407,1.0083,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,512,16k,0.7392578125,33.544,21.397,21.392,1.5677,1.5681,1.0002,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,4099,1024,16k,0.7392578125,59.459,38.805,38.597,1.5323,1.5405,1.0054,True,True,True,cs1/T512/mb0/v128
real,bs,,pro,1024,fp32,8195,1,32k,0.5302734375,17.243,10.57,10.55,1.6314,1.6344,1.0018,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,2,32k,0.5302734375,16.995,10.507,10.469,1.6175,1.6234,1.0037,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,4,32k,0.5302734375,17.128,10.443,10.688,1.6401,1.6025,0.9771,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,8,32k,0.5302734375,17.301,10.706,10.664,1.6161,1.6224,1.0039,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,16,32k,0.5302734375,17.51,10.858,10.901,1.6127,1.6063,0.996,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,32,32k,0.5302734375,17.704,11.093,11.179,1.596,1.5837,0.9923,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,64,32k,0.5302734375,18.021,11.336,11.41,1.5897,1.5794,0.9935,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,128,32k,0.5302734375,18.582,11.885,11.901,1.5635,1.5614,0.9987,True,True,True,cs1/T512/mb1/v128
real,bs,,pro,1024,fp32,8195,256,32k,0.5302734375,24.051,14.75,14.63,1.6305,1.6439,1.0082,True,True,True,cs1/T512/mb2/v128
real,bs,,pro,1024,fp32,8195,512,32k,0.5302734375,44.261,26.875,26.787,1.6469,1.6523,1.0033,True,True,True,cs1/T512/mb2/v128
real,bs,,pro,1024,fp32,8195,1024,32k,0.5302734375,76.53,48.733,48.555,1.5704,1.5761,1.0037,True,True,True,cs1/T512/mb2/v128
real,bs,,pro,1024,fp32,16387,1,64k,0.3125,11.197,10.024,10.766,1.117,1.04,0.931,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,2,64k,0.3125,11.106,10.024,10.76,1.1079,1.0321,0.9316,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,4,64k,0.3125,11.35,10.086,10.621,1.1253,1.0687,0.9497,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,8,64k,0.3125,11.325,10.149,10.627,1.1159,1.0656,0.955,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,16,64k,0.3125,11.571,10.47,11.098,1.1051,1.0427,0.9435,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,32,64k,0.3125,11.862,10.709,11.419,1.1077,1.0388,0.9378,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,64,64k,0.3125,12.315,11.194,11.752,1.1002,1.0479,0.9525,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,128,64k,0.3125,13.24,12.035,12.715,1.1001,1.0413,0.9465,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,16387,256,64k,0.3125,16.968,15.384,16.141,1.103,1.0512,0.9531,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,16387,512,64k,0.3125,30.512,27.942,29.341,1.092,1.0399,0.9523,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,16387,1024,64k,0.3125,54.437,50.616,52.878,1.0755,1.0295,0.9572,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,32771,1,128k,0.326171875,15.187,11.958,12.192,1.27,1.2457,0.9808,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,2,128k,0.326171875,15.387,12.01,12.275,1.2812,1.2535,0.9784,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,4,128k,0.326171875,15.163,11.885,12.262,1.2758,1.2366,0.9692,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,8,128k,0.326171875,15.186,11.942,12.232,1.2716,1.2415,0.9763,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,16,128k,0.326171875,15.643,12.4,12.73,1.2615,1.2289,0.9741,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,32,128k,0.326171875,16.157,12.901,13.17,1.2524,1.2268,0.9796,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,64,128k,0.326171875,16.832,13.557,13.827,1.2416,1.2173,0.9804,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,128,128k,0.326171875,17.845,14.483,14.696,1.2321,1.2143,0.9855,True,True,True,cs1/T512/mb1/v256
real,bs,,pro,1024,fp32,32771,256,128k,0.326171875,24.616,20.882,21.021,1.1788,1.171,0.9934,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,32771,512,128k,0.326171875,45.829,38.568,38.934,1.1883,1.1771,0.9906,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,32771,1024,128k,0.326171875,80.04,67.206,67.982,1.191,1.1774,0.9886,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,65539,1,256k,0.3583984375,16.219,13.4,14.157,1.2104,1.1457,0.9465,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,65539,2,256k,0.3583984375,16.211,13.48,14.28,1.2026,1.1352,0.944,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,65539,4,256k,0.3583984375,16.784,13.987,14.776,1.2,1.1359,0.9466,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,65539,8,256k,0.3583984375,16.838,14.328,15.08,1.1752,1.1166,0.9501,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,65539,16,256k,0.3583984375,17.37,14.59,15.421,1.1905,1.1264,0.9462,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,65539,32,256k,0.3583984375,18.31,15.64,16.414,1.1707,1.1155,0.9528,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,65539,64,256k,0.3583984375,20.357,17.936,18.189,1.135,1.1192,0.9861,True,True,True,cs2/T512/mb1/v256
real,bs,,pro,1024,fp32,65539,128,256k,0.3583984375,22.926,20.48,20.845,1.1195,1.0999,0.9825,True,True,True,cs1/T1024/mb1/v256
real,bs,,pro,1024,fp32,65539,256,256k,0.3583984375,34.546,31.69,32.082,1.0901,1.0768,0.9878,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,65539,512,256k,0.3583984375,64.211,58.686,59.4,1.0941,1.081,0.988,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,65539,1024,256k,0.3583984375,108.005,97.043,98.566,1.113,1.0958,0.9845,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,131075,1,512k,0.23046875,20.47,15.878,20.962,1.2892,0.9766,0.7575,True,True,True,cs8/T512/mb1/v256
real,bs,,pro,1024,fp32,131075,2,512k,0.23046875,20.573,16.034,21.171,1.2831,0.9717,0.7573,True,True,True,cs8/T512/mb1/v256
real,bs,,pro,1024,fp32,131075,4,512k,0.23046875,21.144,16.277,21.446,1.299,0.9859,0.759,True,True,True,cs8/T512/mb1/v256
real,bs,,pro,1024,fp32,131075,8,512k,0.23046875,21.712,17.4,22.605,1.2478,0.9605,0.7697,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,131075,16,512k,0.23046875,22.422,17.934,23.195,1.2502,0.9667,0.7732,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,131075,32,512k,0.23046875,23.624,19.038,24.37,1.2409,0.9694,0.7812,True,True,True,cs4/T512/mb1/v256
real,bs,,pro,1024,fp32,131075,64,512k,0.23046875,29.045,24.469,29.859,1.187,0.9727,0.8195,True,True,True,cs2/T1024/mb1/v256
real,bs,,pro,1024,fp32,131075,128,512k,0.23046875,38.947,33.773,38.264,1.1532,1.0179,0.8826,True,True,True,cs1/T1024/mb1/v256
real,bs,,pro,1024,fp32,131075,256,512k,0.23046875,67.05,61.051,66.23,1.0983,1.0124,0.9218,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,131075,512,512k,0.23046875,118.928,107.667,117.632,1.1046,1.011,0.9153,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,131075,1024,512k,0.23046875,213.966,195.675,214.235,1.0935,0.9987,0.9134,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,262127,1,1024k,0.2666015625,23.547,18.461,18.714,1.2755,1.2583,0.9865,True,True,True,cs8/T512/mb1/v256
real,bs,,pro,1024,fp32,262127,2,1024k,0.2666015625,23.638,18.81,19.085,1.2567,1.2386,0.9856,True,True,True,cs8/T512/mb1/v256
real,bs,,pro,1024,fp32,262127,4,1024k,0.2666015625,24.054,19.123,19.338,1.2579,1.2439,0.9889,True,True,True,cs8/T512/mb1/v256
real,bs,,pro,1024,fp32,262127,8,1024k,0.2666015625,26.346,21.976,22.106,1.1988,1.1918,0.9941,True,True,True,cs4/T1024/mb1/v256
real,bs,,pro,1024,fp32,262127,16,1024k,0.2666015625,27.347,22.669,22.766,1.2064,1.2012,0.9957,True,True,True,cs4/T1024/mb1/v256
real,bs,,pro,1024,fp32,262127,32,1024k,0.2666015625,30.677,25.83,26.094,1.1876,1.1756,0.9899,True,True,True,cs4/T1024/mb1/v256
real,bs,,pro,1024,fp32,262127,64,1024k,0.2666015625,41.194,37.309,37.803,1.1041,1.0897,0.9869,True,True,True,cs2/T1024/mb1/v256
real,bs,,pro,1024,fp32,262127,128,1024k,0.2666015625,68.946,62.579,62.965,1.1017,1.095,0.9939,True,True,True,cs1/T1024/mb1/v256
real,bs,,pro,1024,fp32,262127,256,1024k,0.2666015625,114.208,108.92,107.853,1.0485,1.0589,1.0099,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,262127,512,1024k,0.2666015625,196.181,186.797,186.829,1.0502,1.0501,0.9998,True,True,True,cs1/T512/mb2/v256
real,bs,,pro,1024,fp32,262127,1024,1024k,0.2666015625,364.43,348.973,349.195,1.0443,1.0436,0.9994,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,bf16,4111,1,4k,0.72705078125,13.656,11.859,11.976,1.1515,1.1403,0.9902,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,2,4k,0.72705078125,13.362,11.61,11.821,1.1509,1.1303,0.9821,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,4,4k,0.72705078125,13.258,11.678,11.891,1.1352,1.1149,0.9821,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,8,4k,0.72705078125,13.749,12.206,12.362,1.1264,1.1122,0.9874,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,16,4k,0.72705078125,13.822,12.234,12.414,1.1299,1.1134,0.9854,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,32,4k,0.72705078125,13.997,12.424,12.506,1.1266,1.1192,0.9935,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,64,4k,0.72705078125,14.362,12.634,12.918,1.1368,1.1117,0.978,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,128,4k,0.72705078125,14.742,12.974,13.186,1.1363,1.1181,0.984,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,4111,256,4k,0.72705078125,18.451,15.83,16.104,1.1656,1.1458,0.983,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,4111,512,4k,0.72705078125,32.696,28.397,28.8,1.1514,1.1353,0.986,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,4111,1024,4k,0.72705078125,51.765,44.069,44.555,1.1746,1.1618,0.9891,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,8207,1,8k,0.84130859375,10.578,12.686,11.6,0.8338,0.9119,1.0937,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,2,8k,0.84130859375,10.531,12.661,11.504,0.8318,0.9154,1.1006,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,4,8k,0.84130859375,10.526,12.658,11.61,0.8316,0.9067,1.0903,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,8,8k,0.84130859375,11.077,13.134,12.066,0.8433,0.918,1.0886,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,16,8k,0.84130859375,11.062,13.152,12.08,0.8411,0.9158,1.0887,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,32,8k,0.84130859375,11.288,13.434,12.381,0.8403,0.9117,1.085,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,64,8k,0.84130859375,11.536,13.674,12.547,0.8437,0.9194,1.0898,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,128,8k,0.84130859375,11.968,14.077,12.93,0.8502,0.9256,1.0887,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,bf16,8207,256,8k,0.84130859375,14.566,17.637,16.261,0.8259,0.8958,1.0846,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,8207,512,8k,0.84130859375,25.073,31.034,28.331,0.8079,0.885,1.0954,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,8207,1024,8k,0.84130859375,38.909,48.057,43.581,0.8096,0.8928,1.1027,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,16399,1,16k,0.5341796875,13.566,12.552,12.974,1.0808,1.0456,0.9674,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,2,16k,0.5341796875,13.731,12.691,13.122,1.0819,1.0465,0.9672,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,4,16k,0.5341796875,13.837,12.728,13.12,1.0871,1.0546,0.9701,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,8,16k,0.5341796875,14.296,13.256,13.648,1.0785,1.0475,0.9713,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,16,16k,0.5341796875,14.371,13.302,13.597,1.0804,1.057,0.9783,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,32,16k,0.5341796875,14.557,13.498,13.93,1.0785,1.045,0.969,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,64,16k,0.5341796875,15.005,13.851,14.286,1.0833,1.0503,0.9695,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,128,16k,0.5341796875,15.491,14.469,14.81,1.0707,1.046,0.977,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,16399,256,16k,0.5341796875,20.213,19.549,20.11,1.034,1.0051,0.9721,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,16399,512,16k,0.5341796875,35.171,33.634,34.192,1.0457,1.0286,0.9837,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,16399,1024,16k,0.5341796875,55.048,51.726,53.078,1.0642,1.0371,0.9745,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,32783,1,32k,0.43017578125,18.293,15.17,15.752,1.2059,1.1613,0.963,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,2,32k,0.43017578125,18.318,15.211,15.795,1.2043,1.1597,0.963,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,4,32k,0.43017578125,18.33,15.296,15.91,1.1983,1.1521,0.9614,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,8,32k,0.43017578125,18.912,15.826,16.378,1.195,1.1547,0.9663,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,16,32k,0.43017578125,18.971,15.93,16.434,1.1909,1.1544,0.9693,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,32,32k,0.43017578125,19.251,16.126,16.72,1.1938,1.1514,0.9645,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,64,32k,0.43017578125,19.829,16.629,17.15,1.1924,1.1562,0.9696,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,128,32k,0.43017578125,20.568,17.486,17.979,1.1762,1.144,0.9726,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,bf16,32783,256,32k,0.43017578125,28.643,24.488,25.394,1.1697,1.128,0.9643,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,32783,512,32k,0.43017578125,49.421,42.571,43.977,1.1609,1.1238,0.968,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,32783,1024,32k,0.43017578125,78.712,66.853,69.123,1.1774,1.1387,0.9672,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,65551,1,64k,0.40673828125,27.978,24.006,24.587,1.1654,1.1379,0.9764,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,65551,2,64k,0.40673828125,27.654,23.648,24.917,1.1694,1.1099,0.9491,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,65551,4,64k,0.40673828125,27.746,23.597,24.022,1.1758,1.155,0.9823,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,65551,8,64k,0.40673828125,27.894,23.566,24.625,1.1837,1.1327,0.957,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,65551,16,64k,0.40673828125,28.142,23.681,24.48,1.1884,1.1496,0.9674,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,65551,32,64k,0.40673828125,28.766,24.126,24.635,1.1923,1.1677,0.9793,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,65551,64,64k,0.40673828125,33.499,27.856,28.563,1.2026,1.1728,0.9752,True,True,True,cs2/T512/mb1/v128
real,bs,,v32,2048,bf16,65551,128,64k,0.40673828125,30.331,26.85,27.627,1.1297,1.0979,0.9719,True,True,True,cs1/T1024/mb1/v128
real,bs,,v32,2048,bf16,65551,256,64k,0.40673828125,50.664,44.149,46.406,1.1476,1.0917,0.9514,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,65551,512,64k,0.40673828125,89.589,77.808,81.377,1.1514,1.1009,0.9561,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,65551,1024,64k,0.40673828125,142.377,123.331,129.36,1.1544,1.1006,0.9534,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,131087,1,128k,0.61962890625,21.011,18.24,18.72,1.1519,1.1224,0.9744,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,bf16,131087,2,128k,0.61962890625,20.843,18.053,18.55,1.1546,1.1236,0.9732,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,bf16,131087,4,128k,0.61962890625,20.885,18.085,18.651,1.1548,1.1198,0.9696,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,bf16,131087,8,128k,0.61962890625,21.083,18.942,19.776,1.113,1.0661,0.9578,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,131087,16,128k,0.61962890625,21.438,19.134,19.971,1.1204,1.0735,0.9581,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,131087,32,128k,0.61962890625,22.258,19.96,20.621,1.1151,1.0794,0.968,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,131087,64,128k,0.61962890625,23.538,22.659,23.547,1.0388,0.9996,0.9623,True,True,True,cs2/T1024/mb1/v128
real,bs,,v32,2048,bf16,131087,128,128k,0.61962890625,25.493,25.926,27.467,0.9833,0.9281,0.9439,True,True,True,cs1/T1024/mb1/v128
real,bs,,v32,2048,bf16,131087,256,128k,0.61962890625,45.562,45.842,47.531,0.9939,0.9586,0.9645,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,131087,512,128k,0.61962890625,95.013,94.515,87.388,1.0053,1.0872,1.0816,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,131087,1024,128k,0.61962890625,144.323,133.252,134.326,1.0831,1.0744,0.992,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,163775,1,256k,0.8623046875,18.73,21.675,19.43,0.8641,0.9639,1.1155,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,bf16,163775,2,256k,0.8623046875,18.597,21.43,19.493,0.8678,0.954,1.0994,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,bf16,163775,4,256k,0.8623046875,18.731,21.69,19.598,0.8636,0.9558,1.1067,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,bf16,163775,8,256k,0.8623046875,19.886,23.306,21.146,0.8533,0.9404,1.1021,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,163775,16,256k,0.8623046875,20.29,23.506,21.432,0.8632,0.9467,1.0968,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,163775,32,256k,0.8623046875,21.209,24.234,22.126,0.8752,0.9586,1.0952,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,bf16,163775,64,256k,0.8623046875,23.318,28.181,25.098,0.8275,0.9291,1.1228,True,True,True,cs2/T1024/mb1/v128
real,bs,,v32,2048,bf16,163775,128,256k,0.8623046875,28.275,34.574,31.314,0.8178,0.903,1.1041,True,True,True,cs1/T1024/mb1/v128
real,bs,,v32,2048,bf16,163775,256,256k,0.8623046875,52.341,65.657,56.757,0.7972,0.9222,1.1568,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,163775,512,256k,0.8623046875,103.461,134.113,101.003,0.7714,1.0243,1.3278,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,bf16,163775,1024,256k,0.8623046875,160.27,206.855,158.048,0.7748,1.0141,1.3088,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,4111,1,4k,0.7294921875,14.125,12.176,12.437,1.1601,1.1357,0.979,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,2,4k,0.7294921875,13.664,12.181,12.37,1.1218,1.1046,0.9847,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,4,4k,0.7294921875,13.962,12.118,12.262,1.1521,1.1386,0.9883,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,8,4k,0.7294921875,14.123,12.198,12.459,1.1578,1.1336,0.9791,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,16,4k,0.7294921875,13.885,12.126,12.352,1.145,1.1241,0.9817,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,32,4k,0.7294921875,13.971,12.184,12.361,1.1467,1.1302,0.9856,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,64,4k,0.7294921875,14.072,12.184,12.501,1.155,1.1257,0.9747,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,128,4k,0.7294921875,14.274,12.489,12.642,1.1429,1.1291,0.988,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,4111,256,4k,0.7294921875,18.011,15.229,15.507,1.1827,1.1615,0.9821,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,4111,512,4k,0.7294921875,31.834,27.259,27.645,1.1678,1.1515,0.9861,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,4111,1024,4k,0.7294921875,50.336,42.242,42.717,1.1916,1.1784,0.9889,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,8207,1,8k,0.841796875,15.502,13.051,13.349,1.1878,1.1613,0.9777,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,8207,2,8k,0.841796875,15.43,13.022,13.299,1.1849,1.1602,0.9792,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,8207,4,8k,0.841796875,15.474,13.011,13.361,1.1893,1.1581,0.9738,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,8207,8,8k,0.841796875,15.443,13.067,13.394,1.1818,1.153,0.9756,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,8207,16,8k,0.841796875,15.493,12.936,13.226,1.1976,1.1714,0.9781,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,8207,32,8k,0.841796875,15.4,13.059,13.283,1.1792,1.1594,0.9831,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp16,8207,64,8k,0.841796875,15.553,13.144,13.408,1.1833,1.16,0.9803,True,True,True,cs1/T512/mb0/v128
