family,sweep,scenario,model,K,dtype,N,BS,isl,hit,base,pr,vs,pr_vs_base,vs_vs_base,vs_vs_pr,base_exact,pr_exact,vs_exact,launch_cfg
real,bs,,v32,2048,fp16,65551,4,64k,0.40625,27.32,22.853,23.163,1.1955,1.1795,0.9866,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,65551,8,64k,0.40625,27.526,22.843,23.392,1.205,1.1767,0.9765,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,65551,16,64k,0.40625,27.646,22.933,23.441,1.2055,1.1794,0.9783,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,65551,32,64k,0.40625,28.371,23.434,24.003,1.2107,1.182,0.9763,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,65551,64,64k,0.40625,32.965,27.179,27.739,1.2129,1.1884,0.9798,True,True,True,cs2/T512/mb1/v128
real,bs,,v32,2048,fp16,65551,128,64k,0.40625,30.224,26.093,26.91,1.1583,1.1231,0.9696,True,True,True,cs1/T1024/mb1/v128
real,bs,,v32,2048,fp16,65551,256,64k,0.40625,49.446,42.89,44.923,1.1529,1.1007,0.9547,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,65551,512,64k,0.40625,87.15,75.749,78.953,1.1505,1.1038,0.9594,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,65551,1024,64k,0.40625,138.187,119.892,124.757,1.1526,1.1077,0.961,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,131087,1,128k,0.61962890625,19.23,17.805,18.734,1.0801,1.0265,0.9504,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,fp16,131087,2,128k,0.61962890625,19.331,17.595,18.286,1.0987,1.0571,0.9622,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,fp16,131087,4,128k,0.61962890625,19.621,17.622,18.331,1.1134,1.0704,0.9613,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,fp16,131087,8,128k,0.61962890625,20.152,18.296,19.128,1.1014,1.0535,0.9565,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,131087,16,128k,0.61962890625,20.418,18.526,19.179,1.1021,1.0646,0.966,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,131087,32,128k,0.61962890625,21.222,19.234,19.864,1.1034,1.0684,0.9683,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,131087,64,128k,0.61962890625,23.0,22.045,22.893,1.0433,1.0047,0.963,True,True,True,cs2/T1024/mb1/v128
real,bs,,v32,2048,fp16,131087,128,128k,0.61962890625,25.237,25.197,26.71,1.0016,0.9448,0.9433,True,True,True,cs1/T1024/mb1/v128
real,bs,,v32,2048,fp16,131087,256,128k,0.61962890625,44.575,44.569,46.04,1.0001,0.9682,0.9681,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,131087,512,128k,0.61962890625,92.304,92.875,87.129,0.9938,1.0594,1.0659,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,131087,1024,128k,0.61962890625,141.957,133.993,130.01,1.0594,1.0919,1.0306,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,163775,1,256k,0.865234375,17.992,20.97,19.494,0.858,0.9229,1.0757,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,fp16,163775,2,256k,0.865234375,18.027,21.192,19.43,0.8507,0.9278,1.0907,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,fp16,163775,4,256k,0.865234375,18.533,21.456,19.553,0.8638,0.9478,1.0973,True,True,True,cs8/T512/mb1/v128
real,bs,,v32,2048,fp16,163775,8,256k,0.865234375,19.514,22.736,20.789,0.8583,0.9387,1.0937,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,163775,16,256k,0.865234375,19.813,22.982,20.76,0.8621,0.9544,1.107,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,163775,32,256k,0.865234375,20.813,23.81,21.498,0.8741,0.9681,1.1075,True,True,True,cs4/T512/mb1/v128
real,bs,,v32,2048,fp16,163775,64,256k,0.865234375,23.182,27.992,24.789,0.8282,0.9352,1.1292,True,True,True,cs2/T1024/mb1/v128
real,bs,,v32,2048,fp16,163775,128,256k,0.865234375,28.245,34.562,30.75,0.8172,0.9185,1.1239,True,True,True,cs1/T1024/mb1/v128
real,bs,,v32,2048,fp16,163775,256,256k,0.865234375,51.843,65.165,55.888,0.7956,0.9276,1.166,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,163775,512,256k,0.865234375,100.078,129.947,99.093,0.7701,1.0099,1.3114,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp16,163775,1024,256k,0.865234375,159.201,210.937,155.238,0.7547,1.0255,1.3588,True,True,True,cs1/T512/mb3/v128
real,bs,,v32,2048,fp32,4111,1,4k,0.7294921875,15.166,11.571,11.706,1.3107,1.2956,0.9885,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,2,4k,0.7294921875,15.171,11.51,11.734,1.318,1.2929,0.9809,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,4,4k,0.7294921875,14.907,11.458,11.629,1.3011,1.2819,0.9853,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,8,4k,0.7294921875,15.152,11.382,11.526,1.3312,1.3146,0.9875,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,16,4k,0.7294921875,15.043,11.362,11.526,1.324,1.3051,0.9857,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,32,4k,0.7294921875,15.098,11.485,11.725,1.3146,1.2877,0.9795,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,64,4k,0.7294921875,15.368,11.723,11.874,1.3109,1.2943,0.9873,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,128,4k,0.7294921875,15.893,12.206,12.302,1.302,1.2918,0.9922,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,256,4k,0.7294921875,20.122,14.792,15.0,1.3603,1.3414,0.9861,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,512,4k,0.7294921875,37.651,27.043,27.504,1.3923,1.3689,0.9832,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,4111,1024,4k,0.7294921875,65.909,48.186,48.899,1.3678,1.3479,0.9854,True,True,True,cs1/T512/mb0/v128
real,bs,,v32,2048,fp32,8207,1,8k,0.841796875,14.611,13.493,13.709,1.0829,1.0658,0.9842,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,2,8k,0.841796875,14.678,13.29,13.418,1.1045,1.094,0.9905,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,4,8k,0.841796875,14.506,13.291,13.558,1.0914,1.0699,0.9803,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,8,8k,0.841796875,14.47,13.352,13.531,1.0838,1.0694,0.9868,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,16,8k,0.841796875,14.56,13.32,13.531,1.0931,1.076,0.9844,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,32,8k,0.841796875,14.646,13.456,13.728,1.0885,1.0669,0.9802,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,64,8k,0.841796875,15.019,13.894,14.067,1.081,1.0677,0.9877,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,128,8k,0.841796875,15.664,14.56,14.65,1.0758,1.0693,0.9939,True,True,True,cs1/T512/mb1/v128
real,bs,,v32,2048,fp32,8207,256,8k,0.841796875,19.718,18.339,18.792,1.0752,1.0493,0.9759,True,True,True,cs1/T512/mb2/v128
real,bs,,v32,2048,fp32,8207,512,8k,0.841796875,36.192,34.127,34.762,1.0605,1.0411,0.9817,True,True,True,cs1/T512/mb2/v128
real,bs,,v32,2048,fp32,8207,1024,8k,0.841796875,63.541,59.853,60.614,1.0616,1.0483,0.9874,True,True,True,cs1/T512/mb2/v128
real,bs,,v32,2048,fp32,16399,1,16k,0.53271484375,26.776,13.285,13.566,2.0155,1.9737,0.9792,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,2,16k,0.53271484375,26.618,13.355,13.738,1.993,1.9376,0.9722,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,4,16k,0.53271484375,26.875,13.274,13.374,2.0247,2.0094,0.9925,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,8,16k,0.53271484375,26.83,13.214,13.49,2.0304,1.989,0.9796,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,16,16k,0.53271484375,26.971,13.322,13.626,2.0246,1.9795,0.9777,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,32,16k,0.53271484375,27.133,13.586,13.848,1.9972,1.9593,0.9811,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,64,16k,0.53271484375,27.712,14.034,14.363,1.9747,1.9294,0.977,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,128,16k,0.53271484375,28.686,15.083,15.326,1.9019,1.8717,0.9841,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,16399,256,16k,0.53271484375,40.808,20.275,20.765,2.0127,1.9653,0.9764,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,16399,512,16k,0.53271484375,75.97,37.594,38.406,2.0208,1.978,0.9788,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,16399,1024,16k,0.53271484375,128.786,67.163,68.395,1.9175,1.883,0.982,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,32783,1,32k,0.42919921875,19.187,15.733,16.392,1.2196,1.1705,0.9598,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,2,32k,0.42919921875,19.091,15.667,16.163,1.2185,1.1812,0.9693,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,4,32k,0.42919921875,19.083,15.586,16.058,1.2244,1.1884,0.9706,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,8,32k,0.42919921875,19.219,15.728,16.363,1.222,1.1745,0.9612,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,16,32k,0.42919921875,19.283,15.719,16.315,1.2268,1.1819,0.9634,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,32,32k,0.42919921875,19.726,16.141,16.794,1.2221,1.1746,0.9611,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,64,32k,0.42919921875,20.437,16.971,17.53,1.2042,1.1658,0.9681,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,128,32k,0.42919921875,21.506,17.936,18.509,1.199,1.1619,0.969,True,True,True,cs1/T512/mb1/v256
real,bs,,v32,2048,fp32,32783,256,32k,0.42919921875,31.694,25.814,26.301,1.2278,1.2051,0.9815,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,32783,512,32k,0.42919921875,59.974,47.963,48.818,1.2504,1.2285,0.9825,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,32783,1024,32k,0.42919921875,105.707,82.981,84.126,1.2739,1.2565,0.9864,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,65551,1,64k,0.40625,31.062,19.976,20.563,1.555,1.5106,0.9714,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,65551,2,64k,0.40625,31.142,19.992,20.566,1.5577,1.5142,0.9721,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,65551,4,64k,0.40625,31.482,20.118,20.638,1.5648,1.5254,0.9748,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,65551,8,64k,0.40625,31.754,20.322,20.954,1.5626,1.5154,0.9698,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,65551,16,64k,0.40625,32.008,20.682,21.264,1.5477,1.5053,0.9726,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,65551,32,64k,0.40625,33.517,21.832,22.264,1.5352,1.5054,0.9806,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,65551,64,64k,0.40625,38.475,24.378,24.928,1.5783,1.5435,0.9779,True,True,True,cs2/T512/mb1/v256
real,bs,,v32,2048,fp32,65551,128,64k,0.40625,42.232,23.874,24.573,1.769,1.7187,0.9715,True,True,True,cs1/T1024/mb1/v256
real,bs,,v32,2048,fp32,65551,256,64k,0.40625,57.671,38.085,38.507,1.5143,1.4977,0.989,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,65551,512,64k,0.40625,109.805,69.846,71.174,1.5721,1.5428,0.9813,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,65551,1024,64k,0.40625,188.146,117.608,119.418,1.5998,1.5755,0.9848,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,131087,1,128k,0.61962890625,21.157,17.683,17.922,1.1964,1.1805,0.9867,True,True,True,cs8/T512/mb1/v256
real,bs,,v32,2048,fp32,131087,2,128k,0.61962890625,21.338,18.325,18.23,1.1644,1.1704,1.0052,True,True,True,cs8/T512/mb1/v256
real,bs,,v32,2048,fp32,131087,4,128k,0.61962890625,21.656,18.181,18.355,1.1911,1.1798,0.9905,True,True,True,cs8/T512/mb1/v256
real,bs,,v32,2048,fp32,131087,8,128k,0.61962890625,22.71,18.933,19.576,1.1995,1.1601,0.9671,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,131087,16,128k,0.61962890625,23.245,19.403,20.056,1.198,1.159,0.9675,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,131087,32,128k,0.61962890625,24.586,20.483,21.013,1.2003,1.17,0.9748,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,131087,64,128k,0.61962890625,28.682,25.136,25.709,1.1411,1.1156,0.9777,True,True,True,cs2/T1024/mb1/v256
real,bs,,v32,2048,fp32,131087,128,128k,0.61962890625,34.888,32.966,33.184,1.0583,1.0513,0.9934,True,True,True,cs1/T1024/mb1/v256
real,bs,,v32,2048,fp32,131087,256,128k,0.61962890625,66.402,62.307,62.53,1.0657,1.0619,0.9964,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,131087,512,128k,0.61962890625,117.901,110.33,110.741,1.0686,1.0647,0.9963,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,131087,1024,128k,0.61962890625,213.178,200.88,192.077,1.0612,1.1099,1.0458,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,163775,1,256k,0.865234375,26.458,21.222,18.854,1.2467,1.4033,1.1256,True,True,True,cs8/T512/mb1/v256
real,bs,,v32,2048,fp32,163775,2,256k,0.865234375,26.739,21.584,19.094,1.2388,1.4004,1.1304,True,True,True,cs8/T512/mb1/v256
real,bs,,v32,2048,fp32,163775,4,256k,0.865234375,26.944,21.584,19.246,1.2483,1.4,1.1215,True,True,True,cs8/T512/mb1/v256
real,bs,,v32,2048,fp32,163775,8,256k,0.865234375,28.318,22.814,21.037,1.2413,1.3461,1.0845,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,163775,16,256k,0.865234375,29.0,23.411,21.482,1.2387,1.35,1.0898,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,163775,32,256k,0.865234375,30.546,24.75,22.707,1.2341,1.3452,1.09,True,True,True,cs4/T512/mb1/v256
real,bs,,v32,2048,fp32,163775,64,256k,0.865234375,36.851,29.272,27.923,1.2589,1.3197,1.0483,True,True,True,cs2/T1024/mb1/v256
real,bs,,v32,2048,fp32,163775,128,256k,0.865234375,49.042,41.661,40.464,1.1772,1.212,1.0296,True,True,True,cs1/T1024/mb1/v256
real,bs,,v32,2048,fp32,163775,256,256k,0.865234375,85.123,76.395,73.89,1.1142,1.152,1.0339,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,163775,512,256k,0.865234375,150.954,137.002,131.357,1.1018,1.1492,1.043,True,True,True,cs1/T512/mb2/v256
real,bs,,v32,2048,fp32,163775,1024,256k,0.865234375,272.858,245.461,231.952,1.1116,1.1764,1.0582,True,True,True,cs1/T512/mb2/v256
real,seqlen,,flash,512,bf16,1027,1,4k,0.638671875,8.782,8.186,7.939,1.0729,1.1062,1.031,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,bf16,2051,1,8k,0.333984375,8.79,8.451,8.254,1.0401,1.0649,1.0238,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,bf16,4099,1,16k,0.34375,8.507,8.67,8.426,0.9812,1.0097,1.0291,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,bf16,8195,1,32k,0.685546875,11.837,9.899,9.71,1.1957,1.219,1.0194,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,bf16,16387,1,64k,0.076171875,12.933,12.384,12.229,1.0443,1.0576,1.0127,True,True,True,cs1/T512/mb1/v128
real,seqlen,,flash,512,bf16,32771,1,128k,0.69921875,14.662,12.237,12.093,1.1982,1.2125,1.0119,True,True,True,cs1/T512/mb1/v128
real,seqlen,,flash,512,bf16,65538,1,256k,0.279296875,13.539,13.36,14.117,1.0134,0.9591,0.9464,True,True,True,cs4/T512/mb1/v128
real,seqlen,,flash,512,bf16,131075,1,512k,0.056640625,42.762,20.84,20.877,2.0519,2.0483,0.9982,False,True,True,cs8/T512/mb1/v128
real,seqlen,,flash,512,bf16,262127,1,1024k,0.421875,15.675,20.35,17.387,0.7703,0.9015,1.1704,True,True,True,cs8/T512/mb1/v128
real,seqlen,,flash,512,fp16,1027,1,4k,0.638671875,8.632,7.894,7.781,1.0934,1.1094,1.0146,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,fp16,2051,1,8k,0.333984375,10.04,8.006,8.2,1.254,1.2244,0.9764,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,fp16,4099,1,16k,0.34375,11.24,8.243,8.224,1.3636,1.3667,1.0023,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,fp16,8195,1,32k,0.685546875,14.219,9.472,9.371,1.5012,1.5173,1.0108,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,fp16,16387,1,64k,0.076171875,13.336,12.203,12.413,1.0928,1.0744,0.9831,True,True,True,cs1/T512/mb1/v128
real,seqlen,,flash,512,fp16,32771,1,128k,0.701171875,15.277,11.789,11.763,1.2959,1.2987,1.0022,True,True,True,cs1/T512/mb1/v128
real,seqlen,,flash,512,fp16,65538,1,256k,0.279296875,15.432,13.149,14.008,1.1736,1.1017,0.9387,True,True,True,cs4/T512/mb1/v128
real,seqlen,,flash,512,fp16,131075,1,512k,0.056640625,43.051,20.814,20.744,2.0683,2.0754,1.0034,False,True,True,cs8/T512/mb1/v128
real,seqlen,,flash,512,fp16,262127,1,1024k,0.421875,15.706,20.291,17.272,0.774,0.9093,1.1748,True,True,True,cs8/T512/mb1/v128
real,seqlen,,flash,512,fp32,1027,1,4k,0.638671875,8.387,7.294,7.32,1.1498,1.1458,0.9965,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,fp32,2051,1,8k,0.333984375,8.078,7.422,7.688,1.0884,1.0508,0.9655,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,fp32,4099,1,16k,0.34375,10.462,8.045,7.954,1.3005,1.3154,1.0115,True,True,True,cs1/T512/mb0/v128
real,seqlen,,flash,512,fp32,8195,1,32k,0.685546875,11.086,8.838,8.654,1.2543,1.281,1.0213,True,True,True,cs1/T512/mb1/v128
real,seqlen,,flash,512,fp32,16387,1,64k,0.076171875,13.984,11.411,11.331,1.2255,1.2341,1.0071,True,True,True,cs1/T512/mb1/v256
real,seqlen,,flash,512,fp32,32771,1,128k,0.701171875,14.92,10.901,10.915,1.3687,1.3669,0.9987,True,True,True,cs1/T512/mb1/v256
real,seqlen,,flash,512,fp32,65538,1,256k,0.279296875,16.091,12.318,13.4,1.3063,1.2008,0.9193,True,True,True,cs4/T512/mb1/v256
real,seqlen,,flash,512,fp32,131075,1,512k,0.056640625,43.365,20.162,20.138,2.1509,2.1534,1.0012,False,True,True,cs8/T512/mb1/v256
real,seqlen,,flash,512,fp32,262127,1,1024k,0.421875,18.952,19.693,17.07,0.9624,1.1102,1.1536,True,True,True,cs8/T512/mb1/v256
real,seqlen,,pro,1024,bf16,1027,1,4k,0.998046875,19.029,9.587,9.47,1.9848,2.0093,1.0123,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,bf16,2051,1,8k,0.4619140625,7.864,9.13,8.4,0.8614,0.9362,1.0869,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,bf16,4099,1,16k,0.740234375,10.707,8.968,8.731,1.1939,1.2263,1.0271,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,bf16,8195,1,32k,0.5322265625,14.08,11.542,11.182,1.2199,1.2591,1.0322,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,bf16,16387,1,64k,0.3115234375,11.682,10.792,10.714,1.0824,1.0904,1.0073,True,True,True,cs1/T512/mb1/v128
real,seqlen,,pro,1024,bf16,32771,1,128k,0.326171875,12.248,12.718,13.04,0.963,0.9393,0.9753,True,True,True,cs1/T512/mb1/v128
real,seqlen,,pro,1024,bf16,65539,1,256k,0.357421875,14.04,13.782,14.24,1.0187,0.986,0.9679,True,True,True,cs4/T512/mb1/v128
real,seqlen,,pro,1024,bf16,131075,1,512k,0.23046875,16.512,15.79,16.061,1.0457,1.0281,0.9832,True,True,True,cs8/T512/mb1/v128
real,seqlen,,pro,1024,bf16,262127,1,1024k,0.2666015625,17.872,18.731,19.085,0.9541,0.9365,0.9815,True,True,True,cs8/T512/mb1/v128
real,seqlen,,pro,1024,fp16,1027,1,4k,0.998046875,19.582,9.771,9.482,2.0041,2.0653,1.0305,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,fp16,2051,1,8k,0.4609375,8.778,9.072,8.63,0.9675,1.0171,1.0512,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,fp16,4099,1,16k,0.7392578125,12.469,8.907,8.746,1.3999,1.4257,1.0185,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,fp16,8195,1,32k,0.5302734375,15.443,11.232,11.158,1.3749,1.384,1.0066,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,fp16,16387,1,64k,0.3125,10.906,10.491,11.165,1.0395,0.9768,0.9397,True,True,True,cs1/T512/mb1/v128
real,seqlen,,pro,1024,fp16,32771,1,128k,0.326171875,14.328,12.117,12.486,1.1825,1.1475,0.9704,True,True,True,cs1/T512/mb1/v128
real,seqlen,,pro,1024,fp16,65539,1,256k,0.3583984375,14.829,13.472,14.11,1.1007,1.0509,0.9548,True,True,True,cs4/T512/mb1/v128
real,seqlen,,pro,1024,fp16,131075,1,512k,0.23046875,19.104,15.662,15.63,1.2197,1.2222,1.002,True,True,True,cs8/T512/mb1/v128
real,seqlen,,pro,1024,fp16,262127,1,1024k,0.2666015625,20.592,17.624,17.931,1.1684,1.1484,0.9829,True,True,True,cs8/T512/mb1/v128
real,seqlen,,pro,1024,fp32,1027,1,4k,0.998046875,18.843,9.491,9.464,1.9853,1.991,1.0029,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,fp32,2051,1,8k,0.4609375,8.832,9.117,8.757,0.9688,1.0086,1.0411,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,fp32,4099,1,16k,0.7392578125,14.6,9.568,9.461,1.5259,1.5432,1.0113,True,True,True,cs1/T512/mb0/v128
real,seqlen,,pro,1024,fp32,8195,1,32k,0.5302734375,17.877,11.178,11.195,1.5993,1.5968,0.9984,True,True,True,cs1/T512/mb1/v128
real,seqlen,,pro,1024,fp32,16387,1,64k,0.3125,11.962,10.65,11.382,1.1232,1.0509,0.9356,True,True,True,cs1/T512/mb1/v256
real,seqlen,,pro,1024,fp32,32771,1,128k,0.326171875,15.926,12.504,12.795,1.2737,1.2447,0.9772,True,True,True,cs1/T512/mb1/v256
real,seqlen,,pro,1024,fp32,65539,1,256k,0.3583984375,16.456,13.822,14.507,1.1905,1.1343,0.9528,True,True,True,cs4/T512/mb1/v256
real,seqlen,,pro,1024,fp32,131075,1,512k,0.23046875,20.466,16.104,15.968,1.2708,1.2817,1.0085,True,True,False,cs8/T512/mb1/v256
real,seqlen,,pro,1024,fp32,262127,1,1024k,0.2666015625,23.558,18.75,18.989,1.2564,1.2406,0.9874,True,True,True,cs8/T512/mb1/v256
real,seqlen,,v32,2048,bf16,4111,1,4k,0.72705078125,13.883,12.037,12.091,1.1534,1.1482,0.9955,True,True,True,cs1/T512/mb0/v128
real,seqlen,,v32,2048,bf16,8207,1,8k,0.84130859375,10.691,12.829,11.688,0.8334,0.9147,1.0976,True,True,True,cs1/T512/mb0/v128
real,seqlen,,v32,2048,bf16,16399,1,16k,0.5341796875,13.965,12.941,13.253,1.0791,1.0537,0.9765,True,True,True,cs1/T512/mb1/v128
real,seqlen,,v32,2048,bf16,32783,1,32k,0.43017578125,18.499,15.475,15.976,1.1954,1.1579,0.9686,True,True,True,cs1/T512/mb1/v128
real,seqlen,,v32,2048,bf16,65551,1,64k,0.40673828125,26.819,22.498,22.872,1.1921,1.1726,0.9836,True,True,True,cs4/T512/mb1/v128
real,seqlen,,v32,2048,bf16,131087,1,128k,0.61962890625,20.456,18.152,18.774,1.1269,1.0896,0.9668,True,True,True,cs8/T512/mb1/v128
real,seqlen,,v32,2048,bf16,163775,1,256k,0.8623046875,18.306,21.504,19.64,0.8513,0.9321,1.0949,True,True,True,cs8/T512/mb1/v128
real,seqlen,,v32,2048,fp16,4111,1,4k,0.7294921875,14.149,12.19,12.4,1.1607,1.141,0.9831,True,True,True,cs1/T512/mb0/v128
real,seqlen,,v32,2048,fp16,8207,1,8k,0.841796875,15.507,13.101,13.389,1.1837,1.1582,0.9785,True,True,True,cs1/T512/mb0/v128
real,seqlen,,v32,2048,fp16,16399,1,16k,0.53271484375,14.898,13.229,13.685,1.1262,1.0886,0.9667,True,True,True,cs1/T512/mb1/v128
real,seqlen,,v32,2048,fp16,32783,1,32k,0.42919921875,18.696,15.541,16.037,1.203,1.1658,0.9691,True,True,True,cs1/T512/mb1/v128
real,seqlen,,v32,2048,fp16,65551,1,64k,0.40625,27.106,22.987,23.269,1.1792,1.1649,0.9879,True,True,True,cs4/T512/mb1/v128
real,seqlen,,v32,2048,fp16,131087,1,128k,0.61962890625,19.776,17.624,18.21,1.1221,1.086,0.9678,True,True,True,cs8/T512/mb1/v128
real,seqlen,,v32,2048,fp16,163775,1,256k,0.865234375,18.52,21.042,18.982,0.8802,0.9756,1.1085,True,True,True,cs8/T512/mb1/v128
real,seqlen,,v32,2048,fp32,4111,1,4k,0.7294921875,15.699,11.85,12.002,1.3249,1.3081,0.9873,True,True,True,cs1/T512/mb0/v128
real,seqlen,,v32,2048,fp32,8207,1,8k,0.841796875,15.054,13.782,14.067,1.0923,1.0702,0.9798,True,True,True,cs1/T512/mb1/v128
