cell,BS,arm,cold_us,warm_us,exact
flash_64k_L02,8,bsx,8.9792,8.3072,1
flash_64k_L02,16,gvr_pr,10.3073,8.768,1
flash_64k_L02,16,bsx,9.1456,8.396799999999999,1
flash_64k_L02,32,gvr_pr,10.521600000000001,8.8256,1
flash_64k_L02,32,bsx,9.456100000000001,8.4544,1
flash_64k_L02,64,gvr_pr,10.9504,8.9408,1
flash_64k_L02,64,bsx,13.184,12.1024,1
flash_64k_L02,128,gvr_pr,11.718399999999999,9.1584,1
flash_64k_L02,128,bsx,13.804799999999998,10.9888,1
flash_64k_L02,256,gvr_pr,14.6528,11.731200000000001,1
flash_64k_L02,256,bsx,16.2048,12.6464,1
flash_64k_L02,512,gvr_pr,26.5152,21.7728,1
flash_64k_L02,512,bsx,29.5744,23.897599999999997,1
flash_64k_L02,1024,gvr_pr,46.896,38.476800000000004,1
flash_64k_L02,1024,bsx,55.5616,44.8514,1
flash_64k_L22,1,gvr_pr,12.7361,10.5984,1
flash_64k_L22,1,bsx,8.4192,7.808,1
flash_64k_L22,2,gvr_pr,12.48,10.5792,1
flash_64k_L22,2,bsx,8.3904,7.7058,1
flash_64k_L22,4,gvr_pr,12.3552,10.6368,1
flash_64k_L22,4,bsx,8.7744,8.1856,1
flash_64k_L22,8,gvr_pr,12.3201,10.56,1
flash_64k_L22,8,bsx,8.9312,8.211200000000002,1
flash_64k_L22,16,gvr_pr,12.56,10.9184,1
flash_64k_L22,16,bsx,9.0208,8.3264,1
flash_64k_L22,32,gvr_pr,12.8161,11.117,1
flash_64k_L22,32,bsx,9.4336,8.377600000000001,1
flash_64k_L22,64,gvr_pr,13.136,11.232,1
flash_64k_L22,64,bsx,13.2288,12.204799999999999,1
flash_64k_L22,128,gvr_pr,14.0353,11.411200000000001,1
flash_64k_L22,128,bsx,15.728,12.6272,1
flash_64k_L22,256,gvr_pr,18.2209,15.430399999999999,1
flash_64k_L22,256,bsx,18.6624,14.976,1
flash_64k_L22,512,gvr_pr,33.216,28.9728,1
flash_64k_L22,512,bsx,34.109,28.3458,1
flash_64k_L22,1024,gvr_pr,59.984300000000005,51.1618,1
flash_64k_L22,1024,bsx,63.4498,51.7824,1
flash_64k_L42,1,gvr_pr,10.553600000000001,8.32,1
flash_64k_L42,1,bsx,8.3232,7.7376000000000005,1
flash_64k_L42,2,gvr_pr,10.032,8.32,1
flash_64k_L42,2,bsx,8.368,7.648,1
flash_64k_L42,4,gvr_pr,10.0513,8.377600000000001,1
flash_64k_L42,4,bsx,8.672,8.0832,1
flash_64k_L42,8,gvr_pr,10.0224,8.32,1
flash_64k_L42,8,bsx,8.7936,8.1152,1
flash_64k_L42,16,gvr_pr,10.2592,8.6656,1
flash_64k_L42,16,bsx,8.928,8.236799999999999,1
flash_64k_L42,32,gvr_pr,10.489600000000001,8.832,1
flash_64k_L42,32,bsx,9.3729,8.313600000000001,1
flash_64k_L42,64,gvr_pr,10.9664,8.9152,1
flash_64k_L42,64,bsx,13.1904,12.012799999999999,1
flash_64k_L42,128,gvr_pr,11.8624,9.1328,1
flash_64k_L42,128,bsx,15.0336,12.217600000000001,1
flash_64k_L42,256,gvr_pr,14.761700000000001,11.789,1
flash_64k_L42,256,bsx,17.3633,14.060799999999999,1
flash_64k_L42,512,gvr_pr,26.422400000000003,21.7536,1
flash_64k_L42,512,bsx,32.0736,26.5344,1
flash_64k_L42,1024,gvr_pr,46.7906,38.2656,1
flash_64k_L42,1024,bsx,60.237,50.048199999999994,1
flash_8k_L02,1,gvr_pr,8.6145,6.8608,1
flash_8k_L02,1,bsx,4.4897,4.0576,1
flash_8k_L02,2,gvr_pr,8.195200000000002,6.848,1
flash_8k_L02,2,bsx,4.5312,3.9488000000000003,1
flash_8k_L02,4,gvr_pr,8.3392,6.925,1
flash_8k_L02,4,bsx,4.6912,4.064,1
flash_8k_L02,8,gvr_pr,8.3617,6.8738,1
flash_8k_L02,8,bsx,4.6785,4.102399999999999,1
flash_8k_L02,16,gvr_pr,8.505600000000001,7.2128000000000005,1
flash_8k_L02,16,bsx,4.889600000000001,4.4992,1
flash_8k_L02,32,gvr_pr,8.544,7.3984,1
flash_8k_L02,32,bsx,5.100899999999999,4.4416,1
flash_8k_L02,64,gvr_pr,8.7488,7.456,1
flash_8k_L02,64,bsx,5.2033000000000005,4.544,1
flash_8k_L02,128,gvr_pr,9.0145,7.5968,1
flash_8k_L02,128,bsx,5.3568,4.6464,1
flash_8k_L02,256,gvr_pr,10.2592,8.7552,1
flash_8k_L02,256,bsx,8.249600000000001,7.0592,1
flash_8k_L02,512,gvr_pr,18.528,15.936200000000001,1
flash_8k_L02,512,bsx,14.6081,12.8896,1
flash_8k_L02,1024,gvr_pr,33.8464,29.561799999999998,1
flash_8k_L02,1024,bsx,26.7714,23.7634,1
flash_8k_L22,1,gvr_pr,8.4992,6.816,1
flash_8k_L22,1,bsx,4.4065,3.9744,1
flash_8k_L22,2,gvr_pr,8.0897,6.771199999999999,1
flash_8k_L22,2,bsx,4.5056,3.8655999999999997,1
flash_8k_L22,4,gvr_pr,8.217600000000001,6.8031999999999995,1
flash_8k_L22,4,bsx,4.5056,3.9808000000000003,1
flash_8k_L22,8,gvr_pr,8.284799999999999,6.739199999999999,1
flash_8k_L22,8,bsx,4.5312,3.9936,1
flash_8k_L22,16,gvr_pr,8.476899999999999,7.072,1
flash_8k_L22,16,bsx,4.8096000000000005,4.4224,1
flash_8k_L22,32,gvr_pr,8.4992,7.3024,1
flash_8k_L22,32,bsx,4.969600000000001,4.3392,1
flash_8k_L22,64,gvr_pr,8.7264,7.3536,1
flash_8k_L22,64,bsx,5.033600000000001,4.4416,1
flash_8k_L22,128,gvr_pr,8.9921,7.4624,1
flash_8k_L22,128,bsx,5.2576,4.5376,1
flash_8k_L22,256,gvr_pr,10.268799999999999,8.7232,1
flash_8k_L22,256,bsx,8.112,6.9952,1
flash_8k_L22,512,gvr_pr,18.5857,15.872,1
flash_8k_L22,512,bsx,14.537600000000001,12.6144,1
flash_8k_L22,1024,gvr_pr,33.6,28.985599999999998,1
flash_8k_L22,1024,bsx,26.6944,23.6672,1
flash_8k_L42,1,gvr_pr,8.508799999999999,6.6816,1
flash_8k_L42,1,bsx,4.3776,3.8655999999999997,1
flash_8k_L42,2,gvr_pr,8.16,6.6498,1
flash_8k_L42,2,bsx,4.3904,3.7696,1
flash_8k_L42,4,gvr_pr,8.201600000000001,6.7136000000000005,1
flash_8k_L42,4,bsx,4.3712,3.8784,1
flash_8k_L42,8,gvr_pr,8.268799999999999,6.6496,1
flash_8k_L42,8,bsx,4.432,3.8914,1
flash_8k_L42,16,gvr_pr,8.460799999999999,7.001600000000001,1
flash_8k_L42,16,bsx,4.7296000000000005,4.300800000000001,1
flash_8k_L42,32,gvr_pr,8.5344,7.2002,1
flash_8k_L42,32,bsx,4.7936000000000005,4.2303999999999995,1
flash_8k_L42,64,gvr_pr,8.6848,7.2512,1
flash_8k_L42,64,bsx,4.918399999999999,4.3136,1
flash_8k_L42,128,gvr_pr,8.9504,7.3792,1
flash_8k_L42,128,bsx,5.1552,4.4288,1
flash_8k_L42,256,gvr_pr,10.1985,8.5184,1
flash_8k_L42,256,bsx,8.1696,7.04,1
flash_8k_L42,512,gvr_pr,18.432,15.552200000000001,1
flash_8k_L42,512,bsx,14.572799999999999,12.8768,1
flash_8k_L42,1024,gvr_pr,33.264,28.6786,1
flash_8k_L42,1024,bsx,26.5921,23.648,1
pro_1024k_L02,1,gvr_pr,22.860799999999998,20.4034,1
pro_1024k_L02,1,bsx,10.56,9.5168,1
pro_1024k_L02,2,gvr_pr,23.430400000000002,20.8324,1
pro_1024k_L02,2,bsx,10.8288,9.932799999999999,1
pro_1024k_L02,4,gvr_pr,24.0288,21.2736,1
pro_1024k_L02,4,bsx,11.3504,9.997,1
pro_1024k_L02,8,gvr_pr,25.049799999999998,22.924799999999998,1
pro_1024k_L02,8,bsx,16.0864,14.265600000000001,1
pro_1024k_L02,16,gvr_pr,25.7316,23.148799999999998,1
pro_1024k_L02,16,bsx,19.888,16.1472,1
pro_1024k_L02,32,gvr_pr,29.853,24.787200000000002,1
pro_1024k_L02,32,bsx,22.233700000000002,17.536,1
pro_1024k_L02,64,gvr_pr,41.8945,31.488,1
pro_1024k_L02,64,bsx,31.6481,21.9778,1
pro_1024k_L02,128,gvr_pr,82.38419999999999,72.5826,1
pro_1024k_L02,128,bsx,51.1426,41.190400000000004,1
pro_1024k_L02,256,gvr_pr,150.7908,129.5812,1
pro_1024k_L02,256,bsx,76.6465,59.981,1
pro_1024k_L02,512,gvr_pr,271.5559,255.13039999999998,1
pro_1024k_L02,512,bsx,133.91389999999998,118.618,1
pro_1024k_L02,1024,gvr_pr,518.8682,506.2414,1
pro_1024k_L02,1024,bsx,244.3815,228.4102,1
pro_1024k_L32,1,gvr_pr,20.409599999999998,17.7984,1
pro_1024k_L32,1,bsx,10.9599,10.035200000000001,1
pro_1024k_L32,2,gvr_pr,19.724700000000002,17.8432,1
pro_1024k_L32,2,bsx,11.0496,10.2014,1
pro_1024k_L32,4,gvr_pr,20.0128,17.8428,1
pro_1024k_L32,4,bsx,11.5808,10.56,1
pro_1024k_L32,8,gvr_pr,21.6992,19.603,1
pro_1024k_L32,8,bsx,16.659200000000002,14.976,1
pro_1024k_L32,16,gvr_pr,22.4735,19.737599999999997,1
pro_1024k_L32,16,bsx,29.6288,25.8496,1
pro_1024k_L32,32,gvr_pr,25.7568,20.3072,1
pro_1024k_L32,32,bsx,31.782400000000003,27.3152,1
pro_1024k_L32,64,gvr_pr,37.9839,25.888,1
pro_1024k_L32,64,bsx,42.7072,33.734199999999994,1
pro_1024k_L32,128,gvr_pr,64.3487,54.643,1
pro_1024k_L32,128,bsx,58.8095,48.512,1
pro_1024k_L32,256,gvr_pr,110.3101,93.984,1
pro_1024k_L32,256,bsx,84.14710000000001,68.0126,1
pro_1024k_L32,512,gvr_pr,201.1131,185.35,1
pro_1024k_L32,512,bsx,149.6542,134.6686,1
pro_1024k_L32,1024,gvr_pr,379.12559999999996,364.7482,1
pro_1024k_L32,1024,bsx,273.4678,253.4074,1
pro_1024k_L60,1,gvr_pr,25.103900000000003,22.6048,1
pro_1024k_L60,1,bsx,11.523200000000001,10.7392,1
pro_1024k_L60,2,gvr_pr,25.5359,22.88,1
pro_1024k_L60,2,bsx,11.734399999999999,10.8736,1
pro_1024k_L60,4,gvr_pr,25.542,22.9632,1
pro_1024k_L60,4,bsx,12.217600000000001,11.2062,1
pro_1024k_L60,8,gvr_pr,26.304,24.1792,1
pro_1024k_L60,8,bsx,16.5088,14.784,1
pro_1024k_L60,16,gvr_pr,27.078200000000002,24.32,1
pro_1024k_L60,16,bsx,24.5854,20.979200000000002,1
pro_1024k_L60,32,gvr_pr,30.835099999999997,25.7984,1
pro_1024k_L60,32,bsx,26.5472,22.1952,1
pro_1024k_L60,64,gvr_pr,43.638400000000004,33.0304,1
pro_1024k_L60,64,bsx,38.4252,29.4656,1
pro_1024k_L60,128,gvr_pr,83.5741,73.792,1
pro_1024k_L60,128,bsx,56.668699999999994,46.8798,1
pro_1024k_L60,256,gvr_pr,155.2574,131.6734,1
pro_1024k_L60,256,bsx,80.7294,65.4528,1
pro_1024k_L60,512,gvr_pr,277.98940000000005,261.1642,1
pro_1024k_L60,512,bsx,144.5086,129.7404,1
pro_1024k_L60,1024,gvr_pr,532.2036999999999,518.079,1
pro_1024k_L60,1024,bsx,263.5584,240.94039999999998,1
pro_128k_L02,1,gvr_pr,15.3824,12.9408,1
pro_128k_L02,1,bsx,8.72,8.179,1
pro_128k_L02,2,gvr_pr,14.672,12.8832,1
pro_128k_L02,2,bsx,8.6944,8.096,1
pro_128k_L02,4,gvr_pr,14.604700000000001,12.9534,1
pro_128k_L02,4,bsx,8.832,8.1984,1
pro_128k_L02,8,gvr_pr,14.5984,12.8832,1
pro_128k_L02,8,bsx,8.9888,8.255799999999999,1
pro_128k_L02,16,gvr_pr,14.719899999999999,13.0174,1
pro_128k_L02,16,bsx,14.220799999999999,12.313600000000001,1
pro_128k_L02,32,gvr_pr,14.9152,12.9728,1
pro_128k_L02,32,bsx,14.5952,12.512,1
pro_128k_L02,64,gvr_pr,15.5808,13.0432,1
pro_128k_L02,64,bsx,15.891200000000001,13.696,1
pro_128k_L02,128,gvr_pr,16.4927,13.3056,1
pro_128k_L02,128,bsx,16.5823,13.1966,1
pro_128k_L02,256,gvr_pr,22.7328,18.016,1
pro_128k_L02,256,bsx,19.7984,15.776,1
pro_128k_L02,512,gvr_pr,42.8896,34.483,1
pro_128k_L02,512,bsx,37.7824,30.2464,1
pro_128k_L02,1024,gvr_pr,73.811,69.1456,1
pro_128k_L02,1024,bsx,69.7727,64.6078,1
pro_128k_L32,1,gvr_pr,15.606399999999999,13.1072,1
pro_128k_L32,1,bsx,8.7968,8.3072,1
pro_128k_L32,2,gvr_pr,14.832,13.056,1
pro_128k_L32,2,bsx,8.748700000000001,8.2304,1
pro_128k_L32,4,gvr_pr,14.655899999999999,13.1134,1
pro_128k_L32,4,bsx,8.8192,8.288,1
pro_128k_L32,8,gvr_pr,14.752,13.0432,1
pro_128k_L32,8,bsx,8.9599,8.3584,1
pro_128k_L32,16,gvr_pr,14.8574,13.1328,1
pro_128k_L32,16,bsx,16.1568,13.887799999999999,1
pro_128k_L32,32,gvr_pr,15.3056,13.1264,1
pro_128k_L32,32,bsx,16.505599999999998,14.24,1
pro_128k_L32,64,gvr_pr,15.916799999999999,13.1712,1
pro_128k_L32,64,bsx,18.9056,16.1088,1
pro_128k_L32,128,gvr_pr,16.7679,13.472,1
pro_128k_L32,128,bsx,20.2272,16.032,1
pro_128k_L32,256,gvr_pr,23.769599999999997,19.232,1
pro_128k_L32,256,bsx,25.1293,20.192,1
pro_128k_L32,512,gvr_pr,44.4703,35.872,1
pro_128k_L32,512,bsx,47.8527,38.9504,1
pro_128k_L32,1024,gvr_pr,76.659,71.3534,1
pro_128k_L32,1024,bsx,85.267,79.61580000000001,1
pro_128k_L60,1,gvr_pr,13.872,11.3664,1
pro_128k_L60,1,bsx,8.700700000000001,8.224,1
pro_128k_L60,2,gvr_pr,13.2512,11.328,1
pro_128k_L60,2,bsx,8.7328,8.16,1
pro_128k_L60,4,gvr_pr,13.1392,11.3792,1
pro_128k_L60,4,bsx,8.796700000000001,8.217600000000001,1
pro_128k_L60,8,gvr_pr,13.1072,11.3472,1
pro_128k_L60,8,bsx,9.004700000000001,8.313600000000001,1
pro_128k_L60,16,gvr_pr,13.2127,11.430399999999999,1
pro_128k_L60,16,bsx,15.4175,13.024,1
pro_128k_L60,32,gvr_pr,13.552,11.4048,1
pro_128k_L60,32,bsx,15.843200000000001,13.312,1
pro_128k_L60,64,gvr_pr,14.179200000000002,11.494399999999999,1
pro_128k_L60,64,bsx,18.041400000000003,15.04,1
pro_128k_L60,128,gvr_pr,15.0304,11.731200000000001,1
pro_128k_L60,128,bsx,18.9791,15.0592,1
pro_128k_L60,256,gvr_pr,20.3392,15.974200000000002,1
pro_128k_L60,256,bsx,23.6448,18.784,1
pro_128k_L60,512,gvr_pr,38.278400000000005,30.1182,1
pro_128k_L60,512,bsx,44.844699999999996,36.1472,1
pro_128k_L60,1024,gvr_pr,65.235,59.923,1
pro_128k_L60,1024,bsx,81.8271,74.68780000000001,1
pro_16k_L02,1,gvr_pr,10.1791,8.396799999999999,1
pro_16k_L02,1,bsx,5.9872,5.3568,1
pro_16k_L02,2,gvr_pr,9.635200000000001,8.3584,1
pro_16k_L02,2,bsx,6.2143999999999995,5.4848,1
pro_16k_L02,4,gvr_pr,9.7536,8.3264,1
pro_16k_L02,4,bsx,6.1952,5.4272,1
pro_16k_L02,8,gvr_pr,9.9456,8.3904,1
pro_16k_L02,8,bsx,6.268800000000001,5.4592,1
pro_16k_L02,16,gvr_pr,9.76,8.2944,1
pro_16k_L02,16,bsx,6.2719,5.5744,1
pro_16k_L02,32,gvr_pr,9.8336,8.415799999999999,1
pro_16k_L02,32,bsx,6.32,5.472,1
pro_16k_L02,64,gvr_pr,10.0416,8.441600000000001,1
pro_16k_L02,64,bsx,6.4352,5.6128,1
pro_16k_L02,128,gvr_pr,10.268799999999999,8.4992,1
pro_16k_L02,128,bsx,6.7616000000000005,5.728,1
pro_16k_L02,256,gvr_pr,11.903799999999999,9.8496,1
pro_16k_L02,256,bsx,10.9344,9.3248,1
pro_16k_L02,512,gvr_pr,21.7248,18.112,1
pro_16k_L02,512,bsx,20.0352,17.2736,1
pro_16k_L02,1024,gvr_pr,39.907199999999996,33.856,1
pro_16k_L02,1024,bsx,36.873599999999996,32.5438,1
pro_16k_L32,1,gvr_pr,9.936,8.3072,1
pro_16k_L32,1,bsx,6.0352,5.3312,1
pro_16k_L32,2,gvr_pr,9.5008,8.256,1
pro_16k_L32,2,bsx,6.1983999999999995,5.4976,1
pro_16k_L32,4,gvr_pr,9.5616,8.211200000000002,1
pro_16k_L32,4,bsx,6.3264,5.472,1
pro_16k_L32,8,gvr_pr,9.718399999999999,8.2942,1
pro_16k_L32,8,bsx,6.4128,5.6192,1
pro_16k_L32,16,gvr_pr,9.635200000000001,8.1984,1
pro_16k_L32,16,bsx,6.4032,5.6701999999999995,1
pro_16k_L32,32,gvr_pr,9.68,8.32,1
pro_16k_L32,32,bsx,6.4416,5.568,1
pro_16k_L32,64,gvr_pr,9.7149,8.352,1
pro_16k_L32,64,bsx,6.5247,5.715,1
pro_16k_L32,128,gvr_pr,9.9936,8.3712,1
pro_16k_L32,128,bsx,6.7583,5.8048,1
pro_16k_L32,256,gvr_pr,11.715200000000001,9.7856,1
pro_16k_L32,256,bsx,11.1424,9.4656,1
pro_16k_L32,512,gvr_pr,21.404799999999998,18.0864,1
pro_16k_L32,512,bsx,20.214299999999998,17.536,1
pro_16k_L32,1024,gvr_pr,38.8031,33.510400000000004,1
pro_16k_L32,1024,bsx,37.2831,32.992,1
pro_16k_L60,1,gvr_pr,11.824,10.1696,1
pro_16k_L60,1,bsx,6.096,5.4656,1
pro_16k_L60,2,gvr_pr,11.6128,10.099,1
pro_16k_L60,2,bsx,6.3104,5.6256,1
pro_16k_L60,4,gvr_pr,11.5965,10.060799999999999,1
pro_16k_L60,4,bsx,6.352,5.6128,1
pro_16k_L60,8,gvr_pr,11.6736,10.1696,1
pro_16k_L60,8,bsx,6.4416,5.6256,1
pro_16k_L60,16,gvr_pr,11.4496,10.0544,1
pro_16k_L60,16,bsx,6.5056,5.7536000000000005,1
pro_16k_L60,32,gvr_pr,11.510399999999999,10.156799999999999,1
pro_16k_L60,32,bsx,6.4896,5.664,1
pro_16k_L60,64,gvr_pr,11.6608,10.176,1
pro_16k_L60,64,bsx,6.672,5.7536000000000005,1
pro_16k_L60,128,gvr_pr,11.8784,10.24,1
pro_16k_L60,128,bsx,6.873600000000001,5.849399999999999,1
pro_16k_L60,256,gvr_pr,13.526200000000001,11.6608,1
pro_16k_L60,256,bsx,11.0208,9.3952,1
pro_16k_L60,512,gvr_pr,25.1935,21.6192,1
pro_16k_L60,512,bsx,20.208,17.3824,1
pro_16k_L60,1024,gvr_pr,46.767900000000004,41.12,1
pro_16k_L60,1024,bsx,37.078300000000006,32.7872,1
pro_256k_L02,1,gvr_pr,17.4144,15.328,1
pro_256k_L02,1,bsx,11.0976,10.176,1
pro_256k_L02,2,gvr_pr,17.0912,15.3728,1
pro_256k_L02,2,bsx,10.9504,10.060799999999999,1
pro_256k_L02,4,gvr_pr,17.113599999999998,15.411200000000001,1
pro_256k_L02,4,bsx,11.0464,10.144,1
pro_256k_L02,8,gvr_pr,17.3792,15.5136,1
pro_256k_L02,8,bsx,11.2192,10.2272,1
pro_256k_L02,16,gvr_pr,17.7408,15.6928,1
pro_256k_L02,16,bsx,15.456,13.5808,1
pro_256k_L02,32,gvr_pr,18.6208,16.032,1
pro_256k_L02,32,bsx,16.3839,14.2592,1
pro_256k_L02,64,gvr_pr,21.6384,18.4192,1
pro_256k_L02,64,bsx,18.7328,15.4816,1
pro_256k_L02,128,gvr_pr,24.0832,18.950400000000002,1
pro_256k_L02,128,bsx,21.609599999999997,15.8464,1
pro_256k_L02,256,gvr_pr,36.768,26.3552,1
pro_256k_L02,256,bsx,28.8768,19.8592,1
pro_256k_L02,512,gvr_pr,69.18719999999999,59.193599999999996,1
pro_256k_L02,512,bsx,53.3408,45.5424,1
pro_256k_L02,1024,gvr_pr,113.27969999999999,101.7536,1
pro_256k_L02,1024,bsx,94.10560000000001,86.899,1
pro_256k_L32,1,gvr_pr,16.7808,14.7584,1
pro_256k_L32,1,bsx,11.2512,10.3104,1
pro_256k_L32,2,gvr_pr,16.496,14.848,1
pro_256k_L32,2,bsx,11.1072,10.227,1
pro_256k_L32,4,gvr_pr,16.5856,14.912,1
pro_256k_L32,4,bsx,11.136,10.284799999999999,1
pro_256k_L32,8,gvr_pr,16.816,14.9888,1
pro_256k_L32,8,bsx,11.3728,10.4,1
pro_256k_L32,16,gvr_pr,17.1616,15.1104,1
pro_256k_L32,16,bsx,15.3184,13.44,1
pro_256k_L32,32,gvr_pr,18.0319,15.4816,1
pro_256k_L32,32,bsx,16.6304,14.272,1
pro_256k_L32,64,gvr_pr,21.2256,17.7024,1
pro_256k_L32,64,bsx,19.302400000000002,15.8336,1
pro_256k_L32,128,gvr_pr,23.8208,19.084799999999998,1
pro_256k_L32,128,bsx,22.5184,16.5504,1
pro_256k_L32,256,gvr_pr,36.32,26.624,1
pro_256k_L32,256,bsx,30.5216,21.4272,1
pro_256k_L32,512,gvr_pr,68.69760000000001,58.4,1
pro_256k_L32,512,bsx,55.987199999999994,48.6464,1
pro_256k_L32,1024,gvr_pr,112.97919999999999,101.107,1
pro_256k_L32,1024,bsx,98.83510000000001,89.4144,1
pro_256k_L60,1,gvr_pr,14.2593,12.2624,1
pro_256k_L60,1,bsx,10.6496,10.003200000000001,1
pro_256k_L60,2,gvr_pr,14.0866,12.4672,1
pro_256k_L60,2,bsx,10.8032,10.163200000000002,1
pro_256k_L60,4,gvr_pr,14.4257,12.7936,1
pro_256k_L60,4,bsx,11.3472,10.521799999999999,1
pro_256k_L60,8,gvr_pr,14.6752,12.8192,1
pro_256k_L60,8,bsx,11.558399999999999,10.6368,1
pro_256k_L60,16,gvr_pr,15.2224,12.9346,1
pro_256k_L60,16,bsx,16.3328,14.4962,1
pro_256k_L60,32,gvr_pr,16.0674,13.389,1
pro_256k_L60,32,bsx,17.9328,15.782399999999999,1
pro_256k_L60,64,gvr_pr,18.6688,15.0976,1
pro_256k_L60,64,bsx,20.8578,17.5104,1
pro_256k_L60,128,gvr_pr,20.9728,16.0194,1
pro_256k_L60,128,bsx,24.3808,18.6176,1
pro_256k_L60,256,gvr_pr,32.2562,22.4704,1
pro_256k_L60,256,bsx,32.0865,23.9618,1
pro_256k_L60,512,gvr_pr,61.0145,50.413199999999996,1
pro_256k_L60,512,bsx,59.8339,52.8708,1
pro_256k_L60,1024,gvr_pr,100.9988,86.829,1
pro_256k_L60,1024,bsx,106.8772,97.3508,1
pro_32k_L02,1,gvr_pr,11.7665,9.523200000000001,1
pro_32k_L02,1,bsx,7.136,6.784,1
pro_32k_L02,2,gvr_pr,11.923200000000001,9.491200000000001,1
pro_32k_L02,2,bsx,7.1903999999999995,6.6882,1
pro_32k_L02,4,gvr_pr,11.8464,9.504,1
pro_32k_L02,4,bsx,7.2703999999999995,6.7584,1
pro_32k_L02,8,gvr_pr,11.7857,9.446399999999999,1
pro_32k_L02,8,bsx,7.2417,6.7904,1
pro_32k_L02,16,gvr_pr,11.7473,9.792,1
pro_32k_L02,16,bsx,7.5745,7.2,1
pro_32k_L02,32,gvr_pr,11.7408,9.996799999999999,1
pro_32k_L02,32,bsx,7.712,7.1616,1
pro_32k_L02,64,gvr_pr,11.868799999999998,10.0864,1
pro_32k_L02,64,bsx,7.8529,7.2576,1
pro_32k_L02,128,gvr_pr,12.2657,10.2594,1
pro_32k_L02,128,bsx,8.377600000000001,7.3986,1
pro_32k_L02,256,gvr_pr,14.352,12.147200000000002,1
pro_32k_L02,256,bsx,14.608,11.795200000000001,1
pro_32k_L02,512,gvr_pr,26.640099999999997,22.8098,1
pro_32k_L02,512,bsx,26.5186,21.907400000000003,1
pro_32k_L02,1024,gvr_pr,47.8722,41.6832,1
pro_32k_L02,1024,bsx,49.5329,41.574400000000004,1
pro_32k_L32,1,gvr_pr,11.5585,9.5618,1
pro_32k_L32,1,bsx,7.7984,7.3856,1
pro_32k_L32,2,gvr_pr,11.0848,9.536,1
pro_32k_L32,2,bsx,7.7888,7.3216,1
pro_32k_L32,4,gvr_pr,11.0432,9.568,1
pro_32k_L32,4,bsx,7.8496999999999995,7.3984,1
pro_32k_L32,8,gvr_pr,11.1616,9.504,1
pro_32k_L32,8,bsx,7.9392,7.4304,1
pro_32k_L32,16,gvr_pr,11.2832,9.868799999999998,1
pro_32k_L32,16,bsx,8.1984,7.8271999999999995,1
pro_32k_L32,32,gvr_pr,11.4849,10.035200000000001,1
pro_32k_L32,32,bsx,8.460799999999999,7.808,1
pro_32k_L32,64,gvr_pr,11.782399999999999,10.124799999999999,1
pro_32k_L32,64,bsx,8.588799999999999,7.942399999999999,1
pro_32k_L32,128,gvr_pr,12.3393,10.3232,1
pro_32k_L32,128,bsx,9.0208,8.1024,1
pro_32k_L32,256,gvr_pr,15.024,12.7424,1
pro_32k_L32,256,bsx,15.980799999999999,13.1712,1
pro_32k_L32,512,gvr_pr,27.6033,23.846400000000003,1
pro_32k_L32,512,bsx,29.117,24.621,1
pro_32k_L32,1024,gvr_pr,48.649699999999996,42.528,1
pro_32k_L32,1024,bsx,54.2434,45.6514,1
pro_32k_L60,1,gvr_pr,12.2529,9.984200000000001,1
pro_32k_L60,1,bsx,8.899299999999998,8.409600000000001,1
pro_32k_L60,2,gvr_pr,12.352,9.952,1
pro_32k_L60,2,bsx,8.9569,8.377600000000001,1
pro_32k_L60,4,gvr_pr,12.297600000000001,9.9776,1
pro_32k_L60,4,bsx,8.9376,8.428799999999999,1
pro_32k_L60,8,gvr_pr,12.3392,9.9136,1
pro_32k_L60,8,bsx,8.9312,8.460799999999999,1
pro_32k_L60,16,gvr_pr,12.0736,10.297600000000001,1
pro_32k_L60,16,bsx,9.2897,8.8832,1
pro_32k_L60,32,gvr_pr,12.204799999999999,10.444799999999999,1
pro_32k_L60,32,bsx,9.4368,8.832,1
pro_32k_L60,64,gvr_pr,12.2881,10.553600000000001,1
pro_32k_L60,64,bsx,9.651200000000001,8.9792,1
pro_32k_L60,128,gvr_pr,12.9185,10.7776,1
pro_32k_L60,128,bsx,10.0833,9.1392,1
pro_32k_L60,256,gvr_pr,14.9952,12.64,1
pro_32k_L60,256,bsx,15.008,12.3072,1
pro_32k_L60,512,gvr_pr,27.7409,23.9362,1
pro_32k_L60,512,bsx,27.2417,23.110400000000002,1
pro_32k_L60,1024,gvr_pr,50.3553,43.8912,1
pro_32k_L60,1024,bsx,50.6818,43.5394,1
pro_4k_L02,1,gvr_pr,5.984,4.6208,1
pro_4k_L02,1,bsx,3.8975999999999997,3.3538,1
pro_4k_L02,2,gvr_pr,5.7824,4.6144,1
pro_4k_L02,2,bsx,3.9455999999999998,3.264,1
pro_4k_L02,4,gvr_pr,5.952,4.6656,1
pro_4k_L02,4,bsx,3.9104,3.3408,1
pro_4k_L02,8,gvr_pr,5.977600000000001,4.608,1
pro_4k_L02,8,bsx,3.9551999999999996,3.3792,1
pro_4k_L02,16,gvr_pr,6.0928,4.9728,1
pro_4k_L02,16,bsx,4.1792,3.7696,1
pro_4k_L02,32,gvr_pr,6.150399999999999,5.152,1
pro_4k_L02,32,bsx,4.2943999999999996,3.7056,1
pro_4k_L02,64,gvr_pr,6.24,5.158600000000001,1
