model,isl,N,K,L,BS,hit,compB_us,compB_span,gvr_pr_us,gvr_pr_span,sgl_us,radix_us,fi_us,sgl_span,radix_span,fi_span,gvr2_ratio,drift,exact_compB
v32,256k,163775,2048,34,2,0.8652,21.1618,21.4178,20.6338,20.6338,14.4274,19.8529,16.8657,14.4274,19.8529,16.8657,0.9878,0.9379,True
v32,256k,163775,2048,34,4,0.8652,42.8819,43.6563,20.9762,20.9762,14.8545,20.4802,17.4578,14.8545,20.4802,17.4578,0.9979,0.9385,True
v32,256k,163775,2048,34,8,0.8652,85.4729,87.2585,21.485,21.485,15.2193,24.7426,17.8609,15.2193,24.7426,17.8609,0.9988,0.9023,True
v32,256k,163775,2048,34,16,0.8652,169.3057,173.1394,22.0371,22.0371,20.0176,31.3651,23.6402,20.0176,31.3651,23.6402,0.9978,0.9043,True
v32,256k,163775,2048,34,32,0.8652,336.229,344.125,23.9266,23.9266,59.2741,59.0790,25.5010,32.221,59.079,25.501,1.0036,0.9298,True
v32,256k,163775,2048,34,64,0.8652,671.2606,687.3456,45.4757,45.4757,43.2308,88.3786,37.0596,44.2467,88.3786,37.0596,1.0033,1.5349,True
v32,256k,163775,2048,34,128,0.8652,1345.1447,1377.6345,88.193,88.193,54.4661,118.5979,63.6981,55.3477,118.5979,63.6981,1.002,1.9412,True
v32,256k,163775,2048,34,256,0.8652,2690.43,2755.6067,169.3794,169.3794,79.3045,229.8053,116.2202,80.4373,229.8053,116.2202,1.0062,2.0615,True
v32,256k,163775,2048,34,512,0.8652,5346.8151,5477.3668,325.4497,325.4497,140.4300,415.4020,215.8451,141.5532,415.402,215.8451,1.0091,2.1928,True
v32,256k,163775,2048,34,1024,0.8652,10649.9637,10920.4931,630.3279,630.3279,257.3943,785.8037,383.9793,257.3943,785.8037,383.9793,1.0036,2.3716,True
v32,256k,163775,2048,54,1,0.8647,11.5376,11.5376,20.1008,20.1008,15.2033,19.3026,18.0881,15.2033,19.3026,18.0881,1.0058,1.0014,True
v32,256k,163775,2048,54,2,0.8647,22.1155,22.3715,20.0193,20.0193,14.9905,19.6897,18.0593,14.9905,19.6897,18.0593,0.9874,0.9869,True
v32,256k,163775,2048,54,4,0.8647,43.6516,44.418,20.1202,20.1202,15.2257,20.6065,18.3729,15.2257,20.6065,18.3729,0.9947,0.9875,True
v32,256k,163775,2048,54,8,0.8647,87.1161,88.8921,20.6627,20.6627,15.5793,24.5057,18.9282,15.5793,24.5057,18.9282,0.9976,0.9426,True
v32,256k,163775,2048,54,16,0.8647,171.9457,175.7666,21.298,21.298,20.4338,31.1907,24.5363,20.4338,31.1907,24.5363,0.9927,0.9428,True
v32,256k,163775,2048,54,32,0.8647,341.1859,349.058,22.9666,22.9666,58.9910,55.1044,26.8658,33.0195,55.1044,26.8658,0.998,0.9609,True
v32,256k,163775,2048,54,64,0.8647,681.1688,697.1896,43.6853,43.6853,43.2452,87.4999,39.2247,45.5683,87.4999,39.2247,0.9987,1.5081,True
v32,256k,163775,2048,54,128,0.8647,1363.75,1396.0687,84.9367,84.9367,54.7619,118.2474,72.6853,57.1523,118.2474,72.6853,1.0005,1.9033,True
v32,256k,163775,2048,54,256,0.8647,2723.373,2788.302,163.1601,163.1601,79.2566,229.3058,133.1370,81.7143,229.3058,133.137,1.0056,2.0483,True
v32,256k,163775,2048,54,512,0.8647,5412.5083,5542.6938,311.9328,311.9328,140.8394,413.0113,250.8916,143.4522,413.0113,250.8916,1.0091,2.1653,True
v32,256k,163775,2048,54,1024,0.8647,10785.3249,11045.7196,601.9357,601.9357,257.3492,785.5933,457.5171,257.3492,785.5933,457.5171,1.0031,2.3346,True
v32,32k,32783,2048,14,1,0.7583,11.1329,11.1329,15.5105,15.5105,10.9104,16.9042,13.1233,10.9104,16.9042,13.1233,1.0005,0.9357,True
v32,32k,32783,2048,14,2,0.7583,22.0273,22.2802,14.9872,14.9872,10.8928,16.8802,13.3392,10.8928,16.8802,13.3392,1.0103,0.9078,True
v32,32k,32783,2048,14,4,0.7583,44.0067,44.7747,15.6305,15.6305,10.9568,19.1378,13.6337,10.9568,19.1378,13.6337,0.9826,0.9456,True
v32,32k,32783,2048,14,8,0.7583,88.4104,90.196,15.6034,15.6034,11.0768,19.2737,13.8864,11.0768,19.2737,13.8864,0.9998,0.9384,True
v32,32k,32783,2048,14,16,0.7583,175.2335,179.0639,15.9056,15.9056,14.2352,20.0418,16.0242,14.2352,20.0418,16.0242,0.9993,0.9314,True
v32,32k,32783,2048,14,32,0.7583,348.9518,356.8478,16.3761,16.3761,14.6144,23.8194,18.7745,14.6144,23.8194,18.7745,1.0037,0.946,True
v32,32k,32783,2048,14,64,0.7583,695.7291,711.7757,17.0977,17.0977,15.1136,30.7618,20.7778,15.1136,30.7618,20.7778,1.0031,0.9459,True
v32,32k,32783,2048,14,128,0.7583,1389.8565,1422.2411,18.285,18.285,15.9633,21.0305,28.3442,15.9633,21.0305,28.3442,0.9903,0.9596,True
v32,32k,32783,2048,14,256,0.7583,2778.9697,2843.9685,34.3203,34.3203,21.2545,39.4258,39.4306,21.2545,39.4258,39.4306,1.0037,1.3482,True
v32,32k,32783,2048,14,512,0.7583,5565.8482,5696.3133,65.847,65.847,40.2659,76.8848,72.7034,40.2659,76.8848,72.7034,0.9984,1.3724,True
v32,32k,32783,2048,14,1024,0.7583,11127.2457,11388.2344,115.2522,115.2522,69.4900,134.0442,123.5513,69.49,134.0442,123.5513,1.0009,1.3908,True
v32,32k,32783,2048,34,1,0.4292,11.2033,11.2033,15.0416,15.0416,10.9904,16.9940,12.8337,10.9904,16.994,12.8337,0.9999,0.9408,True
v32,32k,32783,2048,34,2,0.4292,22.1632,22.4192,14.6465,14.6465,10.9217,16.8945,13.0400,10.9217,16.8945,13.04,1.0071,0.9155,True
v32,32k,32783,2048,34,4,0.4292,44.4915,45.2595,15.2625,15.2625,10.9409,19.3505,13.3586,10.9409,19.3505,13.3586,0.9874,0.9444,True
v32,32k,32783,2048,34,8,0.4292,89.2455,91.0135,15.2673,15.2673,11.0705,19.5073,13.5601,11.0705,19.5073,13.5601,1.0014,0.9409,True
v32,32k,32783,2048,34,16,0.4292,177.1021,180.8974,15.6033,15.6033,14.9617,20.0482,15.9633,14.9617,20.0482,15.9633,0.9999,0.9442,True
v32,32k,32783,2048,34,32,0.4292,352.42,360.2874,16.0385,16.0385,15.4433,24.0674,18.1777,15.4433,24.0674,18.1777,1.0,0.9478,True
v32,32k,32783,2048,34,64,0.4292,703.1876,719.1668,16.7601,16.7601,15.7617,31.3570,19.8242,15.7617,31.357,19.8242,1.0046,0.947,True
v32,32k,32783,2048,34,128,0.4292,1403.7837,1436.0206,17.9057,17.9057,16.6432,21.5762,28.1233,16.6432,21.5762,28.1233,0.9977,0.9568,True
v32,32k,32783,2048,34,256,0.4292,2807.984,2872.6674,33.8594,33.8594,22.1971,40.5379,38.0691,22.1971,40.5379,38.0691,1.0031,1.3021,True
v32,32k,32783,2048,34,512,0.4292,5622.2844,5752.9011,64.8359,64.8359,41.9826,79.1701,70.6277,41.9826,79.1701,70.6277,0.9991,1.3344,True
v32,32k,32783,2048,34,1024,0.4292,11333.7102,11593.5331,113.0809,113.0809,72.1396,138.0410,119.7961,72.1396,138.041,119.7961,1.0005,1.3331,True
v32,32k,32783,2048,54,1,0.5117,8.4929,8.4929,16.3921,16.3921,10.7632,19.0098,13.4576,10.7632,19.0098,13.4576,1.0024,0.9402,True
v32,32k,32783,2048,54,2,0.5117,17.0481,17.3026,16.4145,16.4145,10.7472,19.0401,13.4672,10.7472,19.0401,13.4672,0.9874,0.9467,True
v32,32k,32783,2048,54,4,0.5117,33.8755,34.6355,16.253,16.253,10.8385,18.9681,13.5473,10.8385,18.9681,13.5473,0.9981,0.9245,True
v32,32k,32783,2048,54,8,0.5117,67.6981,69.4837,16.3586,16.3586,10.9649,19.5682,13.6913,10.9649,19.5682,13.6913,0.9989,0.9253,True
v32,32k,32783,2048,54,16,0.5117,134.329,138.1275,16.5394,16.5394,14.5329,20.2753,16.2674,14.5329,20.2753,16.2674,0.9992,0.9287,True
v32,32k,32783,2048,54,32,0.5117,267.7478,275.6214,17.0145,17.0145,14.8497,23.9025,18.1938,14.8497,23.9025,18.1938,0.9976,0.942,True
v32,32k,32783,2048,54,64,0.5117,534.035,549.995,17.6065,17.6065,15.3889,30.9413,19.4417,15.3889,30.9413,19.4417,1.0002,0.9356,True
v32,32k,32783,2048,54,128,0.5117,1066.1844,1098.3704,18.8882,18.8882,16.1297,21.1408,25.1666,16.1297,21.1408,25.1666,0.997,0.9587,True
v32,32k,32783,2048,54,256,0.5117,2132.3769,2196.9758,36.2067,36.2067,21.6417,39.6882,33.9314,21.6417,39.6882,33.9314,1.0059,1.3957,True
v32,32k,32783,2048,54,512,0.5117,4271.9077,4401.363,69.711,69.711,40.9156,77.4052,62.5444,40.9156,77.4052,62.5444,0.9999,1.4228,True
v32,32k,32783,2048,54,1024,0.5117,8542.1141,8801.3036,121.8809,121.8809,69.8276,134.8601,105.2346,69.8276,134.8601,105.2346,1.0002,1.4358,True
v32,4k,4111,2048,14,1,0.8101,5.5921,5.5921,11.7472,11.7472,7.6992,7.1072,8.8672,7.6992,7.1072,8.8672,0.9995,1.0654,True
v32,4k,4111,2048,14,2,0.8101,11.2336,11.4896,11.6193,11.6193,7.6288,7.2961,8.7744,7.6288,7.2961,8.7744,1.0011,1.0361,True
v32,4k,4111,2048,14,4,0.8101,22.456,23.2209,11.456,11.456,7.4177,7.1408,8.8912,7.4177,7.1408,8.8912,0.9954,1.0191,True
v32,4k,4111,2048,14,8,0.8101,44.6115,46.3987,11.4416,11.4416,7.4689,7.2752,8.8960,7.4689,7.2752,8.896,1.0048,1.0222,True
v32,4k,4111,2048,14,16,0.8101,88.3589,92.1766,11.5153,11.5153,7.4832,7.2689,8.9473,7.4832,7.2689,8.9473,1.002,1.0029,True
v32,4k,4111,2048,14,32,0.8101,175.7499,183.6458,11.6176,11.6176,7.5312,7.3297,9.0401,7.5312,7.3297,9.0401,1.0088,1.0017,True
v32,4k,4111,2048,14,64,0.8101,350.5813,366.6789,11.8689,11.8689,7.6768,7.5457,9.2096,7.6768,7.5457,9.2096,1.0016,1.0074,True
v32,4k,4111,2048,14,128,0.8101,699.7928,732.1338,12.2689,12.2689,7.9249,8.0592,9.5152,7.9249,8.0592,9.5152,1.0004,0.9973,True
v32,4k,4111,2048,14,256,0.8101,1398.2223,1463.1284,23.0321,23.0321,10.3985,14.1441,13.2897,10.3985,14.1441,13.2897,1.0006,1.5469,True
v32,4k,4111,2048,14,512,0.8101,2792.9152,2922.8838,43.6163,43.6163,18.4033,26.0978,23.8609,18.4033,26.0978,23.8609,1.0014,1.5998,True
v32,4k,4111,2048,14,1024,0.8101,5575.3938,5835.6753,77.2084,77.2084,30.7506,44.5138,40.0836,30.7506,44.5138,40.0836,1.0005,1.5798,True
v32,4k,4111,2048,34,1,0.7295,5.3424,5.3424,10.9712,10.9712,6.4624,6.7969,8.4449,6.4624,6.7969,8.4449,0.9981,0.9906,True
v32,4k,4111,2048,34,2,0.7295,10.5249,10.7809,10.7856,10.7856,6.4929,6.7744,8.7505,6.4929,6.7744,8.7505,0.9948,0.9623,True
v32,4k,4111,2048,34,4,0.7295,21.3201,22.0865,10.9696,10.9696,6.7136,7.0497,8.7456,6.7136,7.0497,8.7456,1.0288,0.9728,True
v32,4k,4111,2048,34,8,0.7295,42.4549,44.2357,11.2849,11.2849,6.4609,6.9425,9.0113,6.4609,6.9425,9.0113,1.0018,1.0069,True
v32,4k,4111,2048,34,16,0.7295,83.4454,87.2871,11.3811,11.3811,6.7984,7.3136,9.1936,6.7984,7.3136,9.1936,1.0076,0.996,True
v32,4k,4111,2048,34,32,0.7295,165.8718,173.7582,11.7362,11.7362,6.8209,7.4449,9.2432,6.8209,7.4449,9.2432,1.0034,1.0179,True
v32,4k,4111,2048,34,64,0.7295,330.3306,346.4731,11.8465,11.8465,6.9553,7.5920,9.4096,6.9553,7.592,9.4096,1.0057,1.0136,True
v32,4k,4111,2048,34,128,0.7295,659.0065,691.4502,12.2512,12.2512,7.2466,8.2305,9.7313,7.2466,8.2305,9.7313,1.008,1.0012,True
v32,4k,4111,2048,34,256,0.7295,1316.9174,1382.1434,23.0098,23.0098,10.0720,14.3473,13.2625,10.072,14.3473,13.2625,1.0,1.5517,True
v32,4k,4111,2048,34,512,0.7295,2627.735,2758.2481,43.6084,43.6084,17.3489,26.3137,23.9810,17.3489,26.3137,23.981,1.0007,1.6069,True
v32,4k,4111,2048,34,1024,0.7295,5241.7242,5503.122,77.2885,77.2885,29.0372,45.0419,40.9024,29.0372,45.0419,40.9024,1.0021,1.5918,True
v32,4k,4111,2048,54,1,0.7192,5.3584,5.3584,11.1233,11.1233,7.0320,6.7216,8.3041,7.032,6.7216,8.3041,1.0009,0.9278,True
v32,4k,4111,2048,54,2,0.7192,10.493,10.8738,10.8657,10.8657,7.0624,6.7840,8.6096,7.0624,6.784,8.6096,1.0035,0.9176,True
v32,4k,4111,2048,54,4,0.7192,21.2899,22.0948,11.0433,11.0433,7.2544,7.0592,8.6512,7.2544,7.0592,8.6512,1.0256,0.9427,True
v32,4k,4111,2048,54,8,0.7192,42.3412,44.25,11.3025,11.3025,7.0609,6.9248,8.9280,7.0609,6.9248,8.928,1.0008,0.966,True
v32,4k,4111,2048,54,16,0.7192,83.2854,87.1446,11.4497,11.4497,7.2769,7.3264,9.0320,7.2769,7.3264,9.032,1.0162,0.9717,True
v32,4k,4111,2048,54,32,0.7192,165.5373,173.5036,11.7889,11.7889,7.3857,7.4336,9.1089,7.3857,7.4336,9.1089,1.0045,1.0052,True
v32,4k,4111,2048,54,64,0.7192,329.9751,346.1352,11.952,11.952,7.5472,7.6481,9.2945,7.5472,7.6481,9.2945,1.0052,0.9939,True
v32,4k,4111,2048,54,128,0.7192,659.0993,691.709,12.3873,12.3873,7.8017,8.2081,9.5905,7.8017,8.2081,9.5905,1.0027,0.9922,True
v32,4k,4111,2048,54,256,0.7192,1316.4974,1381.8772,23.1664,23.1664,10.2513,14.3505,13.2049,10.2513,14.3505,13.2049,1.0003,1.5358,True
v32,4k,4111,2048,54,512,0.7192,2626.673,2757.73,43.7906,43.7906,18.1026,26.3586,23.8466,18.1026,26.3586,23.8466,1.0006,1.5941,True
v32,4k,4111,2048,54,1024,0.7192,5240.3323,5502.6765,77.4534,77.4534,30.2228,44.9219,40.3763,30.2228,44.9219,40.3763,1.0018,1.5473,True
v32,64k,65551,2048,14,1,0.854,8.7408,8.7408,18.9234,18.9234,10.2305,17.1553,14.2835,10.2305,17.1553,14.2835,0.9973,0.994,True
v32,64k,65551,2048,14,2,0.854,17.0577,17.317,18.605,18.605,10.3745,18.7124,14.6130,10.3745,18.7124,14.613,1.0149,0.9445,True
v32,64k,65551,2048,14,4,0.854,34.0439,34.804,19.2465,19.2465,10.4513,18.9457,14.8097,10.4513,18.9457,14.8097,0.9952,0.9755,True
v32,64k,65551,2048,14,8,0.854,68.1382,69.9206,19.4273,19.4273,10.6465,19.9122,15.1570,10.6465,19.9122,15.157,0.9998,0.9716,True
v32,64k,65551,2048,14,16,0.854,134.6219,138.446,19.8114,19.8114,11.5970,21.0177,18.9729,11.597,21.0177,18.9729,0.9938,0.974,True
v32,64k,65551,2048,14,32,0.854,267.815,275.7223,20.8402,20.8402,20.9297,30.7906,21.3184,23.3538,30.7906,21.3184,0.9936,0.9769,True
v32,64k,65551,2048,14,64,0.854,532.4826,548.5614,39.2338,39.2338,21.4738,58.2549,26.5922,23.9106,58.2549,26.5922,0.9999,1.6506,True
v32,64k,65551,2048,14,128,0.854,1064.3366,1096.7419,75.6966,75.6966,23.4625,62.7060,40.1476,26.2258,62.706,40.1476,1.0025,3.2385,True
v32,64k,65551,2048,14,256,0.854,2134.3125,2199.3783,148.993,148.993,32.5796,120.1850,65.3638,35.1316,120.185,65.3638,0.9985,4.0144,True
v32,64k,65551,2048,14,512,0.854,4264.5164,4394.9486,292.4777,292.4777,59.2853,207.7730,121.7002,61.7813,207.773,121.7002,0.9999,4.1973,True
v32,64k,65551,2048,14,1024,0.854,8592.5644,8853.6226,572.6288,572.6288,99.4328,408.8179,212.1538,99.4328,408.8179,212.1538,0.9999,4.9538,True
v32,64k,65551,2048,34,1,0.4062,8.5457,8.5457,19.7858,19.7858,12.0177,19.2881,15.1120,12.0177,19.2881,15.112,1.0019,0.96,True
v32,64k,65551,2048,34,2,0.4062,16.9379,17.1891,19.629,19.629,12.1345,19.2113,15.1680,12.1345,19.2113,15.168,1.0059,0.949,True
v32,64k,65551,2048,34,4,0.4062,34.0979,34.8644,19.8545,19.8545,12.2353,19.5137,15.1185,12.2353,19.5137,15.1185,1.0013,0.9505,True
v32,64k,65551,2048,34,8,0.4062,68.0279,69.9175,20.069,20.069,12.4162,20.2930,15.5234,12.4162,20.293,15.5234,1.004,0.9475,True
v32,64k,65551,2048,34,16,0.4062,134.9547,138.75,20.389,20.389,14.7121,21.0082,19.2930,14.7121,21.0082,19.293,1.0,0.9487,True
v32,64k,65551,2048,34,32,0.4062,268.8662,276.7544,21.5394,21.5394,23.5188,30.7122,21.7953,24.6259,30.7122,21.7953,0.9955,0.9542,True
v32,64k,65551,2048,34,64,0.4062,534.8801,550.8754,40.6596,40.6596,23.9072,58.5750,25.9138,25.4544,58.575,25.9138,0.9968,1.6155,True
v32,64k,65551,2048,34,128,0.4062,1069.7312,1101.9731,78.3383,78.3383,25.6243,62.8970,39.2723,27.3843,62.897,39.2723,1.0003,3.214,True
v32,64k,65551,2048,34,256,0.4062,2144.8656,2209.7031,154.2205,154.2205,35.6178,120.9176,64.5699,37.3522,120.9176,64.5699,0.9996,3.9908,True
v32,64k,65551,2048,34,512,0.4062,4286.8197,4416.6559,303.3131,303.3131,64.9605,208.5952,118.7256,66.6341,208.5952,118.7256,0.9999,4.1076,True
v32,64k,65551,2048,34,1024,0.4062,8538.7171,8798.7261,592.031,592.031,107.4792,410.7341,204.5726,107.4792,410.7341,204.5726,1.0,4.8459,True
v32,64k,65551,2048,54,1,0.7446,11.1041,11.1041,19.8929,19.8929,11.9809,19.4545,14.2577,11.9809,19.4545,14.2577,1.0026,1.0246,True
v32,64k,65551,2048,54,2,0.7446,21.9381,22.1957,19.8146,19.8146,12.0896,19.3873,14.2817,12.0896,19.3873,14.2817,1.0046,1.0143,True
v32,64k,65551,2048,54,4,0.7446,43.9781,44.7381,20.0529,20.0529,12.1680,19.5697,14.3265,12.168,19.5697,14.3265,0.9989,1.0171,True
v32,64k,65551,2048,54,8,0.7446,87.8744,89.6616,20.333,20.333,12.3872,20.2002,14.6209,12.3872,20.2002,14.6209,0.9982,1.0223,True
v32,64k,65551,2048,54,16,0.7446,174.1647,177.9775,20.7442,20.7442,14.5249,20.8194,18.4162,14.5249,20.8194,18.4162,0.9967,1.0249,True
v32,64k,65551,2048,54,32,0.7446,346.6909,354.563,21.6546,21.6546,23.0242,30.4497,19.9233,25.3729,30.4497,19.9233,0.9976,1.0156,True
v32,64k,65551,2048,54,64,0.7446,690.862,706.7868,41.0436,41.0436,23.4561,58.0147,23.3010,26.4946,58.0147,23.301,1.0018,1.6763,True
v32,64k,65551,2048,54,128,0.7446,1381.7032,1413.777,79.3351,79.3351,25.2130,61.9604,33.7779,27.7954,61.9604,33.7779,1.0006,3.1679,True
v32,64k,65551,2048,54,256,0.7446,2768.0048,2832.4931,156.227,156.227,34.6307,118.4936,52.6724,37.1043,118.4936,52.6724,0.9991,3.9969,True
v32,64k,65551,2048,54,512,0.7446,5531.0537,5660.4166,306.6027,306.6027,63.4019,204.6493,94.4565,65.81,204.6493,94.4565,0.9999,4.1405,True
v32,64k,65551,2048,54,1024,0.7446,11033.0725,11292.0909,601.6995,601.6995,106.1496,402.9130,158.3772,106.1496,402.913,158.3772,1.0,4.9391,True
v32,8k,8207,2048,14,1,0.9233,7.1456,7.1456,12.2049,12.2049,6.8304,9.2817,12.5617,6.8304,9.2817,12.5617,1.0003,1.0143,True
v32,8k,8207,2048,14,2,0.9233,14.1217,14.3793,11.7969,11.7969,6.8289,9.3505,12.5297,6.8289,9.3505,12.5297,1.023,0.9874,True
v32,8k,8207,2048,14,4,0.9233,28.2273,29.0625,12.2449,12.2449,6.6736,9.4464,12.7744,6.6736,9.4464,12.7744,0.9971,1.023,True
v32,8k,8207,2048,14,8,0.9233,56.4116,58.2004,12.1249,12.1249,6.8464,9.5776,13.1553,6.8464,9.5776,13.1553,1.0181,1.015,True
v32,8k,8207,2048,14,16,0.9233,111.6198,115.4359,12.536,12.536,7.1232,9.8609,16.5697,7.1232,9.8609,16.5697,0.9954,1.0229,True
v32,8k,8207,2048,14,32,0.9233,221.7566,229.6846,12.7985,12.7985,7.2208,9.9216,17.0272,7.2208,9.9216,17.0272,0.9909,1.032,True
v32,8k,8207,2048,14,64,0.9233,442.065,458.1196,13.0192,13.0192,7.2641,10.1456,16.7761,7.2641,10.1456,16.7761,1.0022,1.022,True
v32,8k,8207,2048,14,128,0.9233,882.1014,914.5191,13.6801,13.6801,7.7984,10.8017,16.8897,7.7984,10.8017,16.8897,0.9926,1.023,True
v32,8k,8207,2048,14,256,0.9233,1762.1274,1827.1851,25.4545,25.4545,10.9825,19.3105,18.0530,10.9825,19.3105,18.053,0.9977,1.5671,True
v32,8k,8207,2048,14,512,0.9233,3515.0336,3645.2824,48.4021,48.4021,18.7330,35.8594,32.2258,18.733,35.8594,32.2258,0.9991,1.5972,True
v32,8k,8207,2048,14,1024,0.9233,7027.4677,7288.1681,85.2053,85.2053,30.8945,60.8819,54.7523,30.8945,60.8819,54.7523,0.9996,1.5745,True
v32,8k,8207,2048,34,1,0.8418,7.7553,7.7553,13.1792,13.1792,7.9840,9.8353,12.8705,7.984,9.8353,12.8705,1.0055,0.9983,True
v32,8k,8207,2048,34,2,0.8418,15.6913,15.9473,13.2945,13.2945,7.9760,9.8465,12.8993,7.976,9.8465,12.8993,0.9864,1.007,True
v32,8k,8207,2048,34,4,0.8418,31.3074,32.0658,13.085,13.085,7.9136,9.9745,12.9200,7.9136,9.9745,12.92,1.0017,0.9876,True
v32,8k,8207,2048,34,8,0.8418,62.6517,64.4181,13.2033,13.2033,7.9138,10.0289,13.1632,7.9138,10.0289,13.1632,1.0024,0.9986,True
v32,8k,8207,2048,34,16,0.8418,124.1544,127.9609,13.2737,13.2737,7.9089,10.0976,16.8161,7.9089,10.0976,16.8161,0.9914,0.978,True
v32,8k,8207,2048,34,32,0.8418,247.779,255.7279,13.5297,13.5297,7.8896,10.1729,17.0880,7.8896,10.1729,17.088,0.9959,0.996,True
v32,8k,8207,2048,34,64,0.8418,494.0945,510.1201,13.6753,13.6753,8.0369,10.4337,16.9186,8.0369,10.4337,16.9186,1.0077,0.9782,True
v32,8k,8207,2048,34,128,0.8418,987.5868,1019.9789,14.349,14.349,8.5392,10.9393,16.9408,8.5392,10.9393,16.9408,0.9975,0.9805,True
v32,8k,8207,2048,34,256,0.8418,1973.2798,2038.1828,26.8785,26.8785,12.2561,19.7091,18.5425,12.2561,19.7091,18.5425,0.9982,1.4667,True
v32,8k,8207,2048,34,512,0.8418,3939.4848,4069.732,51.2276,51.2276,21.3153,36.8674,33.3650,21.3153,36.8674,33.365,1.0004,1.5047,True
v32,8k,8207,2048,34,1024,0.8418,7878.2643,8138.9011,90.0115,90.0115,35.4146,62.4466,56.8531,35.4146,62.4466,56.8531,0.9996,1.4953,True
v32,8k,8207,2048,54,1,0.9077,7.3472,7.3472,12.8033,12.8033,8.5281,9.4528,12.3553,8.5281,9.4528,12.3553,0.9959,1.0122,True
v32,8k,8207,2048,54,2,0.9077,14.6192,14.8752,12.3392,12.3392,8.4832,9.5312,12.4993,8.4832,9.5312,12.4993,1.0228,0.9584,True
v32,8k,8207,2048,54,4,0.9077,29.0146,29.789,12.5345,12.5345,8.2128,9.5089,12.7890,8.2128,9.5089,12.789,1.0074,0.9823,True
v32,8k,8207,2048,54,8,0.9077,58.0532,59.8436,12.3664,12.3664,8.3570,9.7201,13.1937,8.357,9.7201,13.1937,1.0214,0.9643,True
v32,8k,8207,2048,54,16,0.9077,114.9272,118.7672,12.6707,12.6707,8.7009,9.9794,16.1969,8.7009,9.9794,16.1969,1.0131,0.9768,True
v32,8k,8207,2048,54,32,0.9077,229.0143,237.696,12.8576,12.8576,8.7040,10.0785,16.8257,8.704,10.0785,16.8257,0.994,1.0008,True
v32,8k,8207,2048,54,64,0.9077,456.3551,472.4816,13.1456,13.1456,8.7905,10.3681,16.5873,8.7905,10.3681,16.5873,1.0015,0.986,True
v32,8k,8207,2048,54,128,0.9077,911.7436,944.2831,13.6673,13.6673,9.2785,10.8913,16.6944,9.2785,10.8913,16.6944,0.9977,0.9926,True
v32,8k,8207,2048,54,256,0.9077,1820.9914,1886.3279,25.5297,25.5297,12.4753,19.4865,18.1841,12.4753,19.4865,18.1841,1.0007,1.5139,True
v32,8k,8207,2048,54,512,0.9077,3631.3193,3762.2095,48.5412,48.5412,21.8690,36.3012,32.3601,21.869,36.3012,32.3601,1.0007,1.5449,True
v32,8k,8207,2048,54,1024,0.9077,7260.1869,7522.6398,85.4391,85.4391,36.2387,61.6084,54.8404,36.2387,61.6084,54.8404,1.0001,1.5134,True
