model,isl,N,K,L,BS,hit,cs,op,us,us_span,exact
pro,64k,16387,1024,14,32,0.6064,1,gvr_pr,12.6912,12.6912,True
pro,64k,16387,1024,14,32,0.6064,,kf_compB,267.5667,275.4659,True
pro,64k,16387,1024,14,64,0.6064,1,gvr_pr,13.1952,13.1952,True
pro,64k,16387,1024,14,64,0.6064,,kf_compB,534.1206,550.239,True
pro,64k,16387,1024,14,128,0.6064,1,gvr_pr,13.9184,13.9184,True
pro,64k,16387,1024,14,128,0.6064,,kf_compB,1065.9439,1098.3919,True
pro,64k,16387,1024,14,256,0.6064,1,gvr_pr,25.4384,25.4384,True
pro,64k,16387,1024,14,256,0.6064,,kf_compB,2130.1581,2195.3215,True
pro,64k,16387,1024,14,512,0.6064,1,gvr_pr,48.0241,48.0241,True
pro,64k,16387,1024,14,512,0.6064,,kf_compB,4259.153,4389.6237,True
pro,64k,16387,1024,14,1024,0.6064,1,gvr_pr,85.0209,85.0209,True
pro,64k,16387,1024,14,1024,0.6064,,kf_compB,8527.1466,8788.4956,True
pro,64k,16387,1024,30,1,0.3125,1,gvr_pr,11.7857,11.7857,True
pro,64k,16387,1024,30,1,0.3125,,kf_compB,8.7553,8.7553,True
pro,64k,16387,1024,30,2,0.3125,1,gvr_pr,11.4497,11.4497,True
pro,64k,16387,1024,30,2,0.3125,,kf_compB,17.5025,17.7569,True
pro,64k,16387,1024,30,4,0.3125,1,gvr_pr,11.5552,11.5552,True
pro,64k,16387,1024,30,4,0.3125,,kf_compB,34.9057,35.6848,True
pro,64k,16387,1024,30,8,0.3125,1,gvr_pr,11.6352,11.6352,True
pro,64k,16387,1024,30,8,0.3125,,kf_compB,69.7681,71.5521,True
pro,64k,16387,1024,30,16,0.3125,1,gvr_pr,11.6144,11.6144,True
pro,64k,16387,1024,30,16,0.3125,,kf_compB,138.2467,142.0659,True
pro,64k,16387,1024,30,32,0.3125,1,gvr_pr,11.8752,11.8752,True
pro,64k,16387,1024,30,32,0.3125,,kf_compB,274.9015,282.9959,True
pro,64k,16387,1024,30,64,0.3125,1,gvr_pr,12.2945,12.2945,True
pro,64k,16387,1024,30,64,0.3125,,kf_compB,548.1491,564.2692,True
pro,64k,16387,1024,30,128,0.3125,1,gvr_pr,13.072,13.072,True
pro,64k,16387,1024,30,128,0.3125,,kf_compB,1094.6954,1127.1083,True
pro,64k,16387,1024,30,256,0.3125,1,gvr_pr,23.9536,23.9536,True
pro,64k,16387,1024,30,256,0.3125,,kf_compB,2187.0324,2251.9718,True
pro,64k,16387,1024,30,512,0.3125,1,gvr_pr,44.7889,44.7889,True
pro,64k,16387,1024,30,512,0.3125,,kf_compB,4373.07,4503.1695,True
pro,64k,16387,1024,30,1024,0.3125,1,gvr_pr,79.5426,79.5426,True
pro,64k,16387,1024,30,1024,0.3125,,kf_compB,8753.5512,9013.9469,True
pro,64k,16387,1024,46,1,0.5186,1,gvr_pr,12.496,12.496,True
pro,64k,16387,1024,46,1,0.5186,,kf_compB,8.2032,8.2032,True
pro,64k,16387,1024,46,2,0.5186,1,gvr_pr,12.4144,12.4144,True
pro,64k,16387,1024,46,2,0.5186,,kf_compB,16.3072,16.5616,True
pro,64k,16387,1024,46,4,0.5186,1,gvr_pr,12.261,12.261,True
pro,64k,16387,1024,46,4,0.5186,,kf_compB,32.6002,33.365,True
pro,64k,16387,1024,46,8,0.5186,1,gvr_pr,12.3665,12.3665,True
pro,64k,16387,1024,46,8,0.5186,,kf_compB,65.2691,67.0499,True
pro,64k,16387,1024,46,16,0.5186,1,gvr_pr,12.8032,12.8032,True
pro,64k,16387,1024,46,16,0.5186,,kf_compB,129.5222,133.3543,True
pro,64k,16387,1024,46,32,0.5186,1,gvr_pr,13.0176,13.0176,True
pro,64k,16387,1024,46,32,0.5186,,kf_compB,258.2044,266.1436,True
pro,64k,16387,1024,46,64,0.5186,1,gvr_pr,13.4817,13.4817,True
pro,64k,16387,1024,46,64,0.5186,,kf_compB,514.6712,530.7608,True
pro,64k,16387,1024,46,128,0.5186,1,gvr_pr,14.3024,14.3024,True
pro,64k,16387,1024,46,128,0.5186,,kf_compB,1028.3023,1060.7376,True
pro,64k,16387,1024,46,256,0.5186,1,gvr_pr,26.2593,26.2593,True
pro,64k,16387,1024,46,256,0.5186,,kf_compB,2057.3355,2122.48,True
pro,64k,16387,1024,46,512,0.5186,1,gvr_pr,49.5378,49.5378,True
pro,64k,16387,1024,46,512,0.5186,,kf_compB,4114.254,4244.8528,True
pro,64k,16387,1024,46,1024,0.5186,1,gvr_pr,87.7733,87.7733,True
pro,64k,16387,1024,46,1024,0.5186,,kf_compB,8229.7666,8491.1038,True
pro,8k,2051,1024,14,1,0.8301,1,gvr_pr,10.0368,10.0368,True
pro,8k,2051,1024,14,1,0.8301,,kf_compB,4.6,4.6,True
pro,8k,2051,1024,14,2,0.8301,1,gvr_pr,9.4432,9.4432,True
pro,8k,2051,1024,14,2,0.8301,,kf_compB,9.3088,9.5632,True
pro,8k,2051,1024,14,4,0.8301,1,gvr_pr,9.4655,9.4655,True
pro,8k,2051,1024,14,4,0.8301,,kf_compB,18.5312,19.296,True
pro,8k,2051,1024,14,8,0.8301,1,gvr_pr,9.4736,9.4736,True
pro,8k,2051,1024,14,8,0.8301,,kf_compB,36.9216,38.7296,True
pro,8k,2051,1024,14,16,0.8301,1,gvr_pr,9.6608,9.6608,True
pro,8k,2051,1024,14,16,0.8301,,kf_compB,72.7999,76.6335,True
pro,8k,2051,1024,14,32,0.8301,1,gvr_pr,9.6272,9.6272,True
pro,8k,2051,1024,14,32,0.8301,,kf_compB,144.8143,152.7231,True
pro,8k,2051,1024,14,64,0.8301,1,gvr_pr,9.8144,9.8144,True
pro,8k,2051,1024,14,64,0.8301,,kf_compB,288.752,304.9023,True
pro,8k,2051,1024,14,128,0.8301,1,gvr_pr,10.1056,10.1056,True
pro,8k,2051,1024,14,128,0.8301,,kf_compB,576.603,609.227,True
pro,8k,2051,1024,14,256,0.8301,1,gvr_pr,18.5536,18.5536,True
pro,8k,2051,1024,14,256,0.8301,,kf_compB,1152.7341,1217.8894,True
pro,8k,2051,1024,14,512,0.8301,1,gvr_pr,34.888,34.888,True
pro,8k,2051,1024,14,512,0.8301,,kf_compB,2304.23,2434.326,True
pro,8k,2051,1024,14,1024,0.8301,1,gvr_pr,61.7024,61.7024,True
pro,8k,2051,1024,14,1024,0.8301,,kf_compB,4603.9558,5022.2613,True
pro,8k,2051,1024,30,1,0.4609,1,gvr_pr,9.9264,9.9264,True
pro,8k,2051,1024,30,1,0.4609,,kf_compB,4.1712,4.1712,True
pro,8k,2051,1024,30,2,0.4609,1,gvr_pr,9.9584,9.9584,True
pro,8k,2051,1024,30,2,0.4609,,kf_compB,8.2864,8.5456,True
pro,8k,2051,1024,30,4,0.4609,1,gvr_pr,9.9168,9.9168,True
pro,8k,2051,1024,30,4,0.4609,,kf_compB,16.4992,17.2656,True
pro,8k,2051,1024,30,8,0.4609,1,gvr_pr,9.9712,9.9712,True
pro,8k,2051,1024,30,8,0.4609,,kf_compB,32.8848,34.6752,True
pro,8k,2051,1024,30,16,0.4609,1,gvr_pr,9.9232,9.9232,True
pro,8k,2051,1024,30,16,0.4609,,kf_compB,64.408,68.264,True
pro,8k,2051,1024,30,32,0.4609,1,gvr_pr,10.1072,10.1072,True
pro,8k,2051,1024,30,32,0.4609,,kf_compB,128.1536,139.1136,True
pro,8k,2051,1024,30,64,0.4609,1,gvr_pr,10.24,10.24,True
pro,8k,2051,1024,30,64,0.4609,,kf_compB,254.3104,270.4816,True
pro,8k,2051,1024,30,128,0.4609,1,gvr_pr,10.4336,10.4336,True
pro,8k,2051,1024,30,128,0.4609,,kf_compB,507.168,539.7904,True
pro,8k,2051,1024,30,256,0.4609,1,gvr_pr,19.2304,19.2304,True
pro,8k,2051,1024,30,256,0.4609,,kf_compB,1014.3329,1079.8336,True
pro,8k,2051,1024,30,512,0.4609,1,gvr_pr,36.4272,36.4272,True
pro,8k,2051,1024,30,512,0.4609,,kf_compB,2027.704,2177.5392,True
pro,8k,2051,1024,30,1024,0.4609,1,gvr_pr,64.0816,64.0816,True
pro,8k,2051,1024,30,1024,0.4609,,kf_compB,4051.5104,4313.8639,True
pro,8k,2051,1024,46,1,0.6113,1,gvr_pr,10.656,10.656,True
pro,8k,2051,1024,46,1,0.6113,,kf_compB,4.0128,4.0128,True
pro,8k,2051,1024,46,2,0.6113,1,gvr_pr,10.0592,10.0592,True
pro,8k,2051,1024,46,2,0.6113,,kf_compB,8.2512,8.5104,True
pro,8k,2051,1024,46,4,0.6113,1,gvr_pr,10.0144,10.0144,True
pro,8k,2051,1024,46,4,0.6113,,kf_compB,16.3408,17.2624,True
pro,8k,2051,1024,46,8,0.6113,1,gvr_pr,10.0272,10.0272,True
pro,8k,2051,1024,46,8,0.6113,,kf_compB,32.6144,34.4128,True
pro,8k,2051,1024,46,16,0.6113,1,gvr_pr,10.2576,10.2576,True
pro,8k,2051,1024,46,16,0.6113,,kf_compB,64.448,68.264,True
pro,8k,2051,1024,46,32,0.6113,1,gvr_pr,10.0704,10.0704,True
pro,8k,2051,1024,46,32,0.6113,,kf_compB,127.7136,135.6304,True
pro,8k,2051,1024,46,64,0.6113,1,gvr_pr,10.2576,10.2576,True
pro,8k,2051,1024,46,64,0.6113,,kf_compB,253.8735,269.9775,True
pro,8k,2051,1024,46,128,0.6113,1,gvr_pr,10.4208,10.4208,True
pro,8k,2051,1024,46,128,0.6113,,kf_compB,506.888,539.3504,True
pro,8k,2051,1024,46,256,0.6113,1,gvr_pr,19.2816,19.2816,True
pro,8k,2051,1024,46,256,0.6113,,kf_compB,1014.4236,1079.5724,True
pro,8k,2051,1024,46,512,0.6113,1,gvr_pr,36.2384,36.2384,True
pro,8k,2051,1024,46,512,0.6113,,kf_compB,2028.4778,2159.0986,True
pro,8k,2051,1024,46,1024,0.6113,1,gvr_pr,64.1904,64.1904,True
pro,8k,2051,1024,46,1024,0.6113,,kf_compB,4054.8054,4316.4675,True
v32,128k,131087,2048,14,1,0.9043,4,gvr_pr,20.5024,20.5024,True
v32,128k,131087,2048,14,1,0.9043,,kf_compB,11.2865,11.2865,True
v32,128k,131087,2048,14,2,0.9043,4,gvr_pr,20.2977,20.2977,True
v32,128k,131087,2048,14,2,0.9043,,kf_compB,22.6146,22.8722,True
v32,128k,131087,2048,14,4,0.9043,4,gvr_pr,20.7776,20.7776,True
v32,128k,131087,2048,14,4,0.9043,,kf_compB,45.0949,45.8614,True
v32,128k,131087,2048,14,8,0.9043,4,gvr_pr,21.1444,21.1444,True
v32,128k,131087,2048,14,8,0.9043,,kf_compB,90.0619,91.8443,True
v32,128k,131087,2048,14,16,0.9043,4,gvr_pr,21.7539,21.7539,True
v32,128k,131087,2048,14,16,0.9043,,kf_compB,177.7508,181.5764,True
v32,128k,131087,2048,14,32,0.9043,4,gvr_pr,23.293,23.293,True
v32,128k,131087,2048,14,32,0.9043,,kf_compB,353.5752,361.4472,True
v32,128k,131087,2048,14,64,0.9043,4,gvr_pr,44.1749,44.1749,True
v32,128k,131087,2048,14,64,0.9043,,kf_compB,705.9949,721.9807,True
v32,128k,131087,2048,14,128,0.9043,4,gvr_pr,84.8186,84.8186,True
v32,128k,131087,2048,14,128,0.9043,,kf_compB,1413.3614,1445.7343,True
v32,128k,131087,2048,14,256,0.9043,4,gvr_pr,163.4401,163.4401,True
v32,128k,131087,2048,14,256,0.9043,,kf_compB,2824.7121,2889.5291,True
v32,128k,131087,2048,14,512,0.9043,4,gvr_pr,316.4497,316.4497,True
v32,128k,131087,2048,14,512,0.9043,,kf_compB,5629.8374,5759.9351,True
v32,128k,131087,2048,14,1024,0.9043,4,gvr_pr,619.114,619.114,True
v32,128k,131087,2048,14,1024,0.9043,,kf_compB,11236.7227,11496.8732,True
v32,128k,131087,2048,34,1,0.6196,4,gvr_pr,18.581,18.581,True
v32,128k,131087,2048,34,1,0.6196,,kf_compB,9.1249,9.1249,True
v32,128k,131087,2048,34,2,0.6196,4,gvr_pr,18.3698,18.3698,True
v32,128k,131087,2048,34,2,0.6196,,kf_compB,18.253,18.5154,True
v32,128k,131087,2048,34,4,0.6196,4,gvr_pr,18.9218,18.9218,True
v32,128k,131087,2048,34,4,0.6196,,kf_compB,36.4051,37.1699,True
v32,128k,131087,2048,34,8,0.6196,4,gvr_pr,19.2003,19.2003,True
v32,128k,131087,2048,34,8,0.6196,,kf_compB,72.7495,74.5479,True
v32,128k,131087,2048,34,16,0.6196,4,gvr_pr,19.8929,19.8929,True
v32,128k,131087,2048,34,16,0.6196,,kf_compB,143.5887,147.435,True
v32,128k,131087,2048,34,32,0.6196,4,gvr_pr,21.341,21.341,True
v32,128k,131087,2048,34,32,0.6196,,kf_compB,285.3275,293.238,True
v32,128k,131087,2048,34,64,0.6196,4,gvr_pr,40.2356,40.2356,True
v32,128k,131087,2048,34,64,0.6196,,kf_compB,569.3894,585.5433,True
v32,128k,131087,2048,34,128,0.6196,4,gvr_pr,77.2024,77.2024,True
v32,128k,131087,2048,34,128,0.6196,,kf_compB,1139.7968,1173.0819,True
v32,128k,131087,2048,34,256,0.6196,4,gvr_pr,148.3839,148.3839,True
v32,128k,131087,2048,34,256,0.6196,,kf_compB,2278.6382,2343.802,True
v32,128k,131087,2048,34,512,0.6196,4,gvr_pr,286.2188,286.2188,True
v32,128k,131087,2048,34,512,0.6196,,kf_compB,4537.1959,4667.7332,True
v32,128k,131087,2048,34,1024,0.6196,4,gvr_pr,559.4854,559.4854,True
v32,128k,131087,2048,34,1024,0.6196,,kf_compB,9051.5658,9312.737,True
v32,128k,131087,2048,54,1,0.9302,4,gvr_pr,19.8703,19.8703,True
v32,128k,131087,2048,54,1,0.9302,,kf_compB,9.1424,9.1424,True
v32,128k,131087,2048,54,2,0.9302,4,gvr_pr,19.6383,19.6383,True
v32,128k,131087,2048,54,2,0.9302,,kf_compB,18.2782,18.5311,True
v32,128k,131087,2048,54,4,0.9302,4,gvr_pr,20.0015,20.0015,True
v32,128k,131087,2048,54,4,0.9302,,kf_compB,36.4894,37.2527,True
v32,128k,131087,2048,54,8,0.9302,4,gvr_pr,20.3439,20.3439,True
v32,128k,131087,2048,54,8,0.9302,,kf_compB,72.9053,74.6749,True
v32,128k,131087,2048,54,16,0.9302,4,gvr_pr,20.9967,20.9967,True
v32,128k,131087,2048,54,16,0.9302,,kf_compB,143.8394,147.6442,True
v32,128k,131087,2048,54,32,0.9302,4,gvr_pr,22.576,22.576,True
v32,128k,131087,2048,54,32,0.9302,,kf_compB,285.423,293.2886,True
v32,128k,131087,2048,54,64,0.9302,4,gvr_pr,42.7887,42.7887,True
v32,128k,131087,2048,54,64,0.9302,,kf_compB,569.0381,584.9724,True
v32,128k,131087,2048,54,128,0.9302,4,gvr_pr,81.6984,81.6984,True
v32,128k,131087,2048,54,128,0.9302,,kf_compB,1139.8841,1172.0616,True
v32,128k,131087,2048,54,256,0.9302,4,gvr_pr,157.2523,157.2523,True
v32,128k,131087,2048,54,256,0.9302,,kf_compB,2278.5761,2343.168,True
v32,128k,131087,2048,54,512,0.9302,4,gvr_pr,303.8773,303.8773,True
v32,128k,131087,2048,54,512,0.9302,,kf_compB,4538.2823,4667.7858,True
v32,128k,131087,2048,54,1024,0.9302,4,gvr_pr,594.6284,594.6284,True
v32,128k,131087,2048,54,1024,0.9302,,kf_compB,9380.1088,9639.5152,True
v32,16k,16399,2048,14,1,0.9019,1,gvr_pr,14.5617,14.5617,True
v32,16k,16399,2048,14,1,0.9019,,kf_compB,10.4482,10.4482,True
v32,16k,16399,2048,14,2,0.9019,1,gvr_pr,14.1889,14.1889,True
v32,16k,16399,2048,14,2,0.9019,,kf_compB,20.7074,20.9634,True
v32,16k,16399,2048,14,4,0.9019,1,gvr_pr,14.4497,14.4497,True
v32,16k,16399,2048,14,4,0.9019,,kf_compB,41.4243,42.1859,True
v32,16k,16399,2048,14,8,0.9019,1,gvr_pr,14.3409,14.3409,True
v32,16k,16399,2048,14,8,0.9019,,kf_compB,82.903,84.6917,True
v32,16k,16399,2048,14,16,0.9019,1,gvr_pr,14.2417,14.2417,True
v32,16k,16399,2048,14,16,0.9019,,kf_compB,164.8252,168.6508,True
v32,16k,16399,2048,14,32,0.9019,1,gvr_pr,14.445,14.445,True
v32,16k,16399,2048,14,32,0.9019,,kf_compB,328.8205,336.7326,True
v32,16k,16399,2048,14,64,0.9019,1,gvr_pr,14.9185,14.9185,True
v32,16k,16399,2048,14,64,0.9019,,kf_compB,656.5633,672.6577,True
v32,16k,16399,2048,14,128,0.9019,1,gvr_pr,15.629,15.629,True
v32,16k,16399,2048,14,128,0.9019,,kf_compB,1312.4081,1344.9235,True
v32,16k,16399,2048,14,256,0.9019,1,gvr_pr,28.8754,28.8754,True
v32,16k,16399,2048,14,256,0.9019,,kf_compB,2622.2337,2687.3927,True
v32,16k,16399,2048,14,512,0.9019,1,gvr_pr,55.0243,55.0243,True
v32,16k,16399,2048,14,512,0.9019,,kf_compB,5241.4468,5372.0268,True
v32,16k,16399,2048,14,1024,0.9019,1,gvr_pr,97.5111,97.5111,True
v32,16k,16399,2048,14,1024,0.9019,,kf_compB,10489.7765,10751.1254,True
v32,16k,16399,2048,34,1,0.5327,1,gvr_pr,13.792,13.792,True
v32,16k,16399,2048,34,1,0.5327,,kf_compB,10.6433,10.6433,True
v32,16k,16399,2048,34,2,0.5327,1,gvr_pr,13.3616,13.3616,True
v32,16k,16399,2048,34,2,0.5327,,kf_compB,20.9954,21.2514,True
v32,16k,16399,2048,34,4,0.5327,1,gvr_pr,13.4577,13.4577,True
v32,16k,16399,2048,34,4,0.5327,,kf_compB,42.0386,42.7938,True
v32,16k,16399,2048,34,8,0.5327,1,gvr_pr,13.4994,13.4994,True
v32,16k,16399,2048,34,8,0.5327,,kf_compB,84.0854,85.8806,True
v32,16k,16399,2048,34,16,0.5327,1,gvr_pr,13.5777,13.5777,True
v32,16k,16399,2048,34,16,0.5327,,kf_compB,167.1005,170.9116,True
v32,16k,16399,2048,34,32,0.5327,1,gvr_pr,13.8129,13.8129,True
v32,16k,16399,2048,34,32,0.5327,,kf_compB,333.9255,341.812,True
v32,16k,16399,2048,34,64,0.5327,1,gvr_pr,14.3298,14.3298,True
v32,16k,16399,2048,34,64,0.5327,,kf_compB,665.7103,681.7264,True
v32,16k,16399,2048,34,128,0.5327,1,gvr_pr,15.1985,15.1985,True
v32,16k,16399,2048,34,128,0.5327,,kf_compB,1330.9791,1363.2689,True
v32,16k,16399,2048,34,256,0.5327,1,gvr_pr,28.245,28.245,True
v32,16k,16399,2048,34,256,0.5327,,kf_compB,2660.0302,2724.9297,True
v32,16k,16399,2048,34,512,0.5327,1,gvr_pr,53.9795,53.9795,True
v32,16k,16399,2048,34,512,0.5327,,kf_compB,5319.4248,5449.4324,True
v32,16k,16399,2048,34,1024,0.5327,1,gvr_pr,95.4375,95.4375,True
v32,16k,16399,2048,34,1024,0.5327,,kf_compB,10642.4118,10903.1627,True
v32,16k,16399,2048,54,1,0.6763,1,gvr_pr,13.925,13.925,True
v32,16k,16399,2048,54,1,0.6763,,kf_compB,9.488,9.488,True
v32,16k,16399,2048,54,2,0.6763,1,gvr_pr,14.0081,14.0081,True
v32,16k,16399,2048,54,2,0.6763,,kf_compB,19.2529,19.5089,True
v32,16k,16399,2048,54,4,0.6763,1,gvr_pr,14.0672,14.0672,True
v32,16k,16399,2048,54,4,0.6763,,kf_compB,38.4676,39.234,True
v32,16k,16399,2048,54,8,0.6763,1,gvr_pr,14.0674,14.0674,True
v32,16k,16399,2048,54,8,0.6763,,kf_compB,76.5767,78.3654,True
v32,16k,16399,2048,54,16,0.6763,1,gvr_pr,14.6049,14.6049,True
v32,16k,16399,2048,54,16,0.6763,,kf_compB,151.8045,155.6365,True
v32,16k,16399,2048,54,32,0.6763,1,gvr_pr,14.896,14.896,True
v32,16k,16399,2048,54,32,0.6763,,kf_compB,302.5756,310.486,True
v32,16k,16399,2048,54,64,0.6763,1,gvr_pr,15.3553,15.3553,True
v32,16k,16399,2048,54,64,0.6763,,kf_compB,603.268,619.3593,True
v32,16k,16399,2048,54,128,0.6763,1,gvr_pr,16.1442,16.1442,True
v32,16k,16399,2048,54,128,0.6763,,kf_compB,1205.1136,1237.5442,True
v32,16k,16399,2048,54,256,0.6763,1,gvr_pr,29.9523,29.9523,True
v32,16k,16399,2048,54,256,0.6763,,kf_compB,2408.8832,2474.402,True
v32,16k,16399,2048,54,512,0.6763,1,gvr_pr,57.3509,57.3509,True
v32,16k,16399,2048,54,512,0.6763,,kf_compB,4816.3385,4946.8711,True
v32,16k,16399,2048,54,1024,0.6763,1,gvr_pr,101.7194,101.7194,True
v32,16k,16399,2048,54,1024,0.6763,,kf_compB,9638.4887,9899.7711,True
v32,256k,163775,2048,14,1,0.9126,4,gvr_pr,22.6578,22.6578,True
v32,256k,163775,2048,14,1,0.9126,,kf_compB,10.5184,10.5184,True
v32,256k,163775,2048,14,2,0.9126,4,gvr_pr,22.3538,22.3538,True
v32,256k,163775,2048,14,2,0.9126,,kf_compB,20.9874,21.2434,True
v32,256k,163775,2048,14,4,0.9126,4,gvr_pr,22.5123,22.5123,True
v32,256k,163775,2048,14,4,0.9126,,kf_compB,42.2212,42.9732,True
v32,256k,163775,2048,14,8,0.9126,4,gvr_pr,23.0275,23.0275,True
v32,256k,163775,2048,14,8,0.9126,,kf_compB,84.5864,86.388,True
v32,256k,163775,2048,14,16,0.9126,4,gvr_pr,23.6147,23.6147,True
v32,256k,163775,2048,14,16,0.9126,,kf_compB,167.56,171.3775,True
v32,256k,163775,2048,14,32,0.9126,4,gvr_pr,25.5155,25.5155,True
v32,256k,163775,2048,14,32,0.9126,,kf_compB,332.827,340.7134,True
v32,256k,163775,2048,14,64,0.9126,4,gvr_pr,48.8133,48.8133,True
v32,256k,163775,2048,14,64,0.9126,,kf_compB,665.0428,680.9869,True
v32,256k,163775,2048,14,128,0.9126,4,gvr_pr,94.953,94.953,True
v32,256k,163775,2048,14,128,0.9126,,kf_compB,1330.7209,1362.9564,True
v32,256k,163775,2048,14,256,0.9126,4,gvr_pr,182.7825,182.7825,True
v32,256k,163775,2048,14,256,0.9126,,kf_compB,2660.2273,2724.8759,True
v32,256k,163775,2048,14,512,0.9126,4,gvr_pr,351.616,351.616,True
v32,256k,163775,2048,14,512,0.9126,,kf_compB,5298.7473,5428.4349,True
v32,256k,163775,2048,14,1024,0.9126,4,gvr_pr,681.2318,681.2318,True
v32,256k,163775,2048,14,1024,0.9126,,kf_compB,10568.9188,10828.6167,True
v32,256k,163775,2048,34,1,0.8652,4,gvr_pr,20.4018,20.4018,True
v32,256k,163775,2048,34,1,0.8652,,kf_compB,10.5345,10.5345,True
v32,256k,163775,2048,34,2,0.8652,4,gvr_pr,20.6338,20.6338,True
v32,256k,163775,2048,34,2,0.8652,,kf_compB,21.1618,21.4178,True
v32,256k,163775,2048,34,4,0.8652,4,gvr_pr,20.9762,20.9762,True
v32,256k,163775,2048,34,4,0.8652,,kf_compB,42.8819,43.6563,True
v32,256k,163775,2048,34,8,0.8652,4,gvr_pr,21.485,21.485,True
v32,256k,163775,2048,34,8,0.8652,,kf_compB,85.4729,87.2585,True
v32,256k,163775,2048,34,16,0.8652,4,gvr_pr,22.0371,22.0371,True
v32,256k,163775,2048,34,16,0.8652,,kf_compB,169.3057,173.1394,True
v32,256k,163775,2048,34,32,0.8652,4,gvr_pr,23.9266,23.9266,True
v32,256k,163775,2048,34,32,0.8652,,kf_compB,336.229,344.125,True
v32,256k,163775,2048,34,64,0.8652,4,gvr_pr,45.4757,45.4757,True
v32,256k,163775,2048,34,64,0.8652,,kf_compB,671.2606,687.3456,True
v32,256k,163775,2048,34,128,0.8652,4,gvr_pr,88.193,88.193,True
v32,256k,163775,2048,34,128,0.8652,,kf_compB,1345.1447,1377.6345,True
v32,256k,163775,2048,34,256,0.8652,4,gvr_pr,169.3794,169.3794,True
v32,256k,163775,2048,34,256,0.8652,,kf_compB,2690.43,2755.6067,True
v32,256k,163775,2048,34,512,0.8652,4,gvr_pr,325.4497,325.4497,True
v32,256k,163775,2048,34,512,0.8652,,kf_compB,5346.8151,5477.3668,True
v32,256k,163775,2048,34,1024,0.8652,4,gvr_pr,630.3279,630.3279,True
v32,256k,163775,2048,34,1024,0.8652,,kf_compB,10649.9637,10920.4931,True
v32,256k,163775,2048,54,1,0.8647,4,gvr_pr,20.1008,20.1008,True
v32,256k,163775,2048,54,1,0.8647,,kf_compB,11.5376,11.5376,True
v32,256k,163775,2048,54,2,0.8647,4,gvr_pr,20.0193,20.0193,True
v32,256k,163775,2048,54,2,0.8647,,kf_compB,22.1155,22.3715,True
v32,256k,163775,2048,54,4,0.8647,4,gvr_pr,20.1202,20.1202,True
v32,256k,163775,2048,54,4,0.8647,,kf_compB,43.6516,44.418,True
v32,256k,163775,2048,54,8,0.8647,4,gvr_pr,20.6627,20.6627,True
v32,256k,163775,2048,54,8,0.8647,,kf_compB,87.1161,88.8921,True
v32,256k,163775,2048,54,16,0.8647,4,gvr_pr,21.298,21.298,True
v32,256k,163775,2048,54,16,0.8647,,kf_compB,171.9457,175.7666,True
v32,256k,163775,2048,54,32,0.8647,4,gvr_pr,22.9666,22.9666,True
v32,256k,163775,2048,54,32,0.8647,,kf_compB,341.1859,349.058,True
v32,256k,163775,2048,54,64,0.8647,4,gvr_pr,43.6853,43.6853,True
v32,256k,163775,2048,54,64,0.8647,,kf_compB,681.1688,697.1896,True
v32,256k,163775,2048,54,128,0.8647,4,gvr_pr,84.9367,84.9367,True
v32,256k,163775,2048,54,128,0.8647,,kf_compB,1363.75,1396.0687,True
v32,256k,163775,2048,54,256,0.8647,4,gvr_pr,163.1601,163.1601,True
v32,256k,163775,2048,54,256,0.8647,,kf_compB,2723.373,2788.302,True
v32,256k,163775,2048,54,512,0.8647,4,gvr_pr,311.9328,311.9328,True
v32,256k,163775,2048,54,512,0.8647,,kf_compB,5412.5083,5542.6938,True
v32,256k,163775,2048,54,1024,0.8647,4,gvr_pr,601.9357,601.9357,True
v32,256k,163775,2048,54,1024,0.8647,,kf_compB,10785.3249,11045.7196,True
v32,32k,32783,2048,14,1,0.7583,1,gvr_pr,15.5105,15.5105,True
v32,32k,32783,2048,14,1,0.7583,,kf_compB,11.1329,11.1329,True
v32,32k,32783,2048,14,2,0.7583,1,gvr_pr,14.9872,14.9872,True
v32,32k,32783,2048,14,2,0.7583,,kf_compB,22.0273,22.2802,True
v32,32k,32783,2048,14,4,0.7583,1,gvr_pr,15.6305,15.6305,True
v32,32k,32783,2048,14,4,0.7583,,kf_compB,44.0067,44.7747,True
v32,32k,32783,2048,14,8,0.7583,1,gvr_pr,15.6034,15.6034,True
v32,32k,32783,2048,14,8,0.7583,,kf_compB,88.4104,90.196,True
v32,32k,32783,2048,14,16,0.7583,1,gvr_pr,15.9056,15.9056,True
v32,32k,32783,2048,14,16,0.7583,,kf_compB,175.2335,179.0639,True
v32,32k,32783,2048,14,32,0.7583,1,gvr_pr,16.3761,16.3761,True
v32,32k,32783,2048,14,32,0.7583,,kf_compB,348.9518,356.8478,True
v32,32k,32783,2048,14,64,0.7583,1,gvr_pr,17.0977,17.0977,True
v32,32k,32783,2048,14,64,0.7583,,kf_compB,695.7291,711.7757,True
v32,32k,32783,2048,14,128,0.7583,1,gvr_pr,18.285,18.285,True
v32,32k,32783,2048,14,128,0.7583,,kf_compB,1389.8565,1422.2411,True
v32,32k,32783,2048,14,256,0.7583,1,gvr_pr,34.3203,34.3203,True
v32,32k,32783,2048,14,256,0.7583,,kf_compB,2778.9697,2843.9685,True
v32,32k,32783,2048,14,512,0.7583,1,gvr_pr,65.847,65.847,True
