model,isl,N,K,L,BS,hit,cs,op,us,us_span,exact
flash,512k,131075,512,22,32,0.0566,4,gvr_pr2,27.4097,27.4097,True
flash,512k,131075,512,22,32,0.0566,,sglang_v2,50.1138,28.5377,True
flash,512k,131075,512,22,32,0.0566,,radix_cutedsl,57.7698,57.7698,True
flash,512k,131075,512,22,32,0.0566,,flashinfer_topk,27.9073,27.9073,True
flash,512k,131075,512,22,64,0.0566,4,gvr_pr2,52.0513,52.0513,True
flash,512k,131075,512,22,64,0.0566,,sglang_v2,33.0306,36.0913,True
flash,512k,131075,512,22,64,0.0566,,radix_cutedsl,86.1411,86.1411,True
flash,512k,131075,512,22,64,0.0566,,flashinfer_topk,40.2289,40.2289,True
flash,512k,131075,512,22,128,0.0566,4,gvr_pr2,100.6771,100.6771,True
flash,512k,131075,512,22,128,0.0566,,sglang_v2,38.8179,41.1843,True
flash,512k,131075,512,22,128,0.0566,,radix_cutedsl,105.2019,105.2019,True
flash,512k,131075,512,22,128,0.0566,,flashinfer_topk,72.101,72.101,True
flash,512k,131075,512,22,256,0.0566,4,gvr_pr2,195.4453,195.4453,True
flash,512k,131075,512,22,256,0.0566,,sglang_v2,61.8049,64.373,True
flash,512k,131075,512,22,256,0.0566,,radix_cutedsl,204.938,204.938,True
flash,512k,131075,512,22,256,0.0566,,flashinfer_topk,145.9716,145.9716,True
flash,512k,131075,512,22,512,0.0566,4,gvr_pr2,377.4873,377.4873,True
flash,512k,131075,512,22,512,0.0566,,sglang_v2,108.7763,111.4467,True
flash,512k,131075,512,22,512,0.0566,,radix_cutedsl,369.9145,369.9145,True
flash,512k,131075,512,22,512,0.0566,,flashinfer_topk,267.7799,267.7799,True
flash,512k,131075,512,22,1024,0.0566,4,gvr_pr2,734.3956,734.3956,True
flash,512k,131075,512,22,1024,0.0566,,sglang_v2,195.1782,195.1782,True
flash,512k,131075,512,22,1024,0.0566,,radix_cutedsl,700.7474,700.7474,True
flash,512k,131075,512,22,1024,0.0566,,flashinfer_topk,487.5038,487.5038,True
flash,512k,131075,512,34,1,0.2832,4,gvr_pr2,16.6032,16.6032,True
flash,512k,131075,512,34,1,0.2832,,sglang_v2,11.1841,11.1841,True
flash,512k,131075,512,34,1,0.2832,,radix_cutedsl,20.3825,20.3825,True
flash,512k,131075,512,34,1,0.2832,,flashinfer_topk,15.1808,15.1808,True
flash,512k,131075,512,34,2,0.2832,4,gvr_pr2,16.3952,16.3952,True
flash,512k,131075,512,34,2,0.2832,,sglang_v2,11.3537,11.3537,True
flash,512k,131075,512,34,2,0.2832,,radix_cutedsl,20.2784,20.2784,True
flash,512k,131075,512,34,2,0.2832,,flashinfer_topk,15.4208,15.4208,True
flash,512k,131075,512,34,4,0.2832,4,gvr_pr2,16.5425,16.5425,True
flash,512k,131075,512,34,4,0.2832,,sglang_v2,11.48,11.48,True
flash,512k,131075,512,34,4,0.2832,,radix_cutedsl,20.7136,20.7136,True
flash,512k,131075,512,34,4,0.2832,,flashinfer_topk,15.6,15.6,True
flash,512k,131075,512,34,8,0.2832,4,gvr_pr2,17.048,17.048,True
flash,512k,131075,512,34,8,0.2832,,sglang_v2,11.7744,11.7744,True
flash,512k,131075,512,34,8,0.2832,,radix_cutedsl,21.2144,21.2144,True
flash,512k,131075,512,34,8,0.2832,,flashinfer_topk,16.0273,16.0273,True
flash,512k,131075,512,34,16,0.2832,4,gvr_pr2,17.6704,17.6704,True
flash,512k,131075,512,34,16,0.2832,,sglang_v2,13.7104,13.7104,True
flash,512k,131075,512,34,16,0.2832,,radix_cutedsl,24.9137,24.9137,True
flash,512k,131075,512,34,16,0.2832,,flashinfer_topk,20.6352,20.6352,True
flash,512k,131075,512,34,32,0.2832,4,gvr_pr2,19.056,19.056,True
flash,512k,131075,512,34,32,0.2832,,sglang_v2,41.741,24.1937,True
flash,512k,131075,512,34,32,0.2832,,radix_cutedsl,57.1842,57.1842,True
flash,512k,131075,512,34,32,0.2832,,flashinfer_topk,22.1808,22.1808,True
flash,512k,131075,512,34,64,0.2832,4,gvr_pr2,35.9729,35.9729,True
flash,512k,131075,512,34,64,0.2832,,sglang_v2,33.1457,35.6497,True
flash,512k,131075,512,34,64,0.2832,,radix_cutedsl,83.8723,83.8723,True
flash,512k,131075,512,34,64,0.2832,,flashinfer_topk,28.0208,28.0208,True
flash,512k,131075,512,34,128,0.2832,4,gvr_pr2,69.6178,69.6178,True
flash,512k,131075,512,34,128,0.2832,,sglang_v2,39.0737,40.9921,True
flash,512k,131075,512,34,128,0.2832,,radix_cutedsl,103.4994,103.4994,True
flash,512k,131075,512,34,128,0.2832,,flashinfer_topk,43.4657,43.4657,True
flash,512k,131075,512,34,256,0.2832,4,gvr_pr2,135.4291,135.4291,True
flash,512k,131075,512,34,256,0.2832,,sglang_v2,61.621,64.125,True
flash,512k,131075,512,34,256,0.2832,,radix_cutedsl,200.018,200.018,True
flash,512k,131075,512,34,256,0.2832,,flashinfer_topk,79.2241,79.2241,True
flash,512k,131075,512,34,512,0.2832,4,gvr_pr2,256.6053,256.6053,True
flash,512k,131075,512,34,512,0.2832,,sglang_v2,108.0755,110.4146,True
flash,512k,131075,512,34,512,0.2832,,radix_cutedsl,364.324,364.324,True
flash,512k,131075,512,34,512,0.2832,,flashinfer_topk,135.466,135.466,True
flash,512k,131075,512,34,1024,0.2832,4,gvr_pr2,491.7515,491.7515,True
flash,512k,131075,512,34,1024,0.2832,,sglang_v2,194.0836,194.0836,True
flash,512k,131075,512,34,1024,0.2832,,radix_cutedsl,690.4098,690.4098,True
flash,512k,131075,512,34,1024,0.2832,,flashinfer_topk,236.4218,236.4218,True
flash,64k,16387,512,10,1,0.582,1,gvr_pr2,11.9872,11.9872,True
flash,64k,16387,512,10,1,0.582,,sglang_v2,8.5824,8.5824,True
flash,64k,16387,512,10,1,0.582,,radix_cutedsl,20.2368,20.2368,True
flash,64k,16387,512,10,1,0.582,,flashinfer_topk,11.9984,11.9984,True
flash,64k,16387,512,10,2,0.582,1,gvr_pr2,11.8272,11.8272,True
flash,64k,16387,512,10,2,0.582,,sglang_v2,8.6048,8.6048,True
flash,64k,16387,512,10,2,0.582,,radix_cutedsl,20.2144,20.2144,True
flash,64k,16387,512,10,2,0.582,,flashinfer_topk,12.1744,12.1744,True
flash,64k,16387,512,10,4,0.582,1,gvr_pr2,11.7264,11.7264,True
flash,64k,16387,512,10,4,0.582,,sglang_v2,8.3776,8.3776,True
flash,64k,16387,512,10,4,0.582,,radix_cutedsl,20.2384,20.2384,True
flash,64k,16387,512,10,4,0.582,,flashinfer_topk,12.232,12.232,True
flash,64k,16387,512,10,8,0.582,1,gvr_pr2,11.6768,11.6768,True
flash,64k,16387,512,10,8,0.582,,sglang_v2,8.3808,8.3808,True
flash,64k,16387,512,10,8,0.582,,radix_cutedsl,20.3728,20.3728,True
flash,64k,16387,512,10,8,0.582,,flashinfer_topk,12.296,12.296,True
flash,64k,16387,512,10,16,0.582,1,gvr_pr2,11.7568,11.7568,True
flash,64k,16387,512,10,16,0.582,,sglang_v2,8.4192,8.4192,True
flash,64k,16387,512,10,16,0.582,,radix_cutedsl,20.5873,20.5873,True
flash,64k,16387,512,10,16,0.582,,flashinfer_topk,14.6208,14.6208,True
flash,64k,16387,512,10,32,0.582,1,gvr_pr2,12.016,12.016,True
flash,64k,16387,512,10,32,0.582,,sglang_v2,8.7216,8.7216,True
flash,64k,16387,512,10,32,0.582,,radix_cutedsl,21.0448,21.0448,True
flash,64k,16387,512,10,32,0.582,,flashinfer_topk,15.4224,15.4224,True
flash,64k,16387,512,10,64,0.582,1,gvr_pr2,12.5104,12.5104,True
flash,64k,16387,512,10,64,0.582,,sglang_v2,9.1648,9.1648,True
flash,64k,16387,512,10,64,0.582,,radix_cutedsl,13.2896,13.2896,True
flash,64k,16387,512,10,64,0.582,,flashinfer_topk,15.1728,15.1728,True
flash,64k,16387,512,10,128,0.582,1,gvr_pr2,13.2496,13.2496,True
flash,64k,16387,512,10,128,0.582,,sglang_v2,9.7824,9.7824,True
flash,64k,16387,512,10,128,0.582,,radix_cutedsl,14.0464,14.0464,True
flash,64k,16387,512,10,128,0.582,,flashinfer_topk,16.8736,16.8736,True
flash,64k,16387,512,10,256,0.582,1,gvr_pr2,24.2,24.2,True
flash,64k,16387,512,10,256,0.582,,sglang_v2,12.7008,12.7008,True
flash,64k,16387,512,10,256,0.582,,radix_cutedsl,25.1808,25.1808,True
flash,64k,16387,512,10,256,0.582,,flashinfer_topk,16.7904,16.7904,True
flash,64k,16387,512,10,512,0.582,1,gvr_pr2,45.6193,45.6193,True
flash,64k,16387,512,10,512,0.582,,sglang_v2,22.5808,22.5808,True
flash,64k,16387,512,10,512,0.582,,radix_cutedsl,47.6624,47.6624,True
flash,64k,16387,512,10,512,0.582,,flashinfer_topk,30.2768,30.2768,True
flash,64k,16387,512,10,1024,0.582,1,gvr_pr2,80.8721,80.8721,True
flash,64k,16387,512,10,1024,0.582,,sglang_v2,38.6944,38.6944,True
flash,64k,16387,512,10,1024,0.582,,radix_cutedsl,82.9217,82.9217,True
flash,64k,16387,512,10,1024,0.582,,flashinfer_topk,51.4481,51.4481,True
flash,64k,16387,512,22,1,0.0762,1,gvr_pr2,12.8224,12.8224,True
flash,64k,16387,512,22,1,0.0762,,sglang_v2,8.2592,8.2592,True
flash,64k,16387,512,22,1,0.0762,,radix_cutedsl,17.464,17.464,True
flash,64k,16387,512,22,1,0.0762,,flashinfer_topk,11.864,11.864,True
flash,64k,16387,512,22,2,0.0762,1,gvr_pr2,12.6368,12.6368,True
flash,64k,16387,512,22,2,0.0762,,sglang_v2,8.0881,8.0881,True
flash,64k,16387,512,22,2,0.0762,,radix_cutedsl,19.6385,19.6385,True
flash,64k,16387,512,22,2,0.0762,,flashinfer_topk,11.6736,11.6736,True
flash,64k,16387,512,22,4,0.0762,1,gvr_pr2,12.9664,12.9664,True
flash,64k,16387,512,22,4,0.0762,,sglang_v2,8.112,8.112,True
flash,64k,16387,512,22,4,0.0762,,radix_cutedsl,20.1713,20.1713,True
flash,64k,16387,512,22,4,0.0762,,flashinfer_topk,12.1825,12.1825,True
flash,64k,16387,512,22,8,0.0762,1,gvr_pr2,13.0992,13.0992,True
flash,64k,16387,512,22,8,0.0762,,sglang_v2,8.264,8.264,True
flash,64k,16387,512,22,8,0.0762,,radix_cutedsl,20.2417,20.2417,True
flash,64k,16387,512,22,8,0.0762,,flashinfer_topk,12.2401,12.2401,True
flash,64k,16387,512,22,16,0.0762,1,gvr_pr2,13.4448,13.4448,True
flash,64k,16387,512,22,16,0.0762,,sglang_v2,8.5473,8.5473,True
flash,64k,16387,512,22,16,0.0762,,radix_cutedsl,20.2768,20.2768,True
flash,64k,16387,512,22,16,0.0762,,flashinfer_topk,14.8576,14.8576,True
flash,64k,16387,512,22,32,0.0762,1,gvr_pr2,13.6689,13.6689,True
flash,64k,16387,512,22,32,0.0762,,sglang_v2,8.8673,8.8673,True
flash,64k,16387,512,22,32,0.0762,,radix_cutedsl,21.024,21.024,True
flash,64k,16387,512,22,32,0.0762,,flashinfer_topk,15.5216,15.5216,True
flash,64k,16387,512,22,64,0.0762,1,gvr_pr2,13.9296,13.9296,True
flash,64k,16387,512,22,64,0.0762,,sglang_v2,9.2784,9.2784,True
flash,64k,16387,512,22,64,0.0762,,radix_cutedsl,13.464,13.464,True
flash,64k,16387,512,22,64,0.0762,,flashinfer_topk,15.36,15.36,True
flash,64k,16387,512,22,128,0.0762,1,gvr_pr2,14.9232,14.9232,True
flash,64k,16387,512,22,128,0.0762,,sglang_v2,9.9249,9.9249,True
flash,64k,16387,512,22,128,0.0762,,radix_cutedsl,14.3456,14.3456,True
flash,64k,16387,512,22,128,0.0762,,flashinfer_topk,17.3377,17.3377,True
flash,64k,16387,512,22,256,0.0762,1,gvr_pr2,27.32,27.32,True
flash,64k,16387,512,22,256,0.0762,,sglang_v2,13.0674,13.0674,True
flash,64k,16387,512,22,256,0.0762,,radix_cutedsl,25.6898,25.6898,True
flash,64k,16387,512,22,256,0.0762,,flashinfer_topk,17.6128,17.6128,True
flash,64k,16387,512,22,512,0.0762,1,gvr_pr2,51.7489,51.7489,True
flash,64k,16387,512,22,512,0.0762,,sglang_v2,23.2673,23.2673,True
flash,64k,16387,512,22,512,0.0762,,radix_cutedsl,48.8353,48.8353,True
flash,64k,16387,512,22,512,0.0762,,flashinfer_topk,31.3648,31.3648,True
flash,64k,16387,512,22,1024,0.0762,1,gvr_pr2,91.9026,91.9026,True
flash,64k,16387,512,22,1024,0.0762,,sglang_v2,39.3808,39.3808,True
flash,64k,16387,512,22,1024,0.0762,,radix_cutedsl,84.8385,84.8385,True
flash,64k,16387,512,22,1024,0.0762,,flashinfer_topk,53.0225,53.0225,True
flash,64k,16387,512,34,1,0.1445,1,gvr_pr2,11.1488,11.1488,True
flash,64k,16387,512,34,1,0.1445,,sglang_v2,8.104,8.104,True
flash,64k,16387,512,34,1,0.1445,,radix_cutedsl,17.4544,17.4544,True
flash,64k,16387,512,34,1,0.1445,,flashinfer_topk,12.04,12.04,True
flash,64k,16387,512,34,2,0.1445,1,gvr_pr2,10.68,10.68,True
flash,64k,16387,512,34,2,0.1445,,sglang_v2,7.9505,7.9505,True
flash,64k,16387,512,34,2,0.1445,,radix_cutedsl,19.3825,19.3825,True
flash,64k,16387,512,34,2,0.1445,,flashinfer_topk,11.8736,11.8736,True
flash,64k,16387,512,34,4,0.1445,1,gvr_pr2,11.0465,11.0465,True
flash,64k,16387,512,34,4,0.1445,,sglang_v2,7.8976,7.8976,True
flash,64k,16387,512,34,4,0.1445,,radix_cutedsl,20.0401,20.0401,True
flash,64k,16387,512,34,4,0.1445,,flashinfer_topk,12.2512,12.2512,True
flash,64k,16387,512,34,8,0.1445,1,gvr_pr2,11.248,11.248,True
flash,64k,16387,512,34,8,0.1445,,sglang_v2,8.08,8.08,True
flash,64k,16387,512,34,8,0.1445,,radix_cutedsl,20.2385,20.2385,True
flash,64k,16387,512,34,8,0.1445,,flashinfer_topk,12.4336,12.4336,True
flash,64k,16387,512,34,16,0.1445,1,gvr_pr2,11.512,11.512,True
flash,64k,16387,512,34,16,0.1445,,sglang_v2,8.4896,8.4896,True
flash,64k,16387,512,34,16,0.1445,,radix_cutedsl,20.2241,20.2241,True
flash,64k,16387,512,34,16,0.1445,,flashinfer_topk,14.8336,14.8336,True
flash,64k,16387,512,34,32,0.1445,1,gvr_pr2,11.8416,11.8416,True
flash,64k,16387,512,34,32,0.1445,,sglang_v2,8.6464,8.6464,True
flash,64k,16387,512,34,32,0.1445,,radix_cutedsl,20.9856,20.9856,True
flash,64k,16387,512,34,32,0.1445,,flashinfer_topk,15.5248,15.5248,True
flash,64k,16387,512,34,64,0.1445,1,gvr_pr2,12.1968,12.1968,True
flash,64k,16387,512,34,64,0.1445,,sglang_v2,9.1632,9.1632,True
flash,64k,16387,512,34,64,0.1445,,radix_cutedsl,13.2976,13.2976,True
flash,64k,16387,512,34,64,0.1445,,flashinfer_topk,15.1601,15.1601,True
flash,64k,16387,512,34,128,0.1445,1,gvr_pr2,13.0753,13.0753,True
flash,64k,16387,512,34,128,0.1445,,sglang_v2,9.8096,9.8096,True
flash,64k,16387,512,34,128,0.1445,,radix_cutedsl,14.1282,14.1282,True
flash,64k,16387,512,34,128,0.1445,,flashinfer_topk,17.032,17.032,True
flash,64k,16387,512,34,256,0.1445,1,gvr_pr2,23.7473,23.7473,True
flash,64k,16387,512,34,256,0.1445,,sglang_v2,12.5632,12.5632,True
flash,64k,16387,512,34,256,0.1445,,radix_cutedsl,25.3697,25.3697,True
flash,64k,16387,512,34,256,0.1445,,flashinfer_topk,17.2993,17.2993,True
flash,64k,16387,512,34,512,0.1445,1,gvr_pr2,44.7921,44.7921,True
flash,64k,16387,512,34,512,0.1445,,sglang_v2,22.4928,22.4928,True
flash,64k,16387,512,34,512,0.1445,,radix_cutedsl,48.1873,48.1873,True
flash,64k,16387,512,34,512,0.1445,,flashinfer_topk,31.0657,31.0657,True
flash,64k,16387,512,34,1024,0.1445,1,gvr_pr2,79.4369,79.4369,True
flash,64k,16387,512,34,1024,0.1445,,sglang_v2,38.7233,38.7233,True
flash,64k,16387,512,34,1024,0.1445,,radix_cutedsl,83.5378,83.5378,True
flash,64k,16387,512,34,1024,0.1445,,flashinfer_topk,53.0833,53.0833,True
flash,8k,2051,512,10,1,0.6719,1,gvr_pr2,9.5904,9.5904,True
flash,8k,2051,512,10,1,0.6719,,sglang_v2,4.9088,4.9088,True
flash,8k,2051,512,10,1,0.6719,,radix_cutedsl,6.3824,6.3824,True
flash,8k,2051,512,10,1,0.6719,,flashinfer_topk,7.016,7.016,True
flash,8k,2051,512,10,2,0.6719,1,gvr_pr2,9.3152,9.3152,True
flash,8k,2051,512,10,2,0.6719,,sglang_v2,4.936,4.936,True
flash,8k,2051,512,10,2,0.6719,,radix_cutedsl,6.232,6.232,True
flash,8k,2051,512,10,2,0.6719,,flashinfer_topk,7.0736,7.0736,True
flash,8k,2051,512,10,4,0.6719,1,gvr_pr2,9.368,9.368,True
flash,8k,2051,512,10,4,0.6719,,sglang_v2,4.76,4.76,True
flash,8k,2051,512,10,4,0.6719,,radix_cutedsl,6.2017,6.2017,True
flash,8k,2051,512,10,4,0.6719,,flashinfer_topk,7.1232,7.1232,True
flash,8k,2051,512,10,8,0.6719,1,gvr_pr2,9.4656,9.4656,True
flash,8k,2051,512,10,8,0.6719,,sglang_v2,4.9056,4.9056,True
flash,8k,2051,512,10,8,0.6719,,radix_cutedsl,6.3536,6.3536,True
flash,8k,2051,512,10,8,0.6719,,flashinfer_topk,7.4112,7.4112,True
flash,8k,2051,512,10,16,0.6719,1,gvr_pr2,9.4528,9.4528,True
flash,8k,2051,512,10,16,0.6719,,sglang_v2,4.8064,4.8064,True
flash,8k,2051,512,10,16,0.6719,,radix_cutedsl,6.6192,6.6192,True
flash,8k,2051,512,10,16,0.6719,,flashinfer_topk,7.5648,7.5648,True
flash,8k,2051,512,10,32,0.6719,1,gvr_pr2,9.7104,9.7104,True
flash,8k,2051,512,10,32,0.6719,,sglang_v2,4.864,4.864,True
flash,8k,2051,512,10,32,0.6719,,radix_cutedsl,6.6576,6.6576,True
flash,8k,2051,512,10,32,0.6719,,flashinfer_topk,7.5696,7.5696,True
flash,8k,2051,512,10,64,0.6719,1,gvr_pr2,9.6704,9.6704,True
flash,8k,2051,512,10,64,0.6719,,sglang_v2,5.0048,5.0048,True
flash,8k,2051,512,10,64,0.6719,,radix_cutedsl,6.8144,6.8144,True
flash,8k,2051,512,10,64,0.6719,,flashinfer_topk,7.6992,7.6992,True
flash,8k,2051,512,10,128,0.6719,1,gvr_pr2,9.9728,9.9728,True
flash,8k,2051,512,10,128,0.6719,,sglang_v2,5.1744,5.1744,True
flash,8k,2051,512,10,128,0.6719,,radix_cutedsl,7.0768,7.0768,True
flash,8k,2051,512,10,128,0.6719,,flashinfer_topk,7.7984,7.7984,True
flash,8k,2051,512,10,256,0.6719,1,gvr_pr2,18.4017,18.4017,True
flash,8k,2051,512,10,256,0.6719,,sglang_v2,6.2768,6.2768,True
flash,8k,2051,512,10,256,0.6719,,radix_cutedsl,12.3568,12.3568,True
flash,8k,2051,512,10,256,0.6719,,flashinfer_topk,9.728,9.728,True
flash,8k,2051,512,10,512,0.6719,1,gvr_pr2,34.7904,34.7904,True
flash,8k,2051,512,10,512,0.6719,,sglang_v2,10.8256,10.8256,True
flash,8k,2051,512,10,512,0.6719,,radix_cutedsl,22.7008,22.7008,True
flash,8k,2051,512,10,512,0.6719,,flashinfer_topk,17.3313,17.3313,True
flash,8k,2051,512,10,1024,0.6719,1,gvr_pr2,60.7488,60.7488,True
flash,8k,2051,512,10,1024,0.6719,,sglang_v2,18.0704,18.0704,True
flash,8k,2051,512,10,1024,0.6719,,radix_cutedsl,38.3568,38.3568,True
flash,8k,2051,512,10,1024,0.6719,,flashinfer_topk,30.4865,30.4865,True
flash,8k,2051,512,22,1,0.334,1,gvr_pr2,9.9296,9.9296,True
flash,8k,2051,512,22,1,0.334,,sglang_v2,4.7712,4.7712,True
flash,8k,2051,512,22,1,0.334,,radix_cutedsl,6.0288,6.0288,True
flash,8k,2051,512,22,1,0.334,,flashinfer_topk,7.248,7.248,True
flash,8k,2051,512,22,2,0.334,1,gvr_pr2,9.504,9.504,True
flash,8k,2051,512,22,2,0.334,,sglang_v2,4.8576,4.8576,True
flash,8k,2051,512,22,2,0.334,,radix_cutedsl,6.312,6.312,True
flash,8k,2051,512,22,2,0.334,,flashinfer_topk,7.5296,7.5296,True
flash,8k,2051,512,22,4,0.334,1,gvr_pr2,9.4208,9.4208,True
flash,8k,2051,512,22,4,0.334,,sglang_v2,4.9968,4.9968,True
flash,8k,2051,512,22,4,0.334,,radix_cutedsl,6.5216,6.5216,True
flash,8k,2051,512,22,4,0.334,,flashinfer_topk,7.584,7.584,True
flash,8k,2051,512,22,8,0.334,1,gvr_pr2,9.5024,9.5024,True
flash,8k,2051,512,22,8,0.334,,sglang_v2,4.7168,4.7168,True
flash,8k,2051,512,22,8,0.334,,radix_cutedsl,6.4336,6.4336,True
flash,8k,2051,512,22,8,0.334,,flashinfer_topk,7.5152,7.5152,True
flash,8k,2051,512,22,16,0.334,1,gvr_pr2,9.6912,9.6912,True
flash,8k,2051,512,22,16,0.334,,sglang_v2,4.7904,4.7904,True
flash,8k,2051,512,22,16,0.334,,radix_cutedsl,6.4992,6.4992,True
flash,8k,2051,512,22,16,0.334,,flashinfer_topk,7.712,7.712,True
flash,8k,2051,512,22,32,0.334,1,gvr_pr2,9.616,9.616,True
flash,8k,2051,512,22,32,0.334,,sglang_v2,4.7888,4.7888,True
flash,8k,2051,512,22,32,0.334,,radix_cutedsl,6.5952,6.5952,True
flash,8k,2051,512,22,32,0.334,,flashinfer_topk,7.6944,7.6944,True
flash,8k,2051,512,22,64,0.334,1,gvr_pr2,9.7152,9.7152,True
flash,8k,2051,512,22,64,0.334,,sglang_v2,4.8688,4.8688,True
flash,8k,2051,512,22,64,0.334,,radix_cutedsl,6.6736,6.6736,True
flash,8k,2051,512,22,64,0.334,,flashinfer_topk,7.7472,7.7472,True
flash,8k,2051,512,22,128,0.334,1,gvr_pr2,9.9664,9.9664,True
flash,8k,2051,512,22,128,0.334,,sglang_v2,5.0368,5.0368,True
flash,8k,2051,512,22,128,0.334,,radix_cutedsl,7.0576,7.0576,True
flash,8k,2051,512,22,128,0.334,,flashinfer_topk,7.8688,7.8688,True
flash,8k,2051,512,22,256,0.334,1,gvr_pr2,18.4288,18.4288,True
flash,8k,2051,512,22,256,0.334,,sglang_v2,6.1488,6.1488,True
flash,8k,2051,512,22,256,0.334,,radix_cutedsl,12.1584,12.1584,True
flash,8k,2051,512,22,256,0.334,,flashinfer_topk,9.8448,9.8448,True
flash,8k,2051,512,22,512,0.334,1,gvr_pr2,34.8288,34.8288,True
flash,8k,2051,512,22,512,0.334,,sglang_v2,10.4736,10.4736,True
flash,8k,2051,512,22,512,0.334,,radix_cutedsl,22.2944,22.2944,True
flash,8k,2051,512,22,512,0.334,,flashinfer_topk,17.6192,17.6192,True
flash,8k,2051,512,22,1024,0.334,1,gvr_pr2,60.6096,60.6096,True
flash,8k,2051,512,22,1024,0.334,,sglang_v2,17.4912,17.4912,True
flash,8k,2051,512,22,1024,0.334,,radix_cutedsl,37.808,37.808,True
flash,8k,2051,512,22,1024,0.334,,flashinfer_topk,30.8832,30.8832,True
flash,8k,2051,512,34,1,0.6113,1,gvr_pr2,9.8992,9.8992,True
flash,8k,2051,512,34,1,0.6113,,sglang_v2,4.7584,4.7584,True
flash,8k,2051,512,34,1,0.6113,,radix_cutedsl,6.04,6.04,True
flash,8k,2051,512,34,1,0.6113,,flashinfer_topk,6.8688,6.8688,True
flash,8k,2051,512,34,2,0.6113,1,gvr_pr2,9.5984,9.5984,True
flash,8k,2051,512,34,2,0.6113,,sglang_v2,4.7264,4.7264,True
flash,8k,2051,512,34,2,0.6113,,radix_cutedsl,6.2336,6.2336,True
flash,8k,2051,512,34,2,0.6113,,flashinfer_topk,7.0848,7.0848,True
flash,8k,2051,512,34,4,0.6113,1,gvr_pr2,9.6944,9.6944,True
flash,8k,2051,512,34,4,0.6113,,sglang_v2,4.7968,4.7968,True
flash,8k,2051,512,34,4,0.6113,,radix_cutedsl,6.36,6.36,True
flash,8k,2051,512,34,4,0.6113,,flashinfer_topk,7.1376,7.1376,True
flash,8k,2051,512,34,8,0.6113,1,gvr_pr2,9.5904,9.5904,True
flash,8k,2051,512,34,8,0.6113,,sglang_v2,4.656,4.656,True
flash,8k,2051,512,34,8,0.6113,,radix_cutedsl,6.5296,6.5296,True
flash,8k,2051,512,34,8,0.6113,,flashinfer_topk,7.152,7.152,True
flash,8k,2051,512,34,16,0.6113,1,gvr_pr2,9.7936,9.7936,True
flash,8k,2051,512,34,16,0.6113,,sglang_v2,4.7392,4.7392,True
flash,8k,2051,512,34,16,0.6113,,radix_cutedsl,6.5072,6.5072,True
flash,8k,2051,512,34,16,0.6113,,flashinfer_topk,7.2559,7.2559,True
flash,8k,2051,512,34,32,0.6113,1,gvr_pr2,9.88,9.88,True
flash,8k,2051,512,34,32,0.6113,,sglang_v2,4.7504,4.7504,True
flash,8k,2051,512,34,32,0.6113,,radix_cutedsl,6.6224,6.6224,True
flash,8k,2051,512,34,32,0.6113,,flashinfer_topk,7.2368,7.2368,True
flash,8k,2051,512,34,64,0.6113,1,gvr_pr2,10.096,10.096,True
flash,8k,2051,512,34,64,0.6113,,sglang_v2,4.824,4.824,True
flash,8k,2051,512,34,64,0.6113,,radix_cutedsl,6.7392,6.7392,True
flash,8k,2051,512,34,64,0.6113,,flashinfer_topk,7.4047,7.4047,True
flash,8k,2051,512,34,128,0.6113,1,gvr_pr2,10.1984,10.1984,True
flash,8k,2051,512,34,128,0.6113,,sglang_v2,5.0192,5.0192,True
flash,8k,2051,512,34,128,0.6113,,radix_cutedsl,7.1007,7.1007,True
flash,8k,2051,512,34,128,0.6113,,flashinfer_topk,7.5423,7.5423,True
flash,8k,2051,512,34,256,0.6113,1,gvr_pr2,18.9616,18.9616,True
flash,8k,2051,512,34,256,0.6113,,sglang_v2,6.048,6.048,True
flash,8k,2051,512,34,256,0.6113,,radix_cutedsl,12.2448,12.2448,True
flash,8k,2051,512,34,256,0.6113,,flashinfer_topk,9.128,9.128,True
flash,8k,2051,512,34,512,0.6113,1,gvr_pr2,35.9312,35.9312,True
flash,8k,2051,512,34,512,0.6113,,sglang_v2,10.288,10.288,True
flash,8k,2051,512,34,512,0.6113,,radix_cutedsl,22.5455,22.5455,True
flash,8k,2051,512,34,512,0.6113,,flashinfer_topk,16.3488,16.3488,True
flash,8k,2051,512,34,1024,0.6113,1,gvr_pr2,62.8448,62.8448,True
flash,8k,2051,512,34,1024,0.6113,,sglang_v2,17.2704,17.2704,True
flash,8k,2051,512,34,1024,0.6113,,radix_cutedsl,38.1615,38.1615,True
flash,8k,2051,512,34,1024,0.6113,,flashinfer_topk,28.8912,28.8912,True
pro,1024k,262127,1024,14,1,0.71,4,gvr_pr2,21.4704,21.4704,True
pro,1024k,262127,1024,14,1,0.71,,sglang_v2,17.0464,17.0464,True
pro,1024k,262127,1024,14,1,0.71,,radix_cutedsl,19.9409,19.9409,True
pro,1024k,262127,1024,14,1,0.71,,flashinfer_topk,18.744,18.744,True
pro,1024k,262127,1024,14,2,0.71,4,gvr_pr2,21.1842,21.1842,True
pro,1024k,262127,1024,14,2,0.71,,sglang_v2,17.0481,17.0481,True
pro,1024k,262127,1024,14,2,0.71,,radix_cutedsl,20.3345,20.3345,True
pro,1024k,262127,1024,14,2,0.71,,flashinfer_topk,18.9361,18.9361,True
